,Concept_ID,av,ro
62,Traum::N,макьу,vis
63,Himmel::N,зоб,cer
64,Sonne::N,бакъ,soare
65,Mond::N,моцӏ,lună
66,Stern::N,цӏва,stea
67,Luft::N,гьава,aer
68,Wind::N,гьури,vânt
69,Welle::N,карачел,val
70,Welle::N,карачел,undă
71,Wasser::N,лъим,apă
72,Stein::N,гьецӏо,piatră
73,Boden::N,ракь,sol
74,Boden::N,ракь,pământ
75,Erde::N,ракь,pământ
76,Erde::N,дуниял,pământ
77,Staub::N,хӏур,praf
78,Rauch::N,кӏкӏуй,fum
79,Feuer::N,цӏа,foc
80,Licht::N,канлъи,lumină
81,Schatten::N,рагӏад,umbră
82,Wetter::N,гьава-бакъ,timp
83,Wetter::N,гьава-бакъ,vreme
84,Nebel::N,гӏодобнакӏкӏ,ceață
85,Nebel::N,гӏодобнакӏкӏ,negură
86,Wolke::N,накӏкӏ,nor
87,Regen::N,цӏад,ploaie
88,Schnee::N,гӏазу,zăpadă
89,Eis::N,цӏер,gheață
90,Frost::N,замгьари,ger
91,Kälte::N,квач,frig
92,Hitze::N,багӏари,arșiță
93,Hitze::N,багӏари,căldură
94,Raureif::N,мартӏ,chiciură
95,Regenbogen::N,нур,curcubeu
96,Regenbogen::N,чамбара,curcubeu
97,Donner::N,гъугъай,tunet
98,Donner::N,гъугъади,tunet
99,Strömung::N,чвахи,curent
100,Tropfen::N,резел,picătură
101,Tropfen::N,тӏинкӏ,picătură
102,Tropfen::N,къатӏра,picătură
103,Tropfen::N,тӏенкӏел,picătură
104,Schaum::N,полоп,spumă
105,Schmutz::N,чороклъи,murdărie
106,See::N,хӏор,lac
107,Sumpf::N,хьуцӏ,mlaștină
108,Wiese::N,мегъ,fânaț
109,Wiese::N,мегъ,livadă
110,Wiese::N,гӏурдаллъи,fânaț
111,Wiese::N,гӏурдаллъи,livadă
112,Wald::N,рохь,codru
113,Wald::N,рохь,pădure
114,Hügel::N,гохӏ,deal
115,Hügel::N,гохӏ,movilă
116,Anhöhe::N,сийитма,deal
117,Anhöhe::N,сийитма,ridicătură
118,Berg::N,мегӏер,munte
119,Gipfel::N,тӏогь,pisc
120,Höhle::N,нохъо,peșteră
121,Abhang::N,лабаллъи,pantă
122,Abhang::N,лабаллъи,versant
123,Quelle::N,ицц,izvor
124,Bach::N,лъар,gârlă
125,Fluss::N,гӏор,râu
126,Fluss::N,гӏор,fluviu
127,Ufer::N,рагӏал,mal
128,Ufer::N,рагӏал,țărm
129,Küste::N,рагӏал,coastă
130,Festland::N,ракь,uscat
131,Festland::N,ракъдаллъи,uscat
132,Meer::N,ралъад,mare
133,Bucht::N,кӏветӏ,golf
134,Insel::N,чӏинкӏиллъи,insulă
135,Blume::N,тӏегь,floare
136,Gras::N,хер,iarbă
137,Wurzel::N,кьибил,rădăcină
138,Baum::N,гъветӏ,copac
139,Baum::N,гъветӏ,arbore
140,Stamm::N,рохти,tulpină
141,Rinde::N,макъар,scoarță
142,Ast::N,ноцӏ,cracă
143,Ast::N,ноцӏ,creangă
144,Zweig::N,гӏаркьел,ramură
145,Zweig::N,гӏаркьел,creangă
146,Blatt::N,тӏамах,frunză
147,Birke::N,мах,mesteacăn
148,Birke::N,махигъветӏ,mesteacăn
149,Kiefer[Baum]::N,накӏкӏигъветӏ,pin
150,Weide[Baum]::N,рицӏцӏ,salcie
151,Weide[Baum]::N,рицӏцӏ,răchită
152,Weide[Baum]::N,рицӏцӏигъветӏ,salcie
153,Weide[Baum]::N,рицӏцӏигъветӏ,răchită
154,Tanne::N,ёлка,brad
155,Horn::N,лълъар,corn
156,Feder::N,хӏули,pană
157,Fell::N,тӏом,piele
158,Fell::N,цӏоко,piele
159,Flügel::N,кваркьи,aripă
160,Klaue::N,галъ,gheară
161,Kralle::N,квачӏ,labă
162,Kralle::N,квачӏ,gheară
163,Kralle::N,катиквачӏ,labă
164,Kralle::N,катиквачӏ,gheară
165,Schwanz::N,рачӏ,coadă
166,Ei::N,хоно,ou
167,Nest::N,бусен,cuib
168,Bau::N,каратӏ,bârlog
169,Bau::N,каратӏ,vizuină
170,Tier::N,хӏайван,animal
171,Herde::N,рехъен,turmă
172,Herde::N,рехъен,cireadă
173,Herde::N,рехъед,turmă
174,Herde::N,рехъед,cireadă
175,Kuh::N,гӏака,vacă
176,Bulle::N,оц,taur
177,Pferd::N,чу,cal
178,Schaf::N,чахъу,oaie
179,Schwein::N,болъон,porc
180,Hund::N,гьой,câine
181,Katze::N,кету,pisică
182,Bär::N,ци,urs
183,Eichhörnchen::N,гвангва,veveriță
184,Fuchs::N,цер,vulpe
185,Hase::N,гӏанкӏ,iepure
186,Maus::N,гӏункӏкӏ,șoarece
187,Wolf::N,бацӏ,lup
188,Vogel::N,хӏинчӏ,pasăre
189,Schwarm::N,тӏел,cârd
190,Huhn::N,гӏанкӏу,găină
191,Hahn::N,хӏелеко,cocoș
192,Gans::N,хъаз,gâscă
193,Adler::N,цӏум,vultur
194,Ente::N,ордек,rață
195,Eule::N,беццаруз,bufniță
196,Kranich::N,къункъра,cocor
197,Krähe::N,гъеду,cioară
198,Kuckuck::N,гагу,cuc
199,Schwan::N,хӏанкъва,lebădă
200,Fisch::N,ччугӏа,pește
201,Barsch::N,окунь,biban
202,Hecht::N,щука,știucă
203,Schlange[Tier]::N,борохь,șarpe
204,Wurm::N,хӏапара,vierme
205,Spinne::N,хъанхъра,păianjen
206,Ameise::N,цӏунцӏра,furnică
207,Laus::N,нацӏ,păduche
208,Mücke::N,кӏкӏара,țânțar
209,Fliege::N,тӏутӏ,muscă
210,Schmetterling::N,кӏалкӏучӏ,fluture
211,Apfel::N,гӏеч,măr
212,Pilz::N,гӏурдахӏан,burete
213,Pilz::N,гӏурдахӏан,ciupercă
214,Zwiebel::N,кӏочӏопер,ceapă
215,Saat::N,хьон,semănătură
216,Korn::N,мугь,grâu
217,Heu::N,хер,fân
218,Schale::N,хъал,coajă
219,Grube::N,гвенд,groapă
220,Falle::N,къор,cursă
221,Falle::N,къор,capcană
222,Falle::N,къотен,cursă
223,Falle::N,къотен,capcană
224,Schlinge::N,кӏичӏ,laț
225,Spur::N,лъалкӏ,dâră
226,Asche::N,рахъу,cenușă
227,Dreck::N,гъиз,noroi
228,Dreck::N,гъиз,murdărie
229,Dreck::N,хӏарщ,noroi
230,Dreck::N,хӏарщ,murdărie
231,Eisen::N,махх,fier
232,Gold::N,месед,aur
233,Silber::N,гӏарац,argint
234,Kohle::N,тӏурччи,cărbune
235,Glas::N,цӏер,sticlă
236,Lehm::N,хӏатӏ,lut
237,Lehm::N,хӏатӏ,humă
238,Sand::N,сали,nisip
239,Mensch::N,чи,om
240,Mensch::N,чи,persoană
241,Mann::N,бихьинчи,om
242,Mann::N,бихьинчи,bărbat
243,Frau::N,гӏадан,femeie
244,Kind::N,лъимер,copil
245,Junge::N,вас,băiat
246,Junge::N,вас,flăcău
247,Mädchen::N,яс,fată
248,Familie::N,хъизан,familie
249,Großvater::N,кӏудада,bunic
250,Großvater::N,кӏудада,tată mare
251,Großmutter::N,кӏодо,bunică
252,Großmutter::N,кӏодо,mamă mare
253,Eltern::N,эбел-эмен,părinți
254,Vater::N,эмен,tată
255,Vater::N,эмен,părinte
256,Mutter::N,эбел,mamă
257,Sohn::N,вас,fiu
258,Sohn::N,вас,fecior
259,Tochter::N,яс,fiică
260,Bruder::N,вац,frate
261,Schwester::N,яц,soră
262,Onkel::N,даци,unchi
263,Tante::N,ада,mătușă
264,Ehemann::N,рос,soț
265,Ehemann::N,рос,bărbat
266,Ehefrau::N,чӏужу,soție
267,Freude::N,ракӏбохи,bucurie
268,Gelächter::N,релъи,râset
269,Glück::N,талихӏ,fericire
270,Glück::N,талихӏ-рохел,fericire
271,Kummer::N,хӏалкъай,mâhnire
272,Wunsch::N,къасд,dorință
273,Wunsch::N,къасд,deziderat
274,Lust::N,гъира,poftă
275,Lust::N,гъира,înclinare
276,Geist::N,чӏанкӏ,duh
277,Geist::N,чӏанкӏ,minte
278,Geist::N,чӏанкӏ,suflet
279,Geist::N,рухӏ-жан,duh
280,Geist::N,рухӏ-жан,minte
281,Geist::N,рухӏ-жан,suflet
282,Gedanke::N,пикру,gând
283,Gedanke::N,пикру,cuget
284,Verstand::N,лумалъи,minte
285,Verstand::N,лумалъи,intelect
286,Verstand::N,цӏодорлъи,minte
287,Verstand::N,цӏодорлъи,intelect
288,Sinn::N,магӏна,sens
289,Sinn::N,магӏна,înțeles
290,Grund::N,багьана,cauză
291,Grund::N,багьана,pricină
292,Wahrheit::N,ритӏухълъи,adevăr
293,Gespräch::N,накъит,convorbire
294,Gespräch::N,накъит,conversație
295,Märchen::N,маргьа,basm
296,Märchen::N,маргьа,poveste
297,Erzählung::N,къиса,poveste
298,Nachricht::N,хабар,veste
299,Neuigkeit::N,хабар-гӏазаб,noutate
300,Neuigkeit::N,хабар-гӏазаб,actualitate
301,Name::N,цӏар,nume
302,Rätsel::N,бицанкӏо,ghicitoare
303,Rede::N,речь,discurs
304,Rede::N,калам,discurs
305,Sprache::N,мацӏ,limbă
306,Sprache::N,мацӏ,limbaj
307,Stimme::N,гьаракь,glas
308,Wort::N,рагӏи,cuvânt
309,Zeichen::N,ишара,semn
310,Zeichen::N,ишара,semnal
311,Zeichen::N,гӏаламат,semn
312,Zeichen::N,гӏаламат,semnal
313,Ruf::N,ахӏи,chemare
314,Lärm::N,хъуй,zgomot
315,Lärm::N,хъуй,tărăboi
316,Lärm::N,хъуди,zgomot
317,Lärm::N,хъуди,tărăboi
318,Laut::N,гьаракь,sunet
319,Laut::N,сас,sunet
320,Lied::N,кечӏ,cântec
321,Ruhe::N,рахӏат,odihnă
322,Ruhe::N,рахӏат,liniște
323,Leute::N,гӏадамал,lume
324,Leute::N,гӏадамал,oameni
325,Volk::N,халкъ,popor
326,Volk::N,халкъ,națiune
327,Arbeit::N,хӏалтӏи,lucru
328,Gast::N,гьобол,musafir
329,Geschenk::N,сайигъат,dar
330,Geschenk::N,сайигъат,cadou
331,Spiel::N,хӏай,joc
332,Spiel::N,расанди,joc
333,Gesellschaft::N,жамагӏат,societate
334,Hilfe::N,кумек,ajutor
335,Freund::N,гьудул,amic
336,Freund::N,гьудул,prieten
337,Kamerad::N,гьалмагъ,tovarăș
338,Angelegenheit::N,къваригӏел,afacere
339,Anzahl::N,рикӏкӏен,număr
340,Anzahl::N,рикӏкӏен,cantitate
341,Art::N,жинс,fel
342,Art::N,жинс,specie
343,Stück::N,кесек,bucată
344,Teil::N,пай,parte
345,Teil::N,пай,porție
346,Hälfte::N,бащдаб,jumătate
347,Kreis::N,гор,cerc
348,Kreuz::N,хъанч,cruce
349,Linie::N,мухъ,linie
350,Strich::N,хӏучч,linie
351,Strich::N,хӏучч,trăsătură
352,Abstand::N,манзил,distanță
353,Abstand::N,манзил,depărtare
354,Entfernung::N,манзил,distanță
355,Entfernung::N,манзил,depărtare
356,Gegend::N,рахъ,regiune
357,Platz::N,бакӏ,loc
358,Ort::N,бакӏ,loc
359,Seite::N,рахъ,latură
360,Mitte::N,бакьулъбакӏ,centru
361,Gegenstand::N,жо,obiect
362,Sache::N,жо,lucru
363,Sache::N,жо,chestie
364,Rand::N,мицӏир,bordură
365,Kante::N,рагӏал,muchie
366,Kante::N,рагӏал,bordură
367,Kante::N,рагӏа-ракьан,muchie
368,Kante::N,рагӏа-ракьан,bordură
369,Ecke::N,цили,colț
370,Spitze::N,тӏогь,vârf
371,Spitze::N,тӏогь,creștet
372,Ende::N,кӏал,capăt
373,Loch::N,каратӏ,gaură
374,Muster::N,накъиш,desen
375,Größe::N,кӏодо́лъи,mărime
376,Länge::N,халалъи,lungime
377,Höhe::N,борхалъи,înălțime
378,Gewicht::N,бакӏлъи,greutate
379,Haufen::N,гъуни,grămadă
380,Reihe::N,ирга́,șir
381,Reihe::N,ирга́,rând
382,Boot::N,раса,barcă
383,Boot::N,раса,luntre
384,Ruder::N,раххан,vâslă
385,Ruder::N,раххан,lopată
386,Schlitten::N,чанагъ,sanie
387,Ski::N,лыжаби,schi
388,Lagerfeuer::N,цӏа,foc de tabără
389,Last::N,бакӏлъи,povară
390,Last::N,бакӏлъи,sarcină
391,Gang::N,хьвади,mers
392,Gang::N,хьвади,umblet
393,Gang::N,хьвада-чӏвади,mers
394,Gang::N,хьвада-чӏвади,umblet
395,Schritt::N,гали,pas
396,Norden::N,шимал,nord
397,Norden::N,шимал,miazănoapte
398,Süden::N,юг,sud
399,Süden::N,юг,miazăzi
400,Süden::N,къибла,sud
401,Süden::N,къибла,miazăzi
402,Westen::N,гъарб,apus
403,Westen::N,магъриб,apus
404,Osten::N,шаркъ,est
405,Osten::N,шаркъ,răsărit
406,Osten::N,машрикъ,est
407,Osten::N,машрикъ,răsărit
408,Holz::N,цӏул,lemn
409,Brett::N,хъарщи,scândură
410,Platte::N,къоно,placă
411,Stange::N,гӏер,bară
412,Stange::N,гӏер,prăjină
413,Stock::N,тӏил,băț
414,Stock::N,тӏил,baston
415,Stab::N,гӏер,baston
416,Stab::N,гӏер,prăjină
417,Rohr::N,турба,tub
418,Rohr::N,турба,țeavă
419,Haus::N,ригь,casă
420,Haus::N,рукъзал,casă
421,Heim::N,рукъ,casă
422,Heim::N,рукъ,cămin
423,Ofen::N,печь,sobă
424,Fußboden::N,чӏабар,podea
425,Fußboden::N,чӏабар,dușumea
426,Tisch::N,стол,masă
427,Stuhl::N,бакӏу,scaun
428,Wiege::N,кини,leagăn
429,Bett::N,кровать,pat
430,Regal::N,хъарщи,rafturi
431,Kiste::N,ящик,ladă
432,Kiste::N,ящик,cutie
433,Kiste::N,тӏалагъуд,ladă
434,Kiste::N,тӏалагъуд,cutie
435,Fenster::N,гордо,fereastră
436,Tür::N,нуцӏа,ușă
437,Tor::N,каву,poartă
438,Zaun::N,раци,gard
439,Dach::N,тӏох,acoperiș
440,Leiter::N,мали,scară
441,Besen::N,жул,mătură
442,Spaten::N,бел,cazma
443,Spaten::N,бел,hârleț
444,Schaufel::N,раххан,lopată
445,Gabel::N,гӏучӏ,furculiță
446,Löffel::N,гъуд,lingură
447,Messer::N,нус,cuțit
448,Nagel::N,магӏ,cui
449,Netz::N,гьин,plasă
450,Haken::N,гъанцӏа,cârlig
451,Griff::N,гӏоркь,mâner
452,Schloss::N,кӏулал,lacăt
453,Bild::N,сурат,tablou
454,Bild::N,сурат,imagine
455,Puppe::N,нани,păpușă
456,Beutel::N,таргьа,pungă
457,Beutel::N,таргьа,săculeț
458,Bündel::N,къай,mănunchi
459,Tasche::N,сумка,geantă
460,Tasche::N,къвачӏа,geantă
461,Eimer::N,ведро,găleată
462,Deckel::N,тӏалъел,capac
463,Deckel::N,дадитӏалъел,capac
464,Geschirr::N,цӏарагӏ,vase
465,Geschirr::N,цӏарагӏ,tacâmuri
466,Sack::N,хъап,sac
467,Sack::N,къандалъо,sac
468,Tasse::N,чашка,ceașcă
469,Topf::N,хьаг,oală
470,Kessel::N,хьаг,cazan
471,Kessel::N,хьаг,căldare
472,Kessel::N,гереги,cazan
473,Kessel::N,гереги,căldare
474,Essen::N,тӏагӏам,mâncare
475,Nahrung::N,квен,hrană
476,Nahrung::N,квен,aliment
477,Speise::N,квен,bucate
478,Speise::N,квен,fel de bucate
479,Fleisch::N,гьан,carne
480,Getreide::N,бугӏа-ролъ,cereale
481,Getreide::N,могьолабл_культураби,cereale
482,Brei::N,карщ,pireu
483,Brot::N,чед,pâine
484,Scheibe::N,мочӏу,felie
485,Scheibe::N,мочӏу,bucată
486,Fett::N,беэнлъи,untură
487,Fett::N,беэнлъи,grăsime
488,Butter::N,нах,unt
489,Öl::N,нах,ulei
490,Salz::N,цӏам,sare
491,Suppe::N,чурпа,supă
492,Suppe::N,чурпа,ciorbă
493,Honig::N,гьоцӏо,miere
494,Milch::N,рахь,lapte
495,Tee::N,чай,ceai
496,Leder::N,тӏом,piele
497,Wolle::N,квас,lână
498,Stoff::N,ххам,stofă
499,Nadel::N,рокӏкӏен,ac
500,Faden::N,кун,ață
501,Knopf::N,маргъал,buton
502,Knoten::N,гарацӏ,nod
503,Farbe::N,релъен,vopsea
504,Kleidung::N,ретӏел,haine
505,Kleidung::N,ретӏел,îmbrăcăminte
506,Hemd::N,гурде,cămașă
507,Kragen::N,габур,guler
508,Ärmel::N,къвал,mânecă
509,Hose::N,тӏажу,pantaloni
510,Gürtel::N,рачел,cordon
511,Mütze::N,тӏагъур,șapcă
512,Stiefel::N,этек,cizmă
513,Stiefel::N,чакма,cizmă
514,Ring::N,баргъич,inel
515,Ring::N,баргъич,verigă
516,Band::N,лента,panglică
517,Band::N,лента,șiret
518,Kamm::N,гьоркьо,pieptene
519,Spiegel::N,матӏу,oglindă
520,Riemen::N,рижу,curea
521,Decke::N,одея́ло,pătură
522,Kissen::N,къандалъо,pernă
523,Tuch::N,квархьи,batic
524,Handtuch::N,беркӏалрацӏцӏ,prosop
525,Handtuch::N,беркӏалрацӏцӏ,ștergar
526,Kraft::N,гуч,forță
527,Kraft::N,гуч,putere
528,Kraft::N,къуват,forță
529,Kraft::N,къуват,putere
530,Stärke::N,хӏалкӏвей,tărie
531,Stärke::N,хӏалкӏвей,vigoare
532,Gesundheit::N,сахлъи́,sănătate
533,Krankheit::N,унти,boală
534,Krankheit::N,унти,maladie
535,Krankheit::N,щокълъи,boală
536,Krankheit::N,щокълъи,maladie
537,Schmerz::N,унти,durere
538,Wunde::N,ругъун,rană
539,Fieber::N,цӏа-кан,febră
540,Arznei::N,дару,leac
541,Arznei::N,дару,medicament
542,Brücke::N,кьо,pod
543,Brücke::N,кьо,punte
544,Brunnen::N,гъуй,puț
545,Weide::N,рицӏцӏ,izlaz
546,Weide::N,рицӏцӏ,pășune
547,Weide::N,лъичӏирма,izlaz
548,Weide::N,лъичӏирма,pășune
549,Weide::N,гӏурдаллъи,izlaz
550,Weide::N,гӏурдаллъи,pășune
551,Weide::N,ри́цӏигъветӏ,izlaz
552,Weide::N,ри́цӏигъветӏ,pășune
553,Weide::N,рицӏцӏигъветӏ,izlaz
554,Weide::N,рицӏцӏигъветӏ,pășune
555,Pfad::N,сухъмахъ,cărare
556,Weg::N,нух,drum
557,Straße::N,нух,cale
558,Straße::N,нух,stradă
559,Dorf::N,росу,sat
560,Stadt::N,шагьар,oraș
561,Brief::N,кагъат,scrisoare
562,Brief::N,рисалат,scrisoare
563,Buch::N,тӏехь,carte
564,Buchstabe::N,хӏарп,literă
565,Buchstabe::N,хӏарп,caracter
566,Zeitung::N,газет,ziar
567,Zeitung::N,газет,gazetă
568,Leben::N,яшав,viață
569,Tod::N,хвел,moarte
570,Grab::N,хоб,groapă
571,Grab::N,хоб,mormânt
572,Kirche::N,килиса,biserică
573,Sünde::N,хӏакъ,păcat
574,Sünde::N,мунагь,păcat
575,Gott::N,бичас,zeu
576,Gott::N,аллагь,zeu
577,Arbeiter::N,хӏалтӏухъан,muncitor
578,Chef::N,хӏаким,șef
579,Chef::N,начальник,șef
580,Meister::N,устар,meșter
581,Meister::N,устар,maestru
582,Meister::N,мастер,meșter
583,Meister::N,мастер,maestru
584,Meister::N,махщалилав,meșter
585,Meister::N,махщалилав,maestru
586,Arzt::N,жайрахӏ,medic
587,Arzt::N,жайрахӏ,doctor
588,Lehrer::N,мугӏалим,profesor
589,Lehrer::N,мугӏалим,învățător
590,Geld::N,гӏарац,bani
591,Geld::N,гӏарац,parale
592,Laden::N,тукен,magazin
593,Laden::N,тукен,prăvălie
594,Preis::N,багьа,preț
595,Ware::N,къайи,marfă
596,Nutzen::N,мунпагӏат,folos
597,Nutzen::N,мунпагӏат,profit
598,Reichtum::N,бечелъи,avuție
599,Reichtum::N,бечелъи,bogăție
600,Welt::N,дуниял,lume
601,Land::N,улка,țară
602,Land::N,икълим,țară
603,Staat::N,пачалихъ,stat
604,König::N,пача,rege
605,König::N,малик,rege
606,König::N,къирал,rege
607,König::N,падишагь,rege
608,Macht::N,кверщел,putere
609,Macht::N,кверщел,putință
610,Grenze::N,гӏорхъи,hotar
611,Grenze::N,гӏорхъи,graniță
612,Grenze::N,гӏорхъи,frontieră
613,Krieg::N,рагъ,război
614,Feind::N,тушман,dușman
615,Gewalt::N,зулму,violență
616,Kampf::N,къеркьей,luptă
617,Bogen[Waffe]::N,газаргъо,arc
618,Pfeil::N,чӏор,săgeată
619,Gewehr::N,туманкӏ,armă
620,Gewehr::N,туманкӏ,pușcă
621,Fehler::N,гъалатӏ,eroare
622,Fehler::N,гъалатӏ,greșeală
623,Lüge::N,гьереси,minciună
624,Schaden::N,зиян,daună
625,Schaden::N,зиян,pagubă
626,Schaden::N,зарал,daună
627,Schaden::N,зарал,pagubă
628,Unglück::N,балагь,nenorocire
629,Schuld::N,гӏайиб,vină
630,Alter::N,гӏумру,etate
631,Alter::N,гӏумру,vârstă
632,Schluss::N,ахир,sfârșit
633,Zeit::N,заман,timp
634,Zeit::N,заман,vreme
635,Tag::N,къо,zi
636,Morgen::N,радалмех,dimineață
637,Mittag::N,къадемех,prânz
638,Mittag::N,къадемех,amiază
639,Abend::N,релъедамех,seară
640,Nacht::N,сордо,noapte
641,Woche::N,анкь,săptămână
642,Monat::N,моцӏ,lună
643,Jahr::N,сон,an
644,Jahr::N,лъагӏел,an
645,Frühling::N,их,primăvară
646,Sommer::N,рии,vară
647,Herbst::N,хасалихълъи,toamnă
648,Winter::N,кьин,iarnă
649,Januar::N,январь,ianuarie
650,Februar::N,февра́ль,februarie
651,März::N,март,martie
652,April::N,апрель,aprilie
653,Mai::N,май,mai
654,Juni::N,июнь,iunie
655,Juli::N,июль,iulie
656,August::N,август,august
657,September::N,сентябрь,septembrie
658,Oktober::N,октябрь,octombrie
659,November::N,ноябрь,noiembrie
660,Dezember::N,декабрь,decembrie
661,Montag::N,итни,luni
662,Dienstag::N,талат,marți
663,Mittwoch::N,арбагӏ,miercuri
664,Donnerstag::N,хамиз,joi
665,Freitag::N,рузман,vineri
666,Samstag::N,щамат,sâmbătă
667,Sonntag::N,гьатӏан,duminică
668,groß::A,кӏудияб,mare
669,klein::A,гьитӏинаб,mic
670,lang::A,халатаб,lung
671,kurz::A,къокъаб,scurt
672,breit::A,гӏебаб,lat
673,breit::A,гӏебаб,larg
674,schmal::A,къваридаб,strâmt
675,dicht::A,ризаб,des
676,dick[Gegenstand]::A,бицатаб,gros
677,dünn::A,тӏеренаб,subțire
678,fein::A,тӏеренаб,fin
679,fein::A,тӏеренаб,subțire
680,fest::A,къвакӏараб,tare
681,fest::A,къвакӏараб,solid
682,flach::A,чӏепараб,șes
683,flach::A,чӏепараб,plan
684,glatt::A,цӏвакараб,lins
685,hart::A,кьварараб,dur
686,weich::A,тамахаб,moale
687,rund::A,гургинаб,rotund
688,rund::A,гургинаб,circular
689,spitz::A,бегӏераб,ascuțit
690,scharf::A,рекӏараб,tăios
691,scharf::A,рекӏараб,ascuțit
692,stumpf::A,тӏехӏараб,tocit
693,stumpf::A,рекӏинчӏеб,tocit
694,schwer::A,бакӏаб,greu
695,schön::A,берцинаб,frumos
696,heiß::A,лагьараб,cald
697,heiß::A,лагьараб,fierbinte
698,warm::A,хинаб,cald
699,warm::A,хинаб,fierbinte
700,kalt::A,квачараб,rece
701,kühl::A,квачараб,rece
702,kühl::A,квачараб,răcoros
703,frisch::A,цӏияб,răcoros
704,frisch::A,цӏияб,proaspăt
705,feucht::A,рагьараб,umed
706,feucht::A,рагьараб,jilav
707,nass::A,би́ччараб,ud
708,trocken::A,бакъвараб,sec
709,trocken::A,бакъвараб,uscat
710,leer::A,чӏобогояб,gol
711,offen::A,рагьараб,deschis
712,geschlossen::A,рахараб-къараб,închis
713,sauber::A,бацӏцӏадаб,curat
714,schmutzig::A,гъизараб,murdar
715,roh::A,хамаб,crud
716,roh::A,гӏатӏгояб,crud
717,reif::A,барщараб,copt
718,lecker::A,тӏагӏамаб,gustos
719,süß::A,гьуинаб,dulce
720,bitter::A,кьогӏаб,amar
721,sauer::A,цӏекӏаб,acru
722,hell::A,канаб,clar
723,hell::A,канаб,luminos
724,dunkel::A,бецӏаб,obscur
725,dunkel::A,бецӏаб,întunecos
726,schwarz::A,чӏегӏераб,negru
727,weiß::A,хъахӏаб,alb
728,rot::A,багӏараб,roșu
729,gelb::A,гӏобилаб,galben
730,gelb::A,тӏогьилаб,galben
731,blau::A,хъахӏилаб,albastru
732,grün::A,гӏурччинаб,verde
733,grau::A,накӏкӏуяб,gri
734,grau::A,накӏкӏуяб,cenușiu
735,bunt::A,къвекӏаб,colorat
736,bunt::A,чара-гъараб,colorat
737,billig::A,учузаб,ieftin
738,teuer::A,хири́яб,scump
739,wertvoll::A,къиматаб,prețios
740,blind::A,беццаб,orb
741,taub::A,гъугъаб,surd
742,kräftig::A,гучаб,tare
743,kräftig::A,гучаб,forte
744,kräftig::A,гучаб,robust
745,stark::A,къуватаб,viguros
746,stark::A,къуватаб,puternic
747,schwach::A,гӏажизаб,slab
748,schwach::A,гӏажизаб,debil
749,fett::A,кьарияб,gras
750,schlank::A,чергесаб,zvelt
751,hübsch::A,гьайбатаб,drăguț
752,böse::A,ракӏквешаб,rău
753,böse::A,ракӏквешаб,răutăcios
754,dumm::A,гьагаб,nerod
755,dumm::A,гьагаб,tâmpit
756,dumm::A,гӏантаб,nerod
757,dumm::A,гӏантаб,tâmpit
758,faul::A,кӏохӏалаб,leneș
759,faul::A,кӏухӏа́лаб,leneș
760,fleißig::A,хӏаракатаб,harnic
761,fleißig::A,хӏаракатаб,sârguincios
