,Concept_ID,es,ab
127,Baum::N,árbol,аҵла
128,Stamm::N,tronco,ашьапы
129,Rinde::N,corteza,ацəа
130,Ast::N,rama,амахə
131,Ast::N,rama,амахəҭа
132,Zweig::N,ramo,амахə
133,Zweig::N,ramo,амахəҭа
134,Blatt::N,hoja,абҕьы
135,Birke::N,abedul,аҵааҵла
136,Kiefer[Baum]::N,pino,амза
137,Weide[Baum]::N,sauce,аҧслыш
138,Tanne::N,abeto,аҧсаӡ
139,Horn::N,asta,атəыҩа
140,Horn::N,cuerno,атəыҩа
141,Feder::N,pluma,ахӡы
142,Fell::N,piel,ацəа
143,Flügel::N,ala,амҵəыжəа
144,Klaue::N,garra,ашьапхыц
145,Kralle::N,uña,
146,Kralle::N,garra,
147,Schwanz::N,cola,аҵыхəа
148,Ei::N,huevo,акəтаӷь
149,Nest::N,nido,аҭра
150,Nest::N,nido,аҵысҭра
151,Bau::N,madriguera,аҭыҩра
152,Tier::N,animal,аҧстəы
153,Tier::N,animal,агыгшəыг
154,Herde::N,rebaño,агəарҭа
155,Kuh::N,vaca,ажə
156,Bulle::N,toro,ацə
157,Pferd::N,caballo,аҽы
158,Schaf::N,oveja,ауаса
159,Schwein::N,cerdo,аҳəа
160,Hund::N,perro,ала
161,Katze::N,gato,ацгəы
162,Bär::N,oso,амшə
163,Eichhörnchen::N,ardilla,аеш
164,Elch::N,alce,аҽаҩа
165,Fuchs::N,zorro,абгахəыҷы
166,Hase::N,liebre,ажьа
167,Maus::N,ratón,аҳəынаҧ
168,Wolf::N,lobo,абгаду
169,Vogel::N,ave,аҧсаатə
170,Vogel::N,pájaro,аҧсаатə
171,Schwarm::N,bandada,
172,Huhn::N,gallina,акəты
173,Hahn::N,gallo,арбаҕь
174,Gans::N,oca,аҟыз
175,Gans::N,ganso,аҟыз
176,Adler::N,águila,ауарба
177,Ente::N,pato,акəата
178,Eule::N,lechuza,аты
179,Kranich::N,grulla,апҟа
180,Krähe::N,corneja,аҟəараан
181,Kuckuck::N,cuco,акəыкəу
182,Schwan::N,cisne,агьад
183,Fisch::N,pez,аҧсыӡ
184,Barsch::N,perca,ацəыбла
185,Hecht::N,lucio,ахиаала
186,Schlange[Tier]::N,serpiente,амаҭ
187,Wurm::N,gusano,ахəа
188,Wurm::N,gusano,ахəац
189,Spinne::N,araña,абызкаҭаҳа
190,Ameise::N,hormiga,ашышкамс
191,Laus::N,piojo,аҵа
192,Mücke::N,mosquito,акəыбры
193,Fliege::N,mosca,амҵ
194,Schmetterling::N,mariposa,аҧарҧалыкь
195,Beere::N,baya,аргуц
196,Apfel::N,manzana,аҵəа
197,Pilz::N,seta,акəкəбаа
198,Pilz::N,hongo,акəкəбаа
199,Zwiebel::N,cebolla,аџьымшьы
200,Zwiebel::N,cebolla,аџьымшьхы
201,Saat::N,siembra,ажəла
202,Korn::N,grano,арыц
203,Heu::N,heno,аҭəа
204,Schale::N,cáscara,ацəа
205,Grube::N,foso,ажра
206,Grube::N,foso,атыша
207,Falle::N,trampa,арыҧҟьа
208,Schlinge::N,lazo,аҟəараҟəантə
209,Spur::N,huella,ашьҭа
210,Asche::N,ceniza,ахəа
211,Dreck::N,suciedad,аҳəынҵəа
212,Dreck::N,suciedad,аҟьамсар
213,Eisen::N,hierro,аиха
214,Gold::N,oro,ахьы
215,Silber::N,plata,аразны
216,Kohle::N,carbón,арацəа
217,Glas::N,vidrio,асаркьа
218,Glas::N,cristal,асаркьа
219,Lehm::N,barro,анышəаҧшь
220,Sand::N,arena,аҧслымӡ
221,Mensch::N,hombre,ауаҩы
222,Mensch::N,ser humano,ауаҩы
223,Mann::N,hombre,ахаҵа
224,Frau::N,mujer,аҧҳəыс
225,Kind::N,niño,ахəыҷы
226,Junge::N,chico,аҷкəын
227,Junge::N,chico,ахаҵарҧыс
228,Junge::N,muchacho,аҷкəын
229,Junge::N,muchacho,ахаҵарҧыс
230,Mädchen::N,chica,аӡӷаб
231,Mädchen::N,muchacha,аӡӷаб
232,Familie::N,familia,аҭаацəа
233,Großvater::N,abuelo,абду
234,Großmutter::N,abuela,анду
235,Eltern::N,padres,ани аби
236,Vater::N,padre,аб
237,Mutter::N,madre,ан
238,Sohn::N,hijo,аҧа
239,Tochter::N,hija,аҧҳа
240,Bruder::N,hermano,аиашьа
241,Schwester::N,hermana,Аҳəшьа
242,Onkel::N,tío,абиашьа
243,Onkel::N,tío,аншьа
244,Tante::N,tía,абиаҳəшьа
245,Ehemann::N,esposo,ахаҵа
246,Ehemann::N,esposo,аҧшəма
247,Ehefrau::N,esposa,аҧҳəыс
248,Freude::N,placer,агəырӷьара
249,Freude::N,alegría,агəырӷьара
250,Gelächter::N,risa,ачча
251,Gelächter::N,risa,аччара
252,Gelächter::N,carcajada,ачча
253,Gelächter::N,carcajada,аччара
254,Glück::N,felicidad,аразҟы
255,Kummer::N,pena,агəырҩа
256,Wunsch::N,deseo,агəхəтəы
257,Wunsch::N,deseo,аҭахра
258,Lust::N,ganas,агəазыҳəара
259,Geist::N,mente,аҧсы
260,Geist::N,espíritu,аҧсы
261,Gedanke::N,idea,ахəыцырҭа
262,Gedanke::N,pensamiento,ахəыцырҭа
263,Gedächtnis::N,memoria,агəынкылара
264,Verstand::N,razón,ахшыҩ
265,Verstand::N,entendimiento,ахшыҩ
266,Sinn::N,sentido,аҵакы
267,Sinn::N,significado,аҵакы
268,Grund::N,causa,амзыз
269,Wahrheit::N,verdad,аиаша
270,Gespräch::N,conversación,аиҿцәажәара
271,Märchen::N,cuento,алакə
272,Erzählung::N,cuento,ажәабжь
273,Erzählung::N,narración,ажәабжь
274,Nachricht::N,mensaje,адырраҭара
275,Neuigkeit::N,noticia,ажәабжь ҿыц
276,Name::N,nombre,ахьӡ
277,Rätsel::N,acertijo,ацуфара
278,Rätsel::N,adivinanza,ацуфара
279,Rede::N,discurso,ажәа
280,Sprache::N,lengua,абызшəа
281,Stimme::N,voz,абжьы
282,Wort::N,palabra,ажәа
283,Zeichen::N,señal,адырга
284,Ruf::N,llamada,аҿҭы
285,Lärm::N,ruido,ашьҭыбжь
286,Lärm::N,barullo,ашьҭыбжь
287,Laut::N,sonido,ашьҭыбжь
288,Ton::N,tono,атон
289,Lied::N,canción,ашəа
290,Ruhe::N,calma,аҭынчра
291,Ruhe::N,silencio,аҭынчра
292,Leute::N,gente,ауаа
293,Volk::N,pueblo,ажəлар
294,Arbeit::N,trabajo,аусура
295,Gast::N,huésped,асас
296,Gast::N,invitado,асас
297,Geschenk::N,regalo,аҳамҭа
298,Geschenk::N,regalo,аҿанҵа
299,Spiel::N,juego,ахəмарра
300,Gesellschaft::N,compañía,агəыҧ
301,Hilfe::N,ayuda,ацхыраара
302,Hilfe::N,socorro,ацхыраара
303,Freund::N,amigo,аҩыза
304,Kamerad::N,camarada,Аҧхнагьла
305,Kamerad::N,compañero,Аҧхнагьла
306,Angelegenheit::N,asunto,аус
307,Anzahl::N,cantidad,ахыҧхьаӡара
308,Art::N,tipo,ахкы
309,Art::N,clase,ахкы
310,Stück::N,pieza,аҽыҭ
311,Teil::N,parte,ахəҭа
312,Hälfte::N,mitad,абжа
313,Kreis::N,círculo,агьагьа
314,Kreuz::N,cruz,аџьар
315,Linie::N,línea,аицтәар
316,Strich::N,raya,ацəаҳəа
317,Strich::N,trazo,ацəаҳəа
318,Abstand::N,distancia,абжьара
319,Entfernung::N,distancia,абжьара
320,Gegend::N,región,аҭыҧ
321,Gegend::N,comarca,аҭыҧ
322,Platz::N,espacio,аҭыҧ
323,Ort::N,sitio,аҭыҧ
324,Seite::N,lado,аган
325,Seite::N,costado,аган
326,Mitte::N,medio,агəҭа
327,Mitte::N,centro,агəҭа
328,Gegenstand::N,objeto,амаҭəар
329,Sache::N,cosa,
330,Rand::N,borde,аҵкар
331,Kante::N,borde,авардым
332,Ecke::N,esquina,акəакь
333,Spitze::N,punta,аҧынҵа
334,Ende::N,cabo,анаӡара
335,Ende::N,extremo,анаӡара
336,Loch::N,agujero,акылҵəара
337,Loch::N,abertura,акылҵəара
338,Winkel::N,ángulo,агҿаҩра
339,Winkel::N,ángulo,акəындхə
340,Winkel::N,ángulo,акəакь
341,Muster::N,dibujo,аҟҟа
342,Größe::N,tamaño,изаҟароу
343,Länge::N,longitud,аура
344,Höhe::N,altura,агылара
345,Höhe::N,altitud,агылара
346,Gewicht::N,peso,акапан
347,Menge::N,cantidad,
348,Haufen::N,montón,ачаҟəа
349,Reihe::N,fila,ацəаҳəа
350,Boot::N,bote,анышь
351,Boot::N,barca,анышь
352,Ruder::N,remo,ажəҩа
353,Schlitten::N,trineo,ашəаҩауардын
354,Ski::N,esquí,ашəаҩа
355,Ski::N,esquí,ашьахаха
356,Lagerfeuer::N,hoguera,еиқуу амца
357,Last::N,carga,ахьанҭара
358,Gang::N,marcha,аныҟəара
359,Schritt::N,paso,ашьаҿа
360,Norden::N,norte,аҩада
361,Süden::N,sur,алада
362,Westen::N,oeste,амраҭашəара
363,Osten::N,este,амрагылара
364,Holz::N,madera,амҿымаҭəахə
365,Brett::N,tabla,аӷəы
366,Platte::N,placa,ахаҳәцәы
367,Platte::N,plancha,ахаҳәцәы
368,Stütze::N,sostén,аҵаргəа
369,Stütze::N,sostén,агəышьаҟа
370,Stütze::N,soporte,аҵаргəа
371,Stütze::N,soporte,агəышьаҟа
372,Stange::N,vara,акьат
373,Stange::N,percha,акьат
374,Stock::N,palo,алаба
375,Stock::N,bastón,алаба
376,Stab::N,vara,акьат
377,Stab::N,bastón,акьат
378,Rohr::N,tubo,абыкь
379,Haus::N,casa,аҩны
380,Heim::N,hogar,аҭаацəа
381,Ofen::N,estufa,аҳақə
382,Ofen::N,estufa,ауаџьаҟ
383,Ofen::N,estufa,афрына
384,Fußboden::N,suelo,адашьма
385,Tisch::N,mesa,аишәа
386,Stuhl::N,silla,аҟəардə
387,Wiege::N,cuna,агара
388,Bett::N,cama,акаруаҭ
389,Regal::N,estantería,акыӷəра
390,Kiste::N,caja,аидчаҧала
391,Fenster::N,ventana,аҧенџьыр
392,Tür::N,puerta,ашə
393,Tor::N,puerta,агəашə
394,Zaun::N,valla,аанда
395,Zaun::N,cercado,аанда
396,Dach::N,techo,ахыб
397,Dach::N,tejado,ахыб
398,Leiter::N,escalera,амардуан
399,Besen::N,escoba,аҧссага
400,Spaten::N,pala,ажыга
401,Schaufel::N,pala,аҭəарӷəы
402,Schaufel::N,paleta,аҭəарӷəы
403,Gabel::N,tenedor,ачқьыҧ
404,Löffel::N,cuchara,амҳаҵə
405,Messer::N,cuchillo,аҳəызба
406,Nagel::N,clavo,аҵəымӷ
407,Netz::N,red,акаҭа
408,Haken::N,gancho,аҵəаҳə
409,Haken::N,corchete,аҵəаҳə
410,Griff::N,asa,амаа
411,Griff::N,mango,амаа
412,Schloss::N,cerradura,асаҧаҭ
413,Bild::N,imagen,асахьа
414,Figur::N,figura,афигура
415,Puppe::N,muñeca,акьанџьа
416,Beutel::N,bolsa,асакь
417,Bündel::N,haz,аҿаҳəара
418,Tasche::N,bolso,арҭмаҟ
419,Eimer::N,cubo,аведра
420,Deckel::N,tapa,ахҩа
421,Deckel::N,tapadera,ахҩа
422,Geschirr::N,vajilla,ачысмаҭəа
423,Sack::N,saco,асакь
424,Tasse::N,taza,аҵəца
425,Topf::N,olla,акаструлиа
426,Topf::N,marmita,акаструлиа
427,Kessel::N,caldera,ачуан
428,Essen::N,comida,
429,Nahrung::N,alimento,афатə
430,Speise::N,plato,афатə
431,Fleisch::N,carne,акəац
432,Getreide::N,cereales,ачакуа
433,Brei::N,puré,ақашь
434,Brei::N,papilla,ақашь
435,Brot::N,pan,ача
436,Scheibe::N,lonja,аҽыҭ
437,Scheibe::N,lonja,аҿаҵа
438,Scheibe::N,rebanada,аҽыҭ
439,Scheibe::N,rebanada,аҿаҵа
440,Fett::N,grasa,ашша
441,Butter::N,mantequilla,ахəша
442,Öl::N,aceite,азеҭ
443,Salz::N,sal,аџьыка
444,Suppe::N,sopa,асуҧ
445,Honig::N,miel,ацха
446,Milch::N,leche,ахш
447,Tee::N,té,ачаи
448,Leder::N,cuero,ацəа
449,Wolle::N,lana,аласа
450,Stoff::N,tela,Аба
451,Stoff::N,tejido,Аба
452,Nadel::N,aguja,агəыр
453,Faden::N,hilo,арахəыц
454,Knopf::N,botón,аҳəынҵəра
455,Knoten::N,nudo,аиқəҳəала
456,Farbe::N,pintura,ашəыга
457,Kleidung::N,ropa,амаҭəа
458,Kleidung::N,vestidos,амаҭəа
459,Hemd::N,camisa,акьаҿ
460,Kragen::N,cuello,ахəда
461,Ärmel::N,manga,амаӷра
462,Hose::N,pantalón,аиқəа
463,Gürtel::N,cinturón,амаҟа
464,Mütze::N,gorro,ахылҧа
465,Schuh::N,zapato,аимаа
466,Stiefel::N,bota,амагə
467,Ring::N,anillo,амацəаз
468,Band::N,cinta,алента
469,Kamm::N,peine,ахҳəа
470,Spiegel::N,espejo,асаркьа
471,Riemen::N,correa,аа
472,Schnur::N,cuerda,ашаха
473,Leine::N,correa,аҕура
474,Decke::N,manta,ахыза
475,Kissen::N,almohada,ахчы
476,Tuch::N,pañuelo,акасы
477,Handtuch::N,toalla,ампахьшьы
478,Kraft::N,fuerza,амч
479,Stärke::N,fuerza,амч
480,Gesundheit::N,salud,агəабзиара
481,Krankheit::N,enfermedad,ачымазара
482,Schmerz::N,dolor,ахьаа
483,Wunde::N,llaga,ахəра
484,Wunde::N,herida,ахəра
485,Fieber::N,fiebre,ашоура
486,Arznei::N,medicina,ахəшə
487,Arznei::N,medicamento,ахəшə
488,Brücke::N,puente,ацҳа
489,Brunnen::N,pozo,аҵыџь
490,Weide::N,pasto,аҳəырҭа
491,Pfad::N,sendero,амхəасҭа
492,Weg::N,camino,амҩа
493,Straße::N,vía,амҩа
494,Straße::N,carretera,амҩа
495,Dorf::N,aldea,ақыҭа
496,Dorf::N,pueblo,ақыҭа
497,Stadt::N,ciudad,ақалақь
498,Brief::N,carta,ашəҟəы
499,Buch::N,libro,ашəҟəы
500,Buchstabe::N,letra,анбан
501,Buchstabe::N,carácter,анбан
502,Zeitung::N,diario,агазеҭ
503,Zeitung::N,periódico,агазеҭ
504,Leben::N,vida,аҧсҭазаара
505,Tod::N,muerte,аҧсра
506,Grab::N,tumba,анышəынҭра
507,Grab::N,sepulcro,анышəынҭра
508,Kirche::N,iglesia,ауахəама
509,Sünde::N,pecado,агəнаҳа
510,Gott::N,dios,анцəа
511,Arbeiter::N,obrero,аусуҩ
512,Arbeiter::N,trabajador,аусуҩ
513,Chef::N,jefe,Аиҳабы
514,Meister::N,maestro,аҟаза
515,Arzt::N,médico,аҳақьым
516,Lehrer::N,profesor,арҵаҩы
517,Geld::N,dinero,аҧара
518,Geschäft::N,negocio,
519,Laden::N,tienda,амагазин
520,Preis::N,precio,ахə
521,Ware::N,mercancía,атауар
522,Nutzen::N,provecho,ақьар
523,Reichtum::N,riqueza,абеиара
524,Welt::N,mundo,адунеи
525,Land::N,país,атəыла
526,Staat::N,Estado,аҳəынҭқарра
527,König::N,rey,акрал
528,Macht::N,poder,амчра
529,Macht::N,potencia,амчра
530,Grenze::N,frontera,аҳəаа
531,Krieg::N,guerra,аибашьра
532,Feind::N,enemigo,Аҕа
533,Gewalt::N,violencia,ақəымчра
534,Kampf::N,lucha,ақəҧара
535,Kampf::N,combate,ақəҧара
536,Bogen[Waffe]::N,arco,ахыц
537,Pfeil::N,flecha,ахəымпал
538,Gewehr::N,fusil,ашəақь
539,Gewehr::N,escopeta,ашəақь
540,Fehler::N,error,агха
541,Lüge::N,mentira,амц
542,Schaden::N,daño,аҧырхага
543,Unglück::N,desgracia,арыцҳара
544,Schuld::N,culpa,ахара
545,Alter::N,edad,ақəра
546,Schluss::N,fin,анҵəамҭа
547,Schluss::N,final,анҵəамҭа
548,Zeit::N,tiempo,аамта
549,Tag::N,día,амш
550,Morgen::N,mañana,ашара
551,Morgen::N,mañana,ашьыбжь
552,Mittag::N,mediodía,шьыбжьон
553,Abend::N,noche,ахəылҧаз
554,Abend::N,noche,ахəлбыҽха
555,Nacht::N,noche,аҵх
556,Woche::N,semana,амчыбжь
557,Monat::N,mes,
558,Jahr::N,año,
559,Frühling::N,primavera,ааҕын
560,Sommer::N,verano,аҧхын
561,Herbst::N,otoño,ҭагалан
562,Herbst::N,otoño,хкаарачан
563,Winter::N,invierno,аӡын
564,Januar::N,enero,ианвар
565,Februar::N,febrero,февраль
566,März::N,marzo,март
567,April::N,abril,апрель
568,Mai::N,mayo,маи
569,Juni::N,junio,иуун
570,Juli::N,julio,иууль
571,August::N,agosto,август
572,September::N,septiembre,сентиабр
573,Oktober::N,octubre,октиабр
574,November::N,noviembre,ноиабр
575,Dezember::N,diciembre,декабр
576,Montag::N,lunes,ашəахьа
577,Dienstag::N,martes,аҩаша
578,Mittwoch::N,miércoles,ахаша
579,Donnerstag::N,jueves,аҧшьаша
580,Freitag::N,viernes,ахəаша
581,Samstag::N,sábado,асабша
582,Sonntag::N,domingo,амҽыша
583,groß::A,grande,аду
584,klein::A,pequeño,амаҷ
585,lang::A,largo,ахəхəа
586,kurz::A,corto,акьаҿ
587,breit::A,ancho,аиужь
588,breit::A,ancho,аиҵых
589,schmal::A,estrecho,аҭшəа
590,dicht::A,denso,аилач
591,dick[Gegenstand]::A,grueso,ажəпа
592,dünn::A,fino,
593,dünn::A,delgado,
594,fein::A,fino,апа
595,fein::A,fino,аҵаӷа
596,fein::A,fino,аӡа
597,fein::A,delicado,апа
598,fein::A,delicado,аҵаӷа
599,fein::A,delicado,аӡа
600,fest::A,firme,аҟаца
601,fest::A,firme,аӷəӷəаҟаца
602,fest::A,sólido,аҟаца
603,fest::A,sólido,аӷəӷəаҟаца
604,flach::A,plano,ақəаҟьа
605,flach::A,plano,аҧаҟьа
606,glatt::A,liso,аимаҩзы
607,hart::A,duro,акьакьа
608,weich::A,muelle,атата
609,rund::A,redondo,акəмпыл
610,spitz::A,agudo,аҵар
611,spitz::A,apuntado,аҵар
612,scharf::A,agudo,аҵар
613,scharf::A,afilado,аҵар
614,stumpf::A,sin filo,ацагə
615,schwer::A,pesado,ахьанҭа
616,schön::A,bello,аҧшӡа
617,schön::A,hermoso,аҧшӡа
618,heiß::A,caluroso,ашы
619,warm::A,cálido,аҧха
620,warm::A,caliente,аҧха
621,kalt::A,frío,ахьшəашəа
622,kühl::A,fresco,ахьшəашəа
623,kühl::A,fresco,ицәыхьшәашәоу
624,frisch::A,fresco,цқьа
625,feucht::A,húmedo,ацəаак
626,nass::A,mojado,абааӡа
627,trocken::A,seco,Аба
628,trocken::A,seco,аҩа
629,voll::A,lleno,азна
630,leer::A,vacío,аҭацəы
631,offen::A,abierto,аарта
632,geschlossen::A,cerrado,ихҩоу
633,geschlossen::A,cerrado,иаркыу
634,sauber::A,limpio,ацқьа
635,schmutzig::A,sucio,аҟьашь
636,roh::A,crudo,
637,reif::A,maduro,Арҭ
638,reif::A,maduro,аҟала
639,reif::A,maduro,иҟалахьоу
640,lecker::A,rico,ахаа
641,lecker::A,sabroso,ахаа
642,süß::A,dulce,азла
643,bitter::A,amargo,аша
644,sauer::A,agrio,аҵəҵəы
645,hell::A,claro,алаша
646,dunkel::A,oscuro,алашьца
647,schwarz::A,negro,аиқуаҵәа
648,weiß::A,blanco,ашкəакəа
649,rot::A,rojo,аҟаҧшь
650,gelb::A,amarillo,аҩеижь
651,blau::A,azul,аҽҵәа
652,grün::A,verde,ашьацҧшҭəала
653,grün::A,verde,аеҵəа
654,grau::A,gris,ацəыш
655,bunt::A,multicolor,Аилыҕраа
656,bunt::A,multicolor,аҕраҷкəын
657,billig::A,barato,амариа
658,teuer::A,caro,амҩан
659,wertvoll::A,valioso,кыр иаҕсоу
660,wertvoll::A,valioso,акыр иаҕсоу
661,wertvoll::A,precioso,кыр иаҕсоу
662,wertvoll::A,precioso,акыр иаҕсоу
663,blind::A,ciego,алашə
664,taub::A,sordo,адагəа
665,kräftig::A,fuerte,аӷəӷəа
666,stark::A,fuerte,абаҟа
667,stark::A,vigoroso,абаҟа
668,schwach::A,débil,акəада
669,fett::A,obeso,аҧсыла
670,schlank::A,esbelto,акала
671,schlank::A,esbelto,акьалантар
672,schlank::A,esbelto,аиҿартə
673,hübsch::A,mono,аҧшӡа
674,hübsch::A,guapo,аҧшӡа
675,böse::A,malo,абааҧсы
676,dumm::A,tonto,агаӡа
677,dumm::A,estúpido,агаӡа
678,faul::A,vago,аашьа
679,faul::A,perezoso,аашьа
680,fleißig::A,aplicado,иҟубҷоу
681,fleißig::A,diligente,иҟубҷоу
682,geizig::A,avaro,акы
683,geizig::A,avaro,акаҷбеи
684,geizig::A,avaro,аҟəџьыр
685,klug::A,sensato,аҟəыш
686,klug::A,sensato,аҟəыӷа
687,klug::A,inteligente,аҟəыш
688,klug::A,inteligente,аҟəыӷа
689,geschickt::A,hábil,напҟазала
690,lieb::A,querido,алашара
691,lustig::A,alegre,алах-ҿых
692,lustig::A,alegre,игурҕьаччо
693,lustig::A,alegre,агурҕьа
694,lustig::A,alegre,агурҿыхага
695,sanft::A,suave,атата
696,sanft::A,suave,аҟəымшəышə
697,sanft::A,suave,ақьыҧш
698,hungrig::A,hambriento,амлашь
699,krank::A,enfermo,ачымазаҩ
700,nackt::A,desnudo,аҟьантаз
701,traurig::A,triste,алахьеиқəҵага
702,lebendig::A,vivo,абза
703,lebendig::A,viviente,абза
704,gut::A,bueno,абзиа
705,schlecht::A,malo,-хəарҭам
706,richtig::A,justo,иашоу
707,richtig::A,correcto,иашоу
708,schlimm::A,malo,абааҧсы
709,schlimm::A,grave,абааҧсы
710,wahr::A,verídico,агəҭылса
711,wahr::A,verídico,абзиаҵəҟьа
712,wahr::A,verdadero,агəҭылса
713,wahr::A,verdadero,абзиаҵəҟьа
714,alt::A,viejo,Ажə
715,neu::A,nuevo,аҿыц
716,ehemalig::A,antiguo,анкьатәи
717,alt[Lebewesen]::A,viejo,абырг
718,alt[Lebewesen]::A,viejo,ақабада
719,alt[Lebewesen]::A,viejo,Ажə
720,jung::A,joven,аҟата
721,arm::A,pobre,ананамга
722,reich::A,rico,абеиа
723,bekannt::A,conocido,адыр
724,berühmt::A,famoso,адыр
725,berühmt::A,célebre,адыр
726,fremd::A,extraño,атəым
727,verschieden::A,diverso,Еиуа-еиҧшым
728,verschieden::A,distinto,Еиуа-еиҧшым
729,verschieden::A,diferente,Еиуа-еиҧшым
730,nah::A,cercano,ааигəа
731,fern::A,lejano,ахара
732,linker::A,izquierdo,арма
733,rechter::A,derecho,арҕьа
734,anderer::A,otro,даҽа
735,anderer::A,otro,даҽакы
736,erster::A,primero,актәи
737,zweiter::A,segundo,аҩбатəи
738,dritter::A,tercero,ахҕатәи
739,letzter::A,último,аҵыхəтəантəи
740,allein::ADV,a solo,мацара
741,auf einmal::ADV,de una vez,зныкала
