,Concept_ID,zh,eu
75,Rauch::N,烟,ke
76,Funke::N,火花,zirta
77,Funke::N,火花,txinparta
78,Feuer::N,火,su
79,Licht::N,光,argi
80,Schatten::N,影子,itzal
81,Schatten::N,影子,geriza
82,Wetter::N,天气,eguraldi
83,Nebel::N,雾,laino
84,Wolke::N,云,hodei
85,Regen::N,雨,euri
86,Schnee::N,雪,elur
87,Eis::N,冰,horma
88,Frost::N,霜冻,izotzaldi
89,Kälte::N,寒冷,hotz
90,Hitze::N,炎热,bero
91,Raureif::N,霜,antzigar
92,Regenbogen::N,虹,ostadar
93,Regenbogen::N,虹,ortzadar
94,Donner::N,雷,ostots
95,Donner::N,雷,ihurtzuri
96,Strömung::N,水流,laster
97,Tropfen::N,滴,xorta
98,Schaum::N,泡沫,bits
99,Schmutz::N,赃物,lohi
100,Schmutz::N,赃物,zikin
101,See::N,湖,laku
102,See::N,湖,aintzira
103,Sumpf::N,沼泽,zingira
104,Moor::N,沼泽,zohikaztegi
105,Wiese::N,草地,larre
106,Wiese::N,草地,belardi
107,Wald::N,森林,baso
108,Wald::N,森林,oihan
109,Hügel::N,丘陵,muino
110,Hügel::N,丘陵,pentoka
111,Anhöhe::N,山丘,garai
112,Anhöhe::N,山丘,goragune
113,Berg::N,山,mendi
114,Gipfel::N,峰,gain
115,Gipfel::N,峰,tontor
116,Höhle::N,洞穴,kobazulo
117,Abhang::N,斜坡,aldapa
118,Quelle::N,泉,iturri
119,Quelle::N,泉,iturbegi
120,Bach::N,溪,lats
121,Bach::N,溪,erreka
122,Fluss::N,河流,ibai
123,Fluss::N,河流,uhaitz
124,Ufer::N,岸,bazter
125,Küste::N,海岸,itsasalde
126,Festland::N,大陆,lehor
127,Meer::N,海,itsaso
128,Bucht::N,海湾,golko
129,Insel::N,岛,irla
130,Insel::N,岛,uharte
131,Blume::N,花,lili
132,Gras::N,草,belar
133,Wurzel::N,根,zuztar
134,Wurzel::N,根,sustrai
135,Baum::N,树,zuhaitz
136,Stamm::N,树干,enbor
137,Rinde::N,树皮,azal
138,Ast::N,树枝,adar
139,Zweig::N,树枝,abar
140,Blatt::N,叶子,hosto
141,Birke::N,桦木,urki
142,Kiefer[Baum]::N,松树,ler
143,Weide[Baum]::N,柳树,zume
144,Weide[Baum]::N,柳树,sahats
145,Tanne::N,冷杉,izei
146,Horn::N,角,adar
147,Feder::N,羽毛,luma
148,Feder::N,羽毛,hegaki
149,Fell::N,皮毛,ile
150,Fell::N,皮毛,larru
151,Flügel::N,翅膀,hego
152,Klaue::N,爪子,atzapar
153,Kralle::N,爪子,erpe
154,Kralle::N,爪子,atzapar
155,Schwanz::N,尾巴,isats
156,Schwanz::N,尾巴,buztan
157,Ei::N,蛋,arrautza
158,Nest::N,巢,habia
159,Bau::N,穴,ohantze
160,Tier::N,动物,abere
161,Tier::N,动物,piztia
162,Herde::N,群,saldo
163,Herde::N,群,abere talde
164,Kuh::N,母牛,behi
165,Bulle::N,公牛,zezen
166,Pferd::N,马,zaldi
167,Schaf::N,羊,ardi
168,Schwein::N,猪,urde
169,Schwein::N,猪,txerri
170,Hund::N,狗,txakur
171,Katze::N,猫,katu
172,Bär::N,熊,hartz
173,Eichhörnchen::N,松鼠,urtxintxa
174,Elch::N,麋鹿,altze
175,Fuchs::N,狐狸,azeri
176,Hase::N,兔子,erbi
177,Maus::N,老鼠,sagu
178,Wolf::N,狼,otso
179,Vogel::N,鸟,txori
180,Vogel::N,鸟,hegazti
181,Schwarm::N,群,aldra
182,Huhn::N,鸡,oilo
183,Hahn::N,公鸡,oilar
184,Gans::N,鹅,antzara
185,Adler::N,鹰,arrano
186,Ente::N,鸭,ahate
187,Eule::N,猫头鹰,hontza
188,Kranich::N,鹤,kurrilo
189,Krähe::N,乌鸦,bele
190,Kuckuck::N,布谷鸟,kuku
191,Schwan::N,天鹅,beltxarga
192,Fisch::N,鱼,arrain
193,Barsch::N,鲈鱼,perka
194,Hecht::N,狗鱼,lutxo
195,Schlange[Tier]::N,蛇,suge
196,Wurm::N,蠕虫,har
197,Spinne::N,蜘蛛,armiarma
198,Ameise::N,蚂蚁,inurri
199,Laus::N,虱子,zorri
200,Mücke::N,蚊子,eltxo
201,Fliege::N,苍蝇,euli
202,Schmetterling::N,蝴蝶,pinpirin
203,Schmetterling::N,蝴蝶,tximeleta
204,Beere::N,将果,baia
205,Apfel::N,苹果,sagar
206,Pilz::N,蘑菇,onddo
207,Pilz::N,蘑菇,perretxiko
208,Zwiebel::N,洋葱,tipula
209,Saat::N,种子,haziak
210,Korn::N,谷粒,ale
211,Korn::N,谷粒,pikor
212,Heu::N,干草,belar ondu
213,Schale::N,壳,azal
214,Grube::N,坑,hobi
215,Falle::N,圈套,harrapagailu
216,Schlinge::N,活扣,bilur
217,Schlinge::N,活扣,xedera
218,Spur::N,踪迹,lorratz
219,Asche::N,灰烬,errauts
220,Dreck::N,污垢,satsukeria
221,Eisen::N,铁,burdina
222,Gold::N,金子,urre
223,Gold::N,金子,urregorri
224,Silber::N,银,zilar
225,Silber::N,银,urrezuri
226,Kohle::N,煤,ikatz
227,Glas::N,玻璃,beira
228,Lehm::N,粘土,buztin
229,Sand::N,沙,harea
230,Sand::N,沙,hondar
231,Mensch::N,人,gizaki
232,Mann::N,男子,gizon
233,Frau::N,妇女,andere
234,Frau::N,妇女,emakume
235,Kind::N,小孩,haur
236,Junge::N,男孩,mutil
237,Mädchen::N,女孩,neska
238,Familie::N,家庭,sendi
239,Familie::N,家庭,familia
240,Großvater::N,祖父,aitona
241,Großvater::N,祖父,aitatxi
242,Großmutter::N,祖母,amona
243,Großmutter::N,祖母,amatxi
244,Eltern::N,父母,gurasoak
245,Vater::N,父亲,aita
246,Mutter::N,母亲,ama
247,Sohn::N,儿子,seme
248,Tochter::N,女儿,alaba
249,Bruder::N,兄弟,neba
250,Bruder::N,兄弟,anaia
251,Schwester::N,姐妹,ahizpa
252,Onkel::N,伯父,osaba
253,Tante::N,阿姨,izeba
254,Ehemann::N,丈夫,senar
255,Ehefrau::N,妻子,emazte
256,Freude::N,愉快,poz
257,Freude::N,愉快,pozkari
258,Gelächter::N,大笑,barre
259,Gelächter::N,大笑,karkara
260,Glück::N,运气,zori
261,Kummer::N,苦恼,xangrin
262,Kummer::N,苦恼,atsekabe
263,Wunsch::N,愿望,nahi
264,Wunsch::N,愿望,nahikunde
265,Lust::N,乐趣,gogo
266,Geist::N,精神,gogo
267,Gedanke::N,思想,gogoeta
268,Gedächtnis::N,记性,oroimen
269,Gedächtnis::N,记性,gogoramen
270,Verstand::N,理智,adimen
271,Verstand::N,理智,ulermen
272,Sinn::N,感觉,zentzu
273,Grund::N,理由,zergati
274,Wahrheit::N,真理,egia
275,Gespräch::N,谈话,hizketa
276,Gespräch::N,谈话,elkarrizketa
277,Märchen::N,童话,ipuin
278,Erzählung::N,故事,edesti
279,Erzählung::N,故事,kontakizun
280,Nachricht::N,消息,albiste
281,Neuigkeit::N,新闻,berri
282,Name::N,名字,izen
283,Rätsel::N,谜语,asmakizun
284,Rede::N,讲话,hitzaldi
285,Rede::N,讲话,mintzaldi
286,Sprache::N,语言,hizkuntza
287,Stimme::N,声音,ahots
288,Wort::N,词,hitz
289,Zeichen::N,标记,agerbide
290,Zeichen::N,标记,agergarri
291,Ruf::N,呼喊,dei
292,Lärm::N,噪音,zarata
293,Lärm::N,噪音,harrabots
294,Laut::N,响声,hots
295,Ton::N,声音,tonu
296,Ton::N,声音,soinu
297,Lied::N,歌曲,abesti
298,Ruhe::N,安静,nasaitasun
299,Leute::N,人们,jende
300,Volk::N,人民,herri
301,Volk::N,人民,populu
302,Arbeit::N,劳动,lan
303,Gast::N,客人,arrotz
304,Gast::N,客人,apopilo
305,Geschenk::N,礼物,opari
306,Spiel::N,游戏,jolas
307,Gesellschaft::N,陪同,gizarte
308,Hilfe::N,帮助,helpide
309,Hilfe::N,帮助,laguntza
310,Freund::N,朋友,lagun
311,Kamerad::N,同志,adiskide
312,Kamerad::N,同志,lagunkide
313,Angelegenheit::N,事情,afera
314,Anzahl::N,数目,kopuru
315,Art::N,种类,mota
316,Stück::N,块,puska
317,Teil::N,部分,atal
318,Hälfte::N,一半,erdi
319,Kreis::N,圆,biribilki
320,Kreuz::N,十字架,gurutze
321,Linie::N,线条,linea
322,Strich::N,划,marra
323,Abstand::N,距离,tarte
324,Entfernung::N,距离,urrunera
325,Gegend::N,地区,alderdi
326,Gegend::N,地区,eskualde
327,Platz::N,场所,leku
328,Ort::N,地点,toki
329,Seite::N,面,albo
330,Mitte::N,中间,erdi
331,Gegenstand::N,物品,gauzaki
332,Sache::N,物,gauza
333,Rand::N,边,ertz
334,Kante::N,棱,ertz
335,Ecke::N,角,kantoi
336,Spitze::N,尖,punta
337,Ende::N,结尾,buru
338,Ende::N,结尾,mutur
339,Loch::N,洞,zulo
340,Winkel::N,角度,zoko
341,Winkel::N,角度,bazter
342,Muster::N,模型,eredu
343,Muster::N,模型,marrazki
344,Größe::N,大小,kaizu
345,Größe::N,大小,tamaina
346,Länge::N,长度,luzera
347,Höhe::N,高度,goiera
348,Höhe::N,高度,garaiera
349,Gewicht::N,重量,hazta
350,Menge::N,数量,kopuru
351,Haufen::N,堆,pila
352,Haufen::N,堆,mendoi
353,Reihe::N,行,ilara
354,Reihe::N,行,errenkada
355,Boot::N,小船,potin
356,Boot::N,小船,txalupa
357,Ruder::N,奖,arraun
358,Schlitten::N,雪橇,lera
359,Schlitten::N,雪橇,narra
360,Ski::N,雪板,eski
361,Lagerfeuer::N,营火,su
362,Last::N,负担,zama
363,Last::N,负担,karga
364,Gang::N,行走,ibilera
365,Schritt::N,步伐,pauso
366,Schritt::N,步伐,urrats
367,Norden::N,北,ipar
368,Norden::N,北,iparralde
369,Süden::N,南,hego
370,Süden::N,南,hegoalde
371,Westen::N,西,sartalde
372,Westen::N,西,mendebalde
373,Osten::N,东,ekialde
374,Osten::N,东,sortalde
375,Holz::N,木材,zur
376,Brett::N,木板,ohol
377,Platte::N,平板,lauza
378,Stütze::N,支架,irozgarri
379,Stütze::N,支架,bermagailu
380,Stange::N,杆,haga
381,Stock::N,棒,makila
382,Stab::N,棍,makila
383,Rohr::N,管子,hodi
384,Haus::N,房屋,etxe
385,Heim::N,家,etxe
386,Heim::N,家,etxaleku
387,Ofen::N,炉子,berogailu
388,Fußboden::N,地板,zoru
389,Tisch::N,桌子,mahai
390,Stuhl::N,椅子,aulki
391,Wiege::N,摇蓝,kuma
392,Wiege::N,摇蓝,sehaska
393,Bett::N,床,ohe
394,Bett::N,床,ohatze
395,Regal::N,架子,apalategi
396,Kiste::N,箱子,kutxa
397,Fenster::N,窗户,leiho
398,Tür::N,门,ate
399,Tor::N,大门,atari
400,Zaun::N,篱笆,hesi
401,Dach::N,屋顶,teilatu
402,Leiter::N,梯子,zurubi
403,Besen::N,扫帚,erratz
404,Spaten::N,铁锹,burdinpala
405,Schaufel::N,铁锹,pala
406,Gabel::N,叉,sardexka
407,Löffel::N,食匙,koilara
408,Messer::N,刀,aizto
409,Nagel::N,钉子,iltze
410,Netz::N,网,sare
411,Haken::N,钩子,mako
412,Griff::N,把柄,eskutoki
413,Schloss::N,锁,sarraila
414,Bild::N,图画,irudi
415,Figur::N,人像,figura
416,Puppe::N,娃娃,panpina
417,Puppe::N,娃娃,andrakila
418,Beutel::N,袋子,zorro
419,Bündel::N,捆,azao
420,Bündel::N,捆,espal
421,Tasche::N,手提包,poltsa
422,Eimer::N,桶,treska
423,Deckel::N,盖子,tapa
424,Deckel::N,盖子,estalki
425,Geschirr::N,餐具,baxera
426,Geschirr::N,餐具,ontziteria
427,Sack::N,袋子,zaku
428,Tasse::N,杯子,kikara
429,Topf::N,锅,ontzi
430,Topf::N,锅,lapiko
431,Kessel::N,水壶,pazia
432,Essen::N,进餐,janaldi
433,Nahrung::N,食物,jan
434,Speise::N,菜肴,jaki
435,Fleisch::N,肉,okela
436,Fleisch::N,肉,haragi
437,Getreide::N,谷物,labore
438,Brei::N,粥,ahi
439,Brei::N,粥,pure
440,Brot::N,面包,ogi
441,Scheibe::N,片,xerra
442,Scheibe::N,片,pirripita
443,Fett::N,脂肪,urin
444,Fett::N,脂肪,koipe
445,Butter::N,黄油,gurin
446,Öl::N,油,olio
447,Salz::N,盐,gatz
448,Suppe::N,汤,zopa
449,Suppe::N,汤,salda
450,Honig::N,蜂蜜,ezti
451,Milch::N,奶,esne
452,Tee::N,茶,te
453,Leder::N,皮革,larru
454,Wolle::N,毛线,artile
455,Stoff::N,织物,ehun
456,Nadel::N,针,orratz
457,Nadel::N,针,jostorratz
458,Faden::N,线,hari
459,Knopf::N,纽扣,botoi
460,Knoten::N,结,korapilo
461,Farbe::N,颜色,pintura
462,Kleidung::N,衣服,arropa
463,Kleidung::N,衣服,jantziak
464,Hemd::N,衬衫,atorra
465,Hemd::N,衬衫,alkandora
466,Kragen::N,领子,idun
467,Ärmel::N,袖子,mahuka
468,Hose::N,裤子,prakak
469,Hose::N,裤子,galtzak
470,Gürtel::N,腰带,gerriko
471,Mütze::N,帽子,txano
472,Mütze::N,帽子,txapel
473,Schuh::N,鞋,oski
474,Schuh::N,鞋,oinetako
475,Stiefel::N,靴子,bota
476,Ring::N,戒指,uztai
477,Band::N,带子,zinta
478,Band::N,带子,xingola
479,Kamm::N,梳子,orrazi
480,Spiegel::N,镜子,mirail
481,Riemen::N,皮带,uhal
482,Schnur::N,绳子,lokailu
483,Leine::N,皮带,lotura
484,Decke::N,被子,burusi
485,Kissen::N,软垫,kuxin
486,Tuch::N,巾,zapi
487,Tuch::N,巾,oihal
488,Handtuch::N,手巾,eskuzapi
489,Handtuch::N,手巾,eskuoihal
490,Kraft::N,力,indar
491,Stärke::N,力量,indar
492,Gesundheit::N,健康,osasun
493,Krankheit::N,病,eritasun
494,Krankheit::N,病,gaixotasun
495,Schmerz::N,痛,min
496,Wunde::N,伤口,zauri
497,Fieber::N,发烧,sukar
498,Arznei::N,药,osagai
499,Arznei::N,药,sendagai
500,Brücke::N,桥,zubi
501,Brunnen::N,井,putzu
502,Weide::N,牧场,alha
503,Weide::N,牧场,bazkaleku
504,Pfad::N,小路,zidor
505,Pfad::N,小路,bidexka
506,Weg::N,路,bide
507,Straße::N,街,errepide
508,Dorf::N,村庄,herri
509,Stadt::N,城市,hiri
510,Brief::N,信,gutun
511,Brief::N,信,eskutitz
512,Buch::N,书,liburu
513,Buchstabe::N,字母,hizki
514,Zeitung::N,报纸,egunkari
515,Leben::N,生命,bizi
516,Leben::N,生命,bizitza
517,Tod::N,死亡,herio
518,Tod::N,死亡,heriotza
519,Grab::N,坟墓,hobi
520,Grab::N,坟墓,hilobi
521,Kirche::N,教堂,eliza
522,Sünde::N,罪,hoben
523,Sünde::N,罪,bekatu
524,Gott::N,上帝,jainko
525,Arbeiter::N,工人,langile
526,Arbeiter::N,工人,behargin
527,Chef::N,上司,nagusi
528,Meister::N,师傅,maisu
529,Arzt::N,医生,osagile
530,Arzt::N,医生,sendagile
531,Lehrer::N,教师,irakasle
532,Geld::N,钱,diru
533,Geschäft::N,交易,negozio
534,Laden::N,商店,denda
535,Laden::N,商店,saltegi
536,Preis::N,价格,prezio
537,Preis::N,价格,salneurri
538,Ware::N,商品,salgai
539,Nutzen::N,好处,onura
540,Nutzen::N,好处,probetxu
541,Reichtum::N,财富,aberastasun
542,Welt::N,世界,ludi
543,Welt::N,世界,mundu
544,Land::N,国家,herrialde
545,Staat::N,国家,estatu
546,König::N,国王,errege
547,Macht::N,权力,botere
548,Grenze::N,边界,muga
549,Krieg::N,战争,guda
550,Feind::N,敌人,etsai
551,Feind::N,敌人,arerio
552,Gewalt::N,暴力,bortxa
553,Gewalt::N,暴力,bortizkeria
554,Kampf::N,战斗,gudu
555,Kampf::N,战斗,auska
556,Bogen[Waffe]::N,弓,arku
557,Pfeil::N,箭,gezi
558,Gewehr::N,枪,fusil
559,Fehler::N,错误,huts
560,Fehler::N,错误,hutsegin
561,Lüge::N,谎话,gezur
562,Schaden::N,损失,kalte
563,Unglück::N,不幸,zoritxar
564,Unglück::N,不幸,zorigaitz
565,Schuld::N,过错,erru
566,Alter::N,年龄,adin
567,Schluss::N,结束,bukaera
568,Zeit::N,时间,aldi
569,Zeit::N,时间,denbora
570,Tag::N,天,egun
571,Morgen::N,早晨,goiz
572,Mittag::N,中午,eguerdi
573,Abend::N,晚上,arrats
574,Nacht::N,夜,gau
575,Woche::N,星期,aste
576,Monat::N,月,hil
577,Jahr::N,年,urte
578,Frühling::N,春天,udalehen
579,Sommer::N,夏天,uda
580,Herbst::N,秋天,udazken
581,Herbst::N,秋天,neguantz
582,Winter::N,冬天,negu
583,Januar::N,一月,urtarril
584,Februar::N,二月,otsail
585,März::N,三月,martxo
586,April::N,四月,apiril
587,Mai::N,五月,maiatz
588,Juni::N,六月,ekain
589,Juli::N,七月,uztail
590,August::N,八月,abuztu
591,September::N,九月,irail
592,Oktober::N,十月,urri
593,November::N,十一月,azaro
594,Dezember::N,十二月,abendu
595,Montag::N,星期一,astelehen
596,Dienstag::N,星期二,astearte
597,Mittwoch::N,星期三,asteazken
598,Donnerstag::N,星期四,ostegun
599,Freitag::N,星期五,ostiral
600,Samstag::N,星期六,larunbat
601,Sonntag::N,星期日,igande
602,groß::A,大,handi
603,klein::A,小,txiki
604,lang::A,长,luze
605,kurz::A,短,labur
606,breit::A,宽,zabal
607,schmal::A,细长的,mehar
608,dicht::A,密,sarri
609,dicht::A,密,trinko
610,dick[Gegenstand]::A,厚,lodi
611,dünn::A,薄,mehe
612,fein::A,细小,fin
613,fest::A,固体,tinko
614,flach::A,平坦,lau
615,flach::A,平坦,ordoki
616,glatt::A,光滑,leun
617,hart::A,硬,gogor
618,weich::A,软,bigun
619,weich::A,软,beratz
620,rund::A,圆,biribil
621,spitz::A,尖,puntadun
622,scharf::A,锋利,zorrotz
623,stumpf::A,钝,kamuts
624,schwer::A,重,astun
625,schwer::A,重,pisutsu
626,schön::A,美丽,eder
627,heiß::A,烫,bero
628,heiß::A,烫,oso bero
629,warm::A,暖和,bero
630,kalt::A,冷,hotz
631,kühl::A,凉,hotzil
632,frisch::A,新鲜,fresko
633,frisch::A,新鲜,hozkirri
634,feucht::A,潮湿,heze
635,nass::A,湿,busti
636,trocken::A,干,siku
637,trocken::A,干,lehor
638,voll::A,满,bete
639,leer::A,空,huts
640,offen::A,敞开,ireki
641,geschlossen::A,关闭,itxita
642,sauber::A,干净,xahu
643,sauber::A,干净,garbi
644,schmutzig::A,肮脏,lohi
645,schmutzig::A,肮脏,zikin
646,roh::A,生,gordin
647,reif::A,成熟,umo
648,reif::A,成熟,heldu
649,lecker::A,好吃,goxo
650,süß::A,甜,goxo
651,bitter::A,苦,karmin
652,bitter::A,苦,garratz
653,sauer::A,酸,mingots
654,hell::A,亮,argi
655,dunkel::A,阴暗,ilun
656,schwarz::A,黑,beltz
657,weiß::A,白,zuri
658,rot::A,红,gorri
659,gelb::A,黄,hori
660,blau::A,蓝,urdin
661,grün::A,绿,berde
662,grün::A,绿,musker
663,grau::A,灰色,urdin
664,grau::A,灰色,urdinabar
665,bunt::A,五彩,koloretsu
666,billig::A,便宜,merke
667,teuer::A,贵,garesti
668,wertvoll::A,贵重,baliotsu
669,blind::A,瞎,itsu
670,taub::A,聋,gor
671,kräftig::A,强壮,kementsu
672,stark::A,强壮,bizkor
673,stark::A,强壮,indartsu
674,schwach::A,弱,ahul
675,schwach::A,弱,indargabe
676,fett::A,胖,gizen
677,schlank::A,苗条,lerden
678,hübsch::A,漂亮,polit
679,böse::A,邪恶,tzar
680,böse::A,邪恶,gaizto
681,dumm::A,笨,lelo
682,dumm::A,笨,pello
683,faul::A,懒惰,nagi
684,faul::A,懒惰,alfer
685,fleißig::A,勤奋,maratz
686,fleißig::A,勤奋,lanzale
687,geizig::A,吝啬,zeken
688,geizig::A,吝啬,zikoitz
689,klug::A,聪明,zuhur
690,geschickt::A,灵巧,trebe
691,geschickt::A,灵巧,antzetsu
692,lieb::A,可爱,maite
693,lieb::A,可爱,laztan
694,lustig::A,快乐,alaitsu
695,sanft::A,柔和,eme
696,sanft::A,柔和,ezti
697,hungrig::A,饥饿,gose
698,krank::A,患病,eri
699,krank::A,患病,gaixo
700,nackt::A,裸体,biluzi
701,traurig::A,悲哀,itun
702,traurig::A,悲哀,betilun
703,lebendig::A,活,bizirik
704,gut::A,好,on
705,schlecht::A,坏,txar
706,richtig::A,正确,zuzen
707,schlimm::A,糟糕,larri
708,wahr::A,真,egiazko
709,alt::A,旧,zahar
710,neu::A,新,berri
711,ehemalig::A,以前,lehengo
712,alt[Lebewesen]::A,老,adindun
713,jung::A,年轻,gazte
714,arm::A,贫穷,txiro
715,arm::A,贫穷,behartsu
716,reich::A,富裕,dirudun
717,bekannt::A,出名,ezagun
718,berühmt::A,著名,entzun
719,berühmt::A,著名,ospetsu
720,fremd::A,陌生,arrotz
721,verschieden::A,不同,ezberdin
722,verschieden::A,不同,desberdin
723,nah::A,近,hurre
724,nah::A,近,hurbil
725,fern::A,遥远,urrun
726,linker::A,左,ezker
727,rechter::A,右,eskuin
728,anderer::A,别的,beste
729,erster::A,第一,lehen
730,erster::A,第一,aurren
731,zweiter::A,第二,bigarren
732,dritter::A,第三,hirugarren
733,letzter::A,最后,azken
734,letzter::A,最后,hondar
735,allein::ADV,单独,bakarrik
736,auf einmal::ADV,同时,batera
737,zusammen::ADV,一起,elkarrekin
738,lange::ADV,许久,luzaro
739,plötzlich::ADV,忽然,bat-batean
740,sofort::ADV,立刻,berehala
741,später::ADV,以后,gero
742,jetzt::ADV,现在,orain
743,heute::ADV,今天,gaur
744,morgen::ADV,明天,bihar
745,bald::ADV,即将,aurki
746,bald::ADV,即将,laster
747,dann::ADV,然后,ondoren
748,gestern::ADV,昨天,atzo
749,einst::ADV,曾经,antzina
750,damals::ADV,当时,orduan
751,danach::ADV,随后,gerora
752,danach::ADV,随后,ondoren
753,vorher::ADV,事先,lehenago
754,zuerst::ADV,首先,aurrena
755,zuerst::ADV,首先,lehenbizi
756,einmal::ADV,一次,behin
757,einmal::ADV,一次,aldi bat
758,manchmal::ADV,有时,batzuetan
759,manchmal::ADV,有时,zenbaitetan
760,oft::ADV,时常,maiz
761,oft::ADV,时常,askotan
762,immer::ADV,总是,beti
763,niemals::ADV,从未,inoiz ez
764,niemals::ADV,从未,sekula ez
765,hier::ADV,这里,hemen
766,hierhin::ADV,到这里,hona
767,von hier::ADV,由此,hemendik
768,von hier::ADV,由此,honetatik
769,dort::ADV,那里,han
770,dorthin::ADV,到那里,hara
771,geradeaus::ADV,一直往前,artez
772,vorwärts::ADV,向前,aurrera
773,rückwärts::ADV,向后,atzera
774,rückwärts::ADV,向后,atzerantz
775,zurück::ADV,退后,atzera
776,unten::ADV,下面,behean
777,hinab::ADV,向下,behera
778,hinab::ADV,向下,beherantz
779,oben::ADV,上面,goian
780,hinauf::ADV,向上,gora
781,hinauf::ADV,向上,gorantz
782,überall::ADV,到处,edonon
783,nicht::ADV,不,ez
784,ein wenig::ADV,一点儿,apur bat
785,ein wenig::ADV,一点儿,pixka bat
786,kaum::ADV,几乎不,ozta
787,kaum::ADV,几乎不,nekez
788,sehr::ADV,很,oso
789,so::ADV,如此,hala
790,so::ADV,如此,honela
791,noch::ADV,还,oraindik
792,nur::ADV,只,bakarrik
793,schon::ADV,已经,ja
794,schon::ADV,已经,jada
795,wieder::ADV,又,berriro
796,vor::PRP,在...面前,aurrean
797,hinter::PRP,在...背后,ostean
798,hinter::PRP,在...背后,gibelean
799,unter::PRP,在...下面,pean
800,unter::PRP,在...下面,azpian
801,durch::PRP,穿过,zehar
802,neben::PRP,在...旁,ondoan
803,neben::PRP,在...旁,aldamenean
804,zwischen::PRP,在...之间,artean
805,wegen::PRP,由于,-gatik
806,dies::PRN,这,hau
807,das::PRN,那,hura
808,alles::PRN,一切,dena
809,ich::PRN,我,ni
810,du::PRN,你,zu
811,er::PRN,他,bera
812,wir::PRN,我们,gu
813,ihr::PRN,你们,zuek
814,sie::PRN,她,berak
815,was::FPRN,什么,zer
816,wer::FPRN,谁,nor
817,wo::FADV,哪里,non
818,wohin::FADV,去哪里,nora
819,wie::FADV,怎么,nola
820,wie::FADV,怎么,zelan
821,warum::FADV,为什么,zeren
822,warum::FADV,为什么,zergatik
823,wieviel::FNUM,多少,zenbat
824,eins::NUM,一,bat
825,zwei::NUM,二,bi
826,zwei::NUM,二,biga
827,drei::NUM,三,hiru
828,vier::NUM,四,lau
829,fünf::NUM,五,bost
830,sechs::NUM,六,sei
831,sieben::NUM,七,zazpi
832,acht::NUM,八,zortzi
833,neun::NUM,九,bederatzi
834,zehn::NUM,十,hamar
835,elf::NUM,十一,hamaika
836,zwölf::NUM,十二,hamabi
837,zwanzig::NUM,二十,hogei
838,dreißig::NUM,三十,hogeita hamar
839,vierzig::NUM,四十,berrogei
840,fünfzig::NUM,五十,berrogeita hamar
841,sechzig::NUM,六十,hirurogei
842,siebzig::NUM,七十,hirurogeita hamar
843,achtzig::NUM,八十,laurogei
844,neunzig::NUM,九十,laurogeita hamar
845,hundert::NUM,百,ehun
846,tausend::NUM,千,mila
847,und::CNJ,和,eta
848,oder::CNJ,或者,edo
849,stehen::V,站,zutik egon
