,Concept_ID,zh,uz
156,Kranich::N,鹤,turna
157,Krähe::N,乌鸦,qarg'a
158,Kuckuck::N,布谷鸟,kakku
159,Schwan::N,天鹅,oqkush
160,Fisch::N,鱼,baliq
161,Barsch::N,鲈鱼,olabug'a
162,Hecht::N,狗鱼,cho'rtan
163,Schlange[Tier]::N,蛇,ilon
164,Wurm::N,蠕虫,qurt
165,Spinne::N,蜘蛛,o'rgimchak
166,Ameise::N,蚂蚁,chumoli
167,Laus::N,虱子,bit
168,Mücke::N,蚊子,chivin
169,Fliege::N,苍蝇,pashsha
170,Schmetterling::N,蝴蝶,kapalak
171,Beere::N,将果,meva
172,Apfel::N,苹果,olma
173,Pilz::N,蘑菇,qo'ziqorin
174,Zwiebel::N,洋葱,piyoz
175,Saat::N,种子,äkin
176,Korn::N,谷粒,zarra
177,Heu::N,干草,xashak
178,Schale::N,壳,po'choq
179,Grube::N,坑,co'ra
180,Falle::N,圈套,qopqon
181,Schlinge::N,活扣,sirtmoq
182,Spur::N,踪迹,iz
183,Asche::N,灰烬,kul
184,Dreck::N,污垢,kir
185,Eisen::N,铁,temir
186,Gold::N,金子,tilla
187,Silber::N,银,kumush
188,Kohle::N,煤,ko'mir
189,Glas::N,玻璃,oyna
190,Lehm::N,粘土,loy
191,Sand::N,沙,qum
192,Mensch::N,人,odam
193,Mann::N,男子,ärkak
194,Frau::N,妇女,ayol
195,Kind::N,小孩,bola
196,Kind::N,小孩,kichkintoy
197,Junge::N,男孩,bola
198,Mädchen::N,女孩,qiz
199,Familie::N,家庭,oila
200,Großvater::N,祖父,buva
201,Großvater::N,祖父,katta ota
202,Großmutter::N,祖母,buvi
203,Großmutter::N,祖母,katta oyi
204,Eltern::N,父母,ota-ona
205,Vater::N,父亲,ota
206,Mutter::N,母亲,ona
207,Sohn::N,儿子,o'g'il
208,Tochter::N,女儿,qiz
209,Bruder::N,兄弟,og'a
210,Bruder::N,兄弟,uka
211,Schwester::N,姐妹,opa
212,Schwester::N,姐妹,singil
213,Onkel::N,伯父,amaki
214,Tante::N,阿姨,amma
215,Tante::N,阿姨,xola
216,Ehemann::N,丈夫,är
217,Ehefrau::N,妻子,rafiqa
218,Freude::N,愉快,ayish
219,Gelächter::N,大笑,kulgi
220,Glück::N,运气,saodat
221,Kummer::N,苦恼,g'am
222,Wunsch::N,愿望,orzu
223,Lust::N,乐趣,rag'bat
224,Geist::N,精神,ruh
225,Gedanke::N,思想,fikr
226,Gedächtnis::N,记性,äs
227,Verstand::N,理智,aql
228,Sinn::N,感觉,ma'ni
229,Grund::N,理由,sabab
230,Wahrheit::N,真理,haq
231,Gespräch::N,谈话,gap
232,Märchen::N,童话,ärtak
233,Erzählung::N,故事,rivoyat
234,Nachricht::N,消息,xabar
235,Neuigkeit::N,新闻,yangilik
236,Name::N,名字,ot
237,Rätsel::N,谜语,topishmoq
238,Rede::N,讲话,nutq
239,Sprache::N,语言,til
240,Stimme::N,声音,ovoz
241,Wort::N,词,so'z
242,Zeichen::N,标记,alomat
243,Ruf::N,呼喊,chaqiriq
244,Lärm::N,噪音,taraq
245,Laut::N,响声,tovush
246,Ton::N,声音,un
247,Lied::N,歌曲,ashula
248,Ruhe::N,安静,tinchlik
249,Leute::N,人们,xaloyiq
250,Volk::N,人民,xalq
251,Arbeit::N,劳动,ish
252,Gast::N,客人,mehmon
253,Geschenk::N,礼物,hadya
254,Spiel::N,游戏,o'yin
255,Gesellschaft::N,陪同,jamiyat
256,Hilfe::N,帮助,yordam
257,Freund::N,朋友,do'st
258,Kamerad::N,同志,yo'ldosh
259,Angelegenheit::N,事情,daxl
260,Anzahl::N,数目,son
261,Art::N,种类,tur
262,Stück::N,块,parcha
263,Teil::N,部分,bo'lak
264,Hälfte::N,一半,yarim
265,Kreis::N,圆,aylana
266,Kreuz::N,十字架,xoch
267,Linie::N,线条,liniya
268,Strich::N,划,chiziq
269,Abstand::N,距离,oralik
270,Entfernung::N,距离,uzoqlik
271,Gegend::N,地区,yer
272,Platz::N,场所,oralig
273,Ort::N,地点,joy
274,Seite::N,面,yon
275,Mitte::N,中间,o'rta
276,Gegenstand::N,物品,ashyo
277,Sache::N,物,buyum
278,Rand::N,边,chek
279,Kante::N,棱,tig'
280,Ecke::N,角,burchak
281,Spitze::N,尖,uch
282,Ende::N,结尾,oxir
283,Loch::N,洞,teshik
284,Winkel::N,角度,go'sha
285,Muster::N,模型,nusha
286,Größe::N,大小,kattalik
287,Länge::N,长度,uzunlik
288,Höhe::N,高度,yuksaklik
289,Gewicht::N,重量,solmoq
290,Menge::N,数量,miqdor
291,Haufen::N,堆,uyum
292,Reihe::N,行,saf
293,Boot::N,小船,qayiq
294,Ruder::N,奖,äshkak
295,Schlitten::N,雪橇,chana
296,Ski::N,雪板,chang'i
297,Lagerfeuer::N,营火,gulxan
298,Last::N,负担,yuk
299,Gang::N,行走,yurish
300,Schritt::N,步伐,qadam
301,Norden::N,北,shimol
302,Süden::N,南,janub
303,Westen::N,西,g'arb
304,Osten::N,东,sharq
305,Holz::N,木材,yog'och
306,Brett::N,木板,taxta
307,Platte::N,平板,tabaqa
308,Stütze::N,支架,tayanchi
309,Stange::N,杆,qo'noq
310,Stock::N,棒,tayoq
311,Stab::N,棍,gavron
312,Rohr::N,管子,tarnov
313,Haus::N,房屋,uy
314,Heim::N,家,makon
315,Ofen::N,炉子,pechka
316,Fußboden::N,地板,pol
317,Tisch::N,桌子,mosa
318,Stuhl::N,椅子,o'rindiq
319,Wiege::N,摇蓝,beshik
320,Bett::N,床,yotoq
321,Regal::N,架子,tokcha
322,Kiste::N,箱子,sandiq
323,Fenster::N,窗户,deraza
324,Tür::N,门,äshik
325,Tor::N,大门,darvoza
326,Zaun::N,篱笆,panjara
327,Dach::N,屋顶,tom
328,Leiter::N,梯子,narvon
329,Besen::N,扫帚,supurgi
330,Spaten::N,铁锹,bel
331,Schaufel::N,铁锹,kurak
332,Gabel::N,叉,bilka
333,Löffel::N,食匙,qoshiq
334,Messer::N,刀,pichoq
335,Nagel::N,钉子,mix
336,Netz::N,网,to'r
337,Haken::N,钩子,ilgak
338,Griff::N,把柄,sop
339,Griff::N,把柄,tutqich
340,Schloss::N,锁,qulf
341,Bild::N,图画,rasm
342,Figur::N,人像,shakl
343,Puppe::N,娃娃,ko'g'irchoq
344,Beutel::N,袋子,to'rva
345,Bündel::N,捆,bog'lam
346,Tasche::N,手提包,kissa
347,Eimer::N,桶,chelak
348,Deckel::N,盖子,qopqoq
349,Geschirr::N,餐具,idish
350,Sack::N,袋子,qop
351,Tasse::N,杯子,piyola
352,Topf::N,锅,tuvak
353,Kessel::N,水壶,qozon
354,Essen::N,进餐,tomoq
355,Nahrung::N,食物,emak
356,Speise::N,菜肴,taom
357,Fleisch::N,肉,go'sht
358,Getreide::N,谷物,g'alla
359,Brei::N,粥,bo'tqa
360,Brot::N,面包,non
361,Scheibe::N,片,disk
362,Fett::N,脂肪,moy
363,Butter::N,黄油,yog'
364,Öl::N,油,moy
365,Salz::N,盐,tuz
366,Suppe::N,汤,sho'rva
367,Honig::N,蜂蜜,asal
368,Milch::N,奶,sut
369,Tee::N,茶,choy
370,Leder::N,皮革,charm
371,Wolle::N,毛线,jun
372,Stoff::N,织物,mato
373,Nadel::N,针,igna
374,Faden::N,线,ip
375,Knopf::N,纽扣,tugma
376,Knoten::N,结,tugun
377,Farbe::N,颜色,bo'yok
378,Kleidung::N,衣服,kiyim
379,Hemd::N,衬衫,ko'ylak
380,Kragen::N,领子,yoqa
381,Ärmel::N,袖子,yeng
382,Hose::N,裤子,shim
383,Gürtel::N,腰带,tasma
384,Mütze::N,帽子,shapka
385,Schuh::N,鞋,but
386,Stiefel::N,靴子,botinka
387,Ring::N,戒指,yuzuk
388,Band::N,带子,rishta
389,Kamm::N,梳子,taroq
390,Spiegel::N,镜子,ko'zgu
391,Riemen::N,皮带,qayish
392,Schnur::N,绳子,bog'ich
393,Leine::N,皮带,etak
394,Decke::N,被子,odyol
395,Kissen::N,软垫,yostiq
396,Tuch::N,巾,gazlama
397,Handtuch::N,手巾,sochiq
398,Kraft::N,力,kuch
399,Stärke::N,力量,quvvat
400,Gesundheit::N,健康,sog'lik
401,Krankheit::N,病,kasallik
402,Schmerz::N,痛,og'riq
403,Wunde::N,伤口,yara
404,Fieber::N,发烧,bezgak
405,Arznei::N,药,dori
406,Brücke::N,桥,ko'prik
407,Brunnen::N,井,buloq
408,Weide::N,牧场,yaylov
409,Pfad::N,小路,dorojka
410,Weg::N,路,yo'l
411,Straße::N,街,ko'cha
412,Dorf::N,村庄,ovul
413,Stadt::N,城市,shahar
414,Brief::N,信,maktub
415,Buch::N,书,kitob
416,Buchstabe::N,字母,harf
417,Zeitung::N,报纸,gazet
418,Leben::N,生命,hayot
419,Tod::N,死亡,o'lim
420,Grab::N,坟墓,go'r
421,Kirche::N,教堂,cherkov
422,Sünde::N,罪,gunoh
423,Gott::N,上帝,olloh
424,Arbeiter::N,工人,ishchi
425,Chef::N,上司,rais
426,Meister::N,师傅,usta
427,Arzt::N,医生,hakim
428,Lehrer::N,教师,muallim
429,Geld::N,钱,pul
430,Geschäft::N,交易,savdo
431,Laden::N,商店,do'kon
432,Preis::N,价格,baho
433,Ware::N,商品,mol
434,Nutzen::N,好处,foyda
435,Reichtum::N,财富,boylik
436,Welt::N,世界,olam
437,Land::N,国家,o'lka
438,Staat::N,国家,davlat
439,König::N,国王,qirol
440,Macht::N,权力,iqtidor
441,Grenze::N,边界,chegara
442,Krieg::N,战争,harb
443,Feind::N,敌人,dushman
444,Gewalt::N,暴力,zo'rlik
445,Kampf::N,战斗,kurash
446,Bogen[Waffe]::N,弓,yoy
447,Pfeil::N,箭,o'q
448,Gewehr::N,枪,vintovka
449,Fehler::N,错误,xato
450,Lüge::N,谎话,yolg'on
451,Schaden::N,损失,ziyon
452,Unglück::N,不幸,balo
453,Schuld::N,过错,ayb
454,Alter::N,年龄,yosh
455,Schluss::N,结束,tamom
456,Zeit::N,时间,vaqt
457,Tag::N,天,kun
458,Morgen::N,早晨,saboh
459,Mittag::N,中午,kun tushlik
460,Abend::N,晚上,oqshom
461,Nacht::N,夜,tun
462,Woche::N,星期,hafta
463,Monat::N,月,oy
464,Jahr::N,年,yil
465,Frühling::N,春天,bahor
466,Sommer::N,夏天,yoz
467,Herbst::N,秋天,kuz
468,Herbst::N,秋天,xazon
469,Winter::N,冬天,qish
470,Januar::N,一月,yanvar'
471,Februar::N,二月,fevral'
472,März::N,三月,mart
473,April::N,四月,aprel'
474,Mai::N,五月,may
475,Juni::N,六月,iyun'
476,Juli::N,七月,iyul'
477,August::N,八月,avgust
478,September::N,九月,sentyabr'
479,Oktober::N,十月,oktyabr'
480,November::N,十一月,noyabr'
481,Dezember::N,十二月,dekabr'
482,Montag::N,星期一,dushanba
483,Dienstag::N,星期二,seshanba
484,Mittwoch::N,星期三,chorshanba
485,Donnerstag::N,星期四,payshanba
486,Freitag::N,星期五,juma
487,Samstag::N,星期六,shanba
488,Sonntag::N,星期日,yakshanba
489,groß::A,大,buyuk
490,klein::A,小,kichik
491,lang::A,长,uzun
492,kurz::A,短,qisqa
493,breit::A,宽,keng
494,schmal::A,细长的,änsiz
495,dicht::A,密,quyuq
496,dick[Gegenstand]::A,厚,qalin
497,dünn::A,薄,ingichka
498,fein::A,细小,mayin
499,fest::A,固体,qattiq
500,flach::A,平坦,yalpoq
501,glatt::A,光滑,tekis
502,hart::A,硬,qattiq
503,weich::A,软,yumshoq
504,rund::A,圆,yumaloq
505,spitz::A,尖,uchli
506,scharf::A,锋利,keskir
507,stumpf::A,钝,to'mtoq
508,schwer::A,重,salmoqli
509,schön::A,美丽,go'zal
510,heiß::A,烫,qiziq
511,warm::A,暖和,issiq
512,kalt::A,冷,sovuq
513,kühl::A,凉,salqin
514,frisch::A,新鲜,toza
515,feucht::A,潮湿,namli
516,nass::A,湿,nam
517,trocken::A,干,quruq
518,voll::A,满,to'la
519,leer::A,空,puch
520,offen::A,敞开,ochiq
521,geschlossen::A,关闭,berk
522,sauber::A,干净,ozoda
523,schmutzig::A,肮脏,kir
524,roh::A,生,xom
525,reif::A,成熟,pishiq
526,lecker::A,好吃,shirin
527,süß::A,甜,shirin
528,bitter::A,苦,achchiq
529,sauer::A,酸,achchiq
530,hell::A,亮,yorug'
531,dunkel::A,阴暗,qorong'i
532,schwarz::A,黑,qora
533,weiß::A,白,oq
534,rot::A,红,qizil
535,gelb::A,黄,sariq
536,blau::A,蓝,zangori
537,grün::A,绿,yashil
538,grau::A,灰色,bo'z
539,bunt::A,五彩,ola
540,billig::A,便宜,arzon
541,teuer::A,贵,qimmat
542,wertvoll::A,贵重,qimmat
543,blind::A,瞎,ko'r
544,taub::A,聋,garang
545,kräftig::A,强壮,kuchli
546,stark::A,强壮,quvvatli
547,schwach::A,弱,kuchsiz
548,fett::A,胖,semiz
549,schlank::A,苗条,ingichka
550,hübsch::A,漂亮,ko'rkam
551,böse::A,邪恶,yovuz
552,dumm::A,笨,aqlsiz
553,faul::A,懒惰,ärinchak
554,fleißig::A,勤奋,ishchan
555,geizig::A,吝啬,qurumsoq
556,klug::A,聪明,oqil
557,geschickt::A,灵巧,äpchil
558,lieb::A,可爱,aziz
559,lustig::A,快乐,chaqchaq
560,sanft::A,柔和,asta
561,hungrig::A,饥饿,och
562,krank::A,患病,kasal
563,nackt::A,裸体,yalang
564,traurig::A,悲哀,xafa
565,lebendig::A,活,hayotiy
566,gut::A,好,soz
567,schlecht::A,坏,yomon
568,richtig::A,正确,rost
569,schlimm::A,糟糕,yovuz
570,wahr::A,真,haqiqiy
571,alt::A,旧,äski
572,neu::A,新,yangi
573,ehemalig::A,以前,sobiq
574,alt[Lebewesen]::A,老,qari
575,jung::A,年轻,navqiron
576,arm::A,贫穷,abgor
577,reich::A,富裕,boy
578,bekannt::A,出名,ma'lum
579,berühmt::A,著名,mashhur
580,fremd::A,陌生,yot
581,verschieden::A,不同,turli
582,nah::A,近,yaqindagi
583,fern::A,遥远,uzoq
584,linker::A,左,so'l
585,rechter::A,右,o'ng
586,anderer::A,别的,boshqa
587,erster::A,第一,birinchi
588,zweiter::A,第二,ikkinchi
589,dritter::A,第三,uchinchi
590,letzter::A,最后,oxirgi
591,allein::ADV,单独,o'zicha
592,auf einmal::ADV,同时,varakay
593,zusammen::ADV,一起,barobar
594,lange::ADV,许久,uzoq
595,plötzlich::ADV,忽然,qo'qqisdan
596,sofort::ADV,立刻,darrov
597,später::ADV,以后,so'ngra
598,jetzt::ADV,现在,hozirgina
599,heute::ADV,今天,bugun
600,morgen::ADV,明天,ärta
601,bald::ADV,即将,toz
602,dann::ADV,然后,keyin
603,gestern::ADV,昨天,kecha
604,einst::ADV,曾经,avvallari
605,damals::ADV,当时,ugal
606,danach::ADV,随后,so'ngra
607,vorher::ADV,事先,avval
608,zuerst::ADV,首先,avval
609,einmal::ADV,一次,bir marta
610,manchmal::ADV,有时,onda-sonda
611,oft::ADV,时常,tez-tez
612,immer::ADV,总是,har vaqt
613,niemals::ADV,从未,hargiz
614,hier::ADV,这里,shu erda
615,hierhin::ADV,到这里,beri
616,von hier::ADV,由此,shu erdan
617,dort::ADV,那里,ana
618,dorthin::ADV,到那里,u yerga
619,geradeaus::ADV,一直往前,to'g'ri
620,vorwärts::ADV,向前,ilgari
621,rückwärts::ADV,向后,qoloq
622,zurück::ADV,退后,orqada
623,unten::ADV,下面,pastda
624,hinab::ADV,向下,tubanga
625,oben::ADV,上面,ustida
626,hinauf::ADV,向上,yuqorida
627,überall::ADV,到处,har erda
628,nicht::ADV,不,ämas
629,ein wenig::ADV,一点儿,biroz
630,kaum::ADV,几乎不,arang
631,sehr::ADV,很,ancha
632,so::ADV,如此,shunday
633,noch::ADV,还,hali
634,nur::ADV,只,yolg'iz
635,schon::ADV,已经,endi
636,wieder::ADV,又,yana
637,vor::PRP,在...面前,burun
638,hinter::PRP,在...背后,ketida
639,unter::PRP,在...下面,ostida
640,durch::PRP,穿过,bo'ylab
641,neben::PRP,在...旁,yonida
642,zwischen::PRP,在...之间,orada
643,wegen::PRP,由于,sababli
644,dies::PRN,这,o'sha
645,das::PRN,那,narigi
646,alles::PRN,一切,har nima
647,ich::PRN,我,men
648,du::PRN,你,sen
649,er::PRN,他,u
650,wir::PRN,我们,biz
651,ihr::PRN,你们,siz
652,sie::PRN,她,ular
653,was::FPRN,什么,nima
654,wer::FPRN,谁,kim
655,wo::FADV,哪里,qaerda
656,wohin::FADV,去哪里,qayerga
657,wie::FADV,怎么,qanday
658,warum::FADV,为什么,nega
659,wieviel::FNUM,多少,qancha
660,eins::NUM,一,bir
661,zwei::NUM,二,ikki
662,drei::NUM,三,uch
663,vier::NUM,四,to'rt
664,fünf::NUM,五,besh
665,sechs::NUM,六,olti
666,sieben::NUM,七,etti
667,acht::NUM,八,sakkiz
668,neun::NUM,九,to'qqiz
669,zehn::NUM,十,o'n
670,elf::NUM,十一,o'n bir
671,zwölf::NUM,十二,o'n ikki
672,zwanzig::NUM,二十,yigirma
673,dreißig::NUM,三十,o'ttiz
674,vierzig::NUM,四十,qirq
675,fünfzig::NUM,五十,ällik
676,sechzig::NUM,六十,oltmish
677,siebzig::NUM,七十,etmish
678,achtzig::NUM,八十,sakson
679,neunzig::NUM,九十,to'qson
680,hundert::NUM,百,yuz
681,tausend::NUM,千,ming
682,und::CNJ,和,va
683,oder::CNJ,或者,yo
684,stehen::V,站,turmoq
685,sitzen::V,坐,o'tirmoq
686,liegen::V,躺着,yotmoq
687,hängen::V,挂着,osilmoq
688,werden::V,成为,bo'lmoq
689,passieren::V,发生,bo'lib o'tmoq
690,beginnen::V,开始,boshlanmoq
691,enden::V,终止,bitmoq
692,wechseln::V,变迁,o'zgarmoq
693,aufgehen[Sonne]::V,升起,chiqmoq
694,untergehen[Sonne]::V,下落,botmoq
695,scheinen[Sonne]::V,照射,yaraqlamoq
696,donnern::V,打雷,gulduramoq
697,wehen::V,飘扬,elpimoq
698,strömen::V,流,oqmoq
699,fließen::V,流动,oqmoq
700,sich drehen::V,转动,aylanmoq
701,schwanken::V,摇摆,qoqilmoq
702,schwingen::V,摇,lopillamoq
703,fallen::V,坠落,tushmoq
704,brennen::V,燃烧,yonmoq
705,rauchen::V,冒烟,tutamoq
706,regnen::V,下雨,yomg'ir yog'moq
707,gefrieren::V,结冰,muzlamoq
708,tauen::V,融化,ärimoq
709,schmelzen::V,溶化,ärimoq
710,trocknen::V,变干,qurimoq
711,sieden::V,煮,qaynamoq
712,faulen::V,腐烂,chirimoq
713,verfaulen::V,腐烂,chirimoq
714,reißen::V,撕,qayt qilmoq
715,versinken::V,下沉,g'arq bo'lmoq
716,vergehen::V,流逝,o'tmoq
717,erscheinen::V,出现,zuhur ätmoq
718,verschwinden::V,消失,yo'qolmoq
719,sinken::V,下降,pasaymoq
720,abnehmen::V,减少,kamaymoq
721,zunehmen::V,增加,urchimoq
722,steigen::V,上升,oshmoq
723,wachsen::V,生长,o'smoq
724,glänzen::V,发光,porlamoq
725,funkeln::V,闪烁,yalt ätmoq
726,lärmen::V,吵闹,taraq ätmoq
727,läuten::V,响,jiringlamoq
728,klingeln::V,按铃,jiringlamoq
729,brausen::V,疾驶,vag'illamoq
730,klingen::V,听起来,yangramoq
731,bellen::V,吠,hurmoq
732,heulen::V,嗥,uvlamoq
733,blasen::V,吹,puflamoq
734,pfeifen::V,吹口哨,xushtak chalmoq 
735,schreien::V,叫喊,qiyqirmoq
736,stöhnen::V,呻吟,nola qilmoq
737,zittern::V,颤抖,titramoq
738,leben::V,生存,yashamoq
739,geboren werden::V,出生,tug'ilmoq
740,atmen::V,呼吸,nafas chiqarmoq
741,trinken::V,喝,ichmoq
742,essen::V,吃,emoq
743,schlucken::V,咽,yutmoq
744,müde werden::V,疲倦,horimoq
745,einschlafen::V,入睡,uxlab qolmoq
746,schlafen::V,睡觉,uxlamoq
747,aufwachen::V,睡醒,uyg'onmoq
748,aufstehen::V,起床,qo'pmoq
749,sich erholen::V,休养,dam olmoq
750,krank werden::V,生病,kasallanmoq
751,krank sein::V,生病,betob yotmoq
752,schmerzen::V,疼痛,og'rimoq
753,husten::V,咳,yo'talmoq
754,genesen::V,痊愈,tuzalmoq
755,sterben::V,死,o'lmoq
756,umkommen::V,丧命,halok bo'lmoq
757,sich bewegen::V,移动,harakat qilmoq
758,sich rühren::V,动弹,qimirlamoq
759,sich erheben::V,站起,qo'pmoq
760,sich setzen::V,坐,o'tirmoq
761,hinfallen::V,跌倒,yiqilmoq
762,laufen::V,步行,yurmoq
763,schreiten::V,迈步,yurmoq
764,spazierengehen::V,散步,sayr ätmoq
765,eilen::V,急忙,tezlamoq
766,sich beeilen::V,赶快,shoshmoq
767,sausen::V,疾驰,chopqillamoq
768,rennen::V,奔跑,yugurmoq
769,springen::V,跳,sakramoq
770,klettern::V,攀缘,yuqorilamoq
771,schaukeln::V,荡秋千,irg'amoq
772,kriechen::V,爬行,ämaklamoq
773,schwimmen::V,游泳,suzmoq
774,tauchen::V,潜水,chu'mmoq
775,rudern::V,划船,eshkak eshmoq
776,fahren::V,行驶,haydamoq
777,fliegen::V,飞,uchmoq
778,gehen::V,走,bormoq
779,weggehen::V,离去,ketoq
780,abfahren::V,出发,jo'namoq
781,anhalten::V,停住,to'xtamoq
782,hineingehen::V,进去,kirmoq
783,eintreten::V,进入,kirmoq
784,kommen::V,来,kelmoq
785,ankommen::V,到达,etib kelmoq
786,zurückkommen::V,回来,qaytib kelmoq
787,bleiben::V,停留,qolmoq
788,warten::V,等,poylamoq
789,erwarten::V,等候,kutmoq
790,suchen::V,找,izlamoq
791,finden::V,找到,topmoq
792,versuchen::V,尝试,chalishmoq
793,vorbereiten::V,预备,hozirlamoq
794,lieben::V,爱,sevmoq
795,mögen::V,喜欢,ardoqlamoq
796,lachen::V,笑,kulmoq
797,weinen::V,哭,yig'lamoq
798,schimpfen::V,骂,koyinmoq
799,sich ärgern::V,生气,g'azab qilmoq
800,sich fürchten::V,害怕,hurkmoq
801,fürchten::V,害怕,qo'rqmoq
802,fliehen::V,逃走,qochmoq
803,flüchten::V,逃跑,qochmoq
804,sehen::V,看,ko'rmoq
805,anschauen::V,注视,razm solmoq
806,ansehen::V,注视,razm qilmoq
807,hören::V,听,äshitmoq
808,zuhören::V,倾听,tinglamoq
809,probieren::V,尝,tatib ko'rmoq
810,riechen::V,闻,iskamoq
811,fühlen::V,感到,sezmoq
