,Concept_ID,sq,sq
338,Gedanke::N,ide,ide
339,Gedanke::N,ide,mendim
340,Gedanke::N,mendim,ide
341,Gedanke::N,mendim,mendim
342,Gedächtnis::N,kujtesë,kujtesë
343,Verstand::N,mend,mend
344,Sinn::N,kuptim,kuptim
345,Grund::N,arsye,arsye
346,Wahrheit::N,vërtetë,vërtetë
347,Gespräch::N,bisedim,bisedim
348,Märchen::N,përrallë,përrallë
349,Erzählung::N,tregim,tregim
350,Nachricht::N,lajm,lajm
351,Neuigkeit::N,risi,risi
352,Name::N,emër,emër
353,Rätsel::N,gjëzë,gjëzë
354,Rätsel::N,gjëzë,gjëegjëzë
355,Rätsel::N,gjëegjëzë,gjëzë
356,Rätsel::N,gjëegjëzë,gjëegjëzë
357,Rede::N,fjalim,fjalim
358,Sprache::N,gjuhë,gjuhë
359,Stimme::N,zë,zë
360,Wort::N,fjalë,fjalë
361,Zeichen::N,shenjë,shenjë
362,Ruf::N,thirrmë,thirrmë
363,Lärm::N,zhurmë,zhurmë
364,Laut::N,tingull,tingull
365,Ton::N,ton,ton
366,Lied::N,këngë,këngë
367,Ruhe::N,qetësi,qetësi
368,Leute::N,botë,botë
369,Leute::N,botë,njerëz
370,Leute::N,njerëz,botë
371,Leute::N,njerëz,njerëz
372,Volk::N,popull,popull
373,Arbeit::N,punë,punë
374,Gast::N,mik,mik
375,Gast::N,mik,mysafir
376,Gast::N,mysafir,mik
377,Gast::N,mysafir,mysafir
378,Geschenk::N,dhuratë,dhuratë
379,Geschenk::N,dhuratë,peshqesh
380,Geschenk::N,peshqesh,dhuratë
381,Geschenk::N,peshqesh,peshqesh
382,Spiel::N,lojë,lojë
383,Gesellschaft::N,shoqëri,shoqëri
384,Hilfe::N,ndihmë,ndihmë
385,Freund::N,mik,mik
386,Kamerad::N,shok,shok
387,Angelegenheit::N,punë,punë
388,Anzahl::N,sasi,sasi
389,Art::N,lloj,lloj
390,Stück::N,copë,copë
391,Teil::N,pjesë,pjesë
392,Hälfte::N,gjysmë,gjysmë
393,Kreis::N,qark,qark
394,Kreis::N,qark,rreth
395,Kreis::N,rreth,qark
396,Kreis::N,rreth,rreth
397,Kreuz::N,kryq,kryq
398,Linie::N,vijë,vijë
399,Strich::N,vizë,vizë
400,Abstand::N,distancë,distancë
401,Entfernung::N,largim,largim
402,Gegend::N,vise,vise
403,Gegend::N,vise,krahinë
404,Gegend::N,krahinë,vise
405,Gegend::N,krahinë,krahinë
406,Platz::N,shesh,shesh
407,Ort::N,vend,vend
408,Seite::N,anë,anë
409,Mitte::N,mes,mes
410,Gegenstand::N,send,send
411,Sache::N,gjë,gjë
412,Sache::N,gjë,send
413,Sache::N,send,gjë
414,Sache::N,send,send
415,Rand::N,qoshe,qoshe
416,Kante::N,teh,teh
417,Ecke::N,qoshe,qoshe
418,Spitze::N,majë,majë
419,Ende::N,skaj,skaj
420,Ende::N,skaj,bisht
421,Ende::N,bisht,skaj
422,Ende::N,bisht,bisht
423,Loch::N,vrimë,vrimë
424,Winkel::N,kënd,kënd
425,Muster::N,mostër,mostër
426,Größe::N,madhësi,madhësi
427,Länge::N,gjatësi,gjatësi
428,Höhe::N,lartësi,lartësi
429,Gewicht::N,peshë,peshë
430,Menge::N,sasi,sasi
431,Haufen::N,grumbull,grumbull
432,Reihe::N,radhë,radhë
433,Reihe::N,radhë,rresht
434,Reihe::N,rresht,radhë
435,Reihe::N,rresht,rresht
436,Boot::N,barkë,barkë
437,Boot::N,barkë,lundër
438,Boot::N,lundër,barkë
439,Boot::N,lundër,lundër
440,Ruder::N,rrem,rrem
441,Schlitten::N,sajë,sajë
442,Ski::N,ski,ski
443,Lagerfeuer::N,flakadan,flakadan
444,Lagerfeuer::N,flakadan,zjarr i madh
445,Lagerfeuer::N,zjarr i madh,flakadan
446,Lagerfeuer::N,zjarr i madh,zjarr i madh
447,Last::N,barrë,barrë
448,Gang::N,ecje,ecje
449,Schritt::N,hap,hap
450,Norden::N,veri,veri
451,Süden::N,jug,jug
452,Westen::N,perëndim,perëndim
453,Osten::N,lindje,lindje
454,Holz::N,dru,dru
455,Brett::N,dërrasë,dërrasë
456,Platte::N,pllakë,pllakë
457,Stütze::N,shtyllë,shtyllë
458,Stütze::N,shtyllë,mbështetesë
459,Stütze::N,mbështetesë,shtyllë
460,Stütze::N,mbështetesë,mbështetesë
461,Stange::N,shufër,shufër
462,Stock::N,dajak,dajak
463,Stab::N,shkop,shkop
464,Rohr::N,tub,tub
465,Haus::N,shtëpi,shtëpi
466,Heim::N,konak,konak
467,Heim::N,konak,shtëpi
468,Heim::N,shtëpi,konak
469,Heim::N,shtëpi,shtëpi
470,Ofen::N,sobë,sobë
471,Ofen::N,sobë,stufë
472,Ofen::N,stufë,sobë
473,Ofen::N,stufë,stufë
474,Fußboden::N,dysheme,dysheme
475,Tisch::N,tryezë,tryezë
476,Stuhl::N,karrige,karrige
477,Wiege::N,djep,djep
478,Bett::N,shtrat,shtrat
479,Regal::N,raft,raft
480,Kiste::N,kuti,kuti
481,Fenster::N,dritare,dritare
482,Tür::N,derë,derë
483,Tor::N,portë,portë
484,Zaun::N,gardh,gardh
485,Dach::N,çati,çati
486,Leiter::N,shkallë,shkallë
487,Besen::N,fshesë,fshesë
488,Spaten::N,lopatë,lopatë
489,Schaufel::N,qyrek,qyrek
490,Gabel::N,pirun,pirun
491,Löffel::N,lugë,lugë
492,Messer::N,thikë,thikë
493,Nagel::N,gozhdë,gozhdë
494,Netz::N,rrjetë,rrjetë
495,Haken::N,grep,grep
496,Haken::N,grep,grremç
497,Haken::N,grremç,grep
498,Haken::N,grremç,grremç
499,Griff::N,dorak,dorak
500,Griff::N,dorak,dorezë
501,Griff::N,dorezë,dorak
502,Griff::N,dorezë,dorezë
503,Schloss::N,bravë,bravë
504,Bild::N,tablo,tablo
505,Bild::N,tablo,pikturë
506,Bild::N,pikturë,tablo
507,Bild::N,pikturë,pikturë
508,Figur::N,figurë,figurë
509,Puppe::N,kukull,kukull
510,Beutel::N,qese,qese
511,Beutel::N,qese,trastë
512,Beutel::N,trastë,qese
513,Beutel::N,trastë,trastë
514,Bündel::N,deng,deng
515,Tasche::N,çantë,çantë
516,Eimer::N,kovë,kovë
517,Deckel::N,kapak,kapak
518,Deckel::N,kapak,mbulesë
519,Deckel::N,mbulesë,kapak
520,Deckel::N,mbulesë,mbulesë
521,Geschirr::N,enë,enë
522,Sack::N,thes,thes
523,Sack::N,thes,torbë
524,Sack::N,torbë,thes
525,Sack::N,torbë,torbë
526,Tasse::N,filxhan,filxhan
527,Topf::N,kusi,kusi
528,Topf::N,kusi,tenxhere
529,Topf::N,tenxhere,kusi
530,Topf::N,tenxhere,tenxhere
531,Kessel::N,kazan,kazan
532,Essen::N,ngrënie,ngrënie
533,Nahrung::N,ushqim,ushqim
534,Speise::N,gatesë,gatesë
535,Fleisch::N,mish,mish
536,Getreide::N,drithë,drithë
537,Brei::N,qull,qull
538,Brot::N,bukë,bukë
539,Scheibe::N,fetë,fetë
540,Fett::N,lyrë,lyrë
541,Fett::N,lyrë,yndyrë
542,Fett::N,yndyrë,lyrë
543,Fett::N,yndyrë,yndyrë
544,Butter::N,gjalpë,gjalpë
545,Öl::N,vaj,vaj
546,Salz::N,kripë,kripë
547,Suppe::N,supë,supë
548,Suppe::N,supë,çorbë
549,Suppe::N,çorbë,supë
550,Suppe::N,çorbë,çorbë
551,Honig::N,mjaltë,mjaltë
552,Milch::N,qumësht,qumësht
553,Tee::N,çaj,çaj
554,Leder::N,lëkurë,lëkurë
555,Wolle::N,lesh,lesh
556,Stoff::N,pëlhurë,pëlhurë
557,Nadel::N,gjilpërë,gjilpërë
558,Faden::N,pe,pe
559,Faden::N,pe,fije
560,Faden::N,fije,pe
561,Faden::N,fije,fije
562,Knopf::N,kopsë,kopsë
563,Knoten::N,komb,komb
564,Farbe::N,bojë,bojë
565,Kleidung::N,veshje,veshje
566,Hemd::N,këmishë,këmishë
567,Kragen::N,jakë,jakë
568,Ärmel::N,mëngë,mëngë
569,Hose::N,brekë,brekë
570,Gürtel::N,rrip,rrip
571,Mütze::N,kësulë,kësulë
572,Schuh::N,këpucë,këpucë
573,Stiefel::N,çizme,çizme
574,Ring::N,unazë,unazë
575,Band::N,shirit,shirit
576,Kamm::N,krehër,krehër
577,Spiegel::N,pasqyrë,pasqyrë
578,Riemen::N,rrip,rrip
579,Schnur::N,litar,litar
580,Schnur::N,litar,cikomë
581,Schnur::N,cikomë,litar
582,Schnur::N,cikomë,cikomë
583,Leine::N,rrip,rrip
584,Decke::N,batanije,batanije
585,Kissen::N,jastëk,jastëk
586,Tuch::N,shami,shami
587,Handtuch::N,peshqir,peshqir
588,Kraft::N,forcë,forcë
589,Stärke::N,koll,koll
590,Gesundheit::N,shëndet,shëndet
591,Krankheit::N,sëmundje,sëmundje
592,Schmerz::N,dhimbje,dhimbje
593,Wunde::N,plagë,plagë
594,Fieber::N,ethe,ethe
595,Arznei::N,ilaç,ilaç
596,Brücke::N,urë,urë
597,Brunnen::N,pus,pus
598,Weide::N,kullotë,kullotë
599,Pfad::N,ravë,ravë
600,Pfad::N,ravë,shteg
601,Pfad::N,shteg,ravë
602,Pfad::N,shteg,shteg
603,Weg::N,udhë,udhë
604,Weg::N,udhë,shteg
605,Weg::N,shteg,udhë
606,Weg::N,shteg,shteg
607,Straße::N,rrugë,rrugë
608,Dorf::N,fshat,fshat
609,Dorf::N,fshat,katund
610,Dorf::N,katund,fshat
611,Dorf::N,katund,katund
612,Stadt::N,qytet,qytet
613,Brief::N,letër,letër
614,Buch::N,libër,libër
615,Buchstabe::N,shkronjë,shkronjë
616,Zeitung::N,gazetë,gazetë
617,Leben::N,jetë,jetë
618,Tod::N,mortje,mortje
619,Grab::N,varr,varr
620,Kirche::N,kishë,kishë
621,Sünde::N,mëkat,mëkat
622,Sünde::N,mëkat,gjynah
623,Sünde::N,gjynah,mëkat
624,Sünde::N,gjynah,gjynah
625,Gott::N,hy,hy
626,Gott::N,hy,zot
627,Gott::N,zot,hy
628,Gott::N,zot,zot
629,Arbeiter::N,punëtor,punëtor
630,Chef::N,shef,shef
631,Chef::N,shef,drejtues
632,Chef::N,drejtues,shef
633,Chef::N,drejtues,drejtues
634,Meister::N,mjeshtër,mjeshtër
635,Arzt::N,mjek,mjek
636,Arzt::N,mjek,doktor
637,Arzt::N,doktor,mjek
638,Arzt::N,doktor,doktor
639,Lehrer::N,mësues,mësues
640,Lehrer::N,mësues,arsimtar
641,Lehrer::N,arsimtar,mësues
642,Lehrer::N,arsimtar,arsimtar
643,Geld::N,para,para
644,Geld::N,para,holla
645,Geld::N,holla,para
646,Geld::N,holla,holla
647,Geschäft::N,ujdi,ujdi
648,Geschäft::N,ujdi,biznes
649,Geschäft::N,biznes,ujdi
650,Geschäft::N,biznes,biznes
651,Laden::N,dyqan,dyqan
652,Preis::N,çmim,çmim
653,Ware::N,mall,mall
654,Nutzen::N,dobi,dobi
655,Nutzen::N,dobi,leverdi
656,Nutzen::N,leverdi,dobi
657,Nutzen::N,leverdi,leverdi
658,Reichtum::N,kamje,kamje
659,Reichtum::N,kamje,pasuri
660,Reichtum::N,pasuri,kamje
661,Reichtum::N,pasuri,pasuri
662,Welt::N,botë,botë
663,Land::N,vend,vend
664,Staat::N,shtet,shtet
665,König::N,mbret,mbret
666,Macht::N,fuqi,fuqi
667,Macht::N,fuqi,pushtet
668,Macht::N,pushtet,fuqi
669,Macht::N,pushtet,pushtet
670,Grenze::N,kufi,kufi
671,Krieg::N,luftë,luftë
672,Feind::N,armik,armik
673,Gewalt::N,dhunë,dhunë
674,Kampf::N,luftim,luftim
675,Bogen[Waffe]::N,hark,hark
676,Pfeil::N,shigjetë,shigjetë
677,Gewehr::N,pushkë,pushkë
678,Fehler::N,gafë,gafë
679,Fehler::N,gafë,gabim
680,Fehler::N,gabim,gafë
681,Fehler::N,gabim,gabim
682,Lüge::N,gënjeshtër,gënjeshtër
683,Schaden::N,dëm,dëm
684,Schaden::N,dëm,zarar
685,Schaden::N,zarar,dëm
686,Schaden::N,zarar,zarar
687,Unglück::N,fatkeqësi,fatkeqësi
688,Schuld::N,faj,faj
689,Alter::N,moshë,moshë
690,Schluss::N,fund,fund
691,Zeit::N,kohë,kohë
692,Tag::N,ditë,ditë
693,Morgen::N,mëngjes,mëngjes
694,Mittag::N,mesditë,mesditë
695,Abend::N,mbrëmje,mbrëmje
696,Nacht::N,natë,natë
697,Woche::N,javë,javë
698,Monat::N,muaj,muaj
699,Jahr::N,vit,vit
700,Frühling::N,pranverë,pranverë
701,Sommer::N,verë,verë
702,Herbst::N,vjeshtë,vjeshtë
703,Winter::N,dimër,dimër
704,Januar::N,janar,janar
705,Februar::N,shkurt,shkurt
706,März::N,mars,mars
707,April::N,prill,prill
708,Mai::N,maj,maj
709,Juni::N,qershor,qershor
710,Juli::N,korrik,korrik
711,August::N,gusht,gusht
712,September::N,shtator,shtator
713,Oktober::N,tetor,tetor
714,November::N,nëntor,nëntor
715,Dezember::N,dhjetor,dhjetor
716,Montag::N,hënë,hënë
717,Dienstag::N,martë,martë
718,Mittwoch::N,mërkurë,mërkurë
719,Donnerstag::N,enjte,enjte
720,Freitag::N,premte,premte
721,Samstag::N,shtunë,shtunë
722,Sonntag::N,diel,diel
723,groß::A,madh,madh
724,klein::A,vogël,vogël
725,lang::A,gjatë,gjatë
726,kurz::A,shkurtër,shkurtër
727,breit::A,gjerë,gjerë
728,schmal::A,ngushtë,ngushtë
729,dicht::A,dendur,dendur
730,dick[Gegenstand]::A,trashë,trashë
731,dünn::A,hollë,hollë
732,fein::A,imët,imët
733,fest::A,fortë,fortë
734,flach::A,sheshtë,sheshtë
735,glatt::A,rrafshët,rrafshët
736,hart::A,fortë,fortë
737,weich::A,butë,butë
738,rund::A,rrumbullakët,rrumbullakët
739,spitz::A,majëmprehtë,majëmprehtë
740,scharf::A,mprehtë,mprehtë
741,stumpf::A,topitur,topitur
742,schwer::A,rëndë,rëndë
743,schön::A,bukur,bukur
744,heiß::A,nxehtë,nxehtë
745,warm::A,ngrohtë,ngrohtë
746,kalt::A,ftohtë,ftohtë
747,kühl::A,freskët,freskët
748,frisch::A,pastër,pastër
749,feucht::A,lagësht,lagësht
750,nass::A,lagur,lagur
751,trocken::A,thatë,thatë
752,voll::A,plotë,plotë
753,leer::A,bosh,bosh
754,leer::A,bosh,zbrazët
755,leer::A,zbrazët,bosh
756,leer::A,zbrazët,zbrazët
757,offen::A,hapur,hapur
758,geschlossen::A,mbyllur,mbyllur
759,sauber::A,dëlirë,dëlirë
760,schmutzig::A,ndyrë,ndyrë
761,roh::A,gjallë,gjallë
762,reif::A,arrirë,arrirë
763,lecker::A,shijshëm,shijshëm
764,süß::A,ëmbël,ëmbël
765,bitter::A,hidhur,hidhur
766,sauer::A,thartë,thartë
767,hell::A,me dritë,me dritë
768,dunkel::A,errët,errët
769,schwarz::A,i zi,i zi
770,weiß::A,bardhë,bardhë
771,rot::A,kuq,kuq
772,gelb::A,verdhë,verdhë
773,blau::A,blu,blu
774,blau::A,blu,kaltër
775,blau::A,kaltër,blu
776,blau::A,kaltër,kaltër
777,grün::A,blertë,blertë
778,grün::A,blertë,gjelbër
779,grün::A,gjelbër,blertë
780,grün::A,gjelbër,gjelbër
781,grau::A,hirtë,hirtë
782,grau::A,hirtë,bojë hiri
783,grau::A,bojë hiri,hirtë
784,grau::A,bojë hiri,bojë hiri
785,bunt::A,shumëngjyrëshëm,shumëngjyrëshëm
786,billig::A,lirë,lirë
787,teuer::A,shtrenjtë,shtrenjtë
788,wertvoll::A,çmuar,çmuar
789,wertvoll::A,çmuar,vlershëm
790,wertvoll::A,vlershëm,çmuar
791,wertvoll::A,vlershëm,vlershëm
792,blind::A,qorr,qorr
793,blind::A,qorr,verbër
794,blind::A,verbër,qorr
795,blind::A,verbër,verbër
796,taub::A,shurdhër,shurdhër
797,kräftig::A,fuqishëm,fuqishëm
798,stark::A,fortë,fortë
