,Concept_ID,mhr,br
247,Wahrheit::N,чын,gwirionez
248,Gespräch::N,мутланыма́ш,kaozeadenn
249,Märchen::N,йома́к,kaoz korriganez
250,Erzählung::N,ойлыма́ш,kontadenn
251,Nachricht::N,увертарыма́ш,keloù
252,Neuigkeit::N,уве́р,kelaouenn
253,Name::N,лӱм,anv
254,Rätsel::N,ту́што,divinatez
255,Rede::N,ойлыма́ш,diskour
256,Sprache::N,йы́лме,yezh
257,Stimme::N,йӱк,mouezh
258,Wort::N,ой,ger
259,Wort::N,мут,ger
260,Zeichen::N,ти́ште,sin
261,Zeichen::N,знак,sin
262,Ruf::N,ӱжма́ш,galv
263,Lärm::N,лӱшкыма́ш,trouz
264,Lärm::N,йӱк-йӱа́н,trouz
265,Laut::N,йӱк,
266,Ton::N,йӱксе́м,ton
267,Lied::N,му́ро,kanaouenn
268,Ruhe::N,ты́мык,sioulded
269,Leute::N,еҥ-влак,tud
270,Volk::N,ка́лык,pobl
271,Arbeit::N,паша́,labour
272,Gast::N,уна́,kouviad
273,Geschenk::N,пӧле́к,prof
274,Spiel::N,мо́дыш,c'hoari
275,Spiel::N,модма́ш,c'hoari
276,Gesellschaft::N,тӱшка́,kompagnunezh
277,Gesellschaft::N,тӱшка́,kavandad
278,Hilfe::N,по́лыш,sikour
279,Freund::N,таҥ,mignon
280,Freund::N,йолта́ш,mignon
281,Kamerad::N,таҥ,kamarad
282,Angelegenheit::N,паша́,afer
283,Anzahl::N,чот,niver
284,Art::N,вид,sort
285,Stück::N,ка́тыш,tamm
286,Stück::N,ла́стык,tamm
287,Teil::N,ужа́ш,pezh
288,Hälfte::N,пел,hanterenn
289,Hälfte::N,пе́ле,hanterenn
290,Kreis::N,ты́ртыш,kelc'h
291,Kreuz::N,ыре́с,kroaz
292,Linie::N,ли́ний,linenn
293,Strich::N,коре́ш,tenn
294,Abstand::N,кокла́,distok
295,Entfernung::N,тора́,keid
296,Entfernung::N,тора́,kehid
297,Entfernung::N,ку́жыт,keid
298,Entfernung::N,ку́жыт,kehid
299,Gegend::N,кунде́м,korn-bro
300,Platz::N,ку́мдык,plasenn
301,Ort::N,вер,lec'h
302,Ort::N,о́лмо,lec'h
303,Seite::N,ӧ́рдыж,tu
304,Mitte::N,покше́л,kreiz
305,Gegenstand::N,наста́,tra
306,Sache::N,наста́,tra
307,Rand::N,тӱр,kantenn
308,Kante::N,тӱр,kantenn
309,Ecke::N,лук,korn
310,Spitze::N,вуй,begell
311,Ende::N,муча́ш,dibenn
312,Loch::N,рож,toull
313,Winkel::N,лук,
314,Muster::N,пеза́к,tresadenn
315,Muster::N,узо́р,tresadenn
316,Muster::N,ӱ́лгӧ,tresadenn
317,Größe::N,кӱ́кшыт,ment
318,Länge::N,ку́тыш,hirder
319,Höhe::N,кӱ́кшыт,uhelder
320,Gewicht::N,не́лыт,pouez
321,Menge::N,чот,bern
322,Haufen::N,кы́шыл,bern
323,Reihe::N,рада́м,steud
324,Boot::N,пуш,bag
325,Ruder::N,эшка́к,roeñv
326,Schlitten::N,тер,trainell
327,Schlitten::N,изде́р,trainell
328,Ski::N,е́че,ski
329,Lagerfeuer::N,туло́то,
330,Last::N,нӧ́лтыш,karg
331,Gang::N,ошкылма́ш,kerzh
332,Schritt::N,о́шкыл,paz
333,Norden::N,йӱдйыма́л,norzh
334,Norden::N,йӱдйыма́л,hanternoz
335,Süden::N,кечывалве́л,su
336,Süden::N,кечывалве́л,kreisteiz
337,Westen::N,касве́л,kuzh-heol
338,Osten::N,эрве́л,reter
339,Osten::N,эрве́л,sav-heol
340,Holz::N,пу,koad
341,Brett::N,оҥа́,plankenn
342,Platte::N,аста́р,plakenn
343,Stütze::N,чара́к,harp
344,Stange::N,лома́ш,sparl
345,Stock::N,тоя́,bazh
346,Stab::N,вара́,bazh
347,Stab::N,кашта́,bazh
348,Rohr::N,пуч,tub
349,Rohr::N,пуч,korz
350,Haus::N,пӧрт,ti
351,Heim::N,мӧ́ҥгӧ,kêr
352,Ofen::N,комака́,forn
353,Fußboden::N,кӱва́р,plañchod
354,Tisch::N,ӱсте́л,taol
355,Stuhl::N,пӱке́н,kador
356,Wiege::N,шепка́,kavell
357,Bett::N,ва́кшыш,gwele
358,Regal::N,шӧ́рлык,estajerenn
359,Kiste::N,шо́ндык,kased
360,Kiste::N,я́шлык,kased
361,Fenster::N,окна́,prenestr
362,Tür::N,омса́,dor
363,Tor::N,капка́,portal
364,Zaun::N,сава́р,sklotur
365,Dach::N,леве́дыш,toenn
366,Leiter::N,тошка́лтыш,skeul
367,Besen::N,ӱштерво́штыр,skubell
368,Spaten::N,ко́льмо,pal
369,Schaufel::N,сово́к,pal
370,Schaufel::N,су́ско,pal
371,Gabel::N,ви́лке,fourchetez
372,Löffel::N,па́не,loa
373,Löffel::N,совла́,loa
374,Messer::N,кӱ́зӧ,kontell
375,Nagel::N,пуда́,tach
376,Netz::N,вапш,roued
377,Haken::N,са́гыле,krog
378,Griff::N,кыл,kemer
379,Schloss::N,кӧгӧ́н,potenn
380,Bild::N,сӱре́т,skeudenn
381,Figur::N,фигу́р,skeud
382,Figur::N,фигу́р,figur
383,Puppe::N,курча́к,merc'hodenn
384,Beutel::N,меша́к,sac'h
385,Bündel::N,арша́ш,feskenn
386,Tasche::N,сумка́,sac'h
387,Eimer::N,ведра́,sailh
388,Deckel::N,ко́мдыш,pallenn
389,Geschirr::N,а́те,listriaj
390,Sack::N,куль,sac'h
391,Sack::N,меша́к,sac'h
392,Tasse::N,чу́кыр,tas
393,Tasse::N,чашка́,tas
394,Topf::N,ми́ске,pod
395,Kessel::N,под,chaodouron
396,Essen::N,ко́чкыш,pred
397,Nahrung::N,ку́рго,boued
398,Speise::N,ко́чкыш,meuz
399,Fleisch::N,шыл,kig
400,Getreide::N,шу́рно,ed
401,Brei::N,пу́чымыш,yod
402,Brot::N,ки́нде,bara
403,Scheibe::N,ка́тыш,tailhenn
404,Fett::N,коя́,lard
405,Butter::N,ӱй,amann
406,Öl::N,ӱй,eoul
407,Salz::N,шинча́л,holen
408,Suppe::N,шӱр,soubenn
409,Honig::N,мӱй,mel
410,Milch::N,шӧр,laezh
411,Tee::N,чай,te
412,Leder::N,сура́н,lêr
413,Leder::N,шӱ́штӧ,lêr
414,Wolle::N,пун,gloan
415,Stoff::N,куэ́м,danvez
416,Stoff::N,посто́,danvez
417,Nadel::N,и́ме,nadoz
418,Faden::N,шӱ́ртӧ,neudenn
419,Knopf::N,по́лдыш,bouton
420,Knoten::N,пышке́м,skoulm
421,Farbe::N,чия́,liv
422,Kleidung::N,чие́м,dilhad
423,Kleidung::N,вурге́м,dilhad
424,Hemd::N,ту́выр,roc'hed
425,Kragen::N,сога́,gouzoug
426,Ärmel::N,шокш,milgin
427,Hose::N,йола́ш,bragoù
428,Gürtel::N,ӱ́штӧ,gouriz
429,Mütze::N,упш,boned
430,Schuh::N,боти́нке,botez
431,Stiefel::N,кем,botez
432,Ring::N,шерга́ш,gwalenn
433,Band::N,тасма́,bagad
434,Band::N,ле́нте,bagad
435,Kamm::N,шерге́,krib
436,Spiegel::N,вошто́нчыш,melezour
437,Riemen::N,кӱзанӱ́штӧ,lerenn
438,Schnur::N,кере́м,kordenn
439,Schnur::N,кандыра́,kordenn
440,Leine::N,вӱра́ҥ,roll
441,Decke::N,леве́дыш,golo
442,Decke::N,одея́л,golo
443,Kissen::N,кӱ́пчык,goubenner
444,Tuch::N,шо́выч,mezher
445,Handtuch::N,со́лык,toailhon
446,Kraft::N,вий,nerzh
447,Kraft::N,куа́т,nerzh
448,Stärke::N,куа́т,nerzhder
449,Stärke::N,карма́н,nerzhder
450,Gesundheit::N,таза́лык,yec'hed
451,Krankheit::N,чер,klañved
452,Schmerz::N,ко́рштыш,poan
453,Schmerz::N,ко́рштыш,droug
454,Wunde::N,су́сыр,gloazadenn
455,Fieber::N,йӱштыму́ж,terzhienn
456,Fieber::N,лихора́дке,terzhienn
457,Arznei::N,эм,louzoù
458,Brücke::N,кӱва́р,pont
459,Brunnen::N,вӱдвыне́м,puñs
460,Weide::N,нурше́р,prad
461,Pfad::N,йолго́рно,gwenodenn
462,Pfad::N,сокма́к,gwenodenn
463,Weg::N,ко́рно,hent
464,Straße::N,ко́рно,ru
465,Straße::N,ко́рно,hent
466,Dorf::N,ял,kêr
467,Dorf::N,ял,kêriadenn
468,Stadt::N,ола́,kêr
469,Brief::N,се́рыш,lizher
470,Buch::N,книга́,levr
471,Buchstabe::N,буква́,lizherenn
472,Zeitung::N,газе́т,kazetenn
473,Leben::N,и́лыш,buhez
474,Tod::N,колыма́ш,marv
475,Grab::N,шӱга́р,bez
476,Kirche::N,че́рке,iliz
477,Sünde::N,су́лык,pec'hed
478,Gott::N,ю́мо,doue
479,Arbeiter::N,паша́зе,labourer
480,Arbeiter::N,паша́зе,micherour
481,Chef::N,тӧра́,penn
482,Meister::N,маста́р,mestr
483,Arzt::N,врач,mezeg
484,Arzt::N,врач,medisin
485,Lehrer::N,ту́ныктышо,skolaer
486,Lehrer::N,ту́ныктышо,kelenner
487,Geld::N,окса́,arc'hant
488,Geschäft::N,сатулыма́ш,stal
489,Laden::N,ке́выт,stal
490,Preis::N,ак,priz
491,Ware::N,сату́,marc'hadourezh
492,Nutzen::N,пайда́,gounidegezh
493,Nutzen::N,пайда́,lañs
494,Nutzen::N,пайда́,profit
495,Nutzen::N,пайда́,spleit
496,Reichtum::N,поя́нлык,pinvidigezh
497,Welt::N,тӱня́,douar
498,Land::N,эл,bro
499,Staat::N,кугыжа́ныш,stad
500,König::N,кугыжа́,roue
501,Macht::N,власть,galloud
502,Grenze::N,грани́ца,harzoù
503,Krieg::N,сар,brezel
504,Feind::N,тушма́н,eneber
505,Gewalt::N,виешлыма́ш,tâerder
506,Kampf::N,кредалма́ш,kann
507,Bogen[Waffe]::N,юҥе́ж,gwareg
508,Pfeil::N,пикш,saezh
509,Gewehr::N,пыча́л,fuzuilh
510,Fehler::N,йо́ҥылыш,fazi
511,Lüge::N,шоя́к,gaou
512,Schaden::N,зия́н,gwall
513,Unglück::N,эҥге́к,gwalleur
514,Schuld::N,тита́к,kablusted
515,Schuld::N,тита́к,pec'hedigezh
516,Schuld::N,йола́,kablusted
517,Schuld::N,йола́,pec'hedigezh
518,Alter::N,ийго́т,oad
519,Schluss::N,муча́ш,diwezh
520,Zeit::N,жап,amzer
521,Zeit::N,па́гыт,amzer
522,Tag::N,ке́че,deizh
523,Morgen::N,эр,beure
524,Morgen::N,эр,mintin
525,Mittag::N,кечыва́л,kreisteiz
526,Abend::N,кас,abardaez
527,Nacht::N,йӱд,noz
528,Woche::N,арня́,sizhun
529,Monat::N,ты́лзе,miz
530,Jahr::N,ий,bloaz
531,Frühling::N,шо́шо,nevezamzer
532,Sommer::N,кеҥе́ж,hañv
533,Herbst::N,шы́же,diskaramzer
534,Winter::N,те́ле,goañv
535,Januar::N,шоркыйол,Genver
536,Januar::N,идалыкву́й,Genver
537,Januar::N,янва́рь,Genver
538,Februar::N,пургыж,C'hwevrer
539,Februar::N,февра́ль,C'hwevrer
540,März::N,ӱярня,Meurzh
541,März::N,март,Meurzh
542,April::N,апре́ль,Ebrel
543,Mai::N,ага,Mae
544,Mai::N,май,Mae
545,Juni::N,пеледыш,Mezheven
546,Juni::N,ию́нь,Mezheven
547,Juli::N,сӱрем,Gouhere
548,Juli::N,ию́ль,Gouhere
549,August::N,сорла,Eost
550,August::N,агарма́н,Eost
551,August::N,а́вгуст,Eost
552,September::N,идым,Gwengolo
553,September::N,сентя́брь,Gwengolo
554,Oktober::N,шыжа,Here
555,Oktober::N,октя́брь,Here
556,November::N,кылме тылзе,Du
557,November::N,ноя́брь,Du
558,Dezember::N,дека́брь,Kerzu
559,Montag::N,шо́чмо,Lun
560,Dienstag::N,ку́шкыжмо,Meurzh
561,Mittwoch::N,вӱрге́че,Merc'her
562,Donnerstag::N,изарня́,Yaou
563,Freitag::N,кугарня́,Gwener
564,Samstag::N,шуматке́че,Sadorn
565,Sonntag::N,рушарня́,Sul
566,groß::A,кугу́,bras
567,klein::A,изи́,bihan
568,lang::A,кужу́,hir
569,kurz::A,кӱ́чык,berr
570,breit::A,кумда́,ledan
571,schmal::A,а́ҥысыр,strizh
572,dicht::A,ну́гыдо,stank
573,dick[Gegenstand]::A,кӱ́жгӧ,tev
574,dünn::A,ви́чкыж,moan
575,fein::A,ты́гыде,munut
576,fest::A,чо́ткыдо,start
577,flach::A,лапка́,plaen
578,glatt::A,яклака́,lintr
579,glatt::A,яклака́,levn
580,hart::A,пе́ҥгыде,kalet
581,weich::A,пу́шкыдо,blot
582,rund::A,йырге́шке,ront
583,spitz::A,коша́р,poentet
584,scharf::A,пӱ́сӧ,dremm
585,stumpf::A,токма́к,talsoc'h
586,schwer::A,не́ле,pounner
587,schön::A,сы́лне,kaer
588,heiß::A,шо́кшо,tomm
589,warm::A,ле́ве,tomm
590,kalt::A,йӱ́штӧ,yen
591,kühl::A,юа́лге,yen
592,kühl::A,южгата́,yen
593,frisch::A,свежа́,fresk
594,feucht::A,вӱ́дыжгӧ,gleb
595,nass::A,нӧ́рӧ,gleb
596,trocken::A,ку́кшо,sec'h
597,voll::A,тич,leun
598,leer::A,яра́,goullo
599,offen::A,виш,digor
600,geschlossen::A,пе́тырыме,serr
601,geschlossen::A,тӱ́чмӧ,serr
602,sauber::A,ару́,naet
603,sauber::A,янда́р,naet
604,schmutzig::A,лавыра́н,lous
605,schmutzig::A,ла́выргыше,lous
606,roh::A,кӱ́чымӧ,kriz
607,reif::A,лӧза́,darev
608,lecker::A,ту́тло,lipous
609,lecker::A,ту́тло,saourus
610,süß::A,ше́ре,dous
611,bitter::A,ко́чо,c'hwerv
612,sauer::A,шо́по,trenk
613,hell::A,во́лгыдо,sklaer
614,dunkel::A,пычке́мыш,teñval
615,schwarz::A,шола́,du
616,weiß::A,ош,gwenn
617,rot::A,йошка́р,ruz
618,gelb::A,сар,melen
619,blau::A,ка́нде,glas
620,grün::A,ужа́р,gwer
621,grau::A,сур,louet
622,bunt::A,олача́,liesliv
623,billig::A,шу́лдо,marc'had-mat
624,teuer::A,ше́рге,ker
625,wertvoll::A,шергака́н,prizius
626,blind::A,со́кыр,dall
627,taub::A,соҥгыра́,bouzar
628,kräftig::A,куа́тле,start
629,stark::A,вия́н,kreñv
630,schwach::A,а́лдыме,gwan
631,fett::A,коя́,lard
632,schlank::A,йоштката́,sinkl
633,schlank::A,яжу́,sinkl
634,hübsch::A,чеве́р,koant
635,böse::A,шы́де,gwall
636,dumm::A,аҥыра́,glep
637,faul::A,його,lezirek
638,fleißig::A,ты́ршыше,studius
639,geizig::A,чаҥга́,tost
640,klug::A,уша́н,speredek
641,geschickt::A,уста́,dornet
642,lieb::A,ала́л,koant
643,lustig::A,весела́,laouen
644,sanft::A,ны́жылге,flour
645,hungrig::A,шу́жышо,marnaon
646,krank::A,че́рле,klañv
647,nackt::A,чарама́т,noazh
648,traurig::A,ойга́н,trist
649,lebendig::A,и́лыше,bev
650,gut::A,сай,mad
651,schlecht::A,уда́,fall
652,schlecht::A,уда́,gwall
653,schlecht::A,шӱ́кшӧ,fall
654,schlecht::A,шӱ́кшӧ,gwall
655,richtig::A,чы́нле,reizh
656,schlimm::A,аля́к,gwall
657,schlimm::A,тыра́н,gwall
658,wahr::A,чы́нле,gwir
659,wahr::A,настоя́щий,gwir
660,alt::A,то́што,kozh
661,neu::A,у,nevez
662,ehemalig::A,о́нчычсо,kozh
663,ehemalig::A,онда́кысе,kozh
664,alt[Lebewesen]::A,шо́нто,kozh
665,jung::A,са́мырык,yaouank
666,arm::A,нужна́,paour
667,reich::A,поя́н,pinvidik
668,bekannt::A,па́лыме,anavezet
669,berühmt::A,лӱ́млӧ,brudet
670,fremd::A,йот,dizanav
671,verschieden::A,тӱ́рлӧ,disheñel
672,nah::A,ли́шыл,nes
673,fern::A,тора́,diabell
674,fern::A,мӱ́ндыр,diabell
675,linker::A,шола́,kleiz
676,rechter::A,пурла́,dehoù
677,anderer::A,вес,all
678,anderer::A,мо́ло,all
679,erster::A,и́кымше,kentañ
680,zweiter::A,ко́кымшо,eil
681,dritter::A,ку́мшо,trede
682,letzter::A,пыта́ртыш,diwezhañ
683,allein::ADV,шкет,e-unan
684,auf einmal::ADV,икана́ште,ar un dro
685,zusammen::ADV,пырля́,asambles
686,lange::ADV,кужу́н,pell
687,plötzlich::ADV,кенета́,en un taol
688,sofort::ADV,кызыта́к,diouzhtu
689,später::ADV,варара́к,diwezhatoc'h
690,jetzt::ADV,ы́нде,bremañ
691,jetzt::ADV,кы́зыт,bremañ
692,heute::ADV,та́че,hiziv
693,morgen::ADV,эрла́,arc'hoazh
694,bald::ADV,вашке́,hepdale
695,dann::ADV,вара́,a-c'houde
696,gestern::ADV,теҥге́че,dec'h
697,einst::ADV,икана́,gwechall
698,damals::ADV,туна́м,neuze
699,danach::ADV,вара́,goude
700,vorher::ADV,о́нчыч,diagent
701,zuerst::ADV,онда́к,da gentañ
702,einmal::ADV,икана́,ur wech
703,manchmal::ADV,ка́шын,a-wechoù
704,manchmal::ADV,кокла́н,a-wechoù
705,oft::ADV,чӱ́чкыдын,alies
706,immer::ADV,эре́,atav
707,immer::ADV,эре́,bepred
708,immer::ADV,ту́тыш,atav
709,immer::ADV,ту́тыш,bepred
710,niemals::ADV,ок нигуна́м,gwech ebet
711,hier::ADV,ты́ште,amañ
712,hierhin::ADV,ты́шке,dre amañ
713,hierhin::ADV,тыш,dre amañ
714,von hier::ADV,тыше́ч,alemañ
715,von hier::ADV,тыве́ч,alemañ
716,dort::ADV,ту́што,aze
717,dort::ADV,ту́што,ahont
718,dorthin::ADV,туш,di
719,dorthin::ADV,туш,aze
720,dorthin::ADV,туш,ahont
721,dorthin::ADV,ту́шко,di
722,dorthin::ADV,ту́шко,aze
723,dorthin::ADV,ту́шко,ahont
724,geradeaus::ADV,вик,war-eeun
725,vorwärts::ADV,о́нчыко,war-raok
726,rückwärts::ADV,шеҥге́к,war-lerc'h
727,zurück::ADV,мӧҥге́ш,war-dreñv
728,unten::ADV,ӱ́лнӧ,en traoñ
729,unten::ADV,йыма́лне,en traoñ
730,hinab::ADV,йыма́к,a-izel
731,oben::ADV,кӱ́шнӧ,en nec'h
732,oben::ADV,ӱмба́лне,en nec'h
733,hinauf::ADV,кӱ́ш,e-krec'h
734,hinauf::ADV,кӱ́шкӧ,e-krec'h
