,Concept_ID,nl,bn
92,Donner::N,donder,বজ্রধ্বনি
93,Strömung::N,stroming,স্রোত
94,Tropfen::N,druppel,ফোঁটা
95,Schaum::N,schuim,ফেনা
96,Schmutz::N,vuil,ধুলা
97,See::N,meer,হ্রদ
98,Sumpf::N,moeras,জলা
99,Moor::N,veen,মাঠ
100,Wiese::N,wei,তৃণভূমি
101,Wiese::N,weide,তৃণভূমি
102,Wald::N,bos,বন
103,Hügel::N,heuvel,পাহাড়
104,Anhöhe::N,hoogte,টিলা
105,Berg::N,berg,পর্বত
106,Gipfel::N,top,শীর্ষ
107,Höhle::N,hol,গুহা
108,Abhang::N,helling,ঢাল
109,Quelle::N,bron,উৎস
110,Bach::N,beek,ক্ষুদ্র নদী
111,Fluss::N,stroom,নদী
112,Ufer::N,wal,উপকূল
113,Ufer::N,oever,উপকূল
114,Küste::N,kust,তীর
115,Festland::N,vasteland,ভূমি
116,Meer::N,zee,সমুদ্র
117,Bucht::N,baai,উপসাগর
118,Bucht::N,inham,উপসাগর
119,Insel::N,eiland,দ্বীপ
120,Blume::N,bloem,ফুল
121,Gras::N,gras,ঘাস
122,Wurzel::N,wortel,শিকড়
123,Baum::N,boom,গাছ
124,Stamm::N,stam,স্কন্ধ
125,Rinde::N,schors,বল্কল
126,Ast::N,tak,শাখা
127,Zweig::N,twijg,ডাল
128,Blatt::N,blad,পর্ণ
129,Birke::N,berk,ভুর্জ
130,Kiefer[Baum]::N,den,পাইন গাছ
131,Weide[Baum]::N,wilg,উইলো
132,Tanne::N,spar,দেবদারূ গাছ
133,Horn::N,hoorn,শিং
134,Feder::N,veer,পালক
135,Feder::N,pluim,পালক
136,Fell::N,vel,রোম
137,Flügel::N,vleugel,ডানা
138,Klaue::N,klauw,নখর
139,Kralle::N,klauw,নখর
140,Schwanz::N,staart,লেজ
141,Ei::N,ei,ডিম
142,Nest::N,nest,কুলায়
143,Bau::N,hol,ডেরা
144,Tier::N,dier,জন্তু
145,Herde::N,kudde,ঝাঁক
146,Kuh::N,koe,গোরু
147,Bulle::N,stier,বৃষ
148,Pferd::N,paard,ঘোড়া
149,Schaf::N,schaap,ভেড়া
150,Schwein::N,varken,শূকর
151,Hund::N,hond,কুকুর
152,Katze::N,kat,বেড়াল
153,Bär::N,beer,ভল্লুক
154,Eichhörnchen::N,eekhoorntje,কাঠবিড়াল
155,Elch::N,eland,হরিণবিশেষ
156,Fuchs::N,vos,পাঁতিশিয়াল
157,Hase::N,haas,শশক
158,Maus::N,muis,নেংটি ইঁদুর
159,Wolf::N,wolf,নেকড়ে
160,Vogel::N,vogel,পক্ষী
161,Schwarm::N,zwerm,ঝাঁক
162,Huhn::N,kip,মোরগ
163,Huhn::N,hoen,মোরগ
164,Hahn::N,haan,কুক্কুট
165,Gans::N,gans,হংসী
166,Adler::N,arend,ইগল
167,Ente::N,eend,হংসী
168,Eule::N,uil,পেচক
169,Kranich::N,kraanvogel,সারস
170,Krähe::N,kraai,কাক
171,Kuckuck::N,koekoek,কোকিল
172,Schwan::N,zwaan,মরাল
173,Fisch::N,vis,মাছ
174,Barsch::N,baars,মৎন্যবিশেষ
175,Hecht::N,snoek,বানমাছ
176,Schlange[Tier]::N,slang,সর্প
177,Wurm::N,worm,কীট
178,Spinne::N,spin,মাকড়সা
179,Ameise::N,mier,পিপীলিকা
180,Laus::N,luis,উকুন
181,Mücke::N,mug,মশা
182,Fliege::N,vlieg,মাছি
183,Schmetterling::N,vlinder,প্রজাপতি
184,Beere::N,bes,বেরি
185,Apfel::N,appel,আপেল
186,Pilz::N,paddestoel,ছত্রক
187,Zwiebel::N,ui,পিয়াজ
188,Saat::N,zaad,বীজ
189,Korn::N,graan,শস্য
190,Korn::N,korrel,শস্য
191,Heu::N,hooi,খড়
192,Schale::N,schil,খোসা
193,Grube::N,kuil,গর্ত
194,Falle::N,val,ফাঁদ
195,Schlinge::N,strop,পাশ
196,Spur::N,spoor,চিহ্ন
197,Asche::N,as,ভস্ম
198,Dreck::N,drek,ময়লা
199,Eisen::N,ijzer,লোহা
200,Gold::N,goud,স্বর্ণ
201,Silber::N,zilver,রৌপ্য
202,Kohle::N,kool,অঙ্গার
203,Glas::N,glas,কাচ
204,Lehm::N,klei,মৃত্তিকা
205,Sand::N,zand,বালি
206,Mensch::N,mens,নর
207,Mensch::N,mens,মানুষ
208,Mann::N,man,মানুষ
209,Frau::N,vrouw,নারী
210,Kind::N,kind,বাচ্চা
211,Junge::N,jongen,ছেলে
212,Mädchen::N,meisje,মেয়ে
213,Familie::N,gezin,পরিবার
214,Familie::N,familie,পরিবার
215,Großvater::N,grootvader,মাতামহ
216,Großmutter::N,grootmoeder,মাতামহী
217,Eltern::N,ouders,মাতাপিতা
218,Vater::N,vader,পিতা
219,Mutter::N,moeder,মাতা
220,Sohn::N,zoon,ছেলে
221,Tochter::N,dochter,মেয়ে
222,Bruder::N,broer,দাদা
223,Bruder::N,broeder,দাদা
224,Schwester::N,zus,বোন
225,Schwester::N,zus,দিদি
226,Schwester::N,zuster,বোন
227,Schwester::N,zuster,দিদি
228,Onkel::N,oom,মামা
229,Tante::N,tante,মাসী
230,Ehemann::N,echtgenoot,স্বামী
231,Ehefrau::N,echtgenote,পত্নী
232,Freude::N,vreugde,উল্লাস
233,Gelächter::N,gelach,হাসি
234,Glück::N,geluk,সুখ
235,Kummer::N,verdriet,দুঃখ
236,Wunsch::N,wens,আকাঙ্ক্ষা
237,Wunsch::N,verlangen,আকাঙ্ক্ষা
238,Lust::N,zin,বাসনা
239,Lust::N,lust,বাসনা
240,Geist::N,geest,আত্না
241,Gedanke::N,gedachte,চিন্তা
242,Gedächtnis::N,geheugen,স্মরণশক্তি
243,Verstand::N,verstand,মন
244,Sinn::N,betekenis,পদার্থ
245,Grund::N,reden,কারণ
246,Wahrheit::N,waarheid,সত্য
247,Gespräch::N,gesprek,কথাবার্তা
248,Märchen::N,sprookje,রূপকথা
249,Erzählung::N,verhaal,গল্প
250,Nachricht::N,tijding,তথ্য
251,Neuigkeit::N,nieuws,খবরাখবর
252,Neuigkeit::N,nieuwtje,খবরাখবর
253,Name::N,naam,নাম
254,Rätsel::N,raadsel,ধাঁধা
255,Rede::N,rede,বক্তৃতা
256,Sprache::N,taal,ভাষা
257,Stimme::N,stem,স্বর
258,Wort::N,woord,শব্দ
259,Zeichen::N,teken,প্রতীক
260,Ruf::N,roep,ডাক
261,Lärm::N,lawaai,হৈচৈ
262,Laut::N,klank,ধ্বনি
263,Laut::N,geluid,ধ্বনি
264,Ton::N,toon,স্বর
265,Ton::N,klank,স্বর
266,Lied::N,lied,গান
267,Ruhe::N,rust,শান্তি
268,Ruhe::N,stilte,শান্তি
269,Leute::N,lui,প্রজাপুঞ্জ
270,Leute::N,mensen,প্রজাপুঞ্জ
271,Volk::N,volk,জাতি
272,Arbeit::N,werk,চাকরি
273,Arbeit::N,arbeid,চাকরি
274,Gast::N,gast,অতিথি
275,Geschenk::N,cadeau,উপহার
276,Geschenk::N,geschenk,উপহার
277,Spiel::N,spel,খেলা
278,Gesellschaft::N,gezelschap,সঙ্গিগণ
279,Hilfe::N,hulp,সাহায্য
280,Freund::N,vriend,বন্ধু
281,Kamerad::N,maat,সঙ্গী
282,Kamerad::N,metgezel,সঙ্গী
283,Angelegenheit::N,zaak,বিষয়
284,Angelegenheit::N,aangelegenheid,বিষয়
285,Anzahl::N,tal,পরিমাণ
286,Anzahl::N,aantal,পরিমাণ
287,Art::N,slag,রকম
288,Art::N,soort,রকম
289,Stück::N,stuk,টুকরো
290,Teil::N,deel,অংশ
291,Hälfte::N,helft,অর্ধেক
292,Kreis::N,kring,বৃত্ত
293,Kreis::N,cirkel,বৃত্ত
294,Kreuz::N,kruis,ক্রুশ
295,Linie::N,lijn,রেখা
296,Strich::N,haal,কষি
297,Strich::N,streep,কষি
298,Abstand::N,afstand,ফাঁক
299,Entfernung::N,afstand,ব্যবধান
300,Gegend::N,streek,ক্ষেত্র
301,Platz::N,ruimte,জায়গা
302,Ort::N,oord,স্থান
303,Ort::N,plaats,স্থান
304,Seite::N,zij,পার্শ্ব
305,Seite::N,kant,পার্শ্ব
306,Seite::N,zijde,পার্শ্ব
307,Mitte::N,midden,মধ্য
308,Gegenstand::N,voorwerp,জিনিস
309,Sache::N,zaak,বস্তু
310,Rand::N,rand,কানা
311,Rand::N,boord,কানা
312,Kante::N,kant,ধার
313,Ecke::N,hoek,কোণ
314,Spitze::N,punt,ডগা
315,Spitze::N,spits,ডগা
316,Ende::N,einde,প্রান্ত
317,Ende::N,uiteinde,প্রান্ত
318,Loch::N,gat,গর্ত
319,Winkel::N,hoek,কোণ
320,Muster::N,dessin,নমুন্
321,Muster::N,patroon,নমুন্
322,Größe::N,grootte,আয়তন
323,Länge::N,lengte,দৈর্ঘ্য
324,Höhe::N,hoogte,উচ্চতা
325,Gewicht::N,gewicht,ওজন
326,Menge::N,hoeveelheid,পরিমাণ
327,Haufen::N,hoop,পুঞ্জ
328,Reihe::N,rij,শ্রেণী
329,Reihe::N,reeks,শ্রেণী
330,Boot::N,boot,নৌকা
331,Ruder::N,roeiriem,দাঁড়
332,Schlitten::N,slee,স্নেজ্-গাড়ি
333,Schlitten::N,slede,স্নেজ্-গাড়ি
334,Ski::N,ski,শী
335,Lagerfeuer::N,kampvuur,অগ্নি
336,Last::N,last,বোঝা
337,Last::N,vracht,বোঝা
338,Gang::N,wandeling,হণ্টন
339,Schritt::N,stap,পদ
340,Schritt::N,schrede,পদ
341,Norden::N,noorden,উত্তরদিক্
342,Süden::N,zuiden,দক্ষিণদিক
343,Westen::N,westen,পশ্চিমদিক্
344,Osten::N,oosten,পূর্বদিক
345,Holz::N,hout,কাঠ
346,Brett::N,plank,তক্তা
347,Platte::N,plaat,ফলক
348,Stütze::N,stut,নাগদণ্ড
349,Stütze::N,steun,নাগদণ্ড
350,Stange::N,stang,দণ্ড
351,Stock::N,stok,ছড়ি
352,Stab::N,staf,যষ্টি
353,Rohr::N,pijp,নল
354,Haus::N,huis,ঘর
355,Heim::N,tehuis,বাসা
356,Ofen::N,kachel,স্টোভ্
357,Fußboden::N,vloer,গহতল
358,Tisch::N,tafel,মেজ
359,Tisch::N,tafel,টেবিল
360,Stuhl::N,stoel,চেয়ার
361,Stuhl::N,stoel,কেদারা
362,Wiege::N,wieg,দোলনা
363,Bett::N,bed,শয্যা
364,Regal::N,rek,তাক
365,Kiste::N,kist,বাক্স
366,Fenster::N,raam,জানালা
367,Fenster::N,venster,জানালা
368,Tür::N,deur,দ্বার
369,Tor::N,poort,দ্বার
370,Zaun::N,omheining,বেড়া
371,Dach::N,dak,ছাদ
372,Leiter::N,ladder,মই
373,Besen::N,bezem,গুল্মবিশেষ
374,Spaten::N,schop,কোদাল
375,Schaufel::N,schep,বেলচা
376,Gabel::N,vork,কাঁটা
377,Löffel::N,lepel,চামচ
378,Messer::N,mes,ছুরি
379,Nagel::N,spijker,পেরেক
380,Netz::N,net,জাল
381,Haken::N,haak,কাচি
382,Griff::N,handvat,হাতল
383,Schloss::N,slot,তালা
384,Bild::N,beeld,ছবি
385,Bild::N,beeld,চিত্র
386,Figur::N,figuur,আকার
387,Puppe::N,pop,পুতুল
388,Beutel::N,zak,বটুয়া
389,Beutel::N,buidel,বটুয়া
390,Bündel::N,pak,আঁটি
391,Bündel::N,bundel,আঁটি
392,Tasche::N,tas,থলি
393,Eimer::N,emmer,বাল্তি
394,Deckel::N,deksel,আবরণ
395,Geschirr::N,vaatwerk,থালা-বাসন
396,Sack::N,zak,বস্তা
397,Tasse::N,kop,কাপ
398,Topf::N,pan,পাত্র
399,Kessel::N,ketel,কেটলি
400,Essen::N,eten,আহার
401,Nahrung::N,voedsel,খাদ্য
402,Speise::N,spijs,খাদ্য
403,Fleisch::N,vlees,মাংস
404,Getreide::N,graan,শস্য
405,Brei::N,pap,মণ্ড
406,Brei::N,brij,মণ্ড
407,Brot::N,brood,রুটি
408,Scheibe::N,plak,ফালি
409,Scheibe::N,snede,ফালি
410,Fett::N,vet,মেদ
411,Butter::N,boter,মাখন
412,Öl::N,olie,তৈল
413,Salz::N,zout,নুন
414,Suppe::N,soep,শুরুয়া
415,Honig::N,honing,মধু
416,Milch::N,melk,দুধ
417,Tee::N,thee,চা
418,Leder::N,leer,পাকা চামড়া
419,Leder::N,leder,পাকা চামড়া
420,Wolle::N,wol,পশম
421,Stoff::N,stof,বস্ত্র
422,Nadel::N,naald,সুচ
423,Faden::N,draad,সূত্র
424,Knopf::N,knoop,বোতাম
425,Knoten::N,knoop,গিঁট
426,Farbe::N,verf,রং
427,Kleidung::N,kledij,কাপড়
428,Kleidung::N,kleding,কাপড়
429,Hemd::N,hemd,শার্ট
430,Kragen::N,kraag,গলবন্ধ
431,Ärmel::N,mouw,আস্তিন্
432,Hose::N,broek,ট্রাউজার
433,Hose::N,pantalon,ট্রাউজার
434,Gürtel::N,riem,কটিবন্ধ
435,Gürtel::N,gordel,কটিবন্ধ
436,Mütze::N,muts,টুপি
437,Schuh::N,schoen,জুতো
438,Stiefel::N,laars,বুট
439,Ring::N,ring,আংটি
440,Band::N,lint,ফিতা
441,Kamm::N,kam,চিরুনি
442,Spiegel::N,spiegel,আয়না
443,Riemen::N,riem,চাবুক
444,Schnur::N,koord,দড়ি
445,Leine::N,lijn,শিকল
446,Decke::N,deken,কম্বল
447,Kissen::N,kussen,উপাধান
448,Tuch::N,doek,বস্ত্র
449,Handtuch::N,handdoek,তোয়ালে
450,Kraft::N,kracht,জোর
451,Stärke::N,sterkte,শক্তি
452,Gesundheit::N,gezondheid,স্বাস্থ্য
453,Krankheit::N,ziekte,অসুখ
454,Krankheit::N,ziekte,ব্যামো
455,Schmerz::N,pijn,যন্ত্রণা
456,Wunde::N,wond,ক্ষত
457,Fieber::N,koorts,জ্বর
458,Arznei::N,medicament,ঔষধ
459,Arznei::N,geneesmiddel,ঔষধ
460,Brücke::N,brug,সেতু
461,Brunnen::N,put,কূপ
462,Brunnen::N,bron,কূপ
463,Weide::N,wei,পশুচারণভূমি
464,Weide::N,weide,পশুচারণভূমি
465,Pfad::N,pad,পথ
466,Weg::N,weg,পথ
467,Straße::N,baan,রাস্তা
468,Straße::N,straat,রাস্তা
469,Dorf::N,dorp,গ্রাম
470,Stadt::N,stad,শহর
471,Brief::N,brief,চিঠি
472,Buch::N,boek,বই
473,Buchstabe::N,letter,অক্ষর
474,Zeitung::N,krant,সংবাদপত্র
475,Zeitung::N,dagblad,সংবাদপত্র
476,Leben::N,leven,জীবন
477,Tod::N,dood,মৃত্যু
478,Grab::N,graf,কবর
479,Kirche::N,kerk,গির্জা
480,Sünde::N,zonde,পাপ
481,Gott::N,god,দেবতা
482,Arbeiter::N,arbeider,শ্রমিক
483,Chef::N,chef,নেতা
484,Meister::N,meester,ব্যক্তি
485,Arzt::N,arts,চিকিৎসক
486,Arzt::N,dokter,চিকিৎসক
487,Lehrer::N,leraar,অধ্যাপক
488,Lehrer::N,onderwijzer,অধ্যাপক
489,Geld::N,geld,মুদ্রা
490,Geld::N,geld,টাকাপয়সা
491,Geschäft::N,zaak,ব্যস্ততা
492,Laden::N,winkel,দোকান
493,Preis::N,prijs,মূল্য
494,Ware::N,waar,পণ্যদ্রব্য
495,Nutzen::N,nut,সুবিধা
496,Nutzen::N,voordeel,সুবিধা
497,Reichtum::N,rijkdom,ধনদৌলত
498,Welt::N,wereld,জগৎ
499,Land::N,land,খেত
500,Staat::N,staat,রাষ্ট্র
501,König::N,koning,রাজা
502,Macht::N,macht,প্রভাব
503,Grenze::N,grens,সীমা
504,Krieg::N,oorlog,যুদ্ধ
505,Feind::N,vijand,শত্রু
506,Gewalt::N,geweld,জোর
507,Kampf::N,strijd,লড়াই
508,Kampf::N,gevecht,লড়াই
509,Bogen[Waffe]::N,boog,ধনুক
510,Pfeil::N,pijl,বাণ
511,Gewehr::N,geweer,বন্দুক
512,Fehler::N,fout,ভুল
513,Lüge::N,leugen,মিথ্যা
514,Schaden::N,schade,ক্ষতি
515,Unglück::N,tegenspoed,দুর্ভাগ্য
516,Schuld::N,schuld,অপরাধ
517,Alter::N,leeftijd,আয়ু
518,Schluss::N,slot,শেষ
519,Zeit::N,tijd,সময়
520,Tag::N,dag,দিন
521,Morgen::N,morgen,সকাল
522,Morgen::N,ochtend,সকাল
523,Mittag::N,middag,মধ্যাহু
524,Abend::N,avond,সন্ধ্যা
525,Nacht::N,nacht,রাত্রি
526,Woche::N,week,সপ্তাহ
527,Monat::N,maand,মাস
528,Jahr::N,jaar,সৌরবর্ষ
529,Frühling::N,lente,বসন্তকাল
530,Frühling::N,voorjaar,বসন্তকাল
531,Sommer::N,zomer,গ্রীষ্মকাল
532,Herbst::N,herfst,শরংঋতু
533,Winter::N,winter,শীতকাল
534,Januar::N,januari,জানুয়ারী
535,Februar::N,februari,ফেব্রুয়ারী
536,März::N,maart,মার্চ
537,April::N,april,এপ্রিল
538,Mai::N,mei,মে
539,Juni::N,juni,জুন
540,Juli::N,juli,জুলাই
541,August::N,augustus,অগাস্ট
542,September::N,september,সেপ্টেম্বর
543,Oktober::N,oktober,অক্টোবর
544,November::N,november,নভেম্বর
545,Dezember::N,december,ডিসেম্বর
546,Montag::N,maandag,সোমবার
547,Dienstag::N,dinsdag,মঙ্গলবার
548,Mittwoch::N,woensdag,বুধবার
549,Donnerstag::N,donderdag,বৃহম্পতিবার
550,Freitag::N,vrijdag,শুক্রবার
551,Samstag::N,zaterdag,শনিবার
552,Sonntag::N,zondag,রবিবার
553,groß::A,groot,বৃহৎ
554,klein::A,klein,ছোট
555,lang::A,lang,দীর্ঘ
556,kurz::A,kort,খর্ব
557,kurz::A,kort,হ্রস্ব
558,breit::A,breed,চওড়া
559,schmal::A,smal,সরু
560,dicht::A,dicht,ঘন
561,dick[Gegenstand]::A,dik,পুরু
562,dünn::A,dun,কৃশ
563,fein::A,fijn,সূক্ষ্ম
564,fest::A,vast,দৃঢ়
565,flach::A,plat,সমতল
566,glatt::A,glad,মসৃণ
567,hart::A,hard,শক্ত
568,weich::A,week,নরম
569,rund::A,rond,গোলাকার
570,spitz::A,spits,তীক্ষ্ন
571,spitz::A,puntig,তীক্ষ্ন
572,scharf::A,scherp,শাণিত
573,stumpf::A,stomp,ভোঁতা
574,schwer::A,zwaar,ভারী
575,schön::A,mooi,সুন্দর
576,schön::A,fraai,সুন্দর
577,heiß::A,heet,গরম
578,warm::A,warm,ঈষদুষ্ণ
579,kalt::A,koud,ঠাণ্ডা
580,kühl::A,koel,শীতল
581,frisch::A,fris,তাজা
582,feucht::A,vochtig,ভিজা
583,nass::A,nat,ভিজা
584,trocken::A,droog,শুষ্ক
585,voll::A,vol,পূর্ণ
586,leer::A,leeg,খালি
587,offen::A,open,খোলা
588,geschlossen::A,gesloten,বন্ধ
589,sauber::A,net,নির্মল
590,sauber::A,schoon,নির্মল
591,schmutzig::A,vuil,নোংরা
592,roh::A,rauw,কাঁচা
593,reif::A,rijp,পাকা
594,lecker::A,lekker,সুস্বাদ
595,süß::A,zoet,মিষ্ট
596,bitter::A,bitter,তিক্ত
597,sauer::A,zuur,টক
598,hell::A,licht,উজ্জ্বল
599,hell::A,helder,উজ্জ্বল
600,dunkel::A,donker,অন্ধকারময়
601,schwarz::A,zwart,কালো
602,weiß::A,wit,সাদা
603,rot::A,rood,লাল
604,gelb::A,geel,হলদে
605,blau::A,blauw,নীল
606,grün::A,groen,সবুজ
607,grau::A,grijs,ছাই-রঙা
608,bunt::A,bont,রঙিন
609,billig::A,goedkoop,সস্তা
610,teuer::A,duur,আক্রা
611,wertvoll::A,kostbaar,মহার্ঘ
612,wertvoll::A,waardevol,মহার্ঘ
613,blind::A,blind,কানা
614,taub::A,doof,বধির
615,kräftig::A,krachtig,বিশাল
616,stark::A,sterk,শক্তিশালী
617,schwach::A,zwak,দুর্বল
618,fett::A,vet,মোটা
619,schlank::A,slank,কৃশ
620,hübsch::A,leuk,সুন্দর
621,böse::A,kwaad,খারাপ
622,dumm::A,dom,মূর্খ
623,faul::A,lui,শ্রমবিমুখ
624,fleißig::A,vlijtig,পরিশ্রমী
625,geizig::A,gierig,ব্যয়কুণ্ঠ
626,klug::A,slim,দক্ষ
627,klug::A,schrander,দক্ষ
628,klug::A,verstandig,দক্ষ
629,geschickt::A,handig,পটু
630,geschickt::A,vaardig,পটু
631,lieb::A,lief,প্রেয়
632,lustig::A,vrolijk,প্রফুল্ল
633,sanft::A,zacht,নম্র
634,hungrig::A,hongerig,ক্ষুধার্ত
635,krank::A,ziek,অসুস্থ
636,nackt::A,naakt,উলঙ্গ
637,traurig::A,treurig,দুঃখিত
638,traurig::A,bedroefd,দুঃখিত
639,lebendig::A,levend,জীবিত
640,gut::A,goed,ভালো
641,schlecht::A,slecht,মন্দ
642,richtig::A,juist,ঠিক
643,schlimm::A,erg,কদর্য
644,schlimm::A,kwaad,কদর্য
645,wahr::A,waar,বাস্তব
646,alt::A,oud,পুরাতন
647,neu::A,nieuw,নব
648,neu::A,nieuw,নূতন
649,ehemalig::A,voormalig,পূর্বকালীন
650,alt[Lebewesen]::A,oud,বৃদ্ধ
651,jung::A,jong,তরুণ
652,arm::A,arm,ক্ষুদ্র
653,reich::A,rijk,ধনবান্
654,bekannt::A,bekend,সুপরিচিত
655,berühmt::A,beroemd,বিখ্যাত
656,fremd::A,vreemd,বিদেশি
657,verschieden::A,verscheiden,বিসদৃশ
658,verschieden::A,verschillend,বিসদৃশ
659,nah::A,nabij,নিকটবতী
660,nah::A,nabijgelegen,নিকটবতী
661,fern::A,ver,দুরবতী
662,linker::A,linker,বাম
663,rechter::A,rechter,ডান
664,rechter::A,rechter,ডাইন
665,anderer::A,andere,অন্যতর
666,erster::A,eerste,প্রথম
667,zweiter::A,tweede,দ্বিতীয়
668,dritter::A,derde,তৃতীয়
669,letzter::A,laatste,সর্বশেষ
670,allein::ADV,alleen,একক
671,auf einmal::ADV,ineens,জলদি
672,auf einmal::ADV,tegelijk,জলদি
673,zusammen::ADV,samen,একসঙ্গে
674,zusammen::ADV,bijeen,একসঙ্গে
675,lange::ADV,lang,লম্বা
676,plötzlich::ADV,eensklaps,হঠাৎ
677,plötzlich::ADV,plotsklaps,হঠাৎ
678,sofort::ADV,terstond,মুহ্ণর্তমধ্যে
679,sofort::ADV,aanstonds,মুহ্ণর্তমধ্যে
680,sofort::ADV,onmiddelijk,মুহ্ণর্তমধ্যে
681,später::ADV,later,পশ্চাতে
682,jetzt::ADV,nu,এখন
683,jetzt::ADV,nou,এখন
684,jetzt::ADV,thans,এখন
685,heute::ADV,heden,আজ
686,heute::ADV,vandaag,আজ
687,morgen::ADV,morgen,আগামিকাল
688,bald::ADV,gauw,অস্পকালমধ্যে
689,bald::ADV,weldra,অস্পকালমধ্যে
690,dann::ADV,dan,তখন
691,dann::ADV,toen,তখন
692,gestern::ADV,gisteren,গতকাল
693,einst::ADV,eens,একবার মাত্র
694,damals::ADV,toen,তখন
695,damals::ADV,destijds,তখন
696,danach::ADV,daarna,পরে
697,vorher::ADV,vooraf,আগে
698,vorher::ADV,van tevoren,আগে
699,zuerst::ADV,eerst,আগে
700,zuerst::ADV,het eerst,আগে
701,einmal::ADV,eens,একবার
702,einmal::ADV,eenmaal,একবার
703,manchmal::ADV,soms,কখনও কখনও
704,oft::ADV,vaak,ঘনঘন
705,oft::ADV,dikwijls,ঘনঘন
706,immer::ADV,altijd,সর্বদা
707,niemals::ADV,nooit,কখলও নহে
708,hier::ADV,hier,এখানে
709,hierhin::ADV,hierheen,এখানে
710,von hier::ADV,van hier,ত্রই স্তান হইতে
711,von hier::ADV,hiervandaan,ত্রই স্তান হইতে
712,dort::ADV,daar,ওখানে
713,dort::ADV,ginds,ওখানে
714,dorthin::ADV,daarheen,ওখানে
715,geradeaus::ADV,rechtuit,অগ্রগামী
716,geradeaus::ADV,rechtdoor,অগ্রগামী
717,vorwärts::ADV,vooruit,সন্মুখিকে
718,vorwärts::ADV,voorwaarts,সন্মুখিকে
719,rückwärts::ADV,achteruit,খিরিয়া
720,rückwärts::ADV,achterwaarts,খিরিয়া
721,zurück::ADV,terug,পিঠ
722,unten::ADV,beneden,নীচে
723,unten::ADV,onderaan,নীচে
