,Concept_ID,be,cs
828,aufgehen[Sonne]::V,узысці,vyjít
829,untergehen[Sonne]::V,зайсці,zapadnout
830,scheinen[Sonne]::V,свяціць,svítit
831,donnern::V,грымець,hřmět
832,wehen::V,дзьмуць,vát
833,wehen::V,дзьмуць,vanout
834,strömen::V,ліцца,proudit
835,fließen::V,цячы,téct
836,sich drehen::V,круціцца,točit se
837,sich drehen::V,варочацца,točit se
838,schwanken::V,хістацца,kolísat
839,schwanken::V,хістацца,houpat se
840,schwingen::V,гайдацца,kývat se
841,schwingen::V,калыхацца,kývat se
842,fallen::V,падаць,padat
843,brennen::V,гарэць,hořet
844,rauchen::V,дымець,kouřit
845,regnen::V,дажджыць,pršet
846,gefrieren::V,замерзнуць,zamrznout
847,tauen::V,раставаць,tát
848,schmelzen::V,плавіцца,tavit
849,trocknen::V,сохнуць,schnout
850,sieden::V,кіпець,vřít
851,faulen::V,гнісці,hnít
852,verfaulen::V,згнісці,shnít
853,reißen::V,ірвацца,roztrhat se
854,versinken::V,тануць,topit se
855,versinken::V,тануць,ponořit se
856,vergehen::V,праходзіць,plynout
857,erscheinen::V,зʼявіцца,objevit se
858,verschwinden::V,знікнуць,zmizet
859,sinken::V,спадаць,klesat
860,abnehmen::V,паменшыцца,ubýt
861,zunehmen::V,павялічвацца,přibýt
862,steigen::V,паднімацца,stoupat
863,wachsen::V,расці,růst
864,glänzen::V,блішчаць,lesknout se
865,funkeln::V,бліскаць,jiskřit se
866,lärmen::V,шумець,dělat hluk
867,läuten::V,званіць,zvonit
868,klingeln::V,званіць,zvonit
869,klirren::V,бразгаць,řinčet
870,brausen::V,бушаваць,hučet
871,rauschen::V,шастаць,šumět
872,klingen::V,гучаць,znít
873,bellen::V,брахаць,štěkat
874,heulen::V,выць,výt
875,blasen::V,дзьмухнуць,foukat
876,pfeifen::V,свістаць,pískat
877,schreien::V,крычаць,křičet
878,stöhnen::V,стагнаць,sténat
879,zittern::V,дрыжаць,třást se
880,leben::V,жыць,žít
881,geboren werden::V,нарадзіцца,rodit se
882,atmen::V,дыхаць,dýchat
883,trinken::V,піць,pít
884,essen::V,есці,jíst
885,schlucken::V,глытаць,polykat
886,müde werden::V,стаміцца,unavit se
887,einschlafen::V,заснуць,usnout
888,schlafen::V,спаць,spát
889,aufwachen::V,рассыпацца,probudit se
890,aufstehen::V,устаць,vstát
891,sich erholen::V,адпачываць,zotavovat se
892,krank werden::V,захварэць,onemocnět
893,krank sein::V,хварэць,být nemocný
894,schmerzen::V,балець,bolet
895,husten::V,кашляць,kašlat
896,genesen::V,паправіцца,uzdravit se
897,genesen::V,паздаравець,uzdravit se
898,sterben::V,памерці,umřít
899,umkommen::V,загінуць,zahynout
900,sich bewegen::V,рухацца,pohnout se
901,sich rühren::V,варушыцца,hnout se
902,sich erheben::V,устаць,zdvihnout se
903,sich setzen::V,сесці,posadit se
904,hinfallen::V,упасці,upadnout
905,laufen::V,хадзіць,běžet
906,schreiten::V,шагаць,kráčet
907,schreiten::V,крочыць,kráčet
908,spazierengehen::V,гуляць,procházet se
909,eilen::V,спяшацца,spěchat
910,sich beeilen::V,спяшацца,pospíšit si
911,sausen::V,імчацца,fičet
912,rennen::V,бегаць,pádit
913,springen::V,скакаць,skákat
914,klettern::V,лазіць,lézt
915,klettern::V,лазіць,šplhat
916,schaukeln::V,гайдацца,houpat
917,kriechen::V,поўзаць,lézt
918,kriechen::V,поўзаць,plazit se
919,schwimmen::V,плаваць,plavat
920,tauchen::V,ныраць,nořit se
921,rudern::V,веславаць,veslovat
922,fahren::V,ехаць,jet
923,fahren::V,ехаць,jezdit
924,fliegen::V,лятаць,létat
925,gehen::V,ісці,jít
926,weggehen::V,пайсці,odejít
927,abfahren::V,адʼяжджаць,odjet
928,anhalten::V,спыніцца,zastavit se
929,anhalten::V,затрымацца,zastavit se
930,hineingehen::V,уваходзіць,vcházet se
931,eintreten::V,увайсці,vstoupit
932,kommen::V,прыйсці,přijít
933,ankommen::V,прыбыць,dojít
934,zurückkommen::V,вярнуцца,vrátit se
935,bleiben::V,застацца,zůstat
936,warten::V,чакаць,čekat
937,erwarten::V,чакаць,čekat na
938,suchen::V,шукаць,hledat
939,finden::V,знайсці,najít
940,versuchen::V,прабаваць,zkoušet
941,vorbereiten::V,падрыхтаваць,připravit
942,lieben::V,кахаць,milovat
943,mögen::V,любіць,mít rád
944,lachen::V,смяяцца,smát se
945,rühren::V,расчуліць,dojmout
946,weinen::V,плакаць,plakat
947,schimpfen::V,лаяцца,nadávat
948,sich ärgern::V,сердаваць,pohoršit se
949,sich fürchten::V,баяцца,bát se
950,fürchten::V,баяцца,bát se
951,fliehen::V,уцякаць,utéct
952,flüchten::V,уцячы,prchnout
953,sehen::V,бачыць,vidět
954,anschauen::V,паглядзець,podívat se na
955,ansehen::V,глядзець,sledovat
956,hören::V,чуць,slyšet
957,zuhören::V,слухаць,poslouchat
958,probieren::V,каштаваць,ochutnávat
959,riechen::V,нюхаць,cítit
960,fühlen::V,адчуваць,cítit
961,scheinen::V,здавацца,zdát se
962,zu sehen sein::V,віднецца,moci být viděn
963,vernehmen::V,пачуць,uslyšet
964,frieren::V,мёрзнуць,mrznout
965,tun::V,рабіць,dělat
966,können::V,умець,moct
967,wollen::V,хацець,chtít
968,anfangen::V,пачаць,začít
969,beenden::V,закончыць,ukončit
970,aufhören::V,перастаць,přestat
971,gelingen::V,удацца,podařit se
972,geraten::V,аказацца,dařit se
973,öffnen::V,адчыніць,otevřít
974,schließen::V,зачыніць,zavřít
975,stellen::V,паставіць,postavit
976,setzen::V,пасадзіць,posadit
977,legen::V,класці,klást
978,legen::V,класці,položit
979,berühren::V,чапаць,dotýkat se
980,verbinden::V,звязаць,spojit
981,bedecken::V,накрыць,pokrýt
982,aufhängen::V,павесіць,oběsit
983,aufhängen::V,павесіць,pověsit
984,anzünden::V,запаліць,zapálit
985,anzünden::V,запаліць,podpálit
986,aufheben::V,падняць,zvednout
987,aufheben::V,падняць,zdvihnout
988,zurücklassen::V,пакінуць,zanechat
989,verlieren::V,згубіць,ztratit
990,fallen lassen::V,упусціць,upustit
991,machen::V,зрабіць,udělat
992,herstellen::V,вырабіць,vyrobit
993,bauen::V,будаваць,stavět
994,bauen::V,будаваць,budovat
995,reparieren::V,правіць,opravit
996,verbessern::V,палепшыць,zlepšit
997,ändern::V,змяніць,změnit
998,graben::V,капаць,rýt
999,graben::V,капаць,kopat
1000,beugen::V,сагнуць,ohnout
1001,biegen::V,пагнуць,ohnout
1002,drehen::V,вярцець,točit
1003,wenden::V,павярнуць,obrátit
1004,umdrehen::V,перавярнуць,obrátit
1005,heben::V,падымаць,zdvihnout
1006,hochheben::V,падняць,zvednout
1007,ergreifen::V,схапіць,chopit se
1008,ergreifen::V,схваціць,chopit se
1009,halten::V,трымаць,držet
1010,drücken::V,націскаць,stisknout
1011,schieben::V,пхаць,posouvat
1012,schieben::V,штурхаць,posouvat
1013,kratzen::V,скрэбці,škrábat
1014,lecken::V,лізаць,lízat
1015,beißen::V,кусаць,kousat
1016,abreißen::V,адарваць,utrhat
1017,abreißen::V,адарваць,odtrhat
1018,abschneiden::V,адрэзаць,uřezat
1019,abschneiden::V,адрэзаць,ukrojit
1020,binden::V,вязаць,přivázat
1021,stecken::V,уваткнуць,strčit
1022,brechen::V,зламаць,lomit
1023,klopfen::V,стукаць,ťukat
1024,klopfen::V,стукаць,klepat
1025,hauen::V,біць,bít
1026,kleben::V,клеіць,lepit
1027,reiben::V,церці,třít
1028,streichen::V,намазаць,mazat
1029,schleifen::V,тачыць,brousit
1030,schneiden::V,рэзаць,řezat
1031,schneiden::V,рэзаць,střihat
1032,rütteln::V,хістаць,třást
1033,rütteln::V,хістаць,otřást
1034,schütteln::V,трэсці,třást
1035,schütteln::V,трэсці,zatřást
1036,schwenken::V,махаць,mávat
1037,schütten::V,наліць,nasypat
1038,füllen::V,напоўніць,naplnit
1039,einwickeln::V,загарнуць,zavinout
1040,tragen::V,несці,nést
1041,schleppen::V,цягнуць,vléct
1042,ziehen::V,цягнуць,tahat
1043,ziehen::V,цягнуць,táhnout
1044,aufbewahren::V,захоўваць,schovat
1045,werfen::V,кідаць,házet
1046,fangen::V,лавіць,chytat
1047,packen::V,схапіць,uchvátit
1048,packen::V,схваціць,uchvátit
1049,verstecken::V,схаваць,schovat
1050,teilen::V,раздзяліць,rozdělit
1051,schicken::V,пасылаць,posílat
1052,bringen::V,прынесці,přinést
1053,hinzufügen::V,дабавіць,připojit
1054,bekommen::V,дастаць,dostat
1055,erhalten::V,атрымаць,uchovat
1056,nehmen::V,ўзяць,vzít
1057,wählen::V,выбраць,zvolit
1058,auswählen::V,адабраць,vybrat
1059,bewahren::V,захаваць,uchránit
1060,behindern::V,перашкаджаць,překážet
1061,verderben::V,сапсаваць,zkazit
1062,beschädigen::V,пашкодзіць,porušit
1063,beschädigen::V,пашкодзіць,poškodit
1064,zerbrechen::V,разбіць,rozlámat
1065,zerreißen::V,разадраць,roztrhnout
1066,zerstören::V,разбурыць,zničit
1067,verbrennen::V,спаліць,spálit
1068,geben::V,даць,dát
1069,reichen::V,перадаць,podat
1070,schenken::V,дарыць,darovat
1071,versprechen::V,абяцаць,slíbit
1072,wünschen::V,жадаць,přát
1073,loben::V,хваліць,chválit
1074,küssen::V,цалаваць,líbat
1075,wiegen::V,гушкаць,chovat
1076,wiegen::V,гушкаць,kolébat
1077,wiegen::V,калыхаць,chovat
1078,wiegen::V,калыхаць,kolébat
1079,zudecken::V,накрыць,přikrýt
1080,zudecken::V,накрыць,přiklopit
1081,wecken::V,пабудзіць,vzbudit
1082,zeigen::V,паказаць,ukázat
1083,führen::V,весці,vést
1084,lehren::V,вучыць,učit
1085,unterrichten::V,выкладаць,vyučovat
1086,aufziehen::V,выхаваць,vychovat
1087,leiten::V,кіраваць,vodit
1088,antreiben::V,падганяць,nutit
1089,lassen::V,прымусіць,dát
1090,einladen::V,запрасіць,pozvat
1091,vereinigen::V,абʼяднаць,spojit
1092,besuchen::V,наведаць,návštívit
1093,treffen::V,сустрэць,potkat
1094,sich versammeln::V,сабрацца,shromáždit se
1095,spielen::V,гуляць,hrát
1096,singen::V,пець,zpívat
1097,singen::V,спяваць,zpívat
1098,tanzen::V,танцаваць,tančit
1099,sich trennen::V,расстацца,rozejít se
1100,verlassen::V,пакінуць,opustit
1101,retten::V,выратаваць,zachránit
1102,bewachen::V,ахоўваць,hlídat
1103,schützen::V,уберагаць,chránit
1104,verteidigen::V,абараніць,obhájit
1105,sich schlagen::V,біцца,bít se
1106,sich schlagen::V,драцца,bít se
1107,schießen::V,страляць,střílet
1108,siegen::V,перамагчы,zvítězit
1109,ärgern::V,злаваць,zlobit
1110,ärgern::V,злаваць,pohoršit
1111,schlagen::V,ударыць,udeřit
1112,schlagen::V,ударыць,praštit
1113,treten::V,штурхаць,kopnout
1114,stechen::V,укалоць,bodnout
1115,stechen::V,укалоць,píchnout
1116,stoßen::V,папхнуць,strčit
1117,stehlen::V,украсці,ukrást
1118,stören::V,перашкодзіць,vyrušit
1119,belästigen::V,дакучаць,obtěžovat
1120,verbergen::V,скрыць,skrýt
1121,verbergen::V,схаваць,skrýt
1122,täuschen::V,падмануць,klamat
1123,betrügen::V,змахляваць,podvést
1124,töten::V,забіць,zabít
1125,wohnen::V,жыць,bydlit
1126,arbeiten::V,працаваць,pracovat
1127,sammeln::V,сабраць,sebrat
1128,pflücken::V,зрываць,česat
1129,jagen::V,паляваць,uhonit
1130,fischen::V,рыбачыць,chytat ryby
1131,fassen::V,злавіць,ulovit
1132,hüten::V,пасвіць,pást
1133,treiben::V,гнаць,hnát
1134,anbinden::V,прывязаць,přivázat
1135,füttern::V,карміць,krmit
1136,melken::V,даіць,dojit
1137,hacken::V,сячы,seknout
1138,gießen::V,паліць,zalít
1139,reifen::V,паспець,uzrát
1140,zubereiten::V,зварыць,připravit
1141,zubereiten::V,згатаваць,připravit
1142,kochen::V,варыць,vařit
1143,backen::V,пячы,péct
1144,braten::V,смажыць,smažit
1145,umrühren::V,перамяшаць,zamíchat
1146,stricken::V,вязаць,plést
1147,nähen::V,шыць,šít
1148,färben::V,пафарбаваць,nabarvit
1149,reinigen::V,ачысціць,očistit
1150,waschen::V,мыць,mýt
1151,abwischen::V,выцерці,utřít
1152,spülen::V,паласкаць,spláchnout
1153,fegen::V,падмятаць,zamést
1154,kehren::V,месці,mést
1155,baden::V,купацца,koupat se
1156,sich waschen::V,мыцца,mýt se
1157,ausziehen::V,зняць,svléct
1158,anziehen::V,надзець,obléct
1159,sich anziehen::V,адзецца,oblékat se
1160,kämmen::V,прычасаць,učesat
1161,schmücken::V,аздобіць,ozdobit
1162,sagen::V,сказаць,říct
1163,sprechen::V,гаварыць,mluvit
1164,reden::V,размаўляць,hovořit
1165,sich unterhalten::V,гутарыць,povídat se
1166,fragen::V,спытаць,zeptat se
1167,bitten::V,прасіць,prosit
1168,erzählen::V,расказаць,povídat
1169,mitteilen::V,паведаміць,sdělit
1170,mitteilen::V,паведаміць,oznámit
1171,nennen::V,назваць,nazvat
1172,rufen::V,зваць,volat
1173,rufen::V,зваць,zavolat
1174,prahlen::V,хваліцца,chlubit se
1175,übersetzen::V,перакласці,přeložit
1176,denken::V,думаць,myslit
1177,glauben::V,верыць,věřit
1178,bemerken::V,заўважыць,zpozorovat
1179,erkennen::V,пазнаць,poznat
1180,begreifen::V,спасцігнуць,pochopit
1181,verstehen::V,пачуць,porozumět
1182,lernen::V,вучыцца,učit se
1183,wissen::V,знаць,vědět
1184,sich erinnern an::V,памятаць,vzpomínat si na
1185,vergessen::V,забыць,zapomínat
1186,messen::V,мераць,měřit
1187,zählen::V,лічыць,spočítat
1188,rechnen::V,лічыць,počítat
1189,lesen::V,чытаць,číst
1190,malen::V,маляваць,malovat
1191,zeichnen::V,рысаваць,rýsovat
1192,schreiben::V,пісаць,psát
1193,besitzen::V,мець,mít
1194,besitzen::V,мець,vlastnit
1195,kaufen::V,купіць,koupit
1196,verkaufen::V,прадаць,prodat
1197,bezahlen::V,заплаціць,zaplatit
1198,zahlen::V,плаціць,platit
1199,beherrschen::V,уладаць,ovládat
1200,beherrschen::V,валодаць,ovládat
1201,ertragen::V,выцерпець,snést
