,Concept_ID,fr,he
124,Küste::N,côte,חוף
125,Festland::N,terre ferme,יבשה
126,Meer::N,mer,ים
127,Bucht::N,baie,מפרץ
128,Insel::N,île,אי
129,Blume::N,fleur,פרח
130,Gras::N,herbe,דשא
131,Wurzel::N,racine,שרש
132,Baum::N,arbre,עץ
133,Stamm::N,tronc,גזע
134,Rinde::N,écorce,קלפת עץ
135,Ast::N,branche,ענף
136,Zweig::N,rameau,ענף
137,Blatt::N,feuille,עלה
138,Birke::N,bouleau,שדר
139,Kiefer[Baum]::N,pin,ארן
140,Weide[Baum]::N,saule,ערבה
141,Tanne::N,sapin,אשוח
142,Horn::N,corne,קרן
143,Feder::N,plume,נוצה
144,Fell::N,peau,פרוה
145,Flügel::N,aile,כנף
146,Klaue::N,serre,טלף
147,Kralle::N,ongle,טפר
148,Kralle::N,griffe,טפר
149,Schwanz::N,queue,זנב
150,Ei::N,œuf,ביצה
151,Nest::N,nid,קן
152,Bau::N,terrier,מחלה
153,Tier::N,animal,חיה
154,Herde::N,troupeau,עדר
155,Kuh::N,vache,פרה
156,Bulle::N,taureau,פר
157,Pferd::N,cheval,סוס
158,Schaf::N,mouton,כבשה
159,Schwein::N,porc,חזיר
160,Schwein::N,cochon,חזיר
161,Hund::N,chien,כלב
162,Katze::N,chat,חתול
163,Bär::N,ours,דב
164,Eichhörnchen::N,écureuil,סנאי
165,Elch::N,élan,דישון
166,Fuchs::N,renard,שועל
167,Hase::N,lièvre,ארנב
168,Maus::N,souris,עכבר
169,Wolf::N,loup,זאב
170,Vogel::N,oiseau,צפור
171,Schwarm::N,nuée,נחיל
172,Schwarm::N,nuée,להקה
173,Schwarm::N,volée,נחיל
174,Schwarm::N,volée,להקה
175,Huhn::N,poule,תרנגלת
176,Hahn::N,coq,תרנגול
177,Gans::N,oie,אוז
178,Adler::N,aigle,עיט
179,Ente::N,canard,ברוז
180,Eule::N,hibou,ינשוף
181,Kranich::N,grue,עגור
182,Kranich::N,grue,כרוכיה
183,Krähe::N,corneille,עורב
184,Kuckuck::N,coucou,קוקיה
185,Schwan::N,cygne,ברבור
186,Fisch::N,poisson,דג
187,Barsch::N,perche,אוקונוס
188,Hecht::N,brochet,זאב הים
189,Schlange[Tier]::N,serpent,נחש
190,Wurm::N,ver,תולעת
191,Spinne::N,araignée,עכביש
192,Ameise::N,fourmi,נמלה
193,Laus::N,pou,כנה
194,Mücke::N,moucheron,יתוש
195,Fliege::N,mouche,זבוב
196,Schmetterling::N,papillon,פרפר
197,Beere::N,baie,ענבה
198,Apfel::N,pomme,תפוח
199,Pilz::N,champignon,פטריה
200,Zwiebel::N,oignon,בצל
201,Saat::N,semence,זרעים
202,Korn::N,grain,גרעין
203,Heu::N,foin,חציר
204,Schale::N,pelure,קלפה
205,Grube::N,fosse,בור
206,Grube::N,fosse,שוחה
207,Falle::N,piège,מלכדת
208,Schlinge::N,lacs,לולאה
209,Spur::N,trace,עקבה
210,Asche::N,cendre,אפר
211,Dreck::N,crotte,זהמה
212,Eisen::N,fer,ברזל
213,Gold::N,or,זהב
214,Silber::N,argent,כסף
215,Kohle::N,charbon,פחם
216,Glas::N,verre,זכוכית
217,Lehm::N,glaise,חרסית
218,Sand::N,sable,חול
219,Mensch::N,homme,אדם
220,Mann::N,homme,איש
221,Mann::N,homme,גבר
222,Frau::N,femme,אשה
223,Frau::N,femme,גברת
224,Kind::N,enfant,ילד
225,Junge::N,garçon,ילד
226,Mädchen::N,fille,נערה
227,Mädchen::N,jeune fille,נערה
228,Familie::N,famille,משפחה
229,Großvater::N,grand-père,סבא
230,Großmutter::N,grand-mère,סבתא
231,Eltern::N,parents,הורים
232,Vater::N,père,אב
233,Mutter::N,mère,אם
234,Sohn::N,fils,בן
235,Tochter::N,fille,בת
236,Bruder::N,frère,אח
237,Schwester::N,sœur,אחות
238,Onkel::N,oncle,דוד
239,Tante::N,tante,דודה
240,Ehemann::N,mari,איש
241,Ehemann::N,mari,בעל
242,Ehemann::N,époux,איש
243,Ehemann::N,époux,בעל
244,Ehefrau::N,femme,אשה
245,Ehefrau::N,épouse,אשה
246,Freude::N,joie,שמחה
247,Freude::N,plaisir,שמחה
248,Gelächter::N,rires,צחוק
249,Glück::N,bonheur,אשר
250,Kummer::N,peine,יגון
251,Kummer::N,peine,עגמה
252,Kummer::N,chagrin,יגון
253,Kummer::N,chagrin,עגמה
254,Wunsch::N,désir,אחול
255,Wunsch::N,désir,משאלה
256,Lust::N,envie,חשק
257,Lust::N,envie,תשוקה
258,Geist::N,esprit,רוח
259,Gedanke::N,idée,מחשבה
260,Gedanke::N,pensée,מחשבה
261,Gedächtnis::N,mémoire,זכרון
262,Verstand::N,raison,שכל
263,Sinn::N,sens,מובן
264,Sinn::N,sens,משמעות
265,Grund::N,cause,סבה
266,Grund::N,raison,סבה
267,Wahrheit::N,vérité,אמת
268,Gespräch::N,conversation,דיון
269,Märchen::N,conte,אגדה
270,Märchen::N,conte de fées,אגדה
271,Erzählung::N,conte,ספור
272,Erzählung::N,narration,ספור
273,Nachricht::N,message,ידיעה
274,Neuigkeit::N,nouvelle,חדשה
275,Name::N,nom,שם
276,Rätsel::N,énigme,תעלומה
277,Rätsel::N,devinette,תעלומה
278,Rede::N,parole,נאום
279,Rede::N,discours,נאום
280,Sprache::N,langue,לשון
281,Sprache::N,langage,לשון
282,Stimme::N,voix,קול
283,Wort::N,mot,מלה
284,Zeichen::N,signe,סימן
285,Ruf::N,cri,קריאה
286,Ruf::N,appel,קריאה
287,Lärm::N,bruit,רעש
288,Laut::N,son,הגה
289,Ton::N,ton,צליל
290,Lied::N,chant,שיר
291,Lied::N,chanson,שיר
292,Ruhe::N,calme,שלוה
293,Ruhe::N,tranquillité,שלוה
294,Leute::N,gens,אנשים
295,Volk::N,peuple,עם
296,Arbeit::N,travail,עבודה
297,Gast::N,hôte,אורח
298,Gast::N,invité,אורח
299,Geschenk::N,cadeau,מתנה
300,Geschenk::N,présent,מתנה
301,Spiel::N,jeu,משחק
302,Gesellschaft::N,compagnie,חברה
303,Hilfe::N,aide,עזרה
304,Hilfe::N,secours,עזרה
305,Freund::N,ami,חבר
306,Freund::N,ami,ידיד
307,Kamerad::N,copain,רע
308,Kamerad::N,camarade,רע
309,Angelegenheit::N,affaire,ענין
310,Anzahl::N,nombre,מספר
311,Art::N,sorte,סוג
312,Art::N,espèce,סוג
313,Stück::N,morceau,חתיכה
314,Teil::N,part,פרק
315,Teil::N,partie,פרק
316,Hälfte::N,moitié,חצי
317,Kreis::N,cercle,מעגל
318,Kreuz::N,croix,צלב
319,Linie::N,ligne,קו
320,Strich::N,trait,קו קצר
321,Abstand::N,écart,מרחק
322,Entfernung::N,distance,מרחק
323,Gegend::N,région,נוף
324,Gegend::N,contrée,נוף
325,Platz::N,place,שטח
326,Ort::N,lieu,אתר
327,Ort::N,lieu,מקום
328,Ort::N,endroit,אתר
329,Ort::N,endroit,מקום
330,Seite::N,côté,צד
331,Mitte::N,milieu,אמצע
332,Gegenstand::N,objet,אוביקט
333,Sache::N,chose,דבר
334,Rand::N,bord,פרור
335,Kante::N,arête,קצה
336,Ecke::N,coin,פנה
337,Ecke::N,tournant,פנה
338,Spitze::N,cime,קצה
339,Spitze::N,pointe,קצה
340,Ende::N,bout,סוף
341,Loch::N,trou,חר
342,Winkel::N,coin,פנה
343,Winkel::N,réduit,פנה
344,Muster::N,dessin,תבנית
345,Größe::N,grandeur,גדל
346,Länge::N,longueur,ארך
347,Höhe::N,hauteur,קומה
348,Höhe::N,hauteur,גבה
349,Höhe::N,altitude,קומה
350,Höhe::N,altitude,גבה
351,Gewicht::N,poids,משקל
352,Menge::N,quantité,כמות
353,Haufen::N,tas,ערמה
354,Reihe::N,file,רצף
355,Reihe::N,rangée,רצף
356,Boot::N,canot,סירה
357,Boot::N,bateau,סירה
358,Ruder::N,rame,משוט
359,Ruder::N,aviron,משוט
360,Schlitten::N,traîneau,מזחלת
361,Ski::N,ski,מגלשים
362,Lagerfeuer::N,feu de camp,מדורה
363,Last::N,charge,משא
364,Last::N,fardeau,משא
365,Gang::N,tour,הליכה
366,Gang::N,marche,הליכה
367,Schritt::N,pas,צעד
368,Norden::N,nord,צפון
369,Süden::N,sud,דרום
370,Westen::N,ouest,מערב
371,Westen::N,occident,מערב
372,Osten::N,est,מזרח
373,Osten::N,orient,מזרח
374,Holz::N,bois,עץ
375,Brett::N,planche,קרש
376,Platte::N,plaque,לוח
377,Stütze::N,appui,משען
378,Stütze::N,soutien,משען
379,Stange::N,barre,מוט
380,Stange::N,perche,מוט
381,Stock::N,canne,מקל
382,Stab::N,bâton,מוט
383,Rohr::N,tube,צנור
384,Rohr::N,tuyau,צנור
385,Haus::N,maison,בית
386,Heim::N,maison,בית
387,Ofen::N,poêle,תנור
388,Fußboden::N,plancher,רצפה
389,Tisch::N,table,שלחן
390,Stuhl::N,chaise,כסא
391,Wiege::N,berceau,ערש
392,Bett::N,lit,מטה
393,Regal::N,étagère,מדף
394,Kiste::N,caisse,תבה
395,Kiste::N,caisse,ארגז
396,Fenster::N,fenêtre,חלון
397,Tür::N,porte,דלת
398,Tor::N,porte,שער
399,Tor::N,portail,שער
400,Zaun::N,clôture,גדר
401,Dach::N,toit,גג
402,Leiter::N,échelle,סלם
403,Besen::N,balai,מטאטא
404,Spaten::N,bêche,את
405,Schaufel::N,pelle,את
406,Gabel::N,fourchette,מזלג
407,Löffel::N,cuiller,כף
408,Messer::N,couteau,סכין
409,Nagel::N,clou,מסמר
410,Netz::N,filet,רשת
411,Haken::N,croc,וו
412,Haken::N,croc,קרס
413,Haken::N,crochet,וו
414,Haken::N,crochet,קרס
415,Griff::N,prise,ידית
416,Griff::N,manche,ידית
417,Schloss::N,serrure,מנעול
418,Bild::N,image,תמונה
419,Bild::N,tableau,תמונה
420,Figur::N,figure,פסל
421,Puppe::N,poupée,בבה
422,Beutel::N,sac,שק
423,Beutel::N,petit sac,שק
424,Bündel::N,paquet,צרור
425,Bündel::N,faisceau,צרור
426,Tasche::N,sac,שקית
427,Eimer::N,seau,דלי
428,Deckel::N,couvercle,מכסה
429,Geschirr::N,vaisselle,כלים
430,Sack::N,sac,שק
431,Tasse::N,tasse,ספל
432,Topf::N,pot,סיר
433,Topf::N,marmite,סיר
434,Kessel::N,chaudron,קנקן
435,Essen::N,repas,אכל
436,Essen::N,repas,ארוחה
437,Essen::N,manger,אכל
438,Essen::N,manger,ארוחה
439,Nahrung::N,nourriture,הזנה
440,Nahrung::N,nourriture,תזונה
441,Speise::N,plat,מאכל
442,Speise::N,plat,ארוחה
443,Fleisch::N,viande,בשר
444,Getreide::N,blé,דגן
445,Getreide::N,céréales,דגן
446,Brei::N,purée,מחית
447,Brei::N,bouillie,מחית
448,Brot::N,pain,לחם
449,Scheibe::N,tranche,עגול
450,Scheibe::N,tranche,פרוסה
451,Fett::N,graisse,שמן
452,Butter::N,beurre,חמאה
453,Öl::N,huile,שמן
454,Salz::N,sel,מלח
455,Suppe::N,soupe,מרק
456,Suppe::N,potage,מרק
457,Honig::N,miel,דבש
458,Milch::N,lait,חלב
459,Tee::N,thé,תה
460,Leder::N,cuir,עור
461,Wolle::N,laine,צמר
462,Stoff::N,tissu,בד
463,Stoff::N,tissu,אריג
464,Stoff::N,étoffe,בד
465,Stoff::N,étoffe,אריג
466,Nadel::N,aiguille,מחט
467,Faden::N,fil,חוט
468,Knopf::N,bouton,כפתור
469,Knoten::N,nœud,קשר
470,Farbe::N,peinture,צבע
471,Kleidung::N,vêtements,בגדים
472,Kleidung::N,habillement,בגדים
473,Hemd::N,chemise,חלצה
474,Kragen::N,col,צוארון
475,Ärmel::N,manche,שרוול
476,Hose::N,pantalon,מכנסים
477,Gürtel::N,ceinture,חגורה
478,Mütze::N,bonnet,כובע
479,Mütze::N,casquette,כובע
480,Schuh::N,soulier,נעל
481,Schuh::N,chaussure,נעל
482,Stiefel::N,botte,מגף
483,Ring::N,bague,טבעת
484,Band::N,ruban,סרט
485,Kamm::N,peigne,מסרק
486,Spiegel::N,glace,מראה
487,Spiegel::N,miroir,מראה
488,Riemen::N,lanière,רצועה
489,Riemen::N,courroie,רצועה
490,Schnur::N,corde,חבל
491,Schnur::N,ficelle,חבל
492,Leine::N,laisse,מושכות
493,Decke::N,couverture,שמיכה
494,Kissen::N,oreiller,כרית
495,Tuch::N,drap,צעיף
496,Tuch::N,fichu,צעיף
497,Handtuch::N,serviette,מגבת
498,Handtuch::N,essuie-mains,מגבת
499,Kraft::N,force,כוח
500,Stärke::N,vigueur,און
501,Gesundheit::N,santé,בריאות
502,Krankheit::N,maladie,מחלה
503,Schmerz::N,douleur,כאב
504,Wunde::N,plaie,פציעה
505,Wunde::N,blessure,פציעה
506,Fieber::N,fièvre,חם
507,Arznei::N,remède,תרופה
508,Arznei::N,médecine,תרופה
509,Brücke::N,pont,גשר
510,Brunnen::N,puits,באר
511,Weide::N,pâturage,אחו
512,Weide::N,pâturage,מרעה
513,Pfad::N,sentier,שביל
514,Pfad::N,sentier,מדרכה
515,Weg::N,voie,דרך
516,Weg::N,chemin,דרך
517,Straße::N,route,כביש
518,Dorf::N,village,כפר
519,Stadt::N,cité,עיר
520,Stadt::N,ville,עיר
521,Brief::N,lettre,מכתב
522,Buch::N,livre,ספר
523,Buchstabe::N,lettre,אות
524,Buchstabe::N,caractère,אות
525,Zeitung::N,journal,עתון
526,Leben::N,vie,חיים
527,Tod::N,mort,מות
528,Grab::N,tombe,קבר
529,Kirche::N,église,כנסיה
530,Sünde::N,péché,חטא
531,Gott::N,dieu,אל
532,Arbeiter::N,ouvrier,פועל
533,Arbeiter::N,travailleur,פועל
534,Chef::N,chef,ראש
535,Chef::N,chef,מנהל
536,Chef::N,patron,ראש
537,Chef::N,patron,מנהל
538,Meister::N,maître,ממחה
539,Arzt::N,médecin,רופא
540,Lehrer::N,professeur,מורה
541,Lehrer::N,instituteur,מורה
542,Geld::N,argent,כסף
543,Geschäft::N,affaire,עסקה
544,Geschäft::N,commerce,עסקה
545,Laden::N,magasin,חנות
546,Laden::N,boutique,חנות
547,Preis::N,prix,מחיר
548,Ware::N,marchandise,סחורה
549,Nutzen::N,profit,תועלת
550,Reichtum::N,richesse,עשר
551,Welt::N,monde,עולם
552,Land::N,pays,ארץ
553,Staat::N,État,מדינה
554,König::N,roi,מלך
555,Macht::N,pouvoir,כוח
556,Macht::N,puissance,כוח
557,Grenze::N,frontière,גבול
558,Krieg::N,guerre,מלחמה
559,Feind::N,ennemi,אויב
560,Gewalt::N,violence,אלימות
561,Kampf::N,lutte,קרב
562,Kampf::N,lutte,לחימה
563,Kampf::N,combat,קרב
564,Kampf::N,combat,לחימה
565,Bogen[Waffe]::N,arc,קשת
566,Pfeil::N,flèche,חץ
567,Gewehr::N,fusil,רובה
568,Fehler::N,faute,טעות
569,Fehler::N,erreur,טעות
570,Lüge::N,mensonge,שקר
571,Schaden::N,dégât,נזק
572,Schaden::N,dommage,נזק
573,Unglück::N,malheur,מזל רע
574,Schuld::N,faute,אשמה
575,Schuld::N,culpabilité,אשמה
576,Alter::N,âge,גיל
577,Schluss::N,fin,סיום
578,Zeit::N,temps,זמן
579,Tag::N,jour,יום
580,Tag::N,journée,יום
581,Morgen::N,matin,בקר
582,Morgen::N,matinée,בקר
583,Mittag::N,midi,צהרים
584,Abend::N,soir,ערב
585,Abend::N,soirée,ערב
586,Nacht::N,nuit,לילה
587,Woche::N,semaine,שבוע
588,Monat::N,mois,חדש
589,Jahr::N,an,שנה
590,Jahr::N,année,שנה
591,Frühling::N,printemps,אביב
592,Sommer::N,été,קיץ
593,Herbst::N,automne,סתו
594,Winter::N,hiver,חרף
595,Januar::N,janvier,ינואר
596,Februar::N,février,פברואר
597,März::N,mars,מרץ
598,April::N,avril,אפריל
599,Mai::N,mai,מאי
600,Juni::N,juin,יוני
601,Juli::N,juillet,יולי
602,August::N,août,אוגוסט
603,September::N,septembre,ספטמבר
604,Oktober::N,octobre,אוקטובר
605,November::N,novembre,נובמבר
606,Dezember::N,décembre,דצמבר
607,Montag::N,lundi,יום שני
608,Dienstag::N,mardi,יום שלישי
609,Mittwoch::N,mercredi,יום רביעי
610,Donnerstag::N,jeudi,יום חמישי
611,Freitag::N,vendredi,יום ששי
612,Samstag::N,samedi,יום שבת
613,Sonntag::N,dimanche,יום ראשון
614,groß::A,grand,גדול
615,klein::A,petit,קטן
616,lang::A,long,ארך
617,kurz::A,court,קצר
618,breit::A,large,רחב
619,schmal::A,étroit,צר
620,dicht::A,dense,צפוף
621,dick[Gegenstand]::A,épais,עבה
622,dünn::A,mince,דק
623,fein::A,fin,מעדן
624,fein::A,menu,מעדן
625,fest::A,ferme,מוצק
626,fest::A,solide,מוצק
627,flach::A,plat,שטוח
628,glatt::A,poli,חלק
629,glatt::A,lisse,חלק
630,hart::A,dur,קשיח
631,weich::A,mou,רך
632,rund::A,rond,עגל
633,spitz::A,aigu,חד
634,spitz::A,pointu,חד
635,scharf::A,tranchant,חד
636,stumpf::A,mousse,קהה
637,stumpf::A,émoussé,קהה
638,schwer::A,lourd,כבד
639,schwer::A,pesant,כבד
640,schön::A,beau,יפה
641,heiß::A,chaud,חם
642,heiß::A,très chaud,חם
643,warm::A,chaud,חם
644,kalt::A,froid,קר
645,kühl::A,frais,צונן
646,frisch::A,frais,טרי
647,feucht::A,humide,לח
648,nass::A,mouillé,רטוב
649,trocken::A,sec,יבש
650,voll::A,plein,מלא
651,voll::A,rempli,מלא
652,leer::A,vide,ריק
653,offen::A,ouvert,פתוח
654,geschlossen::A,clos,סגור
655,geschlossen::A,fermé,סגור
656,sauber::A,net,נקי
657,sauber::A,propre,נקי
658,schmutzig::A,sale,מלכלך
659,schmutzig::A,crasseux,מלכלך
660,roh::A,cru,חי
661,roh::A,brut,חי
662,reif::A,mûr,בשל
663,lecker::A,délicieux,טעים
664,lecker::A,appétissant,טעים
665,süß::A,doux,מתוק
666,bitter::A,amer,מר
667,sauer::A,aigre,חמוץ
668,hell::A,clair,בהיר
669,dunkel::A,sombre,עמום
670,schwarz::A,noir,שחר
671,weiß::A,blanc,לבן
672,rot::A,rouge,אדם
673,gelb::A,jaune,צהב
674,blau::A,bleu,כחל
675,grün::A,vert,ירק
676,grau::A,gris,אפר
677,bunt::A,multicolore,צבעוני
678,billig::A,bon marché,זול
679,teuer::A,cher,יקר
680,wertvoll::A,précieux,יקר ערך
681,blind::A,aveugle,עור
682,taub::A,sourd,חרש
683,kräftig::A,fort,חסן
684,kräftig::A,vigoureux,חסן
685,stark::A,fort,חזק
686,stark::A,puissant,חזק
687,schwach::A,faible,חלש
688,fett::A,gras,שמן
689,schlank::A,svelte,רזה
690,hübsch::A,joli,יפה תאר
691,böse::A,mauvais,רשע
692,dumm::A,sot,טפש
693,dumm::A,bête,טפש
694,faul::A,fainéant,עצלן
695,faul::A,paresseux,עצלן
696,fleißig::A,appliqué,חרוץ
697,geizig::A,avare,קמצן
698,klug::A,intelligent,נבון
699,klug::A,intelligent,פקח
700,geschickt::A,habile,מימן
701,lieb::A,cher,יקר
702,lieb::A,cher,אהוב
703,lieb::A,gentil,יקר
704,lieb::A,gentil,אהוב
705,lustig::A,gai,עליז
706,lustig::A,joyeux,עליז
707,sanft::A,doux,עדין
708,hungrig::A,affamé,רעב
709,krank::A,malade,חולה
710,nackt::A,nu,ערום
711,traurig::A,triste,עצוב
712,lebendig::A,vivant,חי
713,gut::A,bon,טוב
714,schlecht::A,mauvais,גרוע
715,richtig::A,juste,נכון
716,richtig::A,correct,נכון
717,schlimm::A,grave,רע
718,schlimm::A,mauvais,רע
719,wahr::A,vrai,אמתי
720,wahr::A,véritable,אמתי
721,alt::A,vieux,ישן
722,neu::A,neuf,חדש
723,neu::A,nouveau,חדש
724,ehemalig::A,ancien,לשעבר
725,alt[Lebewesen]::A,âgé,זקן
726,alt[Lebewesen]::A,vieux,זקן
727,jung::A,jeune,צעיר
728,arm::A,pauvre,עני
729,reich::A,riche,עשיר
730,bekannt::A,connu,ידוע
731,berühmt::A,fameux,מפרסם
732,berühmt::A,célèbre,מפרסם
733,fremd::A,étranger,זר
734,verschieden::A,différent,שונה
735,nah::A,lié,קרוב
736,nah::A,proche,קרוב
737,fern::A,éloigné,רחוק
738,fern::A,lointain,רחוק
739,linker::A,gauche,שמאלי
740,rechter::A,droit,ימין
741,anderer::A,autre,אחר
742,erster::A,premier,ראשון
743,zweiter::A,second,שני
744,zweiter::A,deuxième,שני
745,dritter::A,troisième,שלישי
746,letzter::A,dernier,אחרון
747,allein::ADV,seul,לבד
748,auf einmal::ADV,à la fois,בו-זמנית
749,zusammen::ADV,ensemble,ביחד
750,lange::ADV,longtemps,הרבה זמן
751,plötzlich::ADV,tout à coup,לפתע
752,plötzlich::ADV,tout à coup,פתאום
753,sofort::ADV,immédiatement,מיד
754,später::ADV,plus tard,לאחר זמן
755,später::ADV,plus tard,יותר מאחר
756,jetzt::ADV,maintenant,עכשיו
757,heute::ADV,aujourd'hui,היום
758,morgen::ADV,demain,מחר
759,bald::ADV,bientôt,בקרוב
760,dann::ADV,puis,אחר-כך
761,dann::ADV,ensuite,אחר-כך
762,gestern::ADV,hier,אתמול
763,einst::ADV,jadis,לפנים
764,einst::ADV,autrefois,לפנים
765,damals::ADV,alors,אז
766,damals::ADV,à l'époque,אז
767,danach::ADV,après,אחר-כך
768,danach::ADV,ensuite,אחר-כך
769,vorher::ADV,auparavant,לפני זה
770,zuerst::ADV,d'abord,קדם
771,zuerst::ADV,premièrement,קדם
772,einmal::ADV,une fois,פעם
773,manchmal::ADV,parfois,לפעמים
774,manchmal::ADV,quelquefois,לפעמים
775,oft::ADV,souvent,לעתים קרובות
776,immer::ADV,toujours,תמיד
777,niemals::ADV,ne ... jamais,אף פעם
778,hier::ADV,ici,כאן
779,hierhin::ADV,par ici,פה
780,von hier::ADV,d'ici,מפה
781,dort::ADV,là,שם
782,dort::ADV,là-bas,שם
783,dorthin::ADV,y,שם
784,dorthin::ADV,par là,שם
785,geradeaus::ADV,tout droit,ישר
786,vorwärts::ADV,en avant,קדימה
787,rückwärts::ADV,en arrière,לאחור
788,zurück::ADV,de retour,בחזרה
789,zurück::ADV,de retour,אחורנית
790,unten::ADV,en bas,למטה
791,unten::ADV,au-dessous,למטה
792,hinab::ADV,en bas,למטה
793,hinab::ADV,vers le bas,למטה
794,oben::ADV,dessus,מעל
795,oben::ADV,dessus,למעלה
796,oben::ADV,en haut,מעל
797,oben::ADV,en haut,למעלה
798,hinauf::ADV,en haut,למעלה
799,hinauf::ADV,vers le haut,למעלה
800,überall::ADV,partout,בכל מקום
801,nicht::ADV,ne ... pas,לא
802,ein wenig::ADV,un peu,קצת
803,kaum::ADV,à peine,בקשי
804,sehr::ADV,très,מאוד
805,so::ADV,si,כך
806,so::ADV,si,ככה
807,so::ADV,ainsi,כך
808,so::ADV,ainsi,ככה
809,noch::ADV,encore,עוד
810,noch::ADV,encore,עדין
811,nur::ADV,seulement,רק
812,nur::ADV,ne ... que,רק
813,schon::ADV,déjà,כבר
814,wieder::ADV,de nouveau,שוב
815,vergebens::ADV,en vain,לריק
816,vergebens::ADV,en vain,לשוא
817,vor::PRP,devant,מול
818,hinter::PRP,derrière,מאחורי
819,unter::PRP,sous,מתחת
820,unter::PRP,au-dessous de,מתחת
821,durch::PRP,par,דרך
822,durch::PRP,à travers,דרך
823,neben::PRP,à côté de,ליד
824,neben::PRP,à côté de,על-יד
825,zwischen::PRP,entre,בין
826,wegen::PRP,à cause de,בשל
827,wegen::PRP,à cause de,בגלל
828,dies::PRN,ceci,זה
