,Concept_ID,sv,nl
104,Schaum::N,skum,schuim
105,Schmutz::N,lort,vuil
106,Schmutz::N,smuts,vuil
107,See::N,sjö,meer
108,Sumpf::N,träsk,moeras
109,Moor::N,myr,veen
110,Moor::N,mosse,veen
111,Wiese::N,äng,wei
112,Wiese::N,äng,weide
113,Wald::N,skog,bos
114,Hügel::N,höjd,heuvel
115,Hügel::N,kulle,heuvel
116,Anhöhe::N,höjd,hoogte
117,Anhöhe::N,backe,hoogte
118,Berg::N,berg,berg
119,Berg::N,fjäll,berg
120,Gipfel::N,topp,top
121,Höhle::N,håla,hol
122,Höhle::N,grotta,hol
123,Abhang::N,slänt,helling
124,Abhang::N,sluttning,helling
125,Quelle::N,källa,bron
126,Bach::N,bäck,beek
127,Fluss::N,älv,stroom
128,Fluss::N,flod,stroom
129,Ufer::N,strand,wal
130,Ufer::N,strand,oever
131,Küste::N,kust,kust
132,Festland::N,fastland,vasteland
133,Meer::N,hav,zee
134,Bucht::N,vik,baai
135,Bucht::N,vik,inham
136,Bucht::N,bukt,baai
137,Bucht::N,bukt,inham
138,Insel::N,ö,eiland
139,Blume::N,blomma,bloem
140,Blume::N,blomster,bloem
141,Gras::N,gräs,gras
142,Wurzel::N,rot,wortel
143,Baum::N,träd,boom
144,Stamm::N,stam,stam
145,Rinde::N,bark,schors
146,Ast::N,gren,tak
147,Zweig::N,kvist,twijg
148,Blatt::N,löv,blad
149,Blatt::N,blad,blad
150,Birke::N,björk,berk
151,Kiefer[Baum]::N,tall,den
152,Weide[Baum]::N,pil,wilg
153,Weide[Baum]::N,vide,wilg
154,Tanne::N,gran,spar
155,Horn::N,horn,hoorn
156,Feder::N,fjäder,veer
157,Feder::N,fjäder,pluim
158,Fell::N,fäll,vel
159,Fell::N,skinn,vel
160,Flügel::N,vinge,vleugel
161,Klaue::N,klöv,klauw
162,Kralle::N,klo,klauw
163,Schwanz::N,svans,staart
164,Schwanz::N,stjärt,staart
165,Ei::N,ägg,ei
166,Nest::N,rede,nest
167,Nest::N,näste,nest
168,Bau::N,bo,hol
169,Tier::N,djur,dier
170,Herde::N,flock,kudde
171,Kuh::N,ko,koe
172,Bulle::N,tjur,stier
173,Pferd::N,häst,paard
174,Schaf::N,får,schaap
175,Schwein::N,svin,varken
176,Hund::N,hund,hond
177,Katze::N,katt,kat
178,Bär::N,björn,beer
179,Eichhörnchen::N,ekorre,eekhoorntje
180,Elch::N,älg,eland
181,Fuchs::N,räv,vos
182,Hase::N,hare,haas
183,Maus::N,mus,muis
184,Wolf::N,varg,wolf
185,Vogel::N,fågel,vogel
186,Schwarm::N,svärm,zwerm
187,Huhn::N,höns,kip
188,Huhn::N,höns,hoen
189,Hahn::N,tupp,haan
190,Gans::N,gås,gans
191,Adler::N,örn,arend
192,Ente::N,anka,eend
193,Eule::N,uggla,uil
194,Kranich::N,trana,kraanvogel
195,Krähe::N,kråka,kraai
196,Kuckuck::N,gök,koekoek
197,Schwan::N,svan,zwaan
198,Fisch::N,fisk,vis
199,Barsch::N,abborre,baars
200,Hecht::N,gädda,snoek
201,Schlange[Tier]::N,orm,slang
202,Wurm::N,mask,worm
203,Spinne::N,spindel,spin
204,Ameise::N,myra,mier
205,Laus::N,lus,luis
206,Mücke::N,mygga,mug
207,Fliege::N,fluga,vlieg
208,Schmetterling::N,fjäril,vlinder
209,Beere::N,bär,bes
210,Apfel::N,äpple,appel
211,Pilz::N,svamp,paddestoel
212,Zwiebel::N,lök,ui
213,Saat::N,sådd,zaad
214,Korn::N,korn,graan
215,Korn::N,korn,korrel
216,Heu::N,hö,hooi
217,Schale::N,skal,schil
218,Grube::N,grop,kuil
219,Falle::N,fälla,val
220,Schlinge::N,snara,strop
221,Spur::N,spår,spoor
222,Asche::N,aska,as
223,Dreck::N,lort,drek
224,Eisen::N,järn,ijzer
225,Gold::N,guld,goud
226,Silber::N,silver,zilver
227,Kohle::N,kol,kool
228,Glas::N,glas,glas
229,Lehm::N,lera,klei
230,Sand::N,sand,zand
231,Mensch::N,människa,mens
232,Mann::N,man,man
233,Frau::N,kvinna,vrouw
234,Kind::N,barn,kind
235,Junge::N,pojke,jongen
236,Mädchen::N,flicka,meisje
237,Familie::N,familj,gezin
238,Familie::N,familj,familie
239,Großvater::N,morfar,grootvader
240,Großmutter::N,farmor,grootmoeder
241,Eltern::N,föräldrar,ouders
242,Vater::N,far,vader
243,Mutter::N,mor,moeder
244,Sohn::N,son,zoon
245,Tochter::N,dotter,dochter
246,Bruder::N,bror,broer
247,Bruder::N,bror,broeder
248,Schwester::N,syster,zus
249,Schwester::N,syster,zuster
250,Onkel::N,morbror,oom
251,Tante::N,tant,tante
252,Ehemann::N,äkta man,echtgenoot
253,Ehefrau::N,hustru,echtgenote
254,Freude::N,fröjd,vreugde
255,Freude::N,glädje,vreugde
256,Gelächter::N,åtlöje,gelach
257,Glück::N,lycka,geluk
258,Kummer::N,sorg,verdriet
259,Wunsch::N,önskan,wens
260,Wunsch::N,önskan,verlangen
261,Lust::N,lust,zin
262,Lust::N,lust,lust
263,Geist::N,ande,geest
264,Gedanke::N,tanke,gedachte
265,Gedächtnis::N,minne,geheugen
266,Verstand::N,förstånd,verstand
267,Sinn::N,mening,betekenis
268,Sinn::N,betydelse,betekenis
269,Grund::N,skäl,reden
270,Grund::N,grund,reden
271,Wahrheit::N,sanning,waarheid
272,Gespräch::N,samtal,gesprek
273,Märchen::N,saga,sprookje
274,Erzählung::N,berättelse,verhaal
275,Nachricht::N,meddelande,tijding
276,Neuigkeit::N,nyhet,nieuws
277,Neuigkeit::N,nyhet,nieuwtje
278,Name::N,namn,naam
279,Rätsel::N,gåta,raadsel
280,Rede::N,tal,rede
281,Sprache::N,språk,taal
282,Stimme::N,stämma,stem
283,Wort::N,ord,woord
284,Zeichen::N,tecken,teken
285,Ruf::N,rop,roep
286,Lärm::N,bråk,lawaai
287,Lärm::N,oväsen,lawaai
288,Laut::N,ljud,klank
289,Laut::N,ljud,geluid
290,Ton::N,ton,toon
291,Ton::N,ton,klank
292,Lied::N,sång,lied
293,Ruhe::N,ro,rust
294,Ruhe::N,ro,stilte
295,Ruhe::N,lugn,rust
296,Ruhe::N,lugn,stilte
297,Leute::N,folk,lui
298,Leute::N,folk,mensen
299,Volk::N,folk,volk
300,Arbeit::N,arbete,werk
301,Arbeit::N,arbete,arbeid
302,Gast::N,gäst,gast
303,Geschenk::N,gåva,cadeau
304,Geschenk::N,gåva,geschenk
305,Geschenk::N,present,cadeau
306,Geschenk::N,present,geschenk
307,Spiel::N,lek,spel
308,Spiel::N,spel,spel
309,Gesellschaft::N,sällskap,gezelschap
310,Hilfe::N,hjälp,hulp
311,Freund::N,vän,vriend
312,Kamerad::N,kamrat,maat
313,Kamerad::N,kamrat,metgezel
314,Angelegenheit::N,ärende,zaak
315,Angelegenheit::N,ärende,aangelegenheid
316,Angelegenheit::N,angelägenhet,zaak
317,Angelegenheit::N,angelägenhet,aangelegenheid
318,Anzahl::N,antal,tal
319,Anzahl::N,antal,aantal
320,Art::N,art,slag
321,Art::N,art,soort
322,Art::N,slag,slag
323,Art::N,slag,soort
324,Stück::N,stycke,stuk
325,Teil::N,del,deel
326,Hälfte::N,halva,helft
327,Kreis::N,krets,kring
328,Kreis::N,krets,cirkel
329,Kreis::N,cirkel,kring
330,Kreis::N,cirkel,cirkel
331,Kreuz::N,kors,kruis
332,Kreuz::N,kryss,kruis
333,Linie::N,linje,lijn
334,Strich::N,streck,haal
335,Strich::N,streck,streep
336,Abstand::N,avstånd,afstand
337,Entfernung::N,avstånd,afstand
338,Gegend::N,trakt,streek
339,Platz::N,plats,ruimte
340,Ort::N,plats,oord
341,Ort::N,plats,plaats
342,Ort::N,ställe,oord
343,Ort::N,ställe,plaats
344,Seite::N,sida,zij
345,Seite::N,sida,kant
346,Seite::N,sida,zijde
347,Mitte::N,mitt,midden
348,Gegenstand::N,föremål,voorwerp
349,Sache::N,sak,zaak
350,Rand::N,rand,rand
351,Rand::N,rand,boord
352,Kante::N,kant,kant
353,Ecke::N,vrå,hoek
354,Ecke::N,hörn,hoek
355,Spitze::N,spets,punt
356,Spitze::N,spets,spits
357,Ende::N,ända,einde
358,Ende::N,ända,uiteinde
359,Loch::N,hål,gat
360,Winkel::N,vinkel,hoek
361,Muster::N,mönster,dessin
362,Muster::N,mönster,patroon
363,Größe::N,storlek,grootte
364,Länge::N,längd,lengte
365,Höhe::N,höjd,hoogte
366,Gewicht::N,tyngd,gewicht
367,Menge::N,mängd,hoeveelheid
368,Haufen::N,hög,hoop
369,Reihe::N,rad,rij
370,Reihe::N,rad,reeks
371,Boot::N,båt,boot
372,Ruder::N,åra,roeiriem
373,Schlitten::N,släde,slee
374,Schlitten::N,släde,slede
375,Ski::N,skida,ski
376,Lagerfeuer::N,lägereld,kampvuur
377,Last::N,last,last
378,Last::N,last,vracht
379,Last::N,börda,last
380,Last::N,börda,vracht
381,Gang::N,gång,wandeling
382,Schritt::N,steg,stap
383,Schritt::N,steg,schrede
384,Norden::N,norr,noorden
385,Süden::N,söder,zuiden
386,Westen::N,väster,westen
387,Osten::N,öster,oosten
388,Holz::N,trä,hout
389,Brett::N,bräda,plank
390,Platte::N,platta,plaat
391,Stütze::N,stöd,stut
392,Stütze::N,stöd,steun
393,Stütze::N,stötta,stut
394,Stütze::N,stötta,steun
395,Stange::N,stång,stang
396,Stock::N,käpp,stok
397,Stock::N,pinne,stok
398,Stab::N,stav,staf
399,Rohr::N,rör,pijp
400,Haus::N,hus,huis
401,Heim::N,hem,tehuis
402,Ofen::N,ugn,kachel
403,Fußboden::N,golv,vloer
404,Tisch::N,bord,tafel
405,Stuhl::N,stol,stoel
406,Wiege::N,vagga,wieg
407,Bett::N,säng,bed
408,Regal::N,hylla,rek
409,Kiste::N,låda,kist
410,Fenster::N,fönster,raam
411,Fenster::N,fönster,venster
412,Tür::N,dörr,deur
413,Tor::N,port,poort
414,Zaun::N,staket,omheining
415,Zaun::N,stängsel,omheining
416,Dach::N,tak,dak
417,Leiter::N,stege,ladder
418,Besen::N,kvast,bezem
419,Spaten::N,spade,schop
420,Schaufel::N,skovel,schep
421,Schaufel::N,skyffel,schep
422,Gabel::N,gaffel,vork
423,Löffel::N,sked,lepel
424,Messer::N,kniv,mes
425,Nagel::N,spik,spijker
426,Netz::N,nät,net
427,Haken::N,krok,haak
428,Griff::N,tag,handvat
429,Griff::N,handtag,handvat
430,Schloss::N,las,slot
431,Bild::N,bild,beeld
432,Figur::N,figur,figuur
433,Puppe::N,docka,pop
434,Beutel::N,påse,zak
435,Beutel::N,påse,buidel
436,Bündel::N,bunt,pak
437,Bündel::N,bunt,bundel
438,Bündel::N,knippa,pak
439,Bündel::N,knippa,bundel
440,Tasche::N,väska,tas
441,Eimer::N,hink,emmer
442,Eimer::N,ämbar,emmer
443,Deckel::N,lock,deksel
444,Geschirr::N,servis,vaatwerk
445,Geschirr::N,porslin,vaatwerk
446,Sack::N,säck,zak
447,Tasse::N,kopp,kop
448,Topf::N,gryta,pan
449,Topf::N,kastrull,pan
450,Kessel::N,kittel,ketel
451,Essen::N,mål,eten
452,Nahrung::N,näring,voedsel
453,Speise::N,maträtt,spijs
454,Fleisch::N,kött,vlees
455,Getreide::N,säd,graan
456,Getreide::N,spannmål,graan
457,Brei::N,gröt,pap
458,Brei::N,gröt,brij
459,Brot::N,bröd,brood
460,Scheibe::N,skiva,plak
461,Scheibe::N,skiva,snede
462,Fett::N,fett,vet
463,Butter::N,smör,boter
464,Öl::N,olja,olie
465,Salz::N,salt,zout
466,Suppe::N,soppa,soep
467,Honig::N,honung,honing
468,Milch::N,mjölk,melk
469,Tee::N,te,thee
470,Leder::N,läder,leer
471,Leder::N,läder,leder
472,Wolle::N,ull,wol
473,Wolle::N,ylle,wol
474,Stoff::N,tyg,stof
475,Stoff::N,stoff,stof
476,Nadel::N,nål,naald
477,Faden::N,tråd,draad
478,Knopf::N,knapp,knoop
479,Knoten::N,knut,knoop
480,Farbe::N,färg,verf
481,Kleidung::N,klädsel,kledij
482,Kleidung::N,klädsel,kleding
483,Hemd::N,skjorta,hemd
484,Kragen::N,krage,kraag
485,Ärmel::N,ärm,mouw
486,Hose::N,byxor,broek
487,Hose::N,byxor,pantalon
488,Gürtel::N,bälte,riem
489,Gürtel::N,bälte,gordel
490,Mütze::N,mössa,muts
491,Schuh::N,sko,schoen
492,Stiefel::N,stövel,laars
493,Ring::N,ring,ring
494,Band::N,band,lint
495,Kamm::N,kam,kam
496,Spiegel::N,spegel,spiegel
497,Riemen::N,rem,riem
498,Schnur::N,snöre,koord
499,Leine::N,lina,lijn
500,Decke::N,täcke,deken
501,Kissen::N,dyna,kussen
502,Kissen::N,kudde,kussen
503,Tuch::N,sjal,doek
504,Handtuch::N,handduk,handdoek
505,Kraft::N,kraft,kracht
506,Stärke::N,styrka,sterkte
507,Gesundheit::N,hälsa,gezondheid
508,Krankheit::N,sjukdom,ziekte
509,Schmerz::N,smärta,pijn
510,Wunde::N,sår,wond
511,Fieber::N,feber,koorts
512,Arznei::N,medicin,medicament
513,Arznei::N,medicin,geneesmiddel
514,Arznei::N,läkemedel,medicament
515,Arznei::N,läkemedel,geneesmiddel
516,Brücke::N,bro,brug
517,Brunnen::N,brunn,put
518,Brunnen::N,brunn,bron
519,Weide::N,bete,wei
520,Weide::N,bete,weide
521,Pfad::N,stig,pad
522,Weg::N,väg,weg
523,Straße::N,gata,baan
524,Straße::N,gata,straat
525,Dorf::N,by,dorp
526,Stadt::N,stad,stad
527,Brief::N,brev,brief
528,Buch::N,bok,boek
529,Buchstabe::N,bokstav,letter
530,Zeitung::N,tidning,krant
531,Zeitung::N,tidning,dagblad
532,Leben::N,liv,leven
533,Tod::N,död,dood
534,Grab::N,grav,graf
535,Kirche::N,kyrka,kerk
536,Sünde::N,synd,zonde
537,Gott::N,gud,god
538,Arbeiter::N,arbetare,arbeider
539,Chef::N,chef,chef
540,Meister::N,mästare,meester
541,Arzt::N,läkare,arts
542,Arzt::N,läkare,dokter
543,Lehrer::N,lärare,leraar
544,Lehrer::N,lärare,onderwijzer
545,Geld::N,pengar,geld
546,Geschäft::N,rörelse,zaak
547,Laden::N,affär,winkel
548,Preis::N,pris,prijs
549,Ware::N,vara,waar
550,Nutzen::N,gagn,nut
551,Nutzen::N,gagn,voordeel
552,Nutzen::N,nytta,nut
553,Nutzen::N,nytta,voordeel
554,Reichtum::N,rikedom,rijkdom
555,Welt::N,värld,wereld
556,Land::N,land,land
557,Staat::N,stat,staat
558,König::N,kung,koning
559,König::N,konung,koning
560,Macht::N,makt,macht
561,Grenze::N,gräns,grens
562,Krieg::N,krig,oorlog
563,Feind::N,fiende,vijand
564,Gewalt::N,våld,geweld
565,Kampf::N,kamp,strijd
566,Kampf::N,kamp,gevecht
567,Kampf::N,strid,strijd
568,Kampf::N,strid,gevecht
569,Bogen[Waffe]::N,båge,boog
570,Pfeil::N,pil,pijl
571,Gewehr::N,gevär,geweer
572,Fehler::N,fel,fout
573,Lüge::N,lögn,leugen
574,Schaden::N,skada,schade
575,Unglück::N,otur,tegenspoed
576,Unglück::N,olycka,tegenspoed
577,Schuld::N,skuld,schuld
578,Alter::N,ålder,leeftijd
579,Schluss::N,slut,slot
580,Zeit::N,tid,tijd
581,Tag::N,dag,dag
582,Morgen::N,morgon,morgen
583,Morgen::N,morgon,ochtend
584,Mittag::N,middag,middag
585,Abend::N,kväll,avond
586,Nacht::N,natt,nacht
587,Woche::N,vecka,week
588,Monat::N,månad,maand
589,Jahr::N,år,jaar
590,Frühling::N,vår,lente
591,Frühling::N,vår,voorjaar
592,Sommer::N,sommar,zomer
593,Herbst::N,höst,herfst
594,Winter::N,vinter,winter
595,Januar::N,januari,januari
596,Februar::N,februari,februari
597,März::N,mars,maart
598,April::N,april,april
599,Mai::N,maj,mei
600,Juni::N,juni,juni
601,Juli::N,juli,juli
602,August::N,augusti,augustus
603,September::N,september,september
604,Oktober::N,oktober,oktober
605,November::N,november,november
606,Dezember::N,december,december
607,Montag::N,måndag,maandag
608,Dienstag::N,tisdag,dinsdag
609,Mittwoch::N,onsdag,woensdag
610,Donnerstag::N,torsdag,donderdag
611,Freitag::N,fredag,vrijdag
612,Samstag::N,lördag,zaterdag
613,Sonntag::N,söndag,zondag
614,groß::A,stor,groot
615,klein::A,liten,klein
616,lang::A,lång,lang
617,kurz::A,kort,kort
618,breit::A,bred,breed
619,schmal::A,smal,smal
620,dicht::A,tät,dicht
621,dick[Gegenstand]::A,tjock,dik
622,dünn::A,tunn,dun
623,fein::A,fin,fijn
624,fest::A,fast,vast
625,flach::A,platt,plat
626,glatt::A,glatt,glad
627,hart::A,hård,hard
628,weich::A,mjuk,week
629,rund::A,rund,rond
630,spitz::A,toppig,spits
631,spitz::A,toppig,puntig
632,spitz::A,spetsig,spits
633,spitz::A,spetsig,puntig
634,scharf::A,vass,scherp
635,scharf::A,skarp,scherp
636,stumpf::A,slö,stomp
637,schwer::A,tung,zwaar
638,schön::A,skön,mooi
639,schön::A,skön,fraai
640,schön::A,vacker,mooi
641,schön::A,vacker,fraai
642,heiß::A,het,heet
643,warm::A,varm,warm
644,kalt::A,kall,koud
645,kühl::A,sval,koel
646,kühl::A,kylig,koel
647,frisch::A,färsk,fris
648,feucht::A,fuktig,vochtig
649,nass::A,våt,nat
650,trocken::A,torr,droog
651,voll::A,full,vol
652,leer::A,tom,leeg
653,offen::A,öppen,open
654,geschlossen::A,stängd,gesloten
655,sauber::A,ren,net
656,sauber::A,ren,schoon
657,schmutzig::A,snuskig,vuil
658,roh::A,rå,rauw
659,reif::A,mogen,rijp
660,lecker::A,läcker,lekker
661,süß::A,söt,zoet
662,bitter::A,besk,bitter
663,bitter::A,bitter,bitter
664,sauer::A,sur,zuur
665,hell::A,ljus,licht
666,hell::A,ljus,helder
667,dunkel::A,mörk,donker
668,schwarz::A,svart,zwart
669,weiß::A,vit,wit
670,rot::A,röd,rood
671,gelb::A,gul,geel
672,blau::A,blå,blauw
673,grün::A,grön,groen
674,grau::A,grå,grijs
675,bunt::A,brokig,bont
676,billig::A,billig,goedkoop
677,teuer::A,dyr,duur
678,wertvoll::A,värdefull,kostbaar
679,wertvoll::A,värdefull,waardevol
680,blind::A,blind,blind
681,taub::A,döv,doof
682,kräftig::A,kraftig,krachtig
683,stark::A,stark,sterk
684,schwach::A,svag,zwak
685,fett::A,fet,vet
686,schlank::A,slank,slank
687,hübsch::A,snygg,leuk
688,hübsch::A,vacker,leuk
689,böse::A,ond,kwaad
690,böse::A,elak,kwaad
691,dumm::A,dum,dom
692,faul::A,lat,lui
693,fleißig::A,flitig,vlijtig
694,geizig::A,snål,gierig
695,geizig::A,girig,gierig
696,klug::A,klok,slim
697,klug::A,klok,schrander
698,klug::A,klok,verstandig
699,geschickt::A,händig,handig
700,geschickt::A,händig,vaardig
701,geschickt::A,skicklig,handig
702,geschickt::A,skicklig,vaardig
703,lieb::A,kär,lief
704,lieb::A,snäll,lief
705,lustig::A,rolig,vrolijk
706,lustig::A,lustig,vrolijk
707,sanft::A,mild,zacht
708,hungrig::A,hungrig,hongerig
709,krank::A,sjuk,ziek
710,nackt::A,naken,naakt
711,traurig::A,ledsen,treurig
712,traurig::A,ledsen,bedroefd
713,traurig::A,sorgsen,treurig
714,traurig::A,sorgsen,bedroefd
715,lebendig::A,levande,levend
716,gut::A,bra,goed
717,schlecht::A,dålig,slecht
718,richtig::A,riktig,juist
719,schlimm::A,illa,erg
720,schlimm::A,illa,kwaad
721,wahr::A,sann,waar
722,alt::A,gammal,oud
723,neu::A,ny,nieuw
724,ehemalig::A,forn,voormalig
725,ehemalig::A,tidigare,voormalig
726,alt[Lebewesen]::A,gammal,oud
727,jung::A,ung,jong
728,arm::A,fattig,arm
729,reich::A,rik,rijk
730,bekannt::A,känd,bekend
731,berühmt::A,berömd,beroemd
732,fremd::A,främmande,vreemd
733,verschieden::A,åtskillig,verscheiden
734,verschieden::A,åtskillig,verschillend
735,nah::A,nära,nabij
736,nah::A,nära,nabijgelegen
737,fern::A,fjärran,ver
738,linker::A,vänster,linker
739,rechter::A,höger,rechter
740,anderer::A,annan,andere
741,erster::A,första,eerste
742,zweiter::A,andra,tweede
743,dritter::A,tredje,derde
744,letzter::A,sist,laatste
745,allein::ADV,allena,alleen
746,auf einmal::ADV,på en gång,ineens
747,auf einmal::ADV,på en gång,tegelijk
748,zusammen::ADV,tillsammans,samen
749,zusammen::ADV,tillsammans,bijeen
750,lange::ADV,länge,lang
751,plötzlich::ADV,plötsligt,eensklaps
752,plötzlich::ADV,plötsligt,plotsklaps
753,sofort::ADV,strax,terstond
754,sofort::ADV,strax,aanstonds
755,sofort::ADV,strax,onmiddelijk
756,sofort::ADV,genast,terstond
757,sofort::ADV,genast,aanstonds
758,sofort::ADV,genast,onmiddelijk
759,später::ADV,senare,later
760,jetzt::ADV,nu,nu
761,jetzt::ADV,nu,nou
762,jetzt::ADV,nu,thans
763,heute::ADV,i dag,heden
764,heute::ADV,i dag,vandaag
765,morgen::ADV,i morgon,morgen
766,bald::ADV,snart,gauw
767,bald::ADV,snart,weldra
768,dann::ADV,då,dan
769,dann::ADV,då,toen
770,gestern::ADV,i går,gisteren
771,einst::ADV,en gång,eens
772,damals::ADV,då,toen
773,damals::ADV,då,destijds
774,damals::ADV,den gången,toen
775,damals::ADV,den gången,destijds
776,danach::ADV,därefter,daarna
777,vorher::ADV,före,vooraf
778,vorher::ADV,före,van tevoren
779,vorher::ADV,förut,vooraf
780,vorher::ADV,förut,van tevoren
781,zuerst::ADV,först,eerst
782,zuerst::ADV,först,het eerst
783,einmal::ADV,en gång,eens
784,einmal::ADV,en gång,eenmaal
785,manchmal::ADV,ibland,soms
786,oft::ADV,ofta,vaak
787,oft::ADV,ofta,dikwijls
788,immer::ADV,alltid,altijd
789,niemals::ADV,aldrig,nooit
790,hier::ADV,här,hier
791,hierhin::ADV,hit,hierheen
792,von hier::ADV,härifrån,van hier
793,von hier::ADV,härifrån,hiervandaan
794,dort::ADV,där,daar
795,dort::ADV,där,ginds
796,dorthin::ADV,dit,daarheen
797,geradeaus::ADV,rätt fram,rechtuit
798,geradeaus::ADV,rätt fram,rechtdoor
799,vorwärts::ADV,fram,vooruit
800,vorwärts::ADV,fram,voorwaarts
801,vorwärts::ADV,framåt,vooruit
802,vorwärts::ADV,framåt,voorwaarts
803,rückwärts::ADV,baklänges,achteruit
804,rückwärts::ADV,baklänges,achterwaarts
805,zurück::ADV,tillbaka,terug
806,unten::ADV,nere,beneden
807,unten::ADV,nere,onderaan
808,unten::ADV,nedanför,beneden
809,unten::ADV,nedanför,onderaan
810,hinab::ADV,ned,omlaag
811,hinab::ADV,ned,naar beneden
812,hinab::ADV,nedåt,omlaag
813,hinab::ADV,nedåt,naar beneden
814,oben::ADV,ovan,boven
815,oben::ADV,ovanpå,boven
816,hinauf::ADV,upp,omhoog
817,hinauf::ADV,upp,naar boven
818,hinauf::ADV,uppåt,omhoog
819,hinauf::ADV,uppåt,naar boven
820,überall::ADV,överallt,alom
821,überall::ADV,överallt,overal
822,nicht::ADV,ej,niet
823,nicht::ADV,inte,niet
824,ein wenig::ADV,litet,wat
825,kaum::ADV,knappt,amper
826,kaum::ADV,knappt,nauwelijks
827,kaum::ADV,knappast,amper
828,kaum::ADV,knappast,nauwelijks
829,sehr::ADV,mycket,erg
830,sehr::ADV,mycket,zeer
831,so::ADV,så,zo
832,noch::ADV,än,nog
833,noch::ADV,ännu,nog
834,nur::ADV,bara,maar
835,nur::ADV,bara,alleen
836,nur::ADV,endast,maar
837,nur::ADV,endast,alleen
838,schon::ADV,redan,al
839,schon::ADV,redan,reeds
840,wieder::ADV,åter,weer
841,wieder::ADV,åter,terug
842,vergebens::ADV,förgäves,vergeefs
843,vergebens::ADV,förgäves,tevergeefs
844,vor::PRP,utanför,voor
845,hinter::PRP,bakom,achter
846,unter::PRP,under,onder
847,unter::PRP,under,beneden
848,durch::PRP,genom,door
849,durch::PRP,igenom,door
850,neben::PRP,bredvid,naast
851,neben::PRP,vid sidan av,naast
852,zwischen::PRP,mellan,tussen
853,wegen::PRP,på grund av,wegens
854,wegen::PRP,på grund av,vanwege
855,dies::PRN,detta,dit
856,das::PRN,det,dat
857,alles::PRN,allt,alles
858,ich::PRN,jag,ik
859,du::PRN,du,je
860,du::PRN,du,jij
861,er::PRN,han,hij
862,wir::PRN,vi,we
