,Concept_ID,os,hr
1430,schützen::V,хъахъхъӕнын,čuvati
1431,verteidigen::V,бахизын,obraniti
1432,sich schlagen::V,хыл кæнын,biti se
1433,sich schlagen::V,хыл кæнын,udariti se
1434,schießen::V,ӕхсын,pucati
1435,schießen::V,ӕхсын,strijeljati
1436,siegen::V,басӕттын,pobijediti
1437,siegen::V,фӕуӕлахиз уӕвын,pobijediti
1438,ärgern::V,мӕсты кӕнын,ljutiti
1439,schlagen::V,ныццæвын,biti
1440,schlagen::V,ныццæвын,udariti
1441,stechen::V,фæрæхойын,ubosti
1442,stoßen::V,риуыгъын,gurnuti
1443,stehlen::V,давын,ukrasti
1444,stören::V,хъыгдарын,smetati
1445,belästigen::V,хъыгдарын,smetati
1446,belästigen::V,хъыгдарын,dosaditi
1447,verbergen::V,бамбӕхсын,skriti
1448,verbergen::V,басусӕг кӕнын,skriti
1449,täuschen::V,фӕливын,obmanuti
1450,täuschen::V,асайын,obmanuti
1451,betrügen::V,асайын,prevarati
1452,töten::V,амарын,ubiti
1453,wohnen::V,цӕрын,stanovati
1454,arbeiten::V,кусын,raditi
1455,sammeln::V,æртонын,sabrati
1456,pflücken::V,тонын,ubrati
1457,jagen::V,цуан кæнын,loviti
1458,fischen::V,кæсаг ахсын æнгуырæй,ribati
1459,fischen::V,кæсаг ахсын æнгуырæй,loviti ribu
1460,fischen::V,æнгуыр дарын,ribati
1461,fischen::V,æнгуыр дарын,loviti ribu
1462,fassen::V,ӕрцахсын,uloviti
1463,hüten::V,хизын,pasti
1464,treiben::V,скъӕрын,goniti
1465,anbinden::V,бабæттын,privezati
1466,anbinden::V,æрбæттын,privezati
1467,füttern::V,холлаг дæттын,hraniti
1468,füttern::V,холлаг æвæрын,hraniti
1469,füttern::V,дарын,hraniti
1470,melken::V,дуцын,musti
1471,hacken::V,кæрдын,sjeckati
1472,hacken::V,лыгтæ кæнын,sjeckati
1473,gießen::V,бакалын,politi
1474,reifen::V,срæгъæд уын,sazreti
1475,reifen::V,сцæттæ уын,sazreti
1476,zubereiten::V,сцӕттӕ кӕнын,prigotoviti
1477,kochen::V,фыцын,kuhati
1478,backen::V,фыцын,peći
1479,braten::V,цурын,peći
1480,braten::V,цурын,pržiti
1481,umrühren::V,ахæццæ кæнын,promiješati
1482,umrühren::V,азмæнтын,promiješati
1483,umrühren::V,астауын,promiješati
1484,stricken::V,кæнын,plesti
1485,stricken::V,бийын,plesti
1486,nähen::V,хуыйын,šiti
1487,färben::V,ахорын,obojiti
1488,reinigen::V,ссыгъдæг кæнын,očistiti
1489,reinigen::V,ссыгъдæг кæнын,počistiti
1490,reinigen::V,ныссыгъдæг кæнын,očistiti
1491,reinigen::V,ныссыгъдæг кæнын,počistiti
1492,reinigen::V,ныссæрфын,očistiti
1493,reinigen::V,ныссæрфын,počistiti
1494,waschen::V,ӕхсын,prati
1495,abwischen::V,сӕрфын,otrti
1496,spülen::V,æнхъæвзын,isprati
1497,spülen::V,æнхъæвзын,oplakati
1498,fegen::V,мӕрзын,mesti
1499,fegen::V,мӕрзын,pomesti
1500,kehren::V,мӕрзын,mesti
1501,baden::V,хи найын,kupati se
1502,sich waschen::V,хи æхсын,umiti se
1503,sich waschen::V,хи æхсын,prati se
1504,ausziehen::V,ласын,svući
1505,anziehen::V,скæнын,obući
1506,sich anziehen::V,дзаума скæнын,obući se
1507,sich anziehen::V,дарæс скæнын,obući se
1508,kämmen::V,ныффасын,češljati
1509,kämmen::V,æрфасын,češljati
1510,schmücken::V,фӕлындын,uresiti
1511,schmücken::V,фӕлындын,nakititi
1512,sagen::V,зæгъын,reći
1513,sagen::V,зæгъын,kazati
1514,sprechen::V,дзурын,govoriti
1515,reden::V,ныхас кӕнын,govoriti
1516,reden::V,ныхас кӕнын,besjediti
1517,sich unterhalten::V,ныхас кæнын,razgovarati se
1518,fragen::V,фӕрсын,pitati
1519,bitten::V,курын,moliti
1520,erzählen::V,радзурын,ispričati
1521,erzählen::V,радзурын,pripovjediti
1522,erzählen::V,ратаурæгъ кæнын,ispričati
1523,erzählen::V,ратаурæгъ кæнын,pripovjediti
1524,mitteilen::V,фехъусын кæнын,saopćiti
1525,nennen::V,хонын,nazvati
1526,rufen::V,сидын,zvati
1527,rufen::V,сидын,dozvati
1528,prahlen::V,ӕппӕлын,hvalisati se
1529,übersetzen::V,ратæлмац кæнын,prevesti
1530,denken::V,ӕнхъӕлын,misliti
1531,denken::V,хъуыды кӕнын,misliti
1532,glauben::V,уырнын,vjerovati
1533,bemerken::V,фенын,zapaziti
1534,bemerken::V,фенын,primijetiti
1535,erkennen::V,базонын,prepoznati
1536,begreifen::V,ӕмбарын,pojmiti
1537,begreifen::V,ӕмбарын,shvatiti
1538,begreifen::V,бамбарын,pojmiti
1539,begreifen::V,бамбарын,shvatiti
1540,lernen::V,ахуыр кӕнын,učiti se
1541,wissen::V,зонын,znati
1542,sich erinnern an::V,зæрдыл æрлæууын,sjetiti se
1543,sich erinnern an::V,æрымысын,sjetiti se
1544,sich erinnern an::V,æрбаймысын,sjetiti se
1545,sich erinnern an::V,æрхъуыды кæнын,sjetiti se
1546,vergessen::V,ферох кæнын,zaboraviti
1547,vergessen::V,айрох кæнын,zaboraviti
1548,messen::V,барын,mjeriti
1549,zählen::V,нымайын,brojiti
1550,rechnen::V,хынцын,računati
1551,lesen::V,кӕсын,čitati
1552,lesen::V,фӕрсын,čitati
1553,malen::V,ныв кӕнын,slikati
1554,zeichnen::V,ныв кӕнын,crtati
1555,schreiben::V,фыссын,pisati
1556,besitzen::V,хицау уын,imati
1557,besitzen::V,хицау уын,posjedovati
1558,kaufen::V,балхӕнын,kupiti
1559,verkaufen::V,уӕй кӕнын,prodati
1560,verkaufen::V,уӕй кӕнын,raspačati
1561,bezahlen::V,бафидын,platiti
1562,zahlen::V,фидын,plaćati
1563,beherrschen::V,æлдариуæг кæнын,vladati
1564,beherrschen::V,æлдариуæг кæнын,gospodariti
1565,ertragen::V,бавзарын,trpjeti
1566,ertragen::V,бавзарын,podnijeti
1567,Leine::N,,uzica
1568,rauschen::V,,šumiti
1569,rauschen::V,,šuškati
1570,treten::V,,šutnuti
1571,verstehen::V,,razabrati
