,Concept_ID,os,hr
202,Kranich::N,зырнæг,ždral
203,Kranich::N,хърихъупп,ždral
204,Krähe::N,халон,vrana
205,Kuckuck::N,гаккук,kukavica
206,Schwan::N,доныхъаз,labud
207,Fisch::N,кӕсаг,riba
208,Barsch::N,окунь,grgeč
209,Hecht::N,хихор кӕсаг,štuka
210,Schlange[Tier]::N,калм,guja
211,Schlange[Tier]::N,калм,zmija
212,Wurm::N,зулкъ,crv
213,Wurm::N,къуыдыргалм,crv
214,Spinne::N,хӕлуарӕг,pauk
215,Ameise::N,мæлдзыг,mrav
216,Laus::N,сыст,uš
217,Mücke::N,къогъо,komarac
218,Fliege::N,бындз,muha
219,Schmetterling::N,гæлæбу,leptir
220,Beere::N,гагадыргъ,boba
221,Beere::N,гагадыргъ,bobica
222,Apfel::N,фӕткъуы,jabuka
223,Pilz::N,зокъо,pečurka
224,Pilz::N,къозо,pečurka
225,Zwiebel::N,хъӕдындз,luk
226,Zwiebel::N,хъӕдындз,kapula
227,Saat::N,тауинаг,sjemenje
228,Saat::N,мыггаг,sjemenje
229,Korn::N,мыггаг,zrno
230,Korn::N,тауинаг,zrno
231,Heu::N,хос,sijeno
232,Schale::N,цъар,kora
233,Schale::N,цъар,ljuska
234,Grube::N,урм,jama
235,Grube::N,къахт,jama
236,Grube::N,дзыхъхъ,jama
237,Falle::N,цъысым,zamka
238,Falle::N,цъысым,klopka
239,Falle::N,къӕппӕг,zamka
240,Falle::N,къӕппӕг,klopka
241,Schlinge::N,цасм,uzao
242,Schlinge::N,цасм,petlja
243,Spur::N,фæд,trag
244,Spur::N,фæд,slijed
245,Asche::N,фӕнык,pepeo
246,Asche::N,ӕртхутӕг,pepeo
247,Dreck::N,цъыф,blato
248,Eisen::N,ӕфсӕйнаг,željezo
249,Gold::N,сыгъзӕрин,zlato
250,Silber::N,ӕвзист,srebro
251,Kohle::N,ӕвзалы,ugalj
252,Kohle::N,ӕвзалы,ugljen
253,Glas::N,авг,staklo
254,Lehm::N,ӕлыг,glina
255,Lehm::N,ӕлыг,ilovača
256,Sand::N,змис,pijesak
257,Mensch::N,лӕг,čovjek
258,Mensch::N,адӕймаг,čovjek
259,Mensch::N,удгоймаг,čovjek
260,Mann::N,лӕг,muškarac
261,Mann::N,нӕлгоймаг,muškarac
262,Frau::N,сылгоймаг,žena
263,Kind::N,сывӕллон,čedo
264,Kind::N,сывӕллон,dijete
265,Junge::N,лӕппу,momče
266,Junge::N,лӕппу,dječak
267,Mädchen::N,чызг,djevojka
268,Mädchen::N,чызг,djevojčica
269,Familie::N,бинонтæ,obitelj
270,Familie::N,бинонтæ,porodica
271,Großvater::N,фыдыфыд,djed
272,Großvater::N,мадыфыд,djed
273,Großmutter::N,фыды мад,baka
274,Großmutter::N,мады мад,baka
275,Eltern::N,ныййарджытæ,roditelji
276,Vater::N,фыд,otac
277,Mutter::N,мад,majka
278,Sohn::N,фырт,sin
279,Tochter::N,чызг,kći
280,Tochter::N,чызг,kćerka
281,Bruder::N,ӕфсымӕр,brat
282,Schwester::N,хо,sestra
283,Onkel::N,фыдыфсымӕр,čika
284,Onkel::N,фыдыфсымӕр,ujak
285,Tante::N,мадыхо,ujna
286,Tante::N,мадыхо,tetka
287,Ehemann::N,мой,muž
288,Ehemann::N,мой,suprug
289,Ehefrau::N,ус,žena
290,Ehefrau::N,ус,supruga
291,Freude::N,цин,radost
292,Freude::N,циндзинад,radost
293,Gelächter::N,худын,grohot
294,Gelächter::N,худт,grohot
295,Gelächter::N,худæг,grohot
296,Glück::N,амонд,sreća
297,Kummer::N,хъыг,jad
298,Kummer::N,хъыг,briga
299,Wunsch::N,бӕллиц,želja
300,Lust::N,монц,volja
301,Geist::N,уд,duh
302,Gedanke::N,хъуыды,misao
303,Gedächtnis::N,мысæн,pamćenje
304,Gedächtnis::N,мысын,pamćenje
305,Gedächtnis::N,зæрдылдарын,pamćenje
306,Verstand::N,зонд,um
307,Verstand::N,зонд,razum
308,Sinn::N,нысаниуæг,smisao
309,Sinn::N,нысаниуæг,značenje
310,Grund::N,ӕфсон,razlog
311,Wahrheit::N,æцæг,istina
312,Gespräch::N,ныхас,razgovor
313,Märchen::N,аргъау,bajka
314,Erzählung::N,радзырд,priča
315,Erzählung::N,радзырд,pripovijest
316,Nachricht::N,уац,vijest
317,Neuigkeit::N,хабар,novost
318,Name::N,ном,ime
319,Rätsel::N,уыци-уыци,zagonetka
320,Rätsel::N,базон-базон,zagonetka
321,Rede::N,раныхас,govor
322,Rede::N,раныхас,besjeda
323,Sprache::N,ӕвзаг,jezik
324,Stimme::N,хъӕлӕс,glas
325,Wort::N,дзырд,riječ
326,Zeichen::N,нысан,znak
327,Ruf::N,сидт,povik
328,Ruf::N,сидт,poklik
329,Lärm::N,уынæр,buka
330,Lärm::N,уынæр,galama
331,Laut::N,зӕл,zvuk
332,Laut::N,мыр,zvuk
333,Ton::N,мыр,ton
334,Lied::N,зарӕг,pjesma
335,Ruhe::N,æнцой,tišina
336,Ruhe::N,æнцой,počinak
337,Leute::N,адӕм,ljudi
338,Volk::N,адӕм,puk
339,Volk::N,адӕм,narod
340,Arbeit::N,фӕллой,rad
341,Arbeit::N,фӕллой,posao
342,Gast::N,уазӕг,gost
343,Geschenk::N,хуын,dar
344,Geschenk::N,хуын,poklon
345,Spiel::N,хъазт,igra
346,Gesellschaft::N,дзыллæ,društvo
347,Gesellschaft::N,дзыллæ,kompanija
348,Gesellschaft::N,æхсæнад,društvo
349,Gesellschaft::N,æхсæнад,kompanija
350,Hilfe::N,æххуыс,pomoć
351,Hilfe::N,ахъаз,pomoć
352,Freund::N,лымӕн,prijatelj
353,Kamerad::N,ӕмбал,drug
354,Kamerad::N,ӕмбал,drugar
355,Angelegenheit::N,хъуыддаг,posao
356,Anzahl::N,бӕрц,broj
357,Anzahl::N,бӕрц,brojnost
358,Art::N,хуыз,vid
359,Art::N,хуыз,vrst
360,Art::N,хуызад,vid
361,Art::N,хуызад,vrst
362,Stück::N,кæрдих,komad
363,Stück::N,комдзаг,komad
364,Teil::N,хай,dio
365,Hälfte::N,æрдæг,polovina
366,Hälfte::N,æмбис,polovina
367,Kreis::N,зиллакк,krug
368,Kreuz::N,дзуар,križ
369,Linie::N,хахх,crta
370,Strich::N,хахх,crta
371,Abstand::N,æхсæнуат,razmak
372,Abstand::N,æхсæнуат,odstojanje
373,Entfernung::N,дæрддзæг,udaljenost
374,Entfernung::N,дардцæг,udaljenost
375,Gegend::N,ран,kraj
376,Gegend::N,ран,predeo
377,Platz::N,бууат,mjesto
378,Ort::N,ран,mjesto
379,Ort::N,бынат,mjesto
380,Seite::N,фахс,bok
381,Seite::N,фахс,strana
382,Mitte::N,астӕу,sredina
383,Gegenstand::N,дзаума,predmet
384,Sache::N,дзаума,posao
385,Rand::N,кӕрон,rub
386,Rand::N,кӕрон,kraj
387,Kante::N,фӕрск,brid
388,Kante::N,фӕрск,ivica
389,Ecke::N,тигъ,ugao
390,Ecke::N,фисын,ugao
391,Spitze::N,бырынкъ,vrh
392,Spitze::N,бырынкъ,šiljak
393,Ende::N,кӕрон,konac
394,Loch::N,хуынкъ,rupa
395,Winkel::N,къуым,kut
396,Winkel::N,къуым,ugao
397,Muster::N,нывæфтыд,uzor
398,Muster::N,кæдзист,uzor
399,Größe::N,ас,veličina
400,Länge::N,дӕргъ,duljina
401,Höhe::N,бæрзонд,visina
402,Höhe::N,бæрзæнд,visina
403,Höhe::N,бæрзонддзинад,visina
404,Gewicht::N,уӕз,težina
405,Menge::N,бӕрц,mnoštvo
406,Menge::N,бӕрц,količina
407,Haufen::N,кӕри,hrpa
408,Haufen::N,кӕри,gomila
409,Reihe::N,рӕнхъ,red
410,Boot::N,чема,čun
411,Boot::N,чема,čamac
412,Ruder::N,къохар,veslo
413,Schlitten::N,дзоныгъ,saone
414,Ski::N,къахдзоныгътæ,ski
415,Ski::N,къахдзоныгътæ,smučka
416,Ski::N,лыжæтæ,ski
417,Ski::N,лыжæтæ,smučka
418,Lagerfeuer::N,арт,logorska vatra
419,Last::N,уаргъ,tovar
420,Gang::N,цыд,hod
421,Schritt::N,санчъех,korak
422,Schritt::N,къахдзӕф,korak
423,Norden::N,цæгат,sjever
424,Süden::N,хуссар,jug
425,Westen::N,ныгуылæн,zapad
426,Osten::N,скæсæн,istok
427,Holz::N,хъӕдӕрмӕг,drvo
428,Brett::N,фæйнæг,daska
429,Platte::N,къӕй,ploča
430,Stütze::N,быцæу,potpora
431,Stange::N,хъил,motka
432,Stock::N,лӕдзӕг,štap
433,Stock::N,лӕдзӕг,palica
434,Stab::N,хъил,štap
435,Stab::N,хъил,šipka
436,Rohr::N,хӕтӕл,cijev
437,Haus::N,хӕдзар,kuća
438,Heim::N,къона,dom
439,Ofen::N,пец,peć
440,Fußboden::N,астӕрд,pod
441,Tisch::N,стъол,stol
442,Tisch::N,стъол,trpeza
443,Stuhl::N,бандон,stolac
444,Stuhl::N,бандон,stolica
445,Wiege::N,авдæн,kolijevka
446,Bett::N,сынтӕг,krevet
447,Bett::N,сынтӕг,postelja
448,Regal::N,тӕрхӕг,polica
449,Regal::N,уӕлвӕйнӕг,polica
450,Kiste::N,асыкк,sanduk
451,Fenster::N,рудзынг,prozor
452,Fenster::N,фæрссаг,prozor
453,Tür::N,дуар,vrata
454,Tor::N,кулдуар,vrata
455,Tor::N,кулдуар,kapija
456,Zaun::N,æмбонд,plot
457,Zaun::N,æмбонд,ograda
458,Zaun::N,быру,plot
459,Zaun::N,быру,ograda
460,Zaun::N,гæрæн,plot
461,Zaun::N,гæрæн,ograda
462,Dach::N,уӕлхӕдзар,krov
463,Leiter::N,асин,ljestve
464,Leiter::N,асин,ljestvice
465,Besen::N,уисой,metla
466,Spaten::N,бел,ašov
467,Schaufel::N,æвгæнæн,lopata
468,Schaufel::N,кæфой,lopata
469,Gabel::N,вилкæ,viljuška
470,Löffel::N,уидыг,žlica
471,Messer::N,кард,nož
472,Nagel::N,зӕгӕл,čavao
473,Netz::N,хыз,mreža
474,Haken::N,хæдз,kuka
475,Haken::N,хæбырæгъ,kuka
476,Griff::N,фистон,držak
477,Griff::N,фистон,ručica
478,Schloss::N,гуыдыр,brava
479,Bild::N,ныв,slika
480,Figur::N,кæрдгæныв,figura
481,Puppe::N,чындз,lutka
482,Beutel::N,дзӕкъул,kesa
483,Bündel::N,баст,snop
484,Bündel::N,баст,svežanj
485,Tasche::N,хызын,torba
486,Tasche::N,хызын,taška
487,Tasche::N,дзæкъул,torba
488,Tasche::N,дзæкъул,taška
489,Eimer::N,къæрта,kabao
490,Eimer::N,чъыбыла,kabao
491,Eimer::N,ведра,kabao
492,Deckel::N,сæр,poklopac
493,Deckel::N,æмбæрзæн,poklopac
494,Geschirr::N,мигæнæн,suđe
495,Geschirr::N,мигæнæн,posuđe
496,Geschirr::N,мигæнæнтæ,suđe
497,Geschirr::N,мигæнæнтæ,posuđe
498,Sack::N,голлаг,džak
499,Sack::N,голлаг,vreća
500,Tasse::N,пиала,šalica
501,Tasse::N,къус,šalica
502,Topf::N,аг,lonac
503,Topf::N,чысыл аг,lonac
504,Kessel::N,аг,kazan
505,Essen::N,хӕрд,obrok
506,Nahrung::N,хойраг,hrana
507,Speise::N,хӕринаг,jelo
508,Fleisch::N,дзидза,meso
509,Fleisch::N,фыдызгъӕл,meso
510,Getreide::N,халсар,žito
511,Getreide::N,халсар,žitarice
512,Brei::N,кас,kaša
513,Brot::N,дзул,kruh
514,Scheibe::N,къӕбӕр,kriška
515,Fett::N,сой,mast
516,Fett::N,сой,salo
517,Butter::N,нӕлхӕ,buter
518,Butter::N,нӕлхӕ,maslac
519,Öl::N,зети,ulje
520,Salz::N,цӕхх,sol
521,Suppe::N,бас,supa
522,Honig::N,мыд,med
523,Milch::N,ӕхсыр,mlijeko
524,Tee::N,цай,čaj
525,Leder::N,мæскуы,koža
526,Wolle::N,фӕсмын,vuna
527,Stoff::N,хъуымац,štof
528,Stoff::N,хъуымац,tkanina
529,Nadel::N,судзин,igla
530,Faden::N,ӕндах,nit
531,Faden::N,ӕндах,konac
532,Knopf::N,цӕппӕр,dugme
533,Knoten::N,ӕлхынцъ,čvor
534,Knoten::N,ӕлхынцъ,uzao
535,Farbe::N,ахорæн,farba
536,Kleidung::N,дарӕс,odjeća
537,Hemd::N,хӕдон,košulja
538,Kragen::N,æфцæггот,ovratnik
539,Ärmel::N,дыс,rukav
540,Hose::N,хæлаф,hlače
541,Hose::N,æддаг хæлаф,hlače
542,Hose::N,салбар,hlače
543,Gürtel::N,рон,pas
544,Gürtel::N,рон,pojas
545,Mütze::N,худ,kapa
546,Schuh::N,басмахъ,cipela
547,Stiefel::N,цырыхъхъ,čizma
548,Ring::N,къухдарӕн,prsten
549,Band::N,лент,vrpca
550,Kamm::N,сӕрвасӕн,češalj
551,Spiegel::N,айдæн,zrcalo
552,Spiegel::N,айдæн,ogledalo
553,Spiegel::N,кæсæн,zrcalo
554,Spiegel::N,кæсæн,ogledalo
555,Riemen::N,гӕрз,kaiš
556,Riemen::N,гӕрз,remen
557,Schnur::N,бӕндӕн,vrpca
558,Decke::N,хъӕццул,ćebe
559,Decke::N,хъӕццул,pokrivač
560,Kissen::N,баз,jastuk
561,Tuch::N,кæлмæрзæн,rubac
562,Tuch::N,кæлмæрзæн,marama
563,Tuch::N,кæрдæн,rubac
564,Tuch::N,кæрдæн,marama
565,Handtuch::N,хисæрфæн,ručnik
566,Kraft::N,тых,snaga
567,Kraft::N,хъомыс,snaga
568,Stärke::N,тых,jakost
569,Stärke::N,æхсар,jakost
570,Gesundheit::N,æнæниздзинад,zdravlje
571,Krankheit::N,низ,bolest
572,Krankheit::N,рын,bolest
573,Schmerz::N,рис,bol
574,Wunde::N,цӕф,rana
575,Fieber::N,ризӕг,groznica
576,Fieber::N,тӕфсӕг,groznica
577,Arznei::N,хос,lijek
578,Brücke::N,хид,most
579,Brücke::N,хид,ćuprija
580,Brunnen::N,цъай,bunar
581,Brunnen::N,цъай,zdenac
582,Weide::N,хизæн,paša
583,Weide::N,хизæн,pašnjak
584,Weide::N,хизæнуат,paša
585,Weide::N,хизæнуат,pašnjak
586,Weide::N,сæрвæт,paša
587,Weide::N,сæрвæт,pašnjak
588,Pfad::N,къахвæндаг,staza
589,Pfad::N,къахвæд,staza
590,Weg::N,фӕндаг,put
591,Straße::N,фӕндаг,drum
592,Straße::N,фӕндаг,cesta
593,Dorf::N,хъӕу,selo
594,Stadt::N,сахар,grad
595,Stadt::N,сахар,varoš
596,Brief::N,фыстӕг,list
597,Brief::N,фыстӕг,pismo
598,Buch::N,чиныг,knjiga
599,Buchstabe::N,дамгъӕ,slovo
600,Zeitung::N,газет,novine
601,Leben::N,цард,život
602,Leben::N,цӕрӕнбон,život
603,Tod::N,мæлæт,smrt
604,Tod::N,адзал,smrt
605,Grab::N,ингӕн,raka
606,Kirche::N,аргъуан,crkva
607,Sünde::N,тæригъæд,grijeh
608,Gott::N,хуыцау,bog
609,Arbeiter::N,кусæг,radnik
610,Chef::N,ӕмцег,šef
611,Meister::N,мастер,majstor
612,Meister::N,дæсны,majstor
613,Arzt::N,хосгæнæг,liječnik
614,Arzt::N,дохтыр,liječnik
615,Lehrer::N,ахуыргæнæг,učitelj
616,Geld::N,ӕхца,novac
617,Geschäft::N,бизнес,posao
618,Geschäft::N,бизнес,trgovina
619,Geschäft::N,хъуыддаг,posao
620,Geschäft::N,хъуыддаг,trgovina
621,Laden::N,дукани,dućan
622,Preis::N,аргъ,cijena
623,Ware::N,базайраг,roba
624,Nutzen::N,пайда,korist
625,Reichtum::N,хъæздыгдзинад,bogatstvo
626,Reichtum::N,исбон,bogatstvo
627,Reichtum::N,мулк,bogatstvo
628,Welt::N,дуне,svijet
629,Land::N,бӕстӕ,zemlja
630,Staat::N,паддзахад,država
631,König::N,къарол,kralj
632,Macht::N,хицаудзинад,moć
633,Macht::N,хицаудзинад,vlast
634,Grenze::N,арӕн,granica
635,Krieg::N,хӕст,rat
636,Feind::N,знаг,neprijatelj
637,Feind::N,фыдгул,neprijatelj
638,Feind::N,фыдзæрдæ,neprijatelj
639,Feind::N,сон,neprijatelj
640,Gewalt::N,тыхми,sila
641,Gewalt::N,тыхми,nasilje
642,Gewalt::N,тыхдзинад,sila
643,Gewalt::N,тыхдзинад,nasilje
644,Kampf::N,хæст,boj
645,Kampf::N,хæст,borba
646,Kampf::N,хъæбысæйхæст,boj
647,Kampf::N,хъæбысæйхæст,borba
648,Kampf::N,тох,boj
649,Kampf::N,тох,borba
650,Bogen[Waffe]::N,ӕрдын,luk
651,Pfeil::N,фат,strijela
652,Gewehr::N,топп,puška
653,Fehler::N,рӕдыд,pogreška
654,Fehler::N,рӕдыд,griješka
655,Lüge::N,мӕнг,laž
656,Lüge::N,гӕдыдзинад,laž
657,Schaden::N,зиан,šteta
658,Unglück::N,бæллæх,nesreća
659,Schuld::N,азым,krivnja
660,Alter::N,кар,dob
661,Schluss::N,кæрон,kraj
662,Schluss::N,кæрон,konac
663,Zeit::N,рӕстӕг,doba
664,Zeit::N,рӕстӕг,vrijeme
665,Tag::N,бон,dan
666,Morgen::N,райсом,jutro
667,Mittag::N,æмбисбон,podne
668,Abend::N,изӕр,veče
669,Abend::N,изӕр,večer
670,Nacht::N,ӕхсӕв,noć
671,Woche::N,къуыри,sedmica
672,Monat::N,мӕй,mjesec
673,Jahr::N,аз,godina
674,Jahr::N,афӕдз,godina
675,Frühling::N,уалдзæг,proljeće
676,Sommer::N,сӕрд,ljeto
677,Herbst::N,фæззæг,jesen
678,Winter::N,зымӕг,zima
679,Januar::N,январь,januar
680,Januar::N,январь,siječanj
681,Februar::N,февраль,veljača
682,Februar::N,февраль,februar
683,März::N,мартъи,mart
684,März::N,мартъи,ožujak
685,April::N,апрель,april
686,April::N,апрель,travanj
687,Mai::N,май,maj
688,Mai::N,май,svibanj
689,Juni::N,июнь,juni
690,Juni::N,июнь,lipanj
691,Juli::N,июль,juli
692,Juli::N,июль,srpanj
693,August::N,август,august
694,August::N,август,kolovoz
695,September::N,сентябрь,rujan
696,September::N,сентябрь,septembar
697,Oktober::N,октябрь,oktobar
698,Oktober::N,октябрь,listopad
699,November::N,ноябрь,studeni
700,November::N,ноябрь,novembar
701,Dezember::N,декабрь,prosinac
702,Montag::N,къуырисæр,ponedjeljak
703,Montag::N,къуырисæр,ponedjeljnik
704,Dienstag::N,дыццæг,utorak
705,Dienstag::N,дыццæг,utornik
706,Mittwoch::N,æртыццæг,srijeda
707,Donnerstag::N,цыппæрæм,četvrtak
708,Freitag::N,майрæмбон,petak
709,Samstag::N,сабат,subota
710,Sonntag::N,хуыцаубон,nedjelja
711,groß::A,дынджыр,velik
712,klein::A,гыццыл,mali
713,klein::A,гыццыл,malen
714,lang::A,даргъ,dug
715,lang::A,даргъ,dugačak
716,kurz::A,цыбыр,kratak
717,breit::A,фӕтӕн,širok
718,schmal::A,нарӕг,uski
719,schmal::A,нарӕг,uzak
720,schmal::A,уынгӕг,uski
721,schmal::A,уынгӕг,uzak
722,dicht::A,бæзджын,gust
723,dicht::A,тар,gust
724,dick[Gegenstand]::A,сӕвджын,debeo
725,dünn::A,тæнæг,tanak
726,fein::A,лыстӕг,fin
727,fein::A,лыстӕг,tanak
728,fest::A,фидар,čvrst
729,fest::A,хъӕддых,čvrst
730,flach::A,тъӕпӕн,ravan
731,flach::A,тъӕпӕн,plosnat
732,glatt::A,лӕгъз,gladak
733,hart::A,хъӕбӕр,tvrd
734,weich::A,фӕлмӕн,mek
735,weich::A,фӕлмӕн,mekan
736,rund::A,тымбыл,okrugao
737,spitz::A,цыргъбырынкъ,oštar
738,spitz::A,цыргъбырынкъ,šiljast
739,spitz::A,цыргъфындз,oštar
740,spitz::A,цыргъфындз,šiljast
741,scharf::A,цыргъ,oštar
742,scharf::A,цыргъ,bridak
743,stumpf::A,къуымых,tup
744,schwer::A,уӕззау,težak
745,schön::A,аив,krasan
746,schön::A,рӕсугъд,krasan
747,heiß::A,тӕвд,vruć
748,warm::A,хъарм,topao
749,kalt::A,уазал,hladan
750,kühl::A,сатæг,hladan
751,kühl::A,уазалгомау,hladan
752,frisch::A,сатæг,svjež
753,feucht::A,уымӕл,vlažan
754,nass::A,хуылыдз,mokar
755,trocken::A,хус,suh
756,voll::A,дзаг,pun
757,voll::A,йедзаг ,pun
758,leer::A,афтид,prazan
759,offen::A,гом,otvoren
760,geschlossen::A,æхгæд,zatvoren
