,Concept_ID,cy,sah
615,schön::A,teg,кыраһыабай
616,schön::A,hardd,кыраһыабай
617,schön::A,prydferth,кыраһыабай
618,heiß::A,poeth,итии
619,warm::A,twym,ичигэс
620,warm::A,cynnes,ичигэс
621,kalt::A,oer,тымныы
622,kühl::A,oeraidd,сөрүүн
623,frisch::A,iach,ыраас
624,frisch::A,iach,сөрүүн
625,frisch::A,iach,тымныы
626,feucht::A,llaith,сииктээх
627,nass::A,gwlyb,инчэҕэй
628,trocken::A,sych,кураан
629,voll::A,llawn,толору
630,leer::A,gwag,иччитэх
631,offen::A,agored,аһаҕас
632,geschlossen::A,caead,бүтэй
633,geschlossen::A,caeëdig,бүтэй
634,sauber::A,glân,сэбэр
635,schmutzig::A,budr,кирдээх
636,schmutzig::A,brwnt,кирдээх
637,roh::A,amrwd,сиикэй
638,reif::A,aeddfed,буспут
639,reif::A,aeddfed,сиппит-хоппут
640,lecker::A,blasus,минньигэс
641,lecker::A,danteithiol,минньигэс
642,süß::A,melys,минньигэс
643,bitter::A,chwerw,аһыы
644,sauer::A,sur,аһыы
645,hell::A,disglair,сырдык
646,dunkel::A,tywyll,хараҥа
647,schwarz::A,du,хара
648,weiß::A,gwyn,үрүҥ
649,weiß::A,gwyn,маҥан
650,rot::A,coch,кыһыл
651,gelb::A,melyn,саһархай
652,blau::A,glas,күөх
653,grün::A,gwyrdd,күөх
654,grün::A,gwyrdd,от күөҕэ
655,grau::A,llwyd,сиэрэй
656,bunt::A,lliwgar,эриэн
657,billig::A,rhad,чэпчэки
658,teuer::A,drud,сыаналаах
659,wertvoll::A,gwerthfawr,сыаналаах
660,blind::A,dall,хараҕа суох
661,taub::A,byddar,дьүлэй
662,kräftig::A,nerthol,модун
663,kräftig::A,grymus,модун
664,stark::A,cryf,күүстээх
665,stark::A,cadarn,күүстээх
666,schwach::A,gwan,мөлтөх
667,fett::A,tew,эмис
668,schlank::A,main,дьылҕан
669,schlank::A,main,дьыпсаҕай
670,hübsch::A,tlws,олус кэрэ
671,hübsch::A,tlws,көрүөхтэн үчүгэй
672,böse::A,drwg,өһүөннээх
673,dumm::A,twp,акаары
674,faul::A,diog,нэс
675,fleißig::A,dyfal,кыһамньылаах
676,geizig::A,crintach,иҥсэлээх
677,geizig::A,cybyddlyd,иҥсэлээх
678,klug::A,deallus,өйдөөх
679,geschickt::A,medrus,наһаа дьоҕурдаах
680,geschickt::A,deheuig,наһаа дьоҕурдаах
681,lieb::A,hoff,тапталлаах
682,lieb::A,annwyl,тапталлаах
683,lustig::A,llon,көрдөөх
684,sanft::A,mwyn,намчы
685,sanft::A,mwyn,сымнаҕас
686,hungrig::A,newynog,аччык
687,krank::A,sâl,ыалдьар
688,krank::A,gwael,ыалдьар
689,nackt::A,noeth,сыгынньах
690,traurig::A,trist,санаарҕабыллаах
691,lebendig::A,yn fyw,тыыннаах
692,gut::A,da,үтүө
693,gut::A,da,үчүгэй
694,schlecht::A,drwg,куһаҕан
695,schlecht::A,gwael,куһаҕан
696,richtig::A,cywir,сөп
697,schlimm::A,enbyd,сидьиҥ
698,schlimm::A,enbyd,быдьар
699,wahr::A,gwir,кырдьык
700,alt::A,hen,былыргы
701,neu::A,newydd,саҥа
702,ehemalig::A,blaenorol,урукку
703,alt[Lebewesen]::A,oedrannus,кырдьаҕас
704,jung::A,ifanc,эдэр
705,arm::A,tlawd,дьадаҥы
706,reich::A,cyfoethog,баай
707,bekannt::A,cynefin,билэр
708,bekannt::A,cyfarwydd,билэр
709,berühmt::A,enwog,аатырбыт
710,fremd::A,estron,атын
711,verschieden::A,gwahanol,араас
712,nah::A,agos,чугас
713,fern::A,pell,ыраах
714,linker::A,aswy,хаҥас
715,linker::A,chwith,хаҥас
716,rechter::A,de,уҥа
717,rechter::A,deau,уҥа
718,anderer::A,arall,атын
719,erster::A,cyntaf,маҥнайгы
720,zweiter::A,ail,иккис
721,dritter::A,trydydd,үһүс
722,letzter::A,olaf,тиһэх
723,allein::ADV,unig,соҕотох
724,allein::ADV,ar ei ben ei hun,соҕотох
725,auf einmal::ADV,ar yr un pryd,биирдэ
726,zusammen::ADV,ynghyd,холбуу
727,zusammen::ADV,gyda'i gilydd,холбуу
728,lange::ADV,amser hir,уһуннук
729,plötzlich::ADV,yn sydyn,эмискэ
730,sofort::ADV,ar unwaith,тута
731,später::ADV,yn ddiweddarach,хойут
732,jetzt::ADV,yn awr,билигин
733,heute::ADV,heddiw,бүгүн
734,morgen::ADV,yfory,сарсын
735,bald::ADV,yn fuan,өтөр
736,bald::ADV,gyda hyn,өтөр
737,dann::ADV,yna,кэнна
738,dann::ADV,y pryd hwnnw,кэнна
739,gestern::ADV,ddoe,бэҕэһээ
740,einst::ADV,gynt,биир төгүл
741,einst::ADV,gynt,арай биирдэ
742,damals::ADV,ar y pryd,оччоҕо
743,damals::ADV,bryd hynny,оччоҕо
744,danach::ADV,wedyn,аары
745,danach::ADV,wedyn,ол кэнниттэн
746,vorher::ADV,o'r blaen,урут
747,zuerst::ADV,yn gyntaf,маҥнай
748,einmal::ADV,unwaith,биирдэ
749,manchmal::ADV,weithiau,арыт
750,manchmal::ADV,ar brydiau,арыт
751,oft::ADV,yn aml,чаастатык
752,oft::ADV,yn fynych,чаастатык
