,Concept_ID,el,ro
81,Wind::N,άνεμος,vânt
82,Welle::N,κύμα,val
83,Welle::N,κύμα,undă
84,Wasser::N,νερό,apă
85,Stein::N,πέτρα,piatră
86,Boden::N,χώμα,sol
87,Boden::N,χώμα,pământ
88,Erde::N,γη,pământ
89,Staub::N,σκόνη,praf
90,Rauch::N,καπνός,fum
91,Funke::N,σπίθα,scânteie
92,Funke::N,σπινθήρας,scânteie
93,Feuer::N,φωτιά,foc
94,Licht::N,φως,lumină
95,Schatten::N,σκιά,umbră
96,Schatten::N,ίσκιος,umbră
97,Wetter::N,καιρός,timp
98,Wetter::N,καιρός,vreme
99,Nebel::N,ομίχλη,ceață
100,Nebel::N,ομίχλη,negură
101,Wolke::N,σύννεφο,nor
102,Regen::N,βροχή,ploaie
103,Schnee::N,χιόνι,zăpadă
104,Eis::N,πάγος,gheață
105,Frost::N,παγωνία,ger
106,Kälte::N,κρύο,frig
107,Kälte::N,ψύχος,frig
108,Hitze::N,ζέστη,arșiță
109,Hitze::N,ζέστη,căldură
110,Raureif::N,πάχνη,chiciură
111,Regenbogen::N,ουράνιο τόξο,curcubeu
112,Donner::N,βροντή,tunet
113,Strömung::N,ρεύμα,curent
114,Tropfen::N,στάλα,picătură
115,Schaum::N,αφρός,spumă
116,Schmutz::N,βρωμιά,murdărie
117,See::N,λίμνη,lac
118,Sumpf::N,βάλτος,mlaștină
119,Moor::N,έλος,bărăgan
120,Wiese::N,λιβάδι,fânaț
121,Wiese::N,λιβάδι,livadă
122,Wald::N,δάσος,codru
123,Wald::N,δάσος,pădure
124,Hügel::N,λόφος,deal
125,Hügel::N,λόφος,movilă
126,Anhöhe::N,ύψωμα,deal
127,Anhöhe::N,ύψωμα,ridicătură
128,Berg::N,όρος,munte
129,Berg::N,βουνό,munte
130,Gipfel::N,κορυφή,pisc
131,Höhle::N,σπηλιά,peșteră
132,Abhang::N,πλαγιά,pantă
133,Abhang::N,πλαγιά,versant
134,Quelle::N,πηγή,izvor
135,Quelle::N,βρύση,izvor
136,Bach::N,ρυάκι,gârlă
137,Fluss::N,ποτάμι,râu
138,Fluss::N,ποτάμι,fluviu
139,Fluss::N,ποταμός,râu
140,Fluss::N,ποταμός,fluviu
141,Ufer::N,όχθη,mal
142,Ufer::N,όχθη,țărm
143,Küste::N,ακτή,coastă
144,Küste::N,ακρογιαλιά,coastă
145,Festland::N,στεριά,uscat
146,Meer::N,θάλασσα,mare
147,Bucht::N,κόλπος,golf
148,Insel::N,νησί,insulă
149,Insel::N,νήσος,insulă
150,Blume::N,άνθος,floare
151,Blume::N,λουλούδι,floare
152,Gras::N,χόρτο,iarbă
153,Gras::N,χορτάρι,iarbă
154,Wurzel::N,ρίζα,rădăcină
155,Baum::N,δέντρο,copac
156,Baum::N,δέντρο,arbore
157,Stamm::N,κορμός,tulpină
158,Rinde::N,φλούδα,scoarță
159,Ast::N,κλαδί,cracă
160,Ast::N,κλαδί,creangă
161,Zweig::N,κλαδί,ramură
162,Zweig::N,κλαδί,creangă
163,Zweig::N,κλάδος,ramură
164,Zweig::N,κλάδος,creangă
165,Blatt::N,φύλλο,frunză
166,Birke::N,σημύδα,mesteacăn
167,Kiefer[Baum]::N,πεύκο,pin
168,Weide[Baum]::N,ιτιά,salcie
169,Weide[Baum]::N,ιτιά,răchită
170,Tanne::N,έλατο,brad
171,Horn::N,κέρας,corn
172,Horn::N,κέρατο,corn
173,Feder::N,φτερό,pană
174,Fell::N,δέρμα,piele
175,Fell::N,τομάρι,piele
176,Flügel::N,πτερύγιο,aripă
177,Klaue::N,κουλό,gheară
178,Kralle::N,νύχι,labă
179,Kralle::N,νύχι,gheară
180,Schwanz::N,ουρά,coadă
181,Ei::N,αβγό,ou
182,Nest::N,φωλιά,cuib
183,Bau::N,φωλιά,bârlog
184,Bau::N,φωλιά,vizuină
185,Tier::N,ζώο,animal
186,Herde::N,κοπάδι,turmă
187,Herde::N,κοπάδι,cireadă
188,Kuh::N,αγελάδα,vacă
189,Bulle::N,ταύρος,taur
190,Pferd::N,άλογο,cal
191,Schaf::N,πρόβατο,oaie
192,Schwein::N,γουρούνι,porc
193,Hund::N,σκυλί,câine
194,Hund::N,σκύλος,câine
195,Katze::N,γάτα,pisică
196,Bär::N,άρκτος,urs
197,Bär::N,αρκούδα,urs
198,Eichhörnchen::N,βερβερίτσα,veveriță
199,Elch::N,άλκη,elan
200,Fuchs::N,αλεπού,vulpe
201,Hase::N,λαγός,iepure
202,Maus::N,ποντικός,șoarece
203,Wolf::N,λύκος,lup
204,Vogel::N,πουλί,pasăre
205,Schwarm::N,σμήνος,cârd
206,Huhn::N,κότα,găină
207,Huhn::N,όρνιθα,găină
208,Hahn::N,πετεινός,cocoș
209,Gans::N,χήνα,gâscă
210,Adler::N,αετός,vultur
211,Ente::N,πάπια,rață
212,Eule::N,κουκουβάγια,bufniță
213,Kranich::N,γερανός,cocor
214,Krähe::N,καρακάξα,cioară
215,Kuckuck::N,κούκος,cuc
216,Schwan::N,κύκνος,lebădă
217,Fisch::N,ψάρι,pește
218,Barsch::N,πέρκα,biban
219,Hecht::N,λούτσος,știucă
220,Schlange[Tier]::N,φίδι,șarpe
221,Wurm::N,σκουλήκι,vierme
222,Spinne::N,αράχνη,păianjen
223,Ameise::N,μυρμήγκι,furnică
224,Laus::N,ψείρα,păduche
225,Mücke::N,κουνούπι,țânțar
226,Fliege::N,μύγα,muscă
227,Schmetterling::N,πεταλούδα,fluture
228,Beere::N,ρόγα,boabă
229,Apfel::N,μήλο,măr
230,Pilz::N,μανιτάρι,burete
231,Pilz::N,μανιτάρι,ciupercă
232,Zwiebel::N,κρεμμύδι,ceapă
233,Saat::N,σπόρος,semănătură
234,Korn::N,σπυρί,grâu
235,Heu::N,σανός,fân
236,Schale::N,τσόφλι,coajă
237,Grube::N,λάκκος,groapă
238,Falle::N,παγίδα,cursă
239,Falle::N,παγίδα,capcană
240,Schlinge::N,θηλειά,laț
241,Spur::N,ίχνος,dâră
242,Asche::N,στάχτη,cenușă
243,Dreck::N,βρωμιά,noroi
244,Dreck::N,βρωμιά,murdărie
245,Eisen::N,σίδερο,fier
246,Gold::N,μάλαμα,aur
247,Gold::N,χρυσάφι,aur
248,Silber::N,ασήμι,argint
249,Silber::N,άργυρος,argint
250,Kohle::N,κάρβουνο,cărbune
251,Glas::N,γυαλί,sticlă
252,Lehm::N,πηλός,lut
253,Lehm::N,πηλός,humă
254,Sand::N,άμμος,nisip
255,Mensch::N,άνθρωπος,om
256,Mensch::N,άνθρωπος,persoană
257,Mann::N,άνδρας,om
258,Mann::N,άνδρας,bărbat
259,Frau::N,γυναίκα,femeie
260,Kind::N,παιδί,copil
261,Junge::N,αγόρι,băiat
262,Junge::N,αγόρι,flăcău
263,Mädchen::N,κοπέλα,fată
264,Mädchen::N,κορίτσι,fată
265,Familie::N,οικογένεια,familie
266,Großvater::N,παππούς,bunic
267,Großvater::N,παππούς,tată mare
268,Großmutter::N,γιαγιά,bunică
269,Großmutter::N,γιαγιά,mamă mare
270,Eltern::N,γονείς,părinți
271,Vater::N,πατέρας,tată
272,Vater::N,πατέρας,părinte
273,Mutter::N,μητέρα,mamă
274,Sohn::N,γιος,fiu
275,Sohn::N,γιος,fecior
276,Tochter::N,κόρη,fiică
277,Bruder::N,αδελφός,frate
278,Schwester::N,αδελφή,soră
279,Onkel::N,θείος,unchi
280,Tante::N,θεία,mătușă
281,Ehemann::N,σύζυγος,soț
282,Ehemann::N,σύζυγος,bărbat
283,Ehefrau::N,σύζυγος,soție
284,Freude::N,χαρά,bucurie
285,Gelächter::N,γέλια,râset
286,Glück::N,ευτυχία,fericire
287,Kummer::N,έγνοια,mâhnire
288,Wunsch::N,επιθυμία,dorință
289,Wunsch::N,επιθυμία,deziderat
290,Lust::N,όρεξη,poftă
291,Lust::N,όρεξη,înclinare
292,Geist::N,πνέυμα,duh
293,Geist::N,πνέυμα,minte
294,Geist::N,πνέυμα,suflet
295,Gedanke::N,σκέψη,gând
296,Gedanke::N,σκέψη,cuget
297,Gedächtnis::N,μνήμη,memorie
298,Verstand::N,νους,minte
299,Verstand::N,νους,intelect
300,Sinn::N,νόημα,sens
301,Sinn::N,νόημα,înțeles
302,Grund::N,λόγος,cauză
303,Grund::N,λόγος,pricină
304,Wahrheit::N,αλήθεια,adevăr
305,Gespräch::N,συνομιλία,convorbire
306,Gespräch::N,συνομιλία,conversație
307,Märchen::N,παραμύθι,basm
308,Märchen::N,παραμύθι,poveste
309,Erzählung::N,διήγημα,poveste
310,Nachricht::N,είδηση,veste
311,Neuigkeit::N,νέο,noutate
312,Neuigkeit::N,νέο,actualitate
313,Name::N,όνομα,nume
314,Rätsel::N,αίνιγμα,ghicitoare
315,Rede::N,λόγος,discurs
316,Rede::N,ομιλία,discurs
317,Sprache::N,γλώσσα,limbă
318,Sprache::N,γλώσσα,limbaj
319,Stimme::N,φωνή,glas
320,Wort::N,λέξη,cuvânt
321,Zeichen::N,σημείο,semn
322,Zeichen::N,σημείο,semnal
323,Ruf::N,κραυγή,chemare
324,Lärm::N,θόρυβος,zgomot
325,Lärm::N,θόρυβος,tărăboi
326,Laut::N,ήχος,sunet
327,Ton::N,ήχος,ton
328,Ton::N,τόνος,ton
329,Lied::N,τραγούδι,cântec
330,Ruhe::N,ησυχία,odihnă
331,Ruhe::N,ησυχία,liniște
332,Leute::N,κόσμος,lume
333,Leute::N,κόσμος,oameni
334,Leute::N,άνθρωποι,lume
335,Leute::N,άνθρωποι,oameni
336,Volk::N,λαός,popor
337,Volk::N,λαός,națiune
338,Arbeit::N,εργασία,lucru
339,Gast::N,επισκέπτης,musafir
340,Geschenk::N,δώρο,dar
341,Geschenk::N,δώρο,cadou
342,Spiel::N,παιχνίδι,joc
343,Gesellschaft::N,κοινωνία,societate
344,Hilfe::N,βοήθεια,ajutor
345,Freund::N,φίλος,amic
346,Freund::N,φίλος,prieten
347,Kamerad::N,σύντροφος,tovarăș
348,Angelegenheit::N,υπόθεση,afacere
349,Anzahl::N,αριθμός,număr
350,Anzahl::N,αριθμός,cantitate
351,Art::N,είδος,fel
352,Art::N,είδος,specie
353,Stück::N,κομμάτι,bucată
354,Teil::N,μέρος,parte
355,Teil::N,μέρος,porție
356,Hälfte::N,μισό,jumătate
357,Kreis::N,κύκλος,cerc
358,Kreuz::N,σταυρός,cruce
359,Linie::N,γραμμή,linie
360,Strich::N,γραμμή,linie
361,Strich::N,γραμμή,trăsătură
362,Abstand::N,απόσταση,distanță
363,Abstand::N,απόσταση,depărtare
364,Entfernung::N,απόσταση,distanță
365,Entfernung::N,απόσταση,depărtare
366,Gegend::N,περιοχή,regiune
367,Gegend::N,τοποθεσία,regiune
368,Platz::N,χώρος,loc
369,Ort::N,τόπος,loc
370,Seite::N,πλευρά,latură
371,Mitte::N,μέση,centru
372,Gegenstand::N,αντικείμενο,obiect
373,Sache::N,πράγμα,lucru
374,Sache::N,πράγμα,chestie
375,Rand::N,άκρη,bordură
376,Rand::N,χείλος,bordură
377,Kante::N,άκρη,muchie
378,Kante::N,άκρη,bordură
379,Ecke::N,γωνιά,colț
380,Spitze::N,μύτη,vârf
381,Spitze::N,μύτη,creștet
382,Ende::N,άκρη,capăt
383,Loch::N,τρύπα,gaură
384,Winkel::N,γωνία,colț
385,Muster::N,σχέδιο,desen
386,Größe::N,μέγεθος,mărime
387,Länge::N,μήκος,lungime
388,Höhe::N,ύψος,înălțime
389,Gewicht::N,βάρος,greutate
390,Menge::N,ποσότητα,cantitate
391,Haufen::N,σωρός,grămadă
392,Reihe::N,αράδα,șir
393,Reihe::N,αράδα,rând
394,Boot::N,βάρκα,barcă
395,Boot::N,βάρκα,luntre
396,Ruder::N,κουπί,vâslă
397,Ruder::N,κουπί,lopată
398,Schlitten::N,έλκηθρο,sanie
399,Ski::N,σκι,schi
400,Lagerfeuer::N,φωτιά,foc de tabără
401,Last::N,φορτίο,povară
402,Last::N,φορτίο,sarcină
403,Gang::N,δρόμος,mers
404,Gang::N,δρόμος,umblet
405,Schritt::N,βήμα,pas
406,Norden::N,βορράς,nord
407,Norden::N,βορράς,miazănoapte
408,Süden::N,νότος,sud
409,Süden::N,νότος,miazăzi
410,Westen::N,δύση,apus
411,Osten::N,ανατολή,est
412,Osten::N,ανατολή,răsărit
413,Holz::N,ξύλο,lemn
414,Brett::N,σανίδι,scândură
415,Platte::N,πλάκα,placă
416,Stütze::N,στήριγμα,proptea
417,Stange::N,ραβδί,bară
418,Stange::N,ραβδί,prăjină
419,Stange::N,κοντός,bară
420,Stange::N,κοντός,prăjină
421,Stock::N,ξύλο,băț
422,Stock::N,ξύλο,baston
423,Stock::N,μπαστούνι,băț
424,Stock::N,μπαστούνι,baston
425,Stab::N,ραβδί,baston
426,Stab::N,ραβδί,prăjină
427,Rohr::N,σωλήνας,tub
428,Rohr::N,σωλήνας,țeavă
429,Haus::N,σπίτι,casă
430,Heim::N,σπίτι,casă
431,Heim::N,σπίτι,cămin
432,Ofen::N,σόμπα,sobă
433,Ofen::N,θερμάστρα,sobă
434,Fußboden::N,πάτωμα,podea
435,Fußboden::N,πάτωμα,dușumea
436,Tisch::N,τραπέζι,masă
437,Stuhl::N,καρέκλα,scaun
438,Wiege::N,κούνια,leagăn
439,Bett::N,κρεβάτι,pat
440,Regal::N,ράφι,rafturi
441,Kiste::N,κιβώτιο,ladă
442,Kiste::N,κιβώτιο,cutie
443,Fenster::N,παράθυρο,fereastră
444,Tür::N,πόρτα,ușă
445,Tor::N,πύλη,poartă
446,Zaun::N,φράχτης,gard
447,Dach::N,στέγη,acoperiș
448,Leiter::N,σκάλα,scară
449,Leiter::N,κλίμακα,scară
450,Besen::N,σκούπα,mătură
451,Spaten::N,φτυάρι,cazma
452,Spaten::N,φτυάρι,hârleț
453,Schaufel::N,φτυάρι,lopată
454,Gabel::N,πιρούνι,furculiță
455,Löffel::N,κουτάλι,lingură
456,Messer::N,μαχαίρι,cuțit
457,Nagel::N,καρφί,cui
458,Netz::N,δίχτυ,plasă
459,Haken::N,γάντζος,cârlig
460,Haken::N,αγκίστρι,cârlig
461,Griff::N,λαβή,mâner
462,Schloss::N,κλειδαριά,lacăt
463,Bild::N,εικόνα,tablou
464,Bild::N,εικόνα,imagine
465,Figur::N,ανάστημα,chip
466,Figur::N,ανάστημα,figură
467,Puppe::N,κούκλα,păpușă
468,Beutel::N,πουγγί,pungă
469,Beutel::N,πουγγί,săculeț
470,Bündel::N,δεμάτι,mănunchi
471,Tasche::N,τσάντα,geantă
472,Eimer::N,κουβάς,găleată
473,Deckel::N,καπάκι,capac
474,Geschirr::N,σκεύη,vase
475,Geschirr::N,σκεύη,tacâmuri
476,Sack::N,σάκος,sac
477,Tasse::N,φλιτζάνι,ceașcă
478,Topf::N,χύτρα,oală
479,Kessel::N,καζάνι,cazan
480,Kessel::N,καζάνι,căldare
481,Essen::N,φαγητό,mâncare
482,Nahrung::N,τροφή,hrană
483,Nahrung::N,τροφή,aliment
484,Speise::N,φαγητό,bucate
485,Speise::N,φαγητό,fel de bucate
486,Fleisch::N,κρέας,carne
487,Getreide::N,σιτάρι,cereale
488,Brei::N,χυλός,pireu
489,Brot::N,ψωμί,pâine
490,Brot::N,άρτος,pâine
491,Scheibe::N,φέτα,felie
492,Scheibe::N,φέτα,bucată
493,Fett::N,πάχος,untură
494,Fett::N,πάχος,grăsime
495,Butter::N,βούτυρο,unt
496,Öl::N,λάδι,ulei
497,Salz::N,αλάτι,sare
498,Suppe::N,σούπα,supă
499,Suppe::N,σούπα,ciorbă
500,Honig::N,μέλι,miere
501,Milch::N,γάλα,lapte
502,Tee::N,τσάι,ceai
503,Leder::N,πετσί,piele
504,Wolle::N,μαλλί,lână
505,Stoff::N,ύφασμα,stofă
506,Nadel::N,βελόνα,ac
507,Faden::N,κλωστή,ață
508,Knopf::N,κουμπί,buton
509,Knoten::N,κόμπος,nod
510,Farbe::N,μπογιά,vopsea
511,Kleidung::N,ρούχα,haine
512,Kleidung::N,ρούχα,îmbrăcăminte
513,Kleidung::N,ενδυμασία,haine
514,Kleidung::N,ενδυμασία,îmbrăcăminte
515,Hemd::N,πουκάμισο,cămașă
516,Kragen::N,κολάρο,guler
517,Ärmel::N,μανίκι,mânecă
518,Hose::N,πανταλόνι,pantaloni
519,Gürtel::N,ζώνη,cordon
520,Mütze::N,σκούφος,șapcă
521,Schuh::N,παπούτσι,gheată
522,Stiefel::N,μπότα,cizmă
523,Ring::N,δαχτυλίδι,inel
524,Ring::N,δαχτυλίδι,verigă
525,Band::N,κορδέλα,panglică
526,Band::N,κορδέλα,șiret
527,Kamm::N,χτένα,pieptene
528,Spiegel::N,καθρέφτης,oglindă
529,Riemen::N,λουρί,curea
530,Schnur::N,κορδόνι,funie
531,Schnur::N,κορδόνι,sfoară
532,Leine::N,σχοινί,lesă
533,Leine::N,σχοινί,curea
534,Decke::N,κουβέρτα,pătură
535,Kissen::N,μαξιλάρι,pernă
536,Tuch::N,πανί,batic
537,Tuch::N,μαντήλι,batic
538,Handtuch::N,πετσέτα,prosop
539,Handtuch::N,πετσέτα,ștergar
540,Kraft::N,δύναμη,forță
541,Kraft::N,δύναμη,putere
542,Stärke::N,ισχύς,tărie
543,Stärke::N,ισχύς,vigoare
544,Stärke::N,δύναμη,tărie
545,Stärke::N,δύναμη,vigoare
546,Gesundheit::N,υγεία,sănătate
547,Krankheit::N,αρρώστια,boală
548,Krankheit::N,αρρώστια,maladie
549,Schmerz::N,πόνος,durere
550,Wunde::N,πληγή,rană
551,Fieber::N,πυρετός,febră
552,Arznei::N,φάρμακο,leac
553,Arznei::N,φάρμακο,medicament
554,Brücke::N,γέφυρα,pod
555,Brücke::N,γέφυρα,punte
556,Brunnen::N,πηγάδι,puț
557,Weide::N,βοσκή,izlaz
558,Weide::N,βοσκή,pășune
559,Pfad::N,μονοπάτι,cărare
560,Weg::N,δρόμος,drum
561,Straße::N,οδός,cale
562,Straße::N,οδός,stradă
563,Straße::N,δρόμος,cale
564,Straße::N,δρόμος,stradă
565,Dorf::N,χωριό,sat
566,Stadt::N,πόλη,oraș
567,Brief::N,γράμμα,scrisoare
568,Brief::N,επιστολή,scrisoare
569,Buch::N,βιβλίο,carte
570,Buchstabe::N,γράμμα,literă
571,Buchstabe::N,γράμμα,caracter
572,Zeitung::N,εφημερίδα,ziar
573,Zeitung::N,εφημερίδα,gazetă
574,Leben::N,ζωή,viață
575,Leben::N,βίος,viață
576,Tod::N,θάνατος,moarte
577,Grab::N,τάφος,groapă
578,Grab::N,τάφος,mormânt
579,Kirche::N,εκκλησία,biserică
580,Sünde::N,αμαρτία,păcat
581,Gott::N,θεός,zeu
582,Arbeiter::N,εργάτης,muncitor
583,Chef::N,προϊστάμενος,șef
584,Meister::N,μάστορας,meșter
585,Meister::N,μάστορας,maestru
586,Meister::N,αρχιτεχνίτης,meșter
587,Meister::N,αρχιτεχνίτης,maestru
588,Arzt::N,γιατρός,medic
589,Arzt::N,γιατρός,doctor
590,Lehrer::N,δάσκαλος,profesor
591,Lehrer::N,δάσκαλος,învățător
592,Geld::N,λεφτά,bani
593,Geld::N,λεφτά,parale
594,Geld::N,χρήματα,bani
595,Geld::N,χρήματα,parale
596,Geschäft::N,συναλλαγή,treabă
597,Geschäft::N,συναλλαγή,afacere
598,Laden::N,μαγαζί,magazin
599,Laden::N,μαγαζί,prăvălie
600,Laden::N,κατάστημα,magazin
601,Laden::N,κατάστημα,prăvălie
602,Preis::N,τιμή,preț
603,Ware::N,εμπόρευμα,marfă
604,Nutzen::N,όφελος,folos
605,Nutzen::N,όφελος,profit
606,Reichtum::N,πλούτος,avuție
607,Reichtum::N,πλούτος,bogăție
608,Welt::N,κόσμος,lume
609,Land::N,χώρα,țară
610,Staat::N,κράτος,stat
611,Staat::N,πολιτεία,stat
612,König::N,βασιλιάς,rege
613,Macht::N,εξουσία,putere
614,Macht::N,εξουσία,putință
615,Grenze::N,σύνορα,hotar
616,Grenze::N,σύνορα,graniță
617,Grenze::N,σύνορα,frontieră
618,Krieg::N,πόλεμος,război
619,Feind::N,εχθρός,dușman
620,Gewalt::N,βία,violență
621,Kampf::N,αγώνας,luptă
622,Bogen[Waffe]::N,τόξο,arc
623,Pfeil::N,σαΐτα,săgeată
624,Gewehr::N,τουφέκι,armă
625,Gewehr::N,τουφέκι,pușcă
626,Fehler::N,λάθος,eroare
627,Fehler::N,λάθος,greșeală
628,Fehler::N,σφάλμα,eroare
629,Fehler::N,σφάλμα,greșeală
630,Lüge::N,ψέμα,minciună
631,Lüge::N,ψεύδος,minciună
632,Schaden::N,ζημία,daună
633,Schaden::N,ζημία,pagubă
634,Unglück::N,δυστυχία,nenorocire
635,Schuld::N,ενοχή,vină
636,Schuld::N,φταίξιμο,vină
637,Alter::N,ηλικία,etate
638,Alter::N,ηλικία,vârstă
639,Schluss::N,τέλος,sfârșit
640,Zeit::N,χρόνος,timp
641,Zeit::N,χρόνος,vreme
642,Tag::N,μέρα,zi
643,Tag::N,ημέρα,zi
644,Morgen::N,πρωί,dimineață
645,Mittag::N,μεσημέρι,prânz
646,Mittag::N,μεσημέρι,amiază
647,Abend::N,βράδυ,seară
648,Nacht::N,νύχτα,noapte
649,Woche::N,εβδομάδα,săptămână
650,Monat::N,μήνας,lună
651,Jahr::N,έτος,an
652,Jahr::N,χρόνος,an
653,Frühling::N,άνοιξη,primăvară
654,Sommer::N,καλοκαίρι,vară
655,Herbst::N,φθινόπωρο,toamnă
656,Winter::N,χειμώνας,iarnă
657,Januar::N,Ιανουάριος,ianuarie
658,Februar::N,Φεβρουάριος,februarie
659,März::N,Μάρτιος,martie
660,April::N,Απρίλιος,aprilie
661,Mai::N,Μάιος,mai
662,Juni::N,Ιούνιος,iunie
663,Juli::N,Ιούλιος,iulie
664,August::N,Αύγουστος,august
665,September::N,Σεπτέμβριος,septembrie
666,Oktober::N,Οκτώβριος,octombrie
667,November::N,Νοέμβριος,noiembrie
668,Dezember::N,Δεκέμβριος,decembrie
669,Montag::N,Δευτέρα,luni
670,Dienstag::N,Τρίτη,marți
671,Mittwoch::N,Τετάρτη,miercuri
672,Donnerstag::N,Πέμπτη,joi
673,Freitag::N,Παρασκευή,vineri
674,Samstag::N,Σάββατο,sâmbătă
675,Sonntag::N,Κυριακή,duminică
676,groß::A,μεγάλος,mare
677,klein::A,μικρός,mic
678,lang::A,μακρύς,lung
679,kurz::A,κοντός,scurt
680,breit::A,φαρδύς,lat
681,breit::A,φαρδύς,larg
682,schmal::A,στενός,strâmt
683,dicht::A,πυκνός,des
684,dick[Gegenstand]::A,παχύς,gros
685,dick[Gegenstand]::A,χοντρός,gros
686,dünn::A,ψιλός,subțire
687,dünn::A,λεπτός,subțire
688,fein::A,ψιλός,fin
689,fein::A,ψιλός,subțire
690,fest::A,στερεός,tare
691,fest::A,στερεός,solid
692,flach::A,επίπεδος,șes
693,flach::A,επίπεδος,plan
694,glatt::A,λείος,lins
695,glatt::A,ομαλός,lins
696,hart::A,σκληρός,dur
697,weich::A,μαλακός,moale
698,rund::A,στρογγυλός,rotund
699,rund::A,στρογγυλός,circular
700,spitz::A,μυτερός,ascuțit
701,scharf::A,κοφτερός,tăios
702,scharf::A,κοφτερός,ascuțit
703,stumpf::A,αμβλύς,tocit
704,schwer::A,βαρύς,greu
705,schön::A,ωραίος,frumos
706,schön::A,όμορφος,frumos
707,heiß::A,ζεστός,cald
708,heiß::A,ζεστός,fierbinte
709,warm::A,θερμός,cald
710,warm::A,θερμός,fierbinte
711,kalt::A,κρύος,rece
712,kalt::A,ψυχρός,rece
713,kühl::A,δροσερός,rece
714,kühl::A,δροσερός,răcoros
715,frisch::A,νωπός,răcoros
716,frisch::A,νωπός,proaspăt
717,frisch::A,φρέσκος,răcoros
718,frisch::A,φρέσκος,proaspăt
719,feucht::A,υγρός,umed
720,feucht::A,υγρός,jilav
721,nass::A,βρεγμένος,ud
722,trocken::A,ξηρός,sec
723,trocken::A,ξηρός,uscat
724,trocken::A,στεγνός,sec
725,trocken::A,στεγνός,uscat
726,voll::A,γεμάτος,plin
727,leer::A,άδειος,gol
728,offen::A,ανοιχτός,deschis
729,geschlossen::A,κλειστός,închis
730,sauber::A,καθαρός,curat
731,schmutzig::A,βρώμικος,murdar
732,schmutzig::A,λερωμένος,murdar
733,roh::A,ωμός,crud
734,reif::A,ώριμος,copt
735,lecker::A,νόστιμος,gustos
736,süß::A,γλυκός,dulce
737,bitter::A,πικρός,amar
738,sauer::A,ξινός,acru
739,hell::A,φωτεινός,clar
740,hell::A,φωτεινός,luminos
741,dunkel::A,σκοτεινός,obscur
742,dunkel::A,σκοτεινός,întunecos
743,schwarz::A,μαύρος,negru
744,schwarz::A,μελανός,negru
