,Concept_ID,el,ro
1431,glauben::V,πιστεύω,crede
1432,bemerken::V,παρατηρώ,observa
1433,erkennen::V,αναγνωρίζω,cunoaște
1434,erkennen::V,αναγνωρίζω,recunoaște
1435,begreifen::V,καταλαβαίνω,pricepe
1436,begreifen::V,καταλαβαίνω,înțelege
1437,verstehen::V,ακούω,înțelege
1438,lernen::V,μαθαίνω,învăța
1439,wissen::V,ξέρω,ști
1440,sich erinnern an::V,θυμάμαι,a-și aminti de
1441,vergessen::V,ξεχνώ,uita
1442,messen::V,μετρώ,măsura
1443,zählen::V,μετρώ,număra
1444,rechnen::V,λογαριάζω,calcula
1445,lesen::V,διαβάζω,citi
1446,malen::V,ζωγραφίζω,picta
1447,zeichnen::V,σχεδιάζω,desena
1448,schreiben::V,γράφω,scrie
1449,besitzen::V,κατέχω,avea
1450,besitzen::V,κατέχω,poseda
1451,kaufen::V,αγοράζω,cumpăra
1452,verkaufen::V,πουλώ,vinde
1453,bezahlen::V,πληρώνω,plăti
1454,bezahlen::V,πληρώνω,achita
1455,zahlen::V,πληρώνω,plăti
1456,beherrschen::V,κυριαρχώ,stăpâni
1457,ertragen::V,βαστώ,răbda
1458,ertragen::V,βαστώ,suporta
1459,ertragen::V,αντέχω,răbda
1460,ertragen::V,αντέχω,suporta
