,Concept_ID,hr,tr
99,Frost::N,mraz,don
100,Kälte::N,studen,soğukluk
101,Kälte::N,hladnoća,soğukluk
102,Hitze::N,vrućina,sıcaklık
103,Raureif::N,inje,kırç
104,Regenbogen::N,duga,gökkuşağı
105,Donner::N,grom,gök gürlemesi
106,Donner::N,grmljavina,gök gürlemesi
107,Strömung::N,struja,akıntı
108,Strömung::N,struja,cereyan
109,Strömung::N,strujanje,akıntı
110,Strömung::N,strujanje,cereyan
111,Tropfen::N,kap,damla
112,Tropfen::N,kaplja,damla
113,Schaum::N,pjena,köpük
114,Schmutz::N,nečistoća,çamur
115,Schmutz::N,nečistoća,pislik
116,Schmutz::N,prljavština,çamur
117,Schmutz::N,prljavština,pislik
118,See::N,jezero,göl
119,Sumpf::N,bara,batak
120,Moor::N,močvara,cılgıt
121,Wiese::N,livada,çimen
122,Wald::N,šuma,koru
123,Wald::N,šuma,orman
124,Hügel::N,brijeg,tepe
125,Hügel::N,brežuljak,tepe
126,Anhöhe::N,uzvišica,tümsek
127,Anhöhe::N,uzvišica,yükseklik
128,Berg::N,brdo,dağ
129,Gipfel::N,vrh,zirve
130,Höhle::N,pećina,in
131,Höhle::N,pećina,mağara
132,Höhle::N,spilja,in
133,Höhle::N,spilja,mağara
134,Abhang::N,obronak,bayır
135,Abhang::N,nizbrdica,bayır
136,Quelle::N,izvor,pınar
137,Quelle::N,izvor,kaynak
138,Quelle::N,vrelo,pınar
139,Quelle::N,vrelo,kaynak
140,Bach::N,potok,çay
141,Bach::N,potok,dere
142,Fluss::N,rijeka,nehir
143,Ufer::N,obala,kıyı
144,Ufer::N,obala,sahil
145,Küste::N,obala,kıyı
146,Küste::N,obala,sahil
147,Küste::N,morska obala,kıyı
148,Küste::N,morska obala,sahil
149,Festland::N,kopno,kara
150,Meer::N,more,deniz
151,Bucht::N,zaliv,koy
152,Bucht::N,zaliv,körfez
153,Insel::N,ada,ada
154,Insel::N,otok,ada
155,Blume::N,cvijet,çiçek
156,Gras::N,trava,ot
157,Gras::N,trava,çim
158,Wurzel::N,korijen,kök
159,Baum::N,drvo,ağaç
160,Baum::N,stablo,ağaç
161,Stamm::N,deblo,gövde
162,Stamm::N,stablo,gövde
163,Rinde::N,kora,kabuk
164,Ast::N,grana,dal
165,Ast::N,grana,budak
166,Zweig::N,grana,dal
167,Blatt::N,list,yaprak
168,Birke::N,breza,huş
169,Kiefer[Baum]::N,bor,çam
170,Weide[Baum]::N,iva,söğüt
171,Weide[Baum]::N,vŕba,söğüt
172,Tanne::N,jela,çam
173,Tanne::N,jela,köknar
174,Horn::N,rog,boynuz
175,Feder::N,pero,tüy
176,Fell::N,koža,post
177,Flügel::N,krilo,kanat
178,Klaue::N,papak,pençe
179,Kralle::N,pandža,tırnak
180,Schwanz::N,rep,kuyruk
181,Ei::N,jaje,yumurta
182,Nest::N,gnijezdo,yuva
183,Bau::N,jazbina,in
184,Tier::N,životinja,hayvan
185,Herde::N,krdo,sürü
186,Herde::N,stado,sürü
187,Kuh::N,krava,inek
188,Bulle::N,bik,boğa
189,Pferd::N,konj,at
190,Pferd::N,konj,beygir
191,Schaf::N,ovca,koyun
192,Schwein::N,svinja,domuz
193,Hund::N,pas,it
194,Hund::N,pas,köpek
195,Hund::N,pseto,it
196,Hund::N,pseto,köpek
197,Katze::N,mačka,kedi
198,Bär::N,medvjed,ayı
199,Eichhörnchen::N,vjeverica,sincap
200,Elch::N,los,büyük kuzey geyiği
201,Fuchs::N,lisica,tilki
202,Hase::N,zec,tavşan
203,Maus::N,miš,fare
204,Maus::N,miš,sıçan
205,Wolf::N,vuk,kurt
206,Wolf::N,kurjak,kurt
207,Vogel::N,ptica,kuş
208,Schwarm::N,roj,sürü
209,Schwarm::N,jato,sürü
210,Huhn::N,kokoš,tavuk
211,Hahn::N,kokot,horoz
212,Hahn::N,pijevac,horoz
213,Gans::N,guska,kaz
214,Adler::N,orao,kartal
215,Adler::N,orao,karakuş
216,Ente::N,patka,ördek
217,Eule::N,sova,baykuş
218,Kranich::N,ždral,turna
219,Krähe::N,vrana,karga
220,Kuckuck::N,kukavica,guguk
221,Schwan::N,labud,kuğu
222,Fisch::N,riba,balık
223,Barsch::N,grgeč,hani
224,Barsch::N,grgeč,levrek
225,Hecht::N,štuka,turnabalığı
226,Schlange[Tier]::N,guja,yılan
227,Schlange[Tier]::N,zmija,yılan
228,Wurm::N,crv,kurt
229,Wurm::N,crv,solucan
230,Spinne::N,pauk,örümcek
231,Ameise::N,mrav,karınca
232,Laus::N,uš,bit
233,Mücke::N,komarac,sivrisinek
234,Fliege::N,muha,sinek
235,Schmetterling::N,leptir,kelebek
236,Beere::N,boba,tane
237,Beere::N,bobica,tane
238,Apfel::N,jabuka,elma
239,Pilz::N,pečurka,mantar
240,Zwiebel::N,luk,soğan
241,Zwiebel::N,kapula,soğan
242,Saat::N,sjemenje,ekin
243,Korn::N,zrno,tane
244,Heu::N,sijeno,kuru ot
245,Schale::N,kora,kabuk
246,Schale::N,ljuska,kabuk
247,Grube::N,jama,çukur
248,Falle::N,zamka,tuzak
249,Falle::N,klopka,tuzak
250,Schlinge::N,uzao,ilmik
251,Schlinge::N,petlja,ilmik
252,Spur::N,trag,iz
253,Spur::N,slijed,iz
254,Asche::N,pepeo,kül
255,Dreck::N,blato,pislik
256,Eisen::N,željezo,demir
257,Gold::N,zlato,altın
258,Silber::N,srebro,gümüş
259,Kohle::N,ugalj,kömür
260,Kohle::N,ugljen,kömür
261,Glas::N,staklo,cam
262,Lehm::N,glina,balçık
263,Lehm::N,ilovača,balçık
264,Sand::N,pijesak,kum
265,Mensch::N,čovjek,insan
266,Mann::N,muškarac,adam
267,Mann::N,muškarac,erkek
268,Frau::N,žena,bayan
269,Kind::N,čedo,çocuk
270,Kind::N,dijete,çocuk
271,Junge::N,momče,erkek çocuk
272,Junge::N,dječak,erkek çocuk
273,Mädchen::N,djevojka,kız
274,Mädchen::N,djevojčica,kız
275,Familie::N,obitelj,aile
276,Familie::N,porodica,aile
277,Großvater::N,djed,dede
278,Großvater::N,djed,büyükbaba
279,Großmutter::N,baka,nine
280,Großmutter::N,baka,büyükanne
281,Eltern::N,roditelji,ebeveyn
282,Eltern::N,roditelji,ana baba
283,Vater::N,otac,ata
284,Vater::N,otac,baba
285,Mutter::N,majka,ana
286,Mutter::N,majka,anne
287,Sohn::N,sin,oğul
288,Tochter::N,kći,kız
289,Tochter::N,kći,kız evlât
290,Tochter::N,kćerka,kız
291,Tochter::N,kćerka,kız evlât
292,Bruder::N,brat,abi
293,Bruder::N,brat,erkek kardeş
294,Schwester::N,sestra,abla
295,Schwester::N,sestra,kız kardeş
296,Onkel::N,čika,dayı
297,Onkel::N,ujak,dayı
298,Tante::N,ujna,hala
299,Tante::N,ujna,teyze
300,Tante::N,tetka,hala
301,Tante::N,tetka,teyze
302,Ehemann::N,muž,koca
303,Ehemann::N,suprug,koca
304,Ehefrau::N,žena,karı
305,Ehefrau::N,supruga,karı
306,Freude::N,radost,neşe
307,Freude::N,radost,sevinç
308,Gelächter::N,grohot,gülme
309,Gelächter::N,grohot,kahkaha
310,Glück::N,sreća,mutluluk
311,Kummer::N,jad,dert
312,Kummer::N,jad,keder
313,Kummer::N,briga,dert
314,Kummer::N,briga,keder
315,Wunsch::N,želja,arzu
316,Wunsch::N,želja,istek
317,Lust::N,volja,arzu
318,Lust::N,volja,heves
319,Geist::N,duh,tin
320,Gedanke::N,misao,fikir
321,Gedanke::N,misao,düşünce
322,Gedächtnis::N,pamćenje,bellek
323,Verstand::N,um,zekâ
324,Verstand::N,razum,zekâ
325,Sinn::N,smisao,anlam
326,Sinn::N,značenje,anlam
327,Grund::N,razlog,sebep
328,Wahrheit::N,istina,doğruluk
329,Wahrheit::N,istina,gerçeklik
330,Gespräch::N,razgovor,görüşme
331,Märchen::N,bajka,masal
332,Erzählung::N,priča,öykü
333,Erzählung::N,priča,hikâye
334,Erzählung::N,pripovijest,öykü
335,Erzählung::N,pripovijest,hikâye
336,Nachricht::N,vijest,haber
337,Neuigkeit::N,novost,haber
338,Name::N,ime,ad
339,Name::N,ime,isim
340,Rätsel::N,zagonetka,bilmece
341,Rede::N,govor,söylev
342,Rede::N,govor,konuşma
343,Rede::N,besjeda,söylev
344,Rede::N,besjeda,konuşma
345,Sprache::N,jezik,dil
346,Sprache::N,jezik,lisan
347,Stimme::N,glas,ses
348,Wort::N,riječ,kelime
349,Zeichen::N,znak,işaret
350,Ruf::N,povik,çağırma
351,Ruf::N,poklik,çağırma
352,Lärm::N,buka,şamata
353,Lärm::N,buka,gürültü
354,Lärm::N,galama,şamata
355,Lärm::N,galama,gürültü
356,Laut::N,zvuk,ses
357,Ton::N,ton,ses
358,Lied::N,pjesma,türkü
359,Ruhe::N,tišina,sakinlik
360,Ruhe::N,počinak,sakinlik
361,Leute::N,ljudi,halk
362,Leute::N,ljudi,insanlar
363,Volk::N,puk,ulus
364,Volk::N,puk,millet
365,Volk::N,narod,ulus
366,Volk::N,narod,millet
367,Arbeit::N,rad,iş
368,Arbeit::N,rad,çalışma
369,Arbeit::N,posao,iş
370,Arbeit::N,posao,çalışma
371,Gast::N,gost,konuk
372,Gast::N,gost,misafir
373,Geschenk::N,dar,hediye
374,Geschenk::N,dar,armağan
375,Geschenk::N,poklon,hediye
376,Geschenk::N,poklon,armağan
377,Spiel::N,igra,oyun
378,Gesellschaft::N,društvo,çevre
379,Gesellschaft::N,društvo,arkadaşlık
380,Gesellschaft::N,kompanija,çevre
381,Gesellschaft::N,kompanija,arkadaşlık
382,Hilfe::N,pomoć,yardım
383,Freund::N,prijatelj,dost
384,Freund::N,prijatelj,arkadaş
385,Kamerad::N,drug,arkadaş
386,Kamerad::N,drugar,arkadaş
387,Angelegenheit::N,posao,iş
388,Angelegenheit::N,posao,husus
389,Anzahl::N,broj,sayı
390,Anzahl::N,brojnost,sayı
391,Art::N,vid,çeşit
392,Art::N,vrst,çeşit
393,Stück::N,komad,tane
394,Stück::N,komad,parça
395,Teil::N,dio,kısım
396,Hälfte::N,polovina,yarı
397,Kreis::N,krug,daire
398,Kreuz::N,križ,haç
399,Linie::N,crta,hat
400,Linie::N,crta,çizgi
401,Strich::N,crta,çizgi
402,Abstand::N,razmak,aralık
403,Abstand::N,odstojanje,aralık
404,Entfernung::N,udaljenost,mesafe
405,Entfernung::N,udaljenost,uzaklık
406,Gegend::N,kraj,yöre
407,Gegend::N,predeo,yöre
408,Platz::N,mjesto,yer
409,Ort::N,mjesto,yer
410,Seite::N,bok,yan
411,Seite::N,bok,taraf
412,Seite::N,strana,yan
413,Seite::N,strana,taraf
414,Mitte::N,sredina,orta
415,Mitte::N,sredina,merkez
416,Gegenstand::N,predmet,şey
417,Sache::N,posao,iş
418,Sache::N,posao,şey
419,Rand::N,rub,kenar
420,Rand::N,kraj,kenar
421,Kante::N,brid,kenar
422,Kante::N,ivica,kenar
423,Ecke::N,ugao,köşe
424,Spitze::N,vrh,uç
425,Spitze::N,vrh,baş
426,Spitze::N,šiljak,uç
427,Spitze::N,šiljak,baş
428,Ende::N,konac,uç
429,Loch::N,rupa,oyuk
430,Loch::N,rupa,delik
431,Winkel::N,kut,köşe
432,Winkel::N,ugao,köşe
433,Muster::N,uzor,örnek
434,Größe::N,veličina,büyüklük
435,Länge::N,duljina,uzunluk
436,Höhe::N,visina,yükseklik
437,Gewicht::N,težina,ağırlık
438,Menge::N,mnoštvo,miktar
439,Menge::N,količina,miktar
440,Haufen::N,hrpa,küme
441,Haufen::N,hrpa,yığın
442,Haufen::N,gomila,küme
443,Haufen::N,gomila,yığın
444,Reihe::N,red,sıra
445,Boot::N,čun,kayık
446,Boot::N,čun,sandal
447,Boot::N,čamac,kayık
448,Boot::N,čamac,sandal
449,Ruder::N,veslo,kürek
450,Schlitten::N,saone,kızak
451,Ski::N,ski,kayak
452,Ski::N,smučka,kayak
453,Lagerfeuer::N,logorska vatra,kamp ateşi
454,Last::N,tovar,yük
455,Gang::N,hod,gidiş
456,Gang::N,hod,yürüyüş
457,Schritt::N,korak,adım
458,Norden::N,sjever,kuzey
459,Süden::N,jug,güney
460,Westen::N,zapad,batı
461,Osten::N,istok,doğu
462,Holz::N,drvo,ağaç
463,Holz::N,drvo,tahta
464,Brett::N,daska,tahta
465,Platte::N,ploča,levha
466,Stütze::N,potpora,dayak
467,Stütze::N,potpora,destek
468,Stange::N,motka,çubuk
469,Stock::N,štap,sopa
470,Stock::N,štap,değnek
471,Stock::N,palica,sopa
472,Stock::N,palica,değnek
473,Stab::N,štap,sırık
474,Stab::N,štap,baston
475,Stab::N,šipka,sırık
476,Stab::N,šipka,baston
477,Rohr::N,cijev,boru
478,Haus::N,kuća,ev
479,Heim::N,dom,ev
480,Heim::N,dom,yurt
481,Ofen::N,peć,soba
482,Fußboden::N,pod,taban
483,Fußboden::N,pod,döşeme
484,Tisch::N,stol,masa
485,Tisch::N,trpeza,masa
486,Stuhl::N,stolac,iskemle
487,Stuhl::N,stolac,sandalye
488,Stuhl::N,stolica,iskemle
489,Stuhl::N,stolica,sandalye
490,Wiege::N,kolijevka,beşik
491,Bett::N,krevet,yatak
492,Bett::N,postelja,yatak
493,Regal::N,polica,raf
494,Kiste::N,sanduk,sandık
495,Fenster::N,prozor,pencere
496,Tür::N,vrata,kapı
497,Tor::N,vrata,kapı
498,Tor::N,kapija,kapı
499,Zaun::N,plot,çit
500,Zaun::N,ograda,çit
501,Dach::N,krov,dam
502,Dach::N,krov,çatı
503,Leiter::N,ljestve,merdiven
504,Leiter::N,ljestvice,merdiven
505,Besen::N,metla,süpürge
506,Spaten::N,ašov,bel
507,Schaufel::N,lopata,kürek
508,Gabel::N,viljuška,çatal
509,Löffel::N,žlica,kaşık
510,Messer::N,nož,bıçak
511,Nagel::N,čavao,çivi
512,Netz::N,mreža,ağ
513,Haken::N,kuka,çengel
514,Griff::N,držak,kulp
515,Griff::N,držak,tutamak
516,Griff::N,ručica,kulp
517,Griff::N,ručica,tutamak
518,Schloss::N,brava,kilit
519,Bild::N,slika,imaj
520,Bild::N,slika,resim
521,Figur::N,figura,şekil
522,Figur::N,figura,heykel
523,Puppe::N,lutka,kukla
524,Beutel::N,kesa,kese
525,Beutel::N,kesa,torba
526,Bündel::N,snop,deste
527,Bündel::N,svežanj,deste
528,Tasche::N,torba,çanta
529,Tasche::N,taška,çanta
530,Eimer::N,kabao,kova
531,Deckel::N,poklopac,kapak
532,Geschirr::N,suđe,kap kacak
533,Geschirr::N,posuđe,kap kacak
534,Sack::N,džak,torba
535,Sack::N,vreća,torba
536,Tasse::N,šalica,fincan
537,Topf::N,lonac,tencere
538,Kessel::N,kazan,kazan
539,Essen::N,obrok,yemek
540,Nahrung::N,hrana,gıda
541,Nahrung::N,hrana,besin
542,Speise::N,jelo,yemek
543,Fleisch::N,meso,et
544,Getreide::N,žito,tahıl
545,Getreide::N,žito,hububat
546,Getreide::N,žitarice,tahıl
547,Getreide::N,žitarice,hububat
548,Brei::N,kaša,ezme
549,Brot::N,kruh,ekmek
550,Scheibe::N,kriška,dilim
551,Fett::N,mast,yağ
552,Fett::N,salo,yağ
553,Butter::N,buter,tereyağı
554,Butter::N,maslac,tereyağı
555,Öl::N,ulje,yağ
556,Öl::N,ulje,akar yağ
557,Salz::N,sol,tuz
558,Suppe::N,supa,çorba
559,Honig::N,med,bal
560,Milch::N,mlijeko,süt
561,Tee::N,čaj,çay
562,Leder::N,koža,deri
563,Leder::N,koža,meşin
564,Wolle::N,vuna,yün
565,Stoff::N,štof,kumaş
566,Stoff::N,tkanina,kumaş
567,Nadel::N,igla,iğne
568,Faden::N,nit,tire
569,Faden::N,nit,iplik
570,Faden::N,konac,tire
571,Faden::N,konac,iplik
572,Knopf::N,dugme,düğme
573,Knoten::N,čvor,düğüm
574,Knoten::N,uzao,düğüm
575,Farbe::N,farba,boya
576,Kleidung::N,odjeća,giyim
577,Hemd::N,košulja,gömlek
578,Kragen::N,ovratnik,yaka
579,Ärmel::N,rukav,yen
580,Ärmel::N,rukav,elbise kolu
581,Hose::N,hlače,pantolon
582,Gürtel::N,pas,kuşak
583,Gürtel::N,pojas,kuşak
584,Mütze::N,kapa,bere
585,Mütze::N,kapa,kasket
586,Schuh::N,cipela,kundura
587,Schuh::N,cipela,ayakkabı
588,Stiefel::N,čizma,çizme
589,Ring::N,prsten,yüzük
590,Band::N,vrpca,bağ
591,Band::N,vrpca,şerit
592,Kamm::N,češalj,tarak
593,Spiegel::N,zrcalo,ayna
594,Spiegel::N,ogledalo,ayna
595,Riemen::N,kaiš,kayış
596,Riemen::N,remen,kayış
597,Schnur::N,vrpca,ip
598,Schnur::N,vrpca,sicim
599,Leine::N,uzica,kayış
600,Decke::N,ćebe,örtü
601,Decke::N,ćebe,yorgan
602,Decke::N,pokrivač,örtü
603,Decke::N,pokrivač,yorgan
604,Kissen::N,jastuk,yastık
605,Tuch::N,rubac,bez
606,Tuch::N,marama,bez
607,Handtuch::N,ručnik,havlu
608,Kraft::N,snaga,güç
609,Kraft::N,snaga,kuvvet
610,Stärke::N,jakost,kuvvet
611,Gesundheit::N,zdravlje,sağlık
612,Krankheit::N,bolest,hastalık
613,Schmerz::N,bol,ağrı
614,Schmerz::N,bol,sancı
615,Wunde::N,rana,yara
616,Fieber::N,groznica,ateş
617,Arznei::N,lijek,ilâç
618,Brücke::N,most,köprü
619,Brücke::N,ćuprija,köprü
620,Brunnen::N,bunar,kuyu
621,Brunnen::N,bunar,çeşme
622,Brunnen::N,zdenac,kuyu
623,Brunnen::N,zdenac,çeşme
624,Weide::N,paša,otlak
625,Weide::N,pašnjak,otlak
626,Pfad::N,staza,patika
627,Pfad::N,staza,keçiyolu
628,Weg::N,put,yol
629,Straße::N,drum,yol
630,Straße::N,drum,cadde
631,Straße::N,cesta,yol
632,Straße::N,cesta,cadde
633,Dorf::N,selo,köy
634,Stadt::N,grad,kent
635,Stadt::N,grad,şehir
636,Stadt::N,varoš,kent
637,Stadt::N,varoš,şehir
638,Brief::N,list,mektup
639,Brief::N,pismo,mektup
640,Buch::N,knjiga,kitap
641,Buchstabe::N,slovo,harf
642,Zeitung::N,novine,gazete
643,Leben::N,život,hayat
644,Tod::N,smrt,ölüm
645,Grab::N,raka,kabir
646,Kirche::N,crkva,kilise
647,Sünde::N,grijeh,günah
648,Gott::N,bog,tanrı
649,Arbeiter::N,radnik,işçi
650,Chef::N,šef,şef
651,Chef::N,šef,müdür
652,Meister::N,majstor,usta
653,Arzt::N,liječnik,hekim
654,Arzt::N,liječnik,doktor
655,Lehrer::N,učitelj,hoca
656,Lehrer::N,učitelj,öğretmen
657,Geld::N,novac,para
658,Geschäft::N,posao,ticaret
659,Geschäft::N,trgovina,ticaret
660,Laden::N,dućan,dükkân
661,Preis::N,cijena,fiyat
662,Ware::N,roba,mal
663,Nutzen::N,korist,fayda
664,Reichtum::N,bogatstvo,servet
665,Reichtum::N,bogatstvo,zenginlik
666,Welt::N,svijet,dünya
667,Land::N,zemlja,ülke
668,Staat::N,država,devlet
669,König::N,kralj,kral
670,Macht::N,moć,kudret
671,Macht::N,moć,iktidar
672,Macht::N,vlast,kudret
673,Macht::N,vlast,iktidar
674,Grenze::N,granica,had
675,Grenze::N,granica,sınır
676,Krieg::N,rat,savaş
677,Feind::N,neprijatelj,düşman
678,Gewalt::N,sila,zor
679,Gewalt::N,sila,cebir
680,Gewalt::N,nasilje,zor
681,Gewalt::N,nasilje,cebir
682,Kampf::N,boj,savaş
683,Kampf::N,borba,savaş
684,Bogen[Waffe]::N,luk,yay
685,Pfeil::N,strijela,ok
686,Gewehr::N,puška,tüfek
687,Fehler::N,pogreška,hata
688,Fehler::N,pogreška,yanlış
689,Fehler::N,griješka,hata
690,Fehler::N,griješka,yanlış
691,Lüge::N,laž,yalan
692,Schaden::N,šteta,zarar
693,Unglück::N,nesreća,felâket
694,Unglück::N,nesreća,talihsizlik
695,Schuld::N,krivnja,suç
696,Schuld::N,krivnja,kabahat
697,Alter::N,dob,yaş
698,Schluss::N,kraj,son
699,Schluss::N,konac,son
700,Zeit::N,doba,zaman
701,Zeit::N,vrijeme,zaman
702,Tag::N,dan,gün
703,Morgen::N,jutro,sabah
704,Mittag::N,podne,öğle
705,Abend::N,veče,akşam
706,Abend::N,večer,akşam
707,Nacht::N,noć,gece
708,Woche::N,sedmica,hafta
709,Monat::N,mjesec,ay
710,Jahr::N,godina,yıl
711,Jahr::N,godina,sene
712,Frühling::N,proljeće,ilkbahar
713,Sommer::N,ljeto,yaz
714,Herbst::N,jesen,güz
715,Herbst::N,jesen,sonbahar
716,Winter::N,zima,kış
717,Januar::N,januar,ocak
718,Januar::N,siječanj,ocak
719,Februar::N,veljača,şubat
720,Februar::N,februar,şubat
721,März::N,mart,mart
722,März::N,ožujak,mart
723,April::N,april,nisan
724,April::N,travanj,nisan
725,Mai::N,maj,mayıs
726,Mai::N,svibanj,mayıs
727,Juni::N,juni,haziran
728,Juni::N,lipanj,haziran
729,Juli::N,juli,temmuz
730,Juli::N,srpanj,temmuz
731,August::N,august,ağustos
732,August::N,kolovoz,ağustos
733,September::N,rujan,eylül
734,September::N,septembar,eylül
735,Oktober::N,oktobar,ekim
736,Oktober::N,listopad,ekim
737,November::N,studeni,kasım
738,November::N,novembar,kasım
739,Dezember::N,prosinac,aralık
740,Montag::N,ponedjeljak,pazartesi
741,Montag::N,ponedjeljnik,pazartesi
742,Dienstag::N,utorak,salı
743,Dienstag::N,utornik,salı
744,Mittwoch::N,srijeda,çarşamba
745,Donnerstag::N,četvrtak,perşembe
746,Freitag::N,petak,cuma
747,Samstag::N,subota,cumartesi
748,Sonntag::N,nedjelja,pazar
749,groß::A,velik,büyük
750,klein::A,mali,ufak
751,klein::A,mali,küçük
752,klein::A,malen,ufak
753,klein::A,malen,küçük
754,lang::A,dug,uzun
755,lang::A,dugačak,uzun
756,kurz::A,kratak,kısa
757,breit::A,širok,enli
758,breit::A,širok,geniş
759,schmal::A,uski,dar
760,schmal::A,uzak,dar
761,dicht::A,gust,sık
762,dicht::A,gust,yoğun
763,dick[Gegenstand]::A,debeo,kalın
764,dick[Gegenstand]::A,debeo,iri
765,dünn::A,tanak,ince
766,fein::A,fin,ince
767,fein::A,fin,narin
768,fein::A,tanak,ince
769,fein::A,tanak,narin
770,fest::A,čvrst,sabit
771,fest::A,čvrst,sağlam
772,flach::A,ravan,düz
773,flach::A,ravan,yassı
774,flach::A,plosnat,düz
775,flach::A,plosnat,yassı
776,glatt::A,gladak,düz
777,hart::A,tvrd,katı
778,weich::A,mek,yumuşak
779,weich::A,mekan,yumuşak
780,rund::A,okrugao,yuvarlak
781,spitz::A,oštar,sivri
782,spitz::A,šiljast,sivri
783,scharf::A,oštar,keskin
784,scharf::A,bridak,keskin
785,stumpf::A,tup,kör
786,schwer::A,težak,ağır
787,schön::A,krasan,güzel
788,heiß::A,vruć,kızgın
789,warm::A,topao,sıcak
790,kalt::A,hladan,soğuk
791,kühl::A,hladan,serin
792,frisch::A,svjež,taze
793,feucht::A,vlažan,nemli
794,feucht::A,vlažan,rutubetli
795,nass::A,mokar,yaş
796,nass::A,mokar,ıslak
797,trocken::A,suh,kuru
798,voll::A,pun,dolu
799,voll::A,pun,dolmuş
800,leer::A,prazan,boş
801,offen::A,otvoren,açık
802,geschlossen::A,zatvoren,kapalı
803,sauber::A,čist,pak
804,sauber::A,čist,temiz
805,schmutzig::A,nečist,pis
806,schmutzig::A,nečist,kirli
807,schmutzig::A,blatan,pis
808,schmutzig::A,blatan,kirli
809,roh::A,sirov,çiğ
810,reif::A,zreo,olgun
811,lecker::A,tečan,lezzetli
812,lecker::A,ukusan,lezzetli
813,süß::A,sladak,tatlı
814,süß::A,sladak,şekerli
815,bitter::A,gorak,acı
816,sauer::A,kiseo,ekşi
817,hell::A,vedar,aydınlık
818,hell::A,svijetao,aydınlık
819,dunkel::A,taman,karanlık
820,schwarz::A,crn,kara
821,schwarz::A,crn,siyah
822,weiß::A,bio,ak
823,weiß::A,bio,beyaz
824,weiß::A,bijel,ak
825,weiß::A,bijel,beyaz
826,rot::A,crven,kırmızı
827,gelb::A,žut,sarı
828,blau::A,plav,mavi
829,blau::A,modar,mavi
830,grün::A,zelen,yeşil
831,grau::A,siv,boz
832,bunt::A,šaren,renkli
833,billig::A,jeftin,ucuz
834,teuer::A,skup,pahalı
835,wertvoll::A,vrijedan,değerli
836,wertvoll::A,dragocjen,değerli
