,Concept_ID,el,ko
191,Ente::N,πάπια,오리
192,Eule::N,κουκουβάγια,부엉이
193,Kranich::N,γερανός,두루미
194,Krähe::N,καρακάξα,까마귀
195,Kuckuck::N,κούκος,뻐꾸기
196,Schwan::N,κύκνος,배조
197,Fisch::N,ψάρι,물고기
198,Barsch::N,πέρκα,농어
199,Hecht::N,λούτσος,에속스
200,Schlange[Tier]::N,φίδι,뱀
201,Wurm::N,σκουλήκι,벌레
202,Spinne::N,αράχνη,거미
203,Ameise::N,μυρμήγκι,개미
204,Laus::N,ψείρα,이
205,Mücke::N,κουνούπι,모기
206,Fliege::N,μύγα,날기
207,Schmetterling::N,πεταλούδα,나비
208,Beere::N,ρόγα,장과
209,Apfel::N,μήλο,사과
210,Pilz::N,μανιτάρι,고방이
211,Zwiebel::N,κρεμμύδι,양파
212,Saat::N,σπόρος,씨
213,Korn::N,σπυρί,알맹이
214,Heu::N,σανός,건초
215,Schale::N,τσόφλι,피상
216,Grube::N,λάκκος,
217,Falle::N,παγίδα,함정
218,Schlinge::N,θηλειά,올가미
219,Schlinge::N,θηλειά,멜빵붕대
220,Spur::N,ίχνος,발지국
221,Asche::N,στάχτη,재
222,Dreck::N,βρωμιά,똥
223,Dreck::N,βρωμιά,오물
224,Eisen::N,σίδερο,쇠
225,Eisen::N,σίδερο,철
226,Gold::N,μάλαμα,항금
227,Gold::N,χρυσάφι,항금
228,Silber::N,ασήμι,은
229,Silber::N,άργυρος,은
230,Kohle::N,κάρβουνο,슻
231,Glas::N,γυαλί,유리
232,Lehm::N,πηλός,찰흙
233,Sand::N,άμμος,모래
234,Mensch::N,άνθρωπος,사람
235,Mann::N,άνδρας,남자
236,Frau::N,γυναίκα,여자
237,Kind::N,παιδί,아이
238,Junge::N,αγόρι,소녁
239,Mädchen::N,κοπέλα,소녀
240,Mädchen::N,κορίτσι,소녀
241,Familie::N,οικογένεια,가족
242,Großvater::N,παππούς,할아버지
243,Großmutter::N,γιαγιά,할머니
244,Eltern::N,γονείς,어버오
245,Vater::N,πατέρας,아버지
246,Mutter::N,μητέρα,어머니
247,Sohn::N,γιος,아들
248,Tochter::N,κόρη,딸기
249,Bruder::N,αδελφός,형제
250,Schwester::N,αδελφή,누이
251,Onkel::N,θείος,백부
252,Tante::N,θεία,아주머니
253,Ehemann::N,σύζυγος,남편
254,Ehefrau::N,σύζυγος,아내
255,Freude::N,χαρά,기쁨
256,Gelächter::N,γέλια,웃음
257,Glück::N,ευτυχία,즐거움
258,Kummer::N,έγνοια,슬픔
259,Wunsch::N,επιθυμία,소망
260,Lust::N,όρεξη,
261,Geist::N,πνέυμα,할기
262,Gedanke::N,σκέψη,상념
263,Gedächtnis::N,μνήμη,기억
264,Verstand::N,νους,분별
265,Verstand::N,νους,지능
266,Sinn::N,νόημα,센스
267,Grund::N,λόγος,까닭
268,Wahrheit::N,αλήθεια,참
269,Wahrheit::N,αλήθεια,진실
270,Gespräch::N,συνομιλία,대화
271,Märchen::N,παραμύθι,동화
272,Erzählung::N,διήγημα,이야기
273,Nachricht::N,είδηση,
274,Neuigkeit::N,νέο,뉴스
275,Name::N,όνομα,이름
276,Rätsel::N,αίνιγμα,수수께끼
277,Rede::N,λόγος,연설
278,Rede::N,ομιλία,연설
279,Sprache::N,γλώσσα,말
280,Stimme::N,φωνή,목소리
281,Wort::N,λέξη,낱말
282,Zeichen::N,σημείο,신호
283,Ruf::N,κραυγή,부름
284,Lärm::N,θόρυβος,소동
285,Laut::N,ήχος,음성
286,Ton::N,ήχος,목소리
287,Ton::N,τόνος,목소리
288,Lied::N,τραγούδι,노래
289,Ruhe::N,ησυχία,쉼
290,Leute::N,κόσμος,사람들
291,Leute::N,άνθρωποι,사람들
292,Volk::N,λαός,국중
293,Arbeit::N,εργασία,근로
294,Arbeit::N,εργασία,너무
295,Gast::N,επισκέπτης,손님
296,Geschenk::N,δώρο,행하
297,Spiel::N,παιχνίδι,무리
298,Gesellschaft::N,κοινωνία,교제
299,Hilfe::N,βοήθεια,거들음
300,Hilfe::N,βοήθεια,보좌
301,Freund::N,φίλος,친구
302,Kamerad::N,σύντροφος,동실자
303,Angelegenheit::N,υπόθεση,용무
304,Anzahl::N,αριθμός,어떤
305,Anzahl::N,αριθμός,수
306,Art::N,είδος,정류
307,Stück::N,κομμάτι,일부분
308,Teil::N,μέρος,몱
309,Teil::N,μέρος,구훠
310,Hälfte::N,μισό,2분의
311,Kreis::N,κύκλος,고리
312,Kreuz::N,σταυρός,열십자
313,Linie::N,γραμμή,선
314,Strich::N,γραμμή,스침
315,Abstand::N,απόσταση,거리
316,Entfernung::N,απόσταση,거리
317,Gegend::N,περιοχή,곳
318,Gegend::N,περιοχή,부금
319,Gegend::N,τοποθεσία,곳
320,Gegend::N,τοποθεσία,부금
321,Platz::N,χώρος,장소
322,Ort::N,τόπος,장소
323,Seite::N,πλευρά,옆면
324,Mitte::N,μέση,궁간
325,Gegenstand::N,αντικείμενο,항목
326,Sache::N,πράγμα,뭉에
327,Rand::N,άκρη,가
328,Rand::N,χείλος,가
329,Kante::N,άκρη,귀퉁
330,Ecke::N,γωνιά,구석
331,Spitze::N,μύτη,끝
332,Spitze::N,μύτη,참단
333,Ende::N,άκρη,말당
334,Loch::N,τρύπα,빙옷
335,Winkel::N,γωνία,각도
336,Muster::N,σχέδιο,본
337,Muster::N,σχέδιο,견복
338,Größe::N,μέγεθος,신장
339,Länge::N,μήκος,길이긺
340,Höhe::N,ύψος,높이
341,Gewicht::N,βάρος,추
342,Menge::N,ποσότητα,수양
343,Haufen::N,σωρός,퇴적
344,Reihe::N,αράδα,열
345,Boot::N,βάρκα,보트
346,Ruder::N,κουπί,노
347,Schlitten::N,έλκηθρο,썰매
348,Ski::N,σκι,스키
349,Lagerfeuer::N,φωτιά,캠프의 모닥불
350,Last::N,φορτίο,무거운짐
351,Gang::N,δρόμος,걸음
352,Schritt::N,βήμα,보조
353,Norden::N,βορράς,북쪽 
354,Süden::N,νότος,남쪽
355,Westen::N,δύση,서쪽
356,Osten::N,ανατολή,동쪽
357,Holz::N,ξύλο,목재
358,Brett::N,σανίδι,마루널
359,Platte::N,πλάκα,탤
360,Platte::N,πλάκα,금속판
361,Stütze::N,στήριγμα,버팀목
362,Stange::N,ραβδί,장대
363,Stange::N,κοντός,장대
364,Stock::N,ξύλο,막대기
365,Stock::N,μπαστούνι,막대기
366,Stab::N,ραβδί,작대기
367,Rohr::N,σωλήνας,갈대
368,Haus::N,σπίτι,집
369,Heim::N,σπίτι,집
370,Ofen::N,σόμπα,아궁이
371,Ofen::N,θερμάστρα,아궁이
372,Fußboden::N,πάτωμα,마루
373,Tisch::N,τραπέζι,탁자
374,Stuhl::N,καρέκλα,의자
375,Wiege::N,κούνια,발상지
376,Bett::N,κρεβάτι,침대
377,Regal::N,ράφι,서가
378,Kiste::N,κιβώτιο,짐궤
379,Fenster::N,παράθυρο,눔
380,Tür::N,πόρτα,문
381,Tor::N,πύλη,대문
382,Zaun::N,φράχτης,담장
383,Dach::N,στέγη,지붕
384,Leiter::N,σκάλα,사닥다리
385,Leiter::N,κλίμακα,사닥다리
386,Besen::N,σκούπα,비
387,Spaten::N,φτυάρι,가래
388,Schaufel::N,φτυάρι,삽
389,Gabel::N,πιρούνι,갈래
390,Löffel::N,κουτάλι,숟가락
391,Messer::N,μαχαίρι,나이프
392,Nagel::N,καρφί,발툽
393,Netz::N,δίχτυ,그물
394,Haken::N,γάντζος,갈고리
395,Haken::N,αγκίστρι,갈고리
396,Griff::N,λαβή,움켜쥠
397,Schloss::N,κλειδαριά,자물쇠
398,Bild::N,εικόνα,그림
399,Figur::N,ανάστημα,몸메
400,Puppe::N,κούκλα,인형
401,Beutel::N,πουγγί,클
402,Bündel::N,δεμάτι,자근다발
403,Tasche::N,τσάντα,가방
404,Eimer::N,κουβάς,동이
405,Deckel::N,καπάκι,뚜껑
406,Geschirr::N,σκεύη,식시
407,Sack::N,σάκος,조갑
408,Tasse::N,φλιτζάνι,차잔
409,Topf::N,χύτρα,단지
410,Kessel::N,καζάνι,주전자
411,Essen::N,φαγητό,먹기
412,Nahrung::N,τροφή,식료
413,Speise::N,φαγητό,음식물
414,Fleisch::N,κρέας,고기
415,Getreide::N,σιτάρι,곡물
416,Brei::N,χυλός,젤리
417,Brot::N,ψωμί,빵
418,Brot::N,άρτος,빵
419,Scheibe::N,φέτα,원반
420,Fett::N,πάχος,기름
421,Butter::N,βούτυρο,버터
422,Öl::N,λάδι,올리브유
423,Salz::N,αλάτι,소금
424,Suppe::N,σούπα,국
425,Suppe::N,σούπα,수프
426,Honig::N,μέλι,감미
427,Milch::N,γάλα,유즙
428,Tee::N,τσάι,차
429,Leder::N,πετσί,가죽
430,Wolle::N,μαλλί,양털
431,Stoff::N,ύφασμα,패료
432,Nadel::N,βελόνα,바늘
433,Faden::N,κλωστή,콘실
434,Knopf::N,κουμπί,단추
435,Knoten::N,κόμπος,곁절
436,Farbe::N,μπογιά,색
437,Kleidung::N,ρούχα,옷입기
438,Kleidung::N,ενδυμασία,옷입기
439,Hemd::N,πουκάμισο,속옷
440,Kragen::N,κολάρο,깃
441,Ärmel::N,μανίκι,소매
442,Hose::N,πανταλόνι,바지
443,Gürtel::N,ζώνη,밴드
444,Mütze::N,σκούφος,모자
445,Schuh::N,παπούτσι,구두
446,Stiefel::N,μπότα,장화
447,Ring::N,δαχτυλίδι,고리
448,Band::N,κορδέλα,리본
449,Kamm::N,χτένα,빗
450,Spiegel::N,καθρέφτης,거울
451,Riemen::N,λουρί,가죽끈
452,Schnur::N,κορδόνι,밧줄
453,Leine::N,σχοινί,고삐줄
454,Decke::N,κουβέρτα,이부자리
455,Kissen::N,μαξιλάρι,깔개
456,Tuch::N,πανί,천
457,Tuch::N,μαντήλι,천
458,Handtuch::N,πετσέτα,수건
459,Kraft::N,δύναμη,세력
460,Stärke::N,ισχύς,힘
461,Stärke::N,δύναμη,힘
462,Gesundheit::N,υγεία,위생
463,Krankheit::N,αρρώστια,병
464,Schmerz::N,πόνος,아픔고통
465,Wunde::N,πληγή,상처
466,Fieber::N,πυρετός,열별
467,Arznei::N,φάρμακο,약
468,Brücke::N,γέφυρα,교량
469,Brunnen::N,πηγάδι,원천
470,Weide::N,βοσκή,목장
471,Pfad::N,μονοπάτι,좁은길
472,Weg::N,δρόμος,길
473,Straße::N,οδός,길
474,Straße::N,δρόμος,길
475,Dorf::N,χωριό,촌
476,Dorf::N,χωριό,촌락
477,Stadt::N,πόλη,도시
478,Brief::N,γράμμα,서한
479,Brief::N,επιστολή,서한
480,Buch::N,βιβλίο,책
481,Buchstabe::N,γράμμα,문자
482,Zeitung::N,εφημερίδα,신문
483,Leben::N,ζωή,삶
484,Leben::N,βίος,삶
485,Tod::N,θάνατος,죽음
486,Grab::N,τάφος,무덤
487,Kirche::N,εκκλησία,교회
488,Sünde::N,αμαρτία,부정
489,Gott::N,θεός,하느님
490,Arbeiter::N,εργάτης,일하는사람
491,Chef::N,προϊστάμενος,사장
492,Meister::N,μάστορας,명인
493,Meister::N,μάστορας,대가
494,Meister::N,αρχιτεχνίτης,명인
495,Meister::N,αρχιτεχνίτης,대가
496,Arzt::N,γιατρός,의사
497,Lehrer::N,δάσκαλος,교사
498,Geld::N,λεφτά,돈
499,Geld::N,χρήματα,돈
500,Geschäft::N,συναλλαγή,일
501,Laden::N,μαγαζί,가게
502,Laden::N,κατάστημα,가게
503,Preis::N,τιμή,가격
504,Ware::N,εμπόρευμα,상품
505,Nutzen::N,όφελος,이익
506,Reichtum::N,πλούτος,많음
507,Welt::N,κόσμος,세상
508,Land::N,χώρα,지방
509,Staat::N,κράτος,국가
510,Staat::N,πολιτεία,국가
511,König::N,βασιλιάς,국왕
512,Macht::N,εξουσία,힘
513,Grenze::N,σύνορα,국경
514,Krieg::N,πόλεμος,전쟁
515,Feind::N,εχθρός,적
516,Gewalt::N,βία,권력
517,Kampf::N,αγώνας,전투
518,Bogen[Waffe]::N,τόξο,활
519,Pfeil::N,σαΐτα,화살
520,Gewehr::N,τουφέκι,무기
521,Fehler::N,λάθος,오류
522,Fehler::N,σφάλμα,오류
523,Lüge::N,ψέμα,거짓말
524,Lüge::N,ψεύδος,거짓말
525,Schaden::N,ζημία,손상
526,Unglück::N,δυστυχία,불행
527,Schuld::N,ενοχή,부채
528,Schuld::N,φταίξιμο,부채
529,Alter::N,ηλικία,연령
530,Schluss::N,τέλος,마감
531,Zeit::N,χρόνος,때
532,Zeit::N,χρόνος,시간
533,Tag::N,μέρα,하루
534,Tag::N,ημέρα,하루
535,Morgen::N,πρωί,이침
536,Mittag::N,μεσημέρι,대낮
537,Abend::N,βράδυ,저녁
538,Nacht::N,νύχτα,밤
539,Woche::N,εβδομάδα,근무일
540,Monat::N,μήνας,달
541,Jahr::N,έτος,해
542,Jahr::N,χρόνος,해
543,Frühling::N,άνοιξη,봄
544,Sommer::N,καλοκαίρι,여름
545,Herbst::N,φθινόπωρο,가을
546,Winter::N,χειμώνας,겨울
547,Januar::N,Ιανουάριος,일월
548,Februar::N,Φεβρουάριος,이월
549,März::N,Μάρτιος,삼월
550,April::N,Απρίλιος,사월
551,Mai::N,Μάιος,오월
552,Juni::N,Ιούνιος,유월
553,Juli::N,Ιούλιος,칠월
554,August::N,Αύγουστος,팔월
555,September::N,Σεπτέμβριος,구월
556,Oktober::N,Οκτώβριος,시월
557,November::N,Νοέμβριος,십일월
558,Dezember::N,Δεκέμβριος,십이월
559,Montag::N,Δευτέρα,월요일
560,Dienstag::N,Τρίτη,화요일
561,Mittwoch::N,Τετάρτη,수요일
562,Donnerstag::N,Πέμπτη,모교일
563,Freitag::N,Παρασκευή,그묘일
564,Samstag::N,Σάββατο,토요일
565,Sonntag::N,Κυριακή,일요일
566,groß::A,μεγάλος,큰
567,klein::A,μικρός,자근
568,lang::A,μακρύς,긴
569,kurz::A,κοντός,짧은
570,breit::A,φαρδύς,넓은
571,schmal::A,στενός,좁은
572,dicht::A,πυκνός,농밀한
573,dick[Gegenstand]::A,παχύς,두꺼운
574,dick[Gegenstand]::A,χοντρός,두꺼운
575,dünn::A,ψιλός,얇은
576,dünn::A,λεπτός,얇은
577,fein::A,ψιλός,미세한
578,fest::A,στερεός,굳은
579,flach::A,επίπεδος,얕은
580,glatt::A,λείος,반들반들한
581,glatt::A,ομαλός,반들반들한
582,hart::A,σκληρός,굳은
583,weich::A,μαλακός,연한
584,rund::A,στρογγυλός,둥근
585,spitz::A,μυτερός,뾰족한
586,scharf::A,κοφτερός,날카로운
587,stumpf::A,αμβλύς,무딘
588,schwer::A,βαρύς,무거운
589,schön::A,ωραίος,멋진
590,schön::A,όμορφος,멋진
591,heiß::A,ζεστός,뜨거운
592,warm::A,θερμός,따뜻한
593,kalt::A,κρύος,찬
594,kalt::A,ψυχρός,찬
595,kühl::A,δροσερός,서늘한
596,frisch::A,νωπός,신선한
597,frisch::A,φρέσκος,신선한
598,feucht::A,υγρός,축축한
599,nass::A,βρεγμένος,젖은
600,trocken::A,ξηρός,마른
601,trocken::A,στεγνός,마른
602,voll::A,γεμάτος,완전한
603,leer::A,άδειος,빈
604,offen::A,ανοιχτός,열린
605,geschlossen::A,κλειστός,닫힌
606,sauber::A,καθαρός,깨끗한
607,schmutzig::A,βρώμικος,더러운
608,schmutzig::A,λερωμένος,더러운
609,roh::A,ωμός,날게잇의
610,reif::A,ώριμος,이근
611,lecker::A,νόστιμος,맛있는
612,süß::A,γλυκός,단
613,bitter::A,πικρός,찌르는듯한
614,sauer::A,ξινός,산성의
615,hell::A,φωτεινός,밝은
616,dunkel::A,σκοτεινός,어두운
617,schwarz::A,μαύρος,검은
618,schwarz::A,μελανός,검은
619,weiß::A,άσπρος,하얀
620,rot::A,κόκκινος,붉은
621,gelb::A,κίτρινος,황색
622,blau::A,μπλε,푸른
623,blau::A,γαλανός,푸른
624,grün::A,πράσινος,녹색의
625,grau::A,γκρίζος,회색의
626,bunt::A,ποικιλόχρωπος,알록달록한
627,billig::A,φτηνός,싼
628,teuer::A,ακριβός,값비산
629,wertvoll::A,πολύτιμος,가치가많은
630,blind::A,τυφλός,눈먼
631,taub::A,κουφός,무감간한
632,kräftig::A,δυνατός,강장한
633,stark::A,γερός,강한
634,schwach::A,αδύνατος,약한
635,fett::A,παχύς,실찐
636,schlank::A,λεπτός,호리호리한
637,schlank::A,λυγερός,호리호리한
638,hübsch::A,όμορφος,예쁜
639,hübsch::A,χαριτωμένος,예쁜
640,böse::A,κακός,나쁜
641,dumm::A,κουτός,어리석은
642,dumm::A,ανόητος,어리석은
643,faul::A,τεμπέλης,너덜너덜한
644,fleißig::A,εργατικός,근면한
645,geizig::A,τσιγγούνης,인색한
646,klug::A,έξυπνος,
647,geschickt::A,επιδέξιος,교묘한
648,lieb::A,φίλος,친애하는
649,lieb::A,αγαπητός,친애하는
650,lustig::A,εύθυμος,유쾌한
651,lustig::A,χαρούμενος,유쾌한
652,sanft::A,ήπιος,온화한
653,hungrig::A,πεινασμένος,배고픈
654,krank::A,άρρωστος,병든
655,nackt::A,γυμνός,벌거벗은
656,traurig::A,λυπημένος,슬픈
657,lebendig::A,ζωντανός,살아있는
658,gut::A,καλός,좋은
659,schlecht::A,κακός,나쁜
660,richtig::A,σωστός,바른
661,schlimm::A,άσχημος,못된
662,wahr::A,αληθής,참된
663,wahr::A,αληθινός,참된
664,alt::A,παλιός,늙은
665,neu::A,νέος,새
666,neu::A,καινούργιος,새
667,ehemalig::A,παλιός,전의
668,alt[Lebewesen]::A,γέρος,낡은
669,jung::A,νέος,젊은
670,arm::A,φτωχός,가난한
671,reich::A,πλούσιος,풍부한
672,bekannt::A,γνωστός,저명한
673,berühmt::A,περίφημος,유명한
674,berühmt::A,ξακουσμένος,유명한
675,fremd::A,ξένος,타처이
676,verschieden::A,διαφορετικός,따른
677,nah::A,κοντινός,가까운
678,fern::A,μακριά,먼
679,linker::A,αριστερός,왼쭉의
680,rechter::A,δεξιός,오른쪽의
681,anderer::A,άλλος,다른
682,erster::A,πρώτος,첫째
683,zweiter::A,δεύτερος,둘째
684,dritter::A,τρίτος,셋째
685,letzter::A,τελευταίος,의후자의
686,allein::ADV,μόνος,훌로
687,auf einmal::ADV,εφάπαξ,갑자기
688,zusammen::ADV,μαζί,모아서
689,lange::ADV,πολύν καιρό,오래
690,plötzlich::ADV,έξαφνα,둘연한
691,sofort::ADV,αμέσως,즉시
692,später::ADV,αργότερα,보다늦은
693,jetzt::ADV,τώρα,목하
694,heute::ADV,σήμερα,오늘
695,morgen::ADV,αύριο,내일
696,bald::ADV,σε λίγο,곱
697,bald::ADV,εντός ολίγου,곱
698,dann::ADV,ύστερα,그경우에
699,gestern::ADV,χτες,어제
700,einst::ADV,ποτέ,옛날에
701,einst::ADV,άλλοτε,옛날에
702,damals::ADV,τότε,그때에
703,danach::ADV,μετά,그 뒤에
704,danach::ADV,ύστερα,그 뒤에
705,vorher::ADV,πριν,미리
706,vorher::ADV,προηγουμένως,미리
707,zuerst::ADV,πρώτα,최초로
708,einmal::ADV,μία φορά,한번
709,manchmal::ADV,κάποτε,땓대로
710,oft::ADV,συχνά,땓대로
711,oft::ADV,πολλές φορές,땓대로
712,immer::ADV,πάντα,늘
713,immer::ADV,πάντοτε,늘
714,niemals::ADV,ποτέ,결코...(하지)않다
715,hier::ADV,εδώ,여기
716,hierhin::ADV,εδώ,여기로
717,von hier::ADV,από δω,
718,dort::ADV,εκεί,거기
719,dorthin::ADV,προς τα κει,저기예
720,geradeaus::ADV,κατευθείαν,곧장
721,vorwärts::ADV,εμπρός,앞으로
722,rückwärts::ADV,πίσω,뒤로
723,zurück::ADV,πίσω,제자리로
724,unten::ADV,κάτω,아래에
725,hinab::ADV,προς τα κάτω,아래쪽으로
726,oben::ADV,πάνω,위에
727,oben::ADV,επάνω,위에
728,hinauf::ADV,προς τα πάνω,위쪽으로
729,überall::ADV,παντού,도처에
730,nicht::ADV,δεν,안
731,ein wenig::ADV,λιγάκι,적음
732,kaum::ADV,μόλις,가의
733,sehr::ADV,πολύ,자주
734,so::ADV,έτσι,그와같이
735,noch::ADV,ακόμα,아직
736,nur::ADV,μόνο,다만
737,schon::ADV,ήδη,이미
738,schon::ADV,κιόλας,이미
739,wieder::ADV,ξανά,다시
740,vergebens::ADV,μάταια,헛되이
741,vor::PRP,μπροστά σε,앞에
742,vor::PRP,μπροστά από,앞에
743,hinter::PRP,πίσω από ,뒤에
744,unter::PRP,υπό,잍에
745,unter::PRP,κάτω από,잍에
746,durch::PRP,διά,통고하여
747,durch::PRP,διά μέσου,통고하여
748,neben::PRP,δίπλα σε,와나란히
749,zwischen::PRP,μεταξύ,의사이로
750,zwischen::PRP,ανάμεσα σε,의사이로
751,wegen::PRP,για,때문에
