,Concept_ID,ta,os
1220,nennen::V,பெயரிடுதல்,хонын
1221,rufen::V,கூச்சலிடு,сидын
1222,prahlen::V,தற்பெருமை பேசு,ӕппӕлын
1223,übersetzen::V,மொழிபெயர்ப்பு செய்,ратæлмац кæнын
1224,denken::V,யோசி,ӕнхъӕлын
1225,denken::V,யோசி,хъуыды кӕнын
1226,glauben::V,நம்பு,уырнын
1227,bemerken::V,கவனி,фенын
1228,erkennen::V,அடையாளம் கண்டுகொள்,базонын
1229,begreifen::V,பற்றிக்கொள்,ӕмбарын
1230,begreifen::V,பற்றிக்கொள்,бамбарын
1231,verstehen::V,புரிந்து கொள்,
1232,lernen::V,கற்றுக்கொள்,ахуыр кӕнын
1233,wissen::V,தெரிந்திரு,зонын
1234,sich erinnern an::V,நினைவு கூர்,зæрдыл æрлæууын
1235,sich erinnern an::V,நினைவு கூர்,æрымысын
1236,sich erinnern an::V,நினைவு கூர்,æрбаймысын
1237,sich erinnern an::V,நினைவு கூர்,æрхъуыды кæнын
1238,vergessen::V,மற,ферох кæнын
1239,vergessen::V,மற,айрох кæнын
1240,messen::V,அளவிடு,барын
1241,zählen::V,எண்ணு,нымайын
1242,rechnen::V,கணக்கிடு,хынцын
1243,lesen::V,படி,кӕсын
1244,lesen::V,படி,фӕрсын
1245,malen::V,வண்ணச்சித்திரம்,ныв кӕнын
1246,zeichnen::V,வரை,ныв кӕнын
1247,schreiben::V,எழுது,фыссын
1248,besitzen::V,உடைமையாகக் கொண்டிரு,хицау уын
1249,kaufen::V,வாங்கு,балхӕнын
1250,verkaufen::V,விற்பனை செய்,уӕй кӕнын
1251,bezahlen::V,இறுத்தல்,бафидын
1252,zahlen::V,பணம் செலுத்து,фидын
1253,beherrschen::V,ஆட்சிசெய்,æлдариуæг кæнын
1254,ertragen::V,தாங்கு,бавзарын
