,Concept_ID,ta,os
126,Blatt::N,இலை,сыф
127,Birke::N,பிர்ச் மரம்,бæрз
128,Kiefer[Baum]::N,தேவதாரு மரம்,нӕзы
129,Weide[Baum]::N,மர வகைகளுள் ஒன்று,хӕрис
130,Tanne::N,சாதிக்கய்,наз
131,Horn::N,கொம்பு,сыкъа
132,Feder::N,இறகு,сис
133,Fell::N,மென்முடி,царм
134,Flügel::N,இறக்கை,базыр
135,Klaue::N,நகம்,ных
136,Kralle::N,நகம்,дзӕмбы
137,Schwanz::N,வால்,къӕдзил
138,Ei::N,முட்டை,айк
139,Nest::N,கூடு,ахстон
140,Bau::N,குகை,хуынкъ
141,Tier::N,விலங்கு,сырд
142,Tier::N,விலங்கு,цӕрӕгой
143,Herde::N,கூட்டம்,дзуг
144,Herde::N,கூட்டம்,рӕгъау
145,Kuh::N,பசு,хъуг
146,Bulle::N,காளை,гал
147,Pferd::N,குதிரை,бӕх
148,Schaf::N,செம்மறிஆடு,фыс
149,Schwein::N,பன்றி,хуы
150,Hund::N,நாய்,куыдз
151,Katze::N,பூனை,гӕды
152,Bär::N,கரடி,арс
153,Eichhörnchen::N,அணில்,æхсæрæг
154,Elch::N,கடம்பை,цæгатаг саг
155,Fuchs::N,நரி,рувас
156,Hase::N,முயல்,тæрхъус
157,Maus::N,எலி,мыст
158,Wolf::N,ஓநாய்,бирӕгъ
159,Vogel::N,பறவை,цъиу
160,Vogel::N,பறவை,маргъ
161,Schwarm::N,தொகுதி,бал
162,Huhn::N,கோழிக்குஞசு,карк
163,Hahn::N,சேவல்,уасӕг
164,Gans::N,பெண் வாத்து,хъаз
165,Adler::N,பருநது,цӕргӕс
166,Ente::N,வாத்து,ацц
167,Eule::N,ஆந்தை, уыг
168,Eule::N,ஆந்தை,сидахъ
169,Kranich::N,நாரை,зырнæг
170,Kranich::N,நாரை,хърихъупп
171,Krähe::N,காகம்,халон
172,Kuckuck::N,குயில்,гаккук
173,Schwan::N,அன்னம்,доныхъаз
174,Fisch::N,மீன்,кӕсаг
175,Barsch::N,பேர்ச்,окунь
176,Hecht::N,கோலாச்சி மீன்,хихор кӕсаг
177,Schlange[Tier]::N,பாம்பு,калм
178,Wurm::N,புழு,зулкъ
179,Wurm::N,புழு,къуыдыргалм
180,Spinne::N,சிலந்தி,хӕлуарӕг
181,Ameise::N,எறும்பு,мæлдзыг
182,Laus::N,பேன்,сыст
183,Mücke::N,கொசுவினப்பூச்சி,къогъо
184,Fliege::N,ஈ,бындз
185,Schmetterling::N,வண்ணத்துப்பூச்சி,гæлæбу
186,Beere::N,சதைப்பழம்,гагадыргъ
187,Apfel::N,ஆப்பிள பழம்,фӕткъуы
188,Pilz::N,காளான்,зокъо
189,Pilz::N,காளான்,къозо
190,Zwiebel::N,வெங்காயம்,хъӕдындз
191,Saat::N,விதை,тауинаг
192,Saat::N,விதை,мыггаг
193,Korn::N,தானியம்,мыггаг
194,Korn::N,தானியம்,тауинаг
195,Heu::N,வைக்கோல்,хос
196,Schale::N,தோல்,цъар
197,Grube::N,குழி,урм
198,Grube::N,குழி,къахт
199,Grube::N,குழி,дзыхъхъ
200,Falle::N,பொறி,цъысым
201,Falle::N,பொறி,къӕппӕг
202,Schlinge::N,கண்ணி,цасм
203,Spur::N,சுவடு,фæд
204,Asche::N,சாம்பல்,фӕнык
205,Asche::N,சாம்பல்,ӕртхутӕг
206,Dreck::N,அழுக்கு,цъыф
207,Eisen::N,இரும்பு,ӕфсӕйнаг
208,Gold::N,தங்கம்,сыгъзӕрин
209,Silber::N,வெள்ளி,ӕвзист
210,Kohle::N,நிலக்கரி,ӕвзалы
211,Glas::N,கண்ணாடி,авг
212,Lehm::N,களிமண்,ӕлыг
213,Sand::N,மணல்,змис
214,Mensch::N,மனிதர்கள்,лӕг
215,Mensch::N,மனிதர்கள்,адӕймаг
216,Mensch::N,மனிதர்கள்,удгоймаг
217,Mann::N,மனிதன்,лӕг
218,Mann::N,மனிதன்,нӕлгоймаг
219,Frau::N,பெண்,сылгоймаг
220,Kind::N,குழந்தை,сывӕллон
221,Junge::N,பையன்,лӕппу
222,Mädchen::N,சிறுமி,чызг
223,Familie::N,குடும்பம்,бинонтæ
224,Großvater::N,தாத்தா,фыдыфыд
225,Großvater::N,தாத்தா,мадыфыд
226,Großmutter::N,பாட்டி,фыды мад
227,Großmutter::N,பாட்டி,мады мад
228,Eltern::N,பெற்றோர்,ныййарджытæ
229,Vater::N,தந்தை,фыд
230,Mutter::N,தாய்,мад
231,Sohn::N,மகன்,фырт
232,Tochter::N,மகள்,чызг
233,Bruder::N,சகோதரன்,ӕфсымӕр
234,Schwester::N,அக்கா,хо
235,Onkel::N,தாய் மாமன்,фыдыфсымӕр
236,Tante::N,அத்தை,мадыхо
237,Ehemann::N,கணவன்,мой
238,Ehefrau::N,மனைவி,ус
239,Freude::N,கொண்டாட்டம்,цин
240,Freude::N,கொண்டாட்டம்,циндзинад
241,Gelächter::N,சிரிப்பு,худын
242,Gelächter::N,சிரிப்பு,худт
243,Gelächter::N,சிரிப்பு,худæг
244,Glück::N,மகிழ்ச்சி,амонд
245,Kummer::N,துயரம்,хъыг
246,Wunsch::N,விருப்பம்,бӕллиц
247,Lust::N,விருப்பம்,монц
248,Geist::N,ஆன்மா,уд
249,Gedanke::N,எண்ணம்,хъуыды
250,Gedächtnis::N,ஞாபகம்,мысæн
251,Gedächtnis::N,ஞாபகம்,мысын
252,Gedächtnis::N,ஞாபகம்,зæрдылдарын
253,Verstand::N,மனம்,зонд
254,Sinn::N,அர்த்தம்,нысаниуæг
255,Grund::N,காரணம்,ӕфсон
256,Wahrheit::N,உண்நை,æцæг
257,Gespräch::N,பெசு,ныхас
258,Märchen::N,நம்பத்தகாத கதை,аргъау
259,Erzählung::N,கதை,радзырд
260,Nachricht::N,செய்தி,уац
261,Neuigkeit::N,செய்தி,хабар
262,Name::N,பெயர்,ном
263,Rätsel::N,புதிர்,уыци-уыци
264,Rätsel::N,புதிர்,базон-базон
265,Rede::N,பேச்சு,раныхас
266,Sprache::N,மொழி,ӕвзаг
267,Stimme::N,குரல்,хъӕлӕс
268,Wort::N,வார்த்தை,дзырд
269,Zeichen::N,குறி,нысан
270,Ruf::N,அழைப்பு,сидт
271,Lärm::N,சத்தம்,уынæр
272,Laut::N,ஒலி,зӕл
273,Laut::N,ஒலி,мыр
274,Ton::N,குரல்,мыр
275,Lied::N,பாட்டு,зарӕг
276,Ruhe::N,அமைதி,æнцой
277,Leute::N,மக்கள்,адӕм
278,Volk::N,மக்கள்,адӕм
279,Arbeit::N,வேலை,фӕллой
280,Gast::N,விருந்தாளி,уазӕг
281,Geschenk::N,பரிசுப் பொருள்,хуын
282,Spiel::N,விளையாட்டு,хъазт
283,Gesellschaft::N,சமுதாயம்,дзыллæ
284,Gesellschaft::N,சமுதாயம்,æхсæнад
285,Hilfe::N,உதவி,æххуыс
286,Hilfe::N,உதவி,ахъаз
287,Freund::N,நண்பன்,лымӕн
288,Kamerad::N,உடனிருப்பவன்,ӕмбал
289,Angelegenheit::N,செய்தி,хъуыддаг
290,Anzahl::N,எண்ணிக்கை,бӕрц
291,Art::N,வகை,хуыз
292,Art::N,வகை,хуызад
293,Stück::N,துண்டம்,кæрдих
294,Stück::N,துண்டம்,комдзаг
295,Teil::N,பகுதி,хай
296,Hälfte::N,பாதி,æрдæг
297,Hälfte::N,பாதி,æмбис
298,Kreis::N,வட்டம்,зиллакк
299,Kreuz::N,சிலுவை,дзуар
300,Linie::N,கோடு,хахх
301,Strich::N,வாத நோய்,хахх
302,Abstand::N,இடைவெளி,æхсæнуат
303,Entfernung::N,தூரம்,дæрддзæг
304,Entfernung::N,தூரம்,дардцæг
305,Gegend::N,வட்டாரம்,ран
306,Platz::N,வெற்றிடம்,бууат
307,Ort::N,இடம்,ран
308,Ort::N,இடம்,бынат
309,Seite::N,பக்கம்,фахс
310,Mitte::N,இடைப்பகுதி,астӕу
311,Gegenstand::N,உருப்படி,дзаума
312,Sache::N,பொருள்,дзаума
313,Rand::N,தொங்கு,кӕрон
314,Kante::N,விளிம்பு,фӕрск
315,Ecke::N,மூலை,тигъ
316,Ecke::N,மூலை,фисын
317,Spitze::N,முனை,бырынкъ
318,Ende::N,முடிவு,кӕрон
319,Loch::N,துளை,хуынкъ
320,Winkel::N,கோணம்,къуым
321,Muster::N,பாங்கு,нывæфтыд
322,Muster::N,பாங்கு,кæдзист
323,Größe::N,அளவு,ас
324,Länge::N,நீளம்,дӕргъ
325,Höhe::N,உயரம்,бæрзонд
326,Höhe::N,உயரம்,бæрзæнд
327,Höhe::N,உயரம்,бæрзонддзинад
328,Gewicht::N,எடை,уӕз
329,Menge::N,தொகை,бӕрц
330,Haufen::N,குவியல்,кӕри
331,Reihe::N,வரிசை,рӕнхъ
332,Boot::N,படகு,чема
333,Ruder::N,துடுப்பு,къохар
334,Schlitten::N,சகடையிலா வண்டி,дзоныгъ
335,Ski::N,பனிச் சறுக்கல்,къахдзоныгътæ
336,Ski::N,பனிச் சறுக்கல்,лыжæтæ
337,Lagerfeuer::N,மூட்டம்,арт
338,Last::N,பாரம்,уаргъ
339,Gang::N,நடை,цыд
340,Schritt::N,காலடி,санчъех
341,Schritt::N,காலடி,къахдзӕф
342,Norden::N,வடக்கு,цæгат
343,Süden::N,தெற்கு,хуссар
344,Westen::N,மேற்கு திசை,ныгуылæн
345,Osten::N,கிழக்கு,скæсæн
346,Holz::N,மரக்கட்டை,хъӕдӕрмӕг
347,Brett::N,பலகை,фæйнæг
348,Platte::N,பலகம்,къӕй
349,Stütze::N,அடைப்புகன்,быцæу
350,Stange::N,கம்பம்,хъил
351,Stock::N,குச்சி,лӕдзӕг
352,Stab::N,கம்பு,хъил
353,Rohr::N,குழாய்,хӕтӕл
354,Haus::N,வீடு,хӕдзар
355,Heim::N,வீடு,къона
356,Ofen::N,அடுப்பு,пец
357,Fußboden::N,தரை,астӕрд
358,Tisch::N,மேசை,стъол
359,Stuhl::N,நாற்காலி,бандон
360,Wiege::N,தொட்டில்,авдæн
361,Bett::N,படுக்கை,сынтӕг
362,Regal::N,அலமாரி,тӕрхӕг
363,Regal::N,அலமாரி,уӕлвӕйнӕг
364,Kiste::N,பெட்டி,асыкк
365,Fenster::N,சாளரம்,рудзынг
366,Fenster::N,சாளரம்,фæрссаг
367,Tür::N,கதவு,дуар
368,Tor::N,வாசற்கதவு,кулдуар
369,Zaun::N,வேலி,æмбонд
370,Zaun::N,வேலி,быру
371,Zaun::N,வேலி,гæрæн
372,Dach::N,கூரை,уӕлхӕдзар
373,Leiter::N,ஏணி,асин
374,Besen::N,விளக்குமாறு,уисой
375,Spaten::N,மண்வெட்டி,бел
376,Schaufel::N,அடிதண்டா,æвгæнæн
377,Schaufel::N,அடிதண்டா,кæфой
378,Gabel::N,முட்கரண்டி,вилкæ
379,Löffel::N,கரண்டி,уидыг
380,Messer::N,கத்தி,кард
381,Nagel::N,ஆணி,зӕгӕл
382,Netz::N,வலை,хыз
383,Haken::N,கொக்கி,хæдз
384,Haken::N,கொக்கி,хæбырæгъ
385,Griff::N,கைப்பிடி,фистон
386,Schloss::N,பூட்டு,гуыдыр
387,Bild::N,படம்,ныв
388,Figur::N,எண்ணிக்கை,кæрдгæныв
389,Puppe::N,பொம்மை,чындз
390,Beutel::N,பை,дзӕкъул
391,Bündel::N,பொதி,баст
392,Tasche::N,பை,хызын
393,Tasche::N,பை,дзæкъул
394,Eimer::N,வாளி,къæрта
395,Eimer::N,வாளி,чъыбыла
396,Eimer::N,வாளி,ведра
397,Deckel::N,உறை,сæр
398,Deckel::N,உறை,æмбæрзæн
399,Geschirr::N,பாத்திரம்,мигæнæн
400,Geschirr::N,பாத்திரம்,мигæнæнтæ
401,Sack::N,பை,голлаг
402,Tasse::N,கிண்ணம்,пиала
403,Tasse::N,கிண்ணம்,къус
404,Topf::N,பானை,аг
405,Topf::N,பானை,чысыл аг
406,Kessel::N,கெண்டி,аг
407,Essen::N,உணவருந்துதல்,хӕрд
408,Nahrung::N,உணவு,хойраг
409,Speise::N,உணவு வகை,хӕринаг
410,Fleisch::N,இறைச்சி,дзидза
411,Fleisch::N,இறைச்சி,фыдызгъӕл
412,Getreide::N,மக்காச்சோளம்,халсар
413,Brei::N,கஞ்சி,кас
414,Brot::N,ரொட்டி,дзул
415,Scheibe::N,துண்டு,къӕбӕр
416,Fett::N,கொழுப்பு,сой
417,Butter::N,வெண்ணெய்,нӕлхӕ
418,Öl::N,எண்ணெய்,зети
419,Salz::N,உப்பு,цӕхх
420,Suppe::N,ரசம்,бас
421,Honig::N,தேன்,мыд
422,Milch::N,பால்,ӕхсыр
423,Tee::N,தெனீர்,цай
424,Leder::N,பதம் செய்யப்பட்ட தோல்,мæскуы
425,Wolle::N,கம்பளி,фӕсмын
426,Stoff::N,துணி,хъуымац
427,Nadel::N,ஊசி,судзин
428,Faden::N,நூல்,ӕндах
429,Knopf::N,பொத்தான்,цӕппӕр
430,Knoten::N,முடிச்சு,ӕлхынцъ
431,Farbe::N,வண்ணக் குழம்பு,ахорæн
432,Kleidung::N,ஆடைகள்,дарӕс
433,Hemd::N,சட்டை,хӕдон
434,Kragen::N,கழுத்துப் பட்டை,æфцæггот
435,Ärmel::N,சட்டைக்கை,дыс
436,Hose::N,கால்சட்டை,хæлаф
437,Hose::N,கால்சட்டை,æддаг хæлаф
438,Hose::N,கால்சட்டை,салбар
439,Gürtel::N,பெல்ட்,рон
440,Mütze::N,தொப்பி,худ
441,Schuh::N,காலணி,басмахъ
442,Stiefel::N,காலணி,цырыхъхъ
443,Ring::N,மோதிரம்,къухдарӕн
444,Band::N,நாடா,лент
445,Kamm::N,கீப்பு,сӕрвасӕн
446,Spiegel::N,ஆடி,айдæн
447,Spiegel::N,ஆடி,кæсæн
448,Spiegel::N,கண்ணாடி,айдæн
449,Spiegel::N,கண்ணாடி,кæсæн
450,Riemen::N,வார்,гӕрз
451,Schnur::N,கயிறு,бӕндӕн
452,Leine::N,தோல்வார்,
453,Decke::N,போர்வை,хъӕццул
454,Kissen::N,தலையணை,баз
455,Tuch::N,துணி,кæлмæрзæн
456,Tuch::N,துணி,кæрдæн
457,Handtuch::N,தண்டு,хисæрфæн
458,Kraft::N,நிர்பந்தம்,тых
459,Kraft::N,நிர்பந்தம்,хъомыс
460,Stärke::N,பலம்,тых
461,Stärke::N,பலம்,æхсар
462,Gesundheit::N,ஆரோக்கியம்,æнæниздзинад
463,Krankheit::N,நோய்,низ
464,Krankheit::N,நோய்,рын
465,Schmerz::N,வலி,рис
466,Wunde::N,காயம்,цӕф
467,Fieber::N,காய்ச்சல்,ризӕг
468,Fieber::N,காய்ச்சல்,тӕфсӕг
469,Arznei::N,மருந்து,хос
470,Brücke::N,பாலம்,хид
471,Brunnen::N,கேணி,цъай
472,Weide::N,மேய்ச்சல் நிலம்,хизæн
473,Weide::N,மேய்ச்சல் நிலம்,хизæнуат
474,Weide::N,மேய்ச்சல் நிலம்,сæрвæт
475,Pfad::N,நடை வழி,къахвæндаг
476,Pfad::N,நடை வழி,къахвæд
477,Weg::N,வழி,фӕндаг
478,Straße::N,சாலை,фӕндаг
479,Dorf::N,கிராமம்,хъӕу
480,Stadt::N,நகரம்,сахар
481,Brief::N,கடிதம்,фыстӕг
482,Buch::N,புத்தகம்,чиныг
483,Buchstabe::N,எழத்து,дамгъӕ
484,Zeitung::N,செய்தித்தாள்,газет
485,Leben::N,வாழ்க்கை,цард
486,Leben::N,வாழ்க்கை,цӕрӕнбон
487,Tod::N,மரணம்,мæлæт
488,Tod::N,மரணம்,адзал
489,Grab::N,சமாதி,ингӕн
490,Kirche::N,தேவாலயம்,аргъуан
491,Sünde::N,பாவம்,тæригъæд
492,Gott::N,கடவுள்,хуыцау
493,Arbeiter::N,தொழிலாளி,кусæг
494,Chef::N,மேலாளர்,ӕмцег
495,Meister::N,தலைவன்,мастер
496,Meister::N,தலைவன்,дæсны
497,Arzt::N,மருத்துவர்,хосгæнæг
498,Arzt::N,மருத்துவர்,дохтыр
499,Lehrer::N,ஆசிரியர்,ахуыргæнæг
500,Geld::N,பணம்,ӕхца
501,Geschäft::N,வாணிபம்,бизнес
502,Geschäft::N,வாணிபம்,хъуыддаг
503,Laden::N,கடை,дукани
504,Preis::N,விலை,аргъ
505,Ware::N,சாமன்கள்,базайраг
506,Nutzen::N,இலாபம்,пайда
507,Reichtum::N,சொத்து,хъæздыгдзинад
508,Reichtum::N,சொத்து,исбон
509,Reichtum::N,சொத்து,мулк
510,Welt::N,உலகம்,дуне
511,Land::N,நாடு,бӕстӕ
512,Staat::N,நாடு,паддзахад
513,König::N,அரசன்,къарол
514,Macht::N,அதிகாரம்,хицаудзинад
515,Grenze::N,எல்லை,арӕн
516,Krieg::N,போர்,хӕст
517,Feind::N,எதிரி,знаг
518,Feind::N,எதிரி,фыдгул
519,Feind::N,எதிரி,фыдзæрдæ
520,Feind::N,எதிரி,сон
521,Gewalt::N,வன்முறை,тыхми
522,Gewalt::N,வன்முறை,тыхдзинад
523,Kampf::N,போராட்டம்,хæст
524,Kampf::N,போராட்டம்,хъæбысæйхæст
525,Kampf::N,போராட்டம்,тох
526,Bogen[Waffe]::N,வில்,ӕрдын
527,Pfeil::N,அம்பு,фат
528,Gewehr::N,துப்பாக்கி,топп
529,Fehler::N,தவறு,рӕдыд
530,Lüge::N,பொய்,мӕнг
531,Lüge::N,பொய்,гӕдыдзинад
532,Schaden::N,சேதாரம்,зиан
533,Unglück::N,இடையூறு,бæллæх
534,Schuld::N,குற்றம்,азым
535,Alter::N,வயது,кар
536,Schluss::N,முடிவு,кæрон
537,Zeit::N,காலம்,рӕстӕг
538,Tag::N,நாள்,бон
539,Morgen::N,காலை நேரம்,райсом
540,Mittag::N,மதியம்,æмбисбон
541,Abend::N,மாலைப் பொழுது,изӕр
542,Nacht::N,இரவு,ӕхсӕв
543,Woche::N,வாரம்,къуыри
544,Monat::N,மாதம்,мӕй
545,Jahr::N,வருடம்,аз
546,Jahr::N,வருடம்,афӕдз
547,Frühling::N,வசந்தம்,уалдзæг
548,Sommer::N,கோடை,сӕрд
549,Herbst::N,இலையுதிர் காலம்,фæззæг
550,Winter::N,குளிர்காலம்,зымӕг
551,Januar::N,ஜனவரி,январь
552,Februar::N,பிபரவரி மாதம்,февраль
553,März::N,மார்ச் மாதம்,мартъи
554,April::N,ஏப்ரல் மாதம்,апрель
555,Mai::N,மே மாதம்,май
556,Juni::N,ஜூன் மாதம்,июнь
557,Juli::N,ஜூலை மாதம்,июль
558,August::N,ஆகஸ்ட் மாதம்,август
559,September::N,செப்டம்பர் மாதம்,сентябрь
560,Oktober::N,அக்டோபர் மாதம்,октябрь
561,November::N,நவம்பர் மாதம்,ноябрь
562,Dezember::N,டிசம்பர்,декабрь
563,Montag::N,திங்கட் கிழமை,къуырисæр
564,Dienstag::N,செவ்வாய்க்கிழமை,дыццæг
565,Mittwoch::N,புதன் கிழமை,æртыццæг
566,Donnerstag::N,வியாழக் கிழமை,цыппæрæм
567,Freitag::N,வெள்ளிக்கிழமை,майрæмбон
568,Samstag::N,சனிக்கிழமை,сабат
569,Sonntag::N,ஞாயிறுக் கிழமை,хуыцаубон
570,groß::A,பெரிய,дынджыр
571,klein::A,சிறிய,гыццыл
572,lang::A,நீண்ட,даргъ
573,kurz::A,குட்டையான,цыбыр
574,breit::A,அகலமான,фӕтӕн
575,schmal::A,குறுகலான,нарӕг
576,schmal::A,குறுகலான,уынгӕг
577,dicht::A,அடர்த்தியான,бæзджын
578,dicht::A,அடர்த்தியான,тар
579,dick[Gegenstand]::A,தடித்த,сӕвджын
580,dünn::A,சன்னமான,тæнæг
581,fein::A,மெல்லிய,лыстӕг
582,fest::A,உறுதியாள,фидар
583,fest::A,உறுதியாள,хъӕддых
584,flach::A,தட்டையான,тъӕпӕн
585,glatt::A,வழுவழுப்பான,лӕгъз
586,hart::A,கடினமான,хъӕбӕр
587,weich::A,மென்மையான,фӕлмӕн
588,rund::A,உருண்டையான,тымбыл
589,spitz::A,திகந்தமாக,цыргъбырынкъ
590,spitz::A,திகந்தமாக,цыргъфындз
591,scharf::A,கூரான,цыргъ
592,stumpf::A,உளம் திறந்த,къуымых
593,schwer::A,கனமான,уӕззау
594,schön::A,அழகான,аив
595,schön::A,அழகான,рӕсугъд
596,heiß::A,சூடான,тӕвд
597,warm::A,இதமான,хъарм
598,kalt::A,குளிர்ச்சியான,уазал
599,kühl::A,குளிர்ச்சியான,сатæг
600,kühl::A,குளிர்ச்சியான,уазалгомау
601,frisch::A,சுத்தமான,сатæг
602,feucht::A,ஈரமான,уымӕл
603,nass::A,ஈரமான,хуылыдз
604,trocken::A,உலர்ந்த,хус
605,voll::A,நிரம்பிய,дзаг
606,voll::A,நிரம்பிய,йедзаг 
607,leer::A,காலியான,афтид
608,offen::A,திறந்த,гом
609,geschlossen::A,மூடப்பட்ட,æхгæд
610,sauber::A,சுத்தமான,сыгъдæг
611,schmutzig::A,அழக்கான,чъиллон
612,roh::A,கச்சா,хом
613,reif::A,பழுத்த,рӕгъӕд
614,lecker::A,சுவைமிக்க,хӕрзад
615,süß::A,இனிப்பான,адджын
616,bitter::A,கசப்பான,судзаг
617,sauer::A,புளிப்பாக,туаг
618,hell::A,பளபளப்பான,рухс
619,dunkel::A,கருமையான,талынг
620,schwarz::A,கருப்பு வண்ண,сау
621,weiß::A,வெண்மையன,урс
622,rot::A,சிவப்பு,сырх
623,gelb::A,மஞ்சள் வண்ணம்,бур
624,blau::A,நீல வண்ண,цъӕх
625,grün::A,பச்சை வண்ண,цъӕх
626,grün::A,பச்சை வண்ண,кӕрдӕгхуыз
627,grau::A,சாம்பல் நிற,цъӕх
628,grau::A,சாம்பல் நிற,фӕныкхуыз
629,bunt::A,வண்ண மயமான,хъулон
630,bunt::A,வண்ண மயமான,гæрæм
631,billig::A,மலிவான,аслам
632,teuer::A,விலை அதிகமான,зынаргъ
633,wertvoll::A,மதிப்புள்ள,зынаргъ
634,blind::A,பார்வையற்ற,куырм
635,taub::A,செவிடான,къуырма
636,kräftig::A,வலிமையான,домбай
637,kräftig::A,வலிமையான,тыхджын
638,stark::A,பலமான,тыхджын
639,schwach::A,பலவீனமான,ӕнӕбон
640,fett::A,பருமனாக,нард
641,schlank::A,ஒல்லியான,гуырвидыц
642,schlank::A,ஒல்லியான,хæрзконд
643,schlank::A,ஒல்லியான,рæхснæг
644,schlank::A,ஒல்லியான,сагамад
645,hübsch::A,அழகிய,аив
