,Concept_ID,ca,zh
831,sterben::V,morir,死
832,umkommen::V,perir,丧命
833,sich bewegen::V,moure's,移动
834,sich rühren::V,moure's,动弹
835,sich erheben::V,aixecar-se,站起
836,sich setzen::V,asseure's,坐
837,hinfallen::V,caure's,跌倒
838,laufen::V,caminar,步行
839,schreiten::V,procedir,迈步
840,spazierengehen::V,passejar,散步
841,eilen::V,anar corrent,急忙
842,sich beeilen::V,afanyar-se,赶快
843,sausen::V,córrer,疾驰
844,rennen::V,córrer,奔跑
845,springen::V,saltar,跳
846,klettern::V,escalar,攀缘
847,schaukeln::V,gronxar-se,荡秋千
848,schaukeln::V,balancejar-se,荡秋千
849,kriechen::V,reptar,爬行
850,kriechen::V,arrossegar-se,爬行
851,schwimmen::V,nadar,游泳
852,tauchen::V,bussejar,潜水
853,tauchen::V,submergir-se,潜水
854,rudern::V,remar,划船
855,fahren::V,anar,行驶
856,fliegen::V,volar,飞
857,gehen::V,caminar,走
858,weggehen::V,anar-se'n,离去
859,abfahren::V,partir,出发
860,anhalten::V,aturar-se,停住
861,hineingehen::V,entrar,进去
862,eintreten::V,entrar,进入
863,kommen::V,venir,来
864,ankommen::V,arribar,到达
865,zurückkommen::V,tornar,回来
866,bleiben::V,quedar-se,停留
867,warten::V,esperar,等
868,erwarten::V,esperar,等候
