,Concept_ID,he,ku
83,Frost::N,צנה,xûsik
84,Kälte::N,קר,serma
85,Hitze::N,חם,germayî
86,Raureif::N,כפור,şext
87,Regenbogen::N,קשת,heftreng
88,Donner::N,רעם,gire-gir
89,Strömung::N,זרימה,şewl
90,Tropfen::N,טפה,dilop
91,Schaum::N,קצף,kef
92,Schmutz::N,לכלוך,gemar
93,See::N,אגם,gol
94,Sumpf::N,בצה,hezek
95,Moor::N,בצה,mafêl
96,Wiese::N,מרעה,sûrik
97,Wald::N,יער,çiya
98,Wald::N,יער,daristan
99,Hügel::N,תל,gir
100,Anhöhe::N,מעלה,sere gir
101,Berg::N,הר,kaş
102,Gipfel::N,פסגה,sere gir
103,Höhle::N,מערה,şikeft
104,Abhang::N,מדרון,kaş
105,Abhang::N,שפוע,kaş
106,Quelle::N,מעין,kanî
107,Bach::N,נחל,çem
108,Fluss::N,נהר,çem
109,Fluss::N,נהר,rûbar
110,Ufer::N,גדה,kevî
111,Küste::N,חוף,berav
112,Festland::N,יבשה,bejahî
113,Meer::N,ים,behr
114,Bucht::N,מפרץ,derav
115,Insel::N,אי,girav
116,Blume::N,פרח,kulînk
117,Gras::N,דשא,giha
118,Wurzel::N,שרש,reh
119,Baum::N,עץ,dar
120,Stamm::N,גזע,bavik
121,Rinde::N,קלפת עץ,qaqil
122,Ast::N,ענף,gulî
123,Zweig::N,ענף,şax
124,Blatt::N,עלה,pel
125,Birke::N,שדר,dara sipî
126,Kiefer[Baum]::N,ארן,dara bî
127,Weide[Baum]::N,ערבה,dara belalûk
128,Tanne::N,אשוח,merx
129,Horn::N,קרן,strô
130,Feder::N,נוצה,pîrtîk
131,Fell::N,פרוה,heyar
132,Flügel::N,כנף,per
133,Klaue::N,טלף,napîk
134,Kralle::N,טפר,dinik
135,Kralle::N,טפר,dirnax
136,Schwanz::N,זנב,dûv
137,Ei::N,ביצה,hêk
138,Nest::N,קן,hêlîn
139,Bau::N,מחלה,avahî
140,Tier::N,חיה,heywan
141,Herde::N,עדר,hoz
142,Kuh::N,פרה,çêlek
143,Bulle::N,פר,ga
144,Pferd::N,סוס,hesp
145,Schaf::N,כבשה,mîh
146,Schwein::N,חזיר,beraz
147,Hund::N,כלב,seh
148,Katze::N,חתול,pişîk
149,Bär::N,דב,hirç
150,Eichhörnchen::N,סנאי,pilûr
151,Elch::N,דישון,pazkovî
152,Fuchs::N,שועל,rovî
153,Hase::N,ארנב,kîroşk
154,Maus::N,עכבר,mişk
155,Wolf::N,זאב,gur
156,Vogel::N,צפור,çûk
157,Schwarm::N,נחיל,lufik
158,Schwarm::N,להקה,lufik
159,Huhn::N,תרנגלת,mirîşk
160,Hahn::N,תרנגול,dîk
161,Gans::N,אוז,qaz
162,Adler::N,עיט,eylo
163,Ente::N,ברוז,werdek
164,Eule::N,ינשוף,bûm
165,Eule::N,ינשוף,kund
166,Kranich::N,עגור,quling
167,Kranich::N,כרוכיה,quling
168,Krähe::N,עורב,qijik
169,Kuckuck::N,קוקיה,pepûk
170,Schwan::N,ברבור,qû
171,Fisch::N,דג,masî
172,Barsch::N,אוקונוס,okûn
173,Hecht::N,זאב הים,mesîyê lûf
174,Schlange[Tier]::N,נחש,mar
175,Wurm::N,תולעת,kurm
176,Spinne::N,עכביש,pîrê
177,Ameise::N,נמלה,mîro
178,Ameise::N,נמלה,gêrîk
179,Laus::N,כנה,spi
180,Mücke::N,יתוש,mêş
181,Fliege::N,זבוב,mêş
182,Schmetterling::N,פרפר,perperîk
183,Beere::N,ענבה,hirç
184,Apfel::N,תפוח,sêv
185,Pilz::N,פטריה,bîrov
186,Zwiebel::N,בצל,pîvaz
187,Saat::N,זרעים,tov
188,Korn::N,גרעין,dexl
189,Heu::N,חציר,sap
190,Schale::N,קלפה,qaşik
191,Grube::N,בור,çahl
192,Grube::N,שוחה,çahl
193,Falle::N,מלכדת,dafik
194,Schlinge::N,לולאה,dahf
195,Spur::N,עקבה,rêç
196,Asche::N,אפר,xweli
197,Dreck::N,זהמה,gemarî
198,Eisen::N,ברזל,hesing
199,Gold::N,זהב,zêr
200,Silber::N,כסף,zîv
201,Kohle::N,פחם,komir
202,Glas::N,זכוכית,qedeh
203,Lehm::N,חרסית,kelpîç
204,Sand::N,חול,qûm
205,Mensch::N,אדם,mirov
206,Mann::N,איש,mêr
207,Mann::N,גבר,mêr
208,Frau::N,אשה,jin
209,Frau::N,גברת,jin
210,Kind::N,ילד,zarok
211,Junge::N,ילד,kur
212,Mädchen::N,נערה,keç
213,Mädchen::N,נערה,keçik
214,Familie::N,משפחה,malbat
215,Großvater::N,סבא,bapîr
216,Großmutter::N,סבתא,pîrik
217,Eltern::N,הורים,bavudê
218,Vater::N,אב,bav
219,Mutter::N,אם,dê
220,Mutter::N,אם,dayik
221,Sohn::N,בן,kur
222,Tochter::N,בת,keç
223,Bruder::N,אח,bira
224,Schwester::N,אחות,xweh
225,Onkel::N,דוד,am
226,Onkel::N,דוד,xal
227,Tante::N,דודה,metik
228,Tante::N,דודה,xaltîk
229,Ehemann::N,איש,mêr
230,Ehemann::N,בעל,mêr
231,Ehefrau::N,אשה,kulfet
232,Freude::N,שמחה,kêfxweşî
233,Gelächter::N,צחוק,pîrqînî
234,Glück::N,אשר,bext
235,Kummer::N,יגון,derd
236,Kummer::N,עגמה,derd
237,Wunsch::N,אחול,daxwaz
238,Wunsch::N,אחול,xwestek
239,Wunsch::N,משאלה,daxwaz
240,Wunsch::N,משאלה,xwestek
241,Lust::N,חשק,şewq
242,Lust::N,תשוקה,şewq
243,Geist::N,רוח,aqil
244,Gedanke::N,מחשבה,fikir
245,Gedächtnis::N,זכרון,aqil
246,Verstand::N,שכל,fêm
247,Sinn::N,מובן,aqil
248,Sinn::N,משמעות,aqil
249,Grund::N,סבה,asas
250,Wahrheit::N,אמת,rastî
251,Gespräch::N,דיון,guftûgo
252,Märchen::N,אגדה,çirok
253,Erzählung::N,ספור,çirok
254,Erzählung::N,ספור,vegotin
255,Nachricht::N,ידיעה,nûçe
256,Neuigkeit::N,חדשה,hewal
257,Name::N,שם,nav
258,Name::N,שם,paşnav
259,Rätsel::N,תעלומה,tiştonek
260,Rede::N,נאום,gotar
261,Rede::N,נאום,axavtin
262,Sprache::N,לשון,ziman
263,Stimme::N,קול,pejn
264,Wort::N,מלה,gotin
265,Zeichen::N,סימן,şanek
266,Ruf::N,קריאה,hawar
267,Lärm::N,רעש,xarbalix
268,Laut::N,הגה,deng
269,Laut::N,הגה,hês
270,Ton::N,צליל,awaz
271,Lied::N,שיר,sitran
272,Ruhe::N,שלוה,rihetî
273,Leute::N,אנשים,xelk
274,Volk::N,עם,xelk
275,Arbeit::N,עבודה,xebat
276,Gast::N,אורח,mêvan
277,Geschenk::N,מתנה,diyarî
278,Spiel::N,משחק,lîstik
279,Gesellschaft::N,חברה,komal
280,Hilfe::N,עזרה,alîkarî
281,Freund::N,חבר,heval
282,Freund::N,ידיד,heval
283,Kamerad::N,רע,heval
284,Angelegenheit::N,ענין,pirsgirêk
285,Anzahl::N,מספר,çend
286,Art::N,סוג,çeh
287,Stück::N,חתיכה,lib
288,Stück::N,חתיכה,parçe
289,Teil::N,פרק,parçe
290,Hälfte::N,חצי,nîvî
291,Kreis::N,מעגל,çemil
292,Kreuz::N,צלב,xaç
293,Linie::N,קו,xezik
294,Strich::N,קו קצר,xezik
295,Abstand::N,מרחק,dûrahî
296,Entfernung::N,מרחק,dûrahî
297,Gegend::N,נוף,dever
298,Platz::N,שטח,çih
299,Ort::N,אתר,dever
300,Ort::N,מקום,dever
301,Seite::N,צד,rûpel
302,Mitte::N,אמצע,nav
303,Mitte::N,אמצע,nabênê
304,Gegenstand::N,אוביקט,tişt
305,Sache::N,דבר,tişt
306,Rand::N,פרור,kevî
307,Kante::N,קצה,kevî
308,Ecke::N,פנה,qunç
309,Spitze::N,קצה,derzî
310,Ende::N,סוף,talî
311,Loch::N,חר,qul
312,Winkel::N,פנה,kurnîşk
313,Muster::N,תבנית,desen
314,Größe::N,גדל,mezinî
315,Länge::N,ארך,dirêjahî
316,Höhe::N,קומה,bilindayî
317,Höhe::N,גבה,bilindayî
318,Gewicht::N,משקל,giranî
319,Menge::N,כמות,qas
320,Haufen::N,ערמה,lod
321,Reihe::N,רצף,rêz
322,Boot::N,סירה,kelek
323,Ruder::N,משוט,bêrik
324,Schlitten::N,מזחלת,xîjik
325,Ski::N,מגלשים,lakan
326,Lagerfeuer::N,מדורה,agir
327,Last::N,משא,bar
328,Gang::N,הליכה,fîtêz
329,Schritt::N,צעד,gav
330,Norden::N,צפון,bakur
331,Süden::N,דרום,başur
332,Westen::N,מערב,rojava
333,Osten::N,מזרח,rojhilat
334,Holz::N,עץ,dep
335,Brett::N,קרש,dep
336,Platte::N,לוח,dep
337,Stütze::N,משען,destek
338,Stange::N,מוט,sing
339,Stock::N,מקל,çam
340,Stab::N,מוט,qat
341,Rohr::N,צנור,borî
342,Haus::N,בית,mal
343,Haus::N,בית,xanî
344,Heim::N,בית,mal
345,Ofen::N,תנור,sobe
346,Fußboden::N,רצפה,binpê
347,Tisch::N,שלחן,mase
348,Stuhl::N,כסא,kursî
349,Wiege::N,ערש,derguş
350,Bett::N,מטה,qerewêle
351,Regal::N,מדף,rêbaz
352,Kiste::N,תבה,sindoq
353,Kiste::N,ארגז,sindoq
354,Fenster::N,חלון,çam
355,Fenster::N,חלון,şibeke
356,Tür::N,דלת,derî
357,Tor::N,שער,derge
358,Zaun::N,גדר,hejik
359,Dach::N,גג,sere xanî
360,Leiter::N,סלם,pêling
361,Besen::N,מטאטא,melkes
362,Spaten::N,את,mer
363,Schaufel::N,את,bêr
364,Gabel::N,מזלג,çetel
365,Löffel::N,כף,kevçî
366,Messer::N,סכין,kêr
367,Nagel::N,מסמר,bizmar
368,Netz::N,רשת,tor
369,Haken::N,וו,çenqel
370,Haken::N,קרס,çenqel
371,Griff::N,ידית,destî
372,Schloss::N,מנעול,qonax
373,Bild::N,תמונה,dimen
374,Figur::N,פסל,figûr
375,Puppe::N,בבה,bûk
376,Beutel::N,שק,kîsik
377,Bündel::N,צרור,pêçek
378,Tasche::N,שקית,bêrîk
379,Eimer::N,דלי,dewl
380,Deckel::N,מכסה,devik
381,Geschirr::N,כלים,ferax
382,Sack::N,שק,tûr
383,Tasse::N,ספל,kada
384,Topf::N,סיר,beroş
385,Kessel::N,קנקן,şîril
386,Essen::N,אכל,xwarin
387,Essen::N,ארוחה,xwarin
388,Nahrung::N,הזנה,xwarin
389,Nahrung::N,תזונה,xwarin
390,Speise::N,מאכל,xwarin
391,Speise::N,ארוחה,xwarin
392,Fleisch::N,בשר,goşt
393,Getreide::N,דגן,zad
394,Brei::N,מחית,hewdêl
395,Brot::N,לחם,
396,Scheibe::N,עגול,parçe
397,Scheibe::N,פרוסה,parçe
398,Fett::N,שמן,rûn
399,Butter::N,חמאה,rûn
400,Öl::N,שמן,rûn
401,Salz::N,מלח,xwe
402,Suppe::N,מרק,şorbe
403,Honig::N,דבש,hingiv
404,Milch::N,חלב,şîr
405,Tee::N,תה,çay
406,Leder::N,עור,çerm
407,Wolle::N,צמר,herî
408,Stoff::N,בד,paç
409,Stoff::N,אריג,paç
410,Nadel::N,מחט,derzî
411,Faden::N,חוט,ta
412,Knopf::N,כפתור,bişkok
413,Knoten::N,קשר,girêk
414,Farbe::N,צבע,boyax
415,Kleidung::N,בגדים,çil
416,Hemd::N,חלצה,qutik
417,Hemd::N,חלצה,miltan
418,Kragen::N,צוארון,stûvang
419,Ärmel::N,שרוול,hûçik
420,Hose::N,מכנסים,şewel
421,Gürtel::N,חגורה,qayiş
422,Mütze::N,כובע,fîno
423,Schuh::N,נעל,şêkal
424,Stiefel::N,מגף,gizme
425,Stiefel::N,מגף,çizme
426,Ring::N,טבעת,xelek
427,Band::N,סרט,band
428,Kamm::N,מסרק,şeh
429,Spiegel::N,מראה,eynik
430,Riemen::N,רצועה,qayiş
431,Schnur::N,חבל,doxin
432,Leine::N,מושכות,şirît
433,Decke::N,שמיכה,bataniye
434,Kissen::N,כרית,balgî
435,Tuch::N,צעיף,şar
436,Handtuch::N,מגבת,dezmal
437,Kraft::N,כוח,hêz
438,Kraft::N,כוח,qewet
439,Stärke::N,און,xurtî
440,Gesundheit::N,בריאות,nojdarî
441,Krankheit::N,מחלה,nexweşî
442,Schmerz::N,כאב,êş
443,Wunde::N,פציעה,kul
444,Fieber::N,חם,ta
445,Arznei::N,תרופה,derman
446,Brücke::N,גשר,kopî
447,Brunnen::N,באר,çal
448,Brunnen::N,באר,kani
449,Weide::N,אחו,beyar
450,Weide::N,מרעה,beyar
451,Pfad::N,שביל,xaçirek
452,Pfad::N,מדרכה,xaçirek
453,Weg::N,דרך,rê
454,Straße::N,כביש,rê
455,Dorf::N,כפר,gund
456,Stadt::N,עיר,baçar
457,Brief::N,מכתב,name
458,Buch::N,ספר,kitêb
459,Buch::N,ספר,pirtûk
460,Buchstabe::N,אות,herf
461,Zeitung::N,עתון,rojname
462,Leben::N,חיים,jiyan
463,Tod::N,מות,mirin
464,Grab::N,קבר,mezel
465,Kirche::N,כנסיה,gilyas
466,Sünde::N,חטא,guneh
467,Gott::N,אל,xwedê
468,Arbeiter::N,פועל,hîşçî
469,Chef::N,ראש,bêg
470,Chef::N,מנהל,bêg
471,Meister::N,ממחה,hoste
472,Arzt::N,רופא,doktor
473,Lehrer::N,מורה,mamoste
474,Geld::N,כסף,pere
475,Geschäft::N,עסקה,firoşgeh
476,Laden::N,חנות,dikan
477,Preis::N,מחיר,buha
478,Ware::N,סחורה,tişt
479,Nutzen::N,תועלת,fêde
480,Reichtum::N,עשר,serwet
481,Welt::N,עולם,dinya
482,Land::N,ארץ,welat
483,Staat::N,מדינה,dewlet
484,König::N,מלך,şah
485,König::N,מלך,qral
486,Macht::N,כוח,qewet
487,Macht::N,כוח,destihilat
488,Grenze::N,גבול,kevî
489,Krieg::N,מלחמה,çeng
490,Krieg::N,מלחמה,sêwaş
491,Feind::N,אויב,dijmin
492,Gewalt::N,אלימות,zor
493,Kampf::N,קרב,şer
494,Kampf::N,לחימה,şer
495,Bogen[Waffe]::N,קשת,kêvan
496,Pfeil::N,חץ,çîrik
497,Gewehr::N,רובה,tifing
498,Fehler::N,טעות,şaşî
499,Lüge::N,שקר,derew
500,Schaden::N,נזק,xisar
501,Unglück::N,מזל רע,bêbextî
502,Schuld::N,אשמה,suç
503,Alter::N,גיל,temen
504,Schluss::N,סיום,girtin
505,Zeit::N,זמן,çax
506,Tag::N,יום,roj
507,Morgen::N,בקר,sibeh
508,Mittag::N,צהרים,nîro
509,Abend::N,ערב,êvar
510,Nacht::N,לילה,şev
511,Woche::N,שבוע,heftî
512,Monat::N,חדש,meh
513,Jahr::N,שנה,sal
514,Frühling::N,אביב,bihar
515,Sommer::N,קיץ,havîn
516,Herbst::N,סתו,payîz
517,Winter::N,חרף,zistan
518,Januar::N,ינואר,çile
519,Februar::N,פברואר,sibat
520,März::N,מרץ,adar
521,April::N,אפריל,nîsan
522,Mai::N,מאי,gûlan
523,Juni::N,יוני,hezîran
524,Juli::N,יולי,tîmeh
525,August::N,אוגוסט,tebax
526,September::N,ספטמבר,îlon
527,Oktober::N,אוקטובר,çotmeh
528,November::N,נובמבר,mijdar
529,Dezember::N,דצמבר,kanûn
530,Montag::N,יום שני,duşemb
531,Dienstag::N,יום שלישי,sêşem
532,Mittwoch::N,יום רביעי,çarşemb
533,Donnerstag::N,יום חמישי,pêşemb
534,Freitag::N,יום ששי,în
535,Samstag::N,יום שבת,şemî
536,Sonntag::N,יום ראשון,yekşemb
537,groß::A,גדול,mezin
538,klein::A,קטן,çûçik
539,lang::A,ארך,dirêj
540,kurz::A,קצר,kin
541,breit::A,רחב,fireh
542,schmal::A,צר,tenik
543,dicht::A,צפוף,gir
544,dick[Gegenstand]::A,עבה,şîşman
545,dünn::A,דק,zirav
546,fein::A,מעדן,tenik
547,fest::A,מוצק,saxlem
548,flach::A,שטוח,pahn
549,glatt::A,חלק,dûz
550,glatt::A,חלק,şayîk
551,hart::A,קשיח,hişk
552,weich::A,רך,nerm
553,rund::A,עגל,gilover
554,spitz::A,חד,pîj
555,scharf::A,חד,tûj
556,stumpf::A,קהה,ne tûj
557,schwer::A,כבד,giran
558,schön::A,יפה,xweş
559,schön::A,יפה,xweşik
560,heiß::A,חם,kelandî
561,warm::A,חם,germ
562,kalt::A,קר,sar
563,kühl::A,צונן,jemîrî
564,frisch::A,טרי,ter
565,feucht::A,לח,şil
566,nass::A,רטוב,şilek
567,trocken::A,יבש,zuwa
568,voll::A,מלא,tijî
569,leer::A,ריק,vala
570,offen::A,פתוח,vekirî
571,geschlossen::A,סגור,asê
572,sauber::A,נקי,pakij
573,schmutzig::A,מלכלך,lewitî
574,roh::A,חי,xav
575,reif::A,בשל,gihaştî
576,lecker::A,טעים,xweş
577,süß::A,מתוק,şîrîn
578,bitter::A,מר,tahl
579,sauer::A,חמוץ,tirş
580,hell::A,בהיר,ronî
581,dunkel::A,עמום,tarî
582,schwarz::A,שחר,reş
583,weiß::A,לבן,sipî
584,rot::A,אדם,sor
585,gelb::A,צהב,zer
586,blau::A,כחל,şîn
587,grün::A,ירק,şîn
588,grau::A,אפר,gewr
589,bunt::A,צבעוני,rengîn
590,billig::A,זול,erzan
591,teuer::A,יקר,biha
592,wertvoll::A,יקר ערך,hêja
593,wertvoll::A,יקר ערך,giranbiha
594,blind::A,עור,kor
595,taub::A,חרש,kerr
596,kräftig::A,חסן,gir
597,kräftig::A,חסן,xurt
598,stark::A,חזק,xurt
599,schwach::A,חלש,kesad
600,fett::A,שמן,qelew
601,schlank::A,רזה,zirav
602,hübsch::A,יפה תאר,xweşik
603,böse::A,רשע,xerab
604,böse::A,רשע,aciz
605,dumm::A,טפש,gêj
606,faul::A,עצלן,têmbêl
607,fleißig::A,חרוץ,jêhatî
608,geizig::A,קמצן,destgirtî
609,klug::A,נבון,baqil
610,klug::A,פקח,baqil
611,geschickt::A,מימן,zîrek
612,geschickt::A,מימן,ziring
613,lieb::A,יקר,delal
614,lieb::A,אהוב,delal
615,lustig::A,עליז,kêfxweş
616,sanft::A,עדין,nazenîn
617,hungrig::A,רעב,birçî
618,krank::A,חולה,nexweş
619,nackt::A,ערום,rût
620,nackt::A,ערום,tazî
621,traurig::A,עצוב,xemgîn
622,lebendig::A,חי,bisaxî
623,gut::A,טוב,baş
624,schlecht::A,גרוע,xerab
625,richtig::A,נכון,rast
626,richtig::A,נכון,saxlem
627,schlimm::A,רע,nebaş
628,wahr::A,אמתי,rast
629,alt::A,ישן,pîr
630,alt::A,ישן,kevn
631,neu::A,חדש,nû
632,ehemalig::A,לשעבר,kevnar
633,ehemalig::A,לשעבר,peşidar
634,alt[Lebewesen]::A,זקן,pîr
635,jung::A,צעיר,xort
636,arm::A,עני,feqîr
637,arm::A,עני,desteng
638,reich::A,עשיר,dewlemend
639,bekannt::A,ידוע,naskirî
640,berühmt::A,מפרסם,navdar
641,fremd::A,זר,xerîb
642,verschieden::A,שונה,çîhê
643,nah::A,קרוב,nêzîk
644,fern::A,רחוק,dûr
645,linker::A,שמאלי,çepê
646,rechter::A,ימין,rastê
647,anderer::A,אחר,yê din
648,erster::A,ראשון,yekemîn
649,zweiter::A,שני,duda
650,dritter::A,שלישי,sisêya
651,letzter::A,אחרון,paşîn
652,allein::ADV,לבד,tenê
653,auf einmal::ADV,בו-זמנית,jar kê
654,zusammen::ADV,ביחד,tev
655,zusammen::ADV,ביחד,bi hev re
656,lange::ADV,הרבה זמן,dirêj
657,plötzlich::ADV,לפתע,ji nişkave
658,plötzlich::ADV,פתאום,ji nişkave
659,sofort::ADV,מיד,yekser
660,später::ADV,לאחר זמן,paşiyê
661,später::ADV,יותר מאחר,paşiyê
662,jetzt::ADV,עכשיו,nuha
663,heute::ADV,היום,îro
664,morgen::ADV,מחר,sibeh
665,bald::ADV,בקרוב,nêzîk
666,dann::ADV,אחר-כך,paşê
667,gestern::ADV,אתמול,do
668,einst::ADV,לפנים,jar ke
669,damals::ADV,אז,hîngî
670,danach::ADV,אחר-כך,piştra
671,vorher::ADV,לפני זה,pîşî
672,zuerst::ADV,קדם,bere
673,einmal::ADV,פעם,çarik
674,manchmal::ADV,לפעמים,çarna
675,oft::ADV,לעתים קרובות,gelek çaran
676,immer::ADV,תמיד,daîm
677,niemals::ADV,אף פעם,tu çar
678,hier::ADV,כאן,li vir
679,hierhin::ADV,פה,vir
680,von hier::ADV,מפה,ji vir
681,dort::ADV,שם,li wê derê
682,dorthin::ADV,שם,wêda
683,geradeaus::ADV,ישר,rastê rast
684,vorwärts::ADV,קדימה,ber bi pêş
685,rückwärts::ADV,לאחור,paşpê
686,zurück::ADV,בחזרה,paşdo
687,zurück::ADV,בחזרה,paşvê
688,zurück::ADV,אחורנית,paşdo
689,zurück::ADV,אחורנית,paşvê
690,unten::ADV,למטה,jêrî
691,hinab::ADV,למטה,berjêr
692,oben::ADV,מעל,banî
693,oben::ADV,למעלה,banî
694,hinauf::ADV,למעלה,banî
695,überall::ADV,בכל מקום,li her derê
696,nicht::ADV,לא,ne
697,nicht::ADV,לא,nîn
698,nicht::ADV,לא,tine
699,ein wenig::ADV,קצת,hebkî
700,kaum::ADV,בקשי,tema
701,kaum::ADV,בקשי,himangi
702,sehr::ADV,מאוד,gelek
703,so::ADV,כך,weha
704,so::ADV,ככה,weha
705,noch::ADV,עוד,hêj
706,noch::ADV,עוד,dîsa
707,noch::ADV,עדין,hêj
708,noch::ADV,עדין,dîsa
709,nur::ADV,רק,tenê
710,nur::ADV,רק,bes
711,schon::ADV,כבר,hew
712,wieder::ADV,שוב,jar din
713,wieder::ADV,שוב,dîsa
714,vergebens::ADV,לריק,deya çun
715,vergebens::ADV,לריק,îfleh bûn
716,vergebens::ADV,לשוא,deya çun
717,vergebens::ADV,לשוא,îfleh bûn
718,vor::PRP,מול,li ber
719,hinter::PRP,מאחורי,li pişt
720,unter::PRP,מתחת,li bin
721,durch::PRP,דרך,kura
722,neben::PRP,ליד,li ba
723,neben::PRP,על-יד,li ba
724,zwischen::PRP,בין,nabeyne
725,zwischen::PRP,בין,di nav...da
726,wegen::PRP,בשל,ji bo
727,wegen::PRP,בשל,ji ber
728,wegen::PRP,בגלל,ji bo
729,wegen::PRP,בגלל,ji ber
730,dies::PRN,זה,ev
731,das::PRN,זה,ev
732,alles::PRN,הכל,hemû
733,ich::PRN,אני,ez
734,du::PRN,את,tu
735,du::PRN,אתה,tu
736,er::PRN,הוא,wî
737,wir::PRN,אנחנו,êm
738,ihr::PRN,לה,hûn
739,sie::PRN,הם,we
740,was::FPRN,מה,çi
741,wer::FPRN,מי,ki
742,wo::FADV,איפה,li ku dere
743,wohin::FADV,לאן,li ku dere
744,wie::FADV,איך,çawa
745,warum::FADV,למה,çima
746,wieviel::FNUM,כמה,çend
747,eins::NUM,אחד,yek
748,zwei::NUM,שתים,didu
749,drei::NUM,שלושה,sisê
750,vier::NUM,ארבעה,çar
751,fünf::NUM,חמשה,penç
752,sechs::NUM,ששה,şeş
753,sieben::NUM,שבעה,heft
754,acht::NUM,שמונה,heşt
755,neun::NUM,תשעה,neh
756,zehn::NUM,עשרה,deh
757,elf::NUM,אחת עשרה,yazdeh
758,zwölf::NUM,שתים עשרה,diwazdeh
759,zwanzig::NUM,עשרים,bîst
760,dreißig::NUM,שלושים,sih
761,vierzig::NUM,ארבעים,çil
762,fünfzig::NUM,חמשים,pençi
763,sechzig::NUM,ששים,şêst
764,siebzig::NUM,שבעים,heftê
765,achtzig::NUM,שמונים,heştê
766,neunzig::NUM,תשעים,nod
767,hundert::NUM,מאה,sêd
768,tausend::NUM,אלף,hezar
769,und::CNJ,ו,û
770,oder::CNJ,או,an
771,oder::CNJ,או,yan
772,stehen::V,עמד,sekinîn
773,sitzen::V,ישב,rûniştin
774,liegen::V,שכב,paldan
775,hängen::V,היה תלוי,darve kirin
776,werden::V,הפך ל,bûn
777,passieren::V,קרה,hatin holê
778,passieren::V,קרה,hatin serê kesî
779,beginnen::V,התחיל,li dest pêkirin
780,enden::V,הסתים,xalas bû
781,wechseln::V,השתנה,guherandin
782,wechseln::V,השתנה,dêgiş kirin
783,aufgehen[Sonne]::V,זרח,hilatin
784,untergehen[Sonne]::V,שקע,çun ava
785,scheinen[Sonne]::V,בהק,şewk de
786,donnern::V,רעם,gire-gir
787,wehen::V,נשב,ba le de
788,strömen::V,זרם,xwe girtin
789,fließen::V,זרם,herikîn
790,sich drehen::V,הסתובב,xwe zivirandin
791,schwanken::V,התנודד,hejandin
792,schwingen::V,התנענע,libakirin
793,fallen::V,נפל,ketin
794,brennen::V,בער,şewitîn
795,rauchen::V,עשן,kişandin
796,regnen::V,ירד גשם,bahran tê
797,gefrieren::V,קפא,qefilandin
798,tauen::V,נמס,helandin
799,schmelzen::V,התיך,helandin
800,trocknen::V,התיבש,zuwabûn
801,sieden::V,רתח,kelîn
