,Concept_ID,et,ar
222,Glas::N,klaas,زجاج
223,Lehm::N,savi,طين
224,Sand::N,liiv,رمل
225,Mensch::N,inimene,إنسان
226,Mann::N,mees,رجل
227,Frau::N,naine,امرأة
228,Kind::N,laps,طفل
229,Junge::N,poiss,ولد
230,Mädchen::N,tüdruk,بنت
231,Familie::N,perekond,عائلة
232,Großvater::N,vanaisa,جد
233,Großmutter::N,vanaema,جدة
234,Eltern::N,vanemad,أبوان
235,Eltern::N,vanemad,والدان
236,Vater::N,isa,أب
237,Mutter::N,ema,أم
238,Sohn::N,poeg,إبن
239,Tochter::N,tütar,بنت
240,Tochter::N,tütar,إبنة
241,Bruder::N,vend,أخ
242,Bruder::N,vend,شقيق
243,Schwester::N,õde,أخت
244,Onkel::N,onu,عم
245,Tante::N,tädi,عمة
246,Ehemann::N,mees,زوج
247,Ehemann::N,abikaasa,زوج
248,Ehefrau::N,naine,زوجة
249,Ehefrau::N,abikaasa,زوجة
250,Freude::N,rõõm,فرح
251,Freude::N,rõõm,سرور
252,Gelächter::N,naer,قهقهة
253,Glück::N,õnn,سعادة
254,Kummer::N,mure,غم
255,Kummer::N,kurbus,غم
256,Wunsch::N,soov,منية
257,Lust::N,himu,شهوة
258,Geist::N,vaim,روح
259,Gedanke::N,mõte,فكرة
260,Gedächtnis::N,mälu,ذاكرة
261,Verstand::N,aru,عقل
262,Verstand::N,mõistus,عقل
263,Sinn::N,tähendus,معنى
264,Grund::N,põhjus,سبب
265,Wahrheit::N,tõde,حقيقة
266,Gespräch::N,kõne,محادثة
267,Gespräch::N,vestlus,محادثة
268,Märchen::N,muinasjutt,خرافة
269,Erzählung::N,jutustus,قصة
270,Erzählung::N,jutustus,حكاية
271,Nachricht::N,teade,خبر
272,Neuigkeit::N,uudis,خبر جديد
273,Name::N,nimi,اسم
274,Rätsel::N,mõistatus,لغز
275,Rede::N,kõne,خطبة
276,Sprache::N,keel,لغة
277,Stimme::N,hääl,صوت
278,Wort::N,sõna,كلمة
279,Zeichen::N,märk,رمز
280,Zeichen::N,märk,إشارة
281,Ruf::N,hüüe,نداء
282,Lärm::N,müra,صخب
283,Lärm::N,müra,ضجة
284,Laut::N,hääl,صوت
285,Ton::N,toon,نغمة
286,Lied::N,laul,أغنية
287,Ruhe::N,rahu,هدوء
288,Ruhe::N,vaikus,هدوء
289,Leute::N,inimesed,ناس
290,Volk::N,rahvas,شعب
291,Arbeit::N,töö,عمل
292,Gast::N,külaline,ضيف
293,Geschenk::N,kingitus,هدية
294,Spiel::N,mäng,لعب
295,Gesellschaft::N,selts,صحبة
296,Hilfe::N,abi,عون
297,Hilfe::N,abi,مساعدة
298,Freund::N,sõber,صديق
299,Kamerad::N,sõber,زميل
300,Angelegenheit::N,asi,أمر
301,Angelegenheit::N,asi,شأن
302,Anzahl::N,arv,عدد
303,Anzahl::N,hulk,عدد
304,Art::N,liik,نوع
305,Stück::N,tükk,قطعة
306,Teil::N,osa,قسم
307,Hälfte::N,pool,نصف
308,Kreis::N,ring,دائرة
309,Kreuz::N,rist,صليب
310,Linie::N,joon,خط
311,Strich::N,joon,شرطة
312,Abstand::N,vahe,مسافة
313,Entfernung::N,kaugus,بعد
314,Entfernung::N,vahemaa,بعد
315,Gegend::N,ümbrus,ناحية
316,Platz::N,ruum,فراغ
317,Ort::N,paik,مكان
318,Seite::N,pool,جانب
319,Mitte::N,keskpaik,وسط
320,Gegenstand::N,ese,موضوع
321,Sache::N,ese,شيء
322,Rand::N,äär,حافة
323,Rand::N,serv,حافة
324,Kante::N,kant,حافة
325,Ecke::N,nurk,ركن
326,Spitze::N,teravik,سن
327,Ende::N,ots,طرف
328,Ende::N,jupp,طرف
329,Loch::N,auk,ثقب
330,Winkel::N,nurk,زاوية
331,Muster::N,muster,عينة
332,Größe::N,suurus,حجم
333,Länge::N,pikkus,طول
334,Höhe::N,kõrgus,علو
335,Höhe::N,kõrgus,ارتفاع
336,Gewicht::N,kaal,وزن
337,Gewicht::N,raskus,وزن
338,Menge::N,arv,كمية
339,Menge::N,hulk,كمية
340,Haufen::N,hunnik,كوم
341,Reihe::N,rivi,صف
342,Boot::N,paat,قارب
343,Boot::N,paat,زورق
344,Ruder::N,aer,مجذاف
345,Schlitten::N,saan,مزلقة
346,Ski::N,suusk,زلاجة
347,Lagerfeuer::N,lõke,نار المخيم
348,Last::N,koorem,حمل
349,Gang::N,käik,مشية
350,Schritt::N,samm,خطوة
351,Norden::N,põhi,شمال
352,Süden::N,lõuna,جنوب
353,Westen::N,lääs,غرب
354,Osten::N,ida,شرق
355,Holz::N,puu,خشب
356,Brett::N,saelaud,لوح
357,Platte::N,plaat,صفيحة
358,Stütze::N,tugi,سند
359,Stütze::N,tugi,دعامة
360,Stange::N,latt,عود
361,Stange::N,teivas,عود
362,Stock::N,kepp,عصا
363,Stab::N,varras,قضيب
364,Rohr::N,toru,أنبوبة
365,Haus::N,maja,دار
366,Haus::N,maja,بيت
367,Heim::N,kodu,بيت
368,Heim::N,kodu,مسكن
369,Ofen::N,ahi,مدفأة
370,Fußboden::N,põrand,أرضية
371,Tisch::N,laud,مائدة
372,Stuhl::N,tool,كرسي
373,Wiege::N,häll,مهد
374,Wiege::N,kätki,مهد
375,Bett::N,voodi,سرير
376,Regal::N,riiul,رف
377,Kiste::N,kast,صندوق
378,Fenster::N,aken,شباك
379,Fenster::N,aken,نافذة
380,Tür::N,uks,باب
381,Tor::N,värav,بوابة
382,Zaun::N,aed,سياج
383,Zaun::N,tara,سياج
384,Dach::N,katus,سطح
385,Leiter::N,redel,سلم
386,Besen::N,luud,مكنسة
387,Spaten::N,labidas,مسحاة
388,Schaufel::N,kühvel,مجرفة
389,Gabel::N,kahvel,شوكة
390,Löffel::N,lusikas,ملعقة
391,Messer::N,nuga,سكين
392,Nagel::N,nael,مسمار
393,Netz::N,võrk,شبكة
394,Haken::N,haak,خطاف
395,Haken::N,haak,صنارة
396,Haken::N,konks,خطاف
397,Haken::N,konks,صنارة
398,Griff::N,sang,قبضة
399,Griff::N,käepide,قبضة
400,Schloss::N,lukk,قفل
401,Bild::N,pilt,صورة
402,Figur::N,kuju,تمثال
403,Figur::N,kujund,تمثال
404,Puppe::N,nukk,دمية
405,Beutel::N,paun,كيس
406,Bündel::N,kimp,ربطة
407,Tasche::N,kott,شنطة
408,Tasche::N,kott,محفظة
409,Eimer::N,pang,سطل
410,Eimer::N,pang,جردل
411,Eimer::N,ämber,سطل
412,Eimer::N,ämber,جردل
413,Deckel::N,kaas,سداد
414,Geschirr::N,nõud,أوان
415,Sack::N,kott,زكيبة
416,Tasse::N,tass,فنجان
417,Topf::N,pada,قدر
418,Topf::N,pada,طنجرة
419,Kessel::N,pada,قدر
420,Kessel::N,pada,غلاية
421,Essen::N,söök,طعام
422,Nahrung::N,toit,غذاء
423,Speise::N,roog,أكل
424,Fleisch::N,liha,لحم
425,Getreide::N,teravili,حبوب
426,Brei::N,puder,عصيدة
427,Brot::N,sai,خبز
428,Brot::N,leib,خبز
429,Scheibe::N,viil,شريحة
430,Scheibe::N,viilukas,شريحة
431,Fett::N,rasv,سمن
432,Butter::N,või,زبدة
433,Öl::N,õli,زيت
434,Salz::N,sool,ملح
435,Suppe::N,supp,حساء
436,Suppe::N,supp,شربة
437,Honig::N,mesi,عسل
438,Milch::N,piim,حليب
439,Tee::N,tee,شاي
440,Leder::N,nahk,جلد
441,Wolle::N,vill,صوف
442,Stoff::N,kangas,قماش
443,Nadel::N,nõel,إبرة
444,Faden::N,niit,خيط
445,Knopf::N,nööp,زر
446,Knoten::N,sõlm,عقدة
447,Farbe::N,värv,صبغة
448,Kleidung::N,riided,ملابس
449,Kleidung::N,riietus,ملابس
450,Hemd::N,särk,قميص
451,Kragen::N,krae,ياقة
452,Ärmel::N,varrukas,كم
453,Hose::N,püksid,سروال
454,Hose::N,püksid,بنطلون
455,Gürtel::N,vöö,حزام
456,Mütze::N,müts,طاقية
457,Schuh::N,king,حذاء
458,Stiefel::N,saabas,جزمة
459,Stiefel::N,saabas,حذاء طويل
460,Ring::N,sõrmus,حلقة
461,Band::N,lint,شريط
462,Kamm::N,kamm,مشط
463,Spiegel::N,peegel,مرآة
464,Riemen::N,rihm,سير
465,Schnur::N,nöör,حبل
466,Schnur::N,nöör,دوبارة
467,Leine::N,jalutusrihm,قيد
468,Decke::N,tekk,بطانية
469,Kissen::N,padi,وسادة
470,Tuch::N,kalev,منديل
471,Handtuch::N,käterätik,فوطة
472,Handtuch::N,käterätik,منشفة
473,Kraft::N,jõud,قدرة
474,Stärke::N,tugevus,قوة
475,Gesundheit::N,tervis,صحة
476,Krankheit::N,haigus,مرض
477,Schmerz::N,valu,ألم
478,Schmerz::N,valu,وجع
479,Wunde::N,haav,جرح
480,Fieber::N,palavik,حمى
481,Arznei::N,ravim,دواء
482,Brücke::N,sild,جسر
483,Brunnen::N,kaev,بئر
484,Weide::N,karjamaa,مرعى
485,Pfad::N,rada,درب
486,Weg::N,tee,سكة
487,Straße::N,tee,طريق
488,Dorf::N,küla,قرية
489,Stadt::N,linn,مدينة
490,Brief::N,kiri,خطاب
491,Brief::N,kiri,مكتوب
492,Buch::N,raamat,كتاب
493,Buchstabe::N,täht,حرف
494,Zeitung::N,ajaleht,جريدة
495,Leben::N,elu,عيش
496,Leben::N,elu,حياة
497,Tod::N,surm,موت
498,Tod::N,surm,وفاة
499,Grab::N,haud,قبر
500,Kirche::N,kirik,كنيسة
501,Sünde::N,patt,خطيئة
502,Gott::N,jumal,إله
503,Arbeiter::N,tööline,عامل
504,Chef::N,ülemus,رئيس
505,Chef::N,juhataja,رئيس
506,Meister::N,meister,أسطى
507,Arzt::N,arst,طبيب
508,Lehrer::N,õpetaja,مدرس
509,Geld::N,raha,نقود
510,Geschäft::N,äri,صفقة
511,Laden::N,pood,دكان
512,Laden::N,kauplus,دكان
513,Preis::N,hind,سعر
514,Ware::N,kaup,بضاعة
515,Nutzen::N,tulu,فائدة
516,Nutzen::N,kasulikkus,فائدة
517,Reichtum::N,rikkus,غنى
518,Reichtum::N,rikkus,ثروة
519,Welt::N,maailm,عالم
520,Welt::N,maailm,دنيا
521,Land::N,maa,بلد
522,Staat::N,riik,دولة
523,König::N,kuningas,ملك
524,Macht::N,võim,سلطة
525,Grenze::N,piir,حدود
526,Krieg::N,sõda,حرب
527,Feind::N,vaenlane,عدو
528,Gewalt::N,väevõim,عنف
529,Kampf::N,võitlus,قتال
530,Bogen[Waffe]::N,vibu,قوس
531,Pfeil::N,nool,سهم
532,Gewehr::N,püss,بندقية
533,Fehler::N,viga,خطأ
534,Lüge::N,vale,كذب
535,Schaden::N,kahju,تلف
536,Unglück::N,häda,نحس
537,Unglück::N,õnnetus,نحس
538,Schuld::N,süü,ذنب
539,Alter::N,iga,سن
540,Alter::N,iga,عمر
541,Schluss::N,lõpp,ختام
542,Schluss::N,lõpp,نهاية
543,Zeit::N,aeg,وقت
544,Tag::N,päev,يوم
545,Morgen::N,hommik,صباح
546,Mittag::N,lõuna,ظهر
547,Mittag::N,keskpäev,ظهر
548,Abend::N,õhtu,مساء
549,Nacht::N,öö,ليلة
550,Woche::N,nädal,أسبوع
551,Monat::N,kuu,شهر
552,Jahr::N,aasta,عام
553,Jahr::N,aasta,سنة
554,Frühling::N,kevad,ربيع
555,Sommer::N,suvi,صيف
556,Herbst::N,sügis,خريف
557,Winter::N,talv,شتاء
558,Januar::N,jaanuar,يناير
559,Januar::N,jaanuar,كانون الثاني
560,Februar::N,veebruar,شباط
561,Februar::N,veebruar,فبراير
562,März::N,märts,آذار
563,März::N,märts,مارس
564,April::N,aprill,نيسان
565,Mai::N,mai,مايو
566,Juni::N,juuni,يونيو
567,Juni::N,juuni,حزيران
568,Juli::N,juuli,تموز
569,Juli::N,juuli,يوليو
570,August::N,august,آب
571,August::N,august,أغسطس
572,September::N,september,أيلول
573,September::N,september,سبتمبر
574,Oktober::N,oktoober,أكتوبر
575,Oktober::N,oktoober,تشرين الأول
576,November::N,november,نوفمبر
577,November::N,november,تشرين الثاني
578,Dezember::N,detsember,ديسمبر
579,Dezember::N,detsember,كانون الأول
580,Montag::N,esmaspäev,يوم الاثنين
581,Dienstag::N,teisipäev,يوم الثلاثاء
582,Mittwoch::N,kesknädal,يوم الأربعاء
583,Donnerstag::N,neljapäev,يوم الخميس
584,Freitag::N,reede,يوم الجمعة
585,Samstag::N,laupäev,يوم السبت
586,Sonntag::N,pühapäev,يوم الأحد
587,groß::A,suur,كبير
588,klein::A,väike,صغير
589,klein::A,pisike,صغير
590,lang::A,pikk,طويل
591,kurz::A,lühike,قصير
592,breit::A,lai,واسع
593,schmal::A,kitsas,ضيق
594,dicht::A,tihe,كث
595,dicht::A,tihe,كثيف
596,dick[Gegenstand]::A,jäme,غليظ
597,dünn::A,õhuke,رفيع
598,dünn::A,peenike,رفيع
599,fein::A,peen,رقيق
600,fein::A,õhuke,رقيق
601,fest::A,püsiv,متين
602,fest::A,kindel,متين
603,flach::A,lame,سهل
604,flach::A,lame,منبسط
605,flach::A,tasane,سهل
606,flach::A,tasane,منبسط
607,glatt::A,sile,ناعم
608,hart::A,kõva,صلب
609,hart::A,kõva,جامد
610,weich::A,pehme,لين
611,rund::A,ümar,مستدير
612,spitz::A,torkav,مدبب
613,scharf::A,terav,حاد
614,stumpf::A,nüri,ثالم
615,schwer::A,raske,ثقيل
616,schön::A,kena,جميل
617,heiß::A,kuum,حار
618,heiß::A,kuum,ساخن
619,heiß::A,palav,حار
620,heiß::A,palav,ساخن
621,warm::A,soe,دافئ
622,kalt::A,külm,بارد
623,kühl::A,jahe,قر
624,frisch::A,värske,طازج
625,feucht::A,niiske,رطب
626,nass::A,märg,مبلول
627,trocken::A,kuiv,جاف
628,voll::A,täis,ملء
629,leer::A,tühi,خال
630,leer::A,tühi,فارغ
631,offen::A,avatud,مفتوح
632,offen::A,lahtine,مفتوح
633,geschlossen::A,suletud,مغلق
634,sauber::A,puhas,نظيف
635,schmutzig::A,räpane,قذر
636,schmutzig::A,määrdunud,قذر
637,roh::A,toores,نيء
638,reif::A,küps,ناضج
639,lecker::A,hõrk,لذيذ
640,lecker::A,maitsev,لذيذ
641,süß::A,magus,حلو
642,bitter::A,mõru,مر
643,sauer::A,hapu,حامض
644,hell::A,hele,نير
645,dunkel::A,pime,مظلم
646,schwarz::A,must,أسود
647,weiß::A,valge,أبيض
648,rot::A,punane,أحمر
649,gelb::A,kollane,أصفر
650,blau::A,sinine,أزرق
651,grün::A,roheline,أخضر
652,grau::A,hall,رمادي
653,bunt::A,kirju,ملوب
654,bunt::A,värviline,ملوب
655,billig::A,odav,رخيص
656,teuer::A,kallis,غال
657,wertvoll::A,väärtuslik,ثمين
658,blind::A,pime,أعمى
659,taub::A,kurt,أصم
660,taub::A,kurt,أطرش
661,kräftig::A,jõuline,قوي
662,stark::A,tugev,قوي
663,schwach::A,nõrk,ضعيف
664,schwach::A,jõuetu,ضعيف
665,fett::A,rasvane,سمين
666,schlank::A,sale,أهيف
667,hübsch::A,kena,جميل
668,böse::A,tige,رديء
669,dumm::A,juhm,أبله
670,dumm::A,juhm,أحمق
671,dumm::A,rumal,أبله
672,dumm::A,rumal,أحمق
673,faul::A,laisk,كسلان
674,fleißig::A,virk,مجتهد
675,fleißig::A,hoolas,مجتهد
676,geizig::A,ihne,بخيل
677,klug::A,tark,ذكي
678,klug::A,tark,عاقل
679,klug::A,arukas,ذكي
680,klug::A,arukas,عاقل
681,klug::A,mõistlik,ذكي
682,klug::A,mõistlik,عاقل
683,geschickt::A,osav,ماهر
684,lieb::A,armas,عزيز
685,lustig::A,lõbus,مرح
686,sanft::A,õrn,حليم
687,hungrig::A,näljane,جائع
688,krank::A,haige,مريض
689,nackt::A,alasti,عار
690,traurig::A,kurb,حزين
691,lebendig::A,elus,حي
692,gut::A,hea,جيد
693,schlecht::A,halb,سيء
694,richtig::A,õige,صحيح
695,schlimm::A,paha,خبيث
696,wahr::A,tõene,حق
697,alt::A,vana,قديم
698,neu::A,uus,جديد
699,ehemalig::A,endine,سابق
700,alt[Lebewesen]::A,vana,مسن
701,jung::A,noor,شاب
702,jung::A,noor,صغير
703,arm::A,vaene,فقير
704,reich::A,rikas,غني
705,bekannt::A,teada,معلوم
706,bekannt::A,tuttav,معلوم
707,berühmt::A,tuntud,مشهور
708,fremd::A,võõras,أجنبي
709,verschieden::A,erinev,مختلف
710,nah::A,lähedane,قريب
711,fern::A,kauge,بعيد
712,linker::A,vasak,يسار
713,rechter::A,parem,يمين
714,anderer::A,muu,آخر
715,anderer::A,teine,آخر
716,erster::A,esimene,أول
717,zweiter::A,teine,ثان
718,dritter::A,kolmas,ثالث
719,letzter::A,viimane,أخير
720,allein::ADV,üksi,وحده
721,auf einmal::ADV,korraga,بالمرة
722,auf einmal::ADV,ühekorraga,بالمرة
723,zusammen::ADV,koos,معا
724,zusammen::ADV,üheskoos,معا
725,lange::ADV,kaua,مدة طويلة
726,plötzlich::ADV,äkki,فجأة
727,plötzlich::ADV,järsku,فجأة
728,sofort::ADV,kohe,حالا
729,sofort::ADV,kohe,فورا
730,später::ADV,hiljem,فيما بعد
731,jetzt::ADV,nüüd,الآن
732,jetzt::ADV,nüüd,حاليا
733,heute::ADV,täna,اليوم
734,morgen::ADV,homme,غدا
735,bald::ADV,pea,قريبا
736,bald::ADV,varsti,قريبا
737,dann::ADV,siis,ثم
738,gestern::ADV,eile,أمس
739,gestern::ADV,eile,البارحة
740,einst::ADV,vanasti,قديما
741,damals::ADV,tookord,حينئذ
742,danach::ADV,seejärel,ثم
743,danach::ADV,seejärel,بعد ذلك
744,vorher::ADV,enne,من قبل
745,vorher::ADV,enne,قبل ذلك
746,zuerst::ADV,enne,أولا
747,zuerst::ADV,esmalt,أولا
748,einmal::ADV,kord,مرة
749,einmal::ADV,üks kord,مرة
750,manchmal::ADV,mõnikord,أحيانا
751,oft::ADV,tihti,كثيرا
752,oft::ADV,sageli,كثيرا
753,immer::ADV,ikka,دائما
754,immer::ADV,alati,دائما
755,niemals::ADV,mitte kunagi,لا أبدا
756,hier::ADV,siin,هنا
757,hierhin::ADV,siia,إلى هنا
758,von hier::ADV,siit,من هنا
759,dort::ADV,seal,هناك
760,dorthin::ADV,sinna,إلى هناك
761,geradeaus::ADV,otse edasi,إلى الأمام
762,vorwärts::ADV,edasi,إلى الأمام
763,rückwärts::ADV,tagurpidi,إلى الوراء
764,zurück::ADV,tagasi,عودا
765,zurück::ADV,tagasi,إلى الخلف
766,unten::ADV,all,تحت
767,unten::ADV,all,في الأسفل
768,unten::ADV,allpool,تحت
769,unten::ADV,allpool,في الأسفل
770,hinab::ADV,alla,إلى تحت
771,oben::ADV,ülal,فوق
772,oben::ADV,ülal,في الأعلى
773,hinauf::ADV,üles,إلى فوق
774,hinauf::ADV,üles,إلى الأعلى
775,überall::ADV,kõikjal,في كل مكان
776,nicht::ADV,ei,لا
777,nicht::ADV,ei,لم
778,nicht::ADV,mitte,لا
779,nicht::ADV,mitte,لم
780,ein wenig::ADV,veidi,قليلا
781,ein wenig::ADV,natuke,قليلا
782,kaum::ADV,vaevalt,كاد لا
783,sehr::ADV,väga,جدا
784,sehr::ADV,väga,كثيرا
785,so::ADV,nii,كذا
786,so::ADV,nii,كذلك
787,noch::ADV,veel,ما زال
788,nur::ADV,ainult,فقط
789,schon::ADV,juba,قد
790,wieder::ADV,jälle,من جديد
791,wieder::ADV,jälle,مرة أخرى
792,vergebens::ADV,asjata,عبثا
793,vor::PRP,ees,أمام
794,hinter::PRP,taha,خلف
795,hinter::PRP,taha,وراء
796,unter::PRP,all,تحت
797,durch::PRP,läbi,عبر
798,durch::PRP,läbi,خلال
799,durch::PRP,kaudu,عبر
800,durch::PRP,kaudu,خلال
801,neben::PRP,kõrval,جنب
802,neben::PRP,kõrval,بجانب
803,zwischen::PRP,vahel,بين
804,wegen::PRP,tõttu,بسبب
805,wegen::PRP,pärast,بسبب
806,dies::PRN,see,هذا
807,das::PRN,see,ذلك
808,alles::PRN,kõik,الكل
809,ich::PRN,mina,أنا
810,du::PRN,sina,أنت
811,er::PRN,tema,هو
812,wir::PRN,me,نحن
813,ihr::PRN,te,أنتم
