,Concept_ID,tt,sq
203,Spinne::N,үрмәкүч,marimangë
204,Ameise::N,кырмыска,thnegël
205,Ameise::N,кырмыска,milingonë
206,Laus::N,бет,morr
207,Mücke::N,черки,kunup
208,Mücke::N,черки,mushkonjë
209,Mücke::N,озынборын,kunup
210,Mücke::N,озынборын,mushkonjë
211,Fliege::N,чебен,mizë
212,Schmetterling::N,күбәләк,flutur
213,Beere::N,җиләк,frutë
214,Beere::N,җиләк,manaferrë
215,Apfel::N,алма,mollë
216,Pilz::N,гөмбә,kërpudhë
217,Zwiebel::N,суган,qepë
218,Zwiebel::N,суганбаш,qepë
219,Saat::N,орлык,farë
220,Korn::N,иген,grurë
221,Korn::N,иген,kokërr
222,Korn::N,орлык,grurë
223,Korn::N,орлык,kokërr
224,Heu::N,печән,sanë
225,Schale::N,кабык,lëkurë
226,Grube::N,баз,gropë
227,Grube::N,чокыр,gropë
228,Falle::N,тозак,kurth
229,Falle::N,тозак,grackë
230,Falle::N,капкын,kurth
231,Falle::N,капкын,grackë
232,Schlinge::N,элмәк,nyjë
233,Spur::N,эз,gjurmë
234,Asche::N,көл,hi
235,Dreck::N,пычрак,baltë
236,Eisen::N,тимер,hekur
237,Gold::N,алтын,ar
238,Gold::N,алтын,flori
239,Silber::N,көмеш,argjend
240,Kohle::N,күмер,qymyr
241,Glas::N,пыяла,qelq
242,Lehm::N,балчык,argjilë
243,Sand::N,ком,rërë
244,Mensch::N,адәм,njeri
245,Mensch::N,инсан,njeri
246,Mann::N,ир,burrë
247,Mann::N,ир,mashkull
248,Frau::N,хатын,grua
249,Frau::N,хатын,femër
250,Kind::N,бала,kalama
251,Junge::N,малай,djalë
252,Mädchen::N,кыз,gocë
253,Mädchen::N,кыз,vajzë
254,Familie::N,гаилә,familje
255,Großvater::N,бабай,gjysh
256,Großmutter::N,әби,gjyshe
257,Eltern::N,ата-ана,prindër
258,Vater::N,ата,atë
259,Mutter::N,ана,nënë
260,Sohn::N,ул,bir
261,Tochter::N,кыз,bijë
262,Bruder::N,кардәш,vëlla
263,Schwester::N,апа,motër
264,Schwester::N,сеңел,motër
265,Onkel::N,дәдә,dajë
266,Onkel::N,дәдә,xhaxha
267,Onkel::N,дәдәй,dajë
268,Onkel::N,дәдәй,xhaxha
269,Tante::N,түти,teze
270,Tante::N,түти,hallë
271,Tante::N,тәтәй,teze
272,Tante::N,тәтәй,hallë
273,Ehemann::N,ир,burrë
274,Ehemann::N,ир,bashkëshort
275,Ehefrau::N,хатын,grua
276,Ehefrau::N,хатын,bashkëshorte
277,Freude::N,сөенеч,gaz
278,Freude::N,сөенеч,gëzim
279,Gelächter::N,көлү,qeshje
280,Gelächter::N,көлеш,qeshje
281,Glück::N,бәхет,lumturi
282,Kummer::N,хәсрәт,brengë
283,Kummer::N,хәсрәт,pikëllim
284,Wunsch::N,теләк,dëshirë
285,Lust::N,теләк,epsh
286,Lust::N,теләк,dashuri
287,Lust::N,теләү,epsh
288,Lust::N,теләү,dashuri
289,Geist::N,рух,frymë
290,Geist::N,рух,shpirt
291,Gedanke::N,уй,ide
292,Gedanke::N,уй,mendim
293,Gedanke::N,фикер,ide
294,Gedanke::N,фикер,mendim
295,Gedächtnis::N,хәтер,kujtesë
296,Verstand::N,акыл,mend
297,Sinn::N,мәгънә,kuptim
298,Grund::N,сәбәп,arsye
299,Wahrheit::N,хак,vërtetë
300,Gespräch::N,әңгәмә,bisedim
301,Märchen::N,әкият,përrallë
302,Erzählung::N,хикәя,tregim
303,Nachricht::N,хәбәр,lajm
304,Neuigkeit::N,яңалык,risi
305,Name::N,исем,emër
306,Rätsel::N,табышмак,gjëzë
307,Rätsel::N,табышмак,gjëegjëzë
308,Rede::N,нотык,fjalim
309,Sprache::N,тел,gjuhë
310,Stimme::N,тавыш,zë
311,Wort::N,сүз,fjalë
312,Zeichen::N,ишарә,shenjë
313,Ruf::N,дәшү,thirrmë
314,Lärm::N,шау,zhurmë
315,Laut::N,аваз,tingull
316,Ton::N,шалтырату,ton
317,Lied::N,җыр,këngë
318,Ruhe::N,тынлык,qetësi
319,Leute::N,халык,botë
320,Leute::N,халык,njerëz
321,Volk::N,халык,popull
322,Arbeit::N,эш,punë
323,Arbeit::N,хезмәт,punë
324,Gast::N,кунак,mik
325,Gast::N,кунак,mysafir
326,Geschenk::N,бүләк,dhuratë
327,Geschenk::N,бүләк,peshqesh
328,Spiel::N,уен,lojë
329,Gesellschaft::N,җәмгыять,shoqëri
330,Hilfe::N,ярдәм,ndihmë
331,Hilfe::N,булышлык,ndihmë
332,Freund::N,дус,mik
333,Kamerad::N,иптәш,shok
334,Angelegenheit::N,эш,punë
335,Anzahl::N,микъдар,sasi
336,Art::N,төр,lloj
337,Stück::N,кисәк,copë
338,Teil::N,өлеш,pjesë
339,Hälfte::N,ярым,gjysmë
340,Kreis::N,түгәрәк,qark
341,Kreis::N,түгәрәк,rreth
342,Kreuz::N,хач,kryq
343,Kreuz::N,тәре,kryq
344,Linie::N,сызык,vijë
345,Strich::N,сызык,vizë
346,Abstand::N,ара,distancë
347,Entfernung::N,ераклык,largim
348,Gegend::N,урын,vise
349,Gegend::N,урын,krahinë
350,Platz::N,бушлык,shesh
351,Ort::N,урын,vend
352,Seite::N,як,anë
353,Mitte::N,урта,mes
354,Gegenstand::N,нәрсә,send
355,Sache::N,нәрсә,gjë
356,Sache::N,нәрсә,send
357,Rand::N,чит,qoshe
358,Kante::N,кырый,teh
359,Ecke::N,почмак,qoshe
360,Spitze::N,оч,majë
361,Ende::N,азак,skaj
362,Ende::N,азак,bisht
363,Loch::N,тишек,vrimë
364,Winkel::N,почмак,kënd
365,Muster::N,парча,mostër
366,Größe::N,зурлык,madhësi
367,Länge::N,озынлык,gjatësi
368,Höhe::N,биеклек,lartësi
369,Gewicht::N,авырлык,peshë
370,Menge::N,микъдар,sasi
371,Haufen::N,өем,grumbull
372,Reihe::N,рәт,radhë
373,Reihe::N,рәт,rresht
374,Boot::N,каек,barkë
375,Boot::N,каек,lundër
376,Boot::N,көймә,barkë
377,Boot::N,көймә,lundër
378,Ruder::N,ишкәк,rrem
379,Schlitten::N,чана,sajë
380,Ski::N,чаңгы,ski
381,Lagerfeuer::N,костёр,flakadan
382,Lagerfeuer::N,костёр,zjarr i madh
383,Last::N,йөк,barrë
384,Gang::N,йөреш,ecje
385,Schritt::N,адым,hap
386,Norden::N,төньяк,veri
387,Süden::N,көньяк,jug
388,Westen::N,көнбатыш,perëndim
389,Osten::N,шәрык,lindje
390,Osten::N,көнчыгыш,lindje
391,Holz::N,агач,dru
392,Brett::N,такта,dërrasë
393,Platte::N,плитә,pllakë
394,Stütze::N,таяу,shtyllë
395,Stütze::N,таяу,mbështetesë
396,Stange::N,колга,shufër
397,Stock::N,таяк,dajak
398,Stab::N,таяк,shkop
399,Rohr::N,торба,tub
400,Haus::N,өй,shtëpi
401,Haus::N,йорт,shtëpi
402,Heim::N,гаилә,konak
403,Heim::N,гаилә,shtëpi
404,Heim::N,нәсел,konak
405,Heim::N,нәсел,shtëpi
406,Ofen::N,мич,sobë
407,Ofen::N,мич,stufë
408,Fußboden::N,идән,dysheme
409,Tisch::N,өстәл,tryezë
410,Stuhl::N,утыргыч,karrige
411,Wiege::N,бишек,djep
412,Bett::N,ятак,shtrat
413,Bett::N,урын-җир,shtrat
414,Regal::N,киштә,raft
415,Regal::N,шүрлек,raft
416,Kiste::N,әрҗә,kuti
417,Fenster::N,тәрәзә,dritare
418,Tür::N,ишек,derë
419,Tor::N,капка,portë
420,Zaun::N,койма,gardh
421,Dach::N,түбә,çati
422,Leiter::N,баскыч,shkallë
423,Besen::N,себерке,fshesë
424,Spaten::N,көрәк,lopatë
425,Schaufel::N,көрәк,qyrek
426,Gabel::N,чәннечке,pirun
427,Löffel::N,кашык,lugë
428,Messer::N,пычак,thikë
429,Nagel::N,кадак,gozhdë
430,Netz::N,челтәр,rrjetë
431,Haken::N,ыргак,grep
432,Haken::N,ыргак,grremç
433,Griff::N,тотка,dorak
434,Griff::N,тотка,dorezë
435,Schloss::N,йозак,bravë
436,Bild::N,рәсем,tablo
437,Bild::N,рәсем,pikturë
438,Bild::N,картина,tablo
439,Bild::N,картина,pikturë
440,Figur::N,сын,figurë
441,Figur::N,фигура,figurë
442,Puppe::N,курчак,kukull
443,Beutel::N,луза,qese
444,Beutel::N,луза,trastë
445,Bündel::N,бәйләм,deng
446,Tasche::N,букча,çantë
447,Eimer::N,чиләк,kovë
448,Deckel::N,капкач,kapak
449,Deckel::N,капкач,mbulesë
450,Geschirr::N,савыт-саба,enë
451,Geschirr::N,кашык-аяк,enë
452,Sack::N,капчык,thes
453,Sack::N,капчык,torbë
454,Tasse::N,чынаяк,filxhan
455,Topf::N,чүлмәк,kusi
456,Topf::N,чүлмәк,tenxhere
457,Kessel::N,казан,kazan
458,Essen::N,ашау,ngrënie
459,Nahrung::N,азык,ushqim
460,Nahrung::N,тәгам,ushqim
461,Nahrung::N,ашамлык,ushqim
462,Speise::N,ризык,gatesë
463,Fleisch::N,ит,mish
464,Getreide::N,ашлык,drithë
465,Brei::N,ботка,qull
466,Brot::N,ипи,bukë
467,Brot::N,икмәк,bukë
468,Scheibe::N,телем,fetë
469,Fett::N,май,lyrë
470,Fett::N,май,yndyrë
471,Butter::N,май,gjalpë
472,Öl::N,май,vaj
473,Salz::N,тоз,kripë
474,Suppe::N,шулпа,supë
475,Suppe::N,шулпа,çorbë
476,Honig::N,бал,mjaltë
477,Milch::N,сөт,qumësht
478,Tee::N,чәй,çaj
479,Leder::N,күн,lëkurë
480,Wolle::N,йон,lesh
481,Stoff::N,тукыма,pëlhurë
482,Nadel::N,энә,gjilpërë
483,Faden::N,җеп,pe
484,Faden::N,җеп,fije
485,Knopf::N,төймә,kopsë
486,Knoten::N,төен,komb
487,Farbe::N,буяу,bojë
488,Kleidung::N,кием,veshje
489,Hemd::N,күлмәк,këmishë
490,Kragen::N,яка,jakë
491,Ärmel::N,җиң,mëngë
492,Hose::N,чалбар,brekë
493,Gürtel::N,билбау,rrip
494,Mütze::N,бүрек,kësulë
495,Schuh::N,башмак,këpucë
496,Stiefel::N,итек,çizme
497,Ring::N,балдак,unazë
498,Band::N,тасма,shirit
499,Kamm::N,тарак,krehër
500,Spiegel::N,көзге,pasqyrë
501,Riemen::N,каеш,rrip
502,Schnur::N,бау,litar
503,Schnur::N,бау,cikomë
504,Leine::N,тезген,rrip
505,Decke::N,юрган,batanije
506,Kissen::N,мендәр,jastëk
507,Tuch::N,яулык,shami
508,Handtuch::N,сөлгә,peshqir
509,Kraft::N,егәр,forcë
510,Kraft::N,дәрман,forcë
511,Stärke::N,көч,koll
512,Stärke::N,дәрман,koll
513,Gesundheit::N,саулык,shëndet
514,Krankheit::N,чир,sëmundje
515,Krankheit::N,хаста,sëmundje
516,Krankheit::N,сырхау,sëmundje
517,Schmerz::N,авырту,dhimbje
518,Wunde::N,яра,plagë
519,Wunde::N,җәрәхәт,plagë
520,Fieber::N,бизгәк,ethe
521,Arznei::N,дару,ilaç
522,Brücke::N,күпер,urë
523,Brunnen::N,кое,pus
524,Weide::N,утлавык,kullotë
525,Pfad::N,сукмак,ravë
526,Pfad::N,сукмак,shteg
527,Weg::N,юл,udhë
528,Weg::N,юл,shteg
529,Straße::N,урам,rrugë
530,Dorf::N,авыл,fshat
531,Dorf::N,авыл,katund
532,Stadt::N,шәһәр,qytet
533,Brief::N,хат,letër
534,Buch::N,китап,libër
535,Buchstabe::N,хәреф,shkronjë
536,Zeitung::N,газет,gazetë
537,Zeitung::N,газета,gazetë
538,Leben::N,гомер,jetë
539,Leben::N,тормыш,jetë
540,Leben::N,тереклек,jetë
541,Tod::N,үлем,mortje
542,Grab::N,гүр,varr
543,Grab::N,кабер,varr
544,Kirche::N,чиркәү,kishë
545,Sünde::N,язык,mëkat
546,Sünde::N,язык,gjynah
547,Sünde::N,гөнаһ,mëkat
548,Sünde::N,гөнаһ,gjynah
549,Gott::N,алла,hy
550,Gott::N,алла,zot
551,Gott::N,ходай,hy
552,Gott::N,ходай,zot
553,Arbeiter::N,эшче,punëtor
554,Chef::N,башлык,shef
555,Chef::N,башлык,drejtues
556,Meister::N,оста,mjeshtër
557,Arzt::N,врач,mjek
558,Arzt::N,врач,doktor
559,Arzt::N,табиб,mjek
560,Arzt::N,табиб,doktor
561,Lehrer::N,укытучы,mësues
562,Lehrer::N,укытучы,arsimtar
563,Lehrer::N,мөгаллим,mësues
564,Lehrer::N,мөгаллим,arsimtar
565,Geld::N,акча,para
566,Geld::N,акча,holla
567,Geschäft::N,эш,ujdi
568,Geschäft::N,эш,biznes
569,Laden::N,кибет,dyqan
570,Laden::N,магазин,dyqan
571,Preis::N,бәя,çmim
572,Preis::N,бәһа,çmim
573,Ware::N,товар,mall
574,Nutzen::N,файда,dobi
575,Nutzen::N,файда,leverdi
576,Reichtum::N,байлык,kamje
577,Reichtum::N,байлык,pasuri
578,Welt::N,дөнья,botë
579,Land::N,ил,vend
580,Staat::N,дәүләт,shtet
581,König::N,патша,mbret
582,Macht::N,хакимият,fuqi
583,Macht::N,хакимият,pushtet
584,Grenze::N,чик,kufi
585,Krieg::N,сугыш,luftë
586,Feind::N,дошман,armik
587,Gewalt::N,көчләү,dhunë
588,Kampf::N,көрәш,luftim
589,Bogen[Waffe]::N,җәя,hark
590,Pfeil::N,ук,shigjetë
591,Gewehr::N,мылтык,pushkë
592,Fehler::N,хата,gafë
593,Fehler::N,хата,gabim
594,Lüge::N,ялган,gënjeshtër
595,Schaden::N,зыян,dëm
596,Schaden::N,зыян,zarar
597,Schaden::N,зарар,dëm
598,Schaden::N,зарар,zarar
599,Unglück::N,бәла,fatkeqësi
600,Schuld::N,гаеп,faj
601,Alter::N,яшь,moshë
602,Schluss::N,ахыр,fund
603,Zeit::N,заман,kohë
604,Tag::N,көн,ditë
605,Morgen::N,иртә,mëngjes
606,Mittag::N,өйлә,mesditë
607,Abend::N,кич,mbrëmje
608,Nacht::N,төн,natë
609,Woche::N,атна,javë
610,Monat::N,ай,muaj
611,Jahr::N,ел,vit
612,Frühling::N,яз,pranverë
613,Sommer::N,җәй,verë
614,Herbst::N,көз,vjeshtë
615,Winter::N,кыш,dimër
616,Januar::N,гыйнвар,janar
617,Februar::N,февраль,shkurt
618,März::N,март,mars
619,April::N,апрель,prill
620,Mai::N,май,maj
621,Juni::N,июнь,qershor
622,Juli::N,июль,korrik
623,August::N,август,gusht
624,September::N,сентябрь,shtator
625,Oktober::N,октябрь,tetor
626,November::N,ноябрь,nëntor
627,Dezember::N,декабрь,dhjetor
628,Montag::N,дүшәмбе,hënë
629,Dienstag::N,сишәмбе,martë
630,Mittwoch::N,чәршәмбе,mërkurë
631,Donnerstag::N,атнакич,enjte
632,Donnerstag::N,пәнҗешәмбе,enjte
633,Freitag::N,җомга,premte
634,Samstag::N,шимбә,shtunë
635,Sonntag::N,якшәмбе,diel
636,groß::A,зур,madh
637,klein::A,кечкенә,vogël
638,lang::A,озын,gjatë
639,kurz::A,кыска,shkurtër
640,breit::A,киң,gjerë
641,schmal::A,кысык,ngushtë
642,dicht::A,куе,dendur
643,dick[Gegenstand]::A,калын,trashë
644,dünn::A,нечкә,hollë
645,fein::A,нәзакәтле,imët
646,fest::A,нык,fortë
647,flach::A,яссы,sheshtë
648,flach::A,ялпак,sheshtë
649,glatt::A,шома,rrafshët
650,hart::A,каты,fortë
651,weich::A,йомшак,butë
652,rund::A,түгәрәк,rrumbullakët
653,spitz::A,очлы,majëmprehtë
654,scharf::A,үткен,mprehtë
655,stumpf::A,үтмәс,topitur
656,schwer::A,салмак,rëndë
657,schön::A,гүзәл,bukur
658,heiß::A,эссе,nxehtë
659,warm::A,җылы,ngrohtë
660,kalt::A,суык,ftohtë
661,kalt::A,салкын,ftohtë
662,kühl::A,салкынча,freskët
663,frisch::A,салкынча,pastër
664,feucht::A,юеш,lagësht
665,nass::A,дымлы,lagur
666,trocken::A,коры,thatë
667,voll::A,тулы,plotë
668,leer::A,буш,bosh
669,leer::A,буш,zbrazët
670,offen::A,ачык,hapur
671,geschlossen::A,йомык,mbyllur
672,sauber::A,пакь,dëlirë
673,sauber::A,чиста,dëlirë
674,schmutzig::A,керле,ndyrë
675,schmutzig::A,пычрак,ndyrë
676,roh::A,чи,gjallë
677,reif::A,өлгергән,arrirë
678,lecker::A,тәмле,shijshëm
679,süß::A,татлы,ëmbël
680,bitter::A,ачы,hidhur
681,sauer::A,әче,thartë
682,hell::A,якты,me dritë
683,dunkel::A,кара,errët
684,schwarz::A,кара,i zi
685,weiß::A,ак,bardhë
686,rot::A,кызыл,kuq
687,gelb::A,сары,verdhë
688,blau::A,күк,blu
689,blau::A,күк,kaltër
690,grün::A,яшел,blertë
691,grün::A,яшел,gjelbër
692,grau::A,соры,hirtë
693,grau::A,соры,bojë hiri
694,bunt::A,чуар,shumëngjyrëshëm
695,billig::A,арзан,lirë
696,teuer::A,хаклы,shtrenjtë
697,wertvoll::A,кыйммәтле,çmuar
698,wertvoll::A,кыйммәтле,vlershëm
699,blind::A,сукыр,qorr
700,blind::A,сукыр,verbër
701,blind::A,күзсез,qorr
702,blind::A,күзсез,verbër
703,taub::A,чукрак,shurdhër
704,taub::A,саңгырау,shurdhër
705,kräftig::A,егәрле,fuqishëm
706,stark::A,нык,fortë
707,stark::A,базык,fortë
708,schwach::A,зәгыйфь,dobët
709,fett::A,симез,dhjamur
710,schlank::A,нәзек,hollë
711,hübsch::A,чибәр,bukur
712,hübsch::A,чибәр,hijshëm
713,böse::A,усал,keq
714,dumm::A,акылсыз,teveqel
715,faul::A,ялкау,dembel
716,faul::A,иренчәк,dembel
717,fleißig::A,тырыш,zellshëm
718,fleißig::A,тырышучан,zellshëm
719,geizig::A,саран,kurnac
720,geizig::A,саран,dorështrënguar
721,klug::A,акыллы,mençur
722,geschickt::A,маһир,aftë
723,lieb::A,сөекле,dashur
724,lustig::A,күңелле,gëzuar
725,sanft::A,басынкы,butë
726,hungrig::A,ач,uritur
727,krank::A,чирле,sëmurë
728,krank::A,сырхау,sëmurë
729,nackt::A,шәрә,lakuriq
730,nackt::A,шәрә,zhveshur
731,traurig::A,ямансу,trishtuar
732,lebendig::A,тере,gjallë
733,gut::A,яхшы,mirë
734,schlecht::A,начар,keq
735,richtig::A,дөрес,drejtë
736,schlimm::A,әшәкә,keq
737,wahr::A,чып-чын,vërtetë
738,alt::A,иске,vjetër
739,neu::A,яңа,i ri
740,ehemalig::A,элекке,dikurshëm
741,alt[Lebewesen]::A,карт,plak
742,jung::A,яшь,i ri
743,arm::A,фәкыйрь,varfër
744,arm::A,фәкыйрь,vobektë
745,reich::A,бай,pasur
746,bekannt::A,таныш,njohur
747,berühmt::A,атаклы,famshëm
748,fremd::A,ят,huaj
749,verschieden::A,төрле,ndryshëm
750,nah::A,якын,afërt
751,fern::A,ерак,largët
752,linker::A,сул,majtë
753,rechter::A,уң,djathtë
754,anderer::A,бүтән,tjetër
755,erster::A,беренче,parë
756,zweiter::A,икенче,dytë
757,dritter::A,өченче,i tretë
758,letzter::A,ахыргы,fundit
759,allein::ADV,ялгыз,vetëm
760,auf einmal::ADV,бердән,njëkohësisht
761,zusammen::ADV,бергә,bashkë
762,zusammen::ADV,бергә,së bashku
763,lange::ADV,озак,për një kohë të gjatë
764,plötzlich::ADV,искәрмәстән,befas
765,sofort::ADV,хәзер,menjëherë
766,sofort::ADV,хәзер,aty për aty
767,später::ADV,соңрак,më vonë
768,jetzt::ADV,хәзер,tash
769,heute::ADV,бүген,sot
770,morgen::ADV,иртәгә,nesër
771,bald::ADV,тиздән,shpejt
772,bald::ADV,тиздән,së shpejti
773,dann::ADV,аннары,pastaj
774,gestern::ADV,кичә,dje
775,einst::ADV,берчак,dikur
776,damals::ADV,ул вакытта,atëherë
777,damals::ADV,ул чакта,atëherë
778,danach::ADV,да,mandej
779,vorher::ADV,элек,më parë
780,zuerst::ADV,башта,së pari
781,einmal::ADV,бер,njëherë
782,einmal::ADV,бер мәртәбә,njëherë
783,manchmal::ADV,кайчакта,nganjëherë
784,oft::ADV,еш,shpesh
785,immer::ADV,һәркайчан,përherë
786,immer::ADV,һәркайчан,gjithnjë
787,niemals::ADV,hичбер вакыт,kurrë
788,niemals::ADV,hичбер вакыт,asnjëherë
789,hier::ADV,монда,këtu
790,hier::ADV,биредә,këtu
791,hierhin::ADV,монда,knej
792,von hier::ADV,моннан,që këtej
793,von hier::ADV,моннан,prej këtej
794,dort::ADV,анда,aty
795,dort::ADV,анда,atje
796,dorthin::ADV,тегеләй,anej
797,geradeaus::ADV,турыдан-туры,drejt
798,vorwärts::ADV,алга,mbroth
799,vorwärts::ADV,алга,përpara
800,rückwärts::ADV,кире,mbrapsht
