,Concept_ID,mn,os
204,Kuckuck::N,хөхөө,гаккук
205,Schwan::N,хун,доныхъаз
206,Fisch::N,загас,кӕсаг
207,Barsch::N,алгана,окунь
208,Hecht::N,цурхай,хихор кӕсаг
209,Schlange[Tier]::N,могой,калм
210,Wurm::N,өт,зулкъ
211,Wurm::N,өт,къуыдыргалм
212,Wurm::N,хорхой,зулкъ
213,Wurm::N,хорхой,къуыдыргалм
214,Spinne::N,аалз,хӕлуарӕг
215,Ameise::N,шоргоолж,мæлдзыг
216,Laus::N,бөөс,сыст
217,Mücke::N,шумуул,къогъо
218,Fliege::N,ялаа,бындз
219,Schmetterling::N,эрвээхэй,гæлæбу
220,Beere::N,жимсгэнэ,гагадыргъ
221,Apfel::N,алим,фӕткъуы
222,Pilz::N,мөөг,зокъо
223,Pilz::N,мөөг,къозо
224,Zwiebel::N,сонгино,хъӕдындз
225,Saat::N,тариа,тауинаг
226,Saat::N,тариа,мыггаг
227,Korn::N,үр,мыггаг
228,Korn::N,үр,тауинаг
229,Korn::N,мөхлөг,мыггаг
230,Korn::N,мөхлөг,тауинаг
231,Heu::N,өвс,хос
232,Schale::N,хальс,цъар
233,Grube::N,алам,урм
234,Grube::N,алам,къахт
235,Grube::N,алам,дзыхъхъ
236,Grube::N,нүх,урм
237,Grube::N,нүх,къахт
238,Grube::N,нүх,дзыхъхъ
239,Falle::N,хавх,цъысым
240,Falle::N,хавх,къӕппӕг
241,Falle::N,занга,цъысым
242,Falle::N,занга,къӕппӕг
243,Schlinge::N,урхи,цасм
244,Spur::N,мөр,фæд
245,Asche::N,үнс,фӕнык
246,Asche::N,үнс,ӕртхутӕг
247,Dreck::N,хир,цъыф
248,Eisen::N,төмөр,ӕфсӕйнаг
249,Gold::N,алт,сыгъзӕрин
250,Silber::N,мөнгө,ӕвзист
251,Kohle::N,нүүрс,ӕвзалы
252,Glas::N,шил,авг
253,Lehm::N,шавар,ӕлыг
254,Sand::N,элс,змис
255,Mensch::N,хүн,лӕг
256,Mensch::N,хүн,адӕймаг
257,Mensch::N,хүн,удгоймаг
258,Mann::N,эр,лӕг
259,Mann::N,эр,нӕлгоймаг
260,Mann::N,эрэгтэй,лӕг
261,Mann::N,эрэгтэй,нӕлгоймаг
262,Frau::N,эмэгтэй,сылгоймаг
263,Frau::N,хатагтай,сылгоймаг
264,Kind::N,хүүхэд,сывӕллон
265,Junge::N,хүү,лӕппу
266,Mädchen::N,охин,чызг
267,Mädchen::N,бүсгүй,чызг
268,Familie::N,айл,бинонтæ
269,Großvater::N,өвгөн аав,фыдыфыд
270,Großvater::N,өвгөн аав,мадыфыд
271,Großmutter::N,эмэг эх,фыды мад
272,Großmutter::N,эмэг эх,мады мад
273,Großmutter::N,эмгээ,фыды мад
274,Großmutter::N,эмгээ,мады мад
275,Eltern::N,эцэг эх,ныййарджытæ
276,Vater::N,аав,фыд
277,Vater::N,эцэг,фыд
278,Mutter::N,эх,мад
279,Mutter::N,ээж,мад
280,Sohn::N,хүү,фырт
281,Tochter::N,охин,чызг
282,Bruder::N,ах,ӕфсымӕр
283,Bruder::N,дүү,ӕфсымӕр
284,Schwester::N,эгч,хо
285,Schwester::N,охин дүү,хо
286,Onkel::N,авга ах,фыдыфсымӕр
287,Onkel::N,нагац ах,фыдыфсымӕр
288,Tante::N,авга эгч,мадыхо
289,Tante::N,нагац эгч,мадыхо
290,Ehemann::N,нөхөр,мой
291,Ehefrau::N,эхнэр,ус
292,Ehefrau::N,гэргий,ус
293,Freude::N,баяр,цин
294,Freude::N,баяр,циндзинад
295,Freude::N,баясгалан,цин
296,Freude::N,баясгалан,циндзинад
297,Gelächter::N,инээдэм,худын
298,Gelächter::N,инээдэм,худт
299,Gelächter::N,инээдэм,худæг
300,Glück::N,жаргалан,амонд
301,Kummer::N,гаслан,хъыг
302,Wunsch::N,ерөөл,бӕллиц
303,Lust::N,дур,монц
304,Lust::N,хүсэл,монц
305,Geist::N,оюун,уд
306,Gedanke::N,сэтгэл,хъуыды
307,Gedächtnis::N,ой,мысæн
308,Gedächtnis::N,ой,мысын
309,Gedächtnis::N,ой,зæрдылдарын
310,Gedächtnis::N,цээж,мысæн
311,Gedächtnis::N,цээж,мысын
312,Gedächtnis::N,цээж,зæрдылдарын
313,Verstand::N,ухаан,зонд
314,Sinn::N,утга,нысаниуæг
315,Grund::N,учир,ӕфсон
316,Wahrheit::N,үнэн,æцæг
317,Gespräch::N,яриа,ныхас
318,Märchen::N,явган үлгэр,аргъау
319,Erzählung::N,тууж,радзырд
320,Nachricht::N,мэдээ,уац
321,Neuigkeit::N,сонин,хабар
322,Name::N,нэр,ном
323,Rätsel::N,оньсого,уыци-уыци
324,Rätsel::N,оньсого,базон-базон
325,Rede::N,хэлсэн үг,раныхас
326,Sprache::N,хэл,ӕвзаг
327,Stimme::N,дуу,хъӕлӕс
328,Wort::N,үг,дзырд
329,Zeichen::N,тамга,нысан
330,Zeichen::N,тэмдэг,нысан
331,Ruf::N,дуудлага,сидт
332,Lärm::N,шуугиан,уынæр
333,Lärm::N,чимээ,уынæр
334,Laut::N,анир,зӕл
335,Laut::N,анир,мыр
336,Laut::N,дуу,зӕл
337,Laut::N,дуу,мыр
338,Ton::N,авиа,мыр
339,Ton::N,аялгуу,мыр
340,Lied::N,дуу,зарӕг
341,Ruhe::N,энх,æнцой
342,Ruhe::N,тайван,æнцой
343,Leute::N,хүмүүс,адӕм
344,Volk::N,улс,адӕм
345,Arbeit::N,ажил,фӕллой
346,Arbeit::N,хөдөлмөр,фӕллой
347,Gast::N,зочин,уазӕг
348,Gast::N,айлчин,уазӕг
349,Geschenk::N,бэлэг,хуын
350,Spiel::N,наадам,хъазт
351,Spiel::N,тоглоом,хъазт
352,Gesellschaft::N,хамт байх,дзыллæ
353,Gesellschaft::N,хамт байх,æхсæнад
354,Hilfe::N,тусламж,æххуыс
355,Hilfe::N,тусламж,ахъаз
356,Freund::N,найз,лымӕн
357,Freund::N,нөхөр,лымӕн
358,Kamerad::N,хань,ӕмбал
359,Kamerad::N,нөхөр,ӕмбал
360,Angelegenheit::N,хэрэг,хъуыддаг
361,Anzahl::N,тоо,бӕрц
362,Art::N,төрөл,хуыз
363,Art::N,төрөл,хуызад
364,Art::N,янз,хуыз
365,Art::N,янз,хуызад
366,Stück::N,хэсэг,кæрдих
367,Stück::N,хэсэг,комдзаг
368,Teil::N,хувь,хай
369,Teil::N,хэсэг,хай
370,Hälfte::N,хагас,æрдæг
371,Hälfte::N,хагас,æмбис
372,Kreis::N,тойрог,зиллакк
373,Kreis::N,хүрээ,зиллакк
374,Kreuz::N,загалмай,дзуар
375,Linie::N,шугам,хахх
376,Strich::N,зураас,хахх
377,Abstand::N,зай,æхсæнуат
378,Entfernung::N,зай,дæрддзæг
379,Entfernung::N,зай,дардцæг
380,Entfernung::N,хол ойр,дæрддзæг
381,Entfernung::N,хол ойр,дардцæг
382,Gegend::N,хавь,ран
383,Gegend::N,газар,ран
384,Platz::N,зай,бууат
385,Platz::N,завсар,бууат
386,Ort::N,газар,ран
387,Ort::N,газар,бынат
388,Ort::N,байр,ран
389,Ort::N,байр,бынат
390,Seite::N,тал,фахс
391,Seite::N,этгээд,фахс
392,Mitte::N,төв,астӕу
393,Mitte::N,дунд,астӕу
394,Gegenstand::N,юм,дзаума
395,Sache::N,үйл,дзаума
396,Sache::N,хэрэг,дзаума
397,Rand::N,зах,кӕрон
398,Rand::N,хөвөө,кӕрон
399,Kante::N,ирмэг,фӕрск
400,Ecke::N,өнцөг,тигъ
401,Ecke::N,өнцөг,фисын
402,Spitze::N,үзүүр,бырынкъ
403,Ende::N,зах,кӕрон
404,Ende::N,үзүүр,кӕрон
405,Loch::N,цоорхой,хуынкъ
406,Loch::N,онгорхой,хуынкъ
407,Winkel::N,өнцөг,къуым
408,Muster::N,хээ,нывæфтыд
409,Muster::N,хээ,кæдзист
410,Muster::N,угалз,нывæфтыд
411,Muster::N,угалз,кæдзист
412,Größe::N,хэмжээ,ас
413,Länge::N,урт,дӕргъ
414,Höhe::N,өндөр,бæрзонд
415,Höhe::N,өндөр,бæрзæнд
416,Höhe::N,өндөр,бæрзонддзинад
417,Gewicht::N,жин,уӕз
418,Menge::N,тоо,бӕрц
419,Haufen::N,бөөн,кӕри
420,Reihe::N,эгнээ,рӕнхъ
421,Boot::N,завь,чема
422,Ruder::N,сэлүүр,къохар
423,Schlitten::N,чарга,дзоныгъ
424,Ski::N,цана,къахдзоныгътæ
425,Ski::N,цана,лыжæтæ
426,Lagerfeuer::N,түүдэг,арт
427,Last::N,ачаа,уаргъ
428,Gang::N,явдал,цыд
429,Schritt::N,алхам,санчъех
430,Schritt::N,алхам,къахдзӕф
431,Norden::N,умар,цæгат
432,Süden::N,урд,хуссар
433,Süden::N,өмнө,хуссар
434,Westen::N,өрнө,ныгуылæн
435,Westen::N,баруун,ныгуылæн
436,Osten::N,зүүн,скæсæн
437,Osten::N,дорно,скæсæн
438,Holz::N,мод,хъӕдӕрмӕг
439,Brett::N,банз,фæйнæг
440,Platte::N,хавтан,къӕй
441,Stütze::N,тулгуур,быцæу
442,Stütze::N,тулга,быцæу
443,Stange::N,сургааг,хъил
444,Stock::N,саваа,лӕдзӕг
445,Stab::N,таяг,хъил
446,Rohr::N,хоолой,хӕтӕл
447,Haus::N,гэр,хӕдзар
448,Haus::N,байшин,хӕдзар
449,Heim::N,гэр,къона
450,Ofen::N,зуух,пец
451,Ofen::N,пийшин,пец
452,Fußboden::N,шал,астӕрд
453,Tisch::N,ширээ,стъол
454,Stuhl::N,сандал,бандон
455,Wiege::N,өлгий,авдæн
456,Bett::N,ор,сынтӕг
457,Regal::N,тавиур,тӕрхӕг
458,Regal::N,тавиур,уӕлвӕйнӕг
459,Kiste::N,авдар,асыкк
460,Kiste::N,хайрцаг,асыкк
461,Fenster::N,гэгээвч,рудзынг
462,Fenster::N,гэгээвч,фæрссаг
463,Tür::N,үүд,дуар
464,Tür::N,хаалга,дуар
465,Tor::N,хаалга,кулдуар
466,Zaun::N,хашаа,æмбонд
467,Zaun::N,хашаа,быру
468,Zaun::N,хашаа,гæрæн
469,Dach::N,дээвэр,уӕлхӕдзар
470,Leiter::N,шат,асин
471,Besen::N,хамуур,уисой
472,Besen::N,туужуу,уисой
473,Spaten::N,хүрз,бел
474,Schaufel::N,хүрз,æвгæнæн
475,Schaufel::N,хүрз,кæфой
476,Gabel::N,сэрээ,вилкæ
477,Löffel::N,халбага,уидыг
478,Messer::N,хутга,кард
479,Nagel::N,хадаас,зӕгӕл
480,Netz::N,өөш,хыз
481,Netz::N,тор,хыз
482,Haken::N,гох,хæдз
483,Haken::N,гох,хæбырæгъ
484,Griff::N,иш,фистон
485,Griff::N,сэнж,фистон
486,Schloss::N,цуурга,гуыдыр
487,Schloss::N,цоож,гуыдыр
488,Bild::N,зураг,ныв
489,Figur::N,баримал,кæрдгæныв
490,Puppe::N,хүүхэлдэй,чындз
491,Beutel::N,агсаа,дзӕкъул
492,Beutel::N,уут,дзӕкъул
493,Bündel::N,боодол,баст
494,Tasche::N,цүнх,хызын
495,Tasche::N,цүнх,дзæкъул
496,Eimer::N,хөнөг,къæрта
497,Eimer::N,хөнөг,чъыбыла
498,Eimer::N,хөнөг,ведра
499,Eimer::N,хувин,къæрта
500,Eimer::N,хувин,чъыбыла
501,Eimer::N,хувин,ведра
502,Deckel::N,таг,сæр
503,Deckel::N,таг,æмбæрзæн
504,Deckel::N,хавхаг,сæр
505,Deckel::N,хавхаг,æмбæрзæн
506,Geschirr::N,сав суулга,мигæнæн
507,Geschirr::N,сав суулга,мигæнæнтæ
508,Sack::N,шуудай,голлаг
509,Tasse::N,аяга,пиала
510,Tasse::N,аяга,къус
511,Topf::N,тогоо,аг
512,Topf::N,тогоо,чысыл аг
513,Kessel::N,тогоо,аг
514,Essen::N,идээ,хӕрд
515,Nahrung::N,хүнс,хойраг
516,Speise::N,идээ,хӕринаг
517,Fleisch::N,мах,дзидза
518,Fleisch::N,мах,фыдызгъӕл
519,Getreide::N,будаа,халсар
520,Brei::N,богшмол,кас
521,Brei::N,будаа,кас
522,Brot::N,талх,дзул
523,Scheibe::N,зүсэм,къӕбӕр
524,Scheibe::N,хэрчим,къӕбӕр
525,Fett::N,өөх,сой
526,Butter::N,тос,нӕлхӕ
527,Öl::N,тос,зети
528,Salz::N,давс,цӕхх
529,Suppe::N,шөл,бас
530,Honig::N,бал,мыд
531,Milch::N,сүү,ӕхсыр
532,Tee::N,цай,цай
533,Leder::N,арьс,мæскуы
534,Leder::N,савхи,мæскуы
535,Wolle::N,ноос,фӕсмын
536,Wolle::N,унгас,фӕсмын
537,Stoff::N,бөс,хъуымац
538,Nadel::N,зүү,судзин
539,Faden::N,боолт,ӕндах
540,Faden::N,утас,ӕндах
541,Knopf::N,товч,цӕппӕр
542,Knoten::N,зангилаа,ӕлхынцъ
543,Farbe::N,будаг,ахорæн
544,Kleidung::N,хувцас,дарӕс
545,Hemd::N,цамц,хӕдон
546,Kragen::N,зах заам,æфцæггот
547,Ärmel::N,ханцуй,дыс
548,Hose::N,өмд,хæлаф
549,Hose::N,өмд,æддаг хæлаф
550,Hose::N,өмд,салбар
551,Gürtel::N,бүс,рон
552,Mütze::N,малгай,худ
553,Mütze::N,бүрх,худ
554,Schuh::N,туфли,басмахъ
555,Stiefel::N,гутал,цырыхъхъ
556,Ring::N,бөгж,къухдарӕн
557,Band::N,тууз,лент
558,Kamm::N,сам,сӕрвасӕн
559,Spiegel::N,толь,айдæн
560,Spiegel::N,толь,кæсæн
561,Riemen::N,тасам,гӕрз
562,Riemen::N,сур,гӕрз
563,Schnur::N,татлага,бӕндӕн
564,Leine::N,оосор,
565,Decke::N,хөнжил,хъӕццул
566,Decke::N,хучлага,хъӕццул
567,Kissen::N,дэр,баз
568,Tuch::N,алчуур,кæлмæрзæн
569,Tuch::N,алчуур,кæрдæн
570,Tuch::N,даавуу,кæлмæрзæн
571,Tuch::N,даавуу,кæрдæн
572,Handtuch::N,алчуур,хисæрфæн
573,Kraft::N,чадал,тых
574,Kraft::N,чадал,хъомыс
575,Kraft::N,хүч,тых
576,Kraft::N,хүч,хъомыс
577,Stärke::N,эрч,тых
578,Stärke::N,эрч,æхсар
579,Stärke::N,тэнхээ,тых
580,Stärke::N,тэнхээ,æхсар
581,Gesundheit::N,бие,æнæниздзинад
582,Gesundheit::N,эрүүл мэнд,æнæниздзинад
583,Krankheit::N,эмгэг,низ
584,Krankheit::N,эмгэг,рын
585,Schmerz::N,өвчин,рис
586,Wunde::N,шарх,цӕф
587,Fieber::N,халуун,ризӕг
588,Fieber::N,халуун,тӕфсӕг
589,Arznei::N,эм,хос
590,Brücke::N,гүүр,хид
591,Brunnen::N,худаг,цъай
592,Weide::N,бэлчээр,хизæн
593,Weide::N,бэлчээр,хизæнуат
594,Weide::N,бэлчээр,сæрвæт
595,Pfad::N,жим,къахвæндаг
596,Pfad::N,жим,къахвæд
597,Pfad::N,зөрөг,къахвæндаг
598,Pfad::N,зөрөг,къахвæд
599,Weg::N,зам,фӕндаг
600,Weg::N,харгуй,фӕндаг
601,Straße::N,зам,фӕндаг
602,Straße::N,харгуй,фӕндаг
603,Dorf::N,тосгон,хъӕу
604,Dorf::N,гацаа,хъӕу
605,Stadt::N,хот,сахар
606,Brief::N,захидал,фыстӕг
607,Brief::N,захиа,фыстӕг
608,Buch::N,ном,чиныг
609,Buch::N,бичиг,чиныг
610,Buchstabe::N,үсэг,дамгъӕ
611,Zeitung::N,сонин,газет
612,Leben::N,амь,цард
613,Leben::N,амь,цӕрӕнбон
614,Leben::N,амьдрал,цард
615,Leben::N,амьдрал,цӕрӕнбон
616,Tod::N,үхэл,мæлæт
617,Tod::N,үхэл,адзал
618,Grab::N,булш,ингӕн
619,Kirche::N,сүм,аргъуан
620,Sünde::N,нүгэл,тæригъæд
621,Sünde::N,хилэнц,тæригъæд
622,Gott::N,бурхан,хуыцау
623,Arbeiter::N,ажилчин,кусæг
624,Arbeiter::N,хөдөлмөрчин,кусæг
625,Chef::N,дарга,ӕмцег
626,Meister::N,дархан,мастер
627,Meister::N,дархан,дæсны
628,Arzt::N,эмч,хосгæнæг
629,Arzt::N,эмч,дохтыр
630,Lehrer::N,багш,ахуыргæнæг
631,Geld::N,цаас,ӕхца
632,Geld::N,мөнгө,ӕхца
633,Geschäft::N,наймаа,бизнес
634,Geschäft::N,наймаа,хъуыддаг
635,Laden::N,дэлгүүр,дукани
636,Preis::N,үнэ,аргъ
637,Ware::N,таваар,базайраг
638,Ware::N,бараа,базайраг
639,Nutzen::N,ашиг,пайда
640,Reichtum::N,баялаг,хъæздыгдзинад
641,Reichtum::N,баялаг,исбон
642,Reichtum::N,баялаг,мулк
643,Welt::N,дэлхий,дуне
644,Welt::N,орчлон,дуне
645,Land::N,улс,бӕстӕ
646,Land::N,орон,бӕстӕ
647,Staat::N,төр,паддзахад
648,Staat::N,гүрэн,паддзахад
649,König::N,ван,къарол
650,Macht::N,засаг,хицаудзинад
651,Grenze::N,хил,арӕн
652,Krieg::N,дайн,хӕст
653,Feind::N,дайсан,знаг
654,Feind::N,дайсан,фыдгул
655,Feind::N,дайсан,фыдзæрдæ
656,Feind::N,дайсан,сон
657,Gewalt::N,хүчирхэх,тыхми
658,Gewalt::N,хүчирхэх,тыхдзинад
659,Kampf::N,тэмцэл,хæст
660,Kampf::N,тэмцэл,хъæбысæйхæст
661,Kampf::N,тэмцэл,тох
662,Kampf::N,байлдаан,хæст
663,Kampf::N,байлдаан,хъæбысæйхæст
664,Kampf::N,байлдаан,тох
665,Bogen[Waffe]::N,нум,ӕрдын
666,Pfeil::N,годил,фат
667,Pfeil::N,сум,фат
668,Gewehr::N,буу,топп
669,Fehler::N,эндэл,рӕдыд
670,Fehler::N,алдаа,рӕдыд
671,Lüge::N,худал,мӕнг
672,Lüge::N,худал,гӕдыдзинад
673,Schaden::N,хор,зиан
674,Schaden::N,хөнөөл,зиан
675,Unglück::N,гай,бæллæх
676,Unglück::N,гамшиг,бæллæх
677,Schuld::N,гэм,азым
678,Schuld::N,буруу,азым
679,Alter::N,нас,кар
680,Schluss::N,эцэс,кæрон
681,Schluss::N,төгсгөл,кæрон
682,Zeit::N,цаг,рӕстӕг
683,Tag::N,өдөр,бон
684,Morgen::N,өглөө,райсом
685,Mittag::N,үд,æмбисбон
686,Abend::N,үдэш,изӕр
687,Nacht::N,шөнө,ӕхсӕв
688,Woche::N,долоо хоног,къуыри
689,Monat::N,сар,мӕй
690,Jahr::N,жил,аз
691,Jahr::N,жил,афӕдз
692,Frühling::N,хавар,уалдзæг
693,Sommer::N,зун,сӕрд
694,Herbst::N,намар,фæззæг
695,Winter::N,өвөл,зымӕг
696,Januar::N,нэгдүгээр сар,январь
697,Februar::N,хоёрдугаар сар,февраль
698,März::N,гуравдугаар сар,мартъи
699,April::N,дөрөвдүгээр сар,апрель
700,Mai::N,тавдугаар сар,май
701,Juni::N,зургаадугаар сар,июнь
702,Juli::N,долдугаар сар,июль
703,August::N,наймдугаар сар,август
704,September::N,есдүгээр сар,сентябрь
705,Oktober::N,аравдугаар сар,октябрь
706,November::N,арван нэгдүгээр сар,ноябрь
707,Dezember::N,арван хоёрдугаар сар,декабрь
708,Montag::N,даваа,къуырисæр
709,Dienstag::N,мягмар,дыццæг
710,Mittwoch::N,лхагва,æртыццæг
711,Donnerstag::N,пүрэв,цыппæрæм
712,Freitag::N,баасан,майрæмбон
713,Samstag::N,бямба,сабат
714,Sonntag::N,ням,хуыцаубон
715,groß::A,их,дынджыр
716,groß::A,том,дынджыр
717,klein::A,бага,гыццыл
718,klein::A,жаахан,гыццыл
719,lang::A,урт,даргъ
720,kurz::A,охор,цыбыр
721,kurz::A,богино,цыбыр
722,breit::A,өргөн,фӕтӕн
723,schmal::A,уйтан,нарӕг
724,schmal::A,уйтан,уынгӕг
725,schmal::A,нарийн,нарӕг
726,schmal::A,нарийн,уынгӕг
727,dicht::A,нягт,бæзджын
728,dicht::A,нягт,тар
729,dicht::A,чигжүү,бæзджын
730,dicht::A,чигжүү,тар
