,Concept_ID,br,xal
211,Vater::N,tad,эцк
212,Mutter::N,mamm,эк
213,Sohn::N,mab,көвүн
214,Tochter::N,merc'h,күүкн
215,Bruder::N,breur,дү көвүн
216,Schwester::N,c'hoar,эгч
217,Schwester::N,c'hoar,дү күүкн
218,Onkel::N,eontr,авһ
219,Onkel::N,eontr,наһцх
220,Tante::N,moereb,наһц эгч
221,Ehemann::N,gwaz,залу
222,Ehefrau::N,gwreg,гергн
223,Freude::N,levenez,байр
224,Gelächter::N,c'hoarzherezh,инәдн
225,Glück::N,chañs,җирһл
226,Glück::N,chañs,сәәхн җирһл
227,Kummer::N,doan,зовлң
228,Wunsch::N,c'hoant,дурн
229,Lust::N,c'hoant,җилвтлһн
230,Geist::N,spered,зөрг
231,Gedanke::N,soñj,ухан
232,Gedächtnis::N,eñvor,чееҗин тодлвр
233,Verstand::N,skiant,ухан
234,Sinn::N,ster,учр-утх
235,Grund::N,kaoz,учр
236,Grund::N,kaoz,шалтан
237,Wahrheit::N,gwirionez,үнн
238,Gespräch::N,kaozeadenn,күүндвүр
239,Märchen::N,kaoz korriganez,тууль
240,Erzählung::N,kontadenn,келвр
241,Nachricht::N,keloù,медүллһн
242,Neuigkeit::N,kelaouenn,зәңг
243,Name::N,anv,нерн
244,Rätsel::N,divinatez,тәәлвртә тууль
245,Rede::N,diskour,келлһн
246,Sprache::N,yezh,келн
247,Stimme::N,mouezh,дун
248,Wort::N,ger,үг
249,Zeichen::N,sin,темдг
250,Ruf::N,galv,дуудлһн
251,Lärm::N,trouz,шууган
252,Ton::N,ton,дун
253,Lied::N,kanaouenn,дун
254,Ruhe::N,sioulded,амулң
255,Leute::N,tud,әмтн
256,Volk::N,pobl,улс
257,Arbeit::N,labour,көдлмш
258,Gast::N,kouviad,гиич
259,Geschenk::N,prof,белг
260,Spiel::N,c'hoari,наадн
261,Gesellschaft::N,kompagnunezh,олн
262,Gesellschaft::N,kavandad,олн
263,Hilfe::N,sikour,нөкд
264,Freund::N,mignon,иньг
265,Kamerad::N,kamarad,үр
266,Angelegenheit::N,afer,керг
267,Anzahl::N,niver,то
268,Art::N,sort,зүүл
269,Stück::N,tamm,хусг
270,Teil::N,pezh,хүв
271,Hälfte::N,hanterenn,өрәл
272,Kreis::N,kelc'h,төгрг
273,Kreuz::N,kroaz,кирс
274,Linie::N,linenn,зурасн
275,Strich::N,tenn,татасн
276,Abstand::N,distok,зә
277,Entfernung::N,keid,һазр
278,Entfernung::N,kehid,һазр
279,Gegend::N,korn-bro,һазр
280,Platz::N,plasenn,зә
281,Ort::N,lec'h,бәәрн
282,Seite::N,tu,тал
283,Seite::N,tu,хаҗу
284,Seite::N,tu,хәврһ
285,Mitte::N,kreiz,дунд
286,Gegenstand::N,tra,юмн
287,Sache::N,tra,юмн
288,Rand::N,kantenn,зах
289,Kante::N,kantenn,ирмәг
290,Ecke::N,korn,өнцг
291,Spitze::N,begell,үзүр
292,Ende::N,dibenn,үзүр
293,Loch::N,toull,хаһрха
294,Muster::N,tresadenn,намч
295,Größe::N,ment,кемҗән
296,Länge::N,hirder,ут
297,Höhe::N,uhelder,өндр
298,Gewicht::N,pouez,күнд
299,Gewicht::N,pouez,чиңнүр
300,Menge::N,bern,ик
301,Haufen::N,bern,ова
302,Reihe::N,steud,зерг
303,Reihe::N,steud,зерглән
304,Boot::N,bag,оңһц
305,Ruder::N,roeñv,хәәв
306,Schlitten::N,trainell,цан
307,Ski::N,ski,лыҗ
308,Last::N,karg,күнд
309,Gang::N,kerzh,йовлһн
310,Schritt::N,paz,ишкм
311,Norden::N,norzh,ар үзг
312,Norden::N,hanternoz,ар үзг
313,Süden::N,su,өмн
314,Süden::N,su,өмн үзг
315,Süden::N,kreisteiz,өмн
316,Süden::N,kreisteiz,өмн үзг
317,Westen::N,kuzh-heol,барун
318,Westen::N,kuzh-heol,барун үзг
319,Osten::N,reter,зүн
320,Osten::N,reter,зүн үзг
321,Osten::N,sav-heol,зүн
322,Osten::N,sav-heol,зүн үзг
323,Holz::N,koad,модн
324,Brett::N,plankenn,харһа
325,Platte::N,plakenn,хавтха чолун
326,Stütze::N,harp,тулг
327,Stange::N,sparl,уньн
328,Stock::N,bazh,модн
329,Stab::N,bazh,шуург
330,Rohr::N,tub,турва
331,Rohr::N,korz,турва
332,Haus::N,ti,гер
333,Heim::N,kêr,гер-бул
334,Ofen::N,forn,беш
335,Fußboden::N,plañchod,девскр
336,Tisch::N,taol,ширә
337,Stuhl::N,kador,стул
338,Wiege::N,kavell,өлгә
339,Wiege::N,kavell,дүүҗң
340,Bett::N,gwele,орн
341,Bett::N,gwele,орндг
342,Regal::N,estajerenn,таг
343,Regal::N,estajerenn,тәвц
344,Kiste::N,kased,яршг
345,Fenster::N,prenestr,терз
346,Tür::N,dor,үүдн
347,Tor::N,portal,үүдн
348,Tor::N,portal,өргн үүдн
349,Tor::N,portal,хашан үүдн
350,Zaun::N,sklotur,хаша
351,Dach::N,toenn,деевр
352,Leiter::N,skeul,шат
353,Leiter::N,skeul,давшур
354,Besen::N,skubell,сәвүр
355,Spaten::N,pal,күрз
356,Schaufel::N,pal,совг
357,Gabel::N,fourchetez,серә
358,Löffel::N,loa,ухр
359,Messer::N,kontell,утх
360,Nagel::N,tach,хадасн
361,Netz::N,roued,гөлм
362,Haken::N,krog,дегә
363,Griff::N,kemer,иш
364,Griff::N,kemer,бәрүл
365,Schloss::N,potenn,оньс
366,Bild::N,skeudenn,зург
367,Figur::N,skeud,фигур
368,Figur::N,figur,фигур
369,Puppe::N,merc'hodenn,наадһа
370,Beutel::N,sac'h,мишг
371,Bündel::N,feskenn,багла
372,Bündel::N,feskenn,боодһа
373,Tasche::N,sac'h,сумк
374,Eimer::N,sailh,суулһ
375,Deckel::N,pallenn,бүркәсн
376,Geschirr::N,listriaj,сав
377,Geschirr::N,listriaj,сав-сарх
378,Sack::N,sac'h,мишг
379,Tasse::N,tas,ааһ
380,Topf::N,pod,кастрюль
381,Kessel::N,chaodouron,хәәсн
382,Essen::N,pred,зоогллһн
383,Nahrung::N,boued,теҗәл
384,Speise::N,meuz,хот
385,Fleisch::N,kig,махн
386,Getreide::N,ed,хот болҗ эдлгддг цецгүдтә урһмл
387,Brei::N,yod,хаш
388,Brot::N,bara,өдмг
389,Scheibe::N,tailhenn,зүсм
390,Fett::N,lard,өөкн
391,Butter::N,amann,тосн
392,Öl::N,eoul,тосн
393,Salz::N,holen,давсн
394,Suppe::N,soubenn,шөлн
395,Honig::N,mel,бал
396,Milch::N,laezh,үсн
397,Tee::N,te,цә
398,Leder::N,lêr,арсн
399,Wolle::N,gloan,утцн
400,Wolle::N,gloan,эд
401,Stoff::N,danvez,эд
402,Nadel::N,nadoz,зүн
403,Faden::N,neudenn,утцн
404,Knopf::N,bouton,товч
405,Knoten::N,skoulm,зәңгдә
406,Farbe::N,liv,будг
407,Kleidung::N,dilhad,хувцн
408,Kleidung::N,dilhad,хувц-хунр
409,Hemd::N,roc'hed,киилг
410,Kragen::N,gouzoug,зах
411,Ärmel::N,milgin,ханцн
412,Hose::N,bragoù,шалвур
413,Gürtel::N,gouriz,бүс
414,Mütze::N,boned,махла
415,Schuh::N,botez,башмгуд
416,Stiefel::N,botez,һосн
417,Ring::N,gwalenn,билцг
418,Band::N,bagad,лент
419,Kamm::N,krib,сам
420,Spiegel::N,melezour,толь
421,Riemen::N,lerenn,бүс
422,Schnur::N,kordenn,деесн
423,Leine::N,roll,бурнтг
424,Leine::N,roll,нохан көтлвр
425,Decke::N,golo,көнҗл
426,Kissen::N,goubenner,дер
427,Tuch::N,mezher,альчур
428,Handtuch::N,toailhon,полотенц
429,Handtuch::N,toailhon,һар-нүүрин альчур
430,Kraft::N,nerzh,күчн
431,Stärke::N,nerzhder,чидл
432,Gesundheit::N,yec'hed,эрүл-менд
433,Krankheit::N,klañved,өвчн
434,Schmerz::N,poan,өвдлһн
435,Schmerz::N,droug,өвдлһн
436,Wunde::N,gloazadenn,шав
437,Fieber::N,terzhienn,безг
438,Arznei::N,louzoù,эм
439,Brücke::N,pont,тагт
440,Brunnen::N,puñs,худг
441,Weide::N,prad,малын идг
442,Pfad::N,gwenodenn,цувг
443,Weg::N,hent,хаалһ
444,Straße::N,ru,зам
445,Straße::N,hent,зам
446,Dorf::N,kêr,хотн
447,Dorf::N,kêriadenn,хотн
448,Stadt::N,kêr,балһсн
449,Brief::N,lizher,бичг
450,Buch::N,levr,дегтр
451,Buchstabe::N,lizherenn,үзг
452,Zeitung::N,kazetenn,газет
453,Leben::N,buhez,җирһл
454,Tod::N,marv,үкл
455,Tod::N,marv,өңгрлһн
456,Grab::N,bez,оршалһна нүкн
457,Kirche::N,iliz,чонҗ
458,Sünde::N,pec'hed,нүл
459,Sünde::N,pec'hed,килнц
460,Gott::N,doue,бурхн
461,Arbeiter::N,labourer,көдлмшч
462,Arbeiter::N,micherour,көдлмшч
463,Chef::N,penn,толһач
464,Meister::N,mestr,урн
465,Arzt::N,mezeg,эмч
466,Arzt::N,medisin,эмч
467,Lehrer::N,skolaer,багш
468,Lehrer::N,kelenner,багш
469,Geld::N,arc'hant,мөңгн
470,Geschäft::N,stal,көдлмш
471,Laden::N,stal,лавк
472,Preis::N,priz,үн
473,Ware::N,marc'hadourezh,эд-тавр
474,Nutzen::N,gounidegezh,олз
475,Nutzen::N,lañs,олз
476,Nutzen::N,profit,олз
477,Nutzen::N,spleit,олз
478,Reichtum::N,pinvidigezh,зөөр
479,Welt::N,douar,орчлң
480,Welt::N,douar,делкә
481,Land::N,bro,орн-нутг
482,Staat::N,stad,государств
483,König::N,roue,хан
484,Macht::N,galloud,йосн
485,Grenze::N,harzoù,меҗә
486,Krieg::N,brezel,дән
487,Feind::N,eneber,дәәсн
488,Gewalt::N,tâerder,күч һарһлһн
489,Kampf::N,kann,ноолдан
490,Kampf::N,kann,бәрлдлһн
491,Bogen[Waffe]::N,gwareg,саадг
492,Pfeil::N,saezh,сумн
493,Gewehr::N,fuzuilh,бу
494,Fehler::N,fazi,алдг
495,Lüge::N,gaou,худл
496,Schaden::N,gwall,хорлт
497,Unglück::N,gwalleur,гүрм
498,Schuld::N,kablusted,гем
499,Schuld::N,kablusted,буру
500,Schuld::N,pec'hedigezh,гем
501,Schuld::N,pec'hedigezh,буру
502,Alter::N,oad,насн
503,Schluss::N,diwezh,чилгч
504,Zeit::N,amzer,цаг
505,Tag::N,deizh,өдр
506,Morgen::N,beure,өрүн
507,Morgen::N,mintin,өрүн
508,Mittag::N,kreisteiz,үд
509,Abend::N,abardaez,асхн
510,Nacht::N,noz,сө
511,Woche::N,sizhun,долан хонг
512,Monat::N,miz,сар
513,Jahr::N,bloaz,җил
514,Frühling::N,nevezamzer,хавр
515,Sommer::N,hañv,зун
516,Herbst::N,diskaramzer,намр
517,Winter::N,goañv,үвл
518,Januar::N,Genver,январь
519,Februar::N,C'hwevrer,февраль
520,März::N,Meurzh,март
521,März::N,Meurzh,моһа сар
522,April::N,Ebrel,апрель
523,Mai::N,Mae,май
524,Juni::N,Mezheven,июнь
525,Juni::N,Mezheven,мөчн сар
526,Juli::N,Gouhere,июль
527,August::N,Eost,август
528,September::N,Gwengolo,һаха сар
529,Oktober::N,Here,октябрь
530,November::N,Du,ноябрь
531,November::N,Du,үкр сар
532,Dezember::N,Kerzu,бар сар
533,Montag::N,Lun,понедельник
534,Dienstag::N,Meurzh,вторник
535,Mittwoch::N,Merc'her,среда
536,Mittwoch::N,Merc'her,үлмҗ өдр
537,Donnerstag::N,Yaou,четверг
538,Donnerstag::N,Yaou,пүрвә өдр
539,Freitag::N,Gwener,пятниц
540,Samstag::N,Sadorn,суббот
541,Sonntag::N,Sul,нарн өдр
542,Sonntag::N,Sul,воскресень
543,groß::A,bras,ик
544,klein::A,bihan,бичкн
545,lang::A,hir,ут
546,kurz::A,berr,оһтр
547,breit::A,ledan,өргн
548,schmal::A,strizh,уутьхн
549,dicht::A,stank,нигт
550,dick[Gegenstand]::A,tev,зузан
551,dünn::A,moan,нимгн
552,fein::A,munut,нәрхн
553,fest::A,start,бат
554,flach::A,plaen,хавтха
555,glatt::A,lintr,тегш
556,glatt::A,lintr,тиньгр
557,glatt::A,levn,тегш
558,glatt::A,levn,тиньгр
559,hart::A,kalet,хату
560,weich::A,blot,җөөлн
561,weich::A,blot,җөөлкн
562,rund::A,ront,төгрг
563,spitz::A,poentet,шовһр
564,scharf::A,dremm,хурц
565,stumpf::A,talsoc'h,мука
566,schwer::A,pounner,күнд
567,schön::A,kaer,сәәхн
568,heiß::A,tomm,халун
569,warm::A,tomm,дулан
570,kalt::A,yen,киитн
571,kühl::A,yen,серүн
572,frisch::A,fresk,серүн
573,feucht::A,gleb,чиигтә
574,nass::A,gleb,чиигтә
575,trocken::A,sec'h,хагсу
576,voll::A,leun,дүүрң
577,leer::A,goullo,сул
578,leer::A,goullo,хоосн
579,offen::A,digor,секәтә
580,geschlossen::A,serr,хаалһата
581,sauber::A,naet,цевр
582,schmutzig::A,lous,киртә
583,roh::A,kriz,түүкә
584,reif::A,darev,болсн
585,lecker::A,lipous,әмтәхн
586,lecker::A,saourus,әмтәхн
587,süß::A,dous,әмтәхн
588,bitter::A,c'hwerv,һашун
589,bitter::A,c'hwerv,һашута
590,sauer::A,trenk,ишклң
591,hell::A,sklaer,герлтә
592,dunkel::A,teñval,харңһу
593,schwarz::A,du,хар
594,weiß::A,gwenn,цаһан
595,rot::A,ruz,улан
596,gelb::A,melen,шар
597,blau::A,glas,көк
598,grün::A,gwer,көк
599,grau::A,louet,бор
600,bunt::A,liesliv,алг
601,bunt::A,liesliv,эрәтә
602,billig::A,marc'had-mat,кимд
603,teuer::A,ker,үнтә
604,wertvoll::A,prizius,үнтә
605,wertvoll::A,prizius,эрднь
606,blind::A,dall,сохр
607,taub::A,bouzar,дүлә
608,kräftig::A,start,күчтә
609,stark::A,kreñv,чаңһ
610,schwach::A,gwan,күчн тату
611,fett::A,lard,тарһн
612,schlank::A,sinkl,эццн
613,hübsch::A,koant,көркхн
614,böse::A,gwall,уурта
615,dumm::A,glep,тенг
616,faul::A,lezirek,залху
617,fleißig::A,studius,кинән
618,fleißig::A,studius,кинмһә
619,geizig::A,tost,ховдг
620,klug::A,speredek,ухата
621,geschickt::A,dornet,чадмг
622,lieb::A,koant,эңкр
623,lustig::A,laouen,сергмҗтә
624,lustig::A,laouen,җирһлтә
625,sanft::A,flour,номһн
626,hungrig::A,marnaon,өлн
627,hungrig::A,marnaon,харһнсн
628,krank::A,klañv,өвчтә
629,krank::A,klañv,шалтгта
630,nackt::A,noazh,нүцкн
631,traurig::A,trist,һундлта
632,lebendig::A,bev,әмд
633,gut::A,mad,сән
634,schlecht::A,fall,му
635,schlecht::A,gwall,му
636,richtig::A,reizh,зөвтә
637,schlimm::A,gwall,җигшүртә
638,wahr::A,gwir,үнн
639,wahr::A,gwir,мөн
640,alt::A,kozh,хуучн
641,neu::A,nevez,шин
642,ehemalig::A,kozh,хуучн
643,alt[Lebewesen]::A,kozh,көгшн
644,jung::A,yaouank,баһ
645,arm::A,paour,угатя
646,reich::A,pinvidik,байн
647,bekannt::A,anavezet,таньл
648,bekannt::A,anavezet,таньдг
649,berühmt::A,brudet,туурсн
650,fremd::A,dizanav,күүнә
651,verschieden::A,disheñel,әдл биш
652,verschieden::A,disheñel,йилһәтә
653,nah::A,nes,өөрхн
654,fern::A,diabell,хол
655,linker::A,kleiz,зүн
656,rechter::A,dehoù,барун
657,anderer::A,all,талдан
658,erster::A,kentañ,негдгч
659,zweiter::A,eil,хойрдгч
660,dritter::A,trede,һурвдгч
661,letzter::A,diwezhañ,отхн
662,allein::ADV,e-unan,һанцарн
663,auf einmal::ADV,ar un dro,нег дәкҗ
664,zusammen::ADV,asambles,хамдан
665,lange::ADV,pell,удан
666,plötzlich::ADV,en un taol,генткн
667,sofort::ADV,diouzhtu,дарунь
668,später::ADV,diwezhatoc'h,сүүлд
669,jetzt::ADV,bremañ,ода
670,heute::ADV,hiziv,эндр
671,morgen::ADV,arc'hoazh,маңһдур
672,bald::ADV,hepdale,дарунь
673,dann::ADV,a-c'houde,дәкәд
674,gestern::ADV,dec'h,өцклдүр
675,einst::ADV,gwechall,нег саамд
676,damals::ADV,neuze,тиигхд
677,danach::ADV,goude,тегәд
678,vorher::ADV,diagent,урд
679,zuerst::ADV,da gentañ,түрүләд
680,einmal::ADV,ur wech,нег дәкҗ
681,manchmal::ADV,a-wechoù,зәрмдән
682,oft::ADV,alies,хара биш
683,oft::ADV,alies,хатяр биш
684,oft::ADV,alies,дару-дарунь
685,immer::ADV,atav,оньдинд
686,immer::ADV,bepred,оньдинд
687,niemals::ADV,gwech ebet,кезә чмгн биш
688,hier::ADV,amañ,энд
689,hier::ADV,amañ,энүнд
690,hierhin::ADV,dre amañ,нааран
691,von hier::ADV,alemañ,эндәс
692,dort::ADV,aze,тенд
693,dort::ADV,ahont,тенд
694,dorthin::ADV,di,тиигән
695,dorthin::ADV,aze,тиигән
696,dorthin::ADV,ahont,тиигән
697,geradeaus::ADV,war-eeun,шуд
698,vorwärts::ADV,war-raok,уралан
699,rückwärts::ADV,war-lerc'h,гедргән
700,zurück::ADV,war-dreñv,хәрү
701,unten::ADV,en traoñ,дор
702,hinab::ADV,a-izel,дор
703,hinab::ADV,a-izel,доракшан
704,oben::ADV,en nec'h,деер
705,hinauf::ADV,e-krec'h,өөдән
706,hinauf::ADV,e-krec'h,деер
707,überall::ADV,dre-holl,альд болв чигн
708,nicht::ADV,ne ... ket,эс
709,nicht::ADV,ne ... ket,биш
710,nicht::ADV,ne ... ket,бичә
711,ein wenig::ADV,un tammig,баахн
712,ein wenig::ADV,un tammig,баахнар
713,kaum::ADV,a-boan,әрә
714,sehr::ADV,-tre,йир
715,sehr::ADV,-kenañ,йир
716,so::ADV,evel-se,иигҗ
717,noch::ADV,c'hoazh,ода чигн
718,nur::ADV,hepken,һанцхн
719,schon::ADV,dija,одх
720,wieder::ADV,adarre,бас
721,vor::PRP,dirak,урд
722,hinter::PRP,a-drek,ца
723,hinter::PRP,a-dreñv,ца
724,unter::PRP,dindan,дор
725,durch::PRP,dre,ивт
726,durch::PRP,dre,дундаһур
727,neben::PRP,e-kichen,хаҗуд
728,zwischen::PRP,etre,хоорнд
729,wegen::PRP,abalamour da,көлтә
730,wegen::PRP,abalamour da,деерәс
731,dies::PRN,hemañ,эн
732,das::PRN,se,тер
733,das::PRN,hennezh,тер
734,alles::PRN,pep tra,цуһар
735,ich::PRN,me,би
736,du::PRN,te,чи
737,er::PRN,eñ,тер
738,wir::PRN,ni,мадн
739,ihr::PRN,c'hwi,та
740,sie::PRN,int,тедн
741,was::FPRN,petra,юн
742,wer::FPRN,piv,кен
743,wo::FADV,pelec'h,хама
744,wohin::FADV,da belec'h,хамаран
745,wie::FADV,penaos,яһҗ
746,wie::FADV,penaos,яһад
747,warum::FADV,perak,юңгад
748,wieviel::FNUM,pet,кедү
749,eins::NUM,unan,негн
750,zwei::NUM,daou,хойр
751,drei::NUM,tri,һурвн
752,vier::NUM,pevar,дөрвн
753,fünf::NUM,pemp,тавн
754,sechs::NUM,c'hwec'h,зурһан
755,sieben::NUM,seizh,долан
756,acht::NUM,eizh,нәәмн
757,neun::NUM,nav,йисн
758,zehn::NUM,dek,арвн
759,elf::NUM,unnek,арвн негн
760,zwölf::NUM,daouzek,арвн хойр
761,zwanzig::NUM,ugent,хөрн
762,dreißig::NUM,tregont,һучн
763,vierzig::NUM,daou-ugent,дөчн
764,fünfzig::NUM,hanter-kant,тәвн
765,sechzig::NUM,tri-ugent,җирн
766,siebzig::NUM,dek ha tri-ugent,далн
767,achtzig::NUM,pevar-ugent,найн
768,neunzig::NUM,dek ha pevar-ugent,йирн
769,hundert::NUM,kant,зун
770,tausend::NUM,mil,миңһн
771,und::CNJ,ha,болн
772,oder::CNJ,pe,эс гиҗ
773,oder::CNJ,pe,эс гихлә
774,stehen::V,bezañ a-sav,зогсх
775,sitzen::V,azezañ,суух
776,sitzen::V,bezañ en e goazez,суух
777,liegen::V,bezañ en e c'hourvez,кевтх
778,hängen::V,krougañ,өлгәтә бәәх
779,werden::V,dazonet,болх
780,passieren::V,c'hoarvezout,болх
781,beginnen::V,stagañ,эклх
782,enden::V,achuiñ,төгсх
