,Concept_ID,ca,hr
94,Licht::N,llum,svjetlo
95,Schatten::N,ombra,hlad
96,Schatten::N,ombra,sjena
97,Wetter::N,temps,vrijeme
98,Nebel::N,boira,magla
99,Wolke::N,núvol,oblak
100,Regen::N,pluja,kiša
101,Schnee::N,neu,snijeg
102,Eis::N,gel,led
103,Eis::N,glaç,led
104,Frost::N,glaçada,mraz
105,Kälte::N,fred,studen
106,Kälte::N,fred,hladnoća
107,Hitze::N,calor,vrućina
108,Raureif::N,gebre,inje
109,Regenbogen::N,arc iris,duga
110,Donner::N,tro,grom
111,Donner::N,tro,grmljavina
112,Strömung::N,corrent,struja
113,Strömung::N,corrent,strujanje
114,Tropfen::N,gota,kap
115,Tropfen::N,gota,kaplja
116,Schaum::N,escuma,pjena
117,Schmutz::N,brutícia,nečistoća
118,Schmutz::N,brutícia,prljavština
119,See::N,llac,jezero
120,Sumpf::N,pantà,bara
121,Moor::N,pantà,močvara
122,Wiese::N,prat,livada
123,Wiese::N,prada,livada
124,Wald::N,bosc,šuma
125,Hügel::N,puig,brijeg
126,Hügel::N,puig,brežuljak
127,Hügel::N,pujol,brijeg
128,Hügel::N,pujol,brežuljak
129,Anhöhe::N,turó,uzvišica
130,Berg::N,muntanya,brdo
131,Gipfel::N,cim,vrh
132,Höhle::N,cova,pećina
133,Höhle::N,cova,spilja
134,Abhang::N,coster,obronak
135,Abhang::N,coster,nizbrdica
136,Quelle::N,font,izvor
137,Quelle::N,font,vrelo
138,Bach::N,riera,potok
139,Fluss::N,riu,rijeka
140,Ufer::N,riba,obala
141,Küste::N,costa,obala
142,Küste::N,costa,morska obala
143,Festland::N,terra ferma,kopno
144,Meer::N,mar,more
145,Bucht::N,cala,zaliv
146,Bucht::N,badia,zaliv
147,Insel::N,illa,ada
148,Insel::N,illa,otok
149,Blume::N,flor,cvijet
150,Gras::N,herba,trava
151,Wurzel::N,rel,korijen
152,Wurzel::N,arrel,korijen
153,Baum::N,arbre,drvo
154,Baum::N,arbre,stablo
155,Stamm::N,tronc,deblo
156,Stamm::N,tronc,stablo
157,Rinde::N,escorça,kora
158,Ast::N,branca,grana
159,Zweig::N,ram,grana
160,Blatt::N,fulla,list
161,Birke::N,bedoll,breza
162,Kiefer[Baum]::N,pi,bor
163,Weide[Baum]::N,salze,iva
164,Weide[Baum]::N,salze,vŕba
165,Tanne::N,avet,jela
166,Horn::N,corn,rog
167,Horn::N,banya,rog
168,Feder::N,ploma,pero
169,Fell::N,pell,koža
170,Flügel::N,ala,krilo
171,Klaue::N,urpa,papak
172,Kralle::N,grapa,pandža
173,Schwanz::N,cua,rep
174,Ei::N,ou,jaje
175,Nest::N,niu,gnijezdo
176,Bau::N,cau,jazbina
177,Tier::N,animāl,životinja
178,Herde::N,ramat,krdo
179,Herde::N,ramat,stado
180,Kuh::N,vaca,krava
181,Bulle::N,toro,bik
182,Pferd::N,cavāll,konj
183,Schaf::N,be,ovca
184,Schaf::N,ovella,ovca
185,Schwein::N,bacó,svinja
186,Hund::N,ca,pas
187,Hund::N,ca,pseto
188,Hund::N,gos,pas
189,Hund::N,gos,pseto
190,Katze::N,gat,mačka
191,Bär::N,ós,medvjed
192,Eichhörnchen::N,esquirol,vjeverica
193,Elch::N,ant,los
194,Fuchs::N,guilla,lisica
195,Hase::N,llebre,zec
196,Maus::N,ratolí,miš
197,Wolf::N,llop,vuk
198,Wolf::N,llop,kurjak
199,Vogel::N,au,ptica
200,Vogel::N,ocēll,ptica
201,Schwarm::N,bandada,roj
202,Schwarm::N,bandada,jato
203,Huhn::N,gallina,kokoš
204,Hahn::N,gall,kokot
205,Hahn::N,gall,pijevac
206,Gans::N,oca,guska
207,Adler::N,àguila,orao
208,Ente::N,ànec,patka
209,Eule::N,òliba,sova
210,Eule::N,mussol,sova
211,Kranich::N,grua,ždral
212,Krähe::N,cornella,vrana
213,Kuckuck::N,cucut,kukavica
214,Schwan::N,cigne,labud
215,Fisch::N,peix,riba
216,Barsch::N,perca,grgeč
217,Hecht::N,lluç,štuka
218,Schlange[Tier]::N,serp,guja
219,Schlange[Tier]::N,serp,zmija
220,Wurm::N,cuc,crv
221,Spinne::N,aranya,pauk
222,Ameise::N,formiga,mrav
223,Laus::N,poll,uš
224,Mücke::N,mosquit,komarac
225,Fliege::N,mosca,muha
226,Schmetterling::N,papallona,leptir
227,Beere::N,baia,boba
228,Beere::N,baia,bobica
229,Apfel::N,poma,jabuka
230,Pilz::N,bolet,pečurka
231,Zwiebel::N,ceba,luk
232,Zwiebel::N,ceba,kapula
233,Saat::N,sembra,sjemenje
234,Korn::N,gra,zrno
235,Heu::N,fenc,sijeno
236,Schale::N,closca,kora
237,Schale::N,closca,ljuska
238,Grube::N,sot,jama
239,Grube::N,clot,jama
240,Falle::N,trampa,zamka
241,Falle::N,trampa,klopka
242,Schlinge::N,baga,uzao
243,Schlinge::N,baga,petlja
244,Spur::N,traça,trag
245,Spur::N,traça,slijed
246,Asche::N,cendra,pepeo
247,Dreck::N,llot,blato
248,Eisen::N,ferro,željezo
249,Gold::N,or,zlato
250,Silber::N,plata,srebro
251,Kohle::N,carbó,ugalj
252,Kohle::N,carbó,ugljen
253,Glas::N,vidre,staklo
254,Lehm::N,fang,glina
255,Lehm::N,fang,ilovača
256,Lehm::N,argila,glina
257,Lehm::N,argila,ilovača
258,Sand::N,arena,pijesak
259,Mensch::N,humà,čovjek
260,Mensch::N,persona,čovjek
261,Mann::N,home,muškarac
262,Frau::N,dona,žena
263,Kind::N,nen,čedo
264,Kind::N,nen,dijete
265,Junge::N,noi,momče
266,Junge::N,noi,dječak
267,Mädchen::N,noia,djevojka
268,Mädchen::N,noia,djevojčica
269,Familie::N,família,obitelj
270,Familie::N,família,porodica
271,Großvater::N,avi,djed
272,Großmutter::N,àvia,baka
273,Eltern::N,pares,roditelji
274,Vater::N,pare,otac
275,Mutter::N,mare,majka
276,Sohn::N,fill,sin
277,Tochter::N,filla,kći
278,Tochter::N,filla,kćerka
279,Bruder::N,germà,brat
280,Schwester::N,germana,sestra
281,Onkel::N,oncle,čika
282,Onkel::N,oncle,ujak
283,Tante::N,tia,ujna
284,Tante::N,tia,tetka
285,Ehemann::N,espòs,muž
286,Ehemann::N,espòs,suprug
287,Ehefrau::N,muller,žena
288,Ehefrau::N,muller,supruga
289,Freude::N,goig,radost
290,Freude::N,alegria,radost
291,Gelächter::N,riallada,grohot
292,Glück::N,felicitat,sreća
293,Kummer::N,pena,jad
294,Kummer::N,pena,briga
295,Wunsch::N,desig,želja
296,Lust::N,ganes,volja
297,Geist::N,ment,duh
298,Geist::N,esperit,duh
299,Gedanke::N,pensament,misao
300,Gedächtnis::N,memòria,pamćenje
301,Verstand::N,raó,um
302,Verstand::N,raó,razum
303,Verstand::N,seny,um
304,Verstand::N,seny,razum
305,Sinn::N,solta,smisao
306,Sinn::N,solta,značenje
307,Sinn::N,sentit,smisao
308,Sinn::N,sentit,značenje
309,Grund::N,raó,razlog
310,Grund::N,causa,razlog
311,Wahrheit::N,veritāt,istina
312,Gespräch::N,conversa,razgovor
313,Märchen::N,conte,bajka
314,Erzählung::N,narració,priča
315,Erzählung::N,narració,pripovijest
316,Nachricht::N,missatge,vijest
317,Neuigkeit::N,novetat,novost
318,Name::N,nom,ime
319,Rätsel::N,endevinalla,zagonetka
320,Rede::N,discurs,govor
321,Rede::N,discurs,besjeda
322,Sprache::N,llēngua,jezik
323,Stimme::N,veu,glas
324,Wort::N,mot,riječ
325,Wort::N,paraula,riječ
326,Zeichen::N,signe,znak
327,Zeichen::N,senyal,znak
328,Ruf::N,crida,povik
329,Ruf::N,crida,poklik
330,Lärm::N,sorōll,buka
331,Lärm::N,sorōll,galama
332,Laut::N,so,zvuk
333,Ton::N,to,ton
334,Lied::N,cançó,pjesma
335,Ruhe::N,calma,tišina
336,Ruhe::N,calma,počinak
337,Ruhe::N,silenci,tišina
338,Ruhe::N,silenci,počinak
339,Leute::N,gent,ljudi
340,Volk::N,poble,puk
341,Volk::N,poble,narod
342,Arbeit::N,labor,rad
343,Arbeit::N,labor,posao
344,Arbeit::N,treball,rad
345,Arbeit::N,treball,posao
346,Gast::N,hoste,gost
347,Geschenk::N,regal,dar
348,Geschenk::N,regal,poklon
349,Geschenk::N,obsequi,dar
350,Geschenk::N,obsequi,poklon
351,Spiel::N,joc,igra
352,Gesellschaft::N,companyia,društvo
353,Gesellschaft::N,companyia,kompanija
354,Hilfe::N,ajut,pomoć
355,Freund::N,amīc,prijatelj
356,Kamerad::N,company,drug
357,Kamerad::N,company,drugar
358,Kamerad::N,camarada,drug
359,Kamerad::N,camarada,drugar
360,Angelegenheit::N,afer,posao
361,Angelegenheit::N,assumpte,posao
362,Anzahl::N,nombre,broj
363,Anzahl::N,nombre,brojnost
364,Anzahl::N,quantitat,broj
365,Anzahl::N,quantitat,brojnost
366,Art::N,tipus,vid
367,Art::N,tipus,vrst
368,Art::N,classe,vid
369,Art::N,classe,vrst
370,Stück::N,peça,komad
371,Teil::N,part,dio
372,Hälfte::N,meitat,polovina
373,Kreis::N,cercle,krug
374,Kreuz::N,creu,križ
375,Linie::N,línia,crta
376,Strich::N,traç,crta
377,Strich::N,ratlla,crta
378,Abstand::N,distància,razmak
379,Abstand::N,distància,odstojanje
380,Entfernung::N,distància,udaljenost
381,Gegend::N,regió,kraj
382,Gegend::N,regió,predeo
383,Gegend::N,contrada,kraj
384,Gegend::N,contrada,predeo
385,Platz::N,cabuda,mjesto
386,Ort::N,lloc,mjesto
387,Seite::N,banda,bok
388,Seite::N,banda,strana
389,Seite::N,costāt,bok
390,Seite::N,costāt,strana
391,Mitte::N,mig,sredina
392,Mitte::N,centre,sredina
393,Gegenstand::N,objecte,predmet
394,Sache::N,cosa,posao
395,Rand::N,vora,rub
396,Rand::N,vora,kraj
397,Rand::N,marge,rub
398,Rand::N,marge,kraj
399,Kante::N,caire,brid
400,Kante::N,caire,ivica
401,Kante::N,cantell,brid
402,Kante::N,cantell,ivica
403,Ecke::N,cantonada,ugao
404,Spitze::N,punta,vrh
405,Spitze::N,punta,šiljak
406,Ende::N,cap,konac
407,Loch::N,forāt,rupa
408,Winkel::N,racó,kut
409,Winkel::N,racó,ugao
410,Muster::N,dibuix,uzor
411,Muster::N,disseny,uzor
412,Größe::N,grandària,veličina
413,Länge::N,longitud,duljina
414,Höhe::N,altura,visina
415,Höhe::N,altitud,visina
416,Gewicht::N,pes,težina
417,Menge::N,quantitat,mnoštvo
418,Menge::N,quantitat,količina
419,Haufen::N,pila,hrpa
420,Haufen::N,pila,gomila
421,Reihe::N,fila,red
422,Boot::N,bot,čun
423,Boot::N,bot,čamac
424,Boot::N,barca,čun
425,Boot::N,barca,čamac
426,Ruder::N,rem,veslo
427,Schlitten::N,trineu,saone
428,Ski::N,esquí,ski
429,Ski::N,esquí,smučka
430,Lagerfeuer::N,foc de campament,logorska vatra
431,Last::N,càrrega,tovar
432,Gang::N,marxa,hod
433,Schritt::N,pas,korak
434,Norden::N,nord,sjever
435,Süden::N,sud,jug
436,Westen::N,oest,zapad
437,Westen::N,occident,zapad
438,Osten::N,est,istok
439,Osten::N,orient,istok
440,Holz::N,fusta,drvo
441,Brett::N,taula,daska
442,Platte::N,placa,ploča
443,Stütze::N,suport,potpora
444,Stange::N,vara,motka
445,Stock::N,pal,štap
446,Stock::N,pal,palica
447,Stab::N,bastó,štap
448,Stab::N,bastó,šipka
449,Rohr::N,tub,cijev
450,Haus::N,casa,kuća
451,Heim::N,llar,dom
452,Ofen::N,estufa,peć
453,Fußboden::N,terra,pod
454,Tisch::N,taula,stol
455,Tisch::N,taula,trpeza
456,Stuhl::N,cadira,stolac
457,Stuhl::N,cadira,stolica
458,Wiege::N,bressol,kolijevka
459,Bett::N,llit,krevet
460,Bett::N,llit,postelja
461,Regal::N,prestatgeria,polica
462,Kiste::N,caixa,sanduk
463,Fenster::N,finestra,prozor
464,Tür::N,porta,vrata
465,Tor::N,portal,vrata
466,Tor::N,portal,kapija
467,Zaun::N,tanca,plot
468,Zaun::N,tanca,ograda
469,Dach::N,teulada,krov
470,Leiter::N,escala,ljestve
471,Leiter::N,escala,ljestvice
472,Leiter::N,escala de mà,ljestve
473,Leiter::N,escala de mà,ljestvice
474,Besen::N,escombra,metla
475,Spaten::N,pala,ašov
476,Schaufel::N,pala,lopata
477,Gabel::N,forquilla,viljuška
478,Löffel::N,cullera,žlica
479,Messer::N,coltell,nož
480,Nagel::N,clau,čavao
481,Netz::N,filat,mreža
482,Haken::N,ganxo,kuka
483,Griff::N,puny,držak
484,Griff::N,puny,ručica
485,Griff::N,mànec,držak
486,Griff::N,mànec,ručica
487,Schloss::N,pany,brava
488,Bild::N,imatge,slika
489,Figur::N,figura,figura
490,Puppe::N,nina,lutka
491,Beutel::N,bossa,kesa
492,Bündel::N,feix,snop
493,Bündel::N,feix,svežanj
494,Bündel::N,paquet,snop
495,Bündel::N,paquet,svežanj
496,Tasche::N,bossa,torba
497,Tasche::N,bossa,taška
498,Eimer::N,galleda,kabao
499,Deckel::N,tapa,poklopac
500,Deckel::N,tapadora,poklopac
501,Geschirr::N,vaixella,suđe
502,Geschirr::N,vaixella,posuđe
503,Sack::N,sac,džak
504,Sack::N,sac,vreća
505,Sack::N,saca,džak
506,Sack::N,saca,vreća
507,Tasse::N,tassa,šalica
508,Topf::N,pot,lonac
509,Topf::N,olla,lonac
510,Kessel::N,caldera,kazan
511,Essen::N,àpat,obrok
512,Essen::N,menjada,obrok
513,Nahrung::N,aliment,hrana
514,Speise::N,plat,jelo
515,Fleisch::N,carn,meso
516,Getreide::N,cereals,žito
517,Getreide::N,cereals,žitarice
518,Brei::N,puré,kaša
519,Brot::N,pa,kruh
520,Scheibe::N,tall,kriška
521,Scheibe::N,llesca,kriška
522,Fett::N,greix,mast
523,Fett::N,greix,salo
524,Butter::N,mantega,buter
525,Butter::N,mantega,maslac
526,Öl::N,oli,ulje
527,Salz::N,sal,sol
528,Suppe::N,sopa,supa
529,Honig::N,mel,med
530,Milch::N,llet,mlijeko
531,Tee::N,te,čaj
532,Leder::N,cuir,koža
533,Wolle::N,llana,vuna
534,Stoff::N,tela,štof
535,Stoff::N,tela,tkanina
536,Nadel::N,agulla,igla
537,Faden::N,fil,nit
538,Faden::N,fil,konac
539,Knopf::N,botó,dugme
540,Knoten::N,nus,čvor
541,Knoten::N,nus,uzao
542,Farbe::N,pintura,farba
543,Kleidung::N,roba,odjeća
544,Kleidung::N,vestits,odjeća
545,Hemd::N,camisa,košulja
546,Kragen::N,coll,ovratnik
547,Ärmel::N,màniga,rukav
548,Hose::N,pantalōns,hlače
549,Gürtel::N,cinturó,pas
550,Gürtel::N,cinturó,pojas
551,Mütze::N,gorra,kapa
552,Schuh::N,sabata,cipela
553,Stiefel::N,bota,čizma
554,Ring::N,anell,prsten
555,Band::N,veta,vrpca
556,Band::N,cinta,vrpca
557,Kamm::N,pinta,češalj
558,Spiegel::N,mirāll,zrcalo
559,Spiegel::N,mirāll,ogledalo
560,Riemen::N,corretja,kaiš
561,Riemen::N,corretja,remen
562,Schnur::N,corda,vrpca
563,Leine::N,corretja,uzica
564,Decke::N,manta,ćebe
565,Decke::N,manta,pokrivač
566,Decke::N,flassada,ćebe
567,Decke::N,flassada,pokrivač
568,Kissen::N,coixí,jastuk
569,Tuch::N,mocador,rubac
570,Tuch::N,mocador,marama
571,Handtuch::N,tovallola,ručnik
572,Kraft::N,força,snaga
573,Stärke::N,vigor,jakost
574,Gesundheit::N,salut,zdravlje
575,Krankheit::N,malaltia,bolest
576,Schmerz::N,dolor,bol
577,Wunde::N,ferida,rana
578,Fieber::N,febre,groznica
579,Arznei::N,medicament,lijek
580,Brücke::N,pont,most
581,Brücke::N,pont,ćuprija
582,Brunnen::N,pou,bunar
583,Brunnen::N,pou,zdenac
584,Weide::N,pastura,paša
585,Weide::N,pastura,pašnjak
586,Pfad::N,senda,staza
587,Pfad::N,sender,staza
588,Weg::N,camí,put
589,Straße::N,carretera,drum
590,Straße::N,carretera,cesta
591,Dorf::N,poble,selo
592,Stadt::N,ciutāt,grad
593,Stadt::N,ciutāt,varoš
594,Brief::N,carta,list
595,Brief::N,carta,pismo
596,Buch::N,llibre,knjiga
597,Buchstabe::N,lletra,slovo
598,Zeitung::N,diāri,novine
599,Leben::N,vida,život
600,Tod::N,mort,smrt
601,Grab::N,tomba,raka
602,Kirche::N,església,crkva
603,Sünde::N,pecat,grijeh
604,Gott::N,déu,bog
605,Arbeiter::N,obrer,radnik
606,Chef::N,cap,šef
607,Meister::N,mestre,majstor
608,Arzt::N,metge,liječnik
609,Lehrer::N,mestre,učitelj
610,Geld::N,dinērs,novac
611,Geschäft::N,negoci,posao
612,Geschäft::N,negoci,trgovina
613,Laden::N,tenda,dućan
614,Laden::N,botiga,dućan
615,Preis::N,preu,cijena
616,Ware::N,mercaderia,roba
617,Nutzen::N,profit,korist
618,Reichtum::N,riquesa,bogatstvo
619,Welt::N,món,svijet
620,Land::N,país,zemlja
621,Staat::N,estat,država
622,König::N,rei,kralj
623,Macht::N,poder,moć
624,Macht::N,poder,vlast
625,Macht::N,potència,moć
626,Macht::N,potència,vlast
627,Grenze::N,frontera,granica
628,Krieg::N,guerra,rat
629,Feind::N,enemic,neprijatelj
630,Gewalt::N,violència,sila
631,Gewalt::N,violència,nasilje
632,Kampf::N,lluita,boj
633,Kampf::N,lluita,borba
634,Bogen[Waffe]::N,arc,luk
635,Pfeil::N,fletxa,strijela
636,Gewehr::N,fusell,puška
637,Gewehr::N,escopeta,puška
638,Fehler::N,falta,pogreška
639,Fehler::N,falta,griješka
640,Lüge::N,mentida,laž
641,Schaden::N,dany,šteta
642,Unglück::N,desgràcia,nesreća
643,Schuld::N,culpa,krivnja
644,Alter::N,edat,dob
645,Schluss::N,fi,kraj
646,Schluss::N,fi,konac
647,Schluss::N,final,kraj
648,Schluss::N,final,konac
649,Zeit::N,temps,doba
650,Zeit::N,temps,vrijeme
651,Tag::N,dia,dan
652,Morgen::N,matí,jutro
653,Mittag::N,migdia,podne
654,Abend::N,vespre,veče
655,Abend::N,vespre,večer
656,Nacht::N,nit,noć
657,Woche::N,setmana,sedmica
658,Monat::N,mes,mjesec
659,Jahr::N,any,godina
660,Frühling::N,primavera,proljeće
661,Sommer::N,estīu,ljeto
662,Herbst::N,tardor,jesen
663,Winter::N,hivērn,zima
664,Januar::N,gener,januar
665,Januar::N,gener,siječanj
666,Februar::N,febrer,veljača
667,Februar::N,febrer,februar
668,März::N,març,mart
669,März::N,març,ožujak
670,April::N,abril,april
671,April::N,abril,travanj
672,Mai::N,maig,maj
673,Mai::N,maig,svibanj
674,Juni::N,juny,juni
675,Juni::N,juny,lipanj
676,Juli::N,juliol,juli
677,Juli::N,juliol,srpanj
678,August::N,agost,august
679,August::N,agost,kolovoz
680,September::N,setembre,rujan
681,September::N,setembre,septembar
682,Oktober::N,octubre,oktobar
683,Oktober::N,octubre,listopad
684,November::N,novembre,studeni
685,November::N,novembre,novembar
686,Dezember::N,desembre,prosinac
687,Montag::N,dilluns,ponedjeljak
688,Montag::N,dilluns,ponedjeljnik
689,Dienstag::N,dimarts,utorak
690,Dienstag::N,dimarts,utornik
691,Mittwoch::N,dimecres,srijeda
692,Donnerstag::N,dijous,četvrtak
693,Freitag::N,divendres,petak
694,Samstag::N,dissabte,subota
695,Sonntag::N,diumenge,nedjelja
696,groß::A,gros,velik
697,klein::A,petīt,mali
698,klein::A,petīt,malen
699,lang::A,llarg,dug
700,lang::A,llarg,dugačak
701,kurz::A,curt,kratak
702,breit::A,ample,širok
703,schmal::A,estret,uski
704,schmal::A,estret,uzak
705,dicht::A,dens,gust
706,dick[Gegenstand]::A,gruixūt,debeo
707,dünn::A,prim,tanak
708,fein::A,fi,fin
709,fein::A,fi,tanak
710,fest::A,ferm,čvrst
711,fest::A,sòlid,čvrst
712,flach::A,pla,ravan
713,flach::A,pla,plosnat
714,glatt::A,llis,gladak
715,hart::A,dur,tvrd
716,weich::A,tou,mek
717,weich::A,tou,mekan
718,rund::A,rodó,okrugao
719,spitz::A,punxegut,oštar
720,spitz::A,punxegut,šiljast
721,scharf::A,agut,oštar
722,scharf::A,agut,bridak
723,stumpf::A,rom,tup
724,stumpf::A,esmussat,tup
725,schwer::A,pesāt,težak
726,schön::A,bonīc,krasan
727,heiß::A,calēnt,vruć
728,warm::A,càlid,topao
729,kalt::A,fred,hladan
730,kühl::A,fresc,hladan
731,frisch::A,fresc,svjež
732,feucht::A,humit,vlažan
733,nass::A,mullat,mokar
734,trocken::A,sec,suh
735,voll::A,ple,pun
736,leer::A,buit,prazan
737,offen::A,obert,otvoren
738,geschlossen::A,tancat,zatvoren
739,sauber::A,net,čist
740,schmutzig::A,brut,nečist
741,schmutzig::A,brut,blatan
742,roh::A,cru,sirov
743,reif::A,madur,zreo
744,lecker::A,deliciós,tečan
745,lecker::A,deliciós,ukusan
746,süß::A,dolç,sladak
747,bitter::A,amarg,gorak
748,sauer::A,agre,kiseo
749,hell::A,clar,vedar
750,hell::A,clar,svijetao
751,dunkel::A,fosc,taman
752,schwarz::A,negre,crn
753,weiß::A,blanc,bio
754,weiß::A,blanc,bijel
755,rot::A,vermēll,crven
756,gelb::A,groc,žut
757,blau::A,blau,plav
758,blau::A,blau,modar
759,grün::A,verd,zelen
760,grau::A,gris,siv
761,bunt::A,multicolor,šaren
762,billig::A,barat,jeftin
763,teuer::A,car,skup
764,wertvoll::A,preciós,vrijedan
765,wertvoll::A,preciós,dragocjen
766,blind::A,cec,slijep
767,taub::A,sord,gluh
768,kräftig::A,fort,snažan
769,kräftig::A,vigorós,snažan
770,stark::A,fort,jak
771,stark::A,fort,snažan
772,schwach::A,feble,slab
773,fett::A,gras,pretio
774,schlank::A,esvelt,vitak
775,hübsch::A,maco,zgodan
776,böse::A,dolent,zao
777,böse::A,dolent,opak
778,dumm::A,ximple,glup
779,dumm::A,estúpid,glup
780,faul::A,gandūl,lijen
781,faul::A,mandrós,lijen
782,fleißig::A,diligēnt,radin
783,fleißig::A,diligēnt,marljiv
784,geizig::A,avar,škrt
785,klug::A,intel·ligent,razborit
786,geschickt::A,hàbil,vješt
787,lieb::A,amat,drag
788,lieb::A,estimat,drag
789,lustig::A,alegre,veseo
790,sanft::A,suau,blag
791,hungrig::A,afamat,gladan
792,krank::A,malālt,bolestan
793,nackt::A,nu,nag
794,traurig::A,trist,tužan
795,traurig::A,trist,žalostan
796,lebendig::A,viu,živ
797,gut::A,bo,dobar
798,schlecht::A,dolēnt,loš
799,schlecht::A,dolēnt,rđav
800,richtig::A,just,tačan
801,richtig::A,just,ispravan
802,richtig::A,correcte,tačan
803,richtig::A,correcte,ispravan
804,schlimm::A,greu,zao
805,schlimm::A,greu,zločest
806,wahr::A,vertader,istinit
807,wahr::A,veritable,istinit
808,alt::A,vell,star
809,neu::A,nou,nov
810,ehemalig::A,antic,bivši
811,alt[Lebewesen]::A,vell,star
812,jung::A,jove,mlad
813,arm::A,pobre,ubog
814,arm::A,pobre,siromašan
815,reich::A,ric,bogat
816,bekannt::A,conegut,poznat
817,berühmt::A,famós,čuven
818,berühmt::A,famós,slavan
819,fremd::A,estrany,tuđ
820,fremd::A,estrany,stran
821,verschieden::A,diferent,razan
822,verschieden::A,diferent,različan
823,nah::A,pròxim,blizak
824,fern::A,llunyà,dalek
825,fern::A,llunyà,daljnji
826,fern::A,distant,dalek
827,fern::A,distant,daljnji
828,linker::A,esquerre,lijevi
829,rechter::A,dret,desni
830,anderer::A,altre,drugi
831,anderer::A,altre,drugačiji
832,erster::A,primer,prvi
833,zweiter::A,segon,drugi
834,dritter::A,tercer,treći
835,letzter::A,últim,zadnji
836,allein::ADV,sol,sam
837,auf einmal::ADV,d'una vegada,istodobno
838,zusammen::ADV,junt,skupa
839,zusammen::ADV,junt,zajedno
840,lange::ADV,molt de temps,dugo
841,plötzlich::ADV,de cop,naglo
842,plötzlich::ADV,de cop,iznenada
843,plötzlich::ADV,de sobte,naglo
844,plötzlich::ADV,de sobte,iznenada
845,sofort::ADV,de seguida,odmah
846,später::ADV,més tard,kasnije
847,jetzt::ADV,ara,sad
848,jetzt::ADV,ara,sada
849,heute::ADV,avūi,danas
850,morgen::ADV,demà,sutra
851,bald::ADV,aviāt,skoro
852,bald::ADV,aviāt,doskora
853,dann::ADV,després,zatim
854,gestern::ADV,ahir,juče
855,gestern::ADV,ahir,jučer
856,einst::ADV,anteriorment,negda
857,einst::ADV,anteriorment,nekada
858,damals::ADV,llavōrs,tada
859,damals::ADV,llavōrs,onda
860,damals::ADV,aleshores,tada
861,damals::ADV,aleshores,onda
862,danach::ADV,després,poslije
