,Concept_ID,te,sv
138,Kiefer[Baum]::N,దేవదారు చెట్టు,tall
139,Weide[Baum]::N,జాతిచెట్టు,pil
140,Weide[Baum]::N,జాతిచెట్టు,vide
141,Tanne::N,దేవదారుచెట్టు,gran
142,Horn::N,కొమ్ము,horn
143,Feder::N,ఈక,fjäder
144,Fell::N,తోలు,fäll
145,Fell::N,తోలు,skinn
146,Flügel::N,ఱెక్క,vinge
147,Klaue::N,వంకరగోరు,klöv
148,Kralle::N,వంకరగోరు,klo
149,Schwanz::N,తోక,svans
150,Schwanz::N,తోక,stjärt
151,Ei::N,గ్రుడ్డు,ägg
152,Nest::N,పక్షిగూడు,rede
153,Nest::N,పక్షిగూడు,näste
154,Bau::N,గుహ,bo
155,Tier::N,జంతువు,djur
156,Herde::N,మంద,flock
157,Kuh::N,ఆవు,ko
158,Bulle::N,గిత్త,tjur
159,Pferd::N,గుఱ్ఱము,häst
160,Schaf::N,గొఱ్ఱె,får
161,Schwein::N,పంది,svin
162,Hund::N,కుక్క,hund
163,Katze::N,పిల్లి,katt
164,Bär::N,ఎలుగుబంటి,björn
165,Eichhörnchen::N,ఉడుత,ekorre
166,Elch::N,కణంజు,älg
167,Fuchs::N,గుంటనక్క,räv
168,Hase::N,కుందేలు,hare
169,Maus::N,చిట్టెలుక,mus
170,Wolf::N,తోడేలు,varg
171,Vogel::N,పక్షి,fågel
172,Schwarm::N,గుంపు,svärm
173,Huhn::N,కోడిపిల్ల,höns
174,Hahn::N,కోడివుంజు,tupp
175,Gans::N,ఆడుబాతు,gås
176,Adler::N,గ్రద్ద,örn
177,Ente::N,పాట్టిబాతు,anka
178,Eule::N,గ్రుడ్లగూబ,uggla
179,Kranich::N,కొంగ,trana
180,Krähe::N,కాకి,kråka
181,Kuckuck::N,కోయల,gök
182,Schwan::N,హంస,svan
183,Fisch::N,చేప,fisk
184,Barsch::N,ఒకచేఁప,abborre
185,Hecht::N,గండుమీను,gädda
186,Schlange[Tier]::N,పాము,orm
187,Wurm::N,పురుగు,mask
188,Spinne::N,సాలె పురుగు,spindel
189,Ameise::N,చీమ,myra
190,Laus::N,పేను,lus
191,Mücke::N,చీకటీగ,mygga
192,Fliege::N,ఈగ,fluga
193,Schmetterling::N,సీతాకోకచిలుక,fjäril
194,Beere::N,కాయ,bär
195,Apfel::N,ఆపిల్ పండు,äpple
196,Pilz::N,కుక్కగొడుగు,svamp
197,Zwiebel::N,నీరుల్లి,lök
198,Saat::N,విత్తనము,sådd
199,Korn::N,గింజ,korn
200,Heu::N,ఎండుగడ్డి,hö
201,Schale::N,పొట్టు,skal
202,Grube::N,గొయ్యి,grop
203,Falle::N,బోను,fälla
204,Schlinge::N,ఉరి,snara
205,Spur::N,జాడ,spår
206,Asche::N,బూడిద,aska
207,Dreck::N,ముఱికి,lort
208,Eisen::N,ఇనుము,järn
209,Gold::N,బంగారము,guld
210,Silber::N,వెండి,silver
211,Kohle::N,నేలబొగ్గు,kol
212,Glas::N,గాజు,glas
213,Lehm::N,బంకమన్ను,lera
214,Sand::N,ఇసుక,sand
215,Mensch::N,నరుడు,människa
216,Mann::N,పురుమడు,man
217,Frau::N,ఆడుది,kvinna
218,Kind::N,బిడ్డ,barn
219,Junge::N,బాలుడు,pojke
220,Mädchen::N,బాలిక,flicka
221,Familie::N,కుటుంబము,familj
222,Großvater::N,తాత,morfar
223,Großmutter::N,అయ్యమ్మ,farmor
224,Eltern::N,తల్లితండ్రులు,föräldrar
225,Vater::N,తండ్రి,far
226,Mutter::N,తల్లి,mor
227,Sohn::N,కొడుకు,son
228,Tochter::N,కూతురు,dotter
229,Bruder::N,పోదరుడు,bror
230,Schwester::N,సోదరి,syster
231,Onkel::N,మేనమామ,morbror
232,Tante::N,మేనత్త,tant
233,Tante::N,పినతల్లి,tant
234,Ehemann::N,భర్త,äkta man
235,Ehefrau::N,భార్య,hustru
236,Freude::N,సంతోషము,fröjd
237,Freude::N,సంతోషము,glädje
238,Gelächter::N,నవ్వు,åtlöje
239,Glück::N,సంతోషము,lycka
240,Kummer::N,దుఃఖము,sorg
241,Wunsch::N,కోరిక,önskan
242,Lust::N,కోరిక,lust
243,Geist::N,ఆత్మ,ande
244,Gedanke::N,ఆలోచన,tanke
245,Gedächtnis::N,జ్ఞాపకము,minne
246,Verstand::N,మనస్సు,förstånd
247,Sinn::N,అర్థము,mening
248,Sinn::N,అర్థము,betydelse
249,Grund::N,కారణము,skäl
250,Grund::N,కారణము,grund
251,Wahrheit::N,సత్యము,sanning
252,Gespräch::N,పంభాషణ,samtal
253,Märchen::N,అద్భుతకథ,saga
254,Erzählung::N,కథ,berättelse
255,Nachricht::N,వార్త,meddelande
256,Neuigkeit::N,వార్త,nyhet
257,Name::N,పేరు,namn
258,Rätsel::N,చిక్కు,gåta
259,Rede::N,ఉపన్యాసము,tal
260,Sprache::N,భాష,språk
261,Stimme::N,కంరథ్సని,stämma
262,Wort::N,మాట,ord
263,Zeichen::N,గుర్తు,tecken
264,Ruf::N,పిలువు,rop
265,Lärm::N,సందడి,bråk
266,Lärm::N,సందడి,oväsen
267,Laut::N,ధ్వని,ljud
268,Ton::N,స్వరము,ton
269,Lied::N,పాట,sång
270,Ruhe::N,గాలిలేమి,ro
271,Ruhe::N,గాలిలేమి,lugn
272,Leute::N,జనులు,folk
273,Volk::N,జాతి,folk
274,Arbeit::N,పని,arbete
275,Gast::N,అతిధి,gäst
276,Geschenk::N,దానము,gåva
277,Geschenk::N,దానము,present
278,Spiel::N,ఆట,lek
279,Spiel::N,ఆట,spel
280,Gesellschaft::N,జట్టు,sällskap
281,Hilfe::N,సాహాయ్యము,hjälp
282,Freund::N,స్నేహితుడు,vän
283,Kamerad::N,చెలికాడు,kamrat
284,Angelegenheit::N,విషయము,ärende
285,Angelegenheit::N,విషయము,angelägenhet
286,Anzahl::N,లెక్క,antal
287,Art::N,జాతి,art
288,Art::N,జాతి,slag
289,Stück::N,తునుక,stycke
290,Teil::N,భాగము,del
291,Hälfte::N,సగము,halva
292,Kreis::N,వృత్తము,krets
293,Kreis::N,వృత్తము,cirkel
294,Kreuz::N,సిలువ,kors
295,Kreuz::N,సిలువ,kryss
296,Linie::N,గీత,linje
297,Strich::N,గీత,streck
298,Abstand::N,సందు,avstånd
299,Entfernung::N,దూరము,avstånd
300,Gegend::N,విస్తీర్ణము,trakt
301,Platz::N,ఎడము,plats
302,Ort::N,స్థలము,plats
303,Ort::N,స్థలము,ställe
304,Seite::N,ప్రక్క,sida
305,Mitte::N,నడిమి,mitt
306,Gegenstand::N,పద్దు,föremål
307,Sache::N,వస్తువు,sak
308,Rand::N,అంచు,rand
309,Kante::N,అంచు,kant
310,Ecke::N,మూల,vrå
311,Ecke::N,మూల,hörn
312,Spitze::N,మొన,spets
313,Ende::N,కొన,ända
314,Loch::N,రంధ్రము,hål
315,Winkel::N,కోణము,vinkel
316,Muster::N,మాదిరి,mönster
317,Größe::N,పరిమాణము,storlek
318,Länge::N,పొడుగు,längd
319,Höhe::N,పొడుగు,höjd
320,Gewicht::N,భారము,tyngd
321,Menge::N,మొత్తము,mängd
322,Haufen::N,రాశి,hög
323,Reihe::N,వరుస,rad
324,Boot::N,పడవ,båt
325,Ruder::N,అడక,åra
326,Schlitten::N,సరవండ్లు,släde
327,Ski::N,స్కీ,skida
328,Lagerfeuer::N,నెగడు,lägereld
329,Last::N,బరువు,last
330,Last::N,బరువు,börda
331,Gang::N,నడక,gång
332,Schritt::N,అడుగు,steg
333,Norden::N,ఉత్తరదిక్కు,norr
334,Süden::N,దక్షిణము,söder
335,Westen::N,పడమర,väster
336,Osten::N,తూర్పు,öster
337,Holz::N,కొయ్య,trä
338,Brett::N,పలక,bräda
339,Platte::N,పలక,platta
340,Stütze::N,వాల్సేడ్లు,stöd
341,Stütze::N,వాల్సేడ్లు,stötta
342,Stange::N,స్తంభము,stång
343,Stock::N,కఱ్ఱ,käpp
344,Stock::N,కఱ్ఱ,pinne
345,Stab::N,కఱ్ఱ,stav
346,Rohr::N,గొట్టము,rör
347,Haus::N,ఇల్లు,hus
348,Heim::N,స్వగృహము,hem
349,Ofen::N,పొయ్యి,ugn
350,Fußboden::N,నేల,golv
351,Tisch::N,మేజా,bord
352,Stuhl::N,కుర్చీ,stol
353,Wiege::N,ఉయ్యాల,vagga
354,Bett::N,పడక,säng
355,Bett::N,మంచం,säng
356,Regal::N,అటక,hylla
357,Kiste::N,వెట్టె,låda
358,Fenster::N,కిటికి,fönster
359,Tür::N,ద్వారము,dörr
360,Tor::N,ద్వారము,port
361,Zaun::N,కంచె,staket
362,Zaun::N,కంచె,stängsel
363,Dach::N,ఇంటివైకప్పు,tak
364,Leiter::N,నిచ్చెన,stege
365,Besen::N,చీపురుకట్ట,kvast
366,Spaten::N,పాఱ,spade
367,Schaufel::N,పాఱ,skovel
368,Schaufel::N,పాఱ,skyffel
369,Gabel::N,ముండ్లగరిటె,gaffel
370,Löffel::N,గరిటె,sked
371,Messer::N,కత్తి,kniv
372,Nagel::N,మేకు,spik
373,Netz::N,వల,nät
374,Haken::N,కొక్కెము,krok
375,Griff::N,పిడి,tag
376,Griff::N,పిడి,handtag
377,Schloss::N,తాళము,las
378,Bild::N,చిత్రము,bild
379,Figur::N,రూపము,figur
380,Puppe::N,బొమ్మ,docka
381,Beutel::N,సంచి,påse
382,Bündel::N,మూట,bunt
383,Bündel::N,మూట,knippa
384,Tasche::N,సంచి,väska
385,Eimer::N,చేద,hink
386,Eimer::N,చేద,ämbar
387,Deckel::N,మూత,lock
388,Geschirr::N,వంటకాలు,servis
389,Geschirr::N,వంటకాలు,porslin
390,Sack::N,గోనెసంచి,säck
391,Tasse::N,గిన్నె,kopp
392,Topf::N,కుండ,gryta
393,Topf::N,కుండ,kastrull
394,Kessel::N,నీరుకాచుపాత్ర,kittel
395,Essen::N,ఆహారము,mål
396,Nahrung::N,ఆహారము,näring
397,Speise::N,ఆహారము,maträtt
398,Fleisch::N,మాంసము,kött
399,Getreide::N,ధాన్యము,säd
400,Getreide::N,ధాన్యము,spannmål
401,Brei::N,గుజ్జు,gröt
402,Brot::N,రొట్టె,bröd
403,Scheibe::N,బద్ద,skiva
404,Fett::N,క్రొవ్వు,fett
405,Butter::N,వెన్న,smör
406,Öl::N,నూనె,olja
407,Salz::N,ఉప్పు,salt
408,Suppe::N,చారు,soppa
409,Honig::N,తెనె,honung
410,Milch::N,పాలు,mjölk
411,Tee::N,తేనీరు,te
412,Leder::N,బాగుచేసివతోలు,läder
413,Wolle::N,ఉన్ని,ull
414,Wolle::N,ఉన్ని,ylle
415,Stoff::N,బట్ట,tyg
416,Stoff::N,బట్ట,stoff
417,Nadel::N,సూది,nål
418,Faden::N,దారము,tråd
419,Knopf::N,బొత్తాము,knapp
420,Knoten::N,ముడి,knut
421,Farbe::N,రంగు,färg
422,Kleidung::N,బట్టలు,klädsel
423,Hemd::N,చొక్కాయ,skjorta
424,Kragen::N,మాల,krage
425,Ärmel::N,చొక్కాయచెయ్యి,ärm
426,Hose::N,ఇజారు,byxor
427,Gürtel::N,పటకా,bälte
428,Mütze::N,టోపి,mössa
429,Schuh::N,పాదరక్ష,sko
430,Stiefel::N,బూటు,stövel
431,Ring::N,ఉంగరము,ring
432,Band::N,నాడా,band
433,Kamm::N,దువ్వెన,kam
434,Spiegel::N,అద్దము,spegel
435,Riemen::N,వాడా,rem
436,Schnur::N,దారము,snöre
437,Leine::N,వారు,lina
438,Decke::N,కంబళి,täcke
439,Kissen::N,తలగడ,dyna
440,Kissen::N,తలగడ,kudde
441,Tuch::N,బట్ట,sjal
442,Handtuch::N,తువాలు,handduk
443,Kraft::N,బలము,kraft
444,Stärke::N,శక్తి,styrka
445,Gesundheit::N,ఆరోగ్యము,hälsa
446,Krankheit::N,రోగము,sjukdom
447,Schmerz::N,నొప్పి,smärta
448,Wunde::N,గాయము,sår
449,Fieber::N,జ్వరము,feber
450,Arznei::N,మందు,medicin
451,Arznei::N,మందు,läkemedel
452,Brücke::N,వంతెన,bro
453,Brunnen::N,బావి,brunn
454,Brunnen::N,కూపము,brunn
455,Brunnen::N,నుయ్యి,brunn
456,Weide::N,పచ్చికబయలు,bete
457,Pfad::N,కాలిత్రోవ,stig
458,Weg::N,మార్గము,väg
459,Straße::N,బాట,gata
460,Dorf::N,గ్రామము,by
461,Stadt::N,పట్టణము,stad
462,Brief::N,జాబు,brev
463,Buch::N,పుస్తకము,bok
464,Buchstabe::N,అక్షరము,bokstav
465,Zeitung::N,వార్తాపత్రిక,tidning
466,Leben::N,ప్రాణము,liv
467,Tod::N,మరణము,död
468,Grab::N,సమాధి,grav
469,Kirche::N,క్రెస్తవులగుడి,kyrka
470,Sünde::N,పాపము,synd
471,Gott::N,దేవుడు,gud
472,Arbeiter::N,పనిపాటుచేశేవాడు,arbetare
473,Chef::N,యజమానుడు,chef
474,Meister::N,కళాకారుడు,mästare
475,Arzt::N,వైద్యుడు,läkare
476,Lehrer::N,ఉపాధ్యాయుడు,lärare
477,Geld::N,ద్రవ్యము,pengar
478,Geschäft::N,వ్యాపారము,rörelse
479,Laden::N,అంగడి,affär
480,Preis::N,వెల,pris
481,Ware::N,సరకులు,vara
482,Nutzen::N,ప్రయోజనము,gagn
483,Nutzen::N,ప్రయోజనము,nytta
484,Reichtum::N,ధనము,rikedom
485,Welt::N,ప్రపంచము,värld
486,Land::N,దేశము,land
487,Staat::N,రాజ్యము,stat
488,König::N,రాజు,kung
489,König::N,రాజు,konung
490,Macht::N,అధికారము,makt
491,Grenze::N,సరిహద్దు,gräns
492,Krieg::N,యుద్ధము,krig
493,Feind::N,శత్రువు,fiende
494,Gewalt::N,దౌర్జన్యము,våld
495,Kampf::N,పోట్లాట,kamp
496,Kampf::N,పోట్లాట,strid
497,Bogen[Waffe]::N,విల్లు,båge
498,Pfeil::N,బాణము,pil
499,Gewehr::N,తుపాకి,gevär
500,Fehler::N,తప్ప,fel
501,Lüge::N,అసత్యము,lögn
502,Schaden::N,నష్టము,skada
503,Unglück::N,దురదృష్టము,otur
504,Unglück::N,దురదృష్టము,olycka
505,Schuld::N,తప్పు,skuld
506,Alter::N,వయస్సు,ålder
507,Schluss::N,ముగింపు,slut
508,Zeit::N,కాలము,tid
509,Tag::N,దినము,dag
510,Morgen::N,ఉదయము,morgon
511,Mittag::N,మధ్యాహ్నము,middag
512,Abend::N,సాయంకాలము,kväll
513,Nacht::N,రత్రి,natt
514,Woche::N,వారము,vecka
515,Monat::N,నెల,månad
516,Jahr::N,సంవత్సరము,år
517,Frühling::N,వసంతకాలము,vår
518,Sommer::N,వేసవికాము,sommar
519,Herbst::N,ఆకురాలుకాలము,höst
520,Winter::N,శీతకాలము,vinter
521,Januar::N,జనవరి,januari
522,Februar::N,ఫిబ్రవరి,februari
523,März::N,మార్చి,mars
524,April::N,ఏప్రిలు,april
525,Mai::N,మే,maj
526,Juni::N,జూన్,juni
527,Juli::N,జూలై,juli
528,August::N,ఆగస్టు,augusti
529,September::N,సెప్ఠెంబరు,september
530,Oktober::N,అక్టోబరు,oktober
531,November::N,నవంబరు,november
532,Dezember::N,డిసెంబర్,december
533,Montag::N,సోమవారము,måndag
534,Dienstag::N,మంగళవారము,tisdag
535,Mittwoch::N,బుధవారము,onsdag
536,Donnerstag::N,గురువారము,torsdag
537,Freitag::N,శుక్రవారము,fredag
538,Samstag::N,శనివారము,lördag
539,Sonntag::N,ఆదివారము,söndag
540,groß::A,గొప్పైన,stor
541,klein::A,చిన్న,liten
542,lang::A,పొడుగాటి,lång
543,kurz::A,పొట్టి,kort
544,breit::A,వెడల్పైన,bred
545,schmal::A,ఇఱుకైన,smal
546,dicht::A,దట్టమైన,tät
547,dick[Gegenstand]::A,దట్టమైన,tjock
548,dünn::A,పలుచని,tunn
549,fein::A,నాజాకైన,fin
550,fest::A,దృడమైవ,fast
551,flach::A,చదువైన,platt
552,glatt::A,నున్నని,glatt
553,hart::A,కఠినమైన,hård
554,weich::A,మృదువైన,mjuk
555,rund::A,గుండ్రని,rund
556,spitz::A,మొనగల,toppig
557,spitz::A,మొనగల,spetsig
558,scharf::A,పదనైన,vass
559,scharf::A,పదనైన,skarp
560,stumpf::A,వాడిలేని,slö
561,schwer::A,బరువ్తెన,tung
562,schön::A,సుందరమైన,skön
563,schön::A,సుందరమైన,vacker
564,heiß::A,వేడియైన,het
565,warm::A,వెచ్చని,varm
566,kalt::A,చల్లని,kall
567,kühl::A,చల్లని,sval
568,kühl::A,చల్లని,kylig
569,frisch::A,తాజాయైన,färsk
570,feucht::A,చెమ్మగానున్న,fuktig
571,nass::A,తడిగామన్న,våt
572,trocken::A,ఎండిన,torr
573,voll::A,నిండు,full
574,leer::A,శూన్యమైన,tom
575,offen::A,తెఱచియున్న,öppen
576,geschlossen::A,మూసిన,stängd
577,sauber::A,పరిశుద్ధమైన,ren
578,schmutzig::A,ముఱికియైన,snuskig
579,roh::A,పచ్చి,rå
580,reif::A,పండివ,mogen
581,lecker::A,రుచి గల,läcker
582,süß::A,తియ్యని,söt
583,bitter::A,చేదైన,besk
584,bitter::A,చేదైన,bitter
585,sauer::A,పుల్లని,sur
586,hell::A,కాంతిగల,ljus
587,dunkel::A,చీకటియైన,mörk
588,schwarz::A,నల్లని,svart
589,weiß::A,తెలుపు,vit
590,rot::A,ఎఱ్ఱని,röd
591,gelb::A,పసుపు పచ్చ,gul
592,blau::A,నీలవర్ణము,blå
593,grün::A,ఆకుపచ్చని,grön
594,grau::A,నెరిసిన,grå
595,bunt::A,రంగేలీ,brokig
596,billig::A,చౌకయైన,billig
597,teuer::A,వెలపొడుగైన,dyr
598,wertvoll::A,విలుప్తెన,värdefull
599,blind::A,గ్రుడ్డి,blind
600,taub::A,చెవిటి,döv
601,kräftig::A,శక్తి గల,kraftig
602,stark::A,బలమైన,stark
603,schwach::A,బలహీనమైన,svag
604,fett::A,క్రొవ్విన,fet
605,schlank::A,సన్నని,slank
606,hübsch::A,సాగప్తెన,snygg
607,hübsch::A,సాగప్తెన,vacker
608,böse::A,చెడ్డ,ond
609,böse::A,చెడ్డ,elak
610,dumm::A,తెలివిలేని,dum
611,faul::A,సోమరియైన,lat
612,fleißig::A,శ్రద్దగల,flitig
613,geizig::A,పిసినారియైన,snål
614,geizig::A,పిసినారియైన,girig
615,klug::A,తెలివిగల,klok
616,geschickt::A,నిపుణతగల,händig
617,geschickt::A,నిపుణతగల,skicklig
618,lieb::A,ప్రియమైన,kär
619,lieb::A,ప్రియమైన,snäll
620,lustig::A,ఉల్లాసము గల,rolig
621,lustig::A,ఉల్లాసము గల,lustig
622,sanft::A,సాధువైన,mild
623,hungrig::A,ఆకలిగొనిన,hungrig
624,krank::A,వ్యాధిగల,sjuk
625,nackt::A,దిగంబరమైన,naken
626,traurig::A,విచారముగల,ledsen
627,traurig::A,విచారముగల,sorgsen
628,lebendig::A,ప్రాణముతో నున్న,levande
629,gut::A,మంచి,bra
630,schlecht::A,చెడ్డ,dålig
631,richtig::A,సరియైన,riktig
632,schlimm::A,అసహ్యమైన,illa
633,wahr::A,నిజమైన,sann
634,alt::A,ముసలి,gammal
635,neu::A,క్రొత్త,ny
636,ehemalig::A,పూర్వపు,forn
637,ehemalig::A,పూర్వపు,tidigare
638,alt[Lebewesen]::A,ముసలి,gammal
639,jung::A,పసి,ung
640,arm::A,బీద,fattig
641,reich::A,ధనవంతుడైన,rik
642,bekannt::A,తెలిసిన,känd
643,berühmt::A,ప్రపిద్దికెక్కివ,berömd
644,fremd::A,అన్యమైన,främmande
645,verschieden::A,భేదమైన,åtskillig
646,nah::A,దగ్గఱనున్న,nära
647,fern::A,దూరమందున్న,fjärran
648,linker::A,ఎడమప్రక్కగ,vänster
649,rechter::A,కుడి,höger
650,anderer::A,వేఱ్తెన,annan
651,erster::A,మొదటి,första
652,zweiter::A,రెండన,andra
653,dritter::A,మూడో,tredje
654,letzter::A,కడపటి,sist
655,allein::ADV,ఒంటిగా,allena
656,auf einmal::ADV,హరాత్తుగ,på en gång
657,zusammen::ADV,కలిసి,tillsammans
658,lange::ADV,బహుకాలము,länge
659,plötzlich::ADV,హరాత్తుగ,plötsligt
660,sofort::ADV,తక్షణము,strax
661,sofort::ADV,తక్షణము,genast
662,später::ADV,ఇటీవలి,senare
663,jetzt::ADV,ఇప్పుడు,nu
664,heute::ADV,నేడు,i dag
665,morgen::ADV,ఱేపు,i morgon
666,bald::ADV,శీఘ్రముగ,snart
667,dann::ADV,అప్పుడు,då
668,gestern::ADV,నిన్నటి దినము,i går
669,einst::ADV,పూర్వమొకప్పుడు,en gång
670,damals::ADV,అప్పుడు,då
671,damals::ADV,అప్పుడు,den gången
672,danach::ADV,అప్పుడు,därefter
673,vorher::ADV,ఎదుట,före
674,vorher::ADV,ఎదుట,förut
675,zuerst::ADV,మొదటిలో,först
676,einmal::ADV,ఒకసారి,en gång
677,manchmal::ADV,అప్పటప్పటికి,ibland
678,oft::ADV,తఱచుగా,ofta
679,immer::ADV,ఎల్లప్పుడు,alltid
680,niemals::ADV,ఎప్పుడునులేదు,aldrig
681,hier::ADV,ఇక్కడ,här
682,hierhin::ADV,ఇక్కడకు,hit
683,von hier::ADV,ఇక్కడనుండి,härifrån
684,dort::ADV,అక్కడ,där
685,dorthin::ADV,అక్కడికి,dit
686,geradeaus::ADV,సూటిగా,rätt fram
687,vorwärts::ADV,ముందుకు,fram
688,vorwärts::ADV,ముందుకు,framåt
689,rückwärts::ADV,వెనుకకు,baklänges
690,zurück::ADV,వెనుకభాగము,tillbaka
691,unten::ADV,క్రింద,nere
692,unten::ADV,క్రింద,nedanför
693,hinab::ADV,కిందికి,ned
694,hinab::ADV,కిందికి,nedåt
695,oben::ADV,మీద,ovan
696,oben::ADV,మీద,ovanpå
697,hinauf::ADV,పైకి,upp
698,hinauf::ADV,పైకి,uppåt
699,überall::ADV,అంతటా,överallt
700,nicht::ADV,కాదు,ej
701,nicht::ADV,కాదు,inte
702,ein wenig::ADV,కొంచెము,litet
703,kaum::ADV,చాలిచాలక,knappt
704,kaum::ADV,చాలిచాలక,knappast
705,sehr::ADV,చాల,mycket
706,so::ADV,ఆలాగున,så
707,noch::ADV,ఇప్పటికిని,än
708,noch::ADV,ఇప్పటికిని,ännu
709,nur::ADV,మాత్రము,bara
710,nur::ADV,మాత్రము,endast
711,schon::ADV,ఇదివఱకే,redan
712,wieder::ADV,తిరిగి,åter
713,vergebens::ADV,నిష్ఫలముగా,förgäves
714,vor::PRP,ముందు,utanför
