,Concept_ID,ca,te
88,Frost::N,glaçada,పేరిన మంచు
89,Kälte::N,fred,చలి
90,Hitze::N,calor,వేడిమి
91,Raureif::N,gebre,మంచు
92,Regenbogen::N,arc iris,ఇంద్రధనుస్సు
93,Donner::N,tro,ఉరుము
94,Strömung::N,corrent,ప్రవాహము
95,Tropfen::N,gota,చుక్క
96,Schaum::N,escuma,నురుగు
97,Schmutz::N,brutícia,మైల
98,See::N,llac,సరస్సు
99,Sumpf::N,pantà,చిత్తడినేల
100,Moor::N,pantà,చిత్తడినేల
101,Wiese::N,prat,పచ్చిక బయలు
102,Wiese::N,prada,పచ్చిక బయలు
103,Wald::N,bosc,అడవి
104,Hügel::N,puig,చివ్నకొండ
105,Hügel::N,pujol,చివ్నకొండ
106,Anhöhe::N,turó,కొండ
107,Berg::N,muntanya,పర్వతము
108,Gipfel::N,cim,శిఖరము
109,Höhle::N,cova,గుహ
110,Abhang::N,coster,ఏటవాలు
111,Quelle::N,font,మూలము
112,Bach::N,riera,కాలువ
113,Fluss::N,riu,నది
114,Ufer::N,riba,తీరము
115,Küste::N,costa,తీరము
116,Festland::N,terra ferma,భూమి
117,Meer::N,mar,సముద్రము
118,Bucht::N,cala,మరుగు
119,Bucht::N,badia,మరుగు
120,Insel::N,illa,దీవి
121,Blume::N,flor,పుష్పము
122,Gras::N,herba,పచ్చగడ్డి
123,Wurzel::N,rel,వేరు
124,Wurzel::N,arrel,వేరు
125,Baum::N,arbre,చెట్టు
126,Stamm::N,tronc,చెట్టుబోదె
127,Rinde::N,escorça,చెట్టుపట్ట
128,Ast::N,branca,కొమ్మ
129,Zweig::N,ram,చివుకు
130,Blatt::N,fulla,ఆకు
131,Birke::N,bedoll,తరహా చెట్టు
132,Kiefer[Baum]::N,pi,దేవదారు చెట్టు
133,Weide[Baum]::N,salze,జాతిచెట్టు
134,Tanne::N,avet,దేవదారుచెట్టు
135,Horn::N,corn,కొమ్ము
136,Horn::N,banya,కొమ్ము
137,Feder::N,ploma,ఈక
138,Fell::N,pell,తోలు
139,Flügel::N,ala,ఱెక్క
140,Klaue::N,urpa,వంకరగోరు
141,Kralle::N,grapa,వంకరగోరు
142,Schwanz::N,cua,తోక
143,Ei::N,ou,గ్రుడ్డు
144,Nest::N,niu,పక్షిగూడు
145,Bau::N,cau,గుహ
146,Tier::N,animāl,జంతువు
147,Herde::N,ramat,మంద
148,Kuh::N,vaca,ఆవు
149,Bulle::N,toro,గిత్త
150,Pferd::N,cavāll,గుఱ్ఱము
151,Schaf::N,be,గొఱ్ఱె
152,Schaf::N,ovella,గొఱ్ఱె
153,Schwein::N,bacó,పంది
154,Hund::N,ca,కుక్క
155,Hund::N,gos,కుక్క
156,Katze::N,gat,పిల్లి
157,Bär::N,ós,ఎలుగుబంటి
158,Eichhörnchen::N,esquirol,ఉడుత
159,Elch::N,ant,కణంజు
160,Fuchs::N,guilla,గుంటనక్క
161,Hase::N,llebre,కుందేలు
162,Maus::N,ratolí,చిట్టెలుక
163,Wolf::N,llop,తోడేలు
164,Vogel::N,au,పక్షి
165,Vogel::N,ocēll,పక్షి
166,Schwarm::N,bandada,గుంపు
167,Huhn::N,gallina,కోడిపిల్ల
168,Hahn::N,gall,కోడివుంజు
169,Gans::N,oca,ఆడుబాతు
170,Adler::N,àguila,గ్రద్ద
171,Ente::N,ànec,పాట్టిబాతు
172,Eule::N,òliba,గ్రుడ్లగూబ
173,Eule::N,mussol,గ్రుడ్లగూబ
174,Kranich::N,grua,కొంగ
175,Krähe::N,cornella,కాకి
176,Kuckuck::N,cucut,కోయల
177,Schwan::N,cigne,హంస
178,Fisch::N,peix,చేప
179,Barsch::N,perca,ఒకచేఁప
180,Hecht::N,lluç,గండుమీను
181,Schlange[Tier]::N,serp,పాము
182,Wurm::N,cuc,పురుగు
183,Spinne::N,aranya,సాలె పురుగు
184,Ameise::N,formiga,చీమ
185,Laus::N,poll,పేను
186,Mücke::N,mosquit,చీకటీగ
187,Fliege::N,mosca,ఈగ
188,Schmetterling::N,papallona,సీతాకోకచిలుక
189,Beere::N,baia,కాయ
190,Apfel::N,poma,ఆపిల్ పండు
191,Pilz::N,bolet,కుక్కగొడుగు
192,Zwiebel::N,ceba,నీరుల్లి
193,Saat::N,sembra,విత్తనము
194,Korn::N,gra,గింజ
195,Heu::N,fenc,ఎండుగడ్డి
196,Schale::N,closca,పొట్టు
197,Grube::N,sot,గొయ్యి
198,Grube::N,clot,గొయ్యి
199,Falle::N,trampa,బోను
200,Schlinge::N,baga,ఉరి
201,Spur::N,traça,జాడ
202,Asche::N,cendra,బూడిద
203,Dreck::N,llot,ముఱికి
204,Eisen::N,ferro,ఇనుము
205,Gold::N,or,బంగారము
206,Silber::N,plata,వెండి
207,Kohle::N,carbó,నేలబొగ్గు
208,Glas::N,vidre,గాజు
209,Lehm::N,fang,బంకమన్ను
210,Lehm::N,argila,బంకమన్ను
211,Sand::N,arena,ఇసుక
212,Mensch::N,humà,నరుడు
213,Mensch::N,persona,నరుడు
214,Mann::N,home,పురుమడు
215,Frau::N,dona,ఆడుది
216,Kind::N,nen,బిడ్డ
217,Junge::N,noi,బాలుడు
218,Mädchen::N,noia,బాలిక
219,Familie::N,família,కుటుంబము
220,Großvater::N,avi,తాత
221,Großmutter::N,àvia,అయ్యమ్మ
222,Eltern::N,pares,తల్లితండ్రులు
223,Vater::N,pare,తండ్రి
224,Mutter::N,mare,తల్లి
225,Sohn::N,fill,కొడుకు
226,Tochter::N,filla,కూతురు
227,Bruder::N,germà,పోదరుడు
228,Schwester::N,germana,సోదరి
229,Onkel::N,oncle,మేనమామ
230,Tante::N,tia,మేనత్త
231,Tante::N,tia,పినతల్లి
232,Ehemann::N,espòs,భర్త
233,Ehefrau::N,muller,భార్య
234,Freude::N,goig,సంతోషము
235,Freude::N,alegria,సంతోషము
236,Gelächter::N,riallada,నవ్వు
237,Glück::N,felicitat,సంతోషము
238,Kummer::N,pena,దుఃఖము
239,Wunsch::N,desig,కోరిక
240,Lust::N,ganes,కోరిక
241,Geist::N,ment,ఆత్మ
242,Geist::N,esperit,ఆత్మ
243,Gedanke::N,pensament,ఆలోచన
244,Gedächtnis::N,memòria,జ్ఞాపకము
245,Verstand::N,raó,మనస్సు
246,Verstand::N,seny,మనస్సు
247,Sinn::N,solta,అర్థము
248,Sinn::N,sentit,అర్థము
249,Grund::N,raó,కారణము
250,Grund::N,causa,కారణము
251,Wahrheit::N,veritāt,సత్యము
252,Gespräch::N,conversa,పంభాషణ
253,Märchen::N,conte,అద్భుతకథ
254,Erzählung::N,narració,కథ
255,Nachricht::N,missatge,వార్త
256,Neuigkeit::N,novetat,వార్త
257,Name::N,nom,పేరు
258,Rätsel::N,endevinalla,చిక్కు
259,Rede::N,discurs,ఉపన్యాసము
260,Sprache::N,llēngua,భాష
261,Stimme::N,veu,కంరథ్సని
262,Wort::N,mot,మాట
263,Wort::N,paraula,మాట
264,Zeichen::N,signe,గుర్తు
265,Zeichen::N,senyal,గుర్తు
266,Ruf::N,crida,పిలువు
267,Lärm::N,sorōll,సందడి
268,Laut::N,so,ధ్వని
269,Ton::N,to,స్వరము
270,Lied::N,cançó,పాట
271,Ruhe::N,calma,గాలిలేమి
272,Ruhe::N,silenci,గాలిలేమి
273,Leute::N,gent,జనులు
274,Volk::N,poble,జాతి
275,Arbeit::N,labor,పని
276,Arbeit::N,treball,పని
277,Gast::N,hoste,అతిధి
278,Geschenk::N,regal,దానము
279,Geschenk::N,obsequi,దానము
280,Spiel::N,joc,ఆట
281,Gesellschaft::N,companyia,జట్టు
282,Hilfe::N,ajut,సాహాయ్యము
283,Freund::N,amīc,స్నేహితుడు
284,Kamerad::N,company,చెలికాడు
285,Kamerad::N,camarada,చెలికాడు
286,Angelegenheit::N,afer,విషయము
287,Angelegenheit::N,assumpte,విషయము
288,Anzahl::N,nombre,లెక్క
289,Anzahl::N,quantitat,లెక్క
290,Art::N,tipus,జాతి
291,Art::N,classe,జాతి
292,Stück::N,peça,తునుక
293,Teil::N,part,భాగము
294,Hälfte::N,meitat,సగము
295,Kreis::N,cercle,వృత్తము
296,Kreuz::N,creu,సిలువ
297,Linie::N,línia,గీత
298,Strich::N,traç,గీత
299,Strich::N,ratlla,గీత
300,Abstand::N,distància,సందు
301,Entfernung::N,distància,దూరము
302,Gegend::N,regió,విస్తీర్ణము
303,Gegend::N,contrada,విస్తీర్ణము
304,Platz::N,cabuda,ఎడము
305,Ort::N,lloc,స్థలము
306,Seite::N,banda,ప్రక్క
307,Seite::N,costāt,ప్రక్క
308,Mitte::N,mig,నడిమి
309,Mitte::N,centre,నడిమి
310,Gegenstand::N,objecte,పద్దు
311,Sache::N,cosa,వస్తువు
312,Rand::N,vora,అంచు
313,Rand::N,marge,అంచు
314,Kante::N,caire,అంచు
315,Kante::N,cantell,అంచు
316,Ecke::N,cantonada,మూల
317,Spitze::N,punta,మొన
318,Ende::N,cap,కొన
319,Loch::N,forāt,రంధ్రము
320,Winkel::N,racó,కోణము
321,Muster::N,dibuix,మాదిరి
322,Muster::N,disseny,మాదిరి
323,Größe::N,grandària,పరిమాణము
324,Länge::N,longitud,పొడుగు
325,Höhe::N,altura,పొడుగు
326,Höhe::N,altitud,పొడుగు
327,Gewicht::N,pes,భారము
328,Menge::N,quantitat,మొత్తము
329,Haufen::N,pila,రాశి
330,Reihe::N,fila,వరుస
331,Boot::N,bot,పడవ
332,Boot::N,barca,పడవ
333,Ruder::N,rem,అడక
334,Schlitten::N,trineu,సరవండ్లు
335,Ski::N,esquí,స్కీ
336,Lagerfeuer::N,foc de campament,నెగడు
337,Last::N,càrrega,బరువు
338,Gang::N,marxa,నడక
339,Schritt::N,pas,అడుగు
340,Norden::N,nord,ఉత్తరదిక్కు
341,Süden::N,sud,దక్షిణము
342,Westen::N,oest,పడమర
343,Westen::N,occident,పడమర
344,Osten::N,est,తూర్పు
345,Osten::N,orient,తూర్పు
346,Holz::N,fusta,కొయ్య
347,Brett::N,taula,పలక
348,Platte::N,placa,పలక
349,Stütze::N,suport,వాల్సేడ్లు
350,Stange::N,vara,స్తంభము
351,Stock::N,pal,కఱ్ఱ
352,Stab::N,bastó,కఱ్ఱ
353,Rohr::N,tub,గొట్టము
354,Haus::N,casa,ఇల్లు
355,Heim::N,llar,స్వగృహము
356,Ofen::N,estufa,పొయ్యి
357,Fußboden::N,terra,నేల
358,Tisch::N,taula,మేజా
359,Stuhl::N,cadira,కుర్చీ
360,Wiege::N,bressol,ఉయ్యాల
361,Bett::N,llit,పడక
362,Bett::N,llit,మంచం
363,Regal::N,prestatgeria,అటక
364,Kiste::N,caixa,వెట్టె
365,Fenster::N,finestra,కిటికి
366,Tür::N,porta,ద్వారము
367,Tor::N,portal,ద్వారము
368,Zaun::N,tanca,కంచె
369,Dach::N,teulada,ఇంటివైకప్పు
370,Leiter::N,escala,నిచ్చెన
371,Leiter::N,escala de mà,నిచ్చెన
372,Besen::N,escombra,చీపురుకట్ట
373,Spaten::N,pala,పాఱ
374,Schaufel::N,pala,పాఱ
375,Gabel::N,forquilla,ముండ్లగరిటె
376,Löffel::N,cullera,గరిటె
377,Messer::N,coltell,కత్తి
378,Nagel::N,clau,మేకు
379,Netz::N,filat,వల
380,Haken::N,ganxo,కొక్కెము
381,Griff::N,puny,పిడి
382,Griff::N,mànec,పిడి
383,Schloss::N,pany,తాళము
384,Bild::N,imatge,చిత్రము
385,Figur::N,figura,రూపము
386,Puppe::N,nina,బొమ్మ
387,Beutel::N,bossa,సంచి
388,Bündel::N,feix,మూట
389,Bündel::N,paquet,మూట
390,Tasche::N,bossa,సంచి
391,Eimer::N,galleda,చేద
392,Deckel::N,tapa,మూత
393,Deckel::N,tapadora,మూత
394,Geschirr::N,vaixella,వంటకాలు
395,Sack::N,sac,గోనెసంచి
396,Sack::N,saca,గోనెసంచి
397,Tasse::N,tassa,గిన్నె
398,Topf::N,pot,కుండ
399,Topf::N,olla,కుండ
400,Kessel::N,caldera,నీరుకాచుపాత్ర
401,Essen::N,àpat,ఆహారము
402,Essen::N,menjada,ఆహారము
403,Nahrung::N,aliment,ఆహారము
404,Speise::N,plat,ఆహారము
405,Fleisch::N,carn,మాంసము
406,Getreide::N,cereals,ధాన్యము
407,Brei::N,puré,గుజ్జు
408,Brot::N,pa,రొట్టె
409,Scheibe::N,tall,బద్ద
410,Scheibe::N,llesca,బద్ద
411,Fett::N,greix,క్రొవ్వు
412,Butter::N,mantega,వెన్న
413,Öl::N,oli,నూనె
414,Salz::N,sal,ఉప్పు
415,Suppe::N,sopa,చారు
416,Honig::N,mel,తెనె
417,Milch::N,llet,పాలు
418,Tee::N,te,తేనీరు
419,Leder::N,cuir,బాగుచేసివతోలు
420,Wolle::N,llana,ఉన్ని
421,Stoff::N,tela,బట్ట
422,Nadel::N,agulla,సూది
423,Faden::N,fil,దారము
424,Knopf::N,botó,బొత్తాము
425,Knoten::N,nus,ముడి
426,Farbe::N,pintura,రంగు
427,Kleidung::N,roba,బట్టలు
428,Kleidung::N,vestits,బట్టలు
429,Hemd::N,camisa,చొక్కాయ
430,Kragen::N,coll,మాల
431,Ärmel::N,màniga,చొక్కాయచెయ్యి
432,Hose::N,pantalōns,ఇజారు
433,Gürtel::N,cinturó,పటకా
434,Mütze::N,gorra,టోపి
435,Schuh::N,sabata,పాదరక్ష
436,Stiefel::N,bota,బూటు
437,Ring::N,anell,ఉంగరము
438,Band::N,veta,నాడా
439,Band::N,cinta,నాడా
440,Kamm::N,pinta,దువ్వెన
441,Spiegel::N,mirāll,అద్దము
442,Riemen::N,corretja,వాడా
443,Schnur::N,corda,దారము
444,Leine::N,corretja,వారు
445,Decke::N,manta,కంబళి
446,Decke::N,flassada,కంబళి
447,Kissen::N,coixí,తలగడ
448,Tuch::N,mocador,బట్ట
449,Handtuch::N,tovallola,తువాలు
450,Kraft::N,força,బలము
451,Stärke::N,vigor,శక్తి
452,Gesundheit::N,salut,ఆరోగ్యము
453,Krankheit::N,malaltia,రోగము
454,Schmerz::N,dolor,నొప్పి
455,Wunde::N,ferida,గాయము
456,Fieber::N,febre,జ్వరము
457,Arznei::N,medicament,మందు
458,Brücke::N,pont,వంతెన
459,Brunnen::N,pou,బావి
460,Brunnen::N,pou,కూపము
461,Brunnen::N,pou,నుయ్యి
462,Weide::N,pastura,పచ్చికబయలు
463,Pfad::N,senda,కాలిత్రోవ
464,Pfad::N,sender,కాలిత్రోవ
465,Weg::N,camí,మార్గము
466,Straße::N,carretera,బాట
467,Dorf::N,poble,గ్రామము
468,Stadt::N,ciutāt,పట్టణము
469,Brief::N,carta,జాబు
470,Buch::N,llibre,పుస్తకము
471,Buchstabe::N,lletra,అక్షరము
472,Zeitung::N,diāri,వార్తాపత్రిక
473,Leben::N,vida,ప్రాణము
474,Tod::N,mort,మరణము
475,Grab::N,tomba,సమాధి
476,Kirche::N,església,క్రెస్తవులగుడి
477,Sünde::N,pecat,పాపము
478,Gott::N,déu,దేవుడు
479,Arbeiter::N,obrer,పనిపాటుచేశేవాడు
480,Chef::N,cap,యజమానుడు
481,Meister::N,mestre,కళాకారుడు
482,Arzt::N,metge,వైద్యుడు
483,Lehrer::N,mestre,ఉపాధ్యాయుడు
484,Geld::N,dinērs,ద్రవ్యము
485,Geschäft::N,negoci,వ్యాపారము
486,Laden::N,tenda,అంగడి
487,Laden::N,botiga,అంగడి
488,Preis::N,preu,వెల
489,Ware::N,mercaderia,సరకులు
490,Nutzen::N,profit,ప్రయోజనము
491,Reichtum::N,riquesa,ధనము
492,Welt::N,món,ప్రపంచము
493,Land::N,país,దేశము
494,Staat::N,estat,రాజ్యము
495,König::N,rei,రాజు
496,Macht::N,poder,అధికారము
497,Macht::N,potència,అధికారము
498,Grenze::N,frontera,సరిహద్దు
499,Krieg::N,guerra,యుద్ధము
500,Feind::N,enemic,శత్రువు
501,Gewalt::N,violència,దౌర్జన్యము
502,Kampf::N,lluita,పోట్లాట
503,Bogen[Waffe]::N,arc,విల్లు
504,Pfeil::N,fletxa,బాణము
505,Gewehr::N,fusell,తుపాకి
506,Gewehr::N,escopeta,తుపాకి
507,Fehler::N,falta,తప్ప
508,Lüge::N,mentida,అసత్యము
509,Schaden::N,dany,నష్టము
510,Unglück::N,desgràcia,దురదృష్టము
511,Schuld::N,culpa,తప్పు
512,Alter::N,edat,వయస్సు
513,Schluss::N,fi,ముగింపు
514,Schluss::N,final,ముగింపు
515,Zeit::N,temps,కాలము
516,Tag::N,dia,దినము
517,Morgen::N,matí,ఉదయము
518,Mittag::N,migdia,మధ్యాహ్నము
519,Abend::N,vespre,సాయంకాలము
520,Nacht::N,nit,రత్రి
521,Woche::N,setmana,వారము
522,Monat::N,mes,నెల
523,Jahr::N,any,సంవత్సరము
524,Frühling::N,primavera,వసంతకాలము
525,Sommer::N,estīu,వేసవికాము
526,Herbst::N,tardor,ఆకురాలుకాలము
527,Winter::N,hivērn,శీతకాలము
528,Januar::N,gener,జనవరి
529,Februar::N,febrer,ఫిబ్రవరి
530,März::N,març,మార్చి
531,April::N,abril,ఏప్రిలు
532,Mai::N,maig,మే
533,Juni::N,juny,జూన్
534,Juli::N,juliol,జూలై
535,August::N,agost,ఆగస్టు
536,September::N,setembre,సెప్ఠెంబరు
537,Oktober::N,octubre,అక్టోబరు
538,November::N,novembre,నవంబరు
539,Dezember::N,desembre,డిసెంబర్
540,Montag::N,dilluns,సోమవారము
541,Dienstag::N,dimarts,మంగళవారము
542,Mittwoch::N,dimecres,బుధవారము
543,Donnerstag::N,dijous,గురువారము
544,Freitag::N,divendres,శుక్రవారము
545,Samstag::N,dissabte,శనివారము
546,Sonntag::N,diumenge,ఆదివారము
547,groß::A,gros,గొప్పైన
548,klein::A,petīt,చిన్న
549,lang::A,llarg,పొడుగాటి
550,kurz::A,curt,పొట్టి
551,breit::A,ample,వెడల్పైన
552,schmal::A,estret,ఇఱుకైన
553,dicht::A,dens,దట్టమైన
554,dick[Gegenstand]::A,gruixūt,దట్టమైన
555,dünn::A,prim,పలుచని
556,fein::A,fi,నాజాకైన
557,fest::A,ferm,దృడమైవ
558,fest::A,sòlid,దృడమైవ
559,flach::A,pla,చదువైన
560,glatt::A,llis,నున్నని
561,hart::A,dur,కఠినమైన
562,weich::A,tou,మృదువైన
563,rund::A,rodó,గుండ్రని
564,spitz::A,punxegut,మొనగల
565,scharf::A,agut,పదనైన
566,stumpf::A,rom,వాడిలేని
567,stumpf::A,esmussat,వాడిలేని
568,schwer::A,pesāt,బరువ్తెన
569,schön::A,bonīc,సుందరమైన
570,heiß::A,calēnt,వేడియైన
571,warm::A,càlid,వెచ్చని
572,kalt::A,fred,చల్లని
573,kühl::A,fresc,చల్లని
574,frisch::A,fresc,తాజాయైన
575,feucht::A,humit,చెమ్మగానున్న
576,nass::A,mullat,తడిగామన్న
577,trocken::A,sec,ఎండిన
578,voll::A,ple,నిండు
579,leer::A,buit,శూన్యమైన
580,offen::A,obert,తెఱచియున్న
581,geschlossen::A,tancat,మూసిన
582,sauber::A,net,పరిశుద్ధమైన
583,schmutzig::A,brut,ముఱికియైన
584,roh::A,cru,పచ్చి
585,reif::A,madur,పండివ
586,lecker::A,deliciós,రుచి గల
587,süß::A,dolç,తియ్యని
588,bitter::A,amarg,చేదైన
589,sauer::A,agre,పుల్లని
590,hell::A,clar,కాంతిగల
591,dunkel::A,fosc,చీకటియైన
592,schwarz::A,negre,నల్లని
593,weiß::A,blanc,తెలుపు
594,rot::A,vermēll,ఎఱ్ఱని
595,gelb::A,groc,పసుపు పచ్చ
596,blau::A,blau,నీలవర్ణము
597,grün::A,verd,ఆకుపచ్చని
598,grau::A,gris,నెరిసిన
599,bunt::A,multicolor,రంగేలీ
600,billig::A,barat,చౌకయైన
601,teuer::A,car,వెలపొడుగైన
602,wertvoll::A,preciós,విలుప్తెన
603,blind::A,cec,గ్రుడ్డి
604,taub::A,sord,చెవిటి
605,kräftig::A,fort,శక్తి గల
606,kräftig::A,vigorós,శక్తి గల
607,stark::A,fort,బలమైన
608,schwach::A,feble,బలహీనమైన
609,fett::A,gras,క్రొవ్విన
610,schlank::A,esvelt,సన్నని
611,hübsch::A,maco,సాగప్తెన
612,böse::A,dolent,చెడ్డ
613,dumm::A,ximple,తెలివిలేని
614,dumm::A,estúpid,తెలివిలేని
615,faul::A,gandūl,సోమరియైన
616,faul::A,mandrós,సోమరియైన
617,fleißig::A,diligēnt,శ్రద్దగల
618,geizig::A,avar,పిసినారియైన
619,klug::A,intel·ligent,తెలివిగల
620,geschickt::A,hàbil,నిపుణతగల
621,lieb::A,amat,ప్రియమైన
622,lieb::A,estimat,ప్రియమైన
623,lustig::A,alegre,ఉల్లాసము గల
624,sanft::A,suau,సాధువైన
625,hungrig::A,afamat,ఆకలిగొనిన
626,krank::A,malālt,వ్యాధిగల
627,nackt::A,nu,దిగంబరమైన
628,traurig::A,trist,విచారముగల
629,lebendig::A,viu,ప్రాణముతో నున్న
630,gut::A,bo,మంచి
631,schlecht::A,dolēnt,చెడ్డ
632,richtig::A,just,సరియైన
633,richtig::A,correcte,సరియైన
634,schlimm::A,greu,అసహ్యమైన
635,wahr::A,vertader,నిజమైన
636,wahr::A,veritable,నిజమైన
637,alt::A,vell,ముసలి
638,neu::A,nou,క్రొత్త
639,ehemalig::A,antic,పూర్వపు
640,alt[Lebewesen]::A,vell,ముసలి
641,jung::A,jove,పసి
642,arm::A,pobre,బీద
643,reich::A,ric,ధనవంతుడైన
644,bekannt::A,conegut,తెలిసిన
645,berühmt::A,famós,ప్రపిద్దికెక్కివ
646,fremd::A,estrany,అన్యమైన
647,verschieden::A,diferent,భేదమైన
648,nah::A,pròxim,దగ్గఱనున్న
649,fern::A,llunyà,దూరమందున్న
650,fern::A,distant,దూరమందున్న
651,linker::A,esquerre,ఎడమప్రక్కగ
652,rechter::A,dret,కుడి
653,anderer::A,altre,వేఱ్తెన
654,erster::A,primer,మొదటి
655,zweiter::A,segon,రెండన
656,dritter::A,tercer,మూడో
657,letzter::A,últim,కడపటి
658,allein::ADV,sol,ఒంటిగా
659,auf einmal::ADV,d'una vegada,హరాత్తుగ
660,zusammen::ADV,junt,కలిసి
661,lange::ADV,molt de temps,బహుకాలము
662,plötzlich::ADV,de cop,హరాత్తుగ
663,plötzlich::ADV,de sobte,హరాత్తుగ
664,sofort::ADV,de seguida,తక్షణము
665,später::ADV,més tard,ఇటీవలి
666,jetzt::ADV,ara,ఇప్పుడు
667,heute::ADV,avūi,నేడు
668,morgen::ADV,demà,ఱేపు
669,bald::ADV,aviāt,శీఘ్రముగ
670,dann::ADV,després,అప్పుడు
671,gestern::ADV,ahir,నిన్నటి దినము
672,einst::ADV,anteriorment,పూర్వమొకప్పుడు
673,damals::ADV,llavōrs,అప్పుడు
674,damals::ADV,aleshores,అప్పుడు
675,danach::ADV,després,అప్పుడు
676,vorher::ADV,abāns,ఎదుట
677,zuerst::ADV,primer,మొదటిలో
678,einmal::ADV,una vegada,ఒకసారి
679,manchmal::ADV,de vegades,అప్పటప్పటికి
680,oft::ADV,sovint,తఱచుగా
681,immer::ADV,sempre,ఎల్లప్పుడు
682,niemals::ADV,no ... mai,ఎప్పుడునులేదు
683,hier::ADV,aquí,ఇక్కడ
684,hierhin::ADV,per aquí,ఇక్కడకు
685,von hier::ADV,des d'aquí,ఇక్కడనుండి
686,dort::ADV,allí,అక్కడ
687,dorthin::ADV,hi,అక్కడికి
688,geradeaus::ADV,tot dret,సూటిగా
689,vorwärts::ADV,endavānt,ముందుకు
690,rückwärts::ADV,endarrera,వెనుకకు
691,zurück::ADV,darrere,వెనుకభాగము
692,unten::ADV,a baix,క్రింద
693,hinab::ADV,cap avall,కిందికి
694,oben::ADV,dalt,మీద
695,hinauf::ADV,cap amunt,పైకి
696,überall::ADV,pertot,అంతటా
697,überall::ADV,per tot arreu,అంతటా
698,nicht::ADV,no,కాదు
699,ein wenig::ADV,una mica,కొంచెము
700,kaum::ADV,a penes,చాలిచాలక
701,sehr::ADV,molt,చాల
702,so::ADV,així,ఆలాగున
703,noch::ADV,encara,ఇప్పటికిని
704,nur::ADV,només,మాత్రము
705,schon::ADV,ja,ఇదివఱకే
706,wieder::ADV,de nou,తిరిగి
707,vergebens::ADV,en va,నిష్ఫలముగా
708,vor::PRP,davānt,ముందు
709,vor::PRP,enfront de,ముందు
710,hinter::PRP,darrera,వెనుక
