,Concept_ID,eu,ady
112,Moor::N,zohikaztegi,орыжъ
113,Wiese::N,larre,хъупӏэ́
114,Wiese::N,larre,мэкъупӏ
115,Wiese::N,belardi,хъупӏэ́
116,Wiese::N,belardi,мэкъупӏ
117,Wald::N,baso,мэзы́
118,Wald::N,oihan,мэзы́
119,Hügel::N,muino,ӏуашъхь
120,Hügel::N,pentoka,ӏуашъхь
121,Anhöhe::N,garai,чӏыӏэтыгъ
122,Anhöhe::N,goragune,чӏыӏэтыгъ
123,Berg::N,mendi,къушъхьэ́
124,Gipfel::N,gain,шыгу
125,Gipfel::N,tontor,шыгу
126,Höhle::N,kobazulo,гъочӏэгъ
127,Abhang::N,aldapa,чапэ
128,Quelle::N,iturri,псынэчэ́чъ
129,Quelle::N,iturbegi,псынэчэ́чъ
130,Bach::N,lats,псышкуашку
131,Bach::N,erreka,псышкуашку
132,Fluss::N,ibai,псыхъо́
133,Fluss::N,uhaitz,псыхъо́
134,Ufer::N,bazter,нэпкъы
135,Küste::N,itsasalde,ӏушъо
136,Festland::N,lehor,чӏл́ыгу
137,Meer::N,itsaso,хы
138,Bucht::N,golko,хыблыгу
139,Insel::N,irla,хыгъэхъу́н
140,Insel::N,uharte,хыгъэхъу́н
141,Blume::N,lili,къэгъа́гь
142,Gras::N,belar,уцы́
143,Wurzel::N,zuztar,лъапсэ́
144,Wurzel::N,sustrai,лъапсэ́
145,Baum::N,zuhaitz,чъыгы́
146,Stamm::N,enbor,пкъы
147,Rinde::N,azal,пхъашъо́
148,Ast::N,adar,куамэ
149,Zweig::N,abar,къутамэ́
150,Blatt::N,hosto,тхьап
151,Birke::N,urki,пчэн
152,Kiefer[Baum]::N,ler,сэснэй
153,Weide[Baum]::N,zume,пце́л
154,Weide[Baum]::N,sahats,пце́л
155,Tanne::N,izei,ель
156,Horn::N,adar,бжъэ
157,Feder::N,luma,къамӏы́й
158,Feder::N,hegaki,къамӏы́й
159,Fell::N,ile,шъо
160,Fell::N,larru,шъо
161,Flügel::N,hego,тамэ́
162,Klaue::N,atzapar,лъэбжъа́н
163,Kralle::N,erpe,лъакъо
164,Kralle::N,atzapar,лъакъо
165,Schwanz::N,isats,кӏэ
166,Schwanz::N,buztan,кӏэ
167,Ei::N,arrautza,кӏэнкӏэ́
168,Nest::N,habia,набгъо́
169,Bau::N,ohantze,гъу
170,Bau::N,ohantze,бы
171,Tier::N,abere,псэу́шъхь
172,Tier::N,piztia,псэу́шъхь
173,Herde::N,saldo,ӏэхъогъу
174,Herde::N,abere talde,ӏэхъогъу
175,Kuh::N,behi,чэмы́
176,Bulle::N,zezen,цу
177,Pferd::N,zaldi,шы
178,Schaf::N,ardi,мэлы́
179,Schwein::N,urde,къо
180,Schwein::N,txerri,къо
181,Hund::N,txakur,бьэ
182,Katze::N,katu,чэты́у
183,Bär::N,hartz,мышъэ́
184,Eichhörnchen::N,urtxintxa,цызэ́
185,Elch::N,altze,лось
186,Fuchs::N,azeri,баджэ́
187,Hase::N,erbi,тхьакӏумкӏы́хь
188,Maus::N,sagu,цыгъо́
189,Wolf::N,otso,тыгъу́жъ
190,Vogel::N,txori,бзы́у
191,Vogel::N,hegazti,бзы́у
192,Schwarm::N,aldra,отэр
193,Huhn::N,oilo,чэты́
194,Hahn::N,oilar,атакъэ́
195,Gans::N,antzara,къа́з
196,Adler::N,arrano,
197,Ente::N,ahate,псычэ́т
198,Eule::N,hontza,тыгъурыгъу
199,Kranich::N,kurrilo,къэрэ́у
200,Krähe::N,bele,къолэ́жъ
201,Kuckuck::N,kuku,куку́у
202,Schwan::N,beltxarga,
203,Fisch::N,arrain,пцэжъы́й
204,Barsch::N,perka,тхыкъэц
205,Hecht::N,lutxo,лэнд
206,Schlange[Tier]::N,suge,блэ́
207,Wurm::N,har,хьамлыу
208,Spinne::N,armiarma,бэдж
209,Ameise::N,inurri,къамзэ́гу
210,Laus::N,zorri,цӏэ
211,Mücke::N,eltxo,аргъо́й
212,Fliege::N,euli,бадзэ́
213,Schmetterling::N,pinpirin,хьампӏыра́шъу
214,Schmetterling::N,tximeleta,хьампӏыра́шъу
215,Beere::N,baia,маткӏо
216,Apfel::N,sagar,мыӏэры́с
217,Pilz::N,onddo,хьаӏу
218,Pilz::N,perretxiko,хьаӏу
219,Zwiebel::N,tipula,бжьыны́
220,Saat::N,haziak,чылапхъ
221,Korn::N,ale,цэ
222,Korn::N,pikor,цэ
223,Heu::N,belar ondu,мэкъу
224,Schale::N,azal,кӏы́шъу
225,Grube::N,hobi,машэ́
226,Falle::N,harrapagailu,зэраубытырэ́ ӏэмэпсы́м
227,Schlinge::N,bilur,бзыуубыт
228,Schlinge::N,xedera,бзыуубыт
229,Spur::N,lorratz,ужы
230,Spur::N,lorratz,лъэуж
231,Asche::N,errauts,яжьэ́
232,Dreck::N,satsukeria,псынжъы
233,Eisen::N,burdina,гыучӏы́
234,Eisen::N,burdina,къэнджа́л
235,Gold::N,urre,дышъэ́
236,Gold::N,urregorri,дышъэ́
237,Silber::N,zilar,тыжьы́н
238,Silber::N,urrezuri,тыжьы́н
239,Kohle::N,ikatz,шӏомыкӏ
240,Glas::N,beira,апч
241,Lehm::N,buztin,етӏагъо́
242,Sand::N,harea,пшахъо
243,Sand::N,hondar,пшахъо
244,Mensch::N,gizaki,цӏыфы́
245,Mann::N,gizon,хъулъфы́гъ
246,Frau::N,andere,бӏылъфыгъэ́
247,Frau::N,emakume,бӏылъфыгъэ́
248,Kind::N,haur,кӏэлэцӏы́кӏу
249,Junge::N,mutil,кӏэлэцӏы́кӏу
250,Mädchen::N,neska,пшъэшъэжъый
251,Familie::N,sendi,быны́
252,Familie::N,sendi,уна́гъу
253,Familie::N,familia,быны́
254,Familie::N,familia,уна́гъу
255,Großvater::N,aitona,тэтэ́жъ
256,Großvater::N,aitatxi,тэтэ́жъ
257,Großmutter::N,amona,нэнэ́жъ
258,Großmutter::N,amatxi,нэнэ́жъ
259,Eltern::N,gurasoak,ны-тыхэ́р
260,Vater::N,aita,ты
261,Mutter::N,ama,ны
262,Sohn::N,seme,къо
263,Tochter::N,alaba,пхъу
264,Bruder::N,neba,шы
265,Bruder::N,anaia,шы
266,Schwester::N,ahizpa,шы́пхъу
267,Onkel::N,osaba,янэ́ш
268,Tante::N,izeba,атэшыпхъу
269,Ehemann::N,senar,лӏы
270,Ehefrau::N,emazte,шъу́з
271,Freude::N,poz,гушӏуа́гъу
272,Freude::N,pozkari,гушӏуа́гъу
273,Gelächter::N,barre,щхыныр
274,Gelächter::N,karkara,щхыныр
275,Glück::N,zori,насы́п
276,Kummer::N,xangrin,тхьамыкӏагъу
277,Kummer::N,atsekabe,тхьамыкӏагъу
278,Wunsch::N,nahi,шӏонгъоны́гъ
279,Wunsch::N,nahikunde,шӏонгъоны́гъ
280,Lust::N,gogo,шӏонгъоны́гъ
281,Geist::N,gogo,гу
282,Gedanke::N,gogoeta,гупшыс
283,Gedächtnis::N,oroimen,память
284,Gedächtnis::N,gogoramen,память
285,Verstand::N,adimen,акъы́л
286,Verstand::N,ulermen,акъы́л
287,Sinn::N,zentzu,мэхьанэ
288,Grund::N,zergati,ушъхьагъу
289,Wahrheit::N,egia,шъыпкъэ́
290,Gespräch::N,hizketa,гущыӏ
291,Gespräch::N,elkarrizketa,гущыӏ
292,Märchen::N,ipuin,пшысэ
293,Erzählung::N,edesti,къэба́р
294,Erzählung::N,kontakizun,къэба́р
295,Nachricht::N,albiste,къэба́р
296,Neuigkeit::N,berri,къэбарыкӏ
297,Name::N,izen,цӏэ
298,Rätsel::N,asmakizun,коджэхь-къоджэшх
299,Rede::N,hitzaldi,гущыӏ
300,Rede::N,mintzaldi,гущыӏ
301,Sprache::N,hizkuntza,бзэ
302,Stimme::N,ahots,макъэ́
303,Wort::N,hitz,гущыӏ
304,Zeichen::N,agerbide,тамы́гъ
305,Zeichen::N,agergarri,тамы́гъ
306,Ruf::N,dei,джэ макъ
307,Lärm::N,zarata,макъэ
308,Lärm::N,harrabots,макъэ
309,Laut::N,hots,макъэ
310,Ton::N,tonu,
311,Ton::N,soinu,
312,Lied::N,abesti,орэ́д
313,Ruhe::N,nasaitasun,самбырыныгъ
314,Leute::N,jende,цӏыфхэ́р
315,Volk::N,herri,цӏыф лъэпкъ
316,Volk::N,populu,цӏыф лъэпкъ
317,Arbeit::N,lan,ӏофшӏакӏэ́н
318,Gast::N,arrotz,хьакӏэ́
319,Gast::N,apopilo,хьакӏэ́
320,Geschenk::N,opari,шӏухьафтын
321,Spiel::N,jolas,еоны́р
322,Spiel::N,jolas,джэгуны́р
323,Spiel::N,jolas,къегъэӏоны́р
324,Gesellschaft::N,gizarte,обществ
325,Hilfe::N,helpide,ӏэпыӏэгъу
326,Hilfe::N,laguntza,ӏэпыӏэгъу
327,Freund::N,lagun,ныбджэгъу
328,Kamerad::N,adiskide,ныбджэгъу
329,Kamerad::N,lagunkide,ныбджэгъу
330,Angelegenheit::N,afera,ӏофы́
331,Anzahl::N,kopuru,пчъагъэ́
332,Art::N,mota,изэрэщы́т
333,Art::N,mota,лъэпкъ
334,Stück::N,puska,такъы́р
335,Teil::N,atal,щыщ
336,Teil::N,atal,ӏахь
337,Hälfte::N,erdi,ныкъо́
338,Kreis::N,biribilki,хъура́й
339,Kreuz::N,gurutze,къащ
340,Linie::N,linea,хъахъ
341,Linie::N,linea,итхъа́гъ
342,Strich::N,marra,хъахъ
343,Strich::N,marra,итхъагъ
344,Abstand::N,tarte,азыфагу
345,Entfernung::N,urrunera,чӏыгууанэ
346,Gegend::N,alderdi,чӏыпӏэ́
347,Gegend::N,eskualde,чӏыпӏэ́
348,Platz::N,leku,азыфагу
349,Ort::N,toki,чӏыпӏэ́
350,Seite::N,albo,лъэны́къу
351,Mitte::N,erdi,гузэ́гу
352,Gegenstand::N,gauzaki,пкъыгъо
353,Sache::N,gauza,
354,Rand::N,ertz,цакӏэ́
355,Kante::N,ertz,цэгэналъ
356,Ecke::N,kantoi,къогъу
357,Spitze::N,punta,пакӏэ
358,Ende::N,buru,кӏэ
359,Ende::N,mutur,кӏэ
360,Loch::N,zulo,гъуа́н
361,Winkel::N,zoko,къогъу
362,Winkel::N,bazter,къогъу
363,Muster::N,eredu,тхыпхъэ
364,Muster::N,marrazki,тхыпхъэ
365,Größe::N,kaizu,иина́гъ
366,Größe::N,tamaina,иина́гъ
367,Länge::N,luzera,икӏыхьа́гъ
368,Höhe::N,goiera,лъэгагъ
369,Höhe::N,garaiera,лъэгагъ
370,Gewicht::N,hazta,онтэгъугъэ́
371,Menge::N,kopuru,пчъагъэ́
372,Haufen::N,pila,ӏат
373,Haufen::N,mendoi,ӏат
374,Reihe::N,ilara,саты́р
375,Reihe::N,errenkada,саты́р
376,Boot::N,potin,къуашъо́
377,Boot::N,txalupa,къуашъо́
378,Ruder::N,arraun,къошъобэ́щ
379,Schlitten::N,lera,
380,Schlitten::N,narra,
381,Ski::N,eski,лыжэхэр
382,Lagerfeuer::N,su,пхъэмашӏу
383,Last::N,zama,
384,Last::N,karga,
385,Gang::N,ibilera,кӏоныр
386,Schritt::N,pauso,лъэубэ́къу
387,Schritt::N,urrats,лъэубэ́къу
388,Norden::N,ipar,темы́р
389,Norden::N,iparralde,темы́р
390,Süden::N,hego,къыблэ́
391,Süden::N,hegoalde,къыблэ́
392,Westen::N,sartalde,тыгъэкъохьа́пӏ
393,Westen::N,mendebalde,тыгъэкъохьа́пӏ
394,Osten::N,ekialde,тыгьэкъокӏы́пӏ
395,Osten::N,sortalde,тыгьэкъокӏы́пӏ
396,Holz::N,zur,чъыгы́
397,Brett::N,ohol,пхъэ́мбгъу
398,Platte::N,lauza,упсыхьагъ
399,Stütze::N,irozgarri,кӏэгъэкъон
400,Stütze::N,bermagailu,кӏэгъэкъон
401,Stange::N,haga,къорэ́гъ
402,Stock::N,makila,бэщ
403,Stab::N,makila,бэщ кӏы́хь
404,Rohr::N,hodi,онджэкъ
405,Haus::N,etxe,унэ́
406,Heim::N,etxe,унэ́
407,Heim::N,etxaleku,унэ́
408,Ofen::N,berogailu,гъэжъэн
409,Fußboden::N,zoru,джэхашъу
410,Tisch::N,mahai,стол
411,Stuhl::N,aulki,пхъэнтӏэ́кӏу
412,Wiege::N,kuma,кушъэ́
413,Wiege::N,sehaska,кушъэ́
414,Bett::N,ohe,пӏэкӏо́р
415,Bett::N,ohatze,пӏэкӏо́р
416,Regal::N,apalategi,мэкӏай
417,Kiste::N,kutxa,ящык
418,Fenster::N,leiho,шъхьаныгъу́пчъ
419,Tür::N,ate,пчъэ
420,Tor::N,atari,къэла́пчъ
421,Zaun::N,hesi,шӏыхьагъэ́
422,Dach::N,teilatu,шъхьэ́
423,Leiter::N,zurubi,лъэо́й
424,Leiter::N,zurubi,дэкӏояпӏэ́
425,Besen::N,erratz,пхъэнкӏы́пхъ
426,Spaten::N,burdinpala,къазгъы́р
427,Schaufel::N,pala,хэӏалъ
428,Gabel::N,sardexka,цацэ
429,Löffel::N,koilara,джэмы́шх
430,Messer::N,aizto,шъэжъы́й
431,Nagel::N,iltze,гъучӏыӏу́н
432,Netz::N,sare,хъытыу
433,Haken::N,mako,хьажтӏаркъу
434,Griff::N,eskutoki,къопс
435,Schloss::N,sarraila,ӏункӏы́бз
436,Bild::N,irudi,сурэ́т
437,Figur::N,figura,
438,Puppe::N,panpina,нысхъа́п
439,Puppe::N,andrakila,нысхъа́п
440,Beutel::N,zorro,дзыо́
441,Bündel::N,azao,
442,Bündel::N,espal,
443,Tasche::N,poltsa,ӏэлъмэ́къ
444,Eimer::N,treska,щалъ
445,Deckel::N,tapa,шъхьэ
446,Deckel::N,estalki,шъхьэ
447,Geschirr::N,baxera,хьакъу-шыкъу
448,Geschirr::N,ontziteria,хьакъу-шыкъу
449,Sack::N,zaku,дзыо́
450,Tasse::N,kikara,чашк
451,Topf::N,ontzi,кастрюль
452,Topf::N,lapiko,кастрюль
453,Kessel::N,pazia,шыуа́н
454,Essen::N,janaldi,шхэн
455,Nahrung::N,jan,шхэн
456,Speise::N,jaki,шхыныгъу
457,Fleisch::N,okela,лы
458,Fleisch::N,haragi,лы
459,Getreide::N,labore,лэжьыгъацэ́
460,Brei::N,ahi,пӏастэ́
461,Brei::N,pure,пӏастэ́
462,Brot::N,ogi,хьалыгъу
463,Scheibe::N,xerra,такъы́р
464,Scheibe::N,pirripita,такъы́р
465,Fett::N,urin,дагъэ́
466,Fett::N,koipe,дагъэ́
467,Butter::N,gurin,тхъу
468,Öl::N,olio,тхъу
469,Salz::N,gatz,щыгъу
470,Suppe::N,zopa,хьантхъупс
471,Suppe::N,salda,хьантхъупс
472,Honig::N,ezti,шъоу́
473,Milch::N,esne,щэ
474,Tee::N,te,щай
475,Leder::N,larru,кӏы́шъу
476,Wolle::N,artile,цы
477,Stoff::N,ehun,шэкӏы
478,Nadel::N,orratz,бгъэ́хаӏу
479,Nadel::N,jostorratz,бгъэ́хаӏу
480,Faden::N,hari,ӏуда́н
481,Knopf::N,botoi,занкӏэу
482,Knoten::N,korapilo,зэкъодзапӏэ
483,Farbe::N,pintura,краск
484,Kleidung::N,arropa,щыгъы́ны
485,Kleidung::N,jantziak,щыгъы́ны
486,Hemd::N,atorra,джан
487,Hemd::N,alkandora,джан
488,Kragen::N,idun,пшъапӏ
489,Ärmel::N,mahuka,гъуап
490,Hose::N,prakak,гъончэ́дж
491,Hose::N,galtzak,гъончэ́дж
492,Gürtel::N,gerriko,бгыры́пх
493,Mütze::N,txano,паӏо́
494,Mütze::N,txapel,паӏо́
495,Schuh::N,oski,
496,Schuh::N,oinetako,
497,Stiefel::N,bota,щазым
498,Ring::N,uztai,ӏэлъы́н
499,Band::N,zinta,лент
500,Band::N,xingola,лент
501,Kamm::N,orrazi,мажь
502,Spiegel::N,mirail,гъундж
503,Riemen::N,uhal,бгыры́пх
504,Schnur::N,lokailu,кӏапсэ́
505,Leine::N,lotura,шъокӏапс
506,Decke::N,burusi,чыхӏэн
507,Kissen::N,kuxin,шъхьант
508,Tuch::N,zapi,шъхьэтехъу
509,Tuch::N,oihal,шъхьэтехъу
510,Handtuch::N,eskuzapi,ӏаплъэкӏ
511,Handtuch::N,eskuoihal,ӏаплъэкӏ
512,Kraft::N,indar,къары́у
513,Kraft::N,indar,кӏуачӏэ́
514,Stärke::N,indar,кӏуачӏэ́
515,Gesundheit::N,osasun,псауныгъ
516,Krankheit::N,eritasun,узы
517,Krankheit::N,gaixotasun,узы
518,Schmerz::N,min,узы
519,Wunde::N,zauri,уӏагъэ́
520,Fieber::N,sukar,техьа́гъу
521,Fieber::N,sukar,жъоку
522,Arznei::N,osagai,ӏэзэ́гъу
523,Arznei::N,sendagai,ӏэзэ́гъу
524,Brücke::N,zubi,лъэмы́д ж
525,Brunnen::N,putzu,псынэ́
526,Weide::N,alha,хъупӏэ́
527,Weide::N,bazkaleku,хъупӏэ́
528,Pfad::N,zidor,лъагъу
529,Pfad::N,bidexka,лъагъу
530,Weg::N,bide,гъо́гу
531,Straße::N,errepide,гъо́гу
532,Dorf::N,herri,къуа́дж
533,Stadt::N,hiri,къалэ́
534,Brief::N,gutun,тхэн
535,Brief::N,gutun,письмэ
536,Brief::N,eskutitz,тхэн
537,Brief::N,eskutitz,письмэ
538,Buch::N,liburu,тхы́лъ
539,Buchstabe::N,hizki,хьары́ф
540,Zeitung::N,egunkari,газет
541,Leben::N,bizi,гъашӏэ́
542,Leben::N,bizitza,гъашӏэ́
543,Tod::N,herio,аджал
544,Tod::N,heriotza,аджал
545,Grab::N,hobi,бэны́
546,Grab::N,hilobi,бэны́
547,Kirche::N,eliza,чылы́с
548,Sünde::N,hoben,гунахь
549,Sünde::N,bekatu,гунахь
550,Gott::N,jainko,тхьэ
551,Arbeiter::N,langile,рабоч
552,Arbeiter::N,behargin,рабоч
553,Chef::N,nagusi,гъэр
554,Meister::N,maisu,ӏэпыӏа́с
555,Arzt::N,osagile,
556,Arzt::N,sendagile,
557,Lehrer::N,irakasle,кӏэлэегъа́дж
558,Geld::N,diru,ахъщ
559,Geschäft::N,negozio,ӏофшӏэн
560,Laden::N,denda,туча́н
561,Laden::N,saltegi,туча́н
562,Preis::N,prezio,уасэ́
563,Preis::N,salneurri,уасэ́
564,Ware::N,salgai,хьап-щып
565,Nutzen::N,onura,чар
566,Nutzen::N,onura,федэ́
567,Nutzen::N,probetxu,чар
568,Nutzen::N,probetxu,федэ́
569,Reichtum::N,aberastasun,байныгъ
570,Welt::N,ludi,дуна́й
571,Welt::N,mundu,дуна́й
572,Land::N,herrialde,хэгъэ́́гу
573,Staat::N,estatu,къэралыгъу
574,König::N,errege,пачъы́хь
575,Macht::N,botere,шынэгъакзэ́
576,Grenze::N,muga,гъуна́пкъ
577,Krieg::N,guda,зао́
578,Feind::N,etsai,пы́и
579,Feind::N,arerio,пы́и
580,Gewalt::N,bortxa,егъэзыгъэныгъ
581,Gewalt::N,bortizkeria,егъэзыгъэныгъ
582,Kampf::N,gudu,бэнэныгъ
583,Kampf::N,auska,бэнэныгъ
584,Bogen[Waffe]::N,arku,щабз
585,Pfeil::N,gezi,щэбза́щ
586,Gewehr::N,fusil,шхонч
587,Fehler::N,huts,хэукъоныгъ
588,Fehler::N,hutsegin,хэукъоныгъ
589,Lüge::N,gezur,пцӏы
590,Schaden::N,kalte,зэра́р
591,Unglück::N,zoritxar,тхьамыкӏагъу
592,Unglück::N,zorigaitz,тхьамыкӏагъу
593,Schuld::N,erru,мысагъэ́
594,Alter::N,adin,ныбжь
595,Schluss::N,bukaera,кӏэ
596,Zeit::N,aldi,уахътэ́
597,Zeit::N,denbora,уахътэ́
598,Tag::N,egun,мафэ́
599,Morgen::N,goiz,пчэды́жь
600,Mittag::N,eguerdi,щэджагьу́
601,Abend::N,arrats,пчыхьэ́
602,Nacht::N,gau,чэщы́
603,Woche::N,aste,тхьамафэ́
604,Monat::N,hil,мазэ́
605,Jahr::N,urte,илъэ́с
606,Frühling::N,udalehen,гъатхэ́
607,Sommer::N,uda,гъэмафэ́
608,Herbst::N,udazken,бжыхьэ́
609,Herbst::N,neguantz,бжыхьэ́
610,Winter::N,negu,кӏыма́ф
611,Januar::N,urtarril,январь
612,Februar::N,otsail,февраль
613,März::N,martxo,март
614,April::N,apiril,апрель
615,Mai::N,maiatz,май
616,Juni::N,ekain,июнь
617,Juli::N,uztail,июль
618,August::N,abuztu,август
619,September::N,irail,сентябрь
620,Oktober::N,urri,октябрь
621,November::N,azaro,ноябрь
622,Dezember::N,abendu,декабрь
623,Montag::N,astelehen,блыпэ́
624,Dienstag::N,astearte,гъубдж
625,Mittwoch::N,asteazken,бэрэскэжъый
626,Donnerstag::N,ostegun,мэфэ́ку
627,Freitag::N,ostiral,бэрэскэшху
628,Samstag::N,larunbat,шэмбэ́т
629,Sonntag::N,igande,тхьаума́ф
630,groß::A,handi,ины́
631,klein::A,txiki,цӏы́кӏу
632,lang::A,luze,кӏыхьэ́
633,kurz::A,labur,кӏэкӏы́
634,breit::A,zabal,шъуамбгъо́
635,schmal::A,mehar,бгъузэ́
636,dicht::A,sarri,ӏужъу́
637,dicht::A,trinko,ӏужъу́
638,dick[Gegenstand]::A,lodi,ӏужъу́
639,dünn::A,mehe,пӏуакӏэ́
640,fein::A,fin,пӏуакӏэ́
641,fest::A,tinko,пытэ́
642,flach::A,lau,тешъо́
643,flach::A,ordoki,тешъо́
644,glatt::A,leun,зэны́бжь
645,hart::A,gogor,пытэ́
646,weich::A,bigun,шъабэ́
647,weich::A,beratz,шъабэ́
648,rund::A,biribil,хъура́й
649,spitz::A,puntadun,папцӏэ́
650,scharf::A,zorrotz,чан
651,stumpf::A,kamuts,цако́
652,schwer::A,astun,онтэ́гъу
653,schwer::A,pisutsu,онтэ́гъу
654,schön::A,eder,дахэ́
655,heiß::A,bero,жъо́ркъ
656,heiß::A,oso bero,жъо́ркъ
657,warm::A,bero,фабэ́у
658,kalt::A,hotz,чъыӏэ́
659,kühl::A,hotzil,чъыӏэтагъ
660,frisch::A,fresko,чъыӏэтагъ
661,frisch::A,hozkirri,чъыӏэтагъ
662,feucht::A,heze,шынагъэ зиӏэ
663,feucht::A,heze,шынэгъакӏэ зиӏэ
664,nass::A,busti,цӏынэ́
665,trocken::A,siku,гъушъ
666,trocken::A,siku,чъэпхъыгъ
667,trocken::A,lehor,гъушъ
668,trocken::A,lehor,чъэпхъыгъ
669,voll::A,bete,из
670,voll::A,bete,изыбз
671,leer::A,huts,нэкӏы́
672,offen::A,ireki,зэдэхыгъэ
673,geschlossen::A,itxita,зэфэшӏыгъ
674,sauber::A,xahu,къабзэ́
675,sauber::A,garbi,къабзэ́
676,schmutzig::A,lohi,шӏо́и
677,schmutzig::A,zikin,шӏо́и
678,roh::A,gordin,мыжъо́
679,reif::A,umo,чъэпхъыгъ
680,reif::A,heldu,чъэпхъыгъ
681,lecker::A,goxo,го́хьы
682,süß::A,goxo,ӏэшӏу
683,bitter::A,karmin,дыджы́
684,bitter::A,garratz,дыджы́
685,sauer::A,mingots,хафэ́
686,hell::A,argi,нэфын
687,dunkel::A,ilun,мэзэхэ
688,schwarz::A,beltz,шӏуцӏэ
689,weiß::A,zuri,фыжьы́
690,rot::A,gorri,плъыжьы́
691,gelb::A,hori,гъожьы́
692,blau::A,urdin,шхъуантӏэ
