,Concept_ID,myv,es
111,Anhöhe::N,пандыне,cerro
112,Berg::N,пандо,monte
113,Berg::N,пандо,montaña
114,Gipfel::N,пря,cima
115,Gipfel::N,пря,cumbre
116,Höhle::N,пещера,cueva
117,Höhle::N,пещера,caverna
118,Abhang::N,пандочама,cuesta
119,Abhang::N,пандочама,declive
120,Quelle::N,ушодкс,fuente
121,Quelle::N,ушодкс,manantial
122,Bach::N,чудикерькс,arroyo
123,Fluss::N,лей,río
124,Ufer::N,чире,orilla
125,Küste::N,лейчире,costa
126,Festland::N,мода,tierra firme
127,Meer::N,моря,mar
128,Bucht::N,усия,cala
129,Bucht::N,усия,bahía
130,Insel::N,усия,isla
131,Blume::N,цеця,flor
132,Gras::N,тикше,hierba
133,Wurzel::N,юр,raíz
134,Wurzel::N,ундокс,raíz
135,Baum::N,чувто,árbol
136,Stamm::N,рунго,tronco
137,Rinde::N,суд,corteza
138,Rinde::N,керь,corteza
139,Ast::N,морго,rama
140,Zweig::N,тарад,ramo
141,Blatt::N,лопа,hoja
142,Birke::N,килей,abedul
143,Kiefer[Baum]::N,пиче,pino
144,Weide[Baum]::N,каль,sauce
145,Tanne::N,куз,abeto
146,Horn::N,сюро,asta
147,Horn::N,сюро,cuerno
148,Feder::N,толга,pluma
149,Fell::N,пона,piel
150,Flügel::N,сёлмо,ala
151,Klaue::N,кенже,garra
152,Kralle::N,кенже,uña
153,Kralle::N,кенже,garra
154,Schwanz::N,пуло,cola
155,Ei::N,ал,huevo
156,Nest::N,пизэ,nido
157,Bau::N,варя,madriguera
158,Bau::N,пизе,madriguera
159,Tier::N,ракша,animal
160,Herde::N,стада,rebaño
161,Kuh::N,скал,vaca
162,Bulle::N,бука,toro
163,Pferd::N,лишме,caballo
164,Schaf::N,реве,oveja
165,Schwein::N,туво,cerdo
166,Hund::N,пине,perro
167,Hund::N,киска,perro
168,Katze::N,псака,gato
169,Bär::N,овто,oso
170,Eichhörnchen::N,ур,ardilla
171,Elch::N,сярдо,alce
172,Fuchs::N,ривезь,zorro
173,Hase::N,нумоло,liebre
174,Maus::N,чеерь,ratón
175,Wolf::N,верьгиз,lobo
176,Vogel::N,нармунь,ave
177,Vogel::N,нармунь,pájaro
178,Schwarm::N,полк,bandada
179,Schwarm::N,стада,bandada
180,Huhn::N,сараз,gallina
181,Hahn::N,атякш,gallo
182,Gans::N,гала,oca
183,Gans::N,гала,ganso
184,Gans::N,мацей,oca
185,Gans::N,мацей,ganso
186,Adler::N,куцькан,águila
187,Adler::N,тумоатякш,águila
188,Ente::N,яксярго,pato
189,Eule::N,корж,lechuza
190,Kranich::N,карго,grulla
191,Krähe::N,варака,corneja
192,Kuckuck::N,куко,cuco
193,Schwan::N,локсей,cisne
194,Fisch::N,кал,pez
195,Barsch::N,окунь,perca
196,Hecht::N,щука,lucio
197,Schlange[Tier]::N,гуй,serpiente
198,Wurm::N,сукс,gusano
199,Spinne::N,шанжав,araña
200,Ameise::N,коткудав,hormiga
201,Laus::N,сий,piojo
202,Mücke::N,сеське,mosquito
203,Fliege::N,карво,mosca
204,Schmetterling::N,нимиляв,mariposa
205,Beere::N,умарь,baya
206,Apfel::N,умарь,manzana
207,Pilz::N,панго,seta
208,Pilz::N,панго,hongo
209,Zwiebel::N,чурька,cebolla
210,Saat::N,видьметь,siembra
211,Korn::N,сюро,grano
212,Heu::N,тикше,heno
213,Schale::N,кедь,cáscara
214,Schale::N,ваткавкс,cáscara
215,Grube::N,латко,foso
216,Falle::N,тувор,trampa
217,Falle::N,кундамка,trampa
218,Schlinge::N,килькш,lazo
219,Spur::N,челькс,huella
220,Spur::N,пильгеки,huella
221,Asche::N,кулов,ceniza
222,Dreck::N,рудаз,suciedad
223,Eisen::N,кшни,hierro
224,Gold::N,сырне,oro
225,Silber::N,сия,plata
226,Kohle::N,сэдь,carbón
227,Kohle::N,уголия,carbón
228,Glas::N,сулика,vidrio
229,Glas::N,сулика,cristal
230,Lehm::N,сёвонь,barro
231,Sand::N,човар,arena
232,Mensch::N,ломань,hombre
233,Mensch::N,ломань,ser humano
234,Mann::N,аля,hombre
235,Mann::N,цёраломань,hombre
236,Frau::N,ава,mujer
237,Kind::N,эйкакш,niño
238,Junge::N,цёрыне,chico
239,Junge::N,цёрыне,muchacho
240,Mädchen::N,тейтерне,chica
241,Mädchen::N,тейтерне,muchacha
242,Familie::N,семия,familia
243,Großvater::N,покштя,abuelo
244,Großmutter::N,баба,abuela
245,Eltern::N,тетят-ават,padres
246,Vater::N,тетя,padre
247,Mutter::N,ава,madre
248,Sohn::N,цёра,hijo
249,Tochter::N,тейтерь,hija
250,Bruder::N,леля,hermano
251,Bruder::N,ялакс,hermano
252,Schwester::N,сазор,hermana
253,Onkel::N,леля,tío
254,Tante::N,патя,tía
255,Ehemann::N,мирде,esposo
256,Ehefrau::N,ни,esposa
257,Freude::N,кеняркс,placer
258,Freude::N,кеняркс,alegría
259,Gelächter::N,ракамо,risa
260,Gelächter::N,ракамо,carcajada
261,Gelächter::N,пейдема,risa
262,Gelächter::N,пейдема,carcajada
263,Glück::N,уцяска,felicidad
264,Kummer::N,рискс,pena
265,Kummer::N,мелявкс,pena
266,Wunsch::N,мель,deseo
267,Wunsch::N,бажамо,deseo
268,Lust::N,бажамо,ganas
269,Geist::N,ойме,mente
270,Geist::N,ойме,espíritu
271,Gedanke::N,мель,idea
272,Gedanke::N,мель,pensamiento
273,Gedächtnis::N,мель,memoria
274,Verstand::N,прев,razón
275,Verstand::N,прев,entendimiento
276,Sinn::N,толк,sentido
277,Sinn::N,толк,significado
278,Sinn::N,смысла,sentido
279,Sinn::N,смысла,significado
280,Grund::N,тувтал,causa
281,Wahrheit::N,видечи,verdad
282,Gespräch::N,кортнема,conversación
283,Märchen::N,ёвкс,cuento
284,Erzählung::N,ёвтнема,cuento
285,Erzählung::N,ёвтнема,narración
286,Nachricht::N,куля,mensaje
287,Neuigkeit::N,куля,noticia
288,Name::N,лем,nombre
289,Rätsel::N,содамоёвкс,acertijo
290,Rätsel::N,содамоёвкс,adivinanza
291,Rede::N,кортамо,discurso
292,Sprache::N,кель,lengua
293,Stimme::N,ваигель,voz
294,Wort::N,вал,palabra
295,Zeichen::N,теште,señal
296,Ruf::N,тердема,llamada
297,Lärm::N,шалнома,ruido
298,Lärm::N,шалнома,barullo
299,Laut::N,вайгель,sonido
300,Ton::N,гайнема,tono
301,Lied::N,моро,canción
302,Ruhe::N,оймамо,calma
303,Ruhe::N,оймамо,silencio
304,Leute::N,ломанть,gente
305,Volk::N,народ,pueblo
306,Arbeit::N,тев,trabajo
307,Gast::N,инже,huésped
308,Gast::N,инже,invitado
309,Geschenk::N,казне,regalo
310,Spiel::N,налксема,juego
311,Gesellschaft::N,община,compañía
312,Hilfe::N,лездамо,ayuda
313,Hilfe::N,лездамо,socorro
314,Freund::N,оя,amigo
315,Freund::N,ялга,amigo
316,Kamerad::N,оя,camarada
317,Kamerad::N,оя,compañero
318,Kamerad::N,ялга,camarada
319,Kamerad::N,ялга,compañero
320,Angelegenheit::N,тев,asunto
321,Anzahl::N,ламоксчи,cantidad
322,Art::N,вид,tipo
323,Art::N,вид,clase
324,Stück::N,пакш,pieza
325,Stück::N,пелькс,pieza
326,Teil::N,часть,parte
327,Teil::N,пелькс,parte
328,Hälfte::N,пель,mitad
329,Hälfte::N,пелькс,mitad
330,Kreis::N,кирькс,círculo
331,Kreuz::N,крёст,cruz
332,Linie::N,кикс,línea
333,Strich::N,межа,raya
334,Strich::N,межа,trazo
335,Abstand::N,ютко,distancia
336,Entfernung::N,ютко,distancia
337,Gegend::N,тарка,región
338,Gegend::N,тарка,comarca
339,Gegend::N,пертьпелькс,región
340,Gegend::N,пертьпелькс,comarca
341,Platz::N,васолкс,espacio
342,Ort::N,тарка,sitio
343,Seite::N,ён,lado
344,Seite::N,ён,costado
345,Seite::N,чире,lado
346,Seite::N,чире,costado
347,Mitte::N,куншка,medio
348,Mitte::N,куншка,centro
349,Gegenstand::N,предмет,objeto
350,Sache::N,тев,cosa
351,Sache::N,веща,cosa
352,Rand::N,пе,borde
353,Rand::N,чире,borde
354,Kante::N,ирдез,borde
355,Ecke::N,ужо,esquina
356,Spitze::N,пряне,punta
357,Spitze::N,пе,punta
358,Ende::N,пе,cabo
359,Ende::N,пе,extremo
360,Loch::N,варя,agujero
361,Loch::N,варя,abertura
362,Winkel::N,ужо,ángulo
363,Muster::N,сёрма,dibujo
364,Größe::N,сэрь,tamaño
365,Größe::N,покшолма,tamaño
366,Länge::N,кувалмо,longitud
367,Höhe::N,сэрь,altura
368,Höhe::N,сэрь,altitud
369,Höhe::N,пандо,altura
370,Höhe::N,пандо,altitud
371,Gewicht::N,сталмо,peso
372,Menge::N,лововкс,cantidad
373,Haufen::N,мар,montón
374,Haufen::N,валявкс,montón
375,Reihe::N,ряд,fila
376,Boot::N,венч,bote
377,Boot::N,венч,barca
378,Ruder::N,милё,remo
379,Schlitten::N,нурдт,trineo
380,Ski::N,сокс,esquí
381,Lagerfeuer::N,толбандя,hoguera
382,Last::N,сталмо,carga
383,Last::N,кандома,carga
384,Gang::N,молема,marcha
385,Gang::N,якамо,marcha
386,Schritt::N,эскелькс,paso
387,Norden::N,якшамо ёнкс,norte
388,Süden::N,лембе ёнкс,sur
389,Westen::N,чивалгома,oeste
390,Osten::N,чилисема,este
391,Holz::N,чувто,madera
392,Brett::N,лаз,tabla
393,Platte::N,плита,placa
394,Platte::N,плита,plancha
395,Stütze::N,неже,sostén
396,Stütze::N,неже,soporte
397,Stange::N,олга,vara
398,Stange::N,олга,percha
399,Stock::N,мандо,palo
400,Stock::N,мандо,bastón
401,Stab::N,олога,vara
402,Stab::N,олога,bastón
403,Rohr::N,турба,tubo
404,Haus::N,кудо,casa
405,Heim::N,кудо,hogar
406,Ofen::N,каштомо,estufa
407,Fußboden::N,киякс,suelo
408,Tisch::N,столь,mesa
409,Stuhl::N,стул,silla
410,Wiege::N,лавсь,cuna
411,Wiege::N,нурямот,cuna
412,Bett::N,ацамо,cama
413,Regal::N,лався,estantería
414,Regal::N,лавсяланго,estantería
415,Kiste::N,горобия,caja
416,Kiste::N,сундук,caja
417,Fenster::N,вальма,ventana
418,Tür::N,кенкш,puerta
419,Tor::N,ортат,puerta
420,Zaun::N,пирявт,valla
421,Zaun::N,пирявт,cercado
422,Zaun::N,пирвякс,valla
423,Zaun::N,пирвякс,cercado
424,Dach::N,кудопря,techo
425,Dach::N,кудопря,tejado
426,Leiter::N,кузтема,escalera
427,Besen::N,тенсть,escoba
428,Spaten::N,койме,pala
429,Schaufel::N,кече,pala
430,Schaufel::N,кече,paleta
431,Schaufel::N,келей койме,pala
432,Schaufel::N,келей койме,paleta
433,Gabel::N,сянгине,tenedor
434,Löffel::N,пенч,cuchara
435,Messer::N,пеель,cuchillo
436,Nagel::N,эске,clavo
437,Netz::N,алтыма,red
438,Haken::N,кечказ,gancho
439,Haken::N,кечказ,corchete
440,Griff::N,кедне,asa
441,Griff::N,кедне,mango
442,Schloss::N,замок,cerradura
443,Schloss::N,панжома,cerradura
444,Bild::N,картина,imagen
445,Figur::N,рунго,figura
446,Puppe::N,няка,muñeca
447,Beutel::N,кескав,bolsa
448,Bündel::N,керькс,haz
449,Tasche::N,юдма,bolso
450,Eimer::N,ведра,cubo
451,Deckel::N,велькс,tapa
452,Deckel::N,велькс,tapadera
453,Geschirr::N,кедьге,vajilla
454,Sack::N,кескав,saco
455,Tasse::N,чакш,taza
456,Topf::N,кастрюля,olla
457,Topf::N,кастрюля,marmita
458,Kessel::N,котёл,caldera
459,Essen::N,ярсамо,comida
460,Nahrung::N,ярсамопель,alimento
461,Speise::N,ярсамопель,plato
462,Fleisch::N,сывель,carne
463,Getreide::N,сюро,cereales
464,Brei::N,каша,puré
465,Brei::N,каша,papilla
466,Brot::N,кши,pan
467,Scheibe::N,кочом,lonja
468,Scheibe::N,кочом,rebanada
469,Scheibe::N,сускомо,lonja
470,Scheibe::N,сускомо,rebanada
471,Fett::N,куя,grasa
472,Butter::N,ой,mantequilla
473,Öl::N,ой,aceite
474,Salz::N,сал,sal
475,Suppe::N,ям,sopa
476,Honig::N,медь,miel
477,Milch::N,ловсо,leche
478,Tee::N,чай,té
479,Leder::N,киське,cuero
480,Wolle::N,пона,lana
481,Stoff::N,коцт,tela
482,Stoff::N,коцт,tejido
483,Nadel::N,салмукс,aguja
484,Faden::N,суре,hilo
485,Knopf::N,пов,botón
486,Knoten::N,сюлмо,nudo
487,Farbe::N,артомапель,pintura
488,Kleidung::N,оршамот,ropa
489,Kleidung::N,оршамот,vestidos
490,Hemd::N,панар,camisa
491,Kragen::N,сиве,cuello
492,Ärmel::N,ожа,manga
493,Hose::N,понкст,pantalón
494,Gürtel::N,каркс,cinturón
495,Mütze::N,чапка,gorro
496,Schuh::N,туфля,zapato
497,Stiefel::N,кем,bota
498,Ring::N,суркс,anillo
499,Band::N,лента,cinta
500,Kamm::N,сурсеме,peine
501,Spiegel::N,чавачамо,espejo
502,Riemen::N,кшнань каркс,correa
503,Schnur::N,пикс,cuerda
504,Leine::N,ведьме,correa
505,Decke::N,вельтямо,manta
506,Kissen::N,тодов,almohada
507,Tuch::N,паця,pañuelo
508,Handtuch::N,нардамо,toalla
509,Kraft::N,вий,fuerza
510,Stärke::N,виевчи,fuerza
511,Gesundheit::N,шумбрачи,salud
512,Krankheit::N,орма,enfermedad
513,Krankheit::N,сэредема,enfermedad
514,Schmerz::N,сэредькс,dolor
515,Wunde::N,керявкс,llaga
516,Wunde::N,керявкс,herida
517,Fieber::N,маштыкс,fiebre
518,Arznei::N,ормаменькс,medicina
519,Arznei::N,ормаменькс,medicamento
520,Brücke::N,сэдь,puente
521,Brücke::N,мадамо,puente
522,Brunnen::N,лисьма,pozo
523,Weide::N,ракшань ванома тарка,pasto
524,Pfad::N,ян,sendero
525,Weg::N,ки,camino
526,Straße::N,ки,vía
527,Straße::N,ки,carretera
528,Dorf::N,веле,aldea
529,Dorf::N,веле,pueblo
530,Stadt::N,ош,ciudad
531,Brief::N,сёрма,carta
532,Buch::N,книга,libro
533,Buchstabe::N,буква,letra
534,Buchstabe::N,буква,carácter
535,Zeitung::N,газета,diario
536,Zeitung::N,газета,periódico
537,Leben::N,эрямо,vida
538,Tod::N,кулома,muerte
539,Grab::N,калмо,tumba
540,Grab::N,калмо,sepulcro
541,Kirche::N,церькова,iglesia
542,Sünde::N,чумочи,pecado
543,Gott::N,паз,dios
544,Arbeiter::N,робочей,obrero
545,Arbeiter::N,робочей,trabajador
546,Chef::N,прявт,jefe
547,Meister::N,кол тевень тенця,maestro
548,Arzt::N,врач,médico
549,Lehrer::N,учитель,profesor
550,Lehrer::N,тонавтыця,profesor
551,Geld::N,ярмак,dinero
552,Geschäft::N,ладязь тев,negocio
553,Laden::N,лавка,tienda
554,Preis::N,питне,precio
555,Ware::N,миевкс,mercancía
556,Ware::N,рамавкс,mercancía
557,Nutzen::N,паро,provecho
558,Nutzen::N,лезэ,provecho
559,Reichtum::N,сюпавчи,riqueza
560,Welt::N,мир,mundo
561,Welt::N,мастор ланго,mundo
562,Land::N,мастор,país
563,Staat::N,государства,Estado
564,König::N,король,rey
565,Macht::N,азорксчи,poder
566,Macht::N,азорксчи,potencia
567,Grenze::N,буен тешкс,frontera
568,Krieg::N,война,guerra
569,Feind::N,душман,enemigo
570,Gewalt::N,нарьгамо,violencia
571,Kampf::N,тюрема,lucha
572,Kampf::N,тюрема,combate
573,Bogen[Waffe]::N,нал,arco
574,Pfeil::N,нал,flecha
575,Gewehr::N,ружия,fusil
576,Gewehr::N,ружия,escopeta
577,Gewehr::N,винтовка,fusil
578,Gewehr::N,винтовка,escopeta
579,Fehler::N,ильведькс,error
580,Fehler::N,ильведевкс,error
581,Lüge::N,манчема,mentira
582,Lüge::N,кенгелема,mentira
583,Schaden::N,зыян,daño
584,Unglück::N,зыян,desgracia
585,Schuld::N,чумочи,culpa
586,Alter::N,шка,edad
587,Schluss::N,пе,fin
588,Schluss::N,пе,final
589,Zeit::N,шка,tiempo
590,Zeit::N,пинге,tiempo
591,Tag::N,чи,día
592,Morgen::N,валске,mañana
593,Mittag::N,чикуншка,mediodía
594,Abend::N,чокшнэ,noche
595,Nacht::N,ве,noche
596,Woche::N,недля,semana
597,Monat::N,ков,mes
598,Jahr::N,ие,año
599,Frühling::N,тундо,primavera
600,Sommer::N,кизэ,verano
601,Herbst::N,сёксь,otoño
602,Winter::N,теле,invierno
603,Januar::N,якшамков,enero
604,Februar::N,февраль,febrero
605,März::N,март,marzo
606,April::N,апрель,abril
607,Mai::N,май,mayo
608,Juni::N,июнь,junio
609,Juli::N,июль,julio
610,August::N,август,agosto
611,September::N,сентября,septiembre
612,Oktober::N,октября,octubre
613,November::N,ноября,noviembre
614,Dezember::N,декабря,diciembre
615,Montag::N,пондельник,lunes
616,Dienstag::N,овторник,martes
617,Mittwoch::N,серёда,miércoles
618,Donnerstag::N,цетьверьг,jueves
619,Freitag::N,пеця,viernes
620,Samstag::N,субута,sábado
621,Samstag::N,шлямочи,sábado
622,Sonntag::N,недлячи,domingo
623,groß::A,ине,grande
624,groß::A,покш,grande
625,klein::A,вишка,pequeño
626,lang::A,кувака,largo
627,kurz::A,нурькине,corto
628,breit::A,келей,ancho
629,schmal::A,теине,estrecho
630,dicht::A,тусто,denso
631,dick[Gegenstand]::A,эчке,grueso
632,dünn::A,човине,fino
633,dünn::A,човине,delgado
634,fein::A,човине,fino
635,fein::A,човине,delicado
636,fest::A,кеме,firme
637,fest::A,кеме,sólido
638,flach::A,лапужа,plano
639,glatt::A,валаня,liso
640,hart::A,калгодо,duro
641,weich::A,чевте,muelle
642,rund::A,кеверь,redondo
643,spitz::A,пшти,agudo
644,spitz::A,пшти,apuntado
645,scharf::A,пшти,agudo
646,scharf::A,пшти,afilado
647,stumpf::A,ношка,sin filo
648,schwer::A,стака,pesado
649,schön::A,мазый,bello
650,schön::A,мазый,hermoso
651,heiß::A,пси,caluroso
652,warm::A,лембе,cálido
653,warm::A,лембе,caliente
654,kalt::A,якшамо,frío
655,kühl::A,экше,fresco
656,frisch::A,свежа,fresco
657,feucht::A,летьке,húmedo
658,nass::A,начко,mojado
659,trocken::A,коське,seco
660,voll::A,пешксе,lleno
661,leer::A,чаво,vacío
662,offen::A,панжадо,abierto
663,offen::A,виде,abierto
664,geschlossen::A,пекстазь,cerrado
665,geschlossen::A,сёлгозь,cerrado
666,sauber::A,ванькс,limpio
667,schmutzig::A,ливезев,sucio
668,roh::A,верек,crudo
669,reif::A,кенерезь,maduro
670,lecker::A,тантей,rico
671,lecker::A,тантей,sabroso
672,süß::A,ламбамо,dulce
673,bitter::A,сэпей,amargo
674,sauer::A,чапамо,agrio
675,hell::A,валдо,claro
676,dunkel::A,чопода,oscuro
677,schwarz::A,раужо,negro
678,weiß::A,ашо,blanco
679,rot::A,якстере,rojo
680,gelb::A,ожо,amarillo
681,blau::A,сэнь,azul
682,grün::A,пиже,verde
683,grau::A,шержев,gris
684,bunt::A,сёрмав,multicolor
685,billig::A,аволь питней,barato
686,teuer::A,питней,caro
687,wertvoll::A,питней,valioso
688,wertvoll::A,питней,precioso
689,blind::A,сокор,ciego
690,taub::A,амариця,sordo
691,kräftig::A,пек виев,fuerte
692,stark::A,виев,fuerte
693,stark::A,виев,vigoroso
694,schwach::A,лавшо,débil
695,fett::A,куя,obeso
696,schlank::A,виде ронга,esbelto
697,hübsch::A,мазый,mono
698,hübsch::A,мазый,guapo
699,böse::A,кежей,malo
700,dumm::A,чавола,tonto
701,dumm::A,чавола,estúpido
702,dumm::A,превтеме,tonto
703,dumm::A,превтеме,estúpido
704,faul::A,нузякс,vago
705,faul::A,нузякс,perezoso
706,fleißig::A,мелень путыця,aplicado
707,fleißig::A,мелень путыця,diligente
708,geizig::A,скупой,avaro
709,klug::A,превей,sensato
710,klug::A,превей,inteligente
711,geschickt::A,маштозь теезь,hábil
712,lieb::A,вадря,querido
713,lustig::A,весёла,alegre
714,sanft::A,сэтьме,suave
715,hungrig::A,вачо,hambriento
716,krank::A,сэредиця,enfermo
717,nackt::A,штапо,desnudo
718,traurig::A,нусманя,triste
719,lebendig::A,эриця,vivo
720,lebendig::A,эриця,viviente
721,gut::A,паро,bueno
722,schlecht::A,берянь,malo
723,richtig::A,виде,justo
724,richtig::A,виде,correcto
725,schlimm::A,берянь,malo
726,schlimm::A,берянь,grave
727,wahr::A,алкуксонь,verídico
728,wahr::A,алкуксонь,verdadero
729,alt::A,ташто,viejo
730,neu::A,од,nuevo
731,ehemalig::A,икелень,antiguo
732,alt[Lebewesen]::A,сыре,viejo
733,jung::A,од,joven
734,arm::A,кажов,pobre
735,reich::A,сюпав,rico
736,bekannt::A,содавикс,conocido
737,berühmt::A,содавикс,famoso
738,berühmt::A,содавикс,célebre
739,fremd::A,лия,extraño
740,fremd::A,асодавикс,extraño
741,verschieden::A,эрьва,diverso
742,verschieden::A,эрьва,distinto
743,verschieden::A,эрьва,diferente
744,nah::A,а васолонь,cercano
745,fern::A,умонь,lejano
746,fern::A,кезэрень,lejano
747,linker::A,керш,izquierdo
748,rechter::A,вить,derecho
749,anderer::A,лия,otro
750,erster::A,васень,primero
751,erster::A,васенце,primero
752,zweiter::A,омбоце,segundo
753,dritter::A,колмоце,tercero
754,letzter::A,меельце,último
755,allein::ADV,башка,a solo
756,allein::ADV,ськамонзо,a solo
757,auf einmal::ADV,вейсэ,de una vez
758,zusammen::ADV,вейс,juntos
759,zusammen::ADV,вейсэ,juntos
760,lange::ADV,кувать,mucho tiempo
761,plötzlich::ADV,апак учо,de repente
762,sofort::ADV,курок,en seguida
763,sofort::ADV,нейке,en seguida
764,später::ADV,мейле,más tarde
765,jetzt::ADV,ней,ahora
766,heute::ADV,течи,hoy
767,morgen::ADV,ванды,mañana
768,bald::ADV,курок,pronto
769,bald::ADV,курок,en breve
770,dann::ADV,мейле,luego
771,dann::ADV,мейле,entonces
772,dann::ADV,седе мейле,luego
773,dann::ADV,седе мейле,entonces
774,gestern::ADV,исяк,ayer
775,einst::ADV,весть,antaño
776,einst::ADV,зярдо-бути,antaño
777,damals::ADV,сестэ,entonces
778,danach::ADV,мейле,después
779,danach::ADV,седе мейле,después
780,vorher::ADV,васняяк,antes
781,zuerst::ADV,васня,primero
782,einmal::ADV,весть,una vez
783,manchmal::ADV,лиясто,a veces
784,oft::ADV,сеетьстэ,a menudo
785,oft::ADV,сеетьстэ,con frecuencia
786,immer::ADV,свал,siempre
787,niemals::ADV,а зярдояк,jamás
788,hier::ADV,тесэ,aquí
789,hierhin::ADV,тей,acá
790,von hier::ADV,тестэ,desde aquí
791,dort::ADV,тосо,ahí
792,dort::ADV,тосо,allí
793,dorthin::ADV,тов,allí
794,dorthin::ADV,тов,hacia allí
795,geradeaus::ADV,витьстэ,todo derecho
796,vorwärts::ADV,икелев,adelante
797,rückwärts::ADV,мекев,hacia atrás
798,zurück::ADV,мекев,atrás
799,unten::ADV,ало,abajo
800,hinab::ADV,алов,hacia abajo
801,oben::ADV,вере,arriba
802,hinauf::ADV,верев,hacia arriba
803,überall::ADV,эрьва косо,por todas partes
804,nicht::ADV,а,no
805,ein wenig::ADV,аламошка,un poco
806,kaum::ADV,ансяк,apenas
807,sehr::ADV,пек,muy
808,sehr::ADV,пек,mucho
809,sehr::ADV,вельть,muy
810,sehr::ADV,вельть,mucho
811,so::ADV,истя,tan
812,noch::ADV,таго,aún
813,noch::ADV,таго,todavía
814,nur::ADV,ансяк,solamente
815,schon::ADV,уш,ya
816,wieder::ADV,таго,de nuevo
817,vergebens::ADV,стяко,en vano
818,vor::PRP,икеле,antes de
819,vor::PRP,икеле,delante de
820,hinter::PRP,вельде,tras
821,hinter::PRP,вельде,detrás de
822,unter::PRP,ало,bajo
823,unter::PRP,ало,debajo de
824,durch::PRP,пачк,por
825,durch::PRP,пачк,a través de
826,neben::PRP,вакссо,al lado de
