,Concept_ID,ka,he
221,Mann::N,კაცი,איש
222,Mann::N,კაცი,גבר
223,Frau::N,ქალი,אשה
224,Frau::N,ქალი,גברת
225,Kind::N,ბავშვი,ילד
226,Junge::N,ვაჟი,ילד
227,Mädchen::N,გოგო,נערה
228,Familie::N,ოჯახი,משפחה
229,Großvater::N,პაპა,סבא
230,Großvater::N,ბაბუა,סבא
231,Großmutter::N,ბებია,סבתא
232,Großmutter::N,დიდედა,סבתא
233,Eltern::N,მშობლები,הורים
234,Vater::N,მამა,אב
235,Mutter::N,დედა,אם
236,Sohn::N,ვაჟიშვილი,בן
237,Tochter::N,ქალიშვილი,בת
238,Bruder::N,ძმა,אח
239,Schwester::N,და,אחות
240,Onkel::N,ბიძა,דוד
241,Tante::N,დეიდა,דודה
242,Tante::N,მამიდა,דודה
243,Ehemann::N,ქმარი,איש
244,Ehemann::N,ქმარი,בעל
245,Ehefrau::N,ცოლი,אשה
246,Freude::N,სიხარული,שמחה
247,Gelächter::N,სიცილი,צחוק
248,Glück::N,ბედნიერება,אשר
249,Kummer::N,მწუხარება,יגון
250,Kummer::N,მწუხარება,עגמה
251,Wunsch::N,წადილი,אחול
252,Wunsch::N,წადილი,משאלה
253,Wunsch::N,სურვილი,אחול
254,Wunsch::N,სურვილი,משאלה
255,Lust::N,წადილი,חשק
256,Lust::N,წადილი,תשוקה
257,Geist::N,სული,רוח
258,Gedanke::N,ფიქრი,מחשבה
259,Gedächtnis::N,მეხსიერება,זכרון
260,Verstand::N,ჭკუა,שכל
261,Verstand::N,გონება,שכל
262,Sinn::N,მნიშვნელობა,מובן
263,Sinn::N,მნიშვნელობა,משמעות
264,Grund::N,მიზეზი,סבה
265,Wahrheit::N,სიმართლე,אמת
266,Wahrheit::N,ჭეშმარიტება,אמת
267,Gespräch::N,ბაასი,דיון
268,Gespräch::N,საუბარი,דיון
269,Märchen::N,არაკი,אגדה
270,Märchen::N,ზღაპარი,אגדה
271,Erzählung::N,თქმულება,ספור
272,Nachricht::N,ცნობა,ידיעה
273,Nachricht::N,ამბავი,ידיעה
274,Neuigkeit::N,სიახლე,חדשה
275,Name::N,სახელი,שם
276,Rätsel::N,გამოცანა,תעלומה
277,Rede::N,სიტყვა,נאום
278,Sprache::N,ენა,לשון
279,Stimme::N,ხმა,קול
280,Wort::N,სიტყვა,מלה
281,Zeichen::N,ნიშანი,סימן
282,Ruf::N,ძახილი,קריאה
283,Lärm::N,ხმაური,רעש
284,Laut::N,ხმა,הגה
285,Laut::N,ბგერა,הגה
286,Ton::N,ტონი,צליל
287,Lied::N,სიმღერა,שיר
288,Ruhe::N,სიწყნარე,שלוה
289,Leute::N,ადამიანები,אנשים
290,Volk::N,ერი,עם
291,Volk::N,ხალხი,עם
292,Arbeit::N,მუშაობა,עבודה
293,Gast::N,სტუმარი,אורח
294,Geschenk::N,საჩუქარი,מתנה
295,Spiel::N,თამაში,משחק
296,Gesellschaft::N,საზოგადოება,חברה
297,Hilfe::N,შველა,עזרה
298,Hilfe::N,დახმარება,עזרה
299,Freund::N,მეგობარი,חבר
300,Freund::N,მეგობარი,ידיד
301,Kamerad::N,ამხანაგი,רע
302,Angelegenheit::N,საქმე,ענין
303,Anzahl::N,ოდენობა,מספר
304,Art::N,სახეობა,סוג
305,Stück::N,ნატეხი,חתיכה
306,Teil::N,წილი,פרק
307,Hälfte::N,ნახევარი,חצי
308,Kreis::N,წრე,מעגל
309,Kreuz::N,ჯვარი,צלב
310,Linie::N,ხაზი,קו
311,Strich::N,შტრიხი,קו קצר
312,Abstand::N,მანძილი,מרחק
313,Entfernung::N,სიშორე,מרחק
314,Gegend::N,არე,נוף
315,Gegend::N,მხარე,נוף
316,Platz::N,ფართობი,שטח
317,Ort::N,ადგილი,אתר
318,Ort::N,ადგილი,מקום
319,Seite::N,მხარე,צד
320,Mitte::N,შუა,אמצע
321,Gegenstand::N,საგანი,אוביקט
322,Sache::N,ნივთი,דבר
323,Rand::N,კიდე,פרור
324,Kante::N,ნაწიბული,קצה
325,Ecke::N,კუთხე,פנה
326,Spitze::N,წვეტი,קצה
327,Ende::N,ბოლო,סוף
328,Loch::N,ხვრელი,חר
329,Winkel::N,კუთხე,פנה
330,Muster::N,მოხატულობა,תבנית
331,Größe::N,ზომა,גדל
332,Größe::N,სიდიდე,גדל
333,Länge::N,სიგრძე,ארך
334,Höhe::N,სიმაღლე,קומה
335,Höhe::N,სიმაღლე,גבה
336,Gewicht::N,წონა,משקל
337,Menge::N,რაოდენობა,כמות
338,Haufen::N,გროვა,ערמה
339,Reihe::N,რიგი,רצף
340,Reihe::N,წყება,רצף
341,Boot::N,გემი,סירה
342,Ruder::N,ხოფი,משוט
343,Ruder::N,ნიჩაბი,משוט
344,Schlitten::N,მარხილი,מזחלת
345,Ski::N,თხილამური,מגלשים
346,Lagerfeuer::N,კოცონი,מדורה
347,Last::N,ტვირთი,משא
348,Gang::N,სვლა,הליכה
349,Schritt::N,ბიჯი,צעד
350,Norden::N,ჩრდილოეთი,צפון
351,Süden::N,სამხრეთი,דרום
352,Westen::N,დასავლეთი,מערב
353,Osten::N,აღმოსავლეთი,מזרח
354,Holz::N,ხე,עץ
355,Brett::N,დაფა,קרש
356,Brett::N,ფიცარი,קרש
357,Platte::N,თლილი ქვა,לוח
358,Stütze::N,საყრდენი,משען
359,Stange::N,ჭოკი,מוט
360,Stock::N,კეტი,מקל
361,Stab::N,ლატანი,מוט
362,Rohr::N,მილაკი,צנור
363,Haus::N,სახლი,בית
364,Heim::N,ოჯახის კერა,בית
365,Ofen::N,ღუმელი,תנור
366,Fußboden::N,იატაკი,רצפה
367,Tisch::N,სუფრა,שלחן
368,Tisch::N,მაგიდა,שלחן
369,Stuhl::N,სკამი,כסא
370,Wiege::N,აკვანი,ערש
371,Bett::N,საწოლი,מטה
372,Bett::N,სარეცელი,מטה
373,Regal::N,თაროები,מדף
374,Kiste::N,ყუთი,תבה
375,Kiste::N,ყუთი,ארגז
376,Kiste::N,სკივრი,תבה
377,Kiste::N,სკივრი,ארגז
378,Fenster::N,ფანჯარა,חלון
379,Fenster::N,სარკმელი,חלון
380,Tür::N,ბჭე,דלת
381,Tür::N,კარი,דלת
382,Tor::N,ჭიშკარი,שער
383,Zaun::N,ღობე,גדר
384,Zaun::N,გალავანი,גדר
385,Dach::N,სახურავი,גג
386,Leiter::N,კიბე,סלם
387,Besen::N,ცოცხი,מטאטא
388,Spaten::N,ნიჩაბი,את
389,Schaufel::N,ბარი,את
390,Gabel::N,ჩანგალი,מזלג
391,Löffel::N,კოვზი,כף
392,Messer::N,დანა,סכין
393,Nagel::N,ლურსმანი,מסמר
394,Netz::N,ბადე,רשת
395,Haken::N,კავი,וו
396,Haken::N,კავი,קרס
397,Haken::N,კაუჭი,וו
398,Haken::N,კაუჭი,קרס
399,Griff::N,ტარი,ידית
400,Schloss::N,კლიტე,מנעול
401,Schloss::N,საკეტი,מנעול
402,Bild::N,სურათი,תמונה
403,Figur::N,ფიგურა,פסל
404,Puppe::N,თოჯინა,בבה
405,Beutel::N,პარკი,שק
406,Bündel::N,გალა,צרור
407,Bündel::N,ასხმა,צרור
408,Tasche::N,ჩანთა,שקית
409,Eimer::N,ჩამჩა,דלי
410,Deckel::N,ხუფი,מכסה
411,Deckel::N,სარქველი,מכסה
412,Geschirr::N,ჭურჭელი,כלים
413,Sack::N,ტომარა,שק
414,Tasse::N,ფინჯანი,ספל
415,Topf::N,ქოთანი,סיר
416,Kessel::N,ქვაბი,קנקן
417,Essen::N,ჭამა,אכל
418,Essen::N,ჭამა,ארוחה
419,Nahrung::N,საზრდო,הזנה
420,Nahrung::N,საზრდო,תזונה
421,Nahrung::N,საკვები,הזנה
422,Nahrung::N,საკვები,תזונה
423,Speise::N,საჭმელი,מאכל
424,Speise::N,საჭმელი,ארוחה
425,Fleisch::N,ხორცი,בשר
426,Getreide::N,მარცვლოვანი,דגן
427,Brei::N,ფაფა,מחית
428,Brot::N,პური,לחם
429,Scheibe::N,ნაჭერი,עגול
430,Scheibe::N,ნაჭერი,פרוסה
431,Fett::N,ქონი,שמן
432,Fett::N,ცხიმი,שמן
433,Butter::N,კარაქი,חמאה
434,Öl::N,ზეთი,שמן
435,Salz::N,მარილი,מלח
436,Suppe::N,სუფი,מרק
437,Honig::N,თაფლი,דבש
438,Milch::N,რძე,חלב
439,Tee::N,ჩაი,תה
440,Leder::N,ტყავი,עור
441,Wolle::N,მატყლი,צמר
442,Stoff::N,ქსოვილი,בד
443,Stoff::N,ქსოვილი,אריג
444,Nadel::N,ნემსი,מחט
445,Faden::N,ძაფი,חוט
446,Faden::N,მკედი,חוט
447,Knopf::N,ღილი,כפתור
448,Knoten::N,ნასკვი,קשר
449,Farbe::N,საღებავი,צבע
450,Kleidung::N,ტანსაცმელი,בגדים
451,Hemd::N,ხალათი,חלצה
452,Hemd::N,პერანგი,חלצה
453,Kragen::N,საყელო,צוארון
454,Ärmel::N,სახელო,שרוול
455,Hose::N,შარვალი,מכנסים
456,Gürtel::N,ქამარი,חגורה
457,Mütze::N,ქუდი,כובע
458,Schuh::N,ფეხსაცმელი,נעל
459,Stiefel::N,ჩექმა,מגף
460,Ring::N,ბეჭედი,טבעת
461,Band::N,ბაფთი,סרט
462,Kamm::N,სავარცხელი,מסרק
463,Spiegel::N,სარკე,מראה
464,Riemen::N,ღვედი,רצועה
465,Schnur::N,ლარი,חבל
466,Leine::N,ჯაჭვი,מושכות
467,Decke::N,საბანი,שמיכה
468,Kissen::N,ბალიში,כרית
469,Tuch::N,მაუდი,צעיף
470,Tuch::N,თავშალი,צעיף
471,Handtuch::N,ხელსახოცი,מגבת
472,Kraft::N,ძალა,כוח
473,Stärke::N,ღონე,און
474,Gesundheit::N,ჯანმრთელობა,בריאות
475,Krankheit::N,სენი,מחלה
476,Krankheit::N,ავადმყოფობა,מחלה
477,Schmerz::N,ტკივილი,כאב
478,Wunde::N,იარი,פציעה
479,Wunde::N,ჭრილობა,פציעה
480,Fieber::N,ციება,חם
481,Arznei::N,წამალი,תרופה
482,Brücke::N,ხიდი,גשר
483,Brunnen::N,ჭა,באר
484,Weide::N,საძოვარი,אחו
485,Weide::N,საძოვარი,מרעה
486,Pfad::N,ბილიკი,שביל
487,Pfad::N,ბილიკი,מדרכה
488,Weg::N,გზა,דרך
489,Straße::N,შარაგზა,כביש
490,Dorf::N,დაბა,כפר
491,Dorf::N,სოფელი,כפר
492,Stadt::N,ქალაქი,עיר
493,Brief::N,წერილი,מכתב
494,Buch::N,წიგნი,ספר
495,Buchstabe::N,ასო,אות
496,Zeitung::N,გაზეთი,עתון
497,Leben::N,სიცოცხლე,חיים
498,Tod::N,სიკვდილი,מות
499,Grab::N,სამარე,קבר
500,Grab::N,საფლავი,קבר
501,Kirche::N,ეკლესია,כנסיה
502,Sünde::N,ცოდვა,חטא
503,Gott::N,ღმერთი,אל
504,Arbeiter::N,მუშა,פועל
505,Chef::N,გამგე,ראש
506,Chef::N,გამგე,מנהל
507,Meister::N,ოსტატი,ממחה
508,Arzt::N,ექიმი,רופא
509,Arzt::N,მკურნალი,רופא
510,Lehrer::N,მასწავლებელი,מורה
511,Geld::N,ფული,כסף
512,Geschäft::N,საქმე,עסקה
513,Geschäft::N,ბიზნესი,עסקה
514,Laden::N,დუქანი,חנות
515,Laden::N,მაღაზია,חנות
516,Preis::N,ფასი,מחיר
517,Ware::N,საქონელი,סחורה
518,Nutzen::N,ხეირი,תועלת
519,Reichtum::N,სიმდიდრე,עשר
520,Welt::N,მსოფლიო,עולם
521,Land::N,მხარე,ארץ
522,Land::N,ქვეყანა,ארץ
523,Staat::N,სახელმწიფო,מדינה
524,König::N,მეფე,מלך
525,Macht::N,ძლიერება,כוח
526,Grenze::N,ზღვარი,גבול
527,Krieg::N,ომი,מלחמה
528,Feind::N,მტერი,אויב
529,Gewalt::N,სისასტიკე,אלימות
530,Kampf::N,ბრძოლა,קרב
531,Kampf::N,ბრძოლა,לחימה
532,Bogen[Waffe]::N,მშვილდი,קשת
533,Pfeil::N,ისარი,חץ
534,Pfeil::N,მახვილი,חץ
535,Gewehr::N,თოფი,רובה
536,Gewehr::N,შაშხანა,רובה
537,Fehler::N,შეცდომა,טעות
538,Lüge::N,სიცრუე,שקר
539,Schaden::N,ვნება,נזק
540,Unglück::N,ხიფათი,מזל רע
541,Unglück::N,უბედურება,מזל רע
542,Schuld::N,ბრალი,אשמה
543,Alter::N,ასაკი,גיל
544,Schluss::N,ბოლო,סיום
545,Schluss::N,დასასრული,סיום
546,Zeit::N,დრო,זמן
547,Tag::N,დღე,יום
548,Morgen::N,დილა,בקר
549,Mittag::N,შუადღე,צהרים
550,Abend::N,საღამო,ערב
551,Nacht::N,ღამე,לילה
552,Woche::N,კვირა,שבוע
553,Monat::N,თვე,חדש
554,Jahr::N,წელი,שנה
555,Frühling::N,გაზაფხული,אביב
556,Sommer::N,ზაფხული,קיץ
557,Herbst::N,შემოდგომა,סתו
558,Winter::N,ზამთარი,חרף
559,Januar::N,იანვარი,ינואר
560,Februar::N,თებერვალი,פברואר
561,März::N,მარტი,מרץ
562,April::N,აპრილი,אפריל
563,Mai::N,მაისი,מאי
564,Juni::N,ივნისი,יוני
565,Juli::N,ივლისი,יולי
566,August::N,აგვისტო,אוגוסט
567,September::N,სექტემბერი,ספטמבר
568,Oktober::N,ოქტომბერი,אוקטובר
569,November::N,ნოემბერი,נובמבר
570,Dezember::N,დეკემბერი,דצמבר
571,Montag::N,ორშაბათი,יום שני
572,Dienstag::N,სამშაბათი,יום שלישי
573,Mittwoch::N,ოთხშაბათი,יום רביעי
574,Donnerstag::N,ხუთშაბათი,יום חמישי
575,Freitag::N,პარასკევი,יום ששי
576,Samstag::N,შაბათი,יום שבת
577,Sonntag::N,კვირა,יום ראשון
578,groß::A,დიდი,גדול
579,klein::A,მცირე,קטן
580,klein::A,პატარა,קטן
581,lang::A,გრძელი,ארך
582,kurz::A,მოკლე,קצר
583,breit::A,ფართო,רחב
584,breit::A,განიერი,רחב
585,schmal::A,ვიწრო,צר
586,schmal::A,წვრილი,צר
587,dicht::A,მჭიდრო,צפוף
588,dick[Gegenstand]::A,სქელი,עבה
589,dünn::A,წვრილი,דק
590,fein::A,თხელი,מעדן
591,fest::A,მყარი,מוצק
592,flach::A,ბრტყელი,שטוח
593,glatt::A,გლუ,חלק
594,hart::A,მაგარი,קשיח
595,weich::A,რბილი,רך
596,rund::A,მრგვალი,עגל
597,spitz::A,წვეტიანი,חד
598,scharf::A,მჭრელი,חד
599,stumpf::A,ბლაგვი,קהה
600,schwer::A,მძიმე,כבד
601,schön::A,ლამაზი,יפה
602,heiß::A,ცხელი,חם
603,warm::A,თბილი,חם
604,kalt::A,ცივი,קר
605,kühl::A,გრილი,צונן
606,frisch::A,სუფთა,טרי
607,feucht::A,ნოტიო,לח
608,nass::A,სველი,רטוב
609,trocken::A,მშრალი,יבש
610,voll::A,სავსე,מלא
611,leer::A,ცარიელი,ריק
612,offen::A,ღია,פתוח
613,offen::A,გაშლილი,פתוח
614,geschlossen::A,დახურული,סגור
615,sauber::A,სუფთა,נקי
616,sauber::A,წმინდა,נקי
617,schmutzig::A,ტალახიანი,מלכלך
618,roh::A,უმი,חי
619,reif::A,მწიფე,בשל
620,lecker::A,გემრიელი,טעים
621,süß::A,ტკბილი,מתוק
622,bitter::A,მწარე,מר
623,sauer::A,მჟავე,חמוץ
624,hell::A,ნათელი,בהיר
625,dunkel::A,ბნელი,עמום
626,schwarz::A,შავი,שחר
627,weiß::A,თეთრი,לבן
628,rot::A,წითელი,אדם
629,gelb::A,ყვითელი,צהב
630,blau::A,ლურჯი,כחל
631,blau::A,ცისფერი,כחל
632,grün::A,მწვანე,ירק
633,grau::A,რუხი,אפר
634,grau::A,ნაცრისფერი,אפר
635,bunt::A,ჭრელი,צבעוני
636,bunt::A,ფერადი,צבעוני
637,billig::A,იაფი,זול
638,teuer::A,ძვირი,יקר
639,wertvoll::A,ღირსიანი,יקר ערך
640,blind::A,ბრმა,עור
641,taub::A,ყრუ,חרש
642,kräftig::A,ძალავანი,חסן
643,stark::A,ძლიერი,חזק
644,stark::A,ღონიერი,חזק
645,schwach::A,სუსტი,חלש
646,fett::A,სქელი,שמן
647,schlank::A,გამხდარი,רזה
648,hübsch::A,ეშხიანი,יפה תאר
649,hübsch::A,მშვენიერი,יפה תאר
650,böse::A,ავი,רשע
651,böse::A,ბოროტი,רשע
652,dumm::A,ბოთე,טפש
653,dumm::A,სულელი,טפש
654,faul::A,ზანტი,עצלן
655,faul::A,ზარმაცი,עצלן
656,fleißig::A,ბეჯითი,חרוץ
657,fleißig::A,მუყაითი,חרוץ
658,geizig::A,ძუნწი,קמצן
659,klug::A,ჭკვიანი,נבון
660,klug::A,ჭკვიანი,פקח
661,geschickt::A,მარჯვე,מימן
662,geschickt::A,გაწაფული,מימן
663,lieb::A,სატრფიალო,יקר
664,lieb::A,სატრფიალო,אהוב
665,lustig::A,მხიარული,עליז
666,sanft::A,ალერსიანი,עדין
667,sanft::A,გრძნობიერი,עדין
668,hungrig::A,მშიერი,רעב
669,krank::A,სნეული,חולה
670,krank::A,ავადმყოფი,חולה
671,nackt::A,ტიტველი,ערום
672,traurig::A,მწუხარე,עצוב
673,traurig::A,სევდიანი,עצוב
674,lebendig::A,ცოცხალი,חי
675,gut::A,კარგი,טוב
676,schlecht::A,უხეირო,גרוע
677,richtig::A,ნამდვილი,נכון
678,schlimm::A,ცუდი,רע
679,wahr::A,სწორი,אמתי
680,wahr::A,ჭეშმარიტი,אמתי
681,alt::A,ძველი,ישן
682,neu::A,ახალი,חדש
683,ehemalig::A,ყოფილი,לשעבר
684,alt[Lebewesen]::A,ბებერი,זקן
685,jung::A,ნორჩი,צעיר
686,jung::A,ახალგაზრდა,צעיר
687,arm::A,ღარიბი,עני
688,reich::A,მდიდარი,עשיר
689,bekannt::A,ცნობილი,ידוע
690,berühmt::A,გამოჩენილი,מפרסם
691,fremd::A,უცხო,זר
692,fremd::A,გარეშე,זר
693,verschieden::A,სხვაგვარი,שונה
694,nah::A,ახლო,קרוב
695,fern::A,შორი,רחוק
696,fern::A,შორეული,רחוק
697,linker::A,მარცხენა,שמאלי
698,rechter::A,მარჯვენა,ימין
699,anderer::A,სხვა,אחר
700,erster::A,პირველი,ראשון
701,zweiter::A,მეორე,שני
702,dritter::A,მესამე,שלישי
703,letzter::A,ბოლო,אחרון
704,letzter::A,უკანასკნელი,אחרון
705,allein::ADV,მარტო,לבד
706,auf einmal::ADV,ერთდროულად,בו-זמנית
707,zusammen::ADV,ერთად,ביחד
708,lange::ADV,დიდხანს,הרבה זמן
709,plötzlich::ADV,მოულოდნელად,לפתע
710,plötzlich::ADV,მოულოდნელად,פתאום
711,sofort::ADV,ახლავე,מיד
712,später::ADV,მოგვიანებით,לאחר זמן
713,später::ADV,მოგვიანებით,יותר מאחר
714,jetzt::ADV,ახლა,עכשיו
715,heute::ADV,დღეს,היום
716,morgen::ADV,ხვალ,מחר
717,bald::ADV,მალე,בקרוב
718,dann::ADV,მერე,אחר-כך
719,gestern::ADV,გუშინ,אתמול
720,einst::ADV,ოდესღაც,לפנים
721,damals::ADV,მაშინ,אז
722,danach::ADV,მერმე,אחר-כך
723,danach::ADV,შემდეგ,אחר-כך
