,Concept_ID,ga,ml
321,Hälfte::N,leath,പകുതി
322,Kreis::N,ciorcal,വൃത്തം
323,Kreuz::N,cros,കുരിശടയാളം
324,Linie::N,líne,വര
325,Linie::N,líne,രേഖ
326,Strich::N,stríoc,പക്ഷാഘാതം
327,Abstand::N,achar,വിടവ്
328,Entfernung::N,fad,അകലം
329,Gegend::N,ceantar,പ്രദേശം
330,Platz::N,áit,ഇടം
331,Platz::N,spás,ഇടം
332,Ort::N,áit,സ്ഥലം
333,Seite::N,taobh,വശം
334,Mitte::N,lár,മധ്യസ്ഥാനം
335,Gegenstand::N,ball,സാധനം
336,Gegenstand::N,ábhar,സാധനം
337,Sache::N,ní,വസ്തു
338,Sache::N,rud,വസ്തു
339,Rand::N,imeall,തൊങ്ങൽ
340,Rand::N,ciumhais,തൊങ്ങൽ
341,Kante::N,corr,അറ്റം
342,Kante::N,colbha,അറ്റം
343,Ecke::N,coirnéal,മൂല
344,Spitze::N,gob,അഗ്രം
345,Spitze::N,barr,അഗ്രം
346,Ende::N,ceann,അവസാനം
347,Ende::N,foirceann,അവസാനം
348,Loch::N,poll,ദ്വാരം
349,Winkel::N,cúinne,കോൺ
350,Winkel::N,uillinn,കോൺ
351,Muster::N,patrún,ക്രമം
352,Größe::N,méid,വലുപ്പം
353,Größe::N,toise,വലുപ്പം
354,Länge::N,fad,നീളം
355,Höhe::N,airde,ഉയരം
356,Gewicht::N,meáchan,കട്ടി
357,Menge::N,méid,അളവ്
358,Haufen::N,cnap,കൂമ്പാരം
359,Reihe::N,líne,വരി
360,Reihe::N,sraith,വരി
361,Boot::N,bád,ബോട്ട്
362,Ruder::N,rámh,പങ്കായം
363,Ruder::N,maide rámha,പങ്കായം
364,Schlitten::N,carr sleamhnáin,ഉരുളില്ലാവണ്ടി
365,Ski::N,scí,ഹിമപാദുകം
366,Lagerfeuer::N,tine champa,തീ
367,Last::N,ualach,ഭാരം
368,Gang::N,siúlóid,നടത്തം
369,Schritt::N,céim,ചുവട്
370,Schritt::N,coiscéim,ചുവട്
371,Norden::N,tuaisceart,വടക്ക്
372,Süden::N,deisceart,തെക്ക്
373,Westen::N,iarthar,പടിഞ്ഞാറ്
374,Osten::N,oirthear,കിഴക്ക്
375,Holz::N,adhmad,തടി
376,Brett::N,clár,ബോർഡ്
377,Platte::N,leac,തകിട്
378,Stütze::N,taca,താങ്ങ്
379,Stange::N,polla,കമ്പ്
380,Stange::N,cuaille,കമ്പ്
381,Stock::N,bata,വടി
382,Stock::N,maide,വടി
383,Stab::N,maide,കുറുവടി
384,Stab::N,bachall,കുറുവടി
385,Rohr::N,píopa,കുഴൽ
386,Haus::N,teach,വീട്
387,Heim::N,baile,വീട്
388,Ofen::N,sornóg,സ്റ്റൌ
389,Fußboden::N,urlár,തറ
390,Tisch::N,bord,മേശ
391,Tisch::N,tábla,മേശ
392,Stuhl::N,cathaoir,കസേര
393,Wiege::N,cliabhán,തൊട്ടിൽ
394,Bett::N,leaba,കിടക്ക
395,Regal::N,seilf,ഷെൽഫ്
396,Kiste::N,bosca,പെട്ടി
397,Fenster::N,fuinneoig,ജനൽ
398,Tür::N,doras,വാതിൽ
399,Tor::N,geata,കവാടം
400,Zaun::N,fál,വേലി
401,Zaun::N,claí,വേലി
402,Dach::N,díon,മേൽക്കുര
403,Leiter::N,dréimire,ഏണി
404,Besen::N,scuab,ചൂല്
405,Spaten::N,spád,തൂമ്പ
406,Spaten::N,rámhainn,തൂമ്പ
407,Schaufel::N,sluasaid,തൂമ്പ
408,Gabel::N,forc,മുൾക്കത്തി
409,Gabel::N,gabhlóg,മുൾക്കത്തി
410,Löffel::N,spúnóg,സ്പൂൺ
411,Messer::N,scian,കത്തി
412,Nagel::N,tairne,ആണി
413,Netz::N,líon,വല
414,Netz::N,eangach,വല
415,Haken::N,croch,കൊളുത്ത്
416,Griff::N,cos,കൈപ്പിടി
417,Griff::N,hanla,കൈപ്പിടി
418,Schloss::N,glas,പൂട്ട്
419,Bild::N,pictiúr,ചിത്രം
420,Figur::N,fíor,കണക്ക്
421,Puppe::N,bábóg,പാവ
422,Beutel::N,mála,ബാഗ്
423,Beutel::N,mealbhóg,ബാഗ്
424,Bündel::N,beart,കെട്ട്
425,Tasche::N,mála,ബാഗ്
426,Eimer::N,buicéad,ബക്കറ്റ്
427,Deckel::N,clár,ഉറ
428,Deckel::N,claibín,ഉറ
429,Geschirr::N,soithí,പിഞ്ഞാണം
430,Geschirr::N,gréithe,പിഞ്ഞാണം
431,Sack::N,sac,ചാക്ക്
432,Sack::N,mála,ചാക്ക്
433,Tasse::N,cupán,കപ്പ്
434,Topf::N,pota,പാത്രം
435,Kessel::N,citeal,കെറ്റ്ല്
436,Essen::N,béile,ആഹാരസമയം
437,Nahrung::N,bia,ഭക്ഷണം
438,Speise::N,mias,ഡിഷ്
439,Fleisch::N,feoil,മാംസം
440,Getreide::N,grán,ചോളം
441,Getreide::N,arbhar,ചോളം
442,Brei::N,brúitín,കഞ്ഞി
443,Brot::N,arán,റോട്ടി
444,Scheibe::N,píosa,തുണ്ട്
445,Scheibe::N,slisne,തുണ്ട്
446,Fett::N,saill,കൊഴുപ്പ്
447,Fett::N,méathras,കൊഴുപ്പ്
448,Butter::N,im,വെണ്ണ
449,Öl::N,ola,എണ്ണ
450,Salz::N,salann,ഉപ്പ്
451,Suppe::N,sú,സൂപ്പ്
452,Suppe::N,anraith,സൂപ്പ്
453,Honig::N,mil,തേൻ
454,Milch::N,bainne,പാൽ
455,Tee::N,tae,ചായ
456,Leder::N,leathar,തുകൽ
457,Wolle::N,olann,കമ്പിളി
458,Stoff::N,éadach,തുണി
459,Nadel::N,snáthaid,സൂചി
460,Faden::N,snáth,നൂല്
461,Knopf::N,cnaipe,ബട്ടൺ
462,Knoten::N,snaidhm,കുരുക്ക്
463,Farbe::N,péint,പെയിൻറ്
464,Kleidung::N,éadaí,വസ്ത്രങ്ങൾ
465,Hemd::N,léine,ഷർട്ട്
466,Kragen::N,bóna,കുപ്പായക്കഴുത്ത്
467,Ärmel::N,muinchille,കുപ്പായക്കൈ
468,Hose::N,bríste,ട്രൌസർ
469,Hose::N,treabhsar,ട്രൌസർ
470,Gürtel::N,crios,ബെൽറ്റ്
471,Mütze::N,caipín,തൊപ്പി
472,Schuh::N,bróg,ഷൂ
473,Stiefel::N,buatais,ബൂട്ട്
474,Ring::N,fáinne,മോതിരം
475,Band::N,ribín,റിബൺ
476,Kamm::N,cíor,ചീപ്പ്
477,Spiegel::N,scáthán,കണ്ണാടി
478,Riemen::N,iall,സ്ട്രാപ്പ്
479,Riemen::N,strapa,സ്ട്രാപ്പ്
480,Schnur::N,téad,ചരട്
481,Schnur::N,sreangán,ചരട്
482,Leine::N,iall,കെട്ടാനുള്ള തോൽവാർ
483,Decke::N,pluid,പുതപ്പ്
484,Decke::N,blaincéad,പുതപ്പ്
485,Kissen::N,piliúr,തലയിണ
486,Kissen::N,adhartán,തലയിണ
487,Tuch::N,scaif,സ്കാർഫ്
488,Handtuch::N,tuáille,തോർത്ത്
489,Kraft::N,fórsa,ശക്തി
490,Stärke::N,neart,ശക്തി
491,Gesundheit::N,sláinte,ആരോഗ്യം
492,Krankheit::N,tinneas,അസുഖം
493,Krankheit::N,breoiteacht,അസുഖം
494,Schmerz::N,pian,വേദന
495,Wunde::N,goin,മുറിവ്
496,Fieber::N,fiabhras,പനി
497,Arznei::N,cógas,മരുന്ന്
498,Brücke::N,droichead,പാലം
499,Brunnen::N,tobar,കിണർ
500,Weide::N,féarach,മേച്ചൽ
501,Pfad::N,cosán,വഴി
502,Pfad::N,conair,വഴി
503,Weg::N,slí,വഴി
504,Weg::N,bealach,വഴി
505,Straße::N,bóthar,റോഡ്
506,Dorf::N,sráidbhaile,ഗ്രാമം
507,Stadt::N,baile,നഗരം
508,Stadt::N,cathair,നഗരം
509,Brief::N,litir,കത്ത്
510,Buch::N,cín,പുസ്തകം
511,Buch::N,leabhar,പുസ്തകം
512,Buchstabe::N,litir,അക്ഷരം
513,Zeitung::N,nuachtán,വർത്തമാനപത്രം
514,Leben::N,saol,ജീവൻ
515,Leben::N,beatha,ജീവൻ
516,Tod::N,bás,മരണം
517,Grab::N,uaigh,ശവക്കുഴി
518,Kirche::N,eaglais,പള്ളി
519,Sünde::N,peaca,പാപം
520,Gott::N,dia,ദൈവം
521,Arbeiter::N,oibrí,ജോലിക്കാരൻ
522,Chef::N,saoiste,മേധാവി
523,Chef::N,ceannasaí,മേധാവി
524,Meister::N,máistir,യജമാനൻ
525,Arzt::N,lia,ഡോക്ടർ
526,Arzt::N,dochtúir,ഡോക്ടർ
527,Lehrer::N,oide,അധ്യാപകൻ
528,Lehrer::N,múinteoir,അധ്യാപകൻ
529,Geld::N,airgead,പണം
530,Geschäft::N,gnó,ബിസിനസ്
531,Laden::N,siopa,കട
532,Preis::N,praghas,വില
533,Ware::N,earra,ചരക്ക്
534,Nutzen::N,tairbhe,ലാഭം
535,Reichtum::N,rachmas,ധനം
536,Reichtum::N,saibhreas,ധനം
537,Welt::N,domhan,ലോകം
538,Land::N,tír,രാജ്യം
539,Staat::N,stát,രാജ്യം
540,König::N,rí,രാജാവ്
541,Macht::N,cumhacht,അധികാരം
542,Grenze::N,críoch,അതിർത്തി
543,Grenze::N,teorainn,അതിർത്തി
544,Krieg::N,cogadh,യുദ്ധം
545,Feind::N,namhaid,ശത്രു
546,Gewalt::N,foréigean,അക്രമം
547,Kampf::N,troid,പോരാട്ടം
548,Bogen[Waffe]::N,bogha,വില്ല്
549,Pfeil::N,saighead,അമ്പ്
550,Gewehr::N,gunna,തോക്ക്
551,Fehler::N,botún,പിശക്
552,Fehler::N,meancóg,പിശക്
553,Lüge::N,bréag,കള്ളം
554,Lüge::N,éitheach,കള്ളം
555,Schaden::N,dochar,കേടുപാട്
556,Schaden::N,damáiste,കേടുപാട്
557,Unglück::N,drochrath,ദൌർഭാഗ്യം
558,Schuld::N,locht,തെറ്റ്
559,Schuld::N,milleán,തെറ്റ്
560,Alter::N,aois,വയസ്സ്
561,Schluss::N,deireadh,നിഗമനം
562,Zeit::N,am,സമയം
563,Zeit::N,aimsir,സമയം
564,Tag::N,lá,ദിവസം
565,Morgen::N,maidin,പ്രഭാതം
566,Mittag::N,nóin,ഉച്ച
567,Abend::N,tráthnóna,സായാഹ്നം
568,Nacht::N,oíche,രാത്രി
569,Woche::N,seachtain,ആഴ്ച
570,Monat::N,mí,മാസം
571,Jahr::N,bliain,വർഷം
572,Frühling::N,earrach,വസന്തം
573,Sommer::N,samhradh,വേനൽ
574,Herbst::N,fómhar,ശരത്കാലം
575,Winter::N,geimhreadh,ശൈത്യം
576,Januar::N,Eanáir,ജനുവരി
577,Februar::N,Feabhra,ഫെബ്രുവരി
578,März::N,Márta,മാർച്ച്
579,April::N,Aibreán,ഏപ്രിൾ മാസം
580,Mai::N,Bealtaine,മെയ് മാസം
581,Juni::N,Meitheamh,ജൂൺ
582,Juli::N,Iúil,ജൂലൈ
583,August::N,Lúnasa,ആഗസ്റ്റ്
584,September::N,Meán Fómhair,സെപ്തംബർ
585,Oktober::N,Deireadh Fómhair,ഒക്ടോബർ
586,November::N,Samhain,നവംബർ
587,November::N,Mí na Samhna,നവംബർ
588,Dezember::N,Mí na Nollag,ഡിസംബർ
589,Montag::N,Luan,തിങ്കളാഴ്ച
590,Montag::N,Dé Luain,തിങ്കളാഴ്ച
591,Dienstag::N,Máirt,ചൊവ്വ
592,Dienstag::N,Dé Máirt,ചൊവ്വ
593,Mittwoch::N,Céadaoin,ബുധനാഴ്ച
594,Mittwoch::N,Dé Céadaoin,ബുധനാഴ്ച
595,Donnerstag::N,Déardaoin,വ്യാഴാഴ്ച
596,Freitag::N,Aoine,വെള്ളിയാഴ്ച
597,Freitag::N,Dé hAoine,വെള്ളിയാഴ്ച
598,Samstag::N,Satharn,ശനിയാഴ്ച
599,Samstag::N,Dé Sathairn,ശനിയാഴ്ച
600,Sonntag::N,Domhnach,ഞായറാഴ്ച
601,Sonntag::N,Dé Domhnaigh,ഞായറാഴ്ച
602,groß::A,mór,വലിയ
603,klein::A,beag,ചെറിയ
604,lang::A,fada,നീണ്ട
605,kurz::A,gearr,ഹ്രസ്വമായ
606,kurz::A,gairid,ഹ്രസ്വമായ
607,breit::A,leathan,വിശാലമായ
608,breit::A,fairsing,വിശാലമായ
609,schmal::A,cúng,ഇടുങ്ങിയ
610,dicht::A,dlúth,നിബിഡമായ
611,dick[Gegenstand]::A,tiubh,തടിച്ച
612,dünn::A,caol,മെലിഞ്ഞ
613,dünn::A,tanaí,മെലിഞ്ഞ
614,fein::A,scáinte,നേർത്ത
615,fein::A,fíneálta,നേർത്ത
616,fest::A,daingean,ഉറപ്പുള്ള
617,flach::A,cothrom,പരന്ന
618,glatt::A,mín,മിനുസമുള്ള
619,glatt::A,sleamhain,മിനുസമുള്ള
620,hart::A,crua,കട്ടിയുള്ള
621,weich::A,bog,മൃദുവായ
622,rund::A,cruinn,വട്ടത്തിലുള്ള
623,spitz::A,gobach,മുനയുള്ള
624,spitz::A,biorach,മുനയുള്ള
625,scharf::A,géar,മൂർച്ചയുള്ള
626,scharf::A,faobhrach,മൂർച്ചയുള്ള
627,stumpf::A,maol,തുറന്നടിക്കുന്ന
628,schwer::A,trom,ഭാരമുള്ള
629,schön::A,álainn,മനോഹരമായ
630,heiß::A,te,ചൂടുള്ള
631,warm::A,te,ചൂടുള്ള
632,kalt::A,fuar,തണുത്ത
633,kühl::A,fionnuar,തണുപ്പുള്ള
634,frisch::A,úr,ശുദ്ധമായ
635,frisch::A,friseáilte,ശുദ്ധമായ
636,feucht::A,tais,ഈറനുള്ള
637,nass::A,fliuch,നനഞ്ഞ
638,trocken::A,tirim,വരണ്ട
639,voll::A,lán,നിറയെ
640,leer::A,folamh,ഒഴിഞ്ഞ
641,offen::A,oscailte,തുറന്ന
642,geschlossen::A,dúnta,അടച്ച
643,geschlossen::A,druidte,അടച്ച
644,sauber::A,glan,വൃത്തിയുള്ള
