,Concept_ID,ga,ml
1194,verteidigen::V,cosain,പ്രതിരോധിക്കുക
1195,sich schlagen::V,tá ag bruíon,കലഹിക്കുക
1196,schießen::V,caith,വെടിവെക്കുക
1197,schießen::V,scaoil,വെടിവെക്കുക
1198,siegen::V,bain,വിജയിക്കുക
1199,siegen::V,buaigh,വിജയിക്കുക
1200,ärgern::V,cuir isteach ar,വിഷമിപ്പിക്കുക
1201,schlagen::V,buail,അടിക്കുക
1202,treten::V,ciceáil,തൊഴിക്കുക
1203,stechen::V,sáigh,കുത്തുക
1204,stoßen::V,brúigh,തള്ളുക
1205,stoßen::V,soncáil,തള്ളുക
1206,stehlen::V,goid,മോഷ്ടിക്കുക
1207,stören::V,cuir isteach ar,ശല്യപ്പെടുത്തുക
1208,belästigen::V,cuir as do,മെനക്കെടുക
1209,verbergen::V,ceil,മറയ്ക്കുക
1210,verbergen::V,ceil,ഒളിക്കുക
1211,täuschen::V,cuir dallamullóg ar,കബളിപ്പിക്കുക
1212,betrügen::V,déan calaois ar,ചതിക്കുക
1213,töten::V,maraigh,കൊല്ലുക
1214,wohnen::V,cuir faoi,താമസിക്കുക
1215,wohnen::V,tá ina chónaí,താമസിക്കുക
1216,arbeiten::V,oibrigh,ജോലിചെയ്യുക
1217,sammeln::V,bailigh,സഞ്ചയിക്കുക
1218,sammeln::V,cruinnigh,സഞ്ചയിക്കുക
1219,pflücken::V,pioc,പറിച്ചെടുക്കുക
1220,jagen::V,seilg,വേട്ടയാടുക
1221,fischen::V,iasc,മീൻ പിടിക്കുക
1222,fassen::V,beir ar,പിടിക്കുക
1223,hüten::V,aoirigh,ചേർക്കുക
1224,treiben::V,seol,വാഹനം_ഓടിക്കുക
1225,treiben::V,tiomáin,വാഹനം_ഓടിക്കുക
1226,anbinden::V,ceangail,കെട്ടിയിടുക
1227,füttern::V,cothaigh,തീറ്റുക
1228,füttern::V,beathaigh,തീറ്റുക
1229,melken::V,bligh,പാലുകറക്കുക
1230,melken::V,crúigh,പാലുകറക്കുക
1231,hacken::V,gearr,വെട്ടിമുറിക്കുക
1232,gießen::V,uiscigh,നനയ്ക്കുക
1233,reifen::V,aibigh,പാകമാകുക
1234,zubereiten::V,cócaráil,പാചകം_ചെയ്യുക
1235,kochen::V,bruith,വേവിക്കുക
1236,kochen::V,beirigh,വേവിക്കുക
1237,backen::V,bácáil,ബേക്ക് ചെയ്യുക
1238,braten::V,róst,പോരിക്കുക
1239,braten::V,frioch,പോരിക്കുക
1240,umrühren::V,measc,ഇളക്കുക
1241,stricken::V,cniotáil,മെടയുക
1242,nähen::V,fuaigh,തുന്നുക
1243,färben::V,dathaigh,ചായം പൂശുക
1244,reinigen::V,glan,വൃത്തിയാക്കുക
1245,waschen::V,nigh,കഴുകുക
1246,abwischen::V,glan,തുടയ്ക്കുക
1247,spülen::V,sruthlaigh,കഴുകുക
1248,fegen::V,scuab,അടിച്ചുവാരുക
1249,kehren::V,scuab,അടിച്ചുവാരുക
1250,baden::V,folc,നീന്തിത്തുടിക്കുക
1251,sich waschen::V,nigh é féin,കഴുകുക
1252,ausziehen::V,bain de,ഇഴുക്കുക
1253,anziehen::V,cuir ar,ഉടുക്കുക
1254,sich anziehen::V,gléas é féin,ധരിച്ച നേടുകയുക
1255,kämmen::V,cíor,മുടിചീകുക
1256,schmücken::V,maisigh,അലങ്കരിക്കുക
1257,sagen::V,abair,പറയുക
1258,sprechen::V,labhair,സംസാരിക്കുക
1259,reden::V,caintigh,സംസാരിക്കുക
1260,sich unterhalten::V,caintigh,നർമ്മസല്ലാപം നടത്തുക
1261,sich unterhalten::V,tá ag comhrá,നർമ്മസല്ലാപം നടത്തുക
1262,fragen::V,fiafraigh,ചോദിക്കുക
1263,fragen::V,cuir ceist,ചോദിക്കുക
1264,bitten::V,iarr,അപേക്ഷിക്കുക
1265,erzählen::V,inis,പറയുക
1266,erzählen::V,eachtraigh,പറയുക
1267,mitteilen::V,aithris,അറിയിക്കുക
1268,mitteilen::V,cuir in iúl,അറിയിക്കുക
1269,nennen::V,ainmnigh,പേരിടുക
1270,rufen::V,glaoigh,വിളിക്കുക
1271,prahlen::V,maígh,പൊങ്ങച്ചം പറയുക
1272,übersetzen::V,aistrigh,പരിഭാഷപ്പെടുത്തുക
1273,denken::V,síl,ചിന്തിക്കുക
1274,denken::V,ceap,ചിന്തിക്കുക
1275,glauben::V,creid,വിശ്വസിക്കുക
1276,bemerken::V,tabhair faoi deara,ശ്രദ്ധിക്കുക
1277,erkennen::V,aithin,തിരിചറിയുക
1278,begreifen::V,tuig,കൈപ്പിടിയിലാക്കുക
1279,verstehen::V,tuig,മനസ്സിലാക്കുക
1280,lernen::V,foghlaim,പഠിക്കുക
1281,wissen::V,tá a fhios ag,അറിയുക
1282,sich erinnern an::V,cuimhnigh ar,ഓർമിക്കുക
1283,sich erinnern an::V,is cuimhne ar,ഓർമിക്കുക
1284,vergessen::V,dearmad,മറക്കുക
1285,messen::V,tomhais,അളക്കുക
1286,zählen::V,cuntais,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1287,rechnen::V,ríomh,ഗണിക്കുക
1288,rechnen::V,áirigh,ഗണിക്കുക
1289,lesen::V,léigh,വായിക്കുക
1290,malen::V,péinteáil,ചിത്രം വരയ്ക്കുക
1291,zeichnen::V,línigh,വരയ്ക്കുക
1292,zeichnen::V,tarraing,വരയ്ക്കുക
1293,schreiben::V,scríobh,എഴുതുക
1294,besitzen::V,is le,സ്വന്തമാക്കുക
1295,kaufen::V,ceannaigh,വാങ്ങുക
1296,verkaufen::V,díol,വിൽക്കുക
1297,bezahlen::V,íoc as,പരിഹാരം ചെയ്യുക
1298,zahlen::V,íoc,പണം അടയ്ക്കുക
1299,beherrschen::V,rialaigh,ഭരിക്കുക
1300,ertragen::V,seas,താങ്ങുക
1301,ertragen::V,fulaing,താങ്ങുക
1302,ertragen::V,foighnigh,താങ്ങുക
1303,Ader::N,,ഞരമ്പ്
1304,vorwärts::ADV,,മുന്നോട്ട്
