,Concept_ID,eu,ml
1196,sich schlagen::V,elkar borrokatu,കലഹിക്കുക
1197,schießen::V,tiro egin,വെടിവെക്കുക
1198,siegen::V,irabazi,വിജയിക്കുക
1199,ärgern::V,ernegatu,വിഷമിപ്പിക്കുക
1200,ärgern::V,haserretu,വിഷമിപ്പിക്കുക
1201,schlagen::V,jo,അടിക്കുക
1202,schlagen::V,erauntsi,അടിക്കുക
1203,treten::V,zapaldu,തൊഴിക്കുക
1204,treten::V,ostiaktu,തൊഴിക്കുക
1205,stechen::V,sastatu,കുത്തുക
1206,stoßen::V,bultzatu,തള്ളുക
1207,stehlen::V,ostu,മോഷ്ടിക്കുക
1208,stehlen::V,lapurtu,മോഷ്ടിക്കുക
1209,stören::V,galarazi,ശല്യപ്പെടുത്തുക
1210,belästigen::V,gohaindu,മെനക്കെടുക
1211,belästigen::V,alamena eman,മെനക്കെടുക
1212,verbergen::V,ezkutatu,മറയ്ക്കുക
1213,verbergen::V,ezkutatu,ഒളിക്കുക
1214,täuschen::V,tronpatu,കബളിപ്പിക്കുക
1215,täuschen::V,engainatu,കബളിപ്പിക്കുക
1216,betrügen::V,iruzurtu,ചതിക്കുക
1217,töten::V,hil,കൊല്ലുക
1218,töten::V,heriotza eman,കൊല്ലുക
1219,wohnen::V,bizi izan,താമസിക്കുക
1220,arbeiten::V,lan egin,ജോലിചെയ്യുക
1221,arbeiten::V,behar egin,ജോലിചെയ്യുക
1222,sammeln::V,bildu,സഞ്ചയിക്കുക
1223,sammeln::V,bildumatu,സഞ്ചയിക്കുക
1224,pflücken::V,batu,പറിച്ചെടുക്കുക
1225,pflücken::V,bildu,പറിച്ചെടുക്കുക
1226,jagen::V,ehizatu,വേട്ടയാടുക
1227,fischen::V,arrantzatu,മീൻ പിടിക്കുക
1228,fischen::V,arrantza egin,മീൻ പിടിക്കുക
1229,fassen::V,harrapatu,പിടിക്കുക
1230,hüten::V,begiratu,ചേർക്കുക
1231,treiben::V,bultza egin,വാഹനം_ഓടിക്കുക
1232,anbinden::V,estekatu,കെട്ടിയിടുക
1233,füttern::V,bazkatu,തീറ്റുക
1234,melken::V,jetzi,പാലുകറക്കുക
1235,hacken::V,xehatu,വെട്ടിമുറിക്കുക
1236,gießen::V,isuri,നനയ്ക്കുക
1237,reifen::V,heldu,പാകമാകുക
1238,reifen::V,zoritu,പാകമാകുക
1239,zubereiten::V,prestatu,പാചകം_ചെയ്യുക
1240,kochen::V,egosi,വേവിക്കുക
1241,backen::V,labean egin,ബേക്ക് ചെയ്യുക
1242,braten::V,erregosi,പോരിക്കുക
1243,umrühren::V,eragin,ഇളക്കുക
1244,stricken::V,trikotatu,മെടയുക
1245,stricken::V,puntu egin,മെടയുക
1246,nähen::V,josi,തുന്നുക
1247,färben::V,tindatu,ചായം പൂശുക
1248,reinigen::V,ikuzi,വൃത്തിയാക്കുക
1249,reinigen::V,garbitu,വൃത്തിയാക്കുക
1250,waschen::V,xahutu,കഴുകുക
1251,waschen::V,garbitu,കഴുകുക
1252,abwischen::V,xukatu,തുടയ്ക്കുക
1253,spülen::V,irakutzi,കഴുകുക
1254,fegen::V,erraztatu,അടിച്ചുവാരുക
1255,kehren::V,isastu,അടിച്ചുവാരുക
1256,baden::V,bainatu,നീന്തിത്തുടിക്കുക
1257,baden::V,bainua hartu,നീന്തിത്തുടിക്കുക
1258,sich waschen::V,burua garbitu,കഴുകുക
1259,ausziehen::V,erantzi,ഇഴുക്കുക
1260,anziehen::V,jantzi,ഉടുക്കുക
1261,sich anziehen::V,jantzi,ധരിച്ച നേടുകയുക
1262,kämmen::V,orraztu,മുടിചീകുക
1263,schmücken::V,apaindu,അലങ്കരിക്കുക
1264,sagen::V,esan,പറയുക
1265,sprechen::V,mintzatu,സംസാരിക്കുക
1266,sprechen::V,hitz egin,സംസാരിക്കുക
1267,reden::V,hitz egin,സംസാരിക്കുക
1268,sich unterhalten::V,solastu,നർമ്മസല്ലാപം നടത്തുക
1269,sich unterhalten::V,solas egin,നർമ്മസല്ലാപം നടത്തുക
1270,fragen::V,galdetu,ചോദിക്കുക
1271,bitten::V,eskatu,അപേക്ഷിക്കുക
1272,bitten::V,galdegin,അപേക്ഷിക്കുക
1273,erzählen::V,edestu,പറയുക
1274,erzählen::V,kontatu,പറയുക
1275,mitteilen::V,jakinarazi,അറിയിക്കുക
1276,nennen::V,izena eman,പേരിടുക
1277,rufen::V,dei egin,വിളിക്കുക
1278,prahlen::V,harrokerian ibili,പൊങ്ങച്ചം പറയുക
1279,prahlen::V,ahoberokeriak esan,പൊങ്ങച്ചം പറയുക
1280,übersetzen::V,itzuli,പരിഭാഷപ്പെടുത്തുക
1281,denken::V,pentsatu,ചിന്തിക്കുക
1282,denken::V,gogoeta egin,ചിന്തിക്കുക
1283,glauben::V,sinetsi,വിശ്വസിക്കുക
1284,bemerken::V,ohartu,ശ്രദ്ധിക്കുക
1285,bemerken::V,konturatu,ശ്രദ്ധിക്കുക
1286,erkennen::V,ezagutu,തിരിചറിയുക
1287,erkennen::V,antzeman,തിരിചറിയുക
1288,begreifen::V,ulertu,കൈപ്പിടിയിലാക്കുക
1289,verstehen::V,aditu,മനസ്സിലാക്കുക
1290,lernen::V,ikasi,പഠിക്കുക
1291,wissen::V,jakin,അറിയുക
1292,sich erinnern an::V,gogoratu,ഓർമിക്കുക
1293,sich erinnern an::V,gogoan izan,ഓർമിക്കുക
1294,vergessen::V,ahaztu,മറക്കുക
1295,vergessen::V,ahantzi,മറക്കുക
1296,messen::V,neurtu,അളക്കുക
1297,zählen::V,zenbatu,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1298,zählen::V,kopuratu,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1299,rechnen::V,kalkulatu,ഗണിക്കുക
1300,lesen::V,irakurri,വായിക്കുക
1301,malen::V,margotu,ചിത്രം വരയ്ക്കുക
1302,zeichnen::V,marraztu,വരയ്ക്കുക
1303,schreiben::V,idatzi,എഴുതുക
1304,besitzen::V,ukan,സ്വന്തമാക്കുക
1305,besitzen::V,eduki,സ്വന്തമാക്കുക
1306,kaufen::V,erosi,വാങ്ങുക
1307,verkaufen::V,saldu,വിൽക്കുക
1308,bezahlen::V,ordaindu,പരിഹാരം ചെയ്യുക
1309,zahlen::V,ordaindu,പണം അടയ്ക്കുക
1310,beherrschen::V,menpean izan,ഭരിക്കുക
1311,ertragen::V,jasan,താങ്ങുക
1312,ertragen::V,pairatu,താങ്ങുക
