,Concept_ID,ba,en
75,Funke::N,осҡон,spark
76,Feuer::N,ут,fire
77,Licht::N,яҡтылыҡ,light
78,Schatten::N,күләгә,shadow
79,Wetter::N,һауа торошо,weather
80,Nebel::N,төман,fog
81,Wolke::N,болот,cloud
82,Regen::N,ямғыр,rain
83,Schnee::N,ҡар,snow
84,Eis::N,боҙ,ice
85,Frost::N,һалҡын,frost
86,Kälte::N,һыуыҡ,chill
87,Hitze::N,томра,heat
88,Hitze::N,эҫелек,heat
89,Raureif::N,ҡырау,hoarfrost
90,Regenbogen::N,йәйғор,rainbow
91,Donner::N,күк күкрәү,thunder
92,Strömung::N,ағым,current
93,Tropfen::N,тамсы,drop
94,Schaum::N,күбек,foam
95,Schmutz::N,батҡаҡ,dirt
96,See::N,күл,lake
97,Sumpf::N,һаҙлык,swamp
98,Moor::N,һаҙ,moor
99,Wiese::N,болон,meadow
100,Wald::N,урман,forest
101,Hügel::N,түбә,hill
102,Anhöhe::N,түбә,elevation
103,Anhöhe::N,ҡалҡыулыҡ,elevation
104,Berg::N,тау,mountain
105,Gipfel::N,түбә,summit
106,Höhle::N,мәмерйә,cave
107,Abhang::N,ипкен,slope
108,Quelle::N,шишмә,source
109,Bach::N,шишмә,brook
110,Fluss::N,йылға,river
111,Ufer::N,яр,shore
112,Küste::N,яр буйы,coast
113,Festland::N,ҡоро ер,land
114,Meer::N,диңгез,sea
115,Bucht::N,бухта,cove
116,Insel::N,үтрау,island
117,Blume::N,сәскә,flower
118,Gras::N,үлән,grass
119,Wurzel::N,тамыр,root
120,Baum::N,ағас,tree
121,Stamm::N,олон,trunk
122,Stamm::N,көбәк,trunk
123,Rinde::N,ҡабыҡ,bark
124,Ast::N,ботаҡ,limb
125,Zweig::N,ботаҡ,branch
126,Zweig::N,тармаҡ,branch
127,Blatt::N,япраҡ,leaf
128,Birke::N,ҡайын,birch
129,Kiefer[Baum]::N,ҡарғай,pine
130,Weide[Baum]::N,тал,willow
131,Tanne::N,шыршы,fir
132,Horn::N,мөғөҙ,horn
133,Feder::N,ҡауырһын,feather
134,Fell::N,тире,fur
135,Flügel::N,ҡанат,wing
136,Klaue::N,тырнаҡ,claw
137,Kralle::N,аяҡ,claw
138,Schwanz::N,ҡойроҡ,tail
139,Ei::N,йомортҡа,egg
140,Nest::N,оя,nest
141,Bau::N,оң,lair
142,Tier::N,жайуан,animal
143,Tier::N,йыртҡыс,animal
144,Herde::N,көтөү,flock
145,Kuh::N,һыйыр,cow
146,Bulle::N,үгеҙ,bull
147,Pferd::N,ат,horse
148,Schaf::N,һарыҡ,sheep
149,Schwein::N,сусҡа,pig
150,Hund::N,эт,dog
151,Katze::N,бесәй,cat
152,Bär::N,айыу,bear
153,Eichhörnchen::N,тейен,squirrel
154,Elch::N,мышы,elk
155,Fuchs::N,төлкө,fox
156,Hase::N,ҡуян,hare
157,Maus::N,сысҡан,mouse
158,Wolf::N,бүре,wolf
159,Vogel::N,ҡош,bird
160,Schwarm::N,көтөү,swarm
161,Huhn::N,тауыҡ,chicken
162,Hahn::N,әтәс,cock
163,Gans::N,ҡаҙ,goose
164,Adler::N,бөркөт,eagle
165,Ente::N,өйрәк,duck
166,Eule::N,өкө,owl
167,Eule::N,ябалаҡ,owl
168,Kranich::N,торна,crane
169,Krähe::N,ҡарға,crow
170,Kuckuck::N,кәкүк,cuckoo
171,Schwan::N,аҡҡош,swan
172,Fisch::N,балыҡ,fish
173,Barsch::N,алабуға,perch
174,Hecht::N,суртан,pike
175,Schlange[Tier]::N,йылан,snake
176,Wurm::N,селяүсен,worm
177,Spinne::N,үрмәксе,spider
178,Ameise::N,ҡырмыҫҡа,ant
179,Laus::N,бет,louse
180,Mücke::N,серәкәй,midge
181,Fliege::N,себен,fly
182,Schmetterling::N,күбәләк,butterfly
183,Beere::N,еләк,berry
184,Apfel::N,алма,apple
185,Pilz::N,бәшмәк,mushroom
186,Zwiebel::N,һуган,onion
187,Saat::N,орлоҡ,seed
188,Korn::N,иген,grain
189,Heu::N,бесән,hay
190,Schale::N,ҡабыҡ,husk
191,Grube::N,соҡор,pit
192,Falle::N,тоҙак,trap
193,Falle::N,ҡапҡан,trap
194,Schlinge::N,тоҙак,noose
195,Spur::N,әҫер,track
196,Asche::N,көл,ashes
197,Dreck::N,батҡаҡ,filth
198,Eisen::N,тимер,iron
199,Gold::N,алтын,gold
200,Silber::N,көмөш,silver
201,Kohle::N,күмер,coal
202,Glas::N,быяла,glass
203,Lehm::N,балсыҡ,clay
204,Sand::N,ҡом,sand
205,Mensch::N,кеше,human
206,Mann::N,ир,man
207,Frau::N,ҡатын,woman
208,Kind::N,бала,child
209,Junge::N,малай,boy
210,Mädchen::N,ҡыҙ,girl
211,Mädchen::N,ҡыҙыҡай,girl
212,Familie::N,ғаилә,family
213,Großvater::N,олатай,grandfather
214,Großmutter::N,әбәй,grandmother
215,Eltern::N,ата-әсә,parents
216,Vater::N,атай,father
217,Mutter::N,әсә,mother
218,Sohn::N,ул,son
219,Tochter::N,ҡыҙ,daughter
220,Bruder::N,агай,brother
221,Schwester::N,алай,sister
222,Schwester::N,һеңле,sister
223,Onkel::N,ағай,uncle
224,Tante::N,апай,aunt
225,Ehemann::N,ир,husband
226,Ehefrau::N,ҡатын,wife
227,Freude::N,шатлыҡ,joy
228,Freude::N,ҡыуаныс,joy
229,Gelächter::N,көлөү,laughter
230,Glück::N,бәхет,happiness
231,Kummer::N,ҡайғы,grief
232,Wunsch::N,теләк,wish
233,Lust::N,әүәҫлек,desire
234,Geist::N,аң,spirit
235,Geist::N,рух,spirit
236,Gedanke::N,уй,thought
237,Gedanke::N,фекер,thought
238,Gedächtnis::N,хәтер,memory
239,Verstand::N,аҡыл,mind
240,Sinn::N,мәғәня,meaning
241,Grund::N,сәбәп,reason
242,Wahrheit::N,дөрөҫлөк,truth
243,Gespräch::N,әңгәмә,talk
244,Märchen::N,әкиәт,fairy tale
245,Erzählung::N,хикәйә,story
246,Nachricht::N,хәбәр,message
247,Neuigkeit::N,яңылыҡ,news
248,Name::N,исем,name
249,Rätsel::N,йомаҡ,puzzle
250,Rede::N,телмәр,speech
251,Sprache::N,тел,language
252,Sprache::N,телмәр,language
253,Stimme::N,тауыш,voice
254,Wort::N,һүҙ,word
255,Zeichen::N,билдә,sign
256,Ruf::N,саҡырыу,call
257,Lärm::N,шаулау,noise
258,Laut::N,тауыш,sound
259,Ton::N,яңғырау,tone
260,Lied::N,йыр,song
261,Ruhe::N,ял,calm
262,Ruhe::N,тыныслыҡ,calm
263,Leute::N,кешеләр,people
264,Volk::N,халҡ,nation
265,Arbeit::N,эш,work
266,Gast::N,ҡунаҡ,guest
267,Geschenk::N,бүләк,gift
268,Spiel::N,уйын,game
269,Gesellschaft::N,йәмғиәт,company
270,Hilfe::N,ярҙам,help
271,Freund::N,дуҫ,friend
272,Kamerad::N,иптәш,companion
273,Angelegenheit::N,әш,matter
274,Anzahl::N,һан,count
275,Art::N,төр,sort
276,Stück::N,киҫәк,piece
277,Teil::N,өлөш,part
278,Hälfte::N,ярты,half
279,Kreis::N,түңәрәк,circle
280,Kreuz::N,тәре,cross
281,Linie::N,һыҙыҡ,line
282,Strich::N,һыҙат,stroke
283,Abstand::N,ара,gap
284,Entfernung::N,алыҫлыҡ,distance
285,Gegend::N,урын,area
286,Platz::N,арауыҡ,space
287,Ort::N,ерҙәр,place
288,Ort::N,урындар,place
289,Ort::N,эш урыны,place
290,Seite::N,яҡ,side
291,Mitte::N,урталыҡ,middle
292,Gegenstand::N,нәмә,item
293,Sache::N,нәмә,thing
294,Sache::N,әйбер,thing
295,Rand::N,сит,fringe
296,Kante::N,ҡабырға,edge
297,Kante::N,ян,edge
298,Ecke::N,мөйөш,corner
299,Spitze::N,ос,tip
300,Ende::N,аҙаҡ,end
301,Loch::N,тишек,hole
302,Winkel::N,мөйөш,angle
303,Muster::N,биҙәк,pattern
304,Größe::N,ҙурлыҡ,size
305,Länge::N,оҙонлоҡ,length
306,Höhe::N,бейеклек,height
307,Gewicht::N,үлсәү,weight
308,Menge::N,һан,amount
309,Haufen::N,өйөм,heap
310,Reihe::N,рәт,row
311,Boot::N,кәмә,boat
312,Ruder::N,ишкәк,oar
313,Schlitten::N,сана,sleigh
314,Ski::N,саңгы,ski
315,Lagerfeuer::N,костер,campfire
316,Last::N,ауырлыҡ,load
317,Gang::N,барыу,walk
318,Schritt::N,аҙым,step
319,Norden::N,төньяҡ,north
320,Süden::N,көньяҡ,south
321,Westen::N,көнбайыш,west
322,Osten::N,көнсығыш,east
323,Holz::N,үағас,wood
324,Brett::N,таҡта,board
325,Platte::N,плита,slab
326,Stütze::N,терәк,bracket
327,Stange::N,кәртә,pole
328,Stock::N,таяҡ,stick
329,Stab::N,ҡолға,staff
330,Rohr::N,торба,pipe
331,Haus::N,өй,house
332,Haus::N,йорт,house
333,Heim::N,өй,home
334,Ofen::N,мейес,stove
335,Fußboden::N,енес,floor
336,Tisch::N,өҫтәл,table
337,Stuhl::N,ултырғыс,chair
338,Wiege::N,бишек,cradle
339,Bett::N,карауат,bed
340,Regal::N,кәштә,shelf
341,Kiste::N,йәшинк,box
342,Fenster::N,тәҙрә,window
343,Tür::N,ишек,door
344,Tor::N,ҡапҡа,gate
345,Zaun::N,ҡойма,fence
346,Dach::N,түбә,roof
347,Dach::N,ҡыйыҡ,roof
348,Leiter::N,баҫҡыс,ladder
349,Besen::N,һепертке,broom
350,Spaten::N,көрәк,spade
351,Schaufel::N,көрәк,shovel
352,Gabel::N,сәнске,fork
353,Löffel::N,ҡалаҡ,spoon
354,Messer::N,бысаҡ,knife
355,Nagel::N,сөй,nail
356,Netz::N,ау,net
357,Haken::N,ыргаҡ,hook
358,Griff::N,тотҡа,handle
359,Schloss::N,йоҙаҡ,lock
360,Bild::N,картина,picture
361,Figur::N,һын,figure
362,Puppe::N,ҡурсаҡ,doll
363,Beutel::N,тоҡ,pouch
364,Bündel::N,төргәк,bundle
365,Tasche::N,сумка,bag
366,Eimer::N,биҙрә,bucket
367,Deckel::N,ҡапҡас,cover
368,Geschirr::N,һауыт-һаба,dishes
369,Sack::N,тоҡ,sack
370,Tasse::N,сынаяҡ,cup
371,Topf::N,кәстрүл,pot
372,Kessel::N,ҡаҙан,kettle
373,Essen::N,ашау,meal
374,Nahrung::N,аҙыҡ,food
375,Speise::N,аш,dish
376,Fleisch::N,ит,meat
377,Getreide::N,иген,corn
378,Getreide::N,ашлыҡ,corn
379,Brei::N,бутҡа,mush
380,Brot::N,икмәк,bread
381,Scheibe::N,телем,slice
382,Fett::N,май,fat
383,Butter::N,май,butter
384,Öl::N,май буяуы,oil
385,Salz::N,тоҙ,salt
386,Suppe::N,һурпа,soup
387,Honig::N,бал,honey
388,Milch::N,һөт,milk
389,Tee::N,сәй,tea
390,Leder::N,күн,leather
391,Wolle::N,йөн,wool
392,Stoff::N,туҡыма,cloth
393,Nadel::N,энә,needle
394,Faden::N,еп,thread
395,Knopf::N,төймә,button
396,Knoten::N,төйөн,knot
397,Farbe::N,буяу,paint
398,Kleidung::N,кейем,clothes
399,Hemd::N,күлдәк,shirt
400,Kragen::N,яға,collar
401,Ärmel::N,ең,sleeve
402,Hose::N,салбар,trousers
403,Gürtel::N,ҡайыш,belt
404,Mütze::N,бүрк,cap
405,Schuh::N,туфли,shoe
406,Stiefel::N,итек,boot
407,Ring::N,йөҙөк,ring
408,Ring::N,балдаҡ,ring
409,Band::N,таҫма,ribbon
410,Kamm::N,тараҡ,comb
411,Spiegel::N,көзгө,mirror
412,Riemen::N,ҡайыш,strap
413,Schnur::N,бау,string
414,Leine::N,бау,leash
415,Decke::N,одеяд,blanket
416,Kissen::N,мендәр,pillow
417,Tuch::N,яулыҡ,scarf
418,Handtuch::N,таҫтамал,towel
419,Kraft::N,көс,force
420,Stärke::N,көс,strength
421,Gesundheit::N,һаулыҡ,health
422,Krankheit::N,сир,illness
423,Krankheit::N,ауырыу,illness
424,Schmerz::N,һыҙлау,pain
425,Schmerz::N,әрнеү,pain
426,Wunde::N,йәрәхәт,wound
427,Fieber::N,тапма,fever
428,Fieber::N,биҙгәк,fever
429,Arznei::N,дарыу,medicine
430,Brücke::N,күпер,bridge
431,Brunnen::N,ҡоҙоҡ,well
432,Weide::N,көтөүлек,pasture
433,Pfad::N,һуҡмаҡ,path
434,Weg::N,юл,way
435,Straße::N,урам,road
436,Dorf::N,ауыл,village
437,Stadt::N,ҡала,town
438,Brief::N,хат,letter
439,Buch::N,китап,book
440,Buch::N,кенәгә,book
441,Buchstabe::N,хәреф,character
442,Zeitung::N,гәзит,newspaper
443,Leben::N,йәшәү,life
444,Tod::N,үлем,death
445,Grab::N,ҡәбер,grave
446,Kirche::N,сиркәү,church
447,Sünde::N,гөнаһ,sin
448,Gott::N,алла,god
449,Gott::N,хоҙай,god
450,Arbeiter::N,эшсе,worker
451,Chef::N,башлыҡ,boss
452,Meister::N,оҫта,master
453,Arzt::N,врач,doctor
454,Lehrer::N,уҡытыусы,teacher
455,Geld::N,аҡса,money
456,Geschäft::N,эш,business
457,Laden::N,магазин,shop
458,Preis::N,хаҡ,price
459,Ware::N,тауар,ware
460,Nutzen::N,файҙа,profit
461,Reichtum::N,байлыҡ,wealth
462,Welt::N,донъя,world
463,Land::N,ил,country
464,Staat::N,дәүләт,state
465,König::N,король,king
466,Macht::N,власть,power
467,Grenze::N,сик,border
468,Krieg::N,һуғыш,war
469,Feind::N,йылан,enemy
470,Gewalt::N,көслөк,violence
471,Kampf::N,көрәш,fight
472,Bogen[Waffe]::N,йәйә,bow
473,Pfeil::N,уҡ,arrow
474,Gewehr::N,мылтыҡ,gun
475,Fehler::N,хата,mistake
476,Lüge::N,ялған,lie
477,Schaden::N,зыян,damage
478,Schaden::N,зарар,damage
479,Unglück::N,ҡаза,misfortune
480,Schuld::N,ғәйеп,fault
481,Alter::N,йәш,age
482,Schluss::N,һуң,conclusion
483,Schluss::N,аҙаҡ,conclusion
484,Zeit::N,мәл,time
485,Zeit::N,заман,time
486,Tag::N,көн,day
487,Morgen::N,иртә,morning
488,Morgen::N,иртәнсәк,morning
489,Mittag::N,төш,noon
490,Abend::N,кис,evening
491,Nacht::N,төн,night
492,Woche::N,аҙна,week
493,Monat::N,ай,month
494,Jahr::N,йыл,year
495,Frühling::N,яҙ,spring
496,Sommer::N,йәй,summer
497,Herbst::N,көз,autumn
498,Winter::N,ҡыш,winter
499,Januar::N,ғинуар,January
500,Februar::N,февраль,February
501,März::N,март,March
502,April::N,апрель,April
503,Mai::N,май,May
504,Juni::N,июнь,June
505,Juli::N,июль,July
506,August::N,август,August
507,September::N,сентябрь,September
508,Oktober::N,октябрь,October
509,November::N,ноябрь,November
510,Dezember::N,декабрь,December
511,Montag::N,дүшәмбе,Monday
512,Dienstag::N,шишәмбе,Tuesday
513,Mittwoch::N,шаршамбы,Wednesday
514,Donnerstag::N,кесаҙна,Thursday
515,Freitag::N,йома,Friday
516,Samstag::N,шәмбе,Saturday
517,Sonntag::N,йәкшәмбе,Sunday
518,groß::A,ҙур,big
519,klein::A,бәләкәс,little
520,lang::A,оҙон,long
521,kurz::A,ҡыҫҡа,short
522,breit::A,киң,wide
523,schmal::A,тар,narrow
524,dicht::A,йыш,dense
525,dicht::A,ҡуйы,dense
526,dick[Gegenstand]::A,ҡалын,thick
527,dünn::A,йоҡа,thin
528,dünn::A,нәҙек,thin
529,fein::A,нескә,delicate
530,fest::A,ныҡ,firm
531,flach::A,яҫы,flat
532,flach::A,ялпаҡ,flat
533,glatt::A,шыма,smooth
534,hart::A,ҡаты,hard
535,weich::A,йомшаҡ,soft
536,rund::A,түңәрәк,round
537,spitz::A,осло түбәле,pointed
538,scharf::A,үткер,sharp
539,stumpf::A,утмәҫ,blunt
540,schwer::A,ауыр,heavy
541,schön::A,матур,beautiful
542,heiß::A,эҫе,hot
543,warm::A,йылы,warm
544,kalt::A,һыуыҡ,cold
545,kühl::A,һалҡынса,cool
546,frisch::A,һалҡынса,fresh
547,feucht::A,еүеш,damp
548,feucht::A,дымлы,damp
549,nass::A,еүеш,wet
550,trocken::A,кипкән,dry
551,voll::A,тулы,full
552,leer::A,буш,empty
553,offen::A,асыҡ,open
554,geschlossen::A,ябыҡ,closed
555,sauber::A,таҙа,clean
556,schmutzig::A,бысраҡ,dirty
557,roh::A,сей,raw
558,reif::A,өлгөрғән,ripe
559,lecker::A,тәмле,delicious
560,süß::A,тямле,sweet
561,süß::A,тәм-том,sweet
562,bitter::A,әсе,bitter
563,sauer::A,әсе,sour
564,hell::A,яҡты,bright
565,dunkel::A,ҡараңғы,dark
566,schwarz::A,ҡара,black
567,weiß::A,аҡ,white
568,rot::A,матур,red
569,rot::A,һылыу,red
570,rot::A,сибәр,red
571,gelb::A,һары,yellow
572,blau::A,күк,blue
573,grün::A,йәшел,green
574,grau::A,буҙ,grey
575,bunt::A,сыбар,colourful
576,bunt::A,сыбар,colorful
577,bunt::A,ала-ҡола,colourful
578,bunt::A,ала-ҡола,colorful
579,billig::A,арзан,cheap
580,teuer::A,ҡыйбатлы,dear
581,wertvoll::A,ҡиммәтле,precious
582,blind::A,һуҡыр,blind
583,taub::A,һаңғырау,deaf
584,kräftig::A,көслө,powerful
585,kräftig::A,ҡеүәтле,powerful
586,stark::A,көслө,strong
587,stark::A,ҡеүәтле,strong
588,schwach::A,көсһөҙ,weak
589,fett::A,һимеҙ,fat
590,schlank::A,зифа,slim
591,hübsch::A,матур,pretty
592,böse::A,асыулы,evil
593,dumm::A,иҫәр,stupid
594,faul::A,иренсәк,lazy
595,fleißig::A,тырыш,diligent
596,geizig::A,һаран,stingy
597,klug::A,аҡыллы,clever
598,geschickt::A,оҫта,skilful
599,geschickt::A,оҫта,skillful
600,lieb::A,яғымлы,dear
601,lustig::A,күңелле,merry
602,sanft::A,йыуаш,gentle
603,hungrig::A,ас,hungry
604,krank::A,сирле,sick
605,krank::A,ауырыу,sick
606,nackt::A,яланғас,naked
607,traurig::A,яманһыу,sad
608,lebendig::A,тере,living
609,lebendig::A,йәнле,living
610,gut::A,яҡшы,good
611,schlecht::A,хөрт,bad
612,schlecht::A,алама,bad
613,richtig::A,дөрөҫ,correct
614,schlimm::A,хөрт,nasty
615,schlimm::A,алама,nasty
616,wahr::A,дөрөҫ,true
617,alt::A,иҫке,old
618,alt::A,боронғо,old
619,neu::A,яңы,new
620,ehemalig::A,элекке,former
621,alt[Lebewesen]::A,ҡарт,aged
622,jung::A,йәш,young
623,arm::A,фәҡир,poor
624,reich::A,бай,rich
625,bekannt::A,таныш,familiar
626,berühmt::A,атаҡлы,famous
627,berühmt::A,данлыҡлы,famous
628,fremd::A,ят,foreign
629,fremd::A,сит,foreign
630,verschieden::A,төрлө,different
631,nah::A,яҡын,near
632,fern::A,алыҫ,far
633,fern::A,йыраҡ,far
634,linker::A,һул,left
635,rechter::A,уң,right
636,anderer::A,бутән,other
637,erster::A,тәүге,first
638,zweiter::A,икенсе,second
639,dritter::A,өсөнсө,third
640,letzter::A,һуңғы,last
641,allein::ADV,бер үҙе,alone
642,allein::ADV,яңғыҙ,alone
643,auf einmal::ADV,бер юлы,at once
644,zusammen::ADV,бергә,together
645,lange::ADV,оҙаҡ,long
646,plötzlich::ADV,ҡапыл,suddenly
647,sofort::ADV,шунда уҡ,instantly
648,später::ADV,һуңыраҡ,later
649,jetzt::ADV,хәҙер,now
650,heute::ADV,бөгөн,today
651,morgen::ADV,иртәгә,tomorrow
652,bald::ADV,тиҙҙән,soon
653,dann::ADV,һуңынан,then
654,gestern::ADV,кисә,yesterday
655,einst::ADV,ҡасандыр,once
656,einst::ADV,бер баҡыт,once
657,damals::ADV,ул саҡта,at that time
658,danach::ADV,һуңынан,afterwards
659,vorher::ADV,элек,before
660,zuerst::ADV,башта,at first
661,einmal::ADV,бер,once
662,manchmal::ADV,ҡайһы берҙә,sometimes
663,oft::ADV,йыш,often
664,immer::ADV,һәр ҡасан,always
665,niemals::ADV,бер ҡасан да,never
666,niemals::ADV,бер ваҡытта ла,never
667,hier::ADV,бында,here
668,hierhin::ADV,бында,hither
669,hierhin::ADV,бында,to here
670,hierhin::ADV,бында,here
671,von hier::ADV,бынан,hence
672,von hier::ADV,ошонан,hence
673,dort::ADV,шунда,there
674,dort::ADV,тегендә,there
675,dorthin::ADV,шунда,thither
676,dorthin::ADV,шунда,there
677,dorthin::ADV,шунда,to there
678,dorthin::ADV,тегеләй,thither
679,dorthin::ADV,тегеләй,there
680,dorthin::ADV,тегеләй,to there
681,geradeaus::ADV,тура,ahead
682,vorwärts::ADV,алға,forward
683,rückwärts::ADV,кирегә,backward
684,zurück::ADV,кирегә,back
685,unten::ADV,түбәндә,below
686,hinab::ADV,түбәнгә,down
687,oben::ADV,юғарыла,above
688,hinauf::ADV,юғарыға,up
689,überall::ADV,бөтә урында,everywhere
690,nicht::ADV,тугел,not
691,ein wenig::ADV,аҙ,a little
692,kaum::ADV,көскә,hardly
693,kaum::ADV,саҡ-саҡ,hardly
694,sehr::ADV,ифат,very
695,so::ADV,шулай,so
696,noch::ADV,йәнә,still
697,nur::ADV,бары,only
698,schon::ADV,инде,already
699,wieder::ADV,тағы,again
700,vergebens::ADV,бушҡа,in vain
701,vor::PRP,алдында,in front of
702,hinter::PRP,артында,behind
703,unter::PRP,аҫтында,under
704,durch::PRP,үтә,through
705,neben::PRP,эргәһендә,next to
706,zwischen::PRP,араһында,between
707,wegen::PRP,өсөн,because of
708,wegen::PRP,сәбәпле,because of
709,dies::PRN,был,this
710,dies::PRN,ошо,this
711,das::PRN,ул,that
712,alles::PRN,бөтә,everything
713,ich::PRN,мин,I
714,du::PRN,һин,you
715,du::PRN,һин,thou
716,er::PRN,ул,he
717,wir::PRN,беҙ,we
718,ihr::PRN,һеҙ,you
719,sie::PRN,улар,they
720,was::FPRN,ә,what
721,was::FPRN,ни,what
722,was::FPRN,нәмә,what
723,wer::FPRN,ҡем,who
724,wo::FADV,ҡайҙа,where
725,wohin::FADV,ҡайҙа,where ... to
726,wohin::FADV,ҡайҙа,where to
727,wohin::FADV,ҡайҙа,where
728,wie::FADV,инидәй,how
729,warum::FADV,ин өсөн,why
730,wieviel::FNUM,күпме,how much
731,eins::NUM,бер,one
732,zwei::NUM,ике,two
733,zwei::NUM,икәү,two
734,drei::NUM,өс,three
735,vier::NUM,дүрт,four
736,fünf::NUM,биш,five
737,sechs::NUM,алты,six
738,sieben::NUM,ете,seven
739,acht::NUM,һигеҙ,eight
740,neun::NUM,туғыҙ,nine
741,zehn::NUM,ун,ten
742,elf::NUM,ун бер,eleven
743,zwölf::NUM,ун ике,twelve
744,zwanzig::NUM,егерме,twenty
745,dreißig::NUM,утыҙ,thirty
746,vierzig::NUM,ҡырҡ,forty
747,fünfzig::NUM,илле,fifty
748,sechzig::NUM,алтмыш,sixty
749,siebzig::NUM,етмеш,seventy
750,achtzig::NUM,һикһән,eighty
751,neunzig::NUM,туҡһан,ninety
752,hundert::NUM,йөҙ,a hundred
753,tausend::NUM,мең,a thousand
754,und::CNJ,да,and
755,oder::CNJ,йәки,or
756,stehen::V,тороу,stand
757,sitzen::V,ултырыу,sit
758,liegen::V,ятыу,lie
759,hängen::V,аҫылынып тороу,hang
760,werden::V,булыу,become
761,passieren::V,булыу,happen
762,beginnen::V,башлау,begin
763,enden::V,бөтөү,end
764,enden::V,тамамланыү,end
765,wechseln::V,үҙгәреү,change
766,aufgehen[Sonne]::V,ҡалҡыу,rise
767,untergehen[Sonne]::V,байыу,set
768,scheinen[Sonne]::V,яҡтыртып тороу,shine
769,donnern::V,күкрәү,thunder
770,wehen::V,иҫеү,blow
771,strömen::V,ташыу,stream
772,fließen::V,ағыу,flow
773,sich drehen::V,әйләнеү,revolve
774,schwanken::V,тирбәлеү,sway
775,schwingen::V,бәүетеү,swing
776,fallen::V,йығылыу,fall
777,brennen::V,яныу,burn
778,rauchen::V,төтәү,smoke
779,regnen::V,ямғыр яуа,rain
780,gefrieren::V,туңыү,freeze
781,tauen::V,иреү,thaw
782,schmelzen::V,иреү,melt
783,trocknen::V,кибеү,dry
784,sieden::V,ҡайнау,boil
785,faulen::V,сереу,rot
786,verfaulen::V,сереу,decay
787,reißen::V,өҙөү,snap
788,reißen::V,йыртылыу,snap
789,versinken::V,батыу,sink
790,vergehen::V,үтеү,pass
791,erscheinen::V,килеп сығыу,appear
792,verschwinden::V,юғалыу,disappear
793,sinken::V,түбәнәйеү,drop
794,abnehmen::V,кәметеү,decrease
795,zunehmen::V,артыу,increase
796,steigen::V,күтәрелеү,rise
797,wachsen::V,үҫеү,grow
798,glänzen::V,ялтырау,shine
799,funkeln::V,баҙлау,sparkle
800,lärmen::V,шаулау,be noisy
801,läuten::V,ҡағыу,chime
802,klingeln::V,ҡағыу,ring
803,klingeln::V,шылтыратыу,ring
804,klirren::V,шылтыратыу,tinkle
805,brausen::V,ҡотороноу,roar
806,rauschen::V,шыптырлау,rustle
807,klingen::V,яңғырау,sound
808,bellen::V,өрөү,bark
809,heulen::V,олоу,howl
810,blasen::V,өрөү,blow
811,pfeifen::V,һызғырып ебәреү,whistle
