,Concept_ID,mhr,ru
199,Saat::N,нӧ́шмӧ,семя
200,Saat::N,туш,семя
201,Korn::N,шу́рно,зерно
202,Heu::N,шу́до,сено
203,Schale::N,шӱм,шелуха
204,Grube::N,выне́м,яма
205,Falle::N,лӧ́дӧ,ловушка
206,Schlinge::N,о́птыш,силок
207,Schlinge::N,шӧрга́лтыш,силок
208,Spur::N,кыша́,след
209,Asche::N,ло́мыж,зола
210,Asche::N,ло́мыж,пепел
211,Dreck::N,лавыра́,грязь
212,Eisen::N,кӱ́ртньӧ,железо
213,Gold::N,шӧ́ртньӧ,золото
214,Silber::N,ший,серебро
215,Kohle::N,мландышӱ́й,уголь
216,Glas::N,янда́,стекло
217,Lehm::N,шун,глина
218,Sand::N,ошма́,песок
219,Mensch::N,еҥ,человек
220,Mensch::N,айде́ме,человек
221,Mann::N,пӧръе́ҥ,мужчина
222,Frau::N,ӱдырама́ш,женщина
223,Kind::N,аза́,ребенок
224,Junge::N,рве́зе,мальчик
225,Mädchen::N,ӱдыра́ш,девочка
226,Familie::N,еш,семья
227,Großvater::N,коча́,дедушка
228,Großmutter::N,кова́,бабушка
229,Eltern::N,ача́-ава́,родители
230,Vater::N,ача́,отец
231,Mutter::N,ава́,мать
232,Sohn::N,э́рге,сын
233,Tochter::N,ӱ́дыр,дочь
234,Bruder::N,иза́,брат
235,Bruder::N,шо́льо,брат
236,Schwester::N,ака́,сестра
237,Onkel::N,иза́,дядя
238,Tante::N,кока́,тетя
239,Ehemann::N,мари́й,муж
240,Ehefrau::N,ва́те,жена
241,Freude::N,куа́н,радость
242,Freude::N,куаныма́ш,радость
243,Gelächter::N,во́штылтыш,смех
244,Glück::N,пиа́л,счастье
245,Kummer::N,о́йго,горе
246,Wunsch::N,ку́мыл,желание
247,Lust::N,ку́мыл,влечение
248,Geist::N,ӧрт,дух
249,Geist::N,чон,дух
250,Gedanke::N,ой,мысль
251,Gedanke::N,шоныма́ш,мысль
252,Gedächtnis::N,шарныма́ш,память
253,Verstand::N,уш,ум
254,Sinn::N,смысл,смысл
255,Grund::N,ама́л,повод
256,Wahrheit::N,чын,правда
257,Gespräch::N,мутланыма́ш,беседа
258,Märchen::N,йома́к,сказка
259,Erzählung::N,ойлыма́ш,рассказ
260,Nachricht::N,увертарыма́ш,сообщение
261,Neuigkeit::N,уве́р,новость
262,Name::N,лӱм,имя
263,Rätsel::N,ту́што,загадка
264,Rede::N,ойлыма́ш,речь
265,Sprache::N,йы́лме,язык
266,Stimme::N,йӱк,голос
267,Wort::N,ой,слово
268,Wort::N,мут,слово
269,Zeichen::N,ти́ште,знак
270,Zeichen::N,знак,знак
271,Ruf::N,ӱжма́ш,зов
272,Lärm::N,лӱшкыма́ш,шум
273,Lärm::N,йӱк-йӱа́н,шум
274,Laut::N,йӱк,звук
275,Ton::N,йӱксе́м,звучание
276,Lied::N,му́ро,песня
277,Ruhe::N,ты́мык,покой
278,Leute::N,еҥ-влак,люди
279,Volk::N,ка́лык,народ
280,Arbeit::N,паша́,работа
281,Gast::N,уна́,гость
282,Geschenk::N,пӧле́к,подарок
283,Spiel::N,мо́дыш,игра
284,Spiel::N,модма́ш,игра
285,Gesellschaft::N,тӱшка́,общество
286,Hilfe::N,по́лыш,помощь
287,Freund::N,таҥ,друг
288,Freund::N,йолта́ш,друг
289,Kamerad::N,таҥ,приятель
290,Angelegenheit::N,паша́,дело
291,Anzahl::N,чот,количество
292,Art::N,вид,вид
293,Stück::N,ка́тыш,кусок
294,Stück::N,ла́стык,кусок
295,Teil::N,ужа́ш,часть
296,Hälfte::N,пел,половина
297,Hälfte::N,пе́ле,половина
298,Kreis::N,ты́ртыш,круг
299,Kreuz::N,ыре́с,крест
300,Linie::N,ли́ний,линия
301,Strich::N,коре́ш,черта
302,Abstand::N,кокла́,промежуток
303,Entfernung::N,тора́,расстояние
304,Entfernung::N,ку́жыт,расстояние
305,Gegend::N,кунде́м,местность
306,Platz::N,ку́мдык,пространство
307,Ort::N,вер,место
308,Ort::N,о́лмо,место
309,Seite::N,ӧ́рдыж,сторона
310,Mitte::N,покше́л,середина
311,Gegenstand::N,наста́,предмет
312,Sache::N,наста́,вещь
313,Rand::N,тӱр,край
314,Kante::N,тӱр,ребро
315,Ecke::N,лук,угол
316,Spitze::N,вуй,кончик
317,Ende::N,муча́ш,конец
318,Loch::N,рож,дыра
319,Winkel::N,лук,угол
320,Muster::N,пеза́к,узор
321,Muster::N,узо́р,узор
322,Muster::N,ӱ́лгӧ,узор
323,Größe::N,кӱ́кшыт,размер
324,Länge::N,ку́тыш,длина
325,Höhe::N,кӱ́кшыт,высота
326,Gewicht::N,не́лыт,вес
327,Menge::N,чот,количество
328,Haufen::N,кы́шыл,куча
329,Reihe::N,рада́м,ряд
330,Boot::N,пуш,лодка
331,Ruder::N,эшка́к,весло
332,Schlitten::N,тер,сани
333,Schlitten::N,изде́р,сани
334,Ski::N,е́че,лыжа
335,Lagerfeuer::N,туло́то,костер
336,Last::N,нӧ́лтыш,тяжесть
337,Gang::N,ошкылма́ш,ход
338,Schritt::N,о́шкыл,шаг
339,Norden::N,йӱдйыма́л,север
340,Süden::N,кечывалве́л,юг
341,Westen::N,касве́л,запад
342,Osten::N,эрве́л,восток
343,Holz::N,пу,древесина
344,Brett::N,оҥа́,доска
345,Platte::N,аста́р,плита
346,Stütze::N,чара́к,подпорка
347,Stange::N,лома́ш,жердь
348,Stock::N,тоя́,палка
349,Stab::N,вара́,шест
350,Stab::N,кашта́,шест
351,Rohr::N,пуч,труба
352,Haus::N,пӧрт,дом
353,Heim::N,мӧ́ҥгӧ,дом
354,Ofen::N,комака́,печь
355,Fußboden::N,кӱва́р,пол
356,Tisch::N,ӱсте́л,стол
357,Stuhl::N,пӱке́н,стул
358,Wiege::N,шепка́,колыбель
359,Bett::N,ва́кшыш,постель
360,Regal::N,шӧ́рлык,полка
361,Kiste::N,шо́ндык,ящик
362,Kiste::N,я́шлык,ящик
363,Fenster::N,окна́,окно
364,Tür::N,омса́,дверь
365,Tor::N,капка́,ворота
366,Zaun::N,сава́р,забор
367,Dach::N,леве́дыш,крыша
368,Leiter::N,тошка́лтыш,лестница
369,Besen::N,ӱштерво́штыр,метла
370,Spaten::N,ко́льмо,лопата
371,Schaufel::N,сово́к,совок
372,Schaufel::N,су́ско,совок
373,Gabel::N,ви́лке,вилка
374,Löffel::N,па́не,ложка
375,Löffel::N,совла́,ложка
376,Messer::N,кӱ́зӧ,нож
377,Nagel::N,пуда́,гвоздь
378,Netz::N,вапш,сеть
379,Haken::N,са́гыле,крюк
380,Griff::N,кыл,ручка
381,Schloss::N,кӧгӧ́н,замок
382,Bild::N,сӱре́т,картина
383,Figur::N,фигу́р,фигура
384,Puppe::N,курча́к,кукла
385,Beutel::N,меша́к,мешок
386,Bündel::N,арша́ш,связка
387,Tasche::N,сумка́,сумка
388,Eimer::N,ведра́,ведро
389,Deckel::N,ко́мдыш,крышка
390,Geschirr::N,а́те,посуда
391,Sack::N,куль,мешок
392,Sack::N,меша́к,мешок
393,Tasse::N,чу́кыр,чашка
394,Tasse::N,чашка́,чашка
395,Topf::N,ми́ске,кастрюля
396,Kessel::N,под,котел
397,Essen::N,ко́чкыш,еда
398,Nahrung::N,ку́рго,пища
399,Speise::N,ко́чкыш,блюдо
400,Speise::N,ко́чкыш,кушанье
401,Fleisch::N,шыл,мясо
402,Getreide::N,шу́рно,хлеб
403,Brei::N,пу́чымыш,каша
404,Brot::N,ки́нде,хлеб
405,Scheibe::N,ка́тыш,ломоть
406,Fett::N,коя́,жир
407,Butter::N,ӱй,масло
408,Öl::N,ӱй,масло
409,Salz::N,шинча́л,соль
410,Suppe::N,шӱр,суп
411,Honig::N,мӱй,мед
412,Milch::N,шӧр,молоко
413,Tee::N,чай,чай
414,Leder::N,сура́н,кожа
415,Leder::N,шӱ́штӧ,кожа
416,Wolle::N,пун,шерсть
417,Stoff::N,куэ́м,ткань
418,Stoff::N,посто́,ткань
419,Nadel::N,и́ме,игла
420,Faden::N,шӱ́ртӧ,нитка
421,Knopf::N,по́лдыш,пуговица
422,Knoten::N,пышке́м,узел
423,Farbe::N,чия́,краска
424,Kleidung::N,чие́м,одежда
425,Kleidung::N,вурге́м,одежда
426,Hemd::N,ту́выр,рубашка
427,Kragen::N,сога́,воротник
428,Ärmel::N,шокш,рукав
429,Hose::N,йола́ш,брюки
430,Gürtel::N,ӱ́штӧ,пояс
431,Mütze::N,упш,шапка
432,Schuh::N,боти́нке,ботинок
433,Stiefel::N,кем,сапог
434,Ring::N,шерга́ш,кольцо
435,Band::N,тасма́,лента
436,Band::N,ле́нте,лента
437,Kamm::N,шерге́,расческа
438,Spiegel::N,вошто́нчыш,зеркало
439,Riemen::N,кӱзанӱ́штӧ,ремень
440,Schnur::N,кере́м,веревка
441,Schnur::N,кандыра́,веревка
442,Leine::N,вӱра́ҥ,поводок
443,Decke::N,леве́дыш,одеяло
444,Decke::N,одея́л,одеяло
445,Kissen::N,кӱ́пчык,подушка
446,Tuch::N,шо́выч,платок
447,Handtuch::N,со́лык,полотенце
448,Kraft::N,вий,сила
449,Kraft::N,куа́т,сила
450,Stärke::N,куа́т,крепость
451,Stärke::N,карма́н,крепость
452,Gesundheit::N,таза́лык,здоровье
453,Krankheit::N,чер,болезнь
454,Schmerz::N,ко́рштыш,боль
455,Wunde::N,су́сыр,рана
456,Fieber::N,йӱштыму́ж,лихорадка
457,Fieber::N,йӱштыму́ж,температура
458,Fieber::N,лихора́дке,лихорадка
459,Fieber::N,лихора́дке,температура
460,Arznei::N,эм,лекарство
461,Brücke::N,кӱва́р,мост
462,Brunnen::N,вӱдвыне́м,колодец
463,Weide::N,нурше́р,пастбище
464,Pfad::N,йолго́рно,тропа
465,Pfad::N,сокма́к,тропа
466,Weg::N,ко́рно,путь
467,Weg::N,ко́рно,дорога
468,Straße::N,ко́рно,улица
469,Straße::N,ко́рно,дорога
470,Dorf::N,ял,деревня
471,Stadt::N,ола́,город
472,Brief::N,се́рыш,письмо
473,Buch::N,книга́,книга
474,Buchstabe::N,буква́,буква
475,Zeitung::N,газе́т,газета
476,Leben::N,и́лыш,жизнь
477,Tod::N,колыма́ш,смерть
478,Grab::N,шӱга́р,могила
479,Kirche::N,че́рке,церковь
480,Sünde::N,су́лык,грех
481,Gott::N,ю́мо,бог
482,Arbeiter::N,паша́зе,рабочий
483,Chef::N,тӧра́,начальник
484,Meister::N,маста́р,мастер
485,Arzt::N,врач,врач
486,Lehrer::N,ту́ныктышо,учитель
487,Geld::N,окса́,деньги
488,Geschäft::N,сатулыма́ш,занятие
489,Laden::N,ке́выт,магазин
490,Preis::N,ак,цена
491,Ware::N,сату́,товар
492,Nutzen::N,пайда́,выгода
493,Reichtum::N,поя́нлык,богатство
494,Welt::N,тӱня́,мир
495,Land::N,эл,страна
496,Staat::N,кугыжа́ныш,государство
497,König::N,кугыжа́,король
498,Macht::N,власть,власть
499,Grenze::N,грани́ца,граница
500,Krieg::N,сар,война
501,Feind::N,тушма́н,враг
502,Gewalt::N,виешлыма́ш,насилие
503,Kampf::N,кредалма́ш,борьба
504,Bogen[Waffe]::N,юҥе́ж,лук
505,Pfeil::N,пикш,стрела
506,Gewehr::N,пыча́л,ружье
507,Fehler::N,йо́ҥылыш,ошибка
508,Lüge::N,шоя́к,ложь
509,Schaden::N,зия́н,вред
510,Unglück::N,эҥге́к,беда
511,Schuld::N,тита́к,вина
512,Schuld::N,йола́,вина
513,Alter::N,ийго́т,возраст
514,Schluss::N,муча́ш,окончание
515,Zeit::N,жап,время
516,Zeit::N,па́гыт,время
517,Tag::N,ке́че,день
518,Morgen::N,эр,утро
519,Mittag::N,кечыва́л,полдень
520,Abend::N,кас,вечер
521,Nacht::N,йӱд,ночь
522,Woche::N,арня́,неделя
523,Monat::N,ты́лзе,месяц
524,Jahr::N,ий,год
525,Frühling::N,шо́шо,весна
526,Sommer::N,кеҥе́ж,лето
527,Herbst::N,шы́же,осень
528,Winter::N,те́ле,зима
529,Januar::N,шоркыйол,январь
530,Januar::N,идалыкву́й,январь
531,Januar::N,янва́рь,январь
532,Februar::N,пургыж,февраль
533,Februar::N,февра́ль,февраль
534,März::N,ӱярня,март
535,März::N,март,март
536,April::N,апре́ль,апрель
537,Mai::N,ага,май
538,Mai::N,май,май
539,Juni::N,пеледыш,июнь
540,Juni::N,ию́нь,июнь
541,Juli::N,сӱрем,июль
542,Juli::N,ию́ль,июль
543,August::N,сорла,август
544,August::N,агарма́н,август
545,August::N,а́вгуст,август
546,September::N,идым,сентябрь
547,September::N,сентя́брь,сентябрь
548,Oktober::N,шыжа,октябрь
549,Oktober::N,октя́брь,октябрь
550,November::N,кылме тылзе,ноябрь
551,November::N,ноя́брь,ноябрь
552,Dezember::N,дека́брь,декабрь
553,Montag::N,шо́чмо,понедельник
554,Dienstag::N,ку́шкыжмо,вторник
555,Mittwoch::N,вӱрге́че,среда
556,Donnerstag::N,изарня́,четверг
557,Freitag::N,кугарня́,пятница
558,Samstag::N,шуматке́че,суббота
559,Sonntag::N,рушарня́,воскресенье
560,groß::A,кугу́,большой
561,klein::A,изи́,маленький
562,lang::A,кужу́,длинный
563,kurz::A,кӱ́чык,короткий
564,breit::A,кумда́,широкий
565,schmal::A,а́ҥысыр,узкий
566,dicht::A,ну́гыдо,густой
567,dick[Gegenstand]::A,кӱ́жгӧ,толстый
568,dünn::A,ви́чкыж,тонкий
569,fein::A,ты́гыде,тонкий
570,fest::A,чо́ткыдо,крепкий
571,flach::A,лапка́,плоский
572,glatt::A,яклака́,гладкий
573,hart::A,пе́ҥгыде,твердый
574,weich::A,пу́шкыдо,мягкий
575,rund::A,йырге́шке,круглый
576,spitz::A,коша́р,остроконечный
577,scharf::A,пӱ́сӧ,острый
578,stumpf::A,токма́к,тупой
579,schwer::A,не́ле,тяжелый
580,schön::A,сы́лне,красивый
581,heiß::A,шо́кшо,жаркий
582,warm::A,ле́ве,теплый
583,kalt::A,йӱ́штӧ,холодный
584,kühl::A,юа́лге,прохладный
585,kühl::A,южгата́,прохладный
586,frisch::A,свежа́,свежий
587,feucht::A,вӱ́дыжгӧ,влажный
588,nass::A,нӧ́рӧ,мокрый
589,trocken::A,ку́кшо,сухой
590,voll::A,тич,полный
591,voll::A,тич,наполненный
592,leer::A,яра́,пустой
593,offen::A,виш,открытый
594,geschlossen::A,пе́тырыме,закрытый
595,geschlossen::A,тӱ́чмӧ,закрытый
596,sauber::A,ару́,чистый
597,sauber::A,янда́р,чистый
598,schmutzig::A,лавыра́н,грязный
599,schmutzig::A,ла́выргыше,грязный
600,roh::A,кӱ́чымӧ,сырой
601,reif::A,лӧза́,зрелый
602,lecker::A,ту́тло,вкусный
603,süß::A,ше́ре,сладкий
604,bitter::A,ко́чо,горький
605,sauer::A,шо́по,кислый
606,hell::A,во́лгыдо,светлый
607,dunkel::A,пычке́мыш,темный
608,schwarz::A,шола́,черный
609,weiß::A,ош,белый
610,rot::A,йошка́р,красный
611,gelb::A,сар,желтый
612,blau::A,ка́нде,синий
613,grün::A,ужа́р,зеленый
614,grau::A,сур,серый
615,bunt::A,олача́,пестрый
616,billig::A,шу́лдо,дешевый
617,teuer::A,ше́рге,дорогой
618,wertvoll::A,шергака́н,ценный
619,blind::A,со́кыр,слепой
620,taub::A,соҥгыра́,глухой
621,kräftig::A,куа́тле,могучий
622,stark::A,вия́н,сильный
623,schwach::A,а́лдыме,слабый
624,fett::A,коя́,жирный
625,schlank::A,йоштката́,стройный
626,schlank::A,яжу́,стройный
627,hübsch::A,чеве́р,прелестный
628,böse::A,шы́де,злой
629,dumm::A,аҥыра́,глупый
630,faul::A,його,ленивый
631,fleißig::A,ты́ршыше,прилежный
632,geizig::A,чаҥга́,жадный
633,klug::A,уша́н,умный
634,geschickt::A,уста́,искусный
635,lieb::A,ала́л,милый
636,lustig::A,весела́,веселый
637,sanft::A,ны́жылге,нежный
638,hungrig::A,шу́жышо,голодный
639,krank::A,че́рле,больной
640,nackt::A,чарама́т,голый
641,traurig::A,ойга́н,грустный
642,lebendig::A,и́лыше,живой
643,gut::A,сай,хороший
644,schlecht::A,уда́,плохой
645,schlecht::A,шӱ́кшӧ,плохой
646,richtig::A,чы́нле,правильный
647,schlimm::A,аля́к,отвратительный
648,schlimm::A,аля́к,мерзкий
649,schlimm::A,тыра́н,отвратительный
650,schlimm::A,тыра́н,мерзкий
651,wahr::A,чы́нле,настоящий
652,wahr::A,настоя́щий,настоящий
653,alt::A,то́што,старый
654,neu::A,у,новый
655,ehemalig::A,о́нчычсо,бывший
656,ehemalig::A,онда́кысе,бывший
657,alt[Lebewesen]::A,шо́нто,пожилой
658,jung::A,са́мырык,молодой
659,arm::A,нужна́,бедный
660,reich::A,поя́н,богатый
661,bekannt::A,па́лыме,знакомый
662,berühmt::A,лӱ́млӧ,знаменитый
663,fremd::A,йот,чужой
664,verschieden::A,тӱ́рлӧ,разный
665,nah::A,ли́шыл,близкий
666,fern::A,тора́,далекий
667,fern::A,мӱ́ндыр,далекий
668,linker::A,шола́,левый
669,rechter::A,пурла́,правый
670,anderer::A,вес,другой
671,anderer::A,мо́ло,другой
672,erster::A,и́кымше,первый
673,zweiter::A,ко́кымшо,второй
674,dritter::A,ку́мшо,третий
675,letzter::A,пыта́ртыш,последний
676,allein::ADV,шкет,один
677,auf einmal::ADV,икана́ште,сразу
678,zusammen::ADV,пырля́,вместе
679,lange::ADV,кужу́н,долго
680,plötzlich::ADV,кенета́,вдруг
681,sofort::ADV,кызыта́к,тотчас
682,später::ADV,варара́к,позже
683,jetzt::ADV,ы́нде,сейчас
684,jetzt::ADV,кы́зыт,сейчас
685,heute::ADV,та́че,сегодня
686,morgen::ADV,эрла́,завтра
687,bald::ADV,вашке́,скоро
688,dann::ADV,вара́,потом
689,gestern::ADV,теҥге́че,вчера
690,einst::ADV,икана́,однажды
691,damals::ADV,туна́м,тогда
692,danach::ADV,вара́,затем
693,vorher::ADV,о́нчыч,раньше
694,zuerst::ADV,онда́к,сперва
695,einmal::ADV,икана́,раз
696,manchmal::ADV,ка́шын,иногда
697,manchmal::ADV,кокла́н,иногда
698,oft::ADV,чӱ́чкыдын,часто
699,immer::ADV,эре́,всегда
700,immer::ADV,ту́тыш,всегда
701,niemals::ADV,ок нигуна́м,никогда
702,hier::ADV,ты́ште,здесь
703,hierhin::ADV,ты́шке,сюда
704,hierhin::ADV,тыш,сюда
705,von hier::ADV,тыше́ч,отсюда
706,von hier::ADV,тыве́ч,отсюда
707,dort::ADV,ту́што,там
708,dorthin::ADV,туш,туда
709,dorthin::ADV,ту́шко,туда
710,geradeaus::ADV,вик,прямо
711,vorwärts::ADV,о́нчыко,вперед
712,rückwärts::ADV,шеҥге́к,назад
713,zurück::ADV,мӧҥге́ш,обратно
714,unten::ADV,ӱ́лнӧ,внизу
715,unten::ADV,йыма́лне,внизу
716,hinab::ADV,йыма́к,вниз
717,oben::ADV,кӱ́шнӧ,наверху
718,oben::ADV,ӱмба́лне,наверху
719,hinauf::ADV,кӱ́ш,вверх
720,hinauf::ADV,кӱ́шкӧ,вверх
721,überall::ADV,чыла́ вере́,везде
722,nicht::ADV,ок,не
723,nicht::ADV,о́геш,не
724,ein wenig::ADV,изи́ш,немного
725,kaum::ADV,пыкше́,едва
726,sehr::ADV,чот,очень
727,so::ADV,тыге́,так
728,noch::ADV,а́ле,еще
729,nur::ADV,гына́,только
730,schon::ADV,ы́нде,уже
731,wieder::ADV,ада́к,опять
732,vergebens::ADV,ара́м,напрасно
733,vor::PRP,о́нчыч,перед
734,hinter::PRP,шеҥге́лне,за
735,hinter::PRP,шеҥге́лне,позади
736,unter::PRP,йыма́лне,под
737,durch::PRP,вошт,сквозь
738,neben::PRP,вокте́н,возле
739,zwischen::PRP,кокла́ште,между
740,wegen::PRP,верч,из-за
741,dies::PRN,ти́де,это
742,das::PRN,са́де,то
743,alles::PRN,чыла́,все
744,ich::PRN,мый,я
745,du::PRN,тый,ты
746,er::PRN,ту́до,он
747,wir::PRN,ме,мы
748,ihr::PRN,те,вы
749,sie::PRN,ну́но,они
750,was::FPRN,мо,что
751,wer::FPRN,кӧ,кто
752,wo::FADV,куша́н,где
753,wohin::FADV,куш,куда
754,wohin::FADV,ку́шко,куда
755,wie::FADV,кузе́,как
756,warum::FADV,мо,почему
757,warum::FADV,мола́н,почему
