,Concept_ID,br,ko
70,Rauch::N,moged,연기
71,Funke::N,ful,불티
72,Feuer::N,tan,불
73,Licht::N,gouloù,불
74,Schatten::N,disheol,어스레함
75,Wetter::N,amzer,기상
76,Nebel::N,brumenn,안개
77,Wolke::N,koumoulenn,구름
78,Regen::N,glav,비
79,Schnee::N,erc'h,눈
80,Eis::N,skorn,얼음
81,Frost::N,rev,혹한
82,Kälte::N,yen,추위
83,Kälte::N,yen,차가움
84,Hitze::N,tommder,고온
85,Hitze::N,tommder,더위
86,Raureif::N,frim,
87,Regenbogen::N,gwareg-ar-glav,무지개
88,Donner::N,kurun,뇌명
89,Strömung::N,red,유동
90,Tropfen::N,bannac'h,물방울
91,Tropfen::N,takenn,물방울
92,Schaum::N,spoum,포말
93,Schmutz::N,fank,때
94,See::N,lenn,호수
95,Sumpf::N,gwern,습지
96,Moor::N,taouarc'heg,저습지
97,Wiese::N,prad,목초지
98,Wald::N,koad,숲
99,Hügel::N,torgenn,언덕
100,Anhöhe::N,run,언덕
101,Berg::N,menez,산
102,Gipfel::N,barr,졀졍
103,Höhle::N,kav,공동
104,Abhang::N,naou,몰매
105,Quelle::N,feunteun,근원
106,Bach::N,gwazh,내
107,Fluss::N,stêr,강
108,Ufer::N,ribl,강변
109,Ufer::N,ribl,바닷가
110,Küste::N,aod,해변
111,Küste::N,aod,해변가
112,Festland::N,douar,본토
113,Meer::N,mor,바다
114,Bucht::N,mor-bihan,협만
115,Insel::N,enez,섬
116,Blume::N,bleunienn,꽃
117,Gras::N,geot,풀
118,Wurzel::N,gwrizienn,뿌리
119,Baum::N,gwezenn,나무
120,Stamm::N,kef,대
121,Rinde::N,rusk,나무껍질
122,Ast::N,barr,가지
123,Zweig::N,bod,가지
124,Blatt::N,delienn,잎
125,Birke::N,bezvenn,자작나무
126,Kiefer[Baum]::N,pinenn,소나무
127,Weide[Baum]::N,halegenn,쉬양버들
128,Tanne::N,sapenn,전나무
129,Horn::N,korn,뿔
130,Feder::N,pluñv,깃털
131,Fell::N,kreoñ,피혁모피
132,Flügel::N,askell,날개
133,Klaue::N,skilf,갈고리 발톺
134,Kralle::N,skilf,발툭
135,Schwanz::N,lost,꼬리
136,Ei::N,vi,알
137,Nest::N,neizh,보금자리
138,Bau::N,douarenn,굴
139,Tier::N,loen,짐승
140,Herde::N,tropell,가축의떼
141,Kuh::N,buoc'h,암소
142,Bulle::N,tarv,황소
143,Pferd::N,marc'h,말
144,Schaf::N,dañvad,양
145,Schwein::N,pemoc'h,돼지
146,Hund::N,ki,개
147,Katze::N,kazh,고양이
148,Bär::N,arzh,콤
149,Eichhörnchen::N,gwiñver,다람쥐
150,Elch::N,karv-dour,고라니
151,Fuchs::N,louarn,여우
152,Hase::N,gad,토끼
153,Maus::N,logodenn,쥐
154,Wolf::N,bleiz,늑대
155,Vogel::N,labous,새
156,Schwarm::N,nijad,뗴
157,Huhn::N,yar,암탉
158,Hahn::N,kilhog,수탉
159,Gans::N,gwazenn,거위
160,Adler::N,erer,수리
161,Ente::N,houad,오리
162,Eule::N,toud,부엉이
163,Kranich::N,garan,두루미
164,Krähe::N,bran,까마귀
165,Kuckuck::N,koukoug,뻐꾸기
166,Schwan::N,alarc'h,배조
167,Fisch::N,pesk,물고기
168,Barsch::N,brell,농어
169,Hecht::N,beked,에속스
170,Schlange[Tier]::N,naer,뱀
171,Wurm::N,preñv,벌레
172,Spinne::N,kevnidenn,거미
173,Ameise::N,merion,개미
174,Laus::N,laouenn,이
175,Mücke::N,moustik,모기
176,Fliege::N,kelienenn,날기
177,Schmetterling::N,balafenn,나비
178,Beere::N,hog,장과
179,Apfel::N,aval,사과
180,Pilz::N,kabell-touseg,고방이
181,Zwiebel::N,ognonenn,양파
182,Saat::N,had,씨
183,Korn::N,ed,알맹이
184,Heu::N,foenn,건초
185,Schale::N,peliadur,피상
186,Falle::N,pech,함정
187,Schlinge::N,krouglas,올가미
188,Schlinge::N,krouglas,멜빵붕대
189,Asche::N,ludu,재
190,Dreck::N,fank,똥
191,Dreck::N,fank,오물
192,Eisen::N,houarn,쇠
193,Eisen::N,houarn,철
194,Gold::N,aour,항금
195,Silber::N,arc'hant,은
196,Kohle::N,glaou,슻
197,Glas::N,gwer,유리
198,Sand::N,traezh,모래
199,Mensch::N,den,사람
200,Mann::N,den,남자
201,Frau::N,maouez,여자
202,Kind::N,bugel,아이
203,Junge::N,paotr,소녁
204,Mädchen::N,plac'h,소녀
205,Familie::N,familh,가족
206,Großvater::N,tad-kozh,할아버지
207,Großmutter::N,mamm-gozh,할머니
208,Eltern::N,kerent,어버오
209,Vater::N,tad,아버지
210,Mutter::N,mamm,어머니
211,Sohn::N,mab,아들
212,Tochter::N,merc'h,딸기
213,Bruder::N,breur,형제
214,Schwester::N,c'hoar,누이
215,Onkel::N,eontr,백부
216,Tante::N,moereb,아주머니
217,Ehemann::N,gwaz,남편
218,Ehefrau::N,gwreg,아내
219,Freude::N,levenez,기쁨
220,Gelächter::N,c'hoarzherezh,웃음
221,Glück::N,chañs,즐거움
222,Kummer::N,doan,슬픔
223,Wunsch::N,c'hoant,소망
224,Lust::N,c'hoant,
225,Geist::N,spered,할기
226,Gedanke::N,soñj,상념
227,Gedächtnis::N,eñvor,기억
228,Verstand::N,skiant,분별
229,Verstand::N,skiant,지능
230,Sinn::N,ster,센스
231,Grund::N,kaoz,까닭
232,Wahrheit::N,gwirionez,참
233,Wahrheit::N,gwirionez,진실
234,Gespräch::N,kaozeadenn,대화
235,Märchen::N,kaoz korriganez,동화
236,Erzählung::N,kontadenn,이야기
237,Nachricht::N,keloù,
238,Neuigkeit::N,kelaouenn,뉴스
239,Name::N,anv,이름
240,Rätsel::N,divinatez,수수께끼
241,Rede::N,diskour,연설
242,Sprache::N,yezh,말
243,Stimme::N,mouezh,목소리
244,Wort::N,ger,낱말
245,Zeichen::N,sin,신호
246,Ruf::N,galv,부름
247,Lärm::N,trouz,소동
248,Ton::N,ton,목소리
249,Lied::N,kanaouenn,노래
250,Ruhe::N,sioulded,쉼
251,Leute::N,tud,사람들
252,Volk::N,pobl,국중
253,Arbeit::N,labour,근로
254,Arbeit::N,labour,너무
255,Gast::N,kouviad,손님
256,Geschenk::N,prof,행하
257,Spiel::N,c'hoari,무리
258,Gesellschaft::N,kompagnunezh,교제
259,Gesellschaft::N,kavandad,교제
260,Hilfe::N,sikour,거들음
261,Hilfe::N,sikour,보좌
262,Freund::N,mignon,친구
263,Kamerad::N,kamarad,동실자
264,Angelegenheit::N,afer,용무
265,Anzahl::N,niver,어떤
266,Anzahl::N,niver,수
267,Art::N,sort,정류
268,Stück::N,tamm,일부분
269,Teil::N,pezh,몱
270,Teil::N,pezh,구훠
271,Hälfte::N,hanterenn,2분의
272,Kreis::N,kelc'h,고리
273,Kreuz::N,kroaz,열십자
274,Linie::N,linenn,선
275,Strich::N,tenn,스침
276,Abstand::N,distok,거리
277,Entfernung::N,keid,거리
278,Entfernung::N,kehid,거리
279,Gegend::N,korn-bro,곳
280,Gegend::N,korn-bro,부금
281,Platz::N,plasenn,장소
282,Ort::N,lec'h,장소
283,Seite::N,tu,옆면
284,Mitte::N,kreiz,궁간
285,Gegenstand::N,tra,항목
286,Sache::N,tra,뭉에
287,Rand::N,kantenn,가
288,Kante::N,kantenn,귀퉁
289,Ecke::N,korn,구석
290,Spitze::N,begell,끝
291,Spitze::N,begell,참단
292,Ende::N,dibenn,말당
293,Loch::N,toull,빙옷
294,Muster::N,tresadenn,본
295,Muster::N,tresadenn,견복
296,Größe::N,ment,신장
297,Länge::N,hirder,길이긺
298,Höhe::N,uhelder,높이
299,Gewicht::N,pouez,추
300,Menge::N,bern,수양
301,Haufen::N,bern,퇴적
302,Reihe::N,steud,열
303,Boot::N,bag,보트
304,Ruder::N,roeñv,노
305,Schlitten::N,trainell,썰매
306,Ski::N,ski,스키
307,Last::N,karg,무거운짐
308,Gang::N,kerzh,걸음
309,Schritt::N,paz,보조
310,Norden::N,norzh,북쪽 
311,Norden::N,hanternoz,북쪽 
312,Süden::N,su,남쪽
313,Süden::N,kreisteiz,남쪽
314,Westen::N,kuzh-heol,서쪽
315,Osten::N,reter,동쪽
316,Osten::N,sav-heol,동쪽
317,Holz::N,koad,목재
318,Brett::N,plankenn,마루널
319,Platte::N,plakenn,탤
320,Platte::N,plakenn,금속판
321,Stütze::N,harp,버팀목
322,Stange::N,sparl,장대
323,Stock::N,bazh,막대기
324,Stab::N,bazh,작대기
325,Rohr::N,tub,갈대
326,Rohr::N,korz,갈대
327,Haus::N,ti,집
328,Heim::N,kêr,집
329,Ofen::N,forn,아궁이
330,Fußboden::N,plañchod,마루
331,Tisch::N,taol,탁자
332,Stuhl::N,kador,의자
333,Wiege::N,kavell,발상지
334,Bett::N,gwele,침대
335,Regal::N,estajerenn,서가
336,Kiste::N,kased,짐궤
337,Fenster::N,prenestr,눔
338,Tür::N,dor,문
339,Tor::N,portal,대문
340,Zaun::N,sklotur,담장
341,Dach::N,toenn,지붕
342,Leiter::N,skeul,사닥다리
343,Besen::N,skubell,비
344,Spaten::N,pal,가래
345,Schaufel::N,pal,삽
346,Gabel::N,fourchetez,갈래
347,Löffel::N,loa,숟가락
348,Messer::N,kontell,나이프
349,Nagel::N,tach,발툽
350,Netz::N,roued,그물
351,Haken::N,krog,갈고리
352,Griff::N,kemer,움켜쥠
353,Schloss::N,potenn,자물쇠
354,Bild::N,skeudenn,그림
355,Figur::N,skeud,몸메
356,Figur::N,figur,몸메
357,Puppe::N,merc'hodenn,인형
358,Beutel::N,sac'h,클
359,Bündel::N,feskenn,자근다발
360,Tasche::N,sac'h,가방
361,Eimer::N,sailh,동이
362,Deckel::N,pallenn,뚜껑
363,Geschirr::N,listriaj,식시
364,Sack::N,sac'h,조갑
365,Tasse::N,tas,차잔
366,Topf::N,pod,단지
367,Kessel::N,chaodouron,주전자
368,Essen::N,pred,먹기
369,Nahrung::N,boued,식료
370,Speise::N,meuz,음식물
371,Fleisch::N,kig,고기
372,Getreide::N,ed,곡물
373,Brei::N,yod,젤리
374,Brot::N,bara,빵
375,Scheibe::N,tailhenn,원반
376,Fett::N,lard,기름
377,Butter::N,amann,버터
378,Öl::N,eoul,올리브유
379,Salz::N,holen,소금
380,Suppe::N,soubenn,국
381,Suppe::N,soubenn,수프
382,Honig::N,mel,감미
383,Milch::N,laezh,유즙
384,Tee::N,te,차
385,Leder::N,lêr,가죽
386,Wolle::N,gloan,양털
387,Stoff::N,danvez,패료
388,Nadel::N,nadoz,바늘
389,Faden::N,neudenn,콘실
390,Knopf::N,bouton,단추
391,Knoten::N,skoulm,곁절
392,Farbe::N,liv,색
393,Kleidung::N,dilhad,옷입기
394,Hemd::N,roc'hed,속옷
395,Kragen::N,gouzoug,깃
396,Ärmel::N,milgin,소매
397,Hose::N,bragoù,바지
398,Gürtel::N,gouriz,밴드
399,Mütze::N,boned,모자
400,Schuh::N,botez,구두
401,Stiefel::N,botez,장화
402,Ring::N,gwalenn,고리
403,Band::N,bagad,리본
404,Kamm::N,krib,빗
405,Spiegel::N,melezour,거울
406,Riemen::N,lerenn,가죽끈
407,Schnur::N,kordenn,밧줄
408,Leine::N,roll,고삐줄
409,Decke::N,golo,이부자리
410,Kissen::N,goubenner,깔개
411,Tuch::N,mezher,천
412,Handtuch::N,toailhon,수건
413,Kraft::N,nerzh,세력
414,Stärke::N,nerzhder,힘
415,Gesundheit::N,yec'hed,위생
416,Krankheit::N,klañved,병
417,Schmerz::N,poan,아픔고통
418,Schmerz::N,droug,아픔고통
419,Wunde::N,gloazadenn,상처
420,Fieber::N,terzhienn,열별
421,Arznei::N,louzoù,약
422,Brücke::N,pont,교량
423,Brunnen::N,puñs,원천
424,Weide::N,prad,목장
425,Pfad::N,gwenodenn,좁은길
426,Weg::N,hent,길
427,Straße::N,ru,길
428,Straße::N,hent,길
429,Dorf::N,kêr,촌
430,Dorf::N,kêr,촌락
431,Dorf::N,kêriadenn,촌
432,Dorf::N,kêriadenn,촌락
433,Stadt::N,kêr,도시
434,Brief::N,lizher,서한
435,Buch::N,levr,책
436,Buchstabe::N,lizherenn,문자
437,Zeitung::N,kazetenn,신문
438,Leben::N,buhez,삶
439,Tod::N,marv,죽음
440,Grab::N,bez,무덤
441,Kirche::N,iliz,교회
442,Sünde::N,pec'hed,부정
443,Gott::N,doue,하느님
444,Arbeiter::N,labourer,일하는사람
445,Arbeiter::N,micherour,일하는사람
446,Chef::N,penn,사장
447,Meister::N,mestr,명인
448,Meister::N,mestr,대가
449,Arzt::N,mezeg,의사
450,Arzt::N,medisin,의사
451,Lehrer::N,skolaer,교사
452,Lehrer::N,kelenner,교사
453,Geld::N,arc'hant,돈
454,Geschäft::N,stal,일
455,Laden::N,stal,가게
456,Preis::N,priz,가격
457,Ware::N,marc'hadourezh,상품
458,Nutzen::N,gounidegezh,이익
459,Nutzen::N,lañs,이익
460,Nutzen::N,profit,이익
461,Nutzen::N,spleit,이익
462,Reichtum::N,pinvidigezh,많음
463,Welt::N,douar,세상
464,Land::N,bro,지방
465,Staat::N,stad,국가
466,König::N,roue,국왕
467,Macht::N,galloud,힘
468,Grenze::N,harzoù,국경
469,Krieg::N,brezel,전쟁
470,Feind::N,eneber,적
471,Gewalt::N,tâerder,권력
472,Kampf::N,kann,전투
473,Bogen[Waffe]::N,gwareg,활
474,Pfeil::N,saezh,화살
475,Gewehr::N,fuzuilh,무기
476,Fehler::N,fazi,오류
477,Lüge::N,gaou,거짓말
478,Schaden::N,gwall,손상
479,Unglück::N,gwalleur,불행
480,Schuld::N,kablusted,부채
481,Schuld::N,pec'hedigezh,부채
482,Alter::N,oad,연령
483,Schluss::N,diwezh,마감
484,Zeit::N,amzer,때
485,Zeit::N,amzer,시간
486,Tag::N,deizh,하루
487,Morgen::N,beure,이침
488,Morgen::N,mintin,이침
489,Mittag::N,kreisteiz,대낮
490,Abend::N,abardaez,저녁
491,Nacht::N,noz,밤
492,Woche::N,sizhun,근무일
493,Monat::N,miz,달
494,Jahr::N,bloaz,해
495,Frühling::N,nevezamzer,봄
496,Sommer::N,hañv,여름
497,Herbst::N,diskaramzer,가을
498,Winter::N,goañv,겨울
499,Januar::N,Genver,일월
500,Februar::N,C'hwevrer,이월
501,März::N,Meurzh,삼월
502,April::N,Ebrel,사월
503,Mai::N,Mae,오월
504,Juni::N,Mezheven,유월
505,Juli::N,Gouhere,칠월
506,August::N,Eost,팔월
507,September::N,Gwengolo,구월
508,Oktober::N,Here,시월
509,November::N,Du,십일월
510,Dezember::N,Kerzu,십이월
511,Montag::N,Lun,월요일
512,Dienstag::N,Meurzh,화요일
513,Mittwoch::N,Merc'her,수요일
514,Donnerstag::N,Yaou,모교일
515,Freitag::N,Gwener,그묘일
516,Samstag::N,Sadorn,토요일
517,Sonntag::N,Sul,일요일
518,groß::A,bras,큰
519,klein::A,bihan,자근
520,lang::A,hir,긴
521,kurz::A,berr,짧은
522,breit::A,ledan,넓은
523,schmal::A,strizh,좁은
524,dicht::A,stank,농밀한
525,dick[Gegenstand]::A,tev,두꺼운
526,dünn::A,moan,얇은
527,fein::A,munut,미세한
528,fest::A,start,굳은
529,flach::A,plaen,얕은
530,glatt::A,lintr,반들반들한
531,glatt::A,levn,반들반들한
532,hart::A,kalet,굳은
533,weich::A,blot,연한
534,rund::A,ront,둥근
535,spitz::A,poentet,뾰족한
536,scharf::A,dremm,날카로운
537,stumpf::A,talsoc'h,무딘
538,schwer::A,pounner,무거운
539,schön::A,kaer,멋진
540,heiß::A,tomm,뜨거운
541,warm::A,tomm,따뜻한
542,kalt::A,yen,찬
543,kühl::A,yen,서늘한
544,frisch::A,fresk,신선한
545,feucht::A,gleb,축축한
546,nass::A,gleb,젖은
547,trocken::A,sec'h,마른
548,voll::A,leun,완전한
549,leer::A,goullo,빈
550,offen::A,digor,열린
551,geschlossen::A,serr,닫힌
552,sauber::A,naet,깨끗한
553,schmutzig::A,lous,더러운
554,roh::A,kriz,날게잇의
555,reif::A,darev,이근
556,lecker::A,lipous,맛있는
557,lecker::A,saourus,맛있는
558,süß::A,dous,단
559,bitter::A,c'hwerv,찌르는듯한
560,sauer::A,trenk,산성의
561,hell::A,sklaer,밝은
562,dunkel::A,teñval,어두운
563,schwarz::A,du,검은
564,weiß::A,gwenn,하얀
565,rot::A,ruz,붉은
566,gelb::A,melen,황색
567,blau::A,glas,푸른
568,grün::A,gwer,녹색의
569,grau::A,louet,회색의
570,bunt::A,liesliv,알록달록한
571,billig::A,marc'had-mat,싼
572,teuer::A,ker,값비산
573,wertvoll::A,prizius,가치가많은
574,blind::A,dall,눈먼
575,taub::A,bouzar,무감간한
576,kräftig::A,start,강장한
577,stark::A,kreñv,강한
578,schwach::A,gwan,약한
579,fett::A,lard,실찐
580,schlank::A,sinkl,호리호리한
581,hübsch::A,koant,예쁜
582,böse::A,gwall,나쁜
583,dumm::A,glep,어리석은
584,faul::A,lezirek,너덜너덜한
585,fleißig::A,studius,근면한
586,geizig::A,tost,인색한
587,klug::A,speredek,
588,geschickt::A,dornet,교묘한
589,lieb::A,koant,친애하는
590,lustig::A,laouen,유쾌한
591,sanft::A,flour,온화한
592,hungrig::A,marnaon,배고픈
593,krank::A,klañv,병든
594,nackt::A,noazh,벌거벗은
595,traurig::A,trist,슬픈
596,lebendig::A,bev,살아있는
597,gut::A,mad,좋은
598,schlecht::A,fall,나쁜
599,schlecht::A,gwall,나쁜
600,richtig::A,reizh,바른
601,schlimm::A,gwall,못된
602,wahr::A,gwir,참된
603,alt::A,kozh,늙은
604,neu::A,nevez,새
605,ehemalig::A,kozh,전의
606,alt[Lebewesen]::A,kozh,낡은
607,jung::A,yaouank,젊은
608,arm::A,paour,가난한
609,reich::A,pinvidik,풍부한
610,bekannt::A,anavezet,저명한
611,berühmt::A,brudet,유명한
612,fremd::A,dizanav,타처이
613,verschieden::A,disheñel,따른
614,nah::A,nes,가까운
615,fern::A,diabell,먼
616,linker::A,kleiz,왼쭉의
617,rechter::A,dehoù,오른쪽의
618,anderer::A,all,다른
619,erster::A,kentañ,첫째
620,zweiter::A,eil,둘째
621,dritter::A,trede,셋째
622,letzter::A,diwezhañ,의후자의
623,allein::ADV,e-unan,훌로
624,auf einmal::ADV,ar un dro,갑자기
625,zusammen::ADV,asambles,모아서
626,lange::ADV,pell,오래
627,plötzlich::ADV,en un taol,둘연한
628,sofort::ADV,diouzhtu,즉시
629,später::ADV,diwezhatoc'h,보다늦은
630,jetzt::ADV,bremañ,목하
631,heute::ADV,hiziv,오늘
632,morgen::ADV,arc'hoazh,내일
633,bald::ADV,hepdale,곱
634,dann::ADV,a-c'houde,그경우에
635,gestern::ADV,dec'h,어제
636,einst::ADV,gwechall,옛날에
637,damals::ADV,neuze,그때에
638,danach::ADV,goude,그 뒤에
639,vorher::ADV,diagent,미리
640,zuerst::ADV,da gentañ,최초로
641,einmal::ADV,ur wech,한번
642,manchmal::ADV,a-wechoù,땓대로
643,oft::ADV,alies,땓대로
644,immer::ADV,atav,늘
645,immer::ADV,bepred,늘
646,niemals::ADV,gwech ebet,결코...(하지)않다
647,hier::ADV,amañ,여기
648,hierhin::ADV,dre amañ,여기로
649,von hier::ADV,alemañ,
650,dort::ADV,aze,거기
651,dort::ADV,ahont,거기
652,dorthin::ADV,di,저기예
653,dorthin::ADV,aze,저기예
654,dorthin::ADV,ahont,저기예
655,geradeaus::ADV,war-eeun,곧장
656,vorwärts::ADV,war-raok,앞으로
657,rückwärts::ADV,war-lerc'h,뒤로
658,zurück::ADV,war-dreñv,제자리로
659,unten::ADV,en traoñ,아래에
660,hinab::ADV,a-izel,아래쪽으로
661,oben::ADV,en nec'h,위에
662,hinauf::ADV,e-krec'h,위쪽으로
663,überall::ADV,dre-holl,도처에
664,nicht::ADV,ne ... ket,안
665,ein wenig::ADV,un tammig,적음
666,kaum::ADV,a-boan,가의
667,sehr::ADV,-tre,자주
668,sehr::ADV,-kenañ,자주
669,so::ADV,evel-se,그와같이
670,noch::ADV,c'hoazh,아직
671,nur::ADV,hepken,다만
672,schon::ADV,dija,이미
673,wieder::ADV,adarre,다시
674,vor::PRP,dirak,앞에
675,hinter::PRP,a-drek,뒤에
676,hinter::PRP,a-dreñv,뒤에
677,unter::PRP,dindan,잍에
678,durch::PRP,dre,통고하여
679,neben::PRP,e-kichen,와나란히
680,zwischen::PRP,etre,의사이로
681,wegen::PRP,abalamour da,때문에
682,dies::PRN,hemañ,이
683,das::PRN,se,저
684,das::PRN,hennezh,저
685,alles::PRN,pep tra,모든것
686,ich::PRN,me,나
687,du::PRN,te,너
688,er::PRN,eñ,그
689,wir::PRN,ni,우리
690,ihr::PRN,c'hwi,너희들
691,sie::PRN,int,그들
692,was::FPRN,petra,뭣
693,wer::FPRN,piv,누구
694,wo::FADV,pelec'h,어디
695,wohin::FADV,da belec'h,어디로
696,wie::FADV,penaos,어떻게
697,warum::FADV,perak,왜
698,wieviel::FNUM,pet,얼마만큰
699,eins::NUM,unan,하나
700,zwei::NUM,daou,둘
701,drei::NUM,tri,셋
702,vier::NUM,pevar,넷
703,fünf::NUM,pemp,다섯
704,sechs::NUM,c'hwec'h,여섯
705,sieben::NUM,seizh,일곱
706,acht::NUM,eizh,여덟
707,neun::NUM,nav,아홉
708,zehn::NUM,dek,열
709,elf::NUM,unnek,열하나
710,zwölf::NUM,daouzek,열둘
711,zwanzig::NUM,ugent,스물
712,dreißig::NUM,tregont,서름
713,vierzig::NUM,daou-ugent,마흔
714,fünfzig::NUM,hanter-kant,숸
715,sechzig::NUM,tri-ugent,에순
716,siebzig::NUM,dek ha tri-ugent,일흔
717,achtzig::NUM,pevar-ugent,여든
718,neunzig::NUM,dek ha pevar-ugent,아흔
719,hundert::NUM,kant,백
720,tausend::NUM,mil,천
721,und::CNJ,ha,와
722,oder::CNJ,pe,아니면
723,stehen::V,bezañ a-sav,서다
724,sitzen::V,azezañ,앉다
725,sitzen::V,bezañ en e goazez,앉다
726,liegen::V,bezañ en e c'hourvez,눕다
727,hängen::V,krougañ,달다
728,werden::V,dazonet,되다
729,passieren::V,c'hoarvezout,지장옶다
730,beginnen::V,stagañ,시작되다
731,enden::V,achuiñ,큳내다
732,wechseln::V,cheñch,병경하다
733,aufgehen[Sonne]::V,dirouzañ,뜨다
734,scheinen[Sonne]::V,lugernañ,빛나다
735,donnern::V,taranal,천둥치다
736,wehen::V,c'hwezhañ,풀다
737,strömen::V,deredek,흐르다
738,fließen::V,redek,흐르다
739,sich drehen::V,troiñ,돌다
740,schwanken::V,trantellat,동요하다
741,schwingen::V,froumal,흔들다
742,fallen::V,kouezhañ,떨어지다
743,brennen::V,deviñ,타다
744,rauchen::V,divogedañ,김이나다
745,regnen::V,glavañ,비가오다
746,gefrieren::V,reviñ,얼다
747,tauen::V,diskornañ,녹다
748,schmelzen::V,teuziñ,녹다
749,trocknen::V,sec'hañ,홈치다
750,sieden::V,berviñ,끓다
751,faulen::V,breinañ,부패하다
752,verfaulen::V,breinañ,썩다
753,reißen::V,darnaouiñ,지바찢다
754,versinken::V,sodellañ,가라앉다
755,vergehen::V,tremen,지나가다
756,erscheinen::V,donet war-wel,나타나다
757,verschwinden::V,monet diwar wel,사라지다
758,sinken::V,en em izelat,가라앉다
759,abnehmen::V,nebeutaat,떼어내다
760,zunehmen::V,kreskiñ,증가하다
761,steigen::V,sevel,상승하다
762,wachsen::V,kreskiñ,생기하다
763,glänzen::V,lugernañ,뛰오나다
764,funkeln::V,elieniñ,불티가잍어나다
765,lärmen::V,rabotat,떠들다
766,klirren::V,diridignat,탁탁울리다
767,klirren::V,sterlinkañ,탁탁울리다
768,brausen::V,gwegal,쏴쏴소리내다
769,rauschen::V,trouzal,솨솨
770,klingen::V,seniñ,반향하다
771,bellen::V,harzhal,짖다
772,heulen::V,yudal,포효하다
773,blasen::V,c'hwezhañ,불다
774,pfeifen::V,c'hwitellat,피리를불다
775,schreien::V,huchal,절규하다
776,stöhnen::V,hirvoudiñ,신음하다
777,zittern::V,krenañ,저뉼하다
778,leben::V,bevañ,살다
779,geboren werden::V,genel,태어난
780,atmen::V,tennañ e anal,숨쉬다
781,trinken::V,evañ,마시다
782,essen::V,debriñ,먹다
783,schlucken::V,lonkañ,들이켜다
784,müde werden::V,skuizhañ,
785,einschlafen::V,menel kousket,잠들다
786,schlafen::V,kousket,자다
787,aufwachen::V,dihuniñ,눈트다
788,aufstehen::V,sevel,서다
789,sich erholen::V,diskuizhañ,회복하다
790,krank werden::V,klañviñ,
791,krank sein::V,bezañ klañv,
792,schmerzen::V,skourjezañ,아프다
793,husten::V,pasaat,잔기침하다
794,husten::V,peudal,잔기침하다
795,genesen::V,pareañ,낫다
796,sterben::V,mervel,죽다
797,umkommen::V,perisañ,못쓰게되다
798,sich bewegen::V,bouljal,움직이다
799,sich rühren::V,fiñval,움직이다
800,sich erheben::V,sevel,이러서다
801,sich setzen::V,azezañ,앉히다
802,sich setzen::V,mont en e goazez,앉히다
803,hinfallen::V,kouezhañ,넘어지다
804,laufen::V,redek,걷다
805,schreiten::V,kerzhet,보행하다
806,spazierengehen::V,pourmen,산보하다
807,eilen::V,hastañ,서둘다
808,sich beeilen::V,hastañ,서둘게하다
809,sausen::V,karzhañ,서들러 떠나다
810,rennen::V,redek,달리다
811,springen::V,lammat,도약하다
812,klettern::V,krimpat,갑겨오르다
813,schaukeln::V,brañsellat,흔들리게하다
814,kriechen::V,skrampañ,기다
