,Concept_ID,br,sah
68,Wasser::N,dour,уу
69,Stein::N,maen,таас
70,Boden::N,tachenn,сир
71,Erde::N,douar,буор
72,Staub::N,poultr,быыл
73,Rauch::N,moged,буруо
74,Funke::N,ful,кыым
75,Feuer::N,tan,уот
76,Licht::N,gouloù,уот
77,Schatten::N,disheol,күлүк
78,Wetter::N,amzer,күн-дьыл
79,Nebel::N,brumenn,туман
80,Wolke::N,koumoulenn,былыт
81,Regen::N,glav,самыыр
82,Schnee::N,erc'h,хаар
83,Eis::N,skorn,муус
84,Frost::N,rev,тымныы
85,Kälte::N,yen,тымныы
86,Hitze::N,tommder,куйаас
87,Raureif::N,frim,кырыа
88,Regenbogen::N,gwareg-ar-glav,кустук
89,Donner::N,kurun,этиҥ
90,Strömung::N,red,сүүрүк
91,Tropfen::N,bannac'h,таммах
92,Tropfen::N,bannac'h,хааппыла
93,Tropfen::N,takenn,таммах
94,Tropfen::N,takenn,хааппыла
95,Schaum::N,spoum,күүгэн
96,Schmutz::N,fank,кир
97,See::N,lenn,күөл
98,Sumpf::N,gwern,бадараан
99,Moor::N,taouarc'heg,дьэбэрэ
100,Wiese::N,prad,ходуһа
101,Wald::N,koad,ойуур
102,Hügel::N,torgenn,булгунньах
103,Anhöhe::N,run,үрдэл
104,Berg::N,menez,хайа
105,Gipfel::N,barr,чыпчаал
106,Höhle::N,kav,хайа_хаспаҕа
107,Höhle::N,kav,көҥүс
108,Abhang::N,naou,эниэ
109,Quelle::N,feunteun,дьүүктэ
110,Bach::N,gwazh,үрүйэ
111,Fluss::N,stêr,өрүс
112,Ufer::N,ribl,биэрэк
113,Küste::N,aod,кытыл
114,Festland::N,douar,кураанах сир
115,Meer::N,mor,муора
116,Bucht::N,mor-bihan,хомо
117,Bucht::N,mor-bihan,бухта
118,Insel::N,enez,арыы
119,Blume::N,bleunienn,сибэкки
120,Gras::N,geot,от
121,Wurzel::N,gwrizienn,силис
122,Baum::N,gwezenn,мас
123,Stamm::N,kef,умнас
124,Rinde::N,rusk,хатырык
125,Ast::N,barr,мутук
126,Zweig::N,bod,лабаа
127,Blatt::N,delienn,сэбирдэх
128,Birke::N,bezvenn,хатыҥ
129,Kiefer[Baum]::N,pinenn,бэс
130,Weide[Baum]::N,halegenn,үөт
131,Weide[Baum]::N,halegenn,талах
132,Tanne::N,sapenn,харыйа
133,Horn::N,korn,муос
134,Feder::N,pluñv,куорсун
135,Fell::N,kreoñ,тирии
136,Flügel::N,askell,кынат
137,Klaue::N,skilf,тыҥырах
138,Kralle::N,skilf,баппаҕай
139,Schwanz::N,lost,кутурук
140,Ei::N,vi,сымыыт
141,Nest::N,neizh,уйа
142,Bau::N,douarenn,хороон
143,Tier::N,loen,кыыл
144,Tier::N,loen,харамай
145,Herde::N,tropell,үөр
146,Kuh::N,buoc'h,ынах
147,Bulle::N,tarv,оҕус
148,Pferd::N,marc'h,сылгы
149,Schaf::N,dañvad,овца
150,Schwein::N,pemoc'h,сибиинньэ
151,Hund::N,ki,ыт
152,Katze::N,kazh,куоска
153,Bär::N,arzh,эһэ
154,Eichhörnchen::N,gwiñver,тииҥ
155,Elch::N,karv-dour,тайах
156,Fuchs::N,louarn,саһыл
157,Hase::N,gad,куобах
158,Maus::N,logodenn,кутуйах
159,Wolf::N,bleiz,бөрө
160,Vogel::N,labous,көтөр
161,Schwarm::N,nijad,бөлөх
162,Huhn::N,yar,куурусса
163,Hahn::N,kilhog,бөтүүк
164,Gans::N,gwazenn,хаас
165,Adler::N,erer,хотой
166,Ente::N,houad,кус
167,Eule::N,toud,мэкчиргэ
168,Kranich::N,garan,туруйа
169,Krähe::N,bran,тураах
170,Kuckuck::N,koukoug,кэҕэ
171,Schwan::N,alarc'h,куба
172,Fisch::N,pesk,балык
173,Barsch::N,brell,алыһар
174,Hecht::N,beked,сордон
175,Schlange[Tier]::N,naer,моҕой
176,Schlange[Tier]::N,naer,эриэн үөн
177,Wurm::N,preñv,үөн
178,Spinne::N,kevnidenn,ооҕуй
179,Ameise::N,merion,кымырдаҕас
180,Laus::N,laouenn,быт
181,Mücke::N,moustik,кумаар
182,Fliege::N,kelienenn,сахсырҕа
183,Schmetterling::N,balafenn,лыах
184,Schmetterling::N,balafenn,үрүмэччи
185,Beere::N,hog,отон
186,Apfel::N,aval,яблоко
187,Pilz::N,kabell-touseg,тэллэй
188,Zwiebel::N,ognonenn,луук
189,Saat::N,had,сиэмэ
190,Korn::N,ed,сиэмэ
191,Heu::N,foenn,от
192,Schale::N,peliadur,хах
193,Falle::N,pech,сохсо
194,Schlinge::N,krouglas,уктаа
195,Asche::N,ludu,күл
196,Dreck::N,fank,бадараан
197,Eisen::N,houarn,тимир
198,Gold::N,aour,көмүс
199,Gold::N,aour,кыһыл көмүс
200,Silber::N,arc'hant,көмүс
201,Silber::N,arc'hant,үрүҥ көмүс
202,Kohle::N,glaou,чох
203,Glas::N,gwer,өстүөкүлэ
204,Sand::N,traezh,кумах
205,Mensch::N,den,киһи
206,Mann::N,den,эр
207,Frau::N,maouez,дьахтар
208,Kind::N,bugel,оҕо
209,Junge::N,paotr,уол
210,Mädchen::N,plac'h,кыыс оҕо
211,Familie::N,familh,кэргэн
212,Großvater::N,tad-kozh,эһэ
213,Großmutter::N,mamm-gozh,эбэ
214,Eltern::N,kerent,аҕа-ийэ
215,Vater::N,tad,аҕа
216,Mutter::N,mamm,ийэ
217,Sohn::N,mab,уол
218,Tochter::N,merc'h,кыыс
219,Bruder::N,breur,убай
220,Bruder::N,breur,быраат
221,Schwester::N,c'hoar,аҕас
222,Schwester::N,c'hoar,балыс
223,Onkel::N,eontr,таай
224,Onkel::N,eontr,абаҕа
225,Tante::N,moereb,эдьиий
226,Ehemann::N,gwaz,эр
227,Ehefrau::N,gwreg,ойох
228,Freude::N,levenez,үөрүү
229,Gelächter::N,c'hoarzherezh,күлүү
230,Glück::N,chañs,дьол
231,Glück::N,chañs,соргу
232,Kummer::N,doan,кутурҕан
233,Wunsch::N,c'hoant,баҕарыы
234,Lust::N,c'hoant,баҕа
235,Geist::N,spered,тыын
236,Gedanke::N,soñj,санаа
237,Gedächtnis::N,eñvor,өй
238,Verstand::N,skiant,өй
239,Sinn::N,ster,суолта
240,Grund::N,kaoz,төрүөт
241,Wahrheit::N,gwirionez,кырдьык
242,Gespräch::N,kaozeadenn,бэсиэдэ
243,Gespräch::N,kaozeadenn,кэпсэтии
244,Märchen::N,kaoz korriganez,остуоруйа
245,Erzählung::N,kontadenn,кэпсээн
246,Nachricht::N,keloù,биллэриллии
247,Neuigkeit::N,kelaouenn,сонун
248,Name::N,anv,аат
249,Rätsel::N,divinatez,таабырын
250,Rede::N,diskour,этии
251,Sprache::N,yezh,тыл
252,Stimme::N,mouezh,куолас
253,Wort::N,ger,тыл
254,Zeichen::N,sin,бэлиэ
255,Ruf::N,galv,ыҥырыы
256,Lärm::N,trouz,айдаан
257,Ton::N,ton,дорҕоон
258,Lied::N,kanaouenn,ырыа
259,Ruhe::N,sioulded,уу чуумпу
260,Leute::N,tud,дьон
261,Volk::N,pobl,дьон
262,Volk::N,pobl,норуот
263,Arbeit::N,labour,үлэ
264,Gast::N,kouviad,ыалдьыт
265,Geschenk::N,prof,бэлэх
266,Spiel::N,c'hoari,оонньуу
267,Gesellschaft::N,kompagnunezh,общество
268,Gesellschaft::N,kavandad,общество
269,Hilfe::N,sikour,көмө
270,Freund::N,mignon,доҕор
271,Kamerad::N,kamarad,атас
272,Angelegenheit::N,afer,дьыала
273,Anzahl::N,niver,ахсаан
274,Art::N,sort,биис
275,Stück::N,tamm,кырбас
276,Teil::N,pezh,ирээт
277,Hälfte::N,hanterenn,аҥар
278,Kreis::N,kelc'h,төгүрүк
279,Kreis::N,kelc'h,төгүрүмтэ
280,Kreuz::N,kroaz,кириэс
281,Linie::N,linenn,сурааһын
282,Strich::N,tenn,сурааһын
283,Abstand::N,distok,арыт
284,Entfernung::N,keid,ыраах
285,Entfernung::N,kehid,ыраах
286,Gegend::N,korn-bro,сир
287,Platz::N,plasenn,арыт
288,Ort::N,lec'h,сир
289,Seite::N,tu,өрүт
290,Seite::N,tu,сирэй
291,Mitte::N,kreiz,орто
292,Gegenstand::N,tra,предмет
293,Sache::N,tra,мал
294,Rand::N,kantenn,кытыы
295,Rand::N,kantenn,ойоҕос
296,Kante::N,kantenn,кырыы
297,Ecke::N,korn,муннук
298,Spitze::N,begell,чыпчаал
299,Ende::N,dibenn,төбө
300,Loch::N,toull,тэһэҕэс
301,Loch::N,toull,дьөлөҕөс
302,Muster::N,tresadenn,оһуор
303,Größe::N,ment,кээмэй
304,Länge::N,hirder,уста
305,Höhe::N,uhelder,үрдүк
306,Gewicht::N,pouez,ыйааһын
307,Menge::N,bern,ахсаан
308,Haufen::N,bern,чөмчөх
309,Reihe::N,steud,кэккэ
310,Boot::N,bag,оҥочо
311,Ruder::N,roeñv,эрдии
312,Schlitten::N,trainell,сыарҕа
313,Ski::N,ski,хайыһар
314,Last::N,karg,ыарахан
315,Gang::N,kerzh,хаамыы
316,Schritt::N,paz,хардыы
317,Norden::N,norzh,хоту
318,Norden::N,hanternoz,хоту
319,Süden::N,su,соҕуруу
320,Süden::N,kreisteiz,соҕуруу
321,Westen::N,kuzh-heol,арҕаа
322,Osten::N,reter,илин
323,Osten::N,sav-heol,илин
324,Holz::N,koad,мас
325,Brett::N,plankenn,дуоска
326,Brett::N,plankenn,хаптаһын
327,Platte::N,plakenn,билиитэ
328,Stütze::N,harp,тулааһын
329,Stange::N,sparl,ураҕас
330,Stock::N,bazh,мас
331,Stock::N,bazh,баалкы
332,Stab::N,bazh,ураҕас
333,Rohr::N,tub,турба
334,Rohr::N,korz,турба
335,Haus::N,ti,дьиэ
336,Heim::N,kêr,дьиэ
337,Ofen::N,forn,оһох
338,Fußboden::N,plañchod,муоста
339,Tisch::N,taol,остуол
340,Stuhl::N,kador,устуул
341,Wiege::N,kavell,биһик
342,Bett::N,gwele,кырабаат
343,Regal::N,estajerenn,долбуур
344,Kiste::N,kased,дьааһык
345,Fenster::N,prenestr,түннүк
346,Tür::N,dor,аан
347,Tor::N,portal,аан
348,Zaun::N,sklotur,соппулуот
349,Dach::N,toenn,кырыыса
350,Leiter::N,skeul,кирилиэс
351,Besen::N,skubell,миинньик
352,Spaten::N,pal,күрдьэх
353,Schaufel::N,pal,күрдьэх
354,Gabel::N,fourchetez,биилкэ
355,Löffel::N,loa,луоска
356,Messer::N,kontell,быһах
357,Nagel::N,tach,тоһоҕо
358,Netz::N,roued,илим
359,Haken::N,krog,көхө
360,Griff::N,kemer,ук
361,Griff::N,kemer,тутаах
362,Schloss::N,potenn,күлүүс
363,Bild::N,skeudenn,хартыына
364,Figur::N,skeud,фигура
365,Figur::N,figur,фигура
366,Puppe::N,merc'hodenn,куукула
367,Beutel::N,sac'h,мөһөөччук
368,Bündel::N,feskenn,баайыы
369,Tasche::N,sac'h,суумка
370,Eimer::N,sailh,биэдэрэ
371,Deckel::N,pallenn,хаппах
372,Geschirr::N,listriaj,иһит
373,Sack::N,sac'h,куул
374,Tasse::N,tas,сэлиэнэй
375,Topf::N,pod,көстүрүүҥкэ
376,Kessel::N,chaodouron,хочуол
377,Essen::N,pred,аһылык
378,Nahrung::N,boued,ас
379,Speise::N,meuz,аһылык
380,Fleisch::N,kig,эт
381,Getreide::N,ed,злактар
382,Brei::N,yod,хааһы
383,Brot::N,bara,килиэп
384,Scheibe::N,tailhenn,куһуок
385,Fett::N,lard,сыа
386,Butter::N,amann,арыы
387,Öl::N,eoul,арыы
388,Salz::N,holen,туус
389,Suppe::N,soubenn,мин
390,Honig::N,mel,мүөт
391,Milch::N,laezh,үүт
392,Tee::N,te,чэй
393,Leder::N,lêr,тирии
394,Wolle::N,gloan,түү
395,Stoff::N,danvez,таҥас
396,Nadel::N,nadoz,иннэ
397,Faden::N,neudenn,сап
398,Knopf::N,bouton,тимэх
399,Knoten::N,skoulm,түмүк
400,Farbe::N,liv,кырааска
401,Kleidung::N,dilhad,таҥас
402,Hemd::N,roc'hed,ырбаахы
403,Kragen::N,gouzoug,саҕа
404,Ärmel::N,milgin,сиэх
405,Hose::N,bragoù,ыстаан
406,Hose::N,bragoù,бүрүүкэ
407,Gürtel::N,gouriz,кур
408,Mütze::N,boned,бэргэһэ
409,Schuh::N,botez,бачыыҥка
410,Stiefel::N,botez,саппыкы
411,Ring::N,gwalenn,биһилэх
412,Band::N,bagad,лиэнтэ
413,Kamm::N,krib,тараах
414,Spiegel::N,melezour,сиэркилэ
415,Riemen::N,lerenn,кур
416,Schnur::N,kordenn,быа
417,Leine::N,roll,тэһиин
418,Decke::N,golo,суорҕан
419,Kissen::N,goubenner,сыттык
420,Tuch::N,mezher,былаат
421,Handtuch::N,toailhon,соттор
422,Kraft::N,nerzh,сыра
423,Stärke::N,nerzhder,күүс
424,Gesundheit::N,yec'hed,доруобуйа
425,Krankheit::N,klañved,ыарыы
426,Schmerz::N,poan,ыарыы
427,Schmerz::N,droug,ыарыы
428,Wunde::N,gloazadenn,баас
429,Fieber::N,terzhienn,түрүлгэн
430,Fieber::N,terzhienn,лихорадка
431,Fieber::N,terzhienn,температура
432,Arznei::N,louzoù,эмп
433,Brücke::N,pont,күргэ
434,Brunnen::N,puñs,холуодьас
435,Weide::N,prad,мэччирэҥ
436,Pfad::N,gwenodenn,ыллык
437,Weg::N,hent,суол
438,Straße::N,ru,суол
439,Straße::N,hent,суол
440,Dorf::N,kêr,дэриэбинэ
441,Dorf::N,kêriadenn,дэриэбинэ
442,Stadt::N,kêr,куорат
443,Brief::N,lizher,сурук
444,Buch::N,levr,кинигэ
445,Buchstabe::N,lizherenn,буква
446,Zeitung::N,kazetenn,хаһыат
447,Leben::N,buhez,тыын
448,Tod::N,marv,өлүү
449,Grab::N,bez,иин
450,Kirche::N,iliz,таҥара дьиэтэ
451,Sünde::N,pec'hed,айыы
452,Gott::N,doue,тангара
453,Arbeiter::N,labourer,үлэһит
454,Arbeiter::N,micherour,үлэһит
455,Chef::N,penn,баһылык
456,Chef::N,penn,начальник
457,Meister::N,mestr,уус
458,Meister::N,mestr,маастар
459,Arzt::N,mezeg,врач
460,Arzt::N,medisin,врач
461,Lehrer::N,skolaer,учуутал
462,Lehrer::N,kelenner,учуутал
463,Geld::N,arc'hant,харчы
464,Geschäft::N,stal,идэ
465,Laden::N,stal,маҕаһыын
466,Preis::N,priz,сыана
467,Ware::N,marc'hadourezh,табаар
468,Nutzen::N,gounidegezh,туһа
469,Nutzen::N,lañs,туһа
470,Nutzen::N,profit,туһа
471,Nutzen::N,spleit,туһа
472,Reichtum::N,pinvidigezh,баай
473,Welt::N,douar,аан дойду
474,Land::N,bro,дойду
475,Staat::N,stad,государство
476,König::N,roue,король
477,Macht::N,galloud,былаас
478,Grenze::N,harzoù,кыраныысса
479,Krieg::N,brezel,сэрии
480,Feind::N,eneber,өстөөх
481,Gewalt::N,tâerder,күүһүлээһин
482,Kampf::N,kann,охсуһуу
483,Bogen[Waffe]::N,gwareg,ох
484,Pfeil::N,saezh,ох
485,Gewehr::N,fuzuilh,саа
486,Fehler::N,fazi,сыыһа
487,Lüge::N,gaou,сымыйа
488,Schaden::N,gwall,хоромньу
489,Unglück::N,gwalleur,алдьархай
490,Schuld::N,kablusted,буруй
491,Schuld::N,pec'hedigezh,буруй
492,Alter::N,oad,саас
493,Schluss::N,diwezh,тиһэх
494,Zeit::N,amzer,бириэмэ
495,Tag::N,deizh,күн
496,Morgen::N,beure,сарсыарда
497,Morgen::N,mintin,сарсыарда
498,Mittag::N,kreisteiz,күн ортото
499,Abend::N,abardaez,киэһэ
500,Nacht::N,noz,түүн
501,Woche::N,sizhun,нэдиэлэ
502,Monat::N,miz,ый
503,Jahr::N,bloaz,сыл
504,Jahr::N,bloaz,дьыл
505,Frühling::N,nevezamzer,саас
506,Sommer::N,hañv,сайын
507,Herbst::N,diskaramzer,күһүн
508,Winter::N,goañv,кыһын
509,Januar::N,Genver,тохсунньу
510,Februar::N,C'hwevrer,олунньу
511,März::N,Meurzh,кулун тутар
512,April::N,Ebrel,муус устар ый
513,Mai::N,Mae,ыам ыйа
514,Juni::N,Mezheven,бэс ыйа
515,Juli::N,Gouhere,от ыйа
516,August::N,Eost,атырдьах ыйа
517,September::N,Gwengolo,балаҕан ыйа
518,Oktober::N,Here,алтынньы
519,November::N,Du,сэтинньи
520,Dezember::N,Kerzu,ахсынньы
521,Montag::N,Lun,бэнидиэнньик
522,Dienstag::N,Meurzh,оптуорунньук
523,Mittwoch::N,Merc'her,сэрэдэ
524,Donnerstag::N,Yaou,чэппиэр
525,Freitag::N,Gwener,бээтинсэ
526,Samstag::N,Sadorn,субуота
527,Sonntag::N,Sul,баскыһыанньа
528,groß::A,bras,бөдөҥ
529,groß::A,bras,улахан
530,klein::A,bihan,кыр
531,lang::A,hir,уһун
532,kurz::A,berr,кылгас
533,breit::A,ledan,кэтит
534,schmal::A,strizh,кыараҕас
535,dicht::A,stank,хойуу
536,dick[Gegenstand]::A,tev,суон
537,dick[Gegenstand]::A,tev,хойуу
538,dünn::A,moan,чараас
539,fein::A,munut,бытархай
540,fein::A,munut,синньигес
541,fest::A,start,бөҕө
542,fest::A,start,кытаанах
543,flach::A,plaen,хаптаҕай
544,glatt::A,lintr,кылааккай
545,glatt::A,levn,кылааккай
546,hart::A,kalet,хатан
547,hart::A,kalet,кытаанах
548,weich::A,blot,сымнаҕас
549,rund::A,ront,төгүрүк
550,spitz::A,poentet,сытыы
551,spitz::A,poentet,уһуктаах
552,scharf::A,dremm,сытыы
553,stumpf::A,talsoc'h,сыппах
554,schwer::A,pounner,ыарахан
555,schön::A,kaer,кыраһыабай
556,heiß::A,tomm,итии
557,warm::A,tomm,ичигэс
558,kalt::A,yen,тымныы
559,kühl::A,yen,сөрүүн
560,frisch::A,fresk,ыраас
561,frisch::A,fresk,сөрүүн
562,frisch::A,fresk,тымныы
563,feucht::A,gleb,сииктээх
564,nass::A,gleb,инчэҕэй
565,trocken::A,sec'h,кураан
566,voll::A,leun,толору
567,leer::A,goullo,иччитэх
568,offen::A,digor,аһаҕас
569,geschlossen::A,serr,бүтэй
570,sauber::A,naet,сэбэр
571,schmutzig::A,lous,кирдээх
572,roh::A,kriz,сиикэй
573,reif::A,darev,буспут
574,reif::A,darev,сиппит-хоппут
575,lecker::A,lipous,минньигэс
576,lecker::A,saourus,минньигэс
577,süß::A,dous,минньигэс
578,bitter::A,c'hwerv,аһыы
579,sauer::A,trenk,аһыы
580,hell::A,sklaer,сырдык
581,dunkel::A,teñval,хараҥа
582,schwarz::A,du,хара
583,weiß::A,gwenn,үрүҥ
584,weiß::A,gwenn,маҥан
585,rot::A,ruz,кыһыл
586,gelb::A,melen,саһархай
587,blau::A,glas,күөх
588,grün::A,gwer,күөх
589,grün::A,gwer,от күөҕэ
590,grau::A,louet,сиэрэй
591,bunt::A,liesliv,эриэн
592,billig::A,marc'had-mat,чэпчэки
593,teuer::A,ker,сыаналаах
594,wertvoll::A,prizius,сыаналаах
595,blind::A,dall,хараҕа суох
596,taub::A,bouzar,дьүлэй
597,kräftig::A,start,модун
598,stark::A,kreñv,күүстээх
599,schwach::A,gwan,мөлтөх
600,fett::A,lard,эмис
601,schlank::A,sinkl,дьылҕан
602,schlank::A,sinkl,дьыпсаҕай
603,hübsch::A,koant,олус кэрэ
604,hübsch::A,koant,көрүөхтэн үчүгэй
605,böse::A,gwall,өһүөннээх
606,dumm::A,glep,акаары
607,faul::A,lezirek,нэс
608,fleißig::A,studius,кыһамньылаах
609,geizig::A,tost,иҥсэлээх
610,klug::A,speredek,өйдөөх
611,geschickt::A,dornet,наһаа дьоҕурдаах
612,lieb::A,koant,тапталлаах
613,lustig::A,laouen,көрдөөх
614,sanft::A,flour,намчы
615,sanft::A,flour,сымнаҕас
616,hungrig::A,marnaon,аччык
617,krank::A,klañv,ыалдьар
618,nackt::A,noazh,сыгынньах
619,traurig::A,trist,санаарҕабыллаах
620,lebendig::A,bev,тыыннаах
621,gut::A,mad,үтүө
622,gut::A,mad,үчүгэй
623,schlecht::A,fall,куһаҕан
624,schlecht::A,gwall,куһаҕан
625,richtig::A,reizh,сөп
626,schlimm::A,gwall,сидьиҥ
627,schlimm::A,gwall,быдьар
628,wahr::A,gwir,кырдьык
629,alt::A,kozh,былыргы
630,neu::A,nevez,саҥа
631,ehemalig::A,kozh,урукку
632,alt[Lebewesen]::A,kozh,кырдьаҕас
633,jung::A,yaouank,эдэр
634,arm::A,paour,дьадаҥы
635,reich::A,pinvidik,баай
636,bekannt::A,anavezet,билэр
637,berühmt::A,brudet,аатырбыт
638,fremd::A,dizanav,атын
639,verschieden::A,disheñel,араас
640,nah::A,nes,чугас
641,fern::A,diabell,ыраах
642,linker::A,kleiz,хаҥас
643,rechter::A,dehoù,уҥа
644,anderer::A,all,атын
645,erster::A,kentañ,маҥнайгы
646,zweiter::A,eil,иккис
647,dritter::A,trede,үһүс
648,letzter::A,diwezhañ,тиһэх
649,allein::ADV,e-unan,соҕотох
650,auf einmal::ADV,ar un dro,биирдэ
651,zusammen::ADV,asambles,холбуу
652,lange::ADV,pell,уһуннук
653,plötzlich::ADV,en un taol,эмискэ
654,sofort::ADV,diouzhtu,тута
655,später::ADV,diwezhatoc'h,хойут
656,jetzt::ADV,bremañ,билигин
657,heute::ADV,hiziv,бүгүн
658,morgen::ADV,arc'hoazh,сарсын
659,bald::ADV,hepdale,өтөр
660,dann::ADV,a-c'houde,кэнна
661,gestern::ADV,dec'h,бэҕэһээ
662,einst::ADV,gwechall,биир төгүл
663,einst::ADV,gwechall,арай биирдэ
664,damals::ADV,neuze,оччоҕо
665,danach::ADV,goude,аары
666,danach::ADV,goude,ол кэнниттэн
667,vorher::ADV,diagent,урут
668,zuerst::ADV,da gentañ,маҥнай
669,einmal::ADV,ur wech,биирдэ
670,manchmal::ADV,a-wechoù,арыт
671,oft::ADV,alies,чаастатык
672,immer::ADV,atav,мэлдьи
673,immer::ADV,bepred,мэлдьи
674,niemals::ADV,gwech ebet,хаһан да
675,hier::ADV,amañ,маныаха
676,hierhin::ADV,dre amañ,бэттэх
677,von hier::ADV,alemañ,мантан
678,dort::ADV,aze,онно
679,dort::ADV,ahont,онно
680,dorthin::ADV,di,онно
681,dorthin::ADV,aze,онно
682,dorthin::ADV,ahont,онно
683,geradeaus::ADV,war-eeun,быһа
684,geradeaus::ADV,war-eeun,быһаччы
685,vorwärts::ADV,war-raok,инники
686,rückwärts::ADV,war-lerc'h,төттөру
687,zurück::ADV,war-dreñv,төттөрү
688,unten::ADV,en traoñ,аллара
689,hinab::ADV,a-izel,аллара
690,oben::ADV,en nec'h,үөһэ
691,hinauf::ADV,e-krec'h,өрө
692,hinauf::ADV,e-krec'h,үөһэ
693,überall::ADV,dre-holl,бэйдиэ
694,nicht::ADV,ne ... ket,буолбатах
695,ein wenig::ADV,un tammig,кыратык
696,kaum::ADV,a-boan,нэһиилэ
697,sehr::ADV,-tre,бэрт
698,sehr::ADV,-tre,наһаа
699,sehr::ADV,-kenañ,бэрт
700,sehr::ADV,-kenañ,наһаа
701,so::ADV,evel-se,оччо
702,so::ADV,evel-se,оннук
703,noch::ADV,c'hoazh,өссө
704,nur::ADV,hepken,эрэ
705,nur::ADV,hepken,сыччах
706,schon::ADV,dija,бэлиэр
707,wieder::ADV,adarre,эмиэ
708,vor::PRP,dirak,иннигэр
709,hinter::PRP,a-drek,кэлин
710,hinter::PRP,a-dreñv,кэлин
711,unter::PRP,dindan,-ҕа
712,unter::PRP,dindan,оһох түгэҕэ
713,durch::PRP,dre,курдары
714,neben::PRP,e-kichen,аттыгар
715,zwischen::PRP,etre,ыккардынан
716,wegen::PRP,abalamour da,уҥуортан
717,dies::PRN,hemañ,ити
718,dies::PRN,hemañ,бу
719,das::PRN,se,били
720,das::PRN,hennezh,били
721,alles::PRN,pep tra,барыта
722,ich::PRN,me,мин
723,du::PRN,te,эн
724,er::PRN,eñ,кнни
725,wir::PRN,ni,биһиги
726,ihr::PRN,c'hwi,эһиги
727,sie::PRN,int,кинилэр
728,was::FPRN,petra,туох
729,wer::FPRN,piv,ким
730,wo::FADV,pelec'h,ханна
731,wohin::FADV,da belec'h,ханна
732,wie::FADV,penaos,хайдах
733,warum::FADV,perak,тоҕо
734,wieviel::FNUM,pet,төһө
735,eins::NUM,unan,биир
736,zwei::NUM,daou,икки
737,drei::NUM,tri,үс
738,vier::NUM,pevar,түөрт
739,fünf::NUM,pemp,биэс
740,sechs::NUM,c'hwec'h,алта
741,sieben::NUM,seizh,сэттэ
742,acht::NUM,eizh,аҕыс
743,neun::NUM,nav,тоҕус
744,zehn::NUM,dek,уон
745,elf::NUM,unnek,уон биир
746,zwölf::NUM,daouzek,уон икки
747,zwanzig::NUM,ugent,сүүрбэ
748,dreißig::NUM,tregont,отут
749,vierzig::NUM,daou-ugent,түөрт уон
750,fünfzig::NUM,hanter-kant,биэс уон
751,sechzig::NUM,tri-ugent,алта уон
752,siebzig::NUM,dek ha tri-ugent,сэттэ уон
753,achtzig::NUM,pevar-ugent,аҕыс уон
754,neunzig::NUM,dek ha pevar-ugent,тоҕус уонус
755,hundert::NUM,kant,сүүс
756,tausend::NUM,mil,тыһыынча
757,und::CNJ,ha,да
758,und::CNJ,ha,уонна
