,Concept_ID,pt,hr
367,Volk::N,nação,puk
368,Volk::N,nação,narod
369,Arbeit::N,trabalho,rad
370,Arbeit::N,trabalho,posao
371,Gast::N,hóspede,gost
372,Gast::N,convidado,gost
373,Geschenk::N,prenda,dar
374,Geschenk::N,prenda,poklon
375,Geschenk::N,presente,dar
376,Geschenk::N,presente,poklon
377,Spiel::N,jogo,igra
378,Gesellschaft::N,companhia,društvo
379,Gesellschaft::N,companhia,kompanija
380,Hilfe::N,ajuda,pomoć
381,Hilfe::N,socorro,pomoć
382,Freund::N,amigo,prijatelj
383,Kamerad::N,camarada,drug
384,Kamerad::N,camarada,drugar
385,Angelegenheit::N,assunto,posao
386,Anzahl::N,número,broj
387,Anzahl::N,número,brojnost
388,Anzahl::N,quantidade,broj
389,Anzahl::N,quantidade,brojnost
390,Art::N,tipo,vid
391,Art::N,tipo,vrst
392,Art::N,espécie,vid
393,Art::N,espécie,vrst
394,Stück::N,pedaço,komad
395,Teil::N,peça,dio
396,Teil::N,parte,dio
397,Hälfte::N,metade,polovina
398,Kreis::N,círculo,krug
399,Kreuz::N,cruz,križ
400,Linie::N,linha,crta
401,Strich::N,traço,crta
402,Abstand::N,distância,razmak
403,Abstand::N,distância,odstojanje
404,Entfernung::N,distância,udaljenost
405,Gegend::N,área,kraj
406,Gegend::N,área,predeo
407,Gegend::N,região,kraj
408,Gegend::N,região,predeo
409,Platz::N,lugar,mjesto
410,Ort::N,sítio,mjesto
411,Seite::N,lado,bok
412,Seite::N,lado,strana
413,Mitte::N,meio,sredina
414,Gegenstand::N,objecto,predmet
415,Sache::N,coisa,posao
416,Rand::N,bordo,rub
417,Rand::N,bordo,kraj
418,Rand::N,margem,rub
419,Rand::N,margem,kraj
420,Kante::N,borda,brid
421,Kante::N,borda,ivica
422,Kante::N,aresta,brid
423,Kante::N,aresta,ivica
424,Ecke::N,esquina,ugao
425,Spitze::N,ponta,vrh
426,Spitze::N,ponta,šiljak
427,Ende::N,cabo,konac
428,Ende::N,extremo,konac
429,Loch::N,furo,rupa
430,Loch::N,buraco,rupa
431,Winkel::N,canto,kut
432,Winkel::N,canto,ugao
433,Winkel::N,ângulo,kut
434,Winkel::N,ângulo,ugao
435,Muster::N,padrão,uzor
436,Muster::N,desenho,uzor
437,Größe::N,tamanho,veličina
438,Länge::N,comprimento,duljina
439,Höhe::N,altura,visina
440,Höhe::N,altitude,visina
441,Gewicht::N,peso,težina
442,Menge::N,quantidade,mnoštvo
443,Menge::N,quantidade,količina
444,Haufen::N,pilha,hrpa
445,Haufen::N,pilha,gomila
446,Reihe::N,fila,red
447,Boot::N,barco,čun
448,Boot::N,barco,čamac
449,Ruder::N,remo,veslo
450,Schlitten::N,trenó,saone
451,Ski::N,esqui,ski
452,Ski::N,esqui,smučka
453,Lagerfeuer::N,fogueira,logorska vatra
454,Last::N,carga,tovar
455,Gang::N,curso,hod
456,Gang::N,caminhada,hod
457,Schritt::N,passo,korak
458,Norden::N,norte,sjever
459,Süden::N,sul,jug
460,Westen::N,oeste,zapad
461,Westen::N,ocidente,zapad
462,Osten::N,este,istok
463,Osten::N,leste,istok
464,Osten::N,oriente,istok
465,Holz::N,madeira,drvo
466,Brett::N,tábua,daska
467,Brett::N,prancha,daska
468,Platte::N,laje,ploča
469,Platte::N,chapa,ploča
470,Stütze::N,apoio,potpora
471,Stütze::N,suporte,potpora
472,Stange::N,vara,motka
473,Stange::N,barra,motka
474,Stock::N,pau,štap
475,Stock::N,pau,palica
476,Stock::N,bengala,štap
477,Stock::N,bengala,palica
478,Stab::N,bastão,štap
479,Stab::N,bastão,šipka
480,Rohr::N,cano,cijev
481,Haus::N,casa,kuća
482,Heim::N,lar,dom
483,Heim::N,casa,dom
484,Ofen::N,estufa,peć
485,Ofen::N,aquecedor,peć
486,Fußboden::N,piso,pod
487,Tisch::N,mesa,stol
488,Tisch::N,mesa,trpeza
489,Stuhl::N,cadeira,stolac
490,Stuhl::N,cadeira,stolica
491,Wiege::N,berço,kolijevka
492,Bett::N,cama,krevet
493,Bett::N,cama,postelja
494,Regal::N,estante,polica
495,Regal::N,prateleira,polica
496,Kiste::N,caixa,sanduk
497,Fenster::N,janela,prozor
498,Tür::N,porta,vrata
499,Tor::N,portão,vrata
500,Tor::N,portão,kapija
501,Zaun::N,cerca,plot
502,Zaun::N,cerca,ograda
503,Zaun::N,vedação,plot
504,Zaun::N,vedação,ograda
505,Dach::N,telhado,krov
506,Leiter::N,escada,ljestve
507,Leiter::N,escada,ljestvice
508,Leiter::N,escada móvel,ljestve
509,Leiter::N,escada móvel,ljestvice
510,Besen::N,vassoura,metla
511,Spaten::N,pá,ašov
512,Schaufel::N,pá,lopata
513,Gabel::N,garfo,viljuška
514,Löffel::N,colher,žlica
515,Messer::N,faca,nož
516,Nagel::N,cravo,čavao
517,Netz::N,rede,mreža
518,Haken::N,gancho,kuka
519,Griff::N,asa,držak
520,Griff::N,asa,ručica
521,Griff::N,cabo,držak
522,Griff::N,cabo,ručica
523,Schloss::N,fechadura,brava
524,Bild::N,imagem,slika
525,Figur::N,figura,figura
526,Puppe::N,boneca,lutka
527,Beutel::N,saco,kesa
528,Beutel::N,bolsa,kesa
529,Bündel::N,fardo,snop
530,Bündel::N,fardo,svežanj
531,Tasche::N,saco,torba
532,Tasche::N,saco,taška
533,Tasche::N,bolso,torba
534,Tasche::N,bolso,taška
535,Eimer::N,balde,kabao
536,Deckel::N,tampa,poklopac
537,Geschirr::N,louça,suđe
538,Geschirr::N,louça,posuđe
539,Sack::N,saca,džak
540,Sack::N,saca,vreća
541,Tasse::N,chávena,šalica
542,Topf::N,tacho,lonac
543,Topf::N,panela,lonac
544,Kessel::N,caldeira,kazan
545,Essen::N,refeição,obrok
546,Nahrung::N,comida,hrana
547,Nahrung::N,alimento,hrana
548,Speise::N,prato,jelo
549,Fleisch::N,carne,meso
550,Getreide::N,cereais,žito
551,Getreide::N,cereais,žitarice
552,Brei::N,puré,kaša
553,Brot::N,pão,kruh
554,Scheibe::N,fatia,kriška
555,Fett::N,banha,mast
556,Fett::N,banha,salo
557,Fett::N,gordura,mast
558,Fett::N,gordura,salo
559,Butter::N,manteiga,buter
560,Butter::N,manteiga,maslac
561,Öl::N,azeite,ulje
562,Salz::N,sal,sol
563,Suppe::N,sopa,supa
564,Suppe::N,caldo,supa
565,Honig::N,mel,med
566,Milch::N,leite,mlijeko
567,Tee::N,chá,čaj
568,Leder::N,couro,koža
569,Wolle::N,lã,vuna
570,Stoff::N,pano,štof
571,Stoff::N,pano,tkanina
572,Stoff::N,tecido,štof
573,Stoff::N,tecido,tkanina
574,Nadel::N,agulha,igla
575,Faden::N,fio,nit
576,Faden::N,fio,konac
577,Knopf::N,botão,dugme
578,Knoten::N,nó,čvor
579,Knoten::N,nó,uzao
580,Farbe::N,corante,farba
581,Kleidung::N,roupa,odjeća
582,Kleidung::N,vestuário,odjeća
583,Hemd::N,camisa,košulja
584,Kragen::N,gola,ovratnik
585,Ärmel::N,manga,rukav
586,Hose::N,calça,hlače
587,Gürtel::N,cinto,pas
588,Gürtel::N,cinto,pojas
589,Mütze::N,boné,kapa
590,Mütze::N,barrete,kapa
591,Schuh::N,sapato,cipela
592,Stiefel::N,bota,čizma
593,Ring::N,anel,prsten
594,Band::N,fita,vrpca
595,Band::N,faixa,vrpca
596,Kamm::N,pente,češalj
597,Spiegel::N,espelho,zrcalo
598,Spiegel::N,espelho,ogledalo
599,Riemen::N,correia,kaiš
600,Riemen::N,correia,remen
601,Schnur::N,corda,vrpca
602,Schnur::N,cordel,vrpca
603,Leine::N,trela,uzica
604,Decke::N,cobertor,ćebe
605,Decke::N,cobertor,pokrivač
606,Kissen::N,almofada,jastuk
607,Tuch::N,pano,rubac
608,Tuch::N,pano,marama
609,Handtuch::N,toalha,ručnik
610,Kraft::N,força,snaga
611,Stärke::N,força,jakost
612,Gesundheit::N,saúde,zdravlje
613,Krankheit::N,doença,bolest
614,Krankheit::N,enfermidade,bolest
615,Schmerz::N,dor,bol
616,Wunde::N,chaga,rana
617,Wunde::N,ferida,rana
618,Fieber::N,febre,groznica
619,Arznei::N,remédio,lijek
620,Brücke::N,ponte,most
621,Brücke::N,ponte,ćuprija
622,Brunnen::N,poço,bunar
623,Brunnen::N,poço,zdenac
624,Weide::N,pastagem,paša
625,Weide::N,pastagem,pašnjak
626,Pfad::N,senda,staza
627,Pfad::N,trilho,staza
628,Weg::N,caminho,put
629,Straße::N,via,drum
630,Straße::N,via,cesta
631,Straße::N,estrada,drum
632,Straße::N,estrada,cesta
633,Dorf::N,aldeia,selo
634,Stadt::N,cidade,grad
635,Stadt::N,cidade,varoš
636,Brief::N,carta,list
637,Brief::N,carta,pismo
638,Buch::N,livro,knjiga
639,Buchstabe::N,letra,slovo
640,Zeitung::N,jornal,novine
641,Leben::N,vida,život
642,Tod::N,morte,smrt
643,Grab::N,túmulo,raka
644,Grab::N,sepultura,raka
645,Kirche::N,igreja,crkva
646,Sünde::N,pecado,grijeh
647,Gott::N,deus,bog
648,Arbeiter::N,operário,radnik
649,Arbeiter::N,trabalhador,radnik
650,Chef::N,chefe,šef
651,Chef::N,patrão,šef
652,Meister::N,mestre,majstor
653,Arzt::N,médico,liječnik
654,Lehrer::N,professor,učitelj
655,Geld::N,dinheiro,novac
656,Geschäft::N,negócio,posao
657,Geschäft::N,negócio,trgovina
658,Laden::N,loja,dućan
659,Preis::N,preço,cijena
660,Ware::N,mercadoria,roba
661,Nutzen::N,proveito,korist
662,Reichtum::N,riqueza,bogatstvo
663,Welt::N,mundo,svijet
664,Land::N,país,zemlja
665,Staat::N,Estado,država
666,König::N,rei,kralj
667,Macht::N,poder,moć
668,Macht::N,poder,vlast
669,Macht::N,potência,moć
670,Macht::N,potência,vlast
671,Grenze::N,fronteira,granica
672,Krieg::N,guerra,rat
673,Feind::N,inimigo,neprijatelj
674,Gewalt::N,violência,sila
675,Gewalt::N,violência,nasilje
676,Kampf::N,luta,boj
677,Kampf::N,luta,borba
678,Kampf::N,combate,boj
679,Kampf::N,combate,borba
680,Bogen[Waffe]::N,arco,luk
681,Pfeil::N,seta,strijela
682,Pfeil::N,flecha,strijela
683,Gewehr::N,espingarda,puška
684,Fehler::N,erro,pogreška
685,Fehler::N,erro,griješka
686,Fehler::N,falha,pogreška
687,Fehler::N,falha,griješka
688,Lüge::N,mentira,laž
689,Schaden::N,dano,šteta
690,Schaden::N,estrago,šteta
691,Unglück::N,desgraça,nesreća
692,Schuld::N,culpa,krivnja
693,Alter::N,idade,dob
694,Schluss::N,fim,kraj
695,Schluss::N,fim,konac
696,Zeit::N,tempo,doba
697,Zeit::N,tempo,vrijeme
698,Tag::N,dia,dan
699,Morgen::N,manhã,jutro
700,Mittag::N,meio-dia,podne
701,Abend::N,noite,veče
702,Abend::N,noite,večer
703,Abend::N,tardinha,veče
704,Abend::N,tardinha,večer
705,Nacht::N,noite,noć
706,Woche::N,semana,sedmica
707,Monat::N,mês,mjesec
708,Jahr::N,ano,godina
709,Frühling::N,primavera,proljeće
710,Sommer::N,verão,ljeto
711,Herbst::N,outono,jesen
712,Winter::N,inverno,zima
713,Januar::N,Janeiro,januar
714,Januar::N,Janeiro,siječanj
715,Februar::N,Fevereiro,veljača
716,Februar::N,Fevereiro,februar
717,März::N,Março,mart
718,März::N,Março,ožujak
719,April::N,Abril,april
720,April::N,Abril,travanj
721,Mai::N,Maio,maj
722,Mai::N,Maio,svibanj
723,Juni::N,Junho,juni
724,Juni::N,Junho,lipanj
725,Juli::N,Julho,juli
726,Juli::N,Julho,srpanj
727,August::N,Agosto,august
728,August::N,Agosto,kolovoz
729,September::N,Setembro,rujan
730,September::N,Setembro,septembar
731,Oktober::N,Outubro,oktobar
732,Oktober::N,Outubro,listopad
733,November::N,Novembro,studeni
734,November::N,Novembro,novembar
735,Dezember::N,Dezembro,prosinac
736,Montag::N,segunda-feira,ponedjeljak
737,Montag::N,segunda-feira,ponedjeljnik
738,Dienstag::N,terça-feira,utorak
739,Dienstag::N,terça-feira,utornik
740,Mittwoch::N,quarta-feira,srijeda
741,Donnerstag::N,quinta-feira,četvrtak
742,Freitag::N,sexta-feira,petak
743,Samstag::N,sábado,subota
744,Sonntag::N,domingo,nedjelja
745,groß::A,grande,velik
746,klein::A,pequeno,mali
747,klein::A,pequeno,malen
748,lang::A,comprido,dug
749,lang::A,comprido,dugačak
750,kurz::A,curto,kratak
751,breit::A,largo,širok
752,schmal::A,estreito,uski
753,schmal::A,estreito,uzak
754,dicht::A,denso,gust
755,dick[Gegenstand]::A,grosso,debeo
756,dünn::A,delgado,tanak
757,fein::A,fino,fin
758,fein::A,fino,tanak
759,fein::A,subtil,fin
760,fein::A,subtil,tanak
761,fest::A,firme,čvrst
762,fest::A,sólido,čvrst
763,flach::A,plano,ravan
764,flach::A,plano,plosnat
765,glatt::A,liso,gladak
766,hart::A,duro,tvrd
767,weich::A,mole,mek
768,weich::A,mole,mekan
769,rund::A,redondo,okrugao
770,spitz::A,agudo,oštar
771,spitz::A,agudo,šiljast
772,scharf::A,afiado,oštar
773,scharf::A,afiado,bridak
774,stumpf::A,rombo,tup
775,schwer::A,pesado,težak
776,schön::A,belo,krasan
777,schön::A,bonito,krasan
778,heiß::A,quente,vruć
779,warm::A,quente,topao
780,kalt::A,frio,hladan
781,kühl::A,fresco,hladan
782,frisch::A,fresco,svjež
783,feucht::A,húmido,vlažan
784,nass::A,molhado,mokar
785,trocken::A,seco,suh
786,voll::A,cheio,pun
787,leer::A,vazio,prazan
788,offen::A,aberto,otvoren
789,geschlossen::A,fechado,zatvoren
790,sauber::A,limpo,čist
791,schmutzig::A,sujo,nečist
792,schmutzig::A,sujo,blatan
793,roh::A,cru,sirov
794,reif::A,maduro,zreo
795,lecker::A,delicioso,tečan
796,lecker::A,delicioso,ukusan
797,süß::A,doce,sladak
798,bitter::A,amargo,gorak
799,sauer::A,azedo,kiseo
800,hell::A,claro,vedar
801,hell::A,claro,svijetao
802,dunkel::A,escuro,taman
803,dunkel::A,sombrio,taman
804,schwarz::A,preto,crn
805,weiß::A,branco,bio
806,weiß::A,branco,bijel
807,rot::A,vermelho,crven
808,gelb::A,amarelo,žut
809,blau::A,azul,plav
810,blau::A,azul,modar
811,grün::A,verde,zelen
812,grau::A,cinzento,siv
813,bunt::A,colorido,šaren
814,billig::A,barato,jeftin
815,teuer::A,caro,skup
816,wertvoll::A,valioso,vrijedan
817,wertvoll::A,valioso,dragocjen
818,wertvoll::A,precioso,vrijedan
819,wertvoll::A,precioso,dragocjen
820,blind::A,cego,slijep
821,taub::A,surdo,gluh
822,kräftig::A,forte,snažan
823,kräftig::A,poderoso,snažan
824,stark::A,forte,jak
825,stark::A,forte,snažan
826,stark::A,robusto,jak
827,stark::A,robusto,snažan
828,schwach::A,débil,slab
829,fett::A,gordo,pretio
830,schlank::A,esbelto,vitak
831,hübsch::A,giro,zgodan
832,hübsch::A,bonito,zgodan
833,böse::A,mau,zao
834,böse::A,mau,opak
835,dumm::A,parvo,glup
836,dumm::A,estúpido,glup
837,faul::A,preguiçoso,lijen
838,fleißig::A,aplicado,radin
839,fleißig::A,aplicado,marljiv
840,fleißig::A,diligente,radin
841,fleißig::A,diligente,marljiv
842,geizig::A,avarento,škrt
843,klug::A,prudente,razborit
844,klug::A,inteligente,razborit
845,geschickt::A,hábil,vješt
846,lieb::A,caro,drag
847,lieb::A,querido,drag
848,lustig::A,alegre,veseo
849,sanft::A,suave,blag
850,sanft::A,brando,blag
851,hungrig::A,faminto,gladan
852,krank::A,doente,bolestan
853,krank::A,enfermo,bolestan
854,nackt::A,nu,nag
855,nackt::A,despido,nag
