,Concept_ID,lt,sv
125,Höhle::N,ola,håla
126,Höhle::N,ola,grotta
127,Abhang::N,šlaitas,slänt
128,Abhang::N,šlaitas,sluttning
129,Abhang::N,nuokalnė,slänt
130,Abhang::N,nuokalnė,sluttning
131,Quelle::N,versmė,källa
132,Quelle::N,šaltinis,källa
133,Bach::N,upelis,bäck
134,Fluss::N,upė,älv
135,Fluss::N,upė,flod
136,Ufer::N,krantas,strand
137,Küste::N,pajūris,kust
138,Festland::N,sausuma,fastland
139,Meer::N,jūra,hav
140,Bucht::N,įlanka,vik
141,Bucht::N,įlanka,bukt
142,Bucht::N,užutekis,vik
143,Bucht::N,užutekis,bukt
144,Insel::N,sala,ö
145,Blume::N,gėlė,blomma
146,Blume::N,gėlė,blomster
147,Gras::N,žolė,gräs
148,Wurzel::N,šaknis,rot
149,Baum::N,medis,träd
150,Stamm::N,kamienas,stam
151,Rinde::N,žievė,bark
152,Ast::N,šaka,gren
153,Zweig::N,šakelė,kvist
154,Blatt::N,lapas,löv
155,Blatt::N,lapas,blad
156,Birke::N,beržas,björk
157,Kiefer[Baum]::N,pušis,tall
158,Weide[Baum]::N,karklas,pil
159,Weide[Baum]::N,karklas,vide
160,Tanne::N,eglė,gran
161,Tanne::N,kėnis,gran
162,Horn::N,ragas,horn
163,Feder::N,plunksna,fjäder
164,Fell::N,kailis,fäll
165,Fell::N,kailis,skinn
166,Flügel::N,sparnas,vinge
167,Klaue::N,kanopa,klöv
168,Kralle::N,nagas,klo
169,Schwanz::N,uodega,svans
170,Schwanz::N,uodega,stjärt
171,Ei::N,kiaušinis,ägg
172,Nest::N,gūžta,rede
173,Nest::N,gūžta,näste
174,Nest::N,lizdas,rede
175,Nest::N,lizdas,näste
176,Bau::N,ola,bo
177,Tier::N,gyvūnas,djur
178,Herde::N,banda,flock
179,Herde::N,kaimenė,flock
180,Kuh::N,karvė,ko
181,Bulle::N,bulius,tjur
182,Pferd::N,arklys,häst
183,Schaf::N,avis,får
184,Schwein::N,kiaulė,svin
185,Hund::N,šuo,hund
186,Katze::N,katė,katt
187,Bär::N,lokys,björn
188,Eichhörnchen::N,voveraitė,ekorre
189,Elch::N,briedis,älg
190,Fuchs::N,lapė,räv
191,Hase::N,kiškas,hare
192,Maus::N,pelė,mus
193,Wolf::N,vilkas,varg
194,Vogel::N,paukštis,fågel
195,Schwarm::N,spiečius,svärm
196,Huhn::N,višta,höns
197,Hahn::N,gaidys,tupp
198,Gans::N,žąsis,gås
199,Adler::N,erelis,örn
200,Ente::N,antis,anka
201,Eule::N,pelėda,uggla
202,Kranich::N,gervė,trana
203,Krähe::N,varna,kråka
204,Kuckuck::N,gegužė,gök
205,Schwan::N,gulbė,svan
206,Fisch::N,žuvis,fisk
207,Barsch::N,ešerys,abborre
208,Hecht::N,lydeka,gädda
209,Schlange[Tier]::N,gyvatė,orm
210,Wurm::N,kirmėlė,mask
211,Spinne::N,voras,spindel
212,Ameise::N,skruzdė,myra
213,Laus::N,utėlė,lus
214,Mücke::N,uodas,mygga
215,Fliege::N,musė,fluga
216,Schmetterling::N,drugys,fjäril
217,Schmetterling::N,peteliškė,fjäril
218,Beere::N,uoga,bär
219,Apfel::N,obuolys,äpple
220,Pilz::N,grybas,svamp
221,Zwiebel::N,svogūnas,lök
222,Saat::N,sėkla,sådd
223,Korn::N,grūdai,korn
224,Heu::N,šienas,hö
225,Schale::N,žievelė,skal
226,Grube::N,duobė,grop
227,Falle::N,pinklės,fälla
228,Falle::N,žabangai,fälla
229,Schlinge::N,kilpa,snara
230,Spur::N,vėžė,spår
231,Spur::N,pėdos,spår
232,Spur::N,pėdsakas,spår
233,Asche::N,pelenai,aska
234,Dreck::N,purvas,lort
235,Eisen::N,geležis,järn
236,Gold::N,auksas,guld
237,Silber::N,sidabras,silver
238,Kohle::N,anglis,kol
239,Glas::N,stiklas,glas
240,Lehm::N,molis,lera
241,Sand::N,smėlis,sand
242,Mensch::N,žmogus,människa
243,Mann::N,vyras,man
244,Mann::N,vyriškis,man
245,Frau::N,moteris,kvinna
246,Kind::N,vaikas,barn
247,Junge::N,vaikinas,pojke
248,Junge::N,berniukas,pojke
249,Mädchen::N,mergytė,flicka
250,Mädchen::N,mergaitė,flicka
251,Familie::N,šeima,familj
252,Großvater::N,senelis,morfar
253,Großmutter::N,senelė,farmor
254,Eltern::N,tėvai,föräldrar
255,Vater::N,tėvas,far
256,Mutter::N,motina,mor
257,Sohn::N,sūnus,son
258,Tochter::N,duktė,dotter
259,Bruder::N,brolis,bror
260,Schwester::N,sesuo,syster
261,Onkel::N,dėdė,morbror
262,Tante::N,teta,tant
263,Ehemann::N,vyras,äkta man
264,Ehefrau::N,žmona,hustru
265,Freude::N,džiaugsmas,fröjd
266,Freude::N,džiaugsmas,glädje
267,Gelächter::N,juokas,åtlöje
268,Glück::N,laimė,lycka
269,Kummer::N,vargas,sorg
270,Kummer::N,rūpestis,sorg
271,Wunsch::N,troškimas,önskan
272,Wunsch::N,pageidavimas,önskan
273,Lust::N,noras,lust
274,Lust::N,geidulys,lust
275,Geist::N,dvasia,ande
276,Gedanke::N,mintis,tanke
277,Gedächtnis::N,atmintis,minne
278,Verstand::N,protas,förstånd
279,Sinn::N,prasmė,mening
280,Sinn::N,prasmė,betydelse
281,Grund::N,priežastis,skäl
282,Grund::N,priežastis,grund
283,Wahrheit::N,tiesa,sanning
284,Wahrheit::N,teisybė,sanning
285,Gespräch::N,pokalbis,samtal
286,Märchen::N,pasaka,saga
287,Erzählung::N,apsakymas,berättelse
288,Erzählung::N,pasakojimas,berättelse
289,Nachricht::N,žinia,meddelande
290,Neuigkeit::N,naujiena,nyhet
291,Name::N,vardas,namn
292,Rätsel::N,mįslė,gåta
293,Rede::N,kalba,tal
294,Sprache::N,kalba,språk
295,Stimme::N,balsas,stämma
296,Wort::N,žodis,ord
297,Zeichen::N,žymė,tecken
298,Zeichen::N,ženklas,tecken
299,Ruf::N,šauksmas,rop
300,Lärm::N,triukšmas,bråk
301,Lärm::N,triukšmas,oväsen
302,Laut::N,garsas,ljud
303,Ton::N,tonas,ton
304,Ton::N,garsas,ton
305,Lied::N,daina,sång
306,Lied::N,giesmė,sång
307,Ruhe::N,ramybė,ro
308,Ruhe::N,ramybė,lugn
309,Ruhe::N,ramumas,ro
310,Ruhe::N,ramumas,lugn
311,Leute::N,žmonės,folk
312,Volk::N,tauta,folk
313,Arbeit::N,darbas,arbete
314,Arbeit::N,triūsas,arbete
315,Gast::N,svečias,gäst
316,Geschenk::N,dovana,gåva
317,Geschenk::N,dovana,present
318,Spiel::N,žaismas,lek
319,Spiel::N,žaismas,spel
320,Spiel::N,žaidimas,lek
321,Spiel::N,žaidimas,spel
322,Gesellschaft::N,draugija,sällskap
323,Gesellschaft::N,kompanija,sällskap
324,Hilfe::N,pagalba,hjälp
325,Freund::N,draugas,vän
326,Freund::N,bičiulis,vän
327,Kamerad::N,draugas,kamrat
328,Angelegenheit::N,dalykas,ärende
329,Angelegenheit::N,dalykas,angelägenhet
330,Angelegenheit::N,reikalas,ärende
331,Angelegenheit::N,reikalas,angelägenhet
332,Anzahl::N,kiekis,antal
333,Anzahl::N,skaičius,antal
334,Art::N,rūšis,art
335,Art::N,rūšis,slag
336,Stück::N,gabalas,stycke
337,Teil::N,dalis,del
338,Hälfte::N,pusė,halva
339,Kreis::N,ratas,krets
340,Kreis::N,ratas,cirkel
341,Kreis::N,apskritis,krets
342,Kreis::N,apskritis,cirkel
343,Kreis::N,apskritimas,krets
344,Kreis::N,apskritimas,cirkel
345,Kreuz::N,kryžius,kors
346,Kreuz::N,kryžius,kryss
347,Linie::N,linija,linje
348,Strich::N,brėžis,streck
349,Strich::N,brūkšnys,streck
350,Abstand::N,atstumas,avstånd
351,Entfernung::N,atstumas,avstånd
352,Gegend::N,vietovė,trakt
353,Platz::N,vieta,plats
354,Ort::N,vieta,plats
355,Ort::N,vieta,ställe
356,Ort::N,vietovė,plats
357,Ort::N,vietovė,ställe
358,Seite::N,pusė,sida
359,Seite::N,šonas,sida
360,Mitte::N,vidurys,mitt
361,Gegenstand::N,dalykas,föremål
362,Sache::N,daiktas,sak
363,Rand::N,kraštas,rand
364,Rand::N,pakraštys,rand
365,Kante::N,kraštas,kant
366,Ecke::N,kertė,vrå
367,Ecke::N,kertė,hörn
368,Ecke::N,kampas,vrå
369,Ecke::N,kampas,hörn
370,Spitze::N,priekis,spets
371,Spitze::N,priešakys,spets
372,Ende::N,galas,ända
373,Loch::N,skylė,hål
374,Winkel::N,kampas,vinkel
375,Winkel::N,kampelis,vinkel
376,Muster::N,raštas,mönster
377,Größe::N,dydis,storlek
378,Größe::N,didumas,storlek
379,Länge::N,ilgis,längd
380,Länge::N,ilgumas,längd
381,Höhe::N,aukštis,höjd
382,Höhe::N,aukštuma,höjd
383,Gewicht::N,svoris,tyngd
384,Gewicht::N,svarstis,tyngd
385,Menge::N,kiekis,mängd
386,Menge::N,daugybė,mängd
387,Haufen::N,krūva,hög
388,Haufen::N,šūsnis,hög
389,Reihe::N,greta,rad
390,Boot::N,valtis,båt
391,Boot::N,laivelis,båt
392,Ruder::N,irklas,åra
393,Schlitten::N,rogės,släde
394,Schlitten::N,rogutės,släde
395,Ski::N,slidė,skida
396,Lagerfeuer::N,laužas,lägereld
397,Last::N,našta,last
398,Last::N,našta,börda
399,Last::N,nešulys,last
400,Last::N,nešulys,börda
401,Gang::N,eisena,gång
402,Schritt::N,žingsnis,steg
403,Norden::N,šiaurė,norr
404,Norden::N,žiemiai,norr
405,Süden::N,pietūs,söder
406,Westen::N,vakarai,väster
407,Osten::N,rytai,öster
408,Holz::N,mediena,trä
409,Brett::N,lenta,bräda
410,Platte::N,plokštė,platta
411,Stütze::N,atrama,stöd
412,Stütze::N,atrama,stötta
413,Stütze::N,atspara,stöd
414,Stütze::N,atspara,stötta
415,Stange::N,lazda,stång
416,Stange::N,kartis,stång
417,Stock::N,lazda,käpp
418,Stock::N,lazda,pinne
419,Stab::N,kartis,stav
420,Rohr::N,vamzdis,rör
421,Haus::N,namas,hus
422,Heim::N,namai,hem
423,Ofen::N,krosnis,ugn
424,Fußboden::N,grindys,golv
425,Tisch::N,stalas,bord
426,Stuhl::N,kėdė,stol
427,Wiege::N,lopšys,vagga
428,Bett::N,lova,säng
429,Bett::N,patalai,säng
430,Regal::N,lentyna,hylla
431,Kiste::N,dėžė,låda
432,Fenster::N,langas,fönster
433,Tür::N,durys,dörr
434,Tor::N,vartai,port
435,Zaun::N,tvora,staket
436,Zaun::N,tvora,stängsel
437,Dach::N,stogas,tak
438,Leiter::N,kopėčios,stege
439,Besen::N,šluota,kvast
440,Spaten::N,lopeta,spade
441,Spaten::N,kastuvas,spade
442,Schaufel::N,semtuvas,skovel
443,Schaufel::N,semtuvas,skyffel
444,Gabel::N,šakutė,gaffel
445,Löffel::N,šaukštas,sked
446,Messer::N,peilis,kniv
447,Nagel::N,vinis,spik
448,Netz::N,tinklas,nät
449,Haken::N,vagis,krok
450,Haken::N,kablys,krok
451,Griff::N,kotas,tag
452,Griff::N,kotas,handtag
453,Griff::N,rankena,tag
454,Griff::N,rankena,handtag
455,Schloss::N,spyna,las
456,Schloss::N,užraktas,las
457,Bild::N,paveikslas,bild
458,Figur::N,figūra,figur
459,Puppe::N,lėlė,docka
460,Beutel::N,krepšys,påse
461,Beutel::N,maišelis,påse
462,Bündel::N,ryšulys,bunt
463,Bündel::N,ryšulys,knippa
464,Tasche::N,krepšelis,väska
465,Eimer::N,kibiras,hink
466,Eimer::N,kibiras,ämbar
467,Deckel::N,dangtis,lock
468,Geschirr::N,indai,servis
469,Geschirr::N,indai,porslin
470,Sack::N,maišas,säck
471,Tasse::N,puodukas,kopp
472,Topf::N,puodas,gryta
473,Topf::N,puodas,kastrull
474,Kessel::N,katilas,kittel
475,Essen::N,valgis,mål
476,Nahrung::N,penas,näring
477,Nahrung::N,maistas,näring
478,Speise::N,patiekalas,maträtt
479,Fleisch::N,mėsa,kött
480,Getreide::N,javai,säd
481,Getreide::N,javai,spannmål
482,Brei::N,košė,gröt
483,Brot::N,duona,bröd
484,Scheibe::N,riekė,skiva
485,Fett::N,taukai,fett
486,Fett::N,riebalai,fett
487,Butter::N,sviestas,smör
488,Öl::N,aliejus,olja
489,Salz::N,druska,salt
490,Suppe::N,sriuba,soppa
491,Honig::N,medus,honung
492,Milch::N,pienas,mjölk
493,Tee::N,arbata,te
494,Leder::N,oda,läder
495,Wolle::N,vilna,ull
496,Wolle::N,vilna,ylle
497,Stoff::N,audeklas,tyg
498,Stoff::N,audeklas,stoff
499,Nadel::N,adata,nål
500,Faden::N,gija,tråd
501,Faden::N,siūlas,tråd
502,Knopf::N,saga,knapp
503,Knoten::N,mazgas,knut
504,Farbe::N,dažai,färg
505,Kleidung::N,rūbai,klädsel
506,Kleidung::N,drabužiai,klädsel
507,Hemd::N,marškiniai,skjorta
508,Kragen::N,apykaklė,krage
509,Ärmel::N,rankovė,ärm
510,Hose::N,kelnės,byxor
511,Gürtel::N,juosta,bälte
512,Gürtel::N,diržas,bälte
513,Mütze::N,kepurė,mössa
514,Schuh::N,batas,sko
515,Stiefel::N,auliniai batai,stövel
516,Ring::N,žiedas,ring
517,Band::N,kaspinas,band
518,Kamm::N,šukos,kam
519,Spiegel::N,veidrodis,spegel
520,Riemen::N,diržas,rem
521,Schnur::N,virvė,snöre
522,Leine::N,pavadėlis,lina
523,Decke::N,antklodė,täcke
524,Kissen::N,pagalvė,dyna
525,Kissen::N,pagalvė,kudde
526,Kissen::N,priegalvis,dyna
527,Kissen::N,priegalvis,kudde
528,Tuch::N,skarelė,sjal
529,Handtuch::N,rankšluostis,handduk
530,Kraft::N,jėga,kraft
531,Stärke::N,stiprumas,styrka
532,Gesundheit::N,sveikata,hälsa
533,Krankheit::N,liga,sjukdom
534,Schmerz::N,skausmas,smärta
535,Wunde::N,žaizda,sår
536,Fieber::N,karštis,feber
537,Arznei::N,vaistas,medicin
538,Arznei::N,vaistas,läkemedel
539,Brücke::N,tiltas,bro
540,Brunnen::N,šulinys,brunn
541,Weide::N,ganykla,bete
542,Weide::N,gluosnis,bete
543,Pfad::N,takas,stig
544,Weg::N,kelias,väg
545,Straße::N,gatvė,gata
546,Dorf::N,kaimas,by
547,Dorf::N,sodžius,by
548,Stadt::N,miestas,stad
549,Brief::N,laiškas,brev
550,Buch::N,knyga,bok
551,Buchstabe::N,raidė,bokstav
552,Zeitung::N,laikraštis,tidning
553,Leben::N,gyvybė,liv
554,Leben::N,gyvenimas,liv
555,Tod::N,mirtis,död
556,Grab::N,kapas,grav
557,Kirche::N,bažnyčia,kyrka
558,Sünde::N,nuodėmė,synd
559,Sünde::N,nusidėjimas,synd
560,Gott::N,dievas,gud
561,Arbeiter::N,darbininkas,arbetare
562,Chef::N,šefas,chef
563,Chef::N,vadovas,chef
564,Chef::N,viršininkas,chef
565,Meister::N,meistras,mästare
566,Arzt::N,gydytojas,läkare
567,Lehrer::N,mokytojas,lärare
568,Geld::N,pinigai,pengar
569,Geschäft::N,biznis,rörelse
570,Laden::N,krautuvė,affär
571,Laden::N,parduotuvė,affär
572,Preis::N,kaina,pris
573,Ware::N,prekė,vara
574,Nutzen::N,nauda,gagn
575,Nutzen::N,nauda,nytta
576,Nutzen::N,pelnas,gagn
577,Nutzen::N,pelnas,nytta
578,Reichtum::N,turtas,rikedom
579,Welt::N,pasaulis,värld
580,Land::N,žemė,land
581,Land::N,šalis,land
582,Staat::N,valstija,stat
583,König::N,karalius,kung
584,König::N,karalius,konung
585,Macht::N,galia,makt
586,Macht::N,valdžia,makt
587,Grenze::N,riba,gräns
588,Grenze::N,siena,gräns
589,Krieg::N,karas,krig
590,Feind::N,priešas,fiende
591,Gewalt::N,jėga,våld
592,Gewalt::N,smurtas,våld
593,Gewalt::N,prievarta,våld
594,Kampf::N,kova,kamp
595,Kampf::N,kova,strid
596,Bogen[Waffe]::N,lankas,båge
597,Pfeil::N,strėlė,pil
598,Gewehr::N,šautuvas,gevär
599,Fehler::N,klaida,fel
600,Lüge::N,melas,lögn
601,Schaden::N,nuostolis,skada
602,Schaden::N,apgadinimas,skada
603,Unglück::N,nelaimė,otur
604,Unglück::N,nelaimė,olycka
605,Schuld::N,kaltė,skuld
606,Alter::N,amžius,ålder
607,Schluss::N,pabaiga,slut
608,Zeit::N,laikas,tid
609,Tag::N,diena,dag
610,Morgen::N,rytas,morgon
611,Mittag::N,vidurdienis,middag
612,Abend::N,vakaras,kväll
613,Nacht::N,naktis,natt
614,Woche::N,savaitė,vecka
615,Monat::N,mėnuo,månad
616,Jahr::N,metai,år
617,Frühling::N,pavasaris,vår
618,Sommer::N,vasara,sommar
619,Herbst::N,ruduo,höst
620,Winter::N,žiema,vinter
621,Januar::N,sausis,januari
622,Februar::N,vasaris,februari
623,März::N,kovas,mars
624,April::N,balandis,april
625,Mai::N,gegužė,maj
626,Juni::N,birželis,juni
627,Juli::N,liepa,juli
628,August::N,rugpjūtis,augusti
629,September::N,rugsėjis,september
630,Oktober::N,spalis,oktober
631,November::N,lapkritis,november
632,Dezember::N,gruodis,december
633,Montag::N,pirmadienis,måndag
634,Dienstag::N,antradienis,tisdag
635,Mittwoch::N,trečiadienis,onsdag
636,Donnerstag::N,ketvirtadienis,torsdag
637,Freitag::N,penktadienis,fredag
638,Samstag::N,šeštadienis,lördag
639,Sonntag::N,sekmadienis,söndag
640,groß::A,didis,stor
641,groß::A,didelis,stor
642,klein::A,mažas,liten
643,lang::A,ilgas,lång
644,kurz::A,trumpas,kort
645,breit::A,platus,bred
646,schmal::A,smulkus,smal
647,dicht::A,tankus,tät
648,dick[Gegenstand]::A,storas,tjock
649,dünn::A,plonas,tunn
650,fein::A,smulkus,fin
651,fest::A,kietas,fast
652,fest::A,tvirtas,fast
653,flach::A,lėkštas,platt
654,flach::A,plokščias,platt
655,glatt::A,slidus,glatt
656,hart::A,kietas,hård
657,weich::A,minkštas,mjuk
658,rund::A,apvalus,rund
659,rund::A,apskritas,rund
660,spitz::A,aštrus,toppig
661,spitz::A,aštrus,spetsig
662,spitz::A,smailus,toppig
663,spitz::A,smailus,spetsig
664,scharf::A,aštrus,vass
665,scharf::A,aštrus,skarp
666,stumpf::A,bukas,slö
667,stumpf::A,atšipęs,slö
668,schwer::A,sunkus,tung
669,schön::A,gražus,skön
670,schön::A,gražus,vacker
671,heiß::A,karštas,het
672,warm::A,šiltas,varm
673,kalt::A,šaltas,kall
674,kühl::A,vėsus,sval
675,kühl::A,vėsus,kylig
676,kühl::A,bejausmis,sval
677,kühl::A,bejausmis,kylig
678,frisch::A,šviežias,färsk
679,feucht::A,drėgnas,fuktig
680,nass::A,šlapias,våt
681,trocken::A,sausas,torr
682,voll::A,pilnas,full
683,leer::A,tuščias,tom
684,offen::A,atviras,öppen
685,geschlossen::A,uždaras,stängd
686,geschlossen::A,uždarytas,stängd
687,sauber::A,švarus,ren
688,schmutzig::A,nešvarus,snuskig
689,schmutzig::A,purvinas,snuskig
690,roh::A,žalias,rå
691,reif::A,prinokęs,mogen
692,reif::A,pribrendęs,mogen
693,lecker::A,gardus,läcker
694,süß::A,saldus,söt
695,bitter::A,kartus,besk
696,bitter::A,kartus,bitter
697,sauer::A,gižus,sur
698,sauer::A,rūgštus,sur
699,hell::A,šviesus,ljus
700,hell::A,skaistus,ljus
701,dunkel::A,tamsus,mörk
702,schwarz::A,juodas,svart
703,weiß::A,baltas,vit
704,rot::A,raudonas,röd
705,gelb::A,geltonas,gul
706,blau::A,mėlynas,blå
707,grün::A,žalias,grön
708,grau::A,pilkas,grå
709,bunt::A,margas,brokig
710,bunt::A,spalvotas,brokig
711,billig::A,pigus,billig
712,teuer::A,brangus,dyr
713,wertvoll::A,vertingas,värdefull
714,blind::A,aklas,blind
715,taub::A,kurčias,döv
716,kräftig::A,stiprus,kraftig
717,stark::A,stiprus,stark
718,schwach::A,silpnas,svag
719,fett::A,riebus,fet
720,schlank::A,laibas,slank
721,schlank::A,lieknas,slank
722,hübsch::A,gražus,snygg
723,hübsch::A,gražus,vacker
724,böse::A,blogas,ond
725,böse::A,blogas,elak
726,dumm::A,paikas,dum
727,dumm::A,kvailas,dum
728,faul::A,tingus,lat
729,fleißig::A,stropus,flitig
730,fleißig::A,kruopštus,flitig
731,geizig::A,šykštus,snål
732,geizig::A,šykštus,girig
733,klug::A,sumanus,klok
734,klug::A,protingas,klok
735,geschickt::A,apsukrus,händig
736,geschickt::A,apsukrus,skicklig
737,lieb::A,mielas,kär
738,lieb::A,mielas,snäll
739,lustig::A,smagus,rolig
740,lustig::A,smagus,lustig
741,lustig::A,linksmas,rolig
742,lustig::A,linksmas,lustig
743,sanft::A,švelnus,mild
744,sanft::A,minkštas,mild
745,hungrig::A,alkanas,hungrig
746,krank::A,ligotas,sjuk
747,krank::A,sergantis,sjuk
748,nackt::A,nuogas,naken
749,traurig::A,liūdnas,ledsen
750,traurig::A,liūdnas,sorgsen
751,lebendig::A,gyvas,levande
752,gut::A,geras,bra
753,schlecht::A,blogas,dålig
754,schlecht::A,prastas,dålig
755,richtig::A,tikras,riktig
756,richtig::A,teisingas,riktig
757,schlimm::A,blogas,illa
758,schlimm::A,prastas,illa
759,wahr::A,tikras,sann
760,alt::A,senas,gammal
761,neu::A,naujas,ny
762,ehemalig::A,buvęs,forn
763,ehemalig::A,buvęs,tidigare
764,alt[Lebewesen]::A,pagyvenęs,gammal
765,jung::A,jaunas,ung
766,arm::A,neturtingas,fattig
767,reich::A,turtingas,rik
768,bekannt::A,žinomas,känd
769,bekannt::A,pažįstamas,känd
770,berühmt::A,žymus,berömd
771,berühmt::A,garsus,berömd
772,fremd::A,svetimas,främmande
773,verschieden::A,įvairus,åtskillig
774,nah::A,artimas,nära
775,fern::A,tolimas,fjärran
776,linker::A,kairys,vänster
777,rechter::A,dešinys,höger
778,anderer::A,kitas,annan
779,erster::A,pirmas,första
780,zweiter::A,antras,andra
781,dritter::A,trečias,tredje
782,letzter::A,paskutinis,sist
783,allein::ADV,vienas,allena
784,auf einmal::ADV,iš karto,på en gång
785,zusammen::ADV,kartu,tillsammans
786,zusammen::ADV,drauge,tillsammans
787,lange::ADV,ilgai,länge
788,plötzlich::ADV,staiga,plötsligt
789,sofort::ADV,tuojau,strax
790,sofort::ADV,tuojau,genast
791,später::ADV,vėliau,senare
792,später::ADV,paskiau,senare
793,jetzt::ADV,dabãr,nu
794,heute::ADV,šiandien,i dag
795,morgen::ADV,rytoj,i morgon
796,bald::ADV,greitai,snart
797,bald::ADV,netrukus,snart
798,dann::ADV,po to,då
799,gestern::ADV,vakar,i går
800,einst::ADV,kadaise,en gång
801,einst::ADV,kitą kartą,en gång
802,damals::ADV,anuomet,då
803,damals::ADV,anuomet,den gången
804,damals::ADV,anuokart,då
805,damals::ADV,anuokart,den gången
806,danach::ADV,po to,därefter
807,danach::ADV,paskui,därefter
808,vorher::ADV,anksčiau,före
809,vorher::ADV,anksčiau,förut
810,zuerst::ADV,pirma,först
811,zuerst::ADV,iš pradžių̃,först
812,einmal::ADV,kartą,en gång
813,einmal::ADV,vieną kartą,en gång
814,manchmal::ADV,kai kada,ibland
815,oft::ADV,dažnai,ofta
816,immer::ADV,visada,alltid
817,immer::ADV,visuomet,alltid
818,niemals::ADV,niekada,aldrig
819,niemals::ADV,niekuomet,aldrig
820,hier::ADV,čia,här
821,hierhin::ADV,šen,hit
822,hierhin::ADV,čionai,hit
