,Concept_ID,sah,ps
90,Eis::N,муус,یخ
91,Eis::N,муус,کنګل
92,Frost::N,тымныы,یخ
93,Kälte::N,тымныы,ساړه
94,Hitze::N,куйаас,تودوخي
95,Raureif::N,кырыа,سپینه پرخه
96,Regenbogen::N,кустук,بوډۍ ټال
97,Regenbogen::N,кустук,سره زرغونه
98,Donner::N,этиҥ,تالنده
99,Strömung::N,сүүрүк,بهېدنه
100,Tropfen::N,таммах,قطره
101,Tropfen::N,таммах,څاڅکی
102,Tropfen::N,хааппыла,قطره
103,Tropfen::N,хааппыла,څاڅکی
104,Schaum::N,күүгэн,ځګ
105,Schmutz::N,кир,ناپاکي
106,See::N,күөл,جهیل
107,Sumpf::N,бадараан,جبه
108,Moor::N,дьэбэрэ,جبه
109,Wiese::N,ходуһа,چمن
110,Wiese::N,ходуһа,شنېلی
111,Wald::N,ойуур,ځنګل
112,Hügel::N,булгунньах,تپه
113,Anhöhe::N,үрдэл,غونډۍ
114,Berg::N,хайа,غ‍‍‍‍‍ر
115,Gipfel::N,чыпчаал,څوکه
116,Höhle::N,хайа_хаспаҕа,کاز
117,Höhle::N,көҥүс,کاز
118,Abhang::N,эниэ,لمن
119,Quelle::N,дьүүктэ,چینه
120,Bach::N,үрүйэ,واله
121,Fluss::N,өрүс,سیند
122,Ufer::N,биэрэк,غاړه
123,Küste::N,кытыл,ساحل
124,Festland::N,кураанах сир,وچه
125,Meer::N,муора,بحر
126,Meer::N,муора,سمندر
127,Bucht::N,хомо,کارۍ
128,Bucht::N,бухта,کارۍ
129,Insel::N,арыы,ټاپو
130,Insel::N,арыы,جزيره
131,Blume::N,сибэкки,ګل
132,Gras::N,от,واښه
133,Wurzel::N,силис,ریښه
134,Baum::N,мас,ونه
135,Stamm::N,умнас,ډډ
136,Rinde::N,хатырык,پوستکی
137,Ast::N,мутук,ښاخ
138,Zweig::N,лабаа,څانګه
139,Blatt::N,сэбирдэх,پاڼه
140,Birke::N,хатыҥ,توس
141,Kiefer[Baum]::N,бэс,نښتر
142,Weide[Baum]::N,үөт,وله
143,Weide[Baum]::N,талах,وله
144,Tanne::N,харыйа,ناجو
145,Horn::N,муос,ښکر
146,Feder::N,куорсун,بڼکه
147,Fell::N,тирии,پوستکی
148,Flügel::N,кынат,وزر
149,Klaue::N,тыҥырах,پنجه
150,Klaue::N,тыҥырах,منګول
151,Kralle::N,баппаҕай,پنجه
152,Kralle::N,баппаҕай,منګول
153,Schwanz::N,кутурук,لکۍ
154,Ei::N,сымыыт,وۍ
155,Ei::N,сымыыт,هګۍ
156,Nest::N,уйа,جاله
157,Bau::N,хороон,کاز
158,Tier::N,кыыл,ژوی
159,Tier::N,кыыл,حیوان
160,Tier::N,харамай,ژوی
161,Tier::N,харамай,حیوان
162,Herde::N,үөр,رمه
163,Herde::N,үөр,غېله
164,Kuh::N,ынах,غوا
165,Bulle::N,оҕус,غوئی
166,Pferd::N,сылгы,آس
167,Schaf::N,овца,پسه
168,Schwein::N,сибиинньэ,سرکوزی
169,Hund::N,ыт,سپی
170,Katze::N,куоска,پشه
171,Bär::N,эһэ,خرس
172,Eichhörnchen::N,тииҥ,خړ لمی
173,Elch::N,тайах,ګوزن
174,Fuchs::N,саһыл,سپلم
175,Hase::N,куобах,سوی
176,Maus::N,кутуйах,مږک
177,Wolf::N,бөрө,لېوه
178,Vogel::N,көтөр,مرغه
179,Schwarm::N,бөлөх,سېل
180,Huhn::N,куурусса,چرګه
181,Hahn::N,бөтүүк,چرګ
182,Gans::N,хаас,بته
183,Adler::N,хотой,عقاب
184,Ente::N,кус,ایلۍ
185,Eule::N,мэкчиргэ,ګونګی
186,Kranich::N,туруйа,کلنګ
187,Krähe::N,тураах,کارغه
188,Kuckuck::N,кэҕэ,فاخته
189,Schwan::N,куба,قو
190,Fisch::N,балык,کب
191,Fisch::N,балык,ماهی
192,Barsch::N,алыһар,
193,Hecht::N,сордон,
194,Schlange[Tier]::N,моҕой,مار
195,Schlange[Tier]::N,эриэн үөн,مار
196,Wurm::N,үөн,چینجی
197,Spinne::N,ооҕуй,غڼه
198,Spinne::N,ооҕуй,تارکښ
199,Ameise::N,кымырдаҕас,مېږی
200,Laus::N,быт,سپږه
201,Mücke::N,кумаар,ماشی
202,Fliege::N,сахсырҕа,مچ
203,Schmetterling::N,лыах,پتنګ
204,Schmetterling::N,үрүмэччи,پتنګ
205,Beere::N,отон,مېوۍ
206,Apfel::N,яблоко,مڼه
207,Pilz::N,тэллэй,خرېړی
208,Zwiebel::N,луук,پیاز
209,Saat::N,сиэмэ,تخم
210,Korn::N,сиэмэ,تخم
211,Korn::N,сиэмэ,دانه
212,Heu::N,от,بوس
213,Heu::N,от,پروړه
214,Schale::N,хах,پوستکی
215,Grube::N,дьаама,کنده
216,Falle::N,сохсо,دام
217,Falle::N,сохсо,لومه
218,Schlinge::N,уктаа,کړۍ
219,Spur::N,суол,نښه
220,Asche::N,күл,آس
221,Asche::N,күл,ایره
222,Dreck::N,бадараан,ناپاکي
223,Eisen::N,тимир,اوسپنه
224,Gold::N,көмүс,سره زر
225,Gold::N,кыһыл көмүс,سره زر
226,Silber::N,көмүс,نقره
227,Silber::N,көмүс,سپین زر
228,Silber::N,үрүҥ көмүс,نقره
229,Silber::N,үрүҥ көмүс,سپین زر
230,Kohle::N,чох,سکور
231,Kohle::N,чох,سکاره
232,Glas::N,өстүөкүлэ,ښيښه
233,Lehm::N,туой,خټه
234,Sand::N,кумах,شګه
235,Mensch::N,киһи,انسان
236,Mann::N,эр,سړی
237,Mann::N,эр,نارینه
238,Frau::N,дьахтар,ښځه
239,Kind::N,оҕо,بچی
240,Kind::N,оҕо,ماشوم
241,Junge::N,уол,هلک
242,Mädchen::N,кыыс оҕо,نجلۍ
243,Familie::N,кэргэн,کورنۍ
244,Großvater::N,эһэ,بابا
245,Großmutter::N,эбэ,انا
246,Eltern::N,аҕа-ийэ,مور او پلار
247,Vater::N,аҕа,پلار
248,Mutter::N,ийэ,مور
249,Sohn::N,уол,زوی
250,Tochter::N,кыыс,لور
251,Bruder::N,убай,ورور
252,Bruder::N,быраат,ورور
253,Schwester::N,аҕас,خور
254,Schwester::N,балыс,خور
255,Onkel::N,таай,تره
256,Onkel::N,таай,ماما
257,Onkel::N,абаҕа,تره
258,Onkel::N,абаҕа,ماما
259,Tante::N,эдьиий,خاله
260,Ehemann::N,эр,مېړه
261,Ehefrau::N,ойох,مېرمن
262,Freude::N,үөрүү,خوشحالي
263,Gelächter::N,күлүү,خندا
264,Glück::N,дьол,بخت
265,Glück::N,соргу,بخت
266,Kummer::N,кутурҕан,غم
267,Wunsch::N,баҕарыы,هيله
268,Wunsch::N,баҕарыы,غوښتنه
269,Lust::N,баҕа,شوق
270,Lust::N,баҕа,مینه
271,Geist::N,тыын,روح
272,Gedanke::N,санаа,فکر
273,Gedächtnis::N,өй,یاد
274,Gedächtnis::N,өй,حافظه
275,Verstand::N,өй,عقل
276,Verstand::N,өй,شعور
277,Sinn::N,суолта,معنی
278,Grund::N,төрүөт,علت
279,Grund::N,төрүөт,اساس
280,Wahrheit::N,кырдьык,حقیقت
281,Gespräch::N,бэсиэдэ,مرکه
282,Gespräch::N,бэсиэдэ,خبرې اترې
283,Gespräch::N,кэпсэтии,مرکه
284,Gespräch::N,кэпсэтии,خبرې اترې
285,Märchen::N,остуоруйа,افسانه
286,Erzählung::N,кэпсээн,قصه
287,Erzählung::N,кэпсээн,کیسه
288,Nachricht::N,биллэриллии,خبر
289,Neuigkeit::N,сонун,نوی خبر
290,Name::N,аат,نوم
291,Rätsel::N,таабырын,کیسۍ
292,Rätsel::N,таабырын,چیستان
293,Rede::N,этии,وینا
294,Sprache::N,тыл,ژبه
295,Stimme::N,куолас,غږ
296,Stimme::N,куолас,اواز
297,Wort::N,тыл,لغت
298,Wort::N,тыл,کلمه
299,Zeichen::N,бэлиэ,نښه
300,Zeichen::N,бэлиэ,اشاره
301,Ruf::N,ыҥырыы,ږغ
302,Ruf::N,ыҥырыы,بلنه
303,Lärm::N,айдаан,غالمغال
304,Laut::N,тыас,ږغ
305,Ton::N,дорҕоон,اواز
306,Lied::N,ырыа,غزله
307,Lied::N,ырыа,سندره
308,Ruhe::N,уу чуумпу,ارامي
309,Leute::N,дьон,خلک
310,Volk::N,дьон,ولس
311,Volk::N,норуот,ولس
312,Arbeit::N,үлэ,کار
313,Gast::N,ыалдьыт,مېلمه
314,Geschenk::N,бэлэх,تحفه
315,Geschenk::N,бэлэх,سوغات
316,Spiel::N,оонньуу,لوبه
317,Gesellschaft::N,общество,ډله
318,Hilfe::N,көмө,کومک
319,Hilfe::N,көмө,مرسته
320,Freund::N,доҕор,ملګری
321,Kamerad::N,атас,انډيوال
322,Angelegenheit::N,дьыала,موضوع
323,Anzahl::N,ахсаан,شمېر
324,Anzahl::N,ахсаан,تعداد
325,Art::N,биис,ډول
326,Stück::N,кырбас,ټوټه
327,Teil::N,ирээт,برخه
328,Hälfte::N,аҥар,نیم
329,Kreis::N,төгүрүк,دایره
330,Kreis::N,төгүрүмтэ,دایره
331,Kreuz::N,кириэс,صلیب
332,Linie::N,сурааһын,خط
333,Linie::N,сурааһын,لیکه
334,Strich::N,сурааһын,کرښه
335,Abstand::N,арыт,فاصله
336,Entfernung::N,ыраах,واټن
337,Gegend::N,сир,سیمه
338,Gegend::N,сир,منطقه
339,Platz::N,арыт,ځای
340,Ort::N,сир,ځای
341,Seite::N,өрүт,مخ
342,Seite::N,өрүт,اړخ
343,Seite::N,сирэй,مخ
344,Seite::N,сирэй,اړخ
345,Mitte::N,орто,وسط
346,Mitte::N,орто,مینځ
347,Gegenstand::N,предмет,شی
348,Sache::N,мал,شی
349,Sache::N,мал,څيز
350,Rand::N,кытыы,څنډه
351,Rand::N,кытыы,کناره
352,Rand::N,ойоҕос,څنډه
353,Rand::N,ойоҕос,کناره
354,Kante::N,кырыы,اړخ
355,Ecke::N,муннук,ګوټ
356,Spitze::N,чыпчаал,څوکه
357,Ende::N,төбө,څوکه
358,Loch::N,тэһэҕэс,سوری
359,Loch::N,дьөлөҕөс,سوری
360,Winkel::N,муннук,کنج
361,Winkel::N,муннук,کوتی
362,Muster::N,оһуор,نمونه
363,Größe::N,кээмэй,قد
364,Größe::N,кээмэй,لويوالی
365,Länge::N,уста,طول
366,Länge::N,уста,اوږد والی
367,Höhe::N,үрдүк,جګوالی
368,Gewicht::N,ыйааһын,وزن
369,Menge::N,ахсаан,اندازه
370,Haufen::N,чөмчөх,کوټه
371,Reihe::N,кэккэ,صف
372,Reihe::N,кэккэ,کتار
373,Boot::N,оҥочо,قايق
374,Ruder::N,эрдии,چپه
375,Schlitten::N,сыарҕа,ښویېدونی
376,Ski::N,хайыһар,سکي
377,Lagerfeuer::N,кутаа,اور
378,Last::N,ыарахан,بار
379,Last::N,ыарахан,پېټی
380,Gang::N,хаамыы,تګ
381,Schritt::N,хардыы,ګام
382,Norden::N,хоту,شمال
383,Süden::N,соҕуруу,سوېل
384,Westen::N,арҕаа,لوېدېځ
385,Osten::N,илин,شرق
386,Osten::N,илин,ختیځ
387,Holz::N,мас,لرګی
388,Brett::N,дуоска,تخته
389,Brett::N,хаптаһын,تخته
390,Platte::N,билиитэ,تخته
391,Stütze::N,тулааһын,تکیوان
392,Stange::N,ураҕас,ډاګه
393,Stock::N,мас,لرګی
394,Stock::N,баалкы,لرګی
395,Stab::N,ураҕас,چيخله
396,Rohr::N,турба,نل
397,Haus::N,дьиэ,کور
398,Heim::N,дьиэ,کور
399,Ofen::N,оһох,تودنۍ
400,Fußboden::N,муоста,غولی
401,Tisch::N,остуол,مېز
402,Stuhl::N,устуул,چوکۍ
403,Wiege::N,биһик,زانګو
404,Bett::N,кырабаат,کټ
405,Bett::N,кырабаат,چپرکټ
406,Regal::N,долбуур,تاخچۍ
407,Kiste::N,дьааһык,صندوق
408,Fenster::N,түннүк,کړکۍ
409,Tür::N,аан,دروازه
410,Tor::N,аан,دروازه
411,Zaun::N,соппулуот,کټاره
412,Dach::N,кырыыса,بام
413,Leiter::N,кирилиэс,زينه
414,Besen::N,миинньик,جارو
415,Spaten::N,күрдьэх,یوم
416,Schaufel::N,күрдьэх,بېلچه
417,Gabel::N,биилкэ,پنجه
418,Löffel::N,луоска,کاشوغه
419,Messer::N,быһах,چاقو
420,Nagel::N,тоһоҕо,ميخ
421,Netz::N,илим,جال
422,Haken::N,көхө,څنګک
423,Griff::N,ук,لاستی
424,Griff::N,тутаах,لاستی
425,Schloss::N,күлүүс,کلپ
426,Bild::N,хартыына,رسم
427,Figur::N,фигура,قدوقامت
428,Puppe::N,куукула,ګوډۍ
429,Beutel::N,мөһөөччук,کڅوړه
430,Bündel::N,баайыы,دسته
431,Tasche::N,суумка,بکس
432,Tasche::N,суумка,توبره
433,Eimer::N,биэдэрэ,سطل
434,Deckel::N,хаппах,سرپوښ
435,Geschirr::N,иһит,لوښی
436,Sack::N,куул,جوال
437,Tasse::N,сэлиэнэй,پیاله
438,Topf::N,көстүрүүҥкэ,دېګی
439,Kessel::N,хочуол,دېګ
440,Essen::N,аһылык,خوراک
441,Nahrung::N,ас,خوراک
442,Speise::N,аһылык,خواړه
443,Fleisch::N,эт,غوښه
444,Getreide::N,злактар,غله
445,Brei::N,хааһы,اوګره
446,Brot::N,килиэп,ډوډۍ
447,Scheibe::N,куһуок,مړۍ
448,Fett::N,сыа,غوړي
449,Butter::N,арыы,کوچ
450,Öl::N,арыы,تېل
451,Salz::N,туус,مالګه
452,Suppe::N,мин,شوربا
453,Honig::N,мүөт,شات
454,Milch::N,үүт,شوده
455,Tee::N,чэй,چای
456,Leder::N,тирии,څرمن
457,Wolle::N,түү,پشم
458,Stoff::N,таҥас,ټوټه
459,Nadel::N,иннэ,ستن
460,Faden::N,сап,تار
461,Knopf::N,тимэх,تڼۍ
462,Knopf::N,тимэх,تکمه
463,Knoten::N,түмүк,غوټه
464,Farbe::N,кырааска,رنګ
465,Kleidung::N,таҥас,کالي
466,Hemd::N,ырбаахы,کميس
467,Kragen::N,саҕа,غاړه
468,Ärmel::N,сиэх,لستوڼی
469,Hose::N,ыстаан,پطلون
470,Hose::N,бүрүүкэ,پطلون
471,Gürtel::N,кур,کمربند
472,Mütze::N,бэргэһэ,خولۍ
473,Schuh::N,бачыыҥка,بوټ
474,Stiefel::N,саппыкы,موزه
475,Ring::N,биһилэх,ګوته
476,Band::N,лиэнтэ,فيته
477,Kamm::N,тараах,ګمنځ
478,Spiegel::N,сиэркилэ,ایینه
479,Spiegel::N,сиэркилэ,هنداره
480,Riemen::N,кур,تسمه
481,Schnur::N,быа,مزی
482,Leine::N,тэһиин,رسۍ
483,Decke::N,суорҕан,بړستن
484,Kissen::N,сыттык,بالښت
485,Tuch::N,былаат,ټیکری
486,Handtuch::N,соттор,دسمال
487,Kraft::N,сыра,زور
488,Kraft::N,сыра,توان
489,Stärke::N,күүс,قوت
490,Gesundheit::N,доруобуйа,صحت
491,Gesundheit::N,доруобуйа,روغتیا
492,Krankheit::N,ыарыы,مرض
493,Krankheit::N,ыарыы,ناروغي
494,Schmerz::N,ыарыы,درد
495,Wunde::N,баас,ټپ
496,Wunde::N,баас,زخم
497,Fieber::N,түрүлгэн,تبه
498,Fieber::N,лихорадка,تبه
499,Fieber::N,температура,تبه
500,Arznei::N,эмп,دوا
501,Arznei::N,эмп,دارو
502,Brücke::N,күргэ,پول
503,Brunnen::N,холуодьас,څاه
504,Brunnen::N,холуодьас,کوهی
505,Weide::N,мэччирэҥ,وله
506,Pfad::N,ыллык,تړه
507,Weg::N,суол,لیار
508,Straße::N,суол,سړک
509,Dorf::N,дэриэбинэ,کلی
510,Stadt::N,куорат,ښار
511,Brief::N,сурук,لیک
512,Brief::N,сурук,مکتوب
513,Buch::N,кинигэ,کتاب
514,Buchstabe::N,буква,حرف
515,Buchstabe::N,буква,توری
516,Zeitung::N,хаһыат,اخبار
517,Leben::N,тыын,ژوند
518,Tod::N,өлүү,مرګ
519,Tod::N,өлүү,مړینه
520,Grab::N,иин,قبر
521,Grab::N,иин,ډورۍ
522,Kirche::N,таҥара дьиэтэ,کلیسا
523,Sünde::N,айыы,ګناه
524,Gott::N,тангара,خدای
525,Arbeiter::N,үлэһит,کاریګر
526,Chef::N,баһылык,آمر
527,Chef::N,начальник,آمر
528,Meister::N,уус,استاد
529,Meister::N,маастар,استاد
530,Arzt::N,врач,طبیب
531,Arzt::N,врач,ډاکټر
532,Lehrer::N,учуутал,معلم
533,Lehrer::N,учуутал,ښوونکی
534,Geld::N,харчы,پیسې
535,Geschäft::N,идэ,سوداګري
536,Laden::N,маҕаһыын,دکان
537,Laden::N,маҕаһыын,مغازه
538,Preis::N,сыана,بیه
539,Ware::N,табаар,مال
540,Nutzen::N,туһа,ګټه
541,Reichtum::N,баай,شتمني
542,Welt::N,аан дойду,نړۍ
543,Welt::N,аан дойду,دنیا
544,Land::N,дойду,هېواد
545,Staat::N,государство,دولت
546,König::N,король,باچا
547,König::N,король,پادشاه
548,Macht::N,былаас,قدرت
549,Grenze::N,кыраныысса,حد
550,Grenze::N,кыраныысса,سرحد
551,Krieg::N,сэрии,جګړه
552,Feind::N,өстөөх,دښمن
553,Gewalt::N,күүһүлээһин,زور
554,Gewalt::N,күүһүлээһин,تشدد
555,Kampf::N,охсуһуу,جنګ
556,Kampf::N,охсуһуу,مبارزه
557,Bogen[Waffe]::N,ох,لیندۍ
558,Pfeil::N,ох,غشی
559,Gewehr::N,саа,ټوپک
560,Fehler::N,сыыһа,خطا
561,Fehler::N,сыыһа,غلطي
562,Lüge::N,сымыйа,دروغ
563,Schaden::N,хоромньу,زیان
564,Schaden::N,хоромньу,تاوان
565,Unglück::N,алдьархай,بدبختي
566,Schuld::N,буруй,ګناه
567,Alter::N,саас,منګ
568,Schluss::N,тиһэх,اخر
569,Zeit::N,бириэмэ,وخت
570,Tag::N,күн,ورځ
571,Morgen::N,сарсыарда,سبا
572,Morgen::N,сарсыарда,سهار
573,Mittag::N,күн ортото,غرمه
574,Abend::N,киэһэ,ماښام
575,Nacht::N,түүн,شپه
576,Woche::N,нэдиэлэ,اونۍ
577,Monat::N,ый,مياشت
578,Jahr::N,сыл,کال
579,Jahr::N,дьыл,کال
580,Frühling::N,саас,پسرلی
581,Sommer::N,сайын,دوبی
582,Herbst::N,күһүн,منی
583,Herbst::N,күһүн,خزان
584,Winter::N,кыһын,ژمی
585,Januar::N,тохсунньу,جنوري
586,Februar::N,олунньу,فبروري
587,März::N,кулун тутар,مارچ
588,April::N,муус устар ый,اپریل
589,Mai::N,ыам ыйа,مې
590,Juni::N,бэс ыйа,جون
591,Juli::N,от ыйа,جولای
592,August::N,атырдьах ыйа,اګست
593,September::N,балаҕан ыйа,سپټامبر
594,Oktober::N,алтынньы,اکتوبر
595,November::N,сэтинньи,نومبر
596,Dezember::N,ахсынньы,دسمبر
597,Montag::N,бэнидиэнньик,دوشنبه
598,Dienstag::N,оптуорунньук,سه شنبه
599,Mittwoch::N,сэрэдэ,چارشنبه
600,Donnerstag::N,чэппиэр,پنجشنبه
601,Freitag::N,бээтинсэ,جمعه
602,Samstag::N,субуота,خالي
603,Sonntag::N,баскыһыанньа,یکشنبه
604,groß::A,бөдөҥ,لوی
605,groß::A,улахан,لوی
606,klein::A,кыр,وړوکی
607,lang::A,уһун,اوړد
608,kurz::A,кылгас,لنډ
609,breit::A,кэтит,پراخه
610,schmal::A,кыараҕас,تنګ
611,dicht::A,хойуу,ګڼ
612,dick[Gegenstand]::A,суон,پنډ
613,dick[Gegenstand]::A,хойуу,پنډ
614,dünn::A,чараас,نری
615,fein::A,бытархай,نازک
616,fein::A,синньигес,نازک
617,fest::A,бөҕө,کلک
618,fest::A,бөҕө,ټینګ
619,fest::A,кытаанах,کلک
620,fest::A,кытаанах,ټینګ
621,flach::A,хаптаҕай,هوار
622,glatt::A,кылааккай,ښوی
623,hart::A,хатан,کلک
624,hart::A,кытаанах,کلک
625,weich::A,сымнаҕас,نرم
626,weich::A,сымнаҕас,پوست
627,rund::A,төгүрүк,ګرد
628,spitz::A,сытыы,تېره
629,spitz::A,уһуктаах,تېره
630,scharf::A,сытыы,تېز
631,scharf::A,сытыы,تېره
632,stumpf::A,сыппах,پڅ
633,schwer::A,ыарахан,دروند
634,schön::A,кыраһыабай,ښکلی
635,heiß::A,итии,تود
636,warm::A,ичигэс,تود
637,kalt::A,тымныы,ېخ
638,kalt::A,тымныы,سوړ
639,kühl::A,сөрүүн,ېخ
640,kühl::A,сөрүүн,سوړ
641,frisch::A,ыраас,تازه
642,frisch::A,сөрүүн,تازه
643,frisch::A,тымныы,تازه
644,feucht::A,сииктээх,مرطوب
645,nass::A,инчэҕэй,لوند
646,trocken::A,кураан,وچ
647,voll::A,толору,ډک
648,leer::A,иччитэх,خالی
649,offen::A,аһаҕас,خلاص
650,offen::A,аһаҕас,پرانیستی
651,geschlossen::A,бүтэй,تړلی
652,sauber::A,сэбэр,پاک
653,schmutzig::A,кирдээх,چټل
654,roh::A,сиикэй,خام
655,reif::A,буспут,پوخ
656,reif::A,буспут,رسېدلی
657,reif::A,сиппит-хоппут,پوخ
658,reif::A,сиппит-хоппут,رسېدلی
659,lecker::A,минньигэс,خوندور
660,lecker::A,минньигэс,مزه دار
661,süß::A,минньигэс,خوږ
662,süß::A,минньигэс,شیرین
663,bitter::A,аһыы,تریخ
664,sauer::A,аһыы,ټاک
665,sauer::A,аһыы,تريو
666,hell::A,сырдык,روڼ
667,hell::A,сырдык,روښان
668,dunkel::A,хараҥа,تیاره
669,schwarz::A,хара,تور
670,weiß::A,үрүҥ,سپين
671,weiß::A,маҥан,سپين
672,rot::A,кыһыл,سور
673,gelb::A,саһархай,زېړ
674,blau::A,күөх,شین
675,blau::A,күөх,اسماني رنګه
676,grün::A,күөх,زرغون
677,grün::A,от күөҕэ,زرغون
678,grau::A,сиэрэй,خړ
679,bunt::A,эриэн,رنګارنګ
680,billig::A,чэпчэки,ارزان
681,teuer::A,сыаналаах,ګران
682,wertvoll::A,сыаналаах,قیمتي
683,blind::A,хараҕа суох,ړوند
684,taub::A,дьүлэй,کوڼ
685,kräftig::A,модун,قوی
686,stark::A,күүстээх,قوی
687,stark::A,күүстээх,تکړه
688,schwach::A,мөлтөх,ضعیف
689,schwach::A,мөлтөх,کمزوری
690,fett::A,эмис,چاغ
691,schlank::A,дьылҕан,خوش اندام
692,schlank::A,дьыпсаҕай,خوش اندام
693,hübsch::A,олус кэрэ,ښکلی
694,hübsch::A,олус кэрэ,ښایسته
695,hübsch::A,көрүөхтэн үчүгэй,ښکلی
696,hübsch::A,көрүөхтэн үчүгэй,ښایسته
697,böse::A,өһүөннээх,شریر
698,böse::A,өһүөннээх,قهرناک
699,dumm::A,акаары,احمق
700,faul::A,нэс,لټ
701,faul::A,нэс,تنبل
702,fleißig::A,кыһамньылаах,زحمت کښ
703,geizig::A,иҥсэлээх,بخیل
704,klug::A,өйдөөх,عاقل
705,klug::A,өйдөөх,هوښیار
706,geschickt::A,наһаа дьоҕурдаах,ماهر
707,lieb::A,тапталлаах,عزیز
708,lieb::A,тапталлаах,محبوب
709,lustig::A,көрдөөх,خوشحال
710,sanft::A,намчы,پوست
711,sanft::A,намчы,ملایم
712,sanft::A,сымнаҕас,پوست
713,sanft::A,сымнаҕас,ملایم
714,hungrig::A,аччык,وږی
715,krank::A,ыалдьар,مريض
716,krank::A,ыалдьар,ناروغ
717,nackt::A,сыгынньах,لوڅ
718,traurig::A,санаарҕабыллаах,غمجن
719,lebendig::A,тыыннаах,ژوندی
720,gut::A,үтүө,ښه
721,gut::A,үчүгэй,ښه
722,schlecht::A,куһаҕан,بد
723,schlecht::A,куһаҕан,خراب
724,richtig::A,сөп,سم
725,richtig::A,сөп,صحیح
726,schlimm::A,сидьиҥ,بد
727,schlimm::A,сидьиҥ,مخوف
728,schlimm::A,быдьар,بد
729,schlimm::A,быдьар,مخوف
730,wahr::A,кырдьык,واقعي
731,alt::A,былыргы,زوړ
732,neu::A,саҥа,نوی
733,ehemalig::A,урукку,پخوانی
734,alt[Lebewesen]::A,кырдьаҕас,زوړ
735,jung::A,эдэр,ځوان
736,arm::A,дьадаҥы,غریب
737,arm::A,дьадаҥы,بې وزله
738,reich::A,баай,شتمن
739,reich::A,баай,دولتمند
740,bekannt::A,билэр,اشنا
741,berühmt::A,аатырбыт,مشهور
742,fremd::A,атын,پردی
743,fremd::A,атын,بېګانه
744,verschieden::A,араас,مختلف
