,Concept_ID,br,hu
240,Gelächter::N,c'hoarzherezh,hahotázás
241,Glück::N,chañs,boldogság
242,Kummer::N,doan,bánat
243,Wunsch::N,c'hoant,óhaj
244,Lust::N,c'hoant,kedv
245,Geist::N,spered,elme
246,Geist::N,spered,szellem
247,Gedanke::N,soñj,gondolat
248,Gedächtnis::N,eñvor,emlékezet
249,Verstand::N,skiant,ész
250,Verstand::N,skiant,értelem
251,Sinn::N,ster,értelem
252,Grund::N,kaoz,ok
253,Grund::N,kaoz,alap
254,Wahrheit::N,gwirionez,igaz
255,Wahrheit::N,gwirionez,igazság
256,Gespräch::N,kaozeadenn,beszélgetés
257,Märchen::N,kaoz korriganez,mese
258,Erzählung::N,kontadenn,elbeszélés
259,Nachricht::N,keloù,hír
260,Nachricht::N,keloù,híradás
261,Neuigkeit::N,kelaouenn,újság
262,Name::N,anv,név
263,Rätsel::N,divinatez,rejtvény
264,Rede::N,diskour,beszéd
265,Rede::N,diskour,szónoklat
266,Sprache::N,yezh,nyelv
267,Stimme::N,mouezh,hang
268,Wort::N,ger,szó
269,Zeichen::N,sin,jel
270,Ruf::N,galv,kiáltás
271,Lärm::N,trouz,zaj
272,Ton::N,ton,hang
273,Lied::N,kanaouenn,dal
274,Lied::N,kanaouenn,ének
275,Ruhe::N,sioulded,csend
276,Ruhe::N,sioulded,nyugalom
277,Leute::N,tud,emberek
278,Volk::N,pobl,nép
279,Arbeit::N,labour,dolog
280,Gast::N,kouviad,vendég
281,Geschenk::N,prof,ajándék
282,Spiel::N,c'hoari,játék
283,Gesellschaft::N,kompagnunezh,társaság
284,Gesellschaft::N,kavandad,társaság
285,Hilfe::N,sikour,segítség
286,Freund::N,mignon,barát
287,Kamerad::N,kamarad,társ
288,Angelegenheit::N,afer,ügy
289,Anzahl::N,niver,szám
290,Art::N,sort,faj
291,Art::N,sort,fajta
292,Stück::N,tamm,darab
293,Teil::N,pezh,rész
294,Hälfte::N,hanterenn,fél
295,Kreis::N,kelc'h,kör
296,Kreuz::N,kroaz,kereszt
297,Linie::N,linenn,vonal
298,Strich::N,tenn,vonás
299,Abstand::N,distok,köz
300,Entfernung::N,keid,távolság
301,Entfernung::N,kehid,távolság
302,Gegend::N,korn-bro,táj
303,Gegend::N,korn-bro,vidék
304,Platz::N,plasenn,hely
305,Ort::N,lec'h,hely
306,Seite::N,tu,fél
307,Seite::N,tu,oldal
308,Mitte::N,kreiz,közép
309,Gegenstand::N,tra,tárgy
310,Sache::N,tra,dolog
311,Rand::N,kantenn,szél
312,Rand::N,kantenn,perem
313,Rand::N,kantenn,szegély
314,Kante::N,kantenn,él
315,Ecke::N,korn,sarok
316,Ecke::N,korn,szöglet
317,Spitze::N,begell,csúcs
318,Ende::N,dibenn,vég
319,Loch::N,toull,lyuk
320,Muster::N,tresadenn,minta
321,Größe::N,ment,nagyság
322,Länge::N,hirder,hossz
323,Länge::N,hirder,hosszúság
324,Höhe::N,uhelder,magasság
325,Gewicht::N,pouez,súly
326,Menge::N,bern,sokaság
327,Menge::N,bern,mennyiség
328,Haufen::N,bern,halom
329,Reihe::N,steud,sor
330,Boot::N,bag,csónak
331,Ruder::N,roeñv,evező
332,Schlitten::N,trainell,szánkó
333,Ski::N,ski,sí
334,Last::N,karg,teher
335,Gang::N,kerzh,járás
336,Schritt::N,paz,lépés
337,Norden::N,norzh,észak
338,Norden::N,hanternoz,észak
339,Süden::N,su,dél
340,Süden::N,kreisteiz,dél
341,Westen::N,kuzh-heol,nyugat
342,Osten::N,reter,kelet
343,Osten::N,sav-heol,kelet
344,Holz::N,koad,fa
345,Brett::N,plankenn,deszka
346,Platte::N,plakenn,lap
347,Platte::N,plakenn,lemez
348,Stütze::N,harp,támasz
349,Stütze::N,harp,támaszték
350,Stange::N,sparl,rúd
351,Stange::N,sparl,pózna
352,Stock::N,bazh,pálca
353,Stab::N,bazh,bot
354,Rohr::N,tub,cső
355,Rohr::N,korz,cső
356,Haus::N,ti,ház
357,Heim::N,kêr,otthon
358,Ofen::N,forn,kályha
359,Fußboden::N,plañchod,padló
360,Tisch::N,taol,asztal
361,Stuhl::N,kador,szék
362,Wiege::N,kavell,bölcső
363,Bett::N,gwele,ágy
364,Regal::N,estajerenn,polc
365,Regal::N,estajerenn,állvány
366,Kiste::N,kased,láda
367,Fenster::N,prenestr,ablak
368,Tür::N,dor,ajtó
369,Tor::N,portal,kapu
370,Zaun::N,sklotur,kerítés
371,Dach::N,toenn,tető
372,Leiter::N,skeul,létra
373,Besen::N,skubell,seprű
374,Spaten::N,pal,ásó
375,Schaufel::N,pal,lapát
376,Gabel::N,fourchetez,villa
377,Löffel::N,loa,kanál
378,Messer::N,kontell,kés
379,Nagel::N,tach,szeg
380,Netz::N,roued,háló
381,Haken::N,krog,kampó
382,Griff::N,kemer,nyél
383,Griff::N,kemer,fogantyú
384,Schloss::N,potenn,zár
385,Bild::N,skeudenn,kép
386,Figur::N,skeud,alak
387,Figur::N,figur,alak
388,Puppe::N,merc'hodenn,bábu
389,Beutel::N,sac'h,zacskó
390,Bündel::N,feskenn,köteg
391,Tasche::N,sac'h,táska
392,Eimer::N,sailh,vödör
393,Deckel::N,pallenn,fedő
394,Deckel::N,pallenn,fedél
395,Geschirr::N,listriaj,edény
396,Sack::N,sac'h,zsák
397,Tasse::N,tas,csésze
398,Topf::N,pod,fazék
399,Kessel::N,chaodouron,üst
400,Kessel::N,chaodouron,bogrács
401,Essen::N,pred,evés
402,Essen::N,pred,étkezés
403,Nahrung::N,boued,ennivaló
404,Speise::N,meuz,étel
405,Fleisch::N,kig,hús
406,Getreide::N,ed,gabona
407,Brei::N,yod,pép
408,Brei::N,yod,kása
409,Brot::N,bara,kenyér
410,Scheibe::N,tailhenn,szelet
411,Fett::N,lard,háj
412,Fett::N,lard,zsír
413,Butter::N,amann,vaj
414,Öl::N,eoul,olaj
415,Salz::N,holen,só
416,Suppe::N,soubenn,leves
417,Honig::N,mel,méz
418,Milch::N,laezh,tej
419,Tee::N,te,tea
420,Leder::N,lêr,bőr
421,Wolle::N,gloan,gyapjú
422,Stoff::N,danvez,szövet
423,Nadel::N,nadoz,tű
424,Faden::N,neudenn,fonál
425,Knopf::N,bouton,gomb
426,Knoten::N,skoulm,csomó
427,Farbe::N,liv,szín
428,Farbe::N,liv,festék
429,Kleidung::N,dilhad,ruha
430,Kleidung::N,dilhad,ruházat
431,Hemd::N,roc'hed,ing
432,Kragen::N,gouzoug,gallér
433,Ärmel::N,milgin,ujj
434,Hose::N,bragoù,gatya
435,Hose::N,bragoù,nadrág
436,Gürtel::N,gouriz,öv
437,Mütze::N,boned,sapka
438,Schuh::N,botez,cipő
439,Stiefel::N,botez,csizma
440,Ring::N,gwalenn,gyűrű
441,Band::N,bagad,szalag
442,Kamm::N,krib,fésű
443,Spiegel::N,melezour,tükör
444,Riemen::N,lerenn,szíj
445,Schnur::N,kordenn,zsinór
446,Leine::N,roll,póráz
447,Decke::N,golo,takaró
448,Kissen::N,goubenner,párna
449,Tuch::N,mezher,kendő
450,Handtuch::N,toailhon,törülköző
451,Kraft::N,nerzh,erő
452,Stärke::N,nerzhder,erő
453,Stärke::N,nerzhder,erősség
454,Gesundheit::N,yec'hed,egészség
455,Krankheit::N,klañved,kór
456,Krankheit::N,klañved,betegség
457,Schmerz::N,poan,fájdalom
458,Schmerz::N,droug,fájdalom
459,Wunde::N,gloazadenn,seb
460,Fieber::N,terzhienn,láz
461,Arznei::N,louzoù,orvosság
462,Arznei::N,louzoù,gyógyszer
463,Brücke::N,pont,híd
464,Brunnen::N,puñs,kút
465,Weide::N,prad,legelő
466,Pfad::N,gwenodenn,ösvény
467,Weg::N,hent,út
468,Straße::N,ru,út
469,Straße::N,hent,út
470,Dorf::N,kêr,falu
471,Dorf::N,kêriadenn,falu
472,Stadt::N,kêr,város
473,Brief::N,lizher,levél
474,Buch::N,levr,könyv
475,Buchstabe::N,lizherenn,betű
476,Zeitung::N,kazetenn,újság
477,Zeitung::N,kazetenn,hírlap
478,Leben::N,buhez,élet
479,Tod::N,marv,halál
480,Grab::N,bez,sír
481,Kirche::N,iliz,templom
482,Sünde::N,pec'hed,bűn
483,Sünde::N,pec'hed,vétek
484,Gott::N,doue,isten
485,Arbeiter::N,labourer,munkás
486,Arbeiter::N,micherour,munkás
487,Chef::N,penn,főnök
488,Meister::N,mestr,mester
489,Arzt::N,mezeg,orvos
490,Arzt::N,medisin,orvos
491,Lehrer::N,skolaer,tanár
492,Lehrer::N,skolaer,tanító
493,Lehrer::N,kelenner,tanár
494,Lehrer::N,kelenner,tanító
495,Geld::N,arc'hant,pénz
496,Geschäft::N,stal,üzlet
497,Laden::N,stal,bolt
498,Preis::N,priz,ár
499,Ware::N,marc'hadourezh,áru
500,Nutzen::N,gounidegezh,haszon
501,Nutzen::N,lañs,haszon
502,Nutzen::N,profit,haszon
503,Nutzen::N,spleit,haszon
504,Reichtum::N,pinvidigezh,gazdagság
505,Welt::N,douar,világ
506,Land::N,bro,ország
507,Staat::N,stad,állam
508,König::N,roue,király
509,Macht::N,galloud,hatalom
510,Grenze::N,harzoù,határ
511,Krieg::N,brezel,háború
512,Feind::N,eneber,ellenség
513,Gewalt::N,tâerder,erőszak
514,Kampf::N,kann,harc
515,Bogen[Waffe]::N,gwareg,íj
516,Pfeil::N,saezh,nyíl
517,Gewehr::N,fuzuilh,puska
518,Gewehr::N,fuzuilh,fegyver
519,Fehler::N,fazi,hiba
520,Lüge::N,gaou,hazugság
521,Schaden::N,gwall,kár
522,Unglück::N,gwalleur,csapás
523,Unglück::N,gwalleur,balszerencse
524,Schuld::N,kablusted,bűn
525,Schuld::N,pec'hedigezh,bűn
526,Alter::N,oad,kor
527,Schluss::N,diwezh,vég
528,Schluss::N,diwezh,befejezés
529,Zeit::N,amzer,idő
530,Tag::N,deizh,nap
531,Morgen::N,beure,reggel
532,Morgen::N,mintin,reggel
533,Mittag::N,kreisteiz,dél
534,Abend::N,abardaez,este
535,Nacht::N,noz,éj
536,Nacht::N,noz,éjszaka
537,Woche::N,sizhun,hét
538,Monat::N,miz,hó
539,Monat::N,miz,hónap
540,Jahr::N,bloaz,év
541,Frühling::N,nevezamzer,tavasz
542,Sommer::N,hañv,nyár
543,Herbst::N,diskaramzer,ősz
544,Winter::N,goañv,tél
545,Januar::N,Genver,január
546,Februar::N,C'hwevrer,február
547,März::N,Meurzh,március
548,April::N,Ebrel,április
549,Mai::N,Mae,május
550,Juni::N,Mezheven,június
551,Juli::N,Gouhere,július
552,August::N,Eost,augusztus
553,September::N,Gwengolo,szeptember
554,Oktober::N,Here,október
555,November::N,Du,november
556,Dezember::N,Kerzu,december
557,Montag::N,Lun,hétfő
558,Dienstag::N,Meurzh,kedd
559,Mittwoch::N,Merc'her,szerda
560,Donnerstag::N,Yaou,csütörtök
561,Freitag::N,Gwener,péntek
562,Samstag::N,Sadorn,szombat
563,Sonntag::N,Sul,vasárnap
564,groß::A,bras,nagy
565,klein::A,bihan,pici
566,klein::A,bihan,kicsi
567,lang::A,hir,hosszú
568,kurz::A,berr,rövid
569,breit::A,ledan,széles
570,schmal::A,strizh,keskeny
571,dicht::A,stank,sűrű
572,dick[Gegenstand]::A,tev,vastag
573,dünn::A,moan,vékony
574,fein::A,munut,vékony
575,fest::A,start,szilárd
576,flach::A,plaen,sík
577,flach::A,plaen,lapos
578,glatt::A,lintr,sima
579,glatt::A,levn,sima
580,hart::A,kalet,kemény
581,weich::A,blot,puha
582,rund::A,ront,kerek
583,spitz::A,poentet,hegyes
584,scharf::A,dremm,éles
585,stumpf::A,talsoc'h,tompa
586,stumpf::A,talsoc'h,életlen
587,schwer::A,pounner,nehéz
588,schwer::A,pounner,súlyos
589,schön::A,kaer,szép
590,heiß::A,tomm,forró
591,warm::A,tomm,meleg
592,kalt::A,yen,hideg
593,kühl::A,yen,hűs
594,kühl::A,yen,hűvös
595,frisch::A,fresk,üde
596,frisch::A,fresk,friss
597,feucht::A,gleb,nedves
598,nass::A,gleb,vizes
599,trocken::A,sec'h,száraz
600,voll::A,leun,telt
601,leer::A,goullo,üres
602,offen::A,digor,nyílt
603,offen::A,digor,nyitott
604,geschlossen::A,serr,zárt
605,geschlossen::A,serr,csukott
606,sauber::A,naet,tiszta
607,schmutzig::A,lous,piszkos
608,schmutzig::A,lous,szennyes
609,roh::A,kriz,nyers
610,reif::A,darev,érett
611,lecker::A,lipous,finom
612,lecker::A,saourus,finom
613,süß::A,dous,édes
614,bitter::A,c'hwerv,keserű
615,sauer::A,trenk,savanyú
616,hell::A,sklaer,világos
617,dunkel::A,teñval,sötét
618,schwarz::A,du,fekete
619,weiß::A,gwenn,fehér
620,rot::A,ruz,vörös
621,gelb::A,melen,sárga
622,blau::A,glas,kék
623,grün::A,gwer,zöld
624,grau::A,louet,ősz
625,grau::A,louet,szürke
626,bunt::A,liesliv,tarka
627,bunt::A,liesliv,színes
628,billig::A,marc'had-mat,olcsó
629,teuer::A,ker,drága
630,wertvoll::A,prizius,értékes
631,blind::A,dall,vak
632,taub::A,bouzar,süket
633,kräftig::A,start,erős
634,stark::A,kreñv,erős
635,schwach::A,gwan,gyenge
636,schwach::A,gwan,erőtlen
637,fett::A,lard,hájas
638,schlank::A,sinkl,karcsú
639,hübsch::A,koant,csinos
640,böse::A,gwall,rossz
641,böse::A,gwall,gonosz
642,dumm::A,glep,buta
643,dumm::A,glep,ostoba
644,faul::A,lezirek,lusta
645,fleißig::A,studius,szorgalmas
646,geizig::A,tost,fukar
647,geizig::A,tost,fösvény
648,klug::A,speredek,okos
649,klug::A,speredek,eszes
650,geschickt::A,dornet,ügyes
651,lieb::A,koant,drága
652,lieb::A,koant,kedves
653,lustig::A,laouen,víg
654,lustig::A,laouen,vidám
655,sanft::A,flour,enyhe
656,hungrig::A,marnaon,éhes
657,krank::A,klañv,beteg
658,nackt::A,noazh,csupasz
659,nackt::A,noazh,meztelen
660,traurig::A,trist,bús
661,traurig::A,trist,szomorú
662,lebendig::A,bev,élő
663,gut::A,mad,jó
664,schlecht::A,fall,rossz
665,schlecht::A,gwall,rossz
666,richtig::A,reizh,helyes
667,schlimm::A,gwall,rossz
668,wahr::A,gwir,igaz
669,alt::A,kozh,ó
670,alt::A,kozh,régi
671,neu::A,nevez,új
672,ehemalig::A,kozh,volt
673,ehemalig::A,kozh,egykori
674,alt[Lebewesen]::A,kozh,öreg
675,jung::A,yaouank,fiatal
676,arm::A,paour,szegény
677,reich::A,pinvidik,gazdag
678,bekannt::A,anavezet,ismert
679,bekannt::A,anavezet,ismeretes
680,berühmt::A,brudet,híres
681,fremd::A,dizanav,idegen
682,verschieden::A,disheñel,különböző
683,nah::A,nes,közeli
684,fern::A,diabell,távoli
685,linker::A,kleiz,bal
686,rechter::A,dehoù,jobb
687,anderer::A,all,más
688,anderer::A,all,másik
689,erster::A,kentañ,első
690,zweiter::A,eil,második
691,dritter::A,trede,harmadik
692,letzter::A,diwezhañ,utolsó
693,allein::ADV,e-unan,egyedül
694,auf einmal::ADV,ar un dro,egyszerre
695,zusammen::ADV,asambles,együtt
696,zusammen::ADV,asambles,összesen
697,lange::ADV,pell,sokáig
698,lange::ADV,pell,hosszan
699,plötzlich::ADV,en un taol,hirtelen
700,plötzlich::ADV,en un taol,egyszerre
701,sofort::ADV,diouzhtu,rögtön
702,sofort::ADV,diouzhtu,tüstént
703,später::ADV,diwezhatoc'h,későn
704,jetzt::ADV,bremañ,most
705,heute::ADV,hiziv,ma
706,morgen::ADV,arc'hoazh,holnap
707,bald::ADV,hepdale,majd
708,bald::ADV,hepdale,nemsokára
709,dann::ADV,a-c'houde,akkor
710,gestern::ADV,dec'h,tegnap
711,einst::ADV,gwechall,hajdan
712,damals::ADV,neuze,akkor
713,damals::ADV,neuze,akkoriban
714,danach::ADV,goude,azután
715,vorher::ADV,diagent,előbb
716,zuerst::ADV,da gentañ,először
717,einmal::ADV,ur wech,egyszer
718,manchmal::ADV,a-wechoù,néha
719,manchmal::ADV,a-wechoù,olykor
720,oft::ADV,alies,sokszor
721,immer::ADV,atav,mindig
722,immer::ADV,bepred,mindig
723,niemals::ADV,gwech ebet,sohasem
724,hier::ADV,amañ,itt
725,hierhin::ADV,dre amañ,erre
726,von hier::ADV,alemañ,innen
727,dort::ADV,aze,ott
728,dort::ADV,ahont,ott
729,dorthin::ADV,di,oda
730,dorthin::ADV,aze,oda
731,dorthin::ADV,ahont,oda
732,geradeaus::ADV,war-eeun,egyenesen
733,vorwärts::ADV,war-raok,előre
734,rückwärts::ADV,war-lerc'h,hátrafelé
735,zurück::ADV,war-dreñv,hátra
736,zurück::ADV,war-dreñv,vissza
737,unten::ADV,en traoñ,alul
738,hinab::ADV,a-izel,le
739,hinab::ADV,a-izel,lefelé
740,oben::ADV,en nec'h,fenn
741,oben::ADV,en nec'h,felül
742,hinauf::ADV,e-krec'h,fel
743,hinauf::ADV,e-krec'h,felfelé
744,überall::ADV,dre-holl,mindenütt
745,nicht::ADV,ne ... ket,nem
746,ein wenig::ADV,un tammig,egy kicsit
747,kaum::ADV,a-boan,alig
748,sehr::ADV,-tre,nagyon
749,sehr::ADV,-kenañ,nagyon
750,so::ADV,evel-se,úgy
751,noch::ADV,c'hoazh,még
752,nur::ADV,hepken,csak
753,nur::ADV,hepken,csupán
754,schon::ADV,dija,már
755,wieder::ADV,adarre,ismét
756,wieder::ADV,adarre,megint
757,vor::PRP,dirak,előtt
758,hinter::PRP,a-drek,mögött
759,hinter::PRP,a-dreñv,mögött
760,unter::PRP,dindan,alatt
761,durch::PRP,dre,át
762,durch::PRP,dre,keresztül
763,neben::PRP,e-kichen,mellett
764,zwischen::PRP,etre,között
765,wegen::PRP,abalamour da,miatt
766,wegen::PRP,abalamour da,végett
767,dies::PRN,hemañ,ez
768,das::PRN,se,az
769,das::PRN,hennezh,az
770,alles::PRN,pep tra,minden
771,ich::PRN,me,én
772,du::PRN,te,te
773,er::PRN,eñ,ő
774,wir::PRN,ni,mi
775,ihr::PRN,c'hwi,ti
776,sie::PRN,int,ők
777,was::FPRN,petra,mi
778,wer::FPRN,piv,ki
779,wo::FADV,pelec'h,hol
780,wohin::FADV,da belec'h,hova
781,wie::FADV,penaos,hogy
782,wie::FADV,penaos,hogyan
783,warum::FADV,perak,miért
784,wieviel::FNUM,pet,hány
785,wieviel::FNUM,pet,mennyi
786,eins::NUM,unan,egy
787,zwei::NUM,daou,kettő
788,drei::NUM,tri,három
789,vier::NUM,pevar,négy
790,fünf::NUM,pemp,öt
791,sechs::NUM,c'hwec'h,hat
792,sieben::NUM,seizh,hét
793,acht::NUM,eizh,nyolc
794,neun::NUM,nav,kilenc
795,zehn::NUM,dek,tíz
796,elf::NUM,unnek,tizenegy
797,zwölf::NUM,daouzek,tizenkettő
798,zwanzig::NUM,ugent,húsz
799,dreißig::NUM,tregont,harminc
800,vierzig::NUM,daou-ugent,negyven
801,fünfzig::NUM,hanter-kant,ötven
802,sechzig::NUM,tri-ugent,hatvan
803,siebzig::NUM,dek ha tri-ugent,hetven
804,achtzig::NUM,pevar-ugent,nyolcvan
805,neunzig::NUM,dek ha pevar-ugent,kilencven
806,hundert::NUM,kant,száz
807,tausend::NUM,mil,ezer
808,und::CNJ,ha,és
809,und::CNJ,ha,meg
810,oder::CNJ,pe,vagy
811,stehen::V,bezañ a-sav,áll
812,sitzen::V,azezañ,ül
813,sitzen::V,bezañ en e goazez,ül
814,liegen::V,bezañ en e c'hourvez,fekszik
815,hängen::V,krougañ,függ
816,werden::V,dazonet,lesz
817,passieren::V,c'hoarvezout,történik
818,beginnen::V,stagañ,kezdődik
819,enden::V,achuiñ,végződik
820,enden::V,achuiñ,befejeződik
821,wechseln::V,cheñch,változik
