,Concept_ID,hy,kv
328,Größe::N,մեծություն,ыжда
329,Länge::N,երկարություն,кузя
330,Höhe::N,բարձրություն,сувда
331,Höhe::N,բարձրություն,вылына
332,Gewicht::N,կշիռ,сьӧкта
333,Menge::N,քանակ,
334,Haufen::N,դեզ,куча
335,Haufen::N,կույտ,куча
336,Reihe::N,շարք,лёдз
337,Reihe::N,կարգ,лёдз
338,Boot::N,նավակ,пыж
339,Ruder::N,թի,пелыс
340,Ruder::N,թիակ,пелыс
341,Schlitten::N,բալխիր,додь
342,Ski::N,դահուկ,лямпа
343,Lagerfeuer::N,բացօդեայ կրակ,бипур
344,Last::N,բեռ,тягота
345,Gang::N,զբոսանք,мунӧм
346,Schritt::N,քայլ,вожмӧв
347,Norden::N,հյուսիս,ой
348,Süden::N,հարավ,лун
349,Westen::N,արեւմուտք,рытвыв
350,Osten::N,արեւելք,асыв
351,Holz::N,փայտ,пу
352,Brett::N,տախտակ,пӧв
353,Platte::N,թիթեղ,плита
354,Stütze::N,նեցուկ,пика
355,Stange::N,ձող,зор
356,Stange::N,ձող,потш
357,Stock::N,փայտ,бедь
358,Stab::N,ցուպ,шест
359,Stab::N,գավազան,шест
360,Rohr::N,խողովակ,труба
361,Haus::N,տուն,керку
362,Heim::N,տուն,керку
363,Ofen::N,վառարան,пӧжавны
364,Fußboden::N,հատակ,джодж
365,Tisch::N,սեղան,пызан
366,Stuhl::N,աթոռ,стул
367,Wiege::N,օրորոց,зыбка
368,Bett::N,անկողին,кровать
369,Regal::N,դարակ,джадж
370,Kiste::N,տուփ,ящик
371,Fenster::N,պատուհան,ӧшын
372,Tür::N,դուռ,ыбӧс
373,Tor::N,դարպաս,ворота
374,Zaun::N,ցանկապատ,забор
375,Dach::N,տանիք,крыша
376,Dach::N,կտուր,крыша
377,Leiter::N,սանդուղք,лиснич
378,Besen::N,ավել,рос
379,Spaten::N,բահ,зыр
380,Schaufel::N,թի,зыр
381,Gabel::N,պատառաքաղ,вила
382,Löffel::N,գդալ,пань
383,Messer::N,դանակ,пурт
384,Nagel::N,մեխ,кӧрттув
385,Netz::N,ցանց,кыйӧт
386,Haken::N,կարթ,ем
387,Griff::N,կոթ,пу
388,Griff::N,բռնակ,пу
389,Schloss::N,կողպեք,замок
390,Bild::N,նկար,картина
391,Bild::N,պատկեր,картина
392,Figur::N,քանդակ,мыгӧр
393,Figur::N,պատկեր,мыгӧр
394,Puppe::N,տիկնիկ,акань
395,Beutel::N,տոպրակ,мешӧк
396,Bündel::N,կապոց,нин
397,Tasche::N,պայուսակ,сумка
398,Eimer::N,դույլ,ведра
399,Deckel::N,կափարիչ,вевт
400,Geschirr::N,ամանեղեն,доз
401,Geschirr::N,ամանեղեն,бекӧрпань
402,Sack::N,պարկ,мешӧк
403,Sack::N,տոպրակ,мешӧк
404,Tasse::N,թաս,бекӧр
405,Tasse::N,գավաթ,бекӧр
406,Topf::N,անոթ,кастрюля
407,Kessel::N,կաթսա,пӧрт
408,Essen::N,կերակուր,сёйӧм
409,Nahrung::N,ուտելիք,вердан
410,Speise::N,խորտիկ,сёян
411,Speise::N,կերակուր,сёян
412,Fleisch::N,միս,яй
413,Getreide::N,հացահատիկ,сю
414,Brei::N,լանդակ,каша
415,Brot::N,հաց,нянь
416,Scheibe::N,կտոր,шӧрӧм
417,Scheibe::N,պատառ,шӧрӧм
418,Fett::N,ճարպ,гос
419,Butter::N,կարագ,ви
420,Öl::N,ձեթ,ви
421,Salz::N,աղ,сов
422,Suppe::N,սուպ,шыд
423,Suppe::N,ապուր,шыд
424,Honig::N,մեղր,ма
425,Milch::N,կաթ,йӧв
426,Tee::N,թեյ,чай
427,Leder::N,կաշի,кучик
428,Wolle::N,բուրդ,гӧн
429,Stoff::N,գործվածք,дӧра
430,Nadel::N,ասեղ,ем
431,Faden::N,թել,сунис
432,Knopf::N,կոճակ,кизь
433,Knoten::N,հանգույց,узӧв
434,Knoten::N,հանգույց,гӧрӧд
435,Farbe::N,ներկ,краска
436,Kleidung::N,հագուստ,паськӧм
437,Hemd::N,վերնաշապիկ,йӧрнӧс
438,Kragen::N,օձիք,воротник
439,Ärmel::N,թեւք,сос
440,Hose::N,շալվար,вешьян
441,Gürtel::N,գոտի,йи
442,Mütze::N,կեպի,шапка
443,Schuh::N,կոշիկ,ботинки
444,Stiefel::N,երկարաճիթ կոշիկ,сапог
445,Ring::N,զնգալ,чунькытш
446,Band::N,ժապավեն,ленточка
447,Kamm::N,սանր,сынан
448,Spiegel::N,հայելի,зеркало
449,Riemen::N,փոկ,ремень
450,Schnur::N,լար,гез
451,Leine::N,փոկ,повод
452,Decke::N,վերմակ,одеяло
453,Kissen::N,բարձ,подушка
454,Tuch::N,թաշկինակ,чышьян
455,Handtuch::N,սրբիչ,чышкӧт
456,Kraft::N,ուժ,прак
457,Stärke::N,պնդություն,вын
458,Stärke::N,ամրություն,вын
459,Gesundheit::N,առողջություն,здоровье
460,Krankheit::N,ախտ,шог
461,Krankheit::N,հիվանդություն,шог
462,Schmerz::N,ցավ,зубыт
463,Schmerz::N,տանջանք,зубыт
464,Wunde::N,վերք,рана
465,Fieber::N,տենդ,лёк тресся
466,Fieber::N,տենդ,кынтан шогӧт
467,Arznei::N,դեղ,лекарство
468,Brücke::N,կամուրջ,пос
469,Brunnen::N,հոր,колодец 
470,Brunnen::N,ջրհոր,колодец 
471,Weide::N,արոտավայր,пода йирсян
472,Pfad::N,արահետ,туй
473,Weg::N,ուղի,туй
474,Straße::N,ճանապարհ,туй
475,Dorf::N,գյուղ,деревня
476,Stadt::N,քաղաք,город
477,Brief::N,նամակ,гижӧт
478,Buch::N,գիրք,книга
479,Buchstabe::N,տառ,буква
480,Buchstabe::N,գիր,буква
481,Zeitung::N,լրագիր,газета
482,Leben::N,կյանք,олан
483,Tod::N,մահ,кулӧм
484,Grab::N,գերեզման,гу
485,Kirche::N,եկեղեցի,вичку
486,Sünde::N,մեղք,грек
487,Gott::N,աստված,ен
488,Arbeiter::N,բանվոր,уджалiсь
489,Arbeiter::N,աշխատող,уджалiсь
490,Chef::N,տեր,начальник
491,Meister::N,վարպետ,мастер
492,Arzt::N,բժիշկ,врач
493,Lehrer::N,ուսուցիչ,велӧтісь
494,Geld::N,փող,деньга
495,Geschäft::N,գործ,удж
496,Geschäft::N,աշխատանք,удж
497,Laden::N,կրպակ,магазин
498,Laden::N,խանութ,магазин
499,Preis::N,գին,дон
500,Ware::N,ապրանք,товар
501,Nutzen::N,օգուտ,путь
502,Reichtum::N,հարստություն,богатство
503,Welt::N,աշխարհ,му
504,Land::N,երկիր,страна
505,Staat::N,պետություն,государство
506,König::N,արքա,кан
507,König::N,թագավոր,кан
508,Macht::N,իշխանություն,власть
509,Grenze::N,սահման,граница
510,Krieg::N,պատերազմ,война
511,Feind::N,թշնամի,враг
512,Gewalt::N,բռնություն,
513,Gewalt::N,սաստկություն,
514,Kampf::N,մարտ,нярасьӧм
515,Kampf::N,մարտ,вермасьӧм
516,Bogen[Waffe]::N,աղեղ,лук
517,Pfeil::N,նետ,ньӧв
518,Gewehr::N,հրացան,ружьё
519,Fehler::N,սխալ,ошибка
520,Lüge::N,սուտ,ылӧтӧм
521,Lüge::N,սուտ,пӧрьялӧм
522,Schaden::N,վնաս,лёк
523,Unglück::N,դժբախտություն,пик
524,Unglück::N,դժբախտություն,оказзё
525,Schuld::N,պակասություն,вина
526,Alter::N,հասակ,
527,Schluss::N,վերջ,ком
528,Schluss::N,վախճան,ком
529,Zeit::N,ժամանակ,кад
530,Tag::N,օր,лун
531,Morgen::N,առավոտ,асыв
532,Mittag::N,կեսօր,луншӧр кад
533,Abend::N,երեկո,рыт
534,Nacht::N,գիշեր,ой
535,Woche::N,շաբաթ,неделя
536,Monat::N,ամիս,тӧлicь
537,Jahr::N,տարի,год
538,Frühling::N,գարուն,тулыс
539,Sommer::N,ամառ,гожум
540,Herbst::N,աշուն,ар
541,Winter::N,ձմեռ,тӧв
542,Januar::N,հունվար,январ
543,Februar::N,փետրվար,февраль
544,März::N,մարտ,март
545,April::N,ապրիլ,апрель
546,Mai::N,մայիս,май
547,Juni::N,հունիս,юнь
548,Juli::N,հուլիս,юль
549,August::N,օգոստոս,август
550,September::N,սեպտեմբեր,сентяб
551,Oktober::N,հոկտեմբեր,октяб
552,November::N,նոյեմբեր,нояб
553,Dezember::N,դեկտեմբեր,декаб
554,Montag::N,երկուշաբթի,вильлун
555,Dienstag::N,երեքշաբթի,мӧдӧдзлун
556,Mittwoch::N,չորեքշաբթի,шӧрлун
557,Donnerstag::N,հինգշաբթի,нёльӧдзлун
558,Freitag::N,ուրբաթ,витӧдзлун
559,Samstag::N,շաբաթ,пывсянлун
560,Sonntag::N,կիրակի,кресення
561,groß::A,մեծ,ыджыт
562,groß::A,խոշոր,ыджыт
563,klein::A,պստիկ,учӧтик
564,klein::A,փոքրիկ,учӧтик
565,lang::A,երկար,кузь
566,kurz::A,կարճ,дженыт
567,breit::A,լայն,ота
568,schmal::A,նեղ,векнит
569,dicht::A,խիտ,тшӧк
570,dick[Gegenstand]::A,հաստ,кыз
571,dünn::A,բարակ,вӧснит
572,fein::A,նուրբ,вӧснит
573,fest::A,ամուր,крепыт
574,fest::A,պինդ,крепыт
575,flach::A,տափակ,лапкӧса
576,glatt::A,հարթ,волькыт
577,hart::A,կարծր,чӧрыт
578,weich::A,մեղմ,небыт
579,weich::A,փափուկ,небыт
580,rund::A,կլոր,гӧгрӧса
581,spitz::A,սրածայր,ёся
582,scharf::A,սուր,лэчыт
583,stumpf::A,գուլ,ныж
584,schwer::A,ծանր,сьӧкыт
585,schön::A,սիրուն,басӧк
586,schön::A,գեղեցիկ,басӧк
587,heiß::A,թեժ,жар
588,warm::A,տաք,шоныт
589,warm::A,ջերմ,шоныт
590,kalt::A,ցուրտ,кӧдзыт
591,kühl::A,զով,сайкыт
592,frisch::A,թարմ,виль
593,feucht::A,ղոնավ,вакодь
594,nass::A,թաց,ва
595,trocken::A,ցամաք,кӧс
596,voll::A,լի,тыра
597,voll::A,լիքը,тыра
598,leer::A,դատարկ,тыртӧм
599,offen::A,բաց,оссьӧм
600,geschlossen::A,գոց,игана
601,geschlossen::A,գոց,пӧдана
602,sauber::A,մաքուր,сӧдз
603,sauber::A,մաքուր,сӧстӧм
604,schmutzig::A,կեղտոտ,нятьӧсь
605,roh::A,հում,путӧм
606,reif::A,հասած,кисьмалӧм
607,reif::A,հասուն,кисьмалӧм
608,lecker::A,համեղ,кӧра 
609,süß::A,անուշ,чӧскыт
610,bitter::A,կծու,курыт
611,sauer::A,թթու,шӧма 
612,sauer::A,թթված,шӧма 
613,hell::A,պայծառ,югыт
614,hell::A,խելամիտ,югыт
615,dunkel::A,մութ,пемыт
616,schwarz::A,սեւ,сьӧд
617,weiß::A,սպիտակ,чочком
618,rot::A,կարմիր,гӧрд
619,gelb::A,դեղին,веж
620,blau::A,կապույտ,лӧз
621,grün::A,կանաչ,веж
622,grau::A,գորշ,руд
623,grau::A,գորշ,бусӧй
624,bunt::A,գոյնզգոյն,быдрӧма
625,billig::A,էժան,донтӧм
626,teuer::A,թանկ,дона
627,wertvoll::A,թանկարժեք,дона
628,blind::A,կույր,синтӧм
629,taub::A,խուլ,пельтӧм
630,kräftig::A,հզոր,вына
631,stark::A,ուժեղ,вына
632,schwach::A,տկար,некодя
633,schwach::A,թույլ,некодя
634,fett::A,գեր,госа
635,schlank::A,նիհար,статя
636,hübsch::A,գրավիչ,басӧк
637,hübsch::A,սիրունիկ,басӧк
638,böse::A,չար,лёк
639,dumm::A,հիմար,бӧбӧв
640,dumm::A,հիմար,вежӧртӧм
641,faul::A,ծույլ,дыш
642,fleißig::A,ջանասեր,уджалicь
643,fleißig::A,փութաջան,уджалicь
644,geizig::A,ագահ,жикмӧра
645,geizig::A,ագահ,горшаліcь
646,geizig::A,կծծի,жикмӧра
647,geizig::A,կծծի,горшаліcь
648,klug::A,խելոք,авья
649,klug::A,խելոք,вежӧра
650,klug::A,ընդունակ,авья
651,klug::A,ընդունակ,вежӧра
652,geschickt::A,ճարտար,кипода
653,lieb::A,սիրելի,муса
654,lieb::A,սիրելի,дзулиньӧй
655,lustig::A,զվարթ,гажа
656,sanft::A,հեզ,лебезнӧй
657,hungrig::A,քաղցած,тшыг
658,krank::A,հիվանդ,шогалiсь
659,nackt::A,մերկ,куш
660,traurig::A,տխուր,жугыль
661,lebendig::A,կենդանի,ловья
662,gut::A,լավ,бур
663,schlecht::A,վատ,умӧль
664,richtig::A,ձիշտ,
665,schlimm::A,լղրճուկ,нештӧм
666,wahr::A,ճիշտ,
667,wahr::A,իրական,
668,alt::A,հին,важ
669,neu::A,նոր,виль
670,ehemalig::A,նախկին,вӧвлӧм
671,alt[Lebewesen]::A,ծեր,года
672,alt[Lebewesen]::A,ծեր,годдэза
673,alt[Lebewesen]::A,պառավ,года
674,alt[Lebewesen]::A,պառավ,годдэза
675,jung::A,մատաղ,том
676,arm::A,աղքատ,гов
677,arm::A,աղքատ,беднӧй
678,reich::A,հարուստ,эма
679,bekannt::A,ծանոթ,тӧдса
680,berühmt::A,հայտնի,
681,berühmt::A,հռչակավոր,
682,fremd::A,օտար,чужӧй
683,verschieden::A,տարբեր,быдкодь
684,nah::A,մոտ,матiсь
685,nah::A,մերձ,матiсь
686,fern::A,հեռավոր,ылicь
687,linker::A,ձախ,шульга
688,rechter::A,աջ,веськытланись
689,anderer::A,այլ,мукӧд
690,anderer::A,ուրիշ,мукӧд
691,erster::A,առաջին,медодзза
692,zweiter::A,երկրորդ,кыкӧт
693,dritter::A,երրորդ,куимӧт
694,dritter::A,երրորդ,куимӧдз
695,letzter::A,վերջին,бӧрья
696,letzter::A,վերջին,мёдбӧрья
697,allein::ADV,միայնակ,
698,auf einmal::ADV,միասնաբար,тшӧтш
699,zusammen::ADV,միասին,ӧтлаын
700,zusammen::ADV,իրար հետ,ӧтлаын
701,lange::ADV,երկար ժամանակ,дыр
702,plötzlich::ADV,հանկարծ,друг
703,sofort::ADV,իսկույն,тшӧтш
704,später::ADV,ավելի ուշ,медбӧрын
705,später::ADV,հետո,медбӧрын
706,jetzt::ADV,այժմ,ӧні
707,heute::ADV,այսօր,талун
708,morgen::ADV,վաղը,ашын
709,bald::ADV,շուտով,чожа
710,dann::ADV,ապա,сыбӧрын
711,dann::ADV,հետո,сыбӧрын
712,gestern::ADV,երեկ,тӧн
713,einst::ADV,հին ատեն,ӧтпыр
714,damals::ADV,ատէնին,сэк
715,damals::ADV,ատէնին,сэки
716,danach::ADV,ապա,сэсся
717,danach::ADV,այն ժամանակ,сэсся
718,vorher::ADV,առաջ,одзжык
719,zuerst::ADV,նախ,наперво
720,einmal::ADV,մի անգամ,ӧтпыр
721,manchmal::ADV,երբեմն,мукӧдпыр
722,oft::ADV,հաճախ,-лы-
723,immer::ADV,միշտ,быдпыр
724,immer::ADV,միշտ,быдпырся
725,niemals::ADV,երբեք,некӧр
726,hier::ADV,այստեղ,татӧн
727,hierhin::ADV,այստեղ,татчӧ
728,von hier::ADV,այդտեղից,тасянь
729,dort::ADV,այնտեղ,сэтӧн
730,dorthin::ADV,այնտեղ,сэтчин
731,geradeaus::ADV,ուղիղ,веськыта
732,vorwärts::ADV,առաջ,одзӧ
733,rückwärts::ADV,դեպի ետ,бӧр
734,zurück::ADV,ետ,бӧр
735,unten::ADV,ներքեւում,увтын
736,hinab::ADV,ներքեւ,увтас
737,oben::ADV,վերեւում,вевдӧрас
738,hinauf::ADV,վերեւ,вывлань
739,hinauf::ADV,վերեւ,вывланьӧ
