,Concept_ID,udm,ps
175,Katze::N,коӵыш,پشه
176,Bär::N,гондыр,خرس
177,Eichhörnchen::N,коньы,خړ لمی
178,Elch::N,койык,ګوزن
179,Fuchs::N,ӟичы,سپلم
180,Hase::N,кеч,سوی
181,Maus::N,шыр,مږک
182,Wolf::N,кион,لېوه
183,Vogel::N,тылобурдо,مرغه
184,Schwarm::N,уллё,سېل
185,Huhn::N,курег,چرګه
186,Hahn::N,атас,چرګ
187,Gans::N,ӟазег,بته
188,Adler::N,ӧрзи,عقاب
189,Ente::N,ӵӧж,ایلۍ
190,Eule::N,кучыран,ګونګی
191,Kranich::N,тури,کلنګ
192,Krähe::N,куака,کارغه
193,Kuckuck::N,кикы,فاخته
194,Schwan::N,юсь,قو
195,Fisch::N,чорыг,کب
196,Fisch::N,чорыг,ماهی
197,Barsch::N,юш,
198,Hecht::N,чипей,
199,Schlange[Tier]::N,кый,مار
200,Wurm::N,нумыр,چینجی
201,Spinne::N,чонари,غڼه
202,Spinne::N,чонари,تارکښ
203,Ameise::N,кузьыли,مېږی
204,Laus::N,тэй,سپږه
205,Mücke::N,нымы,ماشی
206,Mücke::N,чибинь,ماشی
207,Fliege::N,кут,مچ
208,Schmetterling::N,бубыли,پتنګ
209,Beere::N,узы-боры,مېوۍ
210,Apfel::N,яблок,مڼه
211,Pilz::N,губи,خرېړی
212,Zwiebel::N,сугон,پیاز
213,Saat::N,кидыс,تخم
214,Korn::N,тысь,تخم
215,Korn::N,тысь,دانه
216,Heu::N,турын,بوس
217,Heu::N,турын,پروړه
218,Schale::N,кыд,پوستکی
219,Grube::N,гу,کنده
220,Grube::N,гоп,کنده
221,Falle::N,налик,دام
222,Falle::N,налик,لومه
223,Schlinge::N,гиӟ,کړۍ
224,Schlinge::N,герд,کړۍ
225,Spur::N,пытьы,نښه
226,Spur::N,бервыл,نښه
227,Asche::N,пень,آس
228,Asche::N,пень,ایره
229,Dreck::N,дэри,ناپاکي
230,Eisen::N,корт,اوسپنه
231,Gold::N,зарни,سره زر
232,Silber::N,азвесь,نقره
233,Silber::N,азвесь,سپین زر
234,Kohle::N,эгыр,سکور
235,Kohle::N,эгыр,سکاره
236,Glas::N,стекло,ښيښه
237,Glas::N,пияла,ښيښه
238,Lehm::N,сюй,خټه
239,Sand::N,луо,شګه
240,Mensch::N,мурт,انسان
241,Mensch::N,адями,انسان
242,Mann::N,воргорон,سړی
243,Mann::N,воргорон,نارینه
244,Frau::N,кышномурт,ښځه
245,Kind::N,нуны,بچی
246,Kind::N,нуны,ماشوم
247,Kind::N,пинал,بچی
248,Kind::N,пинал,ماشوم
249,Junge::N,пи,هلک
250,Mädchen::N,ныл,نجلۍ
251,Familie::N,семья,کورنۍ
252,Großvater::N,песятай,بابا
253,Großvater::N,пересь атай,بابا
254,Großmutter::N,песянай,انا
255,Großmutter::N,пересь анай,انا
256,Eltern::N,атай-анай,مور او پلار
257,Eltern::N,бубы-мумы,مور او پلار
258,Vater::N,айы,پلار
259,Vater::N,атай,پلار
260,Mutter::N,мумы,مور
261,Sohn::N,пи,زوی
262,Tochter::N,ныл,لور
263,Bruder::N,агай,ورور
264,Schwester::N,апа,خور
265,Schwester::N,сузэр,خور
266,Onkel::N,агай,تره
267,Onkel::N,агай,ماما
268,Tante::N,апа,خاله
269,Tante::N,кенак,خاله
270,Ehemann::N,карт,مېړه
271,Ehefrau::N,кышно,مېرمن
272,Freude::N,шумпотон,خوشحالي
273,Gelächter::N,горем,خندا
274,Glück::N,шуд,بخت
275,Kummer::N,кайгу,غم
276,Kummer::N,куректон,غم
277,Wunsch::N,мылпотон,هيله
278,Wunsch::N,мылпотон,غوښتنه
279,Lust::N,потон,شوق
280,Lust::N,потон,مینه
281,Geist::N,лул,روح
282,Gedanke::N,малпан,فکر
283,Gedächtnis::N,йырсазь,یاد
284,Gedächtnis::N,йырсазь,حافظه
285,Gedächtnis::N,тодэваён,یاد
286,Gedächtnis::N,тодэваён,حافظه
287,Verstand::N,йырвизь,عقل
288,Verstand::N,йырвизь,شعور
289,Sinn::N,смысл,معنی
290,Grund::N,муг,علت
291,Grund::N,муг,اساس
292,Grund::N,ньӧм,علت
293,Grund::N,ньӧм,اساس
294,Wahrheit::N,зэм,حقیقت
295,Wahrheit::N,шонер,حقیقت
296,Gespräch::N,вераськон,مرکه
297,Gespräch::N,вераськон,خبرې اترې
298,Märchen::N,выжыкыл,افسانه
299,Erzählung::N,верос,قصه
300,Erzählung::N,верос,کیسه
301,Nachricht::N,ивор,خبر
302,Neuigkeit::N,выльивор,نوی خبر
303,Name::N,ним,نوم
304,Rätsel::N,мадькыл,کیسۍ
305,Rätsel::N,мадькыл,چیستان
306,Rede::N,верам,وینا
307,Sprache::N,кыл,ژبه
308,Stimme::N,куара,غږ
309,Stimme::N,куара,اواز
310,Wort::N,кыл,لغت
311,Wort::N,кыл,کلمه
312,Zeichen::N,пус,نښه
313,Zeichen::N,пус,اشاره
314,Zeichen::N,тодмет,نښه
315,Zeichen::N,тодмет,اشاره
316,Ruf::N,ӧтён,ږغ
317,Ruf::N,ӧтён,بلنه
318,Ruf::N,чортон,ږغ
319,Ruf::N,чортон,بلنه
320,Lärm::N,ӵашетон,غالمغال
321,Laut::N,куара,ږغ
322,Ton::N,куара,اواز
323,Lied::N,кырӟан,غزله
324,Lied::N,кырӟан,سندره
325,Ruhe::N,чалмыт улон,ارامي
326,Leute::N,адямиос,خلک
327,Volk::N,калык,ولس
328,Arbeit::N,уж,کار
329,Gast::N,куно,مېلمه
330,Geschenk::N,салам,تحفه
331,Geschenk::N,салам,سوغات
332,Geschenk::N,кузьым,تحفه
333,Geschenk::N,кузьым,سوغات
334,Spiel::N,шудон,لوبه
335,Gesellschaft::N,калык,ډله
336,Hilfe::N,юрттон,کومک
337,Hilfe::N,юрттон,مرسته
338,Freund::N,эш,ملګری
339,Freund::N,юлтош,ملګری
340,Kamerad::N,тодмо,انډيوال
341,Angelegenheit::N,уж,موضوع
342,Anzahl::N,лыд,شمېر
343,Anzahl::N,лыд,تعداد
344,Art::N,тус,ډول
345,Stück::N,юдэс,ټوټه
346,Teil::N,люкет,برخه
347,Hälfte::N,ӝыны,نیم
348,Kreis::N,котырес,دایره
349,Kreuz::N,крест,صلیب
350,Linie::N,гож,خط
351,Linie::N,гож,لیکه
352,Strich::N,гож,کرښه
353,Abstand::N,вис,فاصله
354,Abstand::N,кусып,فاصله
355,Entfernung::N,кусып,واټن
356,Gegend::N,инты,سیمه
357,Gegend::N,инты,منطقه
358,Platz::N,инты,ځای
359,Ort::N,инты,ځای
360,Ort::N,места,ځای
361,Seite::N,пал,مخ
362,Seite::N,пал,اړخ
363,Mitte::N,шор,وسط
364,Mitte::N,шор,مینځ
365,Gegenstand::N,арбери,شی
366,Sache::N,котыр,شی
367,Sache::N,котыр,څيز
368,Rand::N,дур,څنډه
369,Rand::N,дур,کناره
370,Rand::N,шаер,څنډه
371,Rand::N,шаер,کناره
372,Kante::N,дур,اړخ
373,Ecke::N,сэрег,ګوټ
374,Spitze::N,йыл,څوکه
375,Ende::N,пум,څوکه
376,Loch::N,пась,سوری
377,Winkel::N,сэрег,کنج
378,Winkel::N,сэрег,کوتی
379,Muster::N,пужы,نمونه
380,Größe::N,быдӟала,قد
381,Größe::N,быдӟала,لويوالی
382,Länge::N,кузьдала,طول
383,Länge::N,кузьдала,اوږد والی
384,Höhe::N,ӝуждала,جګوالی
385,Gewicht::N,сектала,وزن
386,Gewicht::N,секытлык,وزن
387,Menge::N,лыд,اندازه
388,Menge::N,лыдпус,اندازه
389,Haufen::N,люк,کوټه
390,Reihe::N,чур,صف
391,Reihe::N,чур,کتار
392,Boot::N,пыж,قايق
393,Boot::N,лодка,قايق
394,Ruder::N,полыс,چپه
395,Schlitten::N,додьы,ښویېدونی
396,Ski::N,куас,سکي
397,Lagerfeuer::N,тылскем,اور
398,Last::N,секыт,بار
399,Last::N,секыт,پېټی
400,Gang::N,ветлон,تګ
401,Schritt::N,вамыш,ګام
402,Norden::N,уйпал,شمال
403,Süden::N,лымшор,سوېل
404,Westen::N,шунды пуксён,لوېدېځ
405,Osten::N,шунды ӝужан,شرق
406,Osten::N,шунды ӝужан,ختیځ
407,Holz::N,пу,لرګی
408,Brett::N,пул,تخته
409,Platte::N,плита,تخته
410,Stütze::N,пыкет,تکیوان
411,Stange::N,пуӵ,ډاګه
412,Stock::N,боды,لرګی
413,Stab::N,пуӵ,چيخله
414,Stab::N,боды,چيخله
415,Rohr::N,труба,نل
416,Haus::N,юрт,کور
417,Heim::N,корка,کور
418,Ofen::N,гур,تودنۍ
419,Fußboden::N,выж,غولی
420,Tisch::N,ӝӧк,مېز
421,Stuhl::N,пукон,چوکۍ
422,Wiege::N,кӧкы,زانګو
423,Wiege::N,зыбка,زانګو
424,Bett::N,валес,کټ
425,Bett::N,валес,چپرکټ
426,Regal::N,ӝажы,تاخچۍ
427,Kiste::N,ящик,صندوق
428,Fenster::N,укно,کړکۍ
429,Fenster::N,косяк,کړکۍ
430,Tür::N,ӧс,دروازه
431,Tor::N,ӟезьы,دروازه
432,Zaun::N,забор,کټاره
433,Dach::N,липет,بام
434,Leiter::N,падӟа,زينه
435,Besen::N,ӵужон,جارو
436,Besen::N,исьнер,جارو
437,Spaten::N,лопатка,یوم
438,Schaufel::N,ютырон,بېلچه
439,Gabel::N,тэчы,پنجه
440,Gabel::N,вилка,پنجه
441,Löffel::N,пуньы,کاشوغه
442,Messer::N,пурт,چاقو
443,Nagel::N,кортӵог,ميخ
444,Netz::N,сеть,جال
445,Haken::N,курик,څنګک
446,Griff::N,ныд,لاستی
447,Schloss::N,тунгон,کلپ
448,Bild::N,суред,رسم
449,Figur::N,фигура,قدوقامت
450,Puppe::N,мунё,ګوډۍ
451,Beutel::N,пуйы,کڅوړه
452,Bündel::N,керттэт,دسته
453,Tasche::N,пуйы,بکس
454,Tasche::N,пуйы,توبره
455,Tasche::N,сумка,بکس
456,Tasche::N,сумка,توبره
457,Eimer::N,ведра,سطل
458,Deckel::N,ӵоксэт,سرپوښ
459,Geschirr::N,тусьты-пуньы,لوښی
460,Sack::N,пуйы,جوال
461,Tasse::N,ӵаша,پیاله
462,Topf::N,миска,دېګی
463,Kessel::N,пурты,دېګ
464,Essen::N,сиськон,خوراک
465,Nahrung::N,сион,خوراک
466,Speise::N,сиён,خواړه
467,Fleisch::N,сӥль,غوښه
468,Getreide::N,ю тысь,غله
469,Brei::N,ӝук,اوګره
470,Brot::N,нянь,ډوډۍ
471,Scheibe::N,шорем,مړۍ
472,Fett::N,кӧй,غوړي
473,Butter::N,вӧй,کوچ
474,Öl::N,вӧй,تېل
475,Salz::N,сылал,مالګه
476,Suppe::N,шыд,شوربا
477,Honig::N,чечы,شات
478,Milch::N,йӧл,شوده
479,Tee::N,чай,چای
480,Leder::N,сурон,څرمن
481,Wolle::N,гон,پشم
482,Wolle::N,ыжгон,پشم
483,Stoff::N,куэм,ټوټه
484,Nadel::N,вень,ستن
485,Faden::N,сӥньыс,تار
486,Knopf::N,бирды,تڼۍ
487,Knopf::N,бирды,تکمه
488,Knoten::N,герд,غوټه
489,Farbe::N,буёл,رنګ
490,Kleidung::N,дӥсь,کالي
491,Hemd::N,дэрем,کميس
492,Kragen::N,сирес,غاړه
493,Ärmel::N,саес,لستوڼی
494,Hose::N,брюки,پطلون
495,Hose::N,штань,پطلون
496,Gürtel::N,кускерттон,کمربند
497,Mütze::N,ызьы,خولۍ
498,Schuh::N,ботинка,بوټ
499,Stiefel::N,сапег,موزه
500,Ring::N,зундэс,ګوته
501,Band::N,лента,فيته
502,Kamm::N,сын,ګمنځ
503,Spiegel::N,синучкон,ایینه
504,Spiegel::N,синучкон,هنداره
505,Riemen::N,е,تسمه
506,Schnur::N,гозы,مزی
507,Leine::N,думет,رسۍ
508,Decke::N,шобрет,بړستن
509,Kissen::N,миндэр,بالښت
510,Tuch::N,кышет,ټیکری
511,Handtuch::N,ӵушкон,دسمال
512,Kraft::N,кать,زور
513,Kraft::N,кать,توان
514,Kraft::N,ӟигар,زور
515,Kraft::N,ӟигар,توان
516,Stärke::N,юнлык,قوت
517,Gesundheit::N,тазалык,صحت
518,Gesundheit::N,тазалык,روغتیا
519,Krankheit::N,висён,مرض
520,Krankheit::N,висён,ناروغي
521,Schmerz::N,висён,درد
522,Wunde::N,яра,ټپ
523,Wunde::N,яра,زخم
524,Fieber::N,кезег,تبه
525,Arznei::N,эмъюм,دوا
526,Arznei::N,эмъюм,دارو
527,Brücke::N,выж,پول
528,Brunnen::N,колдэч,څاه
529,Brunnen::N,колдэч,کوهی
530,Weide::N,возь,وله
531,Pfad::N,сюрес,تړه
532,Weg::N,сюрес,لیار
533,Straße::N,сюрес,سړک
534,Dorf::N,гурт,کلی
535,Stadt::N,кар,ښار
536,Stadt::N,город,ښار
537,Brief::N,гожтэт,لیک
538,Brief::N,гожтэт,مکتوب
539,Buch::N,книга,کتاب
540,Buchstabe::N,буква,حرف
541,Buchstabe::N,буква,توری
542,Zeitung::N,газет,اخبار
543,Leben::N,улон,ژوند
544,Tod::N,кулон,مرګ
545,Tod::N,кулон,مړینه
546,Grab::N,шайгу,قبر
547,Grab::N,шайгу,ډورۍ
548,Kirche::N,черк,کلیسا
549,Sünde::N,сьӧлык,ګناه
550,Gott::N,ӥнмар,خدای
551,Arbeiter::N,рабочий,کاریګر
552,Chef::N,начальник,آمر
553,Meister::N,кибашлы,استاد
554,Arzt::N,врач,طبیب
555,Arzt::N,врач,ډاکټر
556,Lehrer::N,дышетӥсь,معلم
557,Lehrer::N,дышетӥсь,ښوونکی
558,Geld::N,уксё,پیسې
559,Geld::N,коньдон,پیسې
560,Geschäft::N,уж,سوداګري
561,Laden::N,магазин,دکان
562,Laden::N,магазин,مغازه
563,Preis::N,дун,بیه
564,Ware::N,вуз,مال
565,Nutzen::N,пайда,ګټه
566,Reichtum::N,узырлык,شتمني
567,Welt::N,дунне,نړۍ
568,Welt::N,дунне,دنیا
569,Land::N,шаер,هېواد
570,Staat::N,кун,دولت
571,König::N,эксэй,باچا
572,König::N,эксэй,پادشاه
573,Macht::N,власть,قدرت
574,Grenze::N,кунгож,حد
575,Grenze::N,кунгож,سرحد
576,Krieg::N,ож,جګړه
577,Feind::N,тушмон,دښمن
578,Gewalt::N,эриктэман,زور
579,Gewalt::N,эриктэман,تشدد
580,Kampf::N,нюръяськон,جنګ
581,Kampf::N,нюръяськон,مبارزه
582,Bogen[Waffe]::N,пукыӵ,لیندۍ
583,Pfeil::N,пукыӵ вень,غشی
584,Gewehr::N,пыӵал,ټوپک
585,Fehler::N,янгыш,خطا
586,Fehler::N,янгыш,غلطي
587,Lüge::N,пӧян,دروغ
588,Lüge::N,алдан,دروغ
589,Lüge::N,ӧрекчан,دروغ
590,Schaden::N,изъян,زیان
591,Schaden::N,изъян,تاوان
592,Unglück::N,куректон,بدبختي
593,Unglück::N,шудтэме усён,بدبختي
594,Schuld::N,янгыш,ګناه
595,Alter::N,арлыд,منګ
596,Schluss::N,пум,اخر
597,Zeit::N,дыр,وخت
598,Tag::N,нунал,ورځ
599,Morgen::N,ӵукна,سبا
600,Morgen::N,ӵукна,سهار
601,Mittag::N,лымшор,غرمه
602,Abend::N,ӝыт,ماښام
603,Abend::N,акшан,ماښام
604,Nacht::N,уй,شپه
605,Woche::N,арня,اونۍ
606,Monat::N,толэзь,مياشت
607,Jahr::N,ар,کال
608,Frühling::N,тулыс,پسرلی
609,Sommer::N,гужем,دوبی
610,Herbst::N,сӥзьыл,منی
611,Herbst::N,сӥзьыл,خزان
612,Winter::N,тол,ژمی
613,Januar::N,выльартолэзь,جنوري
614,Februar::N,тулыспал,فبروري
615,März::N,южтолэзь,مارچ
616,April::N,оштолэзь,اپریل
617,Mai::N,куартолэзь,مې
618,Juni::N,вожотолэзь,جون
619,Juli::N,пӧсьтолэзь,جولای
620,August::N,гудырикошкон,اګست
621,September::N,куарусён,سپټامبر
622,Oktober::N,выльӝуктолэзь,اکتوبر
623,November::N,шуркынмон,نومبر
624,Dezember::N,толсур,دسمبر
625,Montag::N,вордӥськон,دوشنبه
626,Dienstag::N,вторник,سه شنبه
627,Mittwoch::N,вирнунал,چارشنبه
628,Donnerstag::N,покчиарня,پنجشنبه
629,Freitag::N,удмуртарня,جمعه
630,Samstag::N,кӧснунал,خالي
631,Sonntag::N,арня,یکشنبه
632,groß::A,бадӟым,لوی
633,klein::A,пичи,وړوکی
634,lang::A,кузь,اوړد
635,kurz::A,вакчи,لنډ
636,breit::A,паськыт,پراخه
637,schmal::A,сюлэг,تنګ
638,dicht::A,ӵем,ګڼ
639,dick[Gegenstand]::A,зӧк,پنډ
640,dünn::A,векчи,نری
641,fein::A,векчи,نازک
642,fest::A,юн,کلک
643,fest::A,юн,ټینګ
644,fest::A,чурыт,کلک
645,fest::A,чурыт,ټینګ
646,flach::A,ӵошкыт,هوار
647,glatt::A,гылыт,ښوی
648,glatt::A,вольыт,ښوی
649,hart::A,чурыт,کلک
650,weich::A,небыт,نرم
651,weich::A,небыт,پوست
652,rund::A,котырес,ګرد
653,spitz::A,йылсо,تېره
654,scharf::A,лэчыт,تېز
655,scharf::A,лэчыт,تېره
656,stumpf::A,ныж,پڅ
657,schwer::A,секыт,دروند
658,schön::A,чебер,ښکلی
659,heiß::A,пӧсь,تود
660,warm::A,шуныт,تود
661,kalt::A,кезьыт,ېخ
662,kalt::A,кезьыт,سوړ
663,kühl::A,юзмыт,ېخ
664,kühl::A,юзмыт,سوړ
665,kühl::A,салкым,ېخ
666,kühl::A,салкым,سوړ
667,frisch::A,выль,تازه
668,feucht::A,мускыт,مرطوب
669,nass::A,котмем,لوند
670,trocken::A,кӧс,وچ
671,voll::A,тыр,ډک
672,leer::A,буш,خالی
673,leer::A,тырттэм,خالی
674,offen::A,усьтэм,خلاص
675,offen::A,усьтэм,پرانیستی
676,geschlossen::A,ӵогам,تړلی
677,geschlossen::A,пунням,تړلی
678,sauber::A,ӝикыт,پاک
679,sauber::A,чылкыт,پاک
680,schmutzig::A,нӧд,چټل
681,roh::A,ыль,خام
682,reif::A,вуэм,پوخ
683,reif::A,вуэм,رسېدلی
684,lecker::A,ческыт,خوندور
685,lecker::A,ческыт,مزه دار
686,süß::A,ческыт,خوږ
687,süß::A,ческыт,شیرین
688,bitter::A,курыт,تریخ
689,sauer::A,чырс,ټاک
690,sauer::A,чырс,تريو
691,hell::A,югыт,روڼ
692,hell::A,югыт,روښان
693,dunkel::A,пеймыт,تیاره
694,schwarz::A,сьӧд,تور
695,weiß::A,тӧдьы,سپين
696,rot::A,горд,سور
697,gelb::A,ӵуж,زېړ
698,blau::A,лыз,شین
699,blau::A,лыз,اسماني رنګه
700,grün::A,вож,زرغون
701,grau::A,пурысь,خړ
702,bunt::A,куӵо,رنګارنګ
703,billig::A,дунтэм,ارزان
704,teuer::A,дуно,ګران
705,wertvoll::A,дуно,قیمتي
706,blind::A,сукыр,ړوند
707,blind::A,синтэм,ړوند
708,taub::A,пельтэм,کوڼ
709,kräftig::A,кужмо,قوی
710,stark::A,юн,قوی
711,stark::A,юн,تکړه
712,stark::A,кужмо,قوی
713,stark::A,кужмо,تکړه
714,schwach::A,ляб,ضعیف
715,schwach::A,ляб,کمزوری
716,schwach::A,начар,ضعیف
717,schwach::A,начар,کمزوری
718,fett::A,кӧй,چاغ
719,schlank::A,веськыт,خوش اندام
720,schlank::A,веськрес,خوش اندام
721,hübsch::A,чебер,ښکلی
722,hübsch::A,чебер,ښایسته
723,hübsch::A,синмаськымон,ښکلی
724,hübsch::A,синмаськымон,ښایسته
725,böse::A,лек,شریر
726,böse::A,лек,قهرناک
727,dumm::A,шузи,احمق
728,dumm::A,визьтэм,احمق
729,faul::A,азьтэм,لټ
730,faul::A,азьтэм,تنبل
731,fleißig::A,сюлмо,زحمت کښ
732,geizig::A,сук,بخیل
733,klug::A,визьмо,عاقل
734,klug::A,визьмо,هوښیار
735,geschickt::A,усто,ماهر
736,geschickt::A,быгатӥсь,ماهر
737,lieb::A,мусо,عزیز
738,lieb::A,мусо,محبوب
739,lustig::A,шулдыр,خوشحال
740,sanft::A,мусо,پوست
741,sanft::A,мусо,ملایم
742,sanft::A,эрке,پوست
743,sanft::A,эрке,ملایم
744,hungrig::A,сютэм,وږی
745,krank::A,висись,مريض
746,krank::A,висись,ناروغ
747,nackt::A,гольык,لوڅ
748,traurig::A,мӧзмыт,غمجن
749,lebendig::A,улэп,ژوندی
750,gut::A,ӟеч,ښه
751,gut::A,умой,ښه
752,schlecht::A,урод,بد
753,schlecht::A,урод,خراب
754,schlecht::A,алама,بد
755,schlecht::A,алама,خراب
756,richtig::A,шонер,سم
757,richtig::A,шонер,صحیح
758,schlimm::A,алама,بد
759,schlimm::A,алама,مخوف
760,wahr::A,зэмос,واقعي
761,alt::A,вуж,زوړ
762,neu::A,выль,نوی
763,ehemalig::A,азьвылэз,پخوانی
764,alt[Lebewesen]::A,пересь,زوړ
765,jung::A,егит,ځوان
766,jung::A,пинал,ځوان
767,arm::A,начар,غریب
768,arm::A,начар,بې وزله
769,arm::A,куанер,غریب
770,arm::A,куанер,بې وزله
771,reich::A,узыр,شتمن
772,reich::A,узыр,دولتمند
773,bekannt::A,тодмо,اشنا
774,berühmt::A,дано,مشهور
775,fremd::A,ят,پردی
776,fremd::A,ят,بېګانه
777,verschieden::A,пӧртэм,مختلف
778,nah::A,матысь,نژدې
