,Concept_ID,vep,it
107,Donner::N,jumalanjuru,tuono
108,Strömung::N,joksmuz,corrente
109,Tropfen::N,tilkuine,goccia
110,Schaum::N,vaht,spuma
111,Schaum::N,vaht,schiuma
112,Schmutz::N,redu,sudiciume
113,Schmutz::N,pačak,sudiciume
114,See::N,järv,lago
115,Sumpf::N,so,palude
116,Moor::N,so,torbiera
117,Wiese::N,nit,prato
118,Wald::N,mec,bosco
119,Wald::N,mec,foresta
120,Hügel::N,kukaz,colle
121,Hügel::N,kukaz,collina
122,Anhöhe::N,kukaz,altura
123,Berg::N,mägi,monte
124,Berg::N,mägi,montagna
125,Gipfel::N,ladv,cima
126,Höhle::N,mägionduz,grotta
127,Höhle::N,mägionduz,caverna
128,Abhang::N,paute,pendìo
129,Quelle::N,lähte,sorgente
130,Bach::N,oja,ruscello
131,Fluss::N,jogi,fiume
132,Ufer::N,rand,riva
133,Küste::N,randišt,costa
134,Festland::N,kuivma,terraferma
135,Meer::N,meri,mare
136,Bucht::N,laht,cala
137,Insel::N,sar',ìsola
138,Blume::N,änik,fiore
139,Gras::N,hein,erba
140,Wurzel::N,jur',radice
141,Baum::N,pu,àlbero
142,Stamm::N,tüvi,tronco
143,Rinde::N,kor',corteccia
144,Ast::N,oks,ramo
145,Zweig::N,oks,ramo
146,Zweig::N,barb,ramo
147,Blatt::N,lehtez,foglia
148,Birke::N,koiv,betulla
149,Kiefer[Baum]::N,pedai,pino
150,Weide[Baum]::N,raid,sàlice
151,Tanne::N,kuz',abete
152,Horn::N,sar'v,corno
153,Feder::N,höuneh,penna
154,Fell::N,nahk,manto
155,Fell::N,nahk,pelame
156,Flügel::N,suug,ala
157,Klaue::N,künz',grinfia
158,Kralle::N,künz',unghia
159,Kralle::N,künz',artiglio
160,Schwanz::N,händ,coda
161,Ei::N,muna,uovo
162,Nest::N,peza,nido
163,Bau::N,uru,covo
164,Tier::N,živat,bestia
165,Tier::N,živat,animale
166,Herde::N,kogo,gregge
167,Kuh::N,lehm,vacca
168,Bulle::N,härg,toro
169,Pferd::N,hebo,cavallo
170,Schaf::N,lambaz,pècora
171,Schwein::N,siga,porco
172,Schwein::N,siga,maiale
173,Hund::N,koir,cane
174,Katze::N,kaži,gatta
175,Bär::N,kondi,orso
176,Eichhörnchen::N,orav,scoiàttolo
177,Elch::N,hirb',alce
178,Fuchs::N,reboi,volpe
179,Hase::N,jäniš,lepre
180,Maus::N,hir',topo
181,Maus::N,hir',sorcio
182,Wolf::N,händikaz,lupo
183,Vogel::N,lind,uccello
184,Schwarm::N,parveh,stormo
185,Huhn::N,kana,gallina
186,Hahn::N,kukoi,gallo
187,Gans::N,hanh',oca
188,Adler::N,orl,àquila
189,Ente::N,sorz,ànatra
190,Eule::N,hir'pulo,gufo
191,Eule::N,hir'pulo,civetta
192,Kranich::N,kurg,gru
193,Krähe::N,variš,cornacchia
194,Kuckuck::N,kägi,cuccù
195,Kuckuck::N,kägi,cùculo
196,Schwan::N,joucen,cigno
197,Fisch::N,kala,pesce
198,Barsch::N,ahven,pèrsico
199,Hecht::N,haug',luccio
200,Schlange[Tier]::N,kü,serpente
201,Schlange[Tier]::N,mado,serpente
202,Wurm::N,mado,baco
203,Wurm::N,mado,verme
204,Spinne::N,hämähouk,ragno
205,Ameise::N,murahaine,formica
206,Laus::N,täi,pidocchio
207,Mücke::N,säs'k,zanzara
208,Fliege::N,kärbhaine,mosca
209,Schmetterling::N,lipkaine,farfalla
210,Beere::N,marj,bacca
211,Apfel::N,jablok,mela
212,Pilz::N,sen',fungo
213,Pilz::N,babuk,fungo
214,Zwiebel::N,lauk,cipolla
215,Saat::N,semned,semente
216,Korn::N,jüvä,grano
217,Korn::N,vill',grano
218,Heu::N,hein,fieno
219,Schale::N,kor',buccia
220,Grube::N,kop,cava
221,Grube::N,kop,fossa
222,Falle::N,rida,tràppola
223,Schlinge::N,rihm,laccio
224,Spur::N,jäl'g,traccia
225,Asche::N,tuhk,cenere
226,Dreck::N,redu,fango
227,Dreck::N,pačak,fango
228,Eisen::N,raud,ferro
229,Gold::N,kuld,oro
230,Silber::N,hobed,argento
231,Kohle::N,hil',carbone
232,Glas::N,stökol,vetro
233,Lehm::N,savi,argilla
234,Sand::N,lete,arena
235,Sand::N,lete,sabbia
236,Mensch::N,mez',uomo
237,Mensch::N,mez',èssere umano
238,Mensch::N,ristit,uomo
239,Mensch::N,ristit,èssere umano
240,Mann::N,mez',uomo
241,Frau::N,naine,donna
242,Kind::N,laps',bambino
243,Junge::N,poig,ragazzo
244,Junge::N,prihaine,ragazzo
245,Mädchen::N,neičukaine,ragazza
246,Familie::N,kanz,famiglia
247,Familie::N,pereh,famiglia
248,Großvater::N,ded,nonno
249,Großmutter::N,bab,nonna
250,Eltern::N,vanhembad,genitori
251,Eltern::N,kazvatajad,genitori
252,Vater::N,tat,padre
253,Mutter::N,mam,madre
254,Sohn::N,poig,figlio
255,Tochter::N,tütär,figlia
256,Bruder::N,veik,fratello
257,Bruder::N,vell',fratello
258,Schwester::N,čiža,sorella
259,Schwester::N,sizar,sorella
260,Onkel::N,däd',zio
261,Tante::N,tädi,zia
262,Ehemann::N,mužik,marito
263,Ehefrau::N,ak,moglie
264,Freude::N,ilo,gioia
265,Freude::N,ilo,piacere
266,Freude::N,ihastuz,gioia
267,Freude::N,ihastuz,piacere
268,Gelächter::N,nagr,risata
269,Glück::N,oza,felicità
270,Kummer::N,gor'a,afflizione
271,Wunsch::N,taht,desiderio
272,Lust::N,himo,voglia
273,Geist::N,heng,mente
274,Geist::N,heng,spìrito
275,Gedanke::N,meletuz,idea
276,Gedanke::N,meletuz,pensiero
277,Gedächtnis::N,mušt,memoria
278,Verstand::N,mel',intelletto
279,Sinn::N,jüvä,senso
280,Sinn::N,jüvä,significato
281,Grund::N,sü,causa
282,Grund::N,sü,motivo
283,Grund::N,sü,ragione
284,Wahrheit::N,tozi,verità
285,Gespräch::N,lodu,discorso
286,Gespräch::N,lodu,conversazione
287,Gespräch::N,pagin,discorso
288,Gespräch::N,pagin,conversazione
289,Märchen::N,sarn,fiaba
290,Märchen::N,sarn,fàvola
291,Erzählung::N,sanutez,racconto
292,Erzählung::N,sanutez,narrazione
293,Nachricht::N,tedotuz,messaggio
294,Neuigkeit::N,uzištuz,notizia
295,Name::N,nimi,nome
296,Rätsel::N,ozoitez,indovinello
297,Rede::N,pagin,discorso
298,Rede::N,sanad,discorso
299,Sprache::N,kel',lingua
300,Sprache::N,kel',linguaggio
301,Stimme::N,än',voce
302,Wort::N,sana,parola
303,Zeichen::N,znam,segno
304,Zeichen::N,znam,segnale
305,Ruf::N,kida,chiamata
306,Ruf::N,kucund,chiamata
307,Lärm::N,judu,chiasso
308,Lärm::N,judu,strèpito
309,Laut::N,kulund,suono
310,Ton::N,kulund,tono
311,Lied::N,pajo,canto
312,Lied::N,pajo,canzone
313,Ruhe::N,lebu,calma
314,Ruhe::N,lebu,tranquillità
315,Leute::N,rahvaz,gente
316,Volk::N,rahvaz,pòpolo
317,Arbeit::N,tö,lavoro
318,Arbeit::N,rad,lavoro
319,Gast::N,adiv,òspite
320,Gast::N,adiv,invitato
321,Geschenk::N,lahj,regalo
322,Spiel::N,vänd,gioco
323,Gesellschaft::N,sebr,compagnìa
324,Hilfe::N,abu,aiuto
325,Hilfe::N,abu,soccorso
326,Freund::N,sebranik,amico
327,Kamerad::N,sebranik,camerata
328,Angelegenheit::N,azj,affare
329,Angelegenheit::N,azj,faccenda
330,Anzahl::N,lugu,nùmero
331,Anzahl::N,lugu,quantità
332,Art::N,rod,tipo
333,Art::N,rod,specie
334,Art::N,rodsugu,tipo
335,Art::N,rodsugu,specie
336,Stück::N,pala,pezzo
337,Stück::N,supal,pezzo
338,Teil::N,pala,parte
339,Hälfte::N,pol',metà
340,Kreis::N,ümbruz,cìrcolo
341,Kreis::N,kehkruz,cìrcolo
342,Kreuz::N,rist,croce
343,Linie::N,pird,lìnea
344,Strich::N,pird,tratto
345,Abstand::N,keskust,distanza
346,Entfernung::N,matk,distanza
347,Entfernung::N,matk,lontananza
348,Gegend::N,taho,regione
349,Platz::N,avaruz',posto
350,Platz::N,avaruz',spazio
351,Ort::N,koht,luogo
352,Ort::N,koht,località
353,Seite::N,pol',lato
354,Seite::N,pol',parte
355,Seite::N,kül'g,lato
356,Seite::N,kül'g,parte
357,Mitte::N,kesk,mezzo
358,Mitte::N,kesk,centro
359,Gegenstand::N,kalu,oggetto
360,Sache::N,azj,cosa
361,Rand::N,röun,orlo
362,Rand::N,röun,bordo
363,Kante::N,röun,spìgolo
364,Ecke::N,saum,canto
365,Spitze::N,agjaine,punta
366,Ende::N,agj,capo
367,Ende::N,agj,estremità
368,Loch::N,reig,buco
369,Winkel::N,čoga,àngolo
370,Winkel::N,saum,àngolo
371,Muster::N,kirjam,disegno
372,Größe::N,suruz',taglia
373,Größe::N,suruz',grandezza
374,Länge::N,piduz,lunghezza
375,Höhe::N,korktuz',altezza
376,Gewicht::N,jügu,peso
377,Gewicht::N,vedäduz,peso
378,Menge::N,äjüz',quantità
379,Haufen::N,kogo,cùmulo
380,Haufen::N,kogo,mucchio
381,Reihe::N,rivi,fila
382,Boot::N,veneh,barca
383,Boot::N,veneh,battello
384,Ruder::N,air,remo
385,Schlitten::N,regi,slitta
386,Schlitten::N,regut,slitta
387,Ski::N,suks',sci
388,Lagerfeuer::N,nodj,falò
389,Lagerfeuer::N,nodj,fuoco di bivacco
390,Lagerfeuer::N,pažag,falò
391,Lagerfeuer::N,pažag,fuoco di bivacco
392,Last::N,jüguz,càrico
393,Gang::N,astund,andata
394,Schritt::N,hašk,passo
395,Norden::N,pohjoine,nord
396,Norden::N,pohjoine,settentrione
397,Süden::N,suvi,sud
398,Süden::N,suvi,meridione
399,Westen::N,päivlaskm,òvest
400,Westen::N,päivlaskm,occidente
401,Osten::N,päivnouzm,est
402,Osten::N,päivnouzm,oriente
403,Holz::N,pu,legno
404,Brett::N,laud,asse
405,Brett::N,laud,tàvola
406,Platte::N,keitim,lastra
407,Platte::N,keitim,piastra
408,Stütze::N,tugi,supporto
409,Stange::N,arz',sbarra
410,Stange::N,arz',pèrtica
411,Stock::N,kalu,verga
412,Stock::N,kalu,bastone
413,Stock::N,kalu,bacchetta
414,Stab::N,seibaz,asta
415,Rohr::N,torv,tubo
416,Haus::N,pert',casa
417,Heim::N,kodi,casa
418,Ofen::N,päč,stufa
419,Fußboden::N,lava,pavimento
420,Tisch::N,laud,tàvolo
421,Tisch::N,stal'c,tàvolo
422,Stuhl::N,ištim,sedia
423,Wiege::N,kätte,culla
424,Bett::N,sija,letto
425,Bett::N,magaduzsija,letto
426,Regal::N,palič,scaffale
427,Kiste::N,mülütim,cassa
428,Fenster::N,ikun,finestra
429,Tür::N,uks',porta
430,Tor::N,verai,portone
431,Zaun::N,aid,recinto
432,Dach::N,katuz,tetto
433,Leiter::N,pordhad,scala
434,Leiter::N,pordhad,scala a pioli
435,Besen::N,lud,scopa
436,Besen::N,vast,scopa
437,Spaten::N,labid,vanga
438,Schaufel::N,labid,pala
439,Gabel::N,hangoine,forchetta
440,Löffel::N,luzik,cucchiaio
441,Messer::N,veič,coltello
442,Nagel::N,nagl,chiodo
443,Netz::N,verk,rete
444,Haken::N,kouk,uncino
445,Griff::N,kägä,mànico
446,Griff::N,kägä,maniglia
447,Griff::N,varz',mànico
448,Griff::N,varz',maniglia
449,Schloss::N,lukkol,serratura
450,Bild::N,kuva,quadro
451,Bild::N,kuva,immàgine
452,Figur::N,figur,figura
453,Puppe::N,tätüine,bàmbola
454,Beutel::N,havad,borsa
455,Beutel::N,havad,sacchetto
456,Bündel::N,toppaz,fascio
457,Bündel::N,toppaz,fagotto
458,Bündel::N,käč,fascio
459,Bündel::N,käč,fagotto
460,Tasche::N,sumk,borsa
461,Eimer::N,vädr,secchio
462,Deckel::N,katuz,coperchio
463,Geschirr::N,astii,stoviglie
464,Sack::N,havad,sacco
465,Tasse::N,čašk,tazza
466,Topf::N,pada,pèntola
467,Kessel::N,katil,paiolo
468,Kessel::N,katil,calderone
469,Essen::N,sönd,pasto
470,Essen::N,sönd,mangiare
471,Nahrung::N,söm,cibo
472,Nahrung::N,söm,alimento
473,Speise::N,sömine,piatto
474,Fleisch::N,liha,carne
475,Getreide::N,vill',cereali
476,Brei::N,pudr,purè
477,Brei::N,pudr,pappa
478,Brot::N,leib,pane
479,Scheibe::N,bibaleh,fetta
480,Scheibe::N,bibaleh,trancia
481,Scheibe::N,šlik,fetta
482,Scheibe::N,šlik,trancia
483,Fett::N,razv,grasso
484,Butter::N,voi,burro
485,Öl::N,voi,olio
486,Salz::N,sol,sale
487,Suppe::N,lem',zuppa
488,Suppe::N,lem',minestra
489,Suppe::N,keitoz,zuppa
490,Suppe::N,keitoz,minestra
491,Honig::N,mezi,miele
492,Milch::N,maid,latte
493,Tee::N,čai,tè
494,Leder::N,nahk,pelle
495,Wolle::N,vill,lana
496,Stoff::N,kangaz,panno
497,Stoff::N,kangaz,tessuto
498,Nadel::N,negl,ago
499,Faden::N,nit',filo
500,Knopf::N,nübl',bottone
501,Knoten::N,sol'm,nodo
502,Farbe::N,muju,pittura
503,Kleidung::N,sobad,vestiti
504,Kleidung::N,sobad,vestiario
505,Hemd::N,paid,camicia
506,Kragen::N,kagluz,bàvero
507,Kragen::N,kagluz,colletto
508,Ärmel::N,hijam,mànica
509,Hose::N,štanad,calzoni
510,Gürtel::N,vö,cintura
511,Mütze::N,šapuk,berretto
512,Schuh::N,keng',scarpa
513,Stiefel::N,sapug,stivale
514,Ring::N,rengaz,anello
515,Band::N,lentaine,nastro
516,Band::N,lentaine,fettuccia
517,Kamm::N,suga,pèttine
518,Spiegel::N,zerkol,specchio
519,Riemen::N,vö,cinghia
520,Schnur::N,nor,corda
521,Leine::N,talutimnor,guinzaglio
522,Decke::N,sijakatuz,coperta
523,Kissen::N,pöluz,cuscino
524,Kissen::N,pöluz,guanciale
525,Tuch::N,paik,fazzoletto
526,Handtuch::N,käzipaik,asciugamano
527,Kraft::N,vägi,forza
528,Stärke::N,vahvuz',forza
529,Stärke::N,vahvuz',vigore
530,Stärke::N,vahvuz',fortezza
531,Gesundheit::N,tervhuz,salute
532,Krankheit::N,läžund,malattìa
533,Schmerz::N,kibu,dolore
534,Wunde::N,čapatez,piaga
535,Wunde::N,čapatez,ferita
536,Fieber::N,säru,febbre
537,Arznei::N,zel'l',fàrmaco
538,Arznei::N,zel'l',medicina
539,Brücke::N,sild,ponte
540,Brunnen::N,kaiv,pozzo
541,Weide::N,omaluine,pàscolo
542,Pfad::N,tehut,sentiero
543,Weg::N,te,via
544,Weg::N,te,cammino
545,Straße::N,te,strada
546,Dorf::N,külä,paese
547,Dorf::N,külä,villaggio
548,Stadt::N,lidn,città
549,Brief::N,kirjeine,lèttera
550,Buch::N,kirj,libro
551,Buchstabe::N,kirjam,lèttera
552,Zeitung::N,lehtez,giornale
553,Leben::N,elo,vita
554,Tod::N,surm,morte
555,Grab::N,kaum,tomba
556,Grab::N,kaum,sepolcro
557,Kirche::N,jumalanpert',chiesa
558,Sünde::N,grähk,peccato
559,Gott::N,jumal,dio
560,Arbeiter::N,radnik,operaio
561,Arbeiter::N,radnik,lavoratore
562,Chef::N,pämez',capo
563,Chef::N,pämez',padrone
564,Meister::N,mastar,mastro
565,Meister::N,mastar,maestro
566,Arzt::N,lekar',mèdico
567,Arzt::N,lekar',dottore
568,Lehrer::N,opendai,professore
569,Geld::N,rahad,soldi
570,Geld::N,rahad,denaro
571,Geschäft::N,biznes,affare
572,Geschäft::N,biznes,negozio
573,Laden::N,lauk,negozio
574,Preis::N,arv,prezzo
575,Ware::N,tavar,merce
576,Nutzen::N,liža,ùtile
577,Nutzen::N,liža,profitto
578,Reichtum::N,kodielo,ricchezza
579,Reichtum::N,kal'huz',ricchezza
580,Welt::N,mail'm,mondo
581,Land::N,ma,paese
582,Staat::N,valdkund,Stato
583,König::N,kunigaz,re
584,Macht::N,vald,potere
585,Grenze::N,röun,confine
586,Grenze::N,röun,frontiera
587,Krieg::N,soda,guerra
588,Feind::N,vihanik,nemico
589,Feind::N,vastustai,nemico
590,Gewalt::N,vägivald,violenza
591,Kampf::N,tora,lotta
592,Bogen[Waffe]::N,taug,arco
593,Pfeil::N,nol,freccia
594,Gewehr::N,oružj,fucile
595,Fehler::N,viga,errore
596,Fehler::N,viga,sbaglio
597,Lüge::N,kelastuz,bugìa
598,Lüge::N,kelastuz,menzogna
599,Schaden::N,pahuz',danno
600,Unglück::N,bed,sfortuna
601,Unglück::N,gor'a,sfortuna
602,Schuld::N,värhuz',colpa
603,Alter::N,igä,età
604,Schluss::N,lop,fine
605,Zeit::N,aig,tempo
606,Tag::N,päiv,giorno
607,Tag::N,päiv,giornata
608,Morgen::N,homendez,mattina
609,Mittag::N,keskpäiv,mezzogiorno
610,Abend::N,eht,sera
611,Abend::N,eht,serata
612,Nacht::N,ö,notte
613,Woche::N,nedal',settimana
614,Monat::N,ku,mese
615,Jahr::N,voz',anno
616,Frühling::N,keväz',primavera
617,Sommer::N,keza,estate
618,Herbst::N,sügüz',autunno
619,Winter::N,tal'v,inverno
620,Januar::N,viluku,gennaio
621,Februar::N,uhoku,febbraio
622,März::N,keväz'ku,marzo
623,April::N,sulaku,aprile
624,Mai::N,semendku,maggio
625,Juni::N,kezaku,giugno
626,Juli::N,heinku,luglio
627,August::N,eloku,agosto
628,September::N,sügüz'ku,settembre
629,Oktober::N,reduku,ottobre
630,November::N,kül'mku,novembre
631,Dezember::N,tal'vku,dicembre
632,Montag::N,ezmärg,lunedì
633,Dienstag::N,tožnarg,martedì
634,Mittwoch::N,koumanz'päiv,mercoledì
635,Donnerstag::N,nellänz'päiv,giovedì
636,Freitag::N,pätnič,venerdì
637,Freitag::N,videnz'päiv,venerdì
638,Samstag::N,sobat,sàbato
639,Sonntag::N,pühäpäiv,domenica
640,groß::A,sur',grande
641,groß::A,järed,grande
642,klein::A,pen',pìccolo
643,klein::A,pičuine,pìccolo
644,lang::A,pit'k,lungo
645,kurz::A,lühüd,corto
646,breit::A,leved,largo
647,schmal::A,kaid,stretto
648,dicht::A,tihed,denso
649,dick[Gegenstand]::A,paks,spesso
650,dünn::A,hoik,sottile
651,fein::A,hen,fine
652,fein::A,hen,delicato
653,fest::A,luja,sodo
654,fest::A,luja,fisso
655,fest::A,ninev,sodo
656,fest::A,ninev,fisso
657,flach::A,lapak,piano
658,flach::A,lapak,piatto
659,glatt::A,siled,liscio
660,hart::A,kova,duro
661,weich::A,pehmed,molle
662,rund::A,kehker,rotondo
663,spitz::A,nügu,aguzzo
664,spitz::A,nügu,appuntito
665,spitz::A,terav,aguzzo
666,spitz::A,terav,appuntito
667,scharf::A,terav,affilato
668,scharf::A,terav,tagliente
669,stumpf::A,tül'c,smussato
670,schwer::A,jüged,pesante
671,schön::A,čoma,bello
672,heiß::A,räk,caldo
673,heiß::A,räk,bollente
674,warm::A,läm',caldo
675,kalt::A,vilu,freddo
676,kühl::A,raibak,fresco
677,kühl::A,viluhk,fresco
678,frisch::A,lahed,fresco
679,feucht::A,neps,ùmido
680,feucht::A,toreh,ùmido
681,nass::A,märg,bagnato
682,trocken::A,kuiv,secco
683,voll::A,täuz',pieno
684,leer::A,joudai,vuoto
685,offen::A,avoin,aperto
686,offen::A,avol'jaine,aperto
687,geschlossen::A,saubaline,chiuso
688,sauber::A,puhtaz,netto
689,sauber::A,puhtaz,pulito
690,schmutzig::A,redukaz,sporco
691,schmutzig::A,redukaz,sùdicio
692,roh::A,rohk,crudo
693,roh::A,toreh,crudo
694,reif::A,küps,maturo
695,lecker::A,magukaz,ghiotto
696,lecker::A,magukaz,squisito
697,süß::A,maged,dolce
698,bitter::A,karged,amaro
699,sauer::A,muiged,aspro
700,sauer::A,muiged,acerbo
701,hell::A,kirkas,chiaro
702,hell::A,valgei,chiaro
703,dunkel::A,pimed,buio
704,dunkel::A,pimed,oscuro
705,schwarz::A,must,nero
706,weiß::A,vauged,bianco
707,rot::A,rusked,rosso
708,gelb::A,pakuine,giallo
709,blau::A,sinine,blu
710,blau::A,sinine,azzurro
711,grün::A,vihand,verde
712,grau::A,hahk,grigio
713,bunt::A,kirjav,variopinto
714,billig::A,odav,a buon prezzo
715,billig::A,odav,a buon mercato
716,teuer::A,kalliž,caro
717,wertvoll::A,arvokas,prezioso
718,blind::A,soged,cieco
719,taub::A,kurdiž,sordo
720,kräftig::A,vägev,forte
721,kräftig::A,vägev,robusto
722,stark::A,vahv,forte
723,stark::A,vahv,vigoroso
724,stark::A,vägekaz,forte
725,stark::A,vägekaz,vigoroso
726,schwach::A,väll',dèbole
727,fett::A,razvakaz,grasso
728,schlank::A,kapos,snello
729,schlank::A,kapos,slanciato
730,hübsch::A,čoma,bello
731,hübsch::A,čoma,carino
732,böse::A,äred,cattivo
733,böse::A,käred,cattivo
734,dumm::A,el'getoi,stùpido
735,faul::A,lašk,pigro
736,fleißig::A,radonnavedii,diligente
737,geizig::A,ažlak,avaro
738,klug::A,melev,intelligente
739,klug::A,melekaz,intelligente
740,geschickt::A,mahtokaz,àbile
741,lieb::A,izo,caro
742,lieb::A,sula,caro
743,lustig::A,ilokaz,gaio
744,lustig::A,ilokaz,allegro
745,sanft::A,laskav,dolce
746,hungrig::A,näl'ghine,affamato
747,krank::A,läžui,malato
748,krank::A,läžui,infermo
749,nackt::A,alastoi,nudo
750,traurig::A,opalahine,triste
751,lebendig::A,eläb,vivo
752,gut::A,hüvä,buono
753,schlecht::A,huba,cattivo
754,richtig::A,oiged,giusto
755,schlimm::A,paha,grave
756,wahr::A,todesine,vero
757,alt::A,vanh,vecchio
758,neu::A,uz',nuovo
759,ehemalig::A,edeline,vecchio
760,ehemalig::A,edeline,d'una_volta
761,alt[Lebewesen]::A,ravaz,anziano
762,jung::A,nor',giovane
763,arm::A,gol'l',pòvero
764,reich::A,elokaz,ricco
765,bekannt::A,tutab,noto
766,bekannt::A,tutab,conosciuto
767,berühmt::A,tetab,famoso
768,berühmt::A,tetab,cèlebre
769,fremd::A,veraz,estràneo
770,fremd::A,veraz,straniero
771,verschieden::A,erazvuitte,diverso
772,verschieden::A,erazvuitte,differente
773,nah::A,läheline,vicino
774,nah::A,läheline,propinquo
775,fern::A,edahaine,lontano
776,linker::A,hura,sinistro
777,rechter::A,oiged,destro
778,anderer::A,toine,altro
779,erster::A,ezmäine,primo
780,zweiter::A,toine,secondo
781,dritter::A,koumanz',terzo
782,letzter::A,jäl'gmäine,ùltimo
783,allein::ADV,üksnäze,solo
784,allein::ADV,üksnäze,da solo
785,auf einmal::ADV,ühten aigan,insieme
786,zusammen::ADV,ühtes,insieme
787,lange::ADV,hätken,a lungo
788,plötzlich::ADV,äkkid,all'improvviso
789,sofort::ADV,kerdalaz,sùbito
790,sofort::ADV,kerdalaz,all'istante
791,später::ADV,möhemba,più tardi
792,jetzt::ADV,nügüd',ora
793,jetzt::ADV,nügüd',adesso
794,heute::ADV,tämbei,oggi
795,morgen::ADV,homen,domani
796,bald::ADV,pigai,presto
797,bald::ADV,pigai,tra poco
798,dann::ADV,sid',allora
799,gestern::ADV,eglai,ieri
800,einst::ADV,ende,prima
801,einst::ADV,ende,un tempo
802,einst::ADV,kerdan,prima
803,einst::ADV,kerdan,un tempo
804,damals::ADV,siloi,allora
805,danach::ADV,sid',poi
806,danach::ADV,sid',dopo
807,vorher::ADV,ende,prima
808,zuerst::ADV,ezmäi,prima
809,zuerst::ADV,ezmäi,dapprima
810,einmal::ADV,kerdan,una volta
811,manchmal::ADV,erašti,talvolta
812,manchmal::ADV,erašti,qualche volta
813,oft::ADV,paksus,spesso
814,immer::ADV,kaiken,sempre
815,niemals::ADV,ei nikonz,non mai
816,hier::ADV,täs,qua
817,hier::ADV,tägä,qua
818,hierhin::ADV,tänna,qua
819,von hier::ADV,täspäi,ne
820,von hier::ADV,täspäi,da qui
821,von hier::ADV,sid'päi,ne
822,von hier::ADV,sid'päi,da qui
823,dort::ADV,sigä,lì
824,dorthin::ADV,sinna,là
825,dorthin::ADV,nakkale,là
826,geradeaus::ADV,kohtha,diritto
