,Concept_ID,kl,da
256,Verstand::N,isuma,forstand
257,Verstand::N,sianissut,forstand
258,Verstand::N,misigissut,forstand
259,Verstand::N,sianissuseq,forstand
260,Verstand::N,silaqassuseq,forstand
261,Sinn::N,isuma,mening
262,Sinn::N,isuma,betydning
263,Grund::N,patsit,grund
264,Wahrheit::N,sallusuissut,sandhed
265,Märchen::N,oqalualaarut,eventyr
266,Märchen::N,oqaluasaaq,eventyr
267,Erzählung::N,oqaluttuaq,fortælling
268,Nachricht::N,oqaassut,efterretning
269,Nachricht::N,oqqersuut,efterretning
270,Neuigkeit::N,tusarnartaq,nyhed
271,Name::N,ateq,navn
272,Rätsel::N,nalorsitsaarut,gåde
273,Rede::N,oqaluuseq,tale
274,Sprache::N,oqaatsit,sprog
275,Stimme::N,erinaq,stemme
276,Stimme::N,qarluuseq,stemme
277,Wort::N,oqaasii,ord
278,Zeichen::N,nalunaaqqut,tegn
279,Ruf::N,qaaqqussut,råb
280,Lärm::N,perpaluk,larm
281,Laut::N,torsukattak,lyd
282,Ton::N,erinaq,tone
283,Lied::N,taalliaq,sang
284,Lied::N,erinarsuut,sang
285,Ruhe::N,qatsunganeq,ro
286,Ruhe::N,qatsunganeq,hvile
287,Leute::N,inuiak,folk
288,Leute::N,inuiak,mennesker
289,Leute::N,inuiaqatigiit,folk
290,Leute::N,inuiaqatigiit,mennesker
291,Volk::N,inuiaat,folk
292,Arbeit::N,suliaq,arbejde
293,Gast::N,qaaqqusaq,gæst
294,Geschenk::N,pajugut,gave
295,Hilfe::N,annertoqqut,hjælp
296,Freund::N,tiliaq,ven
297,Freund::N,ikinngut,ven
298,Kamerad::N,tiliaq,kammerat
299,Kamerad::N,ikinngut,kammerat
300,Art::N,ileqquuseq,art
301,Stück::N,nakkaalaniku,stykke
302,Teil::N,tassiaasat,del
303,Hälfte::N,affaq,halvdel
304,Kreis::N,kaajaluinneq or kaajaluitsoq,cirkel
305,Kreuz::N,sanningasulik,kors
306,Kreuz::N,sanningasulik,kryds
307,Linie::N,tittaq,linie
308,Linie::N,titarneq,linie
309,Abstand::N,aku,afstand
310,Abstand::N,ikiaq,afstand
311,Entfernung::N,asi,afstand
312,Gegend::N,nuna,egn
313,Platz::N,ini,plads
314,Platz::N,inissaq,plads
315,Ort::N,sumiiffik,sted
316,Seite::N,saneraq,side
317,Mitte::N,qiteq,midte
318,Sache::N,pigisaq,sag
319,Rand::N,sini,rand
320,Rand::N,akerfineq,rand
321,Kante::N,akerfineq,kant
322,Ecke::N,teqeqqoq,hjørne
323,Ecke::N,tikeqqoq,hjørne
324,Spitze::N,inngik,spids
325,Ende::N,isu,ende
326,Loch::N,putu,hul
327,Winkel::N,teqeqqorissaat,vinkel
328,Muster::N,ilisserut,mønster
329,Größe::N,angissuseq,størrelse
330,Länge::N,takissuseq,længde
331,Gewicht::N,oqimaalutaq,vægt
332,Menge::N,amerlassuseq,mængde
333,Haufen::N,eqimattat,bunke
334,Reihe::N,allunaasaq,række
335,Boot::N,qajaq,båd
336,Boot::N,angallat,båd
337,Boot::N,umiatsiaq,båd
338,Ruder::N,iput,åre
339,Schlitten::N,qamutit,kælk
340,Schlitten::N,qamutit,slæde
341,Schlitten::N,qimusseq,kælk
342,Schlitten::N,qimusseq,slæde
343,Ski::N,ataarut,ski
344,Last::N,nammagaq,last
345,Last::N,nammagaq,byrde
346,Schritt::N,allorneq,skridt
347,Norden::N,avannaq,nord
348,Süden::N,qava,syd
349,Süden::N,kujat,syd
350,Süden::N,kujataa,syd
351,Westen::N,kitaa,vest
352,Osten::N,kangi,øst
353,Holz::N,qisuk,træ
354,Brett::N,salliligaq,bræt
355,Platte::N,qaateq,plade
356,Stütze::N,ajagutaq,støtte
357,Stütze::N,ajaagutaq,støtte
358,Stange::N,kaaviffik,stang
359,Stock::N,ajaappissat,stok
360,Stab::N,ajaappissat,stav
361,Rohr::N,sullulik,rør
362,Haus::N,illu,hus
363,Ofen::N,kissarsuut,ovn
364,Fußboden::N,nateq,gulv
365,Tisch::N,allattarfik,bord
366,Stuhl::N,issiavik,stol
367,Stuhl::N,issiaffik,stol
368,Wiege::N,uaasoq,vugge
369,Bett::N,nallavik,seng
370,Regal::N,ilisivik,reol
371,Kiste::N,sakissat,kasse
372,Kiste::N,illerfiusaq,kasse
373,Fenster::N,aki,vindue
374,Fenster::N,igalaaq,vindue
375,Tür::N,matu,dør
376,Tor::N,isaaffik,port
377,Zaun::N,saputit,stakit
378,Dach::N,qaliaq,tag
379,Leiter::N,tummeqqat,stige
380,Leiter::N,majuartarfiit,stige
381,Besen::N,saligutit,kost
382,Spaten::N,nivaataq,spade
383,Schaufel::N,nivaataq,skovl
384,Gabel::N,qilluaq,gaffel
385,Gabel::N,ajassaatit,gaffel
386,Löffel::N,alussaat,ske
387,Messer::N,savik,kniv
388,Nagel::N,kukik,søm
389,Netz::N,anguffaseq,net
390,Haken::N,nissik,krog
391,Haken::N,qarsorsaq,krog
392,Haken::N,qarsorsartoq,krog
393,Griff::N,ipi,tag
394,Griff::N,ipi,håndtag
395,Schloss::N,illussaarsuaq,lås
396,Bild::N,assiliaq,billede
397,Figur::N,kisitsit,figur
398,Puppe::N,inuusaq,dukke
399,Bündel::N,qilertaq,bylt
400,Bündel::N,qilertaq,bundt
401,Tasche::N,pooqattaq,taske
402,Deckel::N,matu,låg
403,Geschirr::N,anut,husgeråd
404,Tasse::N,tiitorfik,kop
405,Tasse::N,tiitorfiup ilorlia,kop
406,Topf::N,qoqqoq,gryde
407,Kessel::N,uunnaavik,kedel
408,Essen::N,igaaq,måltid
409,Nahrung::N,neqissaq,mad
410,Nahrung::N,neqissaq,næring
411,Speise::N,nerisassat,ret
412,Fleisch::N,neqi,kød
413,Getreide::N,maannineq,korn
414,Brot::N,iffit,brød
415,Brot::N,iffiaq,brød
416,Scheibe::N,igalaassiaq,skive
417,Fett::N,tarnutissaq,fedt
418,Fett::N,tarnutissiaq,fedt
419,Butter::N,punneq,smør
420,Öl::N,uulia,olie
421,Salz::N,taratsut,salt
422,Suppe::N,qajoq,suppe
423,Honig::N,tungusunnitsuut,honning
424,Milch::N,immuk,mælk
425,Tee::N,tii,te
426,Tee::N,teeq,te
427,Wolle::N,nuersagassiaq,uld
428,Stoff::N,milliaq,stof
429,Stoff::N,qarlissiaq,stof
430,Nadel::N,meqqut,nål
431,Faden::N,ujalussiaq,tråd
432,Knopf::N,attat,knap
433,Knoten::N,akeroq,knude
434,Knoten::N,qilerneq,knude
435,Farbe::N,qalipaat,farve
436,Kleidung::N,atisat,påklædning
437,Kleidung::N,annoraaq,påklædning
438,Hemd::N,ilupaaq,skjorte
439,Kragen::N,qungasiinnaq,krave
440,Ärmel::N,aaq,ærme
441,Hose::N,qarliit,bukser
442,Gürtel::N,qiterut,bælte
443,Gürtel::N,unngersaq,bælte
444,Mütze::N,nasaq,hue
445,Schuh::N,skuu,sko
446,Schuh::N,ikernuk,sko
447,Schuh::N,ateraasaq,sko
448,Stiefel::N,kamik,støvle
449,Ring::N,assammiu,ring
450,Band::N,qilerutissiaq,bånd
451,Kamm::N,illaagutit,kam
452,Kamm::N,illaajaatit pl.,kam
453,Spiegel::N,tarrarsuut,spejl
454,Riemen::N,allunaaq,rem
455,Schnur::N,kujaaq,snor
456,Schnur::N,allunaasaq,snor
457,Leine::N,aleq,snor
458,Decke::N,qipik,tæppe
459,Kissen::N,akit,pude
460,Tuch::N,qarlissiaq,sjaltørklæde
461,Handtuch::N,allarut,håndklæde
462,Handtuch::N,allarterut,håndklæde
463,Kraft::N,pissak,kraft
464,Stärke::N,qerattarsaat,styrke
465,Gesundheit::N,peqqisusseq,sundhed
466,Krankheit::N,nappaat,sygdom
467,Schmerz::N,anniaat,smerte
468,Wunde::N,iki,sår
469,Fieber::N,nappaat qanimanartoq,feber
470,Arznei::N,imigassaq,medicin
471,Arznei::N,imigassaq,lægemiddel
472,Brücke::N,ikaartarfik,bro
473,Brunnen::N,tissaluttuliaq,brønd
474,Weide::N,masarsuk,græsgang
475,Pfad::N,aqqut,sti
476,Weg::N,aggerfik,vej
477,Straße::N,aqqusineq,gade
478,Dorf::N,nunaqarfik,landsby
479,Stadt::N,illorpaat,by
480,Stadt::N,illorpalik,by
481,Brief::N,allagarsiaq,brev
482,Buch::N,atuakkat,bog
483,Buch::N,mappersagaq,bog
484,Buchstabe::N,naqinneq,bogstav
485,Zeitung::N,aviisi,avis
486,Leben::N,inuussuseq,liv
487,Tod::N,toqu,død
488,Tod::N,toquneq,død
489,Grab::N,iliveq,grav
490,Grab::N,illissat,grav
491,Kirche::N,oqaluffik,kirke
492,Sünde::N,ajorti,synd
493,Arbeiter::N,sulisoq,arbejder
494,Chef::N,ittoqut,chef
495,Meister::N,naalagaq,mester
496,Arzt::N,katsorsaasoq,læge
497,Lehrer::N,ilinniartitsisoq,lærer
498,Geld::N,aningaasat,penge
499,Geschäft::N,niuertarfik,forretning
500,Laden::N,niuertarfik,butik
501,Laden::N,niuertarfik,forretning
502,Preis::N,aki,pris
503,Ware::N,qaliata pii,vare
504,Ware::N,nioqqutissaq,vare
505,Nutzen::N,iluaqut,nytte
506,Welt::N,nunarsuaq,verden
507,Land::N,nuna,land
508,König::N,kunngi,konge
509,Macht::N,pissaassuseq,magt
510,Grenze::N,killik,grænse
511,Krieg::N,sorsunneq,krig
512,Feind::N,akeraq,fjende
513,Feind::N,akerartorti,fjende
514,Feind::N,qinngarsuisoq,fjende
515,Kampf::N,sorsunneq,kamp
516,Pfeil::N,qalugiusaq,pil
517,Gewehr::N,aallaat,gevær
518,Fehler::N,kukkuneq,fejl
519,Fehler::N,paarlaappaa,fejl
520,Unglück::N,perluut,uheld
521,Unglück::N,perluut,ulykke
522,Schuld::N,akiitsugaq,skyld
523,Schuld::N,akiligassaq,skyld
524,Alter::N,utoqqaq,alder
525,Schluss::N,isu,slut
526,Schluss::N,isu,slutning
527,Zeit::N,ulloq,tid
528,Zeit::N,akuttoqatigiinneq,tid
529,Tag::N,ulloq,dag
530,Morgen::N,ullaaq,morgen
531,Mittag::N,ulloqeqqa,middag
532,Abend::N,unnuk,aften
533,Nacht::N,unnuaq,nat
534,Woche::N,sapaatip akunnera,uge
535,Monat::N,qaammat,måned
536,Jahr::N,ukioq,år
537,Frühling::N,upernaaq,forår
538,Sommer::N,aasaq,sommer
539,Herbst::N,ukiaq,efterår
540,Winter::N,ukioq,vinter
541,Januar::N,siulleeq,januar
542,Januar::N,qaammaliaq,januar
543,Februar::N,aarlaat,februar
544,März::N,marsi,marts
545,März::N,martsi,marts
546,Mai::N,maaji,maj
547,Juni::N,juuni,juni
548,Juli::N,juuli,juli
549,August::N,aggusti,august
550,September::N,septembari,september
551,Oktober::N,oktobari,oktober
552,November::N,novembari,november
553,Dezember::N,detsembari,december
554,Montag::N,ataasinngortoq,mandag
555,Dienstag::N,marlunngorneq,tirsdag
556,Mittwoch::N,pingasunngorneq,onsdag
557,Donnerstag::N,sisamanngorneq,torsdag
558,Freitag::N,tallimanngorneq,fredag
559,Samstag::N,arfininngorneq,lørdag
560,Sonntag::N,sapaat,søndag
561,Sonntag::N,sapaati,søndag
562,groß::A,angivoq,stor
563,klein::A,mikivoq,lille
564,lang::A,takisooq,lang
565,kurz::A,naatsoq,kort
566,breit::A,silippoq,bred
567,schmal::A,amitsoq,smal
568,dicht::A,torsusooq,tæt
569,dick[Gegenstand]::A,issuvoq,tyk
570,dick[Gegenstand]::A,issusooq,tyk
571,dünn::A,amitsoq,tynd
572,fein::A,mamarpoq,fin
573,fest::A,tangeqarpoq,fast
574,flach::A,nalimmappoq,flad
575,glatt::A,quasak,glat
576,hart::A,mattusooq,hård
577,hart::A,manngerpoq,hård
578,hart::A,titeqquluppoq,hård
579,weich::A,nerumaarpoq,blød
580,rund::A,ammallorippoq,rund
581,spitz::A,qummukujooq,spids
582,scharf::A,ipippoq,skarp
583,stumpf::A,anngerpoq,sløv
584,stumpf::A,anngerpoq,stump
585,schwer::A,oqimaappoq,tung
586,schön::A,kusanarpoq,skøn
587,heiß::A,kiappoq,hed
588,warm::A,oqorpoq,varm
589,kalt::A,issippoq,kold
590,kühl::A,pueqqortippoq,kølig
591,feucht::A,isugutavoq,fugtig
592,feucht::A,qaasernarpoq,fugtig
593,nass::A,imerorpoq,våd
594,trocken::A,panerpoq,tør
595,voll::A,ulikkaarpoq,fuld
596,leer::A,imaattuarpoq,tom
597,offen::A,ammavoq,åben
598,geschlossen::A,matuvoq,lukket
599,sauber::A,eqqippoq,ren
600,sauber::A,sukuluippoq,ren
601,sauber::A,ipeqanngilaq,ren
602,schmutzig::A,tapappoq,snavset
603,schmutzig::A,minguppoq,snavset
604,roh::A,aapavoq,rå
605,reif::A,qaarulerpoq,moden
606,süß::A,tungusunnippoq,sød
607,bitter::A,qasilippoq,bitter
608,hell::A,qaamavoq,lys
609,dunkel::A,qernerpoq,mørk
610,schwarz::A,qernerpoq,sort
611,weiß::A,qaqorpoq,hvid
612,rot::A,aappaluppoq,rød
613,gelb::A,sungaarpoq,gul
614,blau::A,tungujorpoq,blå
615,grün::A,qorsooqqippoq,grøn
616,grau::A,qaserpoq,grå
617,billig::A,akikippoq,billig
618,wertvoll::A,erlinnarpoq,værdifuld
619,blind::A,tappiippoq,blind
620,blind::A,isigisaqanngilaq,blind
621,taub::A,tusilarpoq,døv
622,kräftig::A,pissaq,kraftig
623,kräftig::A,pissarsuaq,kraftig
624,stark::A,sanngivoq,stærk
625,schwach::A,nakuippoq,svag
626,fett::A,pualavoq,fed
627,schlank::A,tuappoq,slank
628,hübsch::A,aatsialaq,køn
629,böse::A,ajorpoq,ond
630,böse::A,ajorpoq,slem
631,dumm::A,taqajak,dum
632,dumm::A,sikkilluppoq,dum
633,dumm::A,qaatusimasaqanngilaq,dum
634,faul::A,eqiasuppoq,doven
635,faul::A,eqiattortuvoq,doven
636,fleißig::A,eqiasuippoq,flittig
637,geizig::A,iasilaarpoq,gerrig
638,geizig::A,tukkuippoq,gerrig
639,klug::A,mallak,klog
640,klug::A,ittanneq,klog
641,klug::A,kutaappoq,klog
642,klug::A,kuttaappoq,klog
643,klug::A,qarasagippoq,klog
644,lieb::A,akisooq,rar
645,lustig::A,piikulavoq,lystig
646,sanft::A,isumagippoq,blid
647,hungrig::A,kaappoq,sulten
648,hungrig::A,perlilerpoq,sulten
649,krank::A,napparsimavoq,syg
650,traurig::A,aliasuppoq,bedrøvet
651,lebendig::A,uumavoq,levende
652,gut::A,ajunngilaq,god
653,schlecht::A,sualuppoq,dårlig
654,richtig::A,iluarpoq,rigtig
655,schlimm::A,amiilaarnarpoq,slem
656,wahr::A,ilumoorpoq,sand
657,alt::A,pisoqaq,gammel
658,neu::A,nutaavoq,ny
659,alt[Lebewesen]::A,utoqqaq,gammel
660,jung::A,inuusuppoq,ung
661,jung::A,kingulliarsuk,ung
662,arm::A,piillasoq,fattig
663,arm::A,piitsuuvoq,fattig
664,reich::A,pisuuvoq,rig
665,berühmt::A,tusaamasaq,berømt
666,fremd::A,ajasoornarpoq,fremmed
667,verschieden::A,allatut,forskellig
668,verschieden::A,tamalaat,forskellig
669,nah::A,qanippoq,nær
670,fern::A,ungasippoq,fjern
671,linker::A,saamerleq,venstre
672,rechter::A,innarluissut,højre
673,erster::A,siulleq,første
674,zweiter::A,qataatsup tullia,anden
675,dritter::A,pingajorarterut,tredje
676,letzter::A,kingulleq,sidste
677,allein::ADV,kisimiippoq,alene
678,auf einmal::ADV,tassanngaannaq,på én gang
679,zusammen::ADV,attaasa,sammen
680,zusammen::ADV,attarmik,sammen
681,lange::ADV,akuni,længe
682,plötzlich::ADV,tassanngaannaq,pludselig
683,sofort::ADV,erniinnaq,straks
684,später::ADV,kingorna,senere
685,jetzt::ADV,maanna,nu
686,jetzt::ADV,massakkut,nu
687,heute::ADV,ullumi,i dag
688,morgen::ADV,aqagu,i morgen
689,bald::ADV,erniinnaq,snart
690,dann::ADV,taava,så
691,gestern::ADV,ippassaq,i går
692,einst::ADV,ataatsimik,engang
693,einst::ADV,ilaanni,engang
694,damals::ADV,taamani,dengang
695,damals::ADV,taamanikkut,dengang
696,damals::ADV,taassumuunakkut,dengang
697,danach::ADV,taava,derefter
698,vorher::ADV,siornagut,før
699,vorher::ADV,siornagut,forud
700,einmal::ADV,ilaanni,en gang
701,einmal::ADV,ataatsimik,en gang
702,manchmal::ADV,qaqutigu,sommetider
703,manchmal::ADV,qaqutigut,sommetider
704,oft::ADV,akulikitsumik,ofte
705,immer::ADV,tamatigut,altid
706,hier::ADV,maani,her
707,hierhin::ADV,maani,hid
708,hierhin::ADV,maani,herhen
709,dorthin::ADV,ikuuna,derhen
710,geradeaus::ADV,narlumut,lige ud
711,vorwärts::ADV,pilangavoc,fremad
712,rückwärts::ADV,kingumut,baglæns
713,rückwärts::ADV,tunumut or tunummut,baglæns
714,zurück::ADV,kingumut,tilbage
715,zurück::ADV,tunumut or tunummut,tilbage
716,unten::ADV,kana,nede
717,unten::ADV,kana,forneden
718,hinab::ADV,qiviu,ned
719,hinab::ADV,qiviu,nedad
720,überall::ADV,tamaginni,overalt
721,überall::ADV,tamani tamaani,overalt
722,kaum::ADV,qaqutigorsuaq,knap
723,kaum::ADV,qaqutigorsuaq,næppe
724,sehr::ADV,assut,meget
725,noch::ADV,qeratavoq,endnu
726,schon::ADV,taava-una,alt
727,schon::ADV,taava-una,allerede
728,wieder::ADV,kingumut,igen
729,vergebens::ADV,angiluk,forgæves
730,dies::PRN,manna,dette
731,dies::PRN,matuma,dette
732,das::PRN,ua,det
733,ich::PRN,uanga,jeg
734,du::PRN,illit,du
735,er::PRN,una,han
736,wir::PRN,uagut,vi
737,ihr::PRN,ilissi,I
738,sie::PRN,uku,de
739,was::FPRN,aat?,hvad
740,wer::FPRN,kikkut,hvem
741,wo::FADV,sumi,hvor
742,wohin::FADV,sumut,hvorhen
743,wie::FADV,qanoq,hvordan
744,warum::FADV,sooq,hvorfor
745,wieviel::FNUM,qassit,hvor meget
746,wieviel::FNUM,qanoq atsigisumik?,hvor meget
747,eins::NUM,ataaseq,én
748,zwei::NUM,marluk,to
749,drei::NUM,pingasut,tre
750,vier::NUM,sisamat,fire
751,vier::NUM,qajuusat,fire
752,fünf::NUM,tallimat,fem
753,sechs::NUM,arfineq,seks
754,sechs::NUM,arfinillit,seks
755,sieben::NUM,arfineq-marluk,syv
756,acht::NUM,arfineq pingasut,otte
757,neun::NUM,qulingiluat,ni
758,neun::NUM,arfineq sisamat,ni
759,zehn::NUM,qulit,ti
