,Concept_ID,lez,no
72,Boden::N,накьв,bakke
73,Erde::N,ччил,jord
74,Staub::N,руг,støv
75,Rauch::N,гум,røyk
76,Funke::N,цӏелхем,gnist
77,Feuer::N,цӏай,ild
78,Licht::N,экв,lys
79,Schatten::N,серин,skygge
80,Wetter::N,гьава,vær
81,Nebel::N,ччилин циф,tåke
82,Wolke::N,циф,sky
83,Regen::N,марф,regn
84,Schnee::N,жив,snø
85,Eis::N,мурк,is
86,Frost::N,аяз,frost
87,Kälte::N,мекь,kulde
88,Kälte::N,мекьивал,kulde
89,Hitze::N,зегьем,hete
90,Raureif::N,къирав,rimfrost
91,Regenbogen::N,яргъируш,regnbue
92,Donner::N,цавун ван,torden
93,Tropfen::N,стӏал,dråpe
94,Schaum::N,каф,skum
95,Schmutz::N,чирк,søl
96,Schmutz::N,чирк,skitt
97,Schmutz::N,кьуруш,søl
98,Schmutz::N,кьуруш,skitt
99,See::N,вир,sjø
100,Sumpf::N,уьлен,sump
101,Sumpf::N,уьлен,myrlende
102,Wiese::N,векь,eng
103,Wald::N,там,skog
104,Hügel::N,кӏунтӏ,haug
105,Hügel::N,кӏунтӏ,bakke
106,Anhöhe::N,тепе,haug
107,Anhöhe::N,тепе,bakke
108,Anhöhe::N,гьуьндуьрвал,haug
109,Anhöhe::N,гьуьндуьрвал,bakke
110,Berg::N,дагъ,berg
111,Berg::N,дагъ,fjell
112,Gipfel::N,кӏукӏ,topp
113,Höhle::N,кьветӏ,hule
114,Abhang::N,гуьне,li
115,Abhang::N,гуьне,skråning
116,Quelle::N,чешме,kilde
117,Bach::N,булах,bekk
118,Fluss::N,вацӏ,elv
119,Ufer::N,къерех,bredd
120,Küste::N,къерех,kyst
121,Festland::N,кьурамат,fastland
122,Meer::N,гьуьл,hav
123,Bucht::N,бухта,bukt
124,Insel::N,остров,øy
125,Blume::N,цуьк,blomst
126,Gras::N,хъач,gress
127,Wurzel::N,дувул,rot
128,Baum::N,ттар,tre
129,Stamm::N,тан,stamme
130,Rinde::N,чкал,bark
131,Ast::N,тӏур,gren
132,Zweig::N,хел,kvist
133,Blatt::N,пеш,blad
134,Birke::N,верх,bjørk
135,Kiefer[Baum]::N,шамагъаж,furu
136,Weide[Baum]::N,цӏвелин ттар,selje
137,Weide[Baum]::N,цӏвелин ттар,piletre
138,Tanne::N,ель,gran
139,Horn::N,карч,horn
140,Feder::N,цӏакул,fjær
141,Fell::N,хам,skinn
142,Flügel::N,лув,vinge
143,Klaue::N,къармах,klauv
144,Kralle::N,пац,klo
145,Kralle::N,тапас,klo
146,Schwanz::N,ттум,hale
147,Ei::N,кака,egg
148,Nest::N,муг,rede
149,Bau::N,тӏеквен,hi
150,Tier::N,гьайван,dyr
151,Herde::N,суьруь,flokk
152,Kuh::N,ккал,ku
153,Bulle::N,яц,tyr
154,Bulle::N,бугъа,tyr
155,Pferd::N,балкӏан,hest
156,Schaf::N,хеб,får
157,Schwein::N,вак,gris
158,Hund::N,кицӏ,hund
159,Katze::N,кац,katt
160,Bär::N,сев,bjørn
161,Eichhörnchen::N,белка,ekorn
162,Elch::N,лось,elg
163,Fuchs::N,сикӏ,rev
164,Hase::N,къуьр,hare
165,Maus::N,кьиф,mus
166,Wolf::N,жанавур,ulv
167,Wolf::N,жанавур,varg
168,Vogel::N,луван ничхир,fugl
169,Schwarm::N,луж,sverm
170,Huhn::N,верч,høne
171,Hahn::N,кӏек,hane
172,Gans::N,къаз,gås
173,Adler::N,лекь,ørn
174,Ente::N,пӏатӏ,and
175,Eule::N,тӏиб,ugle
176,Kranich::N,дурна,trane
177,Krähe::N,къаргъа,kråke
178,Kuckuck::N,кукупӏ,gjøk
179,Schwan::N,къугь,svane
180,Fisch::N,гъед,fisk
181,Barsch::N,окунь,abbor
182,Hecht::N,щука,gjedde
183,Schlange[Tier]::N,илан,orm
184,Schlange[Tier]::N,илан,slange
185,Schlange[Tier]::N,гъуьлягъ,orm
186,Schlange[Tier]::N,гъуьлягъ,slange
187,Wurm::N,квак,orm
188,Wurm::N,квак,mark
189,Spinne::N,хуьшрекан,edderkopp
190,Ameise::N,цегв,maur
191,Laus::N,нет,lus
192,Mücke::N,ветӏ,mygg
193,Fliege::N,тӏветӏ,flue
194,Schmetterling::N,чепелукь,sommerfugl
195,Beere::N,куьлуь емиш,bær
196,Apfel::N,ич,eple
197,Pilz::N,къарникъуз,sopp
198,Zwiebel::N,чичӏек,løk
199,Saat::N,тумар,sæd
200,Korn::N,твар,korn
201,Heu::N,векь,høy
202,Heu::N,векьер,høy
203,Schale::N,пириш,skall
204,Schale::N,хъуьруьш,skall
205,Grube::N,фур,grop
206,Falle::N,ракьар,felle
207,Schlinge::N,гьалкъа,snare
208,Spur::N,гел,spor
209,Asche::N,руьхъ,aske
210,Dreck::N,чирк,møkk
211,Dreck::N,чирк,skitt
212,Dreck::N,кьуруш,møkk
213,Dreck::N,кьуруш,skitt
214,Eisen::N,ракь,jern
215,Gold::N,алтун,gull
216,Silber::N,гимиш,sølv
217,Kohle::N,цӏивин,kol
218,Kohle::N,цӏивин,kull
219,Glas::N,шуьше,glass
220,Lehm::N,ччеб,leire
221,Sand::N,къум,sand
222,Mensch::N,инсан,menneske
223,Mann::N,итим,mann
224,Frau::N,паб,kvinne
225,Frau::N,дишегьли,kvinne
226,Kind::N,аял,barn
227,Junge::N,гада,gutt
228,Mädchen::N,руш,pike
229,Mädchen::N,руш,jente
230,Familie::N,хзан,familie
231,Familie::N,килфет,familie
232,Großvater::N,чӏехи буба,bestefar
233,Großmutter::N,чӏехи диде,bestemor
234,Eltern::N,диде-буба,foreldre
235,Vater::N,буба,far
236,Mutter::N,диде,mor
237,Sohn::N,хва,sønn
238,Tochter::N,руш,datter
239,Bruder::N,стха,bror
240,Schwester::N,вах,søster
241,Onkel::N,ими,onkel
242,Onkel::N,халу,onkel
243,Tante::N,эме,tante
244,Tante::N,хала,tante
245,Ehemann::N,гъуьл,ektemann
246,Ehefrau::N,паб,hustru
247,Freude::N,шадвал,glede
248,Gelächter::N,хъвер,latter
249,Glück::N,бахт,lykke
250,Kummer::N,дерт,sorg
251,Kummer::N,хажалат,sorg
252,Wunsch::N,мурад,ønske
253,Lust::N,гьевес,lyst
254,Geist::N,руьгь,ånd
255,Gedanke::N,фикир,tanke
256,Verstand::N,акьул,forstand
257,Sinn::N,мана,mening
258,Sinn::N,мана,betydning
259,Grund::N,себеб,grunn
260,Wahrheit::N,керчек,sannhet
261,Wahrheit::N,гьакъикъат,sannhet
262,Gespräch::N,ихтилат,samtale
263,Märchen::N,мах,eventyr
264,Erzählung::N,кьиса,fortelling
265,Nachricht::N,хабар,melding
266,Neuigkeit::N,цӏийи хабар,nyhet
267,Name::N,тӏвар,navn
268,Rätsel::N,мискӏал,gåte
269,Rede::N,рахун,tale
270,Sprache::N,чӏал,språk
271,Stimme::N,ван,stemme
272,Wort::N,гаф,ord
273,Zeichen::N,ишара,tegn
274,Ruf::N,эвер,rop
275,Lärm::N,ван-сес,bråk
276,Laut::N,ван,lyd
277,Laut::N,сес,lyd
278,Ton::N,ван-сес,tone
279,Lied::N,мани,vise
280,Ruhe::N,ласвал,ro
281,Ruhe::N,фаракъат,ro
282,Ruhe::N,асайиш,ro
283,Leute::N,инсанар,folk
284,Volk::N,халкь,folk
285,Arbeit::N,кӏвалах,arbeid
286,Gast::N,мугьман,gjest
287,Geschenk::N,савкьат,gave
288,Spiel::N,къугъун,lek
289,Spiel::N,къугъун,spill
290,Gesellschaft::N,жемят,selskap
291,Gesellschaft::N,общество,selskap
292,Hilfe::N,куьмек,hjelp
293,Freund::N,дуст,venn
294,Kamerad::N,яр-дуст,kamerat
295,Angelegenheit::N,кар,sak
296,Angelegenheit::N,кар,anliggende
297,Anzahl::N,сан,antall
298,Anzahl::N,кьадар,antall
299,Art::N,жуьре,art
300,Art::N,жуьре,slag
301,Stück::N,кӏус,stykke
302,Teil::N,пай,del
303,Hälfte::N,зур,halvdel
304,Hälfte::N,зур пай,halvdel
305,Kreis::N,круг,ring
306,Kreis::N,круг,sirkel
307,Kreis::N,чкаяр,ring
308,Kreis::N,чкаяр,sirkel
309,Kreis::N,элкъвей цӏар,ring
310,Kreis::N,элкъвей цӏар,sirkel
311,Kreuz::N,хаш,kors
312,Kreuz::N,хаш,kryss
313,Linie::N,цӏар,linje
314,Strich::N,цӏар,strek
315,Abstand::N,ара,avstand
316,Entfernung::N,мензил,avstand
317,Gegend::N,чка,strøk
318,Platz::N,ара,plass
319,Ort::N,чка,sted
320,Seite::N,пад,side
321,Mitte::N,юкь,midte
322,Gegenstand::N,затӏ,gjenstand
323,Sache::N,шей,sak
324,Sache::N,затӏ,sak
325,Rand::N,къерех,rand
326,Kante::N,син,kant
327,Ecke::N,пӏипӏ,hjørne
328,Spitze::N,кӏвенкӏв,spiss
329,Ende::N,кьил,ende
330,Loch::N,тӏеквен,hull
331,Winkel::N,пӏипӏ,vinkel
332,Muster::N,гишир,mønster
333,Größe::N,кьадар,størrelse
334,Länge::N,яргъивал,lengde
335,Höhe::N,кьакьанвал,høyde
336,Gewicht::N,заланвал,vekt
337,Menge::N,кьадар,mengde
338,Haufen::N,хара,haug
339,Haufen::N,хара,bunke
340,Reihe::N,жерге,rekke
341,Boot::N,луьткве,båt
342,Ruder::N,кьусу,åre
343,Schlitten::N,гъелерар,slede
344,Schlitten::N,гъелерар,kjelke
345,Lagerfeuer::N,цӏай,leirbål
346,Last::N,заланвал,bør
347,Last::N,заланвал,last
348,Gang::N,ериш,gang
349,Schritt::N,къадам,steg
350,Schritt::N,къадам,skritt
351,Norden::N,кефер,nord
352,Norden::N,кефер пад,nord
353,Süden::N,кьибле,sør
354,Westen::N,рагъакӏидай пад,vest
355,Osten::N,рагъэкъечӏдай пад,øst
356,Holz::N,кӏарас,tre
357,Brett::N,кьул,fjøl
358,Brett::N,кьул,brett
359,Brett::N,тахта,fjøl
360,Brett::N,тахта,brett
361,Stütze::N,даях,støtte
362,Stange::N,юрк,stang
363,Stock::N,лаш,pinne
364,Stab::N,юрк,stav
365,Stab::N,юрк,kjepp
366,Rohr::N,турба,rør
367,Haus::N,ужагъ,hus
368,Heim::N,кӏвал,hjem
369,Ofen::N,пич,ovn
370,Fußboden::N,кӏвалин ччил,gulv
371,Tisch::N,стол,bord
372,Stuhl::N,стул,stol
373,Wiege::N,кьеб,vogge
374,Bett::N,тахт,seng
375,Regal::N,кьацӏ,reol
376,Regal::N,кьацӏ,hylle
377,Kiste::N,ящик,kasse
378,Fenster::N,дакӏар,vindu
379,Tür::N,рак,dør
380,Tor::N,варар,port
381,Zaun::N,пару,gjerde
382,Dach::N,къав,tak
383,Leiter::N,гурар,stige
384,Besen::N,таран кул,kost
385,Spaten::N,ппер,spade
386,Schaufel::N,хекендаз,skuffe
387,Gabel::N,шиш,gaffel
388,Löffel::N,тӏур,skje
389,Messer::N,чукӏул,kniv
390,Nagel::N,мих,spiker
391,Netz::N,чил,nett
392,Haken::N,къармах,krok
393,Griff::N,ттум,tak
394,Griff::N,ттум,håndtak
395,Schloss::N,куьлег,lås
396,Bild::N,шикил,bilde
397,Bild::N,суьрет,bilde
398,Figur::N,фигура,figur
399,Puppe::N,нини,dukke
400,Beutel::N,тагъар,pose
401,Bündel::N,галгам,bylt
402,Tasche::N,чанта,veske
403,Eimer::N,ведре,bøtte
404,Deckel::N,кьил,lokk
405,Deckel::N,къалпагъ,lokk
406,Geschirr::N,къаб-къажах,kjøkkentøy
407,Sack::N,чувал,sekk
408,Tasse::N,сукӏра,kopp
409,Topf::N,къажгъан,gryte
410,Kessel::N,къажгъан,kjele
411,Essen::N,тӏуьн,mål
412,Nahrung::N,тӏуьн,mat
413,Nahrung::N,тӏуьн,næring
414,Speise::N,хуьрек,matrett
415,Fleisch::N,як,kjøtt
416,Getreide::N,техил,korn
417,Brei::N,хапӏа,grøt
418,Brei::N,хешил,grøt
419,Brot::N,фу,brød
420,Scheibe::N,чӏук,skive
421,Fett::N,ягълу,fett
422,Butter::N,гъери,smør
423,Öl::N,ягълу,olje
424,Salz::N,кьел,salt
425,Suppe::N,суп,suppe
426,Suppe::N,шурпа,suppe
427,Honig::N,вирт,honning
428,Milch::N,нек,melk
429,Tee::N,чай,te
430,Leder::N,тумаж,lær
431,Leder::N,тумаж,skinn
432,Wolle::N,йис,ull
433,Stoff::N,парча,tøy
434,Stoff::N,парча,stoff
435,Nadel::N,раб,nål
436,Faden::N,гъал,tråd
437,Knopf::N,дуьгме,knapp
438,Knoten::N,тӏвал,knute
439,Farbe::N,ранг,farge
440,Kleidung::N,партал,påkledning
441,Hemd::N,перем,skjorte
442,Kragen::N,хев,krage
443,Ärmel::N,хел,erme
444,Hose::N,шалвар,bukse
445,Gürtel::N,чӏул,belte
446,Mütze::N,бармак,lue
447,Mütze::N,бапӏах,lue
448,Schuh::N,ботинка,sko
449,Stiefel::N,чекме,støvel
450,Ring::N,тупӏал,ring
451,Band::N,тасма,band
452,Kamm::N,регъ,kam
453,Spiegel::N,гуьзгуь,speil
454,Riemen::N,къайиш,rem
455,Schnur::N,еб,snor
456,Decke::N,яргъан,teppe
457,Kissen::N,хъуьцуьган,pute
458,Tuch::N,шал,tøy
459,Handtuch::N,дасмал,håndkle
460,Kraft::N,гуж,kraft
461,Stärke::N,къуват,styrke
462,Gesundheit::N,сагъвал,helse
463,Gesundheit::N,сагъвал,sunnhet
464,Krankheit::N,тӏал,syke
465,Krankheit::N,тӏал,sykdom
466,Schmerz::N,тӏал,smerte
467,Schmerz::N,тӏарвал,smerte
468,Wunde::N,хер,sår
469,Fieber::N,ифин,feber
470,Arznei::N,дарман,medisin
471,Arznei::N,дарман,legemiddel
472,Brücke::N,муьгъ,bro
473,Brunnen::N,къуй,brønn
474,Weide::N,уьруьш,beite
475,Pfad::N,рехъ,sti
476,Weg::N,рехъ,vei
477,Straße::N,рехъ,gate
478,Dorf::N,хуьр,landsby
479,Stadt::N,шегьер,by
480,Brief::N,кагъаз,brev
481,Buch::N,улуб,bok
482,Buchstabe::N,гьарф,bokstav
483,Zeitung::N,газета,avis
484,Leben::N,уьмуьр,liv
485,Tod::N,кьиникь,død
486,Grab::N,сур,grav
487,Kirche::N,килиса,kirke
488,Sünde::N,гунагь,synd
489,Gott::N,аллагь,gud
490,Arbeiter::N,фяле,arbeider
491,Chef::N,гьаким,sjef
492,Meister::N,устӏар,mester
493,Arzt::N,доктор,lege
494,Lehrer::N,муаллим,lærer
495,Geld::N,пул,penger
496,Laden::N,магазин,butikk
497,Preis::N,къимет,pris
498,Ware::N,мал,vare
499,Ware::N,товар,vare
500,Nutzen::N,хийир,nytte
501,Nutzen::N,менфят,nytte
502,Reichtum::N,девлет,rikdom
503,Welt::N,дуьнья,verden
504,Land::N,уьлкве,land
505,Staat::N,пачагьлугъ,stat
506,Staat::N,государство,stat
507,König::N,пачагь,konge
508,Macht::N,власть,makt
509,Grenze::N,сергьят,grense
510,Krieg::N,дяве,krig
511,Feind::N,душман,fiende
512,Gewalt::N,гуж,vold
513,Kampf::N,женг,kamp
514,Bogen[Waffe]::N,чӏемерук,bue
515,Pfeil::N,хьел,pil
516,Gewehr::N,тфенг,gevær
517,Fehler::N,гъалатӏ,feil
518,Lüge::N,ттаб,løgn
519,Schaden::N,зиян,skade
520,Schaden::N,зарар,skade
521,Unglück::N,бала,uhell
522,Unglück::N,бедбахтвал,uhell
523,Schuld::N,тахсир,skyld
524,Alter::N,яш,alder
525,Schluss::N,эхир,slutt
526,Zeit::N,вяде,tid
527,Tag::N,югъ,dag
528,Morgen::N,пакама,morgen
529,Mittag::N,нисин,middag
530,Abend::N,няни,aften
531,Nacht::N,йиф,natt
532,Woche::N,гьафте,uke
533,Monat::N,варз,måned
534,Jahr::N,йис,år
535,Frühling::N,гатфар,vår
536,Sommer::N,гад,sommer
537,Herbst::N,зул,høst
538,Winter::N,кьуьд,vinter
539,Januar::N,январь,januar
540,Februar::N,февраль,februar
541,März::N,март,mars
542,April::N,апрель,april
543,Mai::N,май,mai
544,Juni::N,июнь,juni
545,Juli::N,июль,juli
546,August::N,август,august
547,September::N,сентябрь,september
548,Oktober::N,октябрь,oktober
549,November::N,ноябрь,november
550,Dezember::N,декабрь,desember
551,Montag::N,ислен,mandag
552,Dienstag::N,саласа,tirsdag
553,Mittwoch::N,арбе,onsdag
554,Donnerstag::N,хемис югъ,torsdag
555,Freitag::N,жуьмя,fredag
556,Freitag::N,жуьмя югъ,fredag
557,Samstag::N,киш,lørdag
558,Sonntag::N,гьяд,søndag
559,groß::A,еке,stor
560,groß::A,чӏехи,stor
561,klein::A,гъвечӏи,liten
562,lang::A,яргъи,lang
563,kurz::A,куьруь,kort
564,breit::A,гьяркьуь,bred
565,schmal::A,гуьтӏуь,smal
566,dicht::A,къалин,tett
567,dünn::A,кьелечӏ,tynn
568,fein::A,шуькӏуь,fin
569,fest::A,кӏеви,fast
570,flach::A,кьулу,flat
571,glatt::A,цӏалцӏам,glatt
572,hart::A,кӏеви,hard
573,weich::A,хъуьтуьл,myk
574,weich::A,хъуьтуьл,bløt
575,rund::A,элкъвей,rund
576,spitz::A,хци,spiss
577,scharf::A,хци,kvass
578,stumpf::A,къуьруь,stubb
579,schwer::A,залан,tung
580,schön::A,иер,pen
581,schön::A,иер,vakker
582,heiß::A,кудай,het
583,warm::A,чими,varm
584,kalt::A,мекьи,kald
585,kühl::A,къайи,kjølig
586,frisch::A,таза,fersk
587,frisch::A,михьи,fersk
588,feucht::A,ламу,fuktig
589,nass::A,кьежей,våt
590,trocken::A,кьуру,tørr
591,voll::A,ацӏай,full
592,leer::A,буш,tom
593,leer::A,ичӏи,tom
594,offen::A,ахъа,åpen
595,geschlossen::A,кӏеви,lukket
596,sauber::A,михьи,ren
597,schmutzig::A,чиркин,skitten
598,schmutzig::A,кьацӏай,skitten
599,roh::A,чиг,rå
600,roh::A,ицӏи,rå
601,reif::A,дигмиш хьайи,moden
602,lecker::A,дадлу,lekker
603,süß::A,ширин,søt
604,bitter::A,туькьуьл,besk
605,bitter::A,туькьуьл,bitter
606,sauer::A,цуру,sur
607,hell::A,экуь,lys
608,dunkel::A,мичӏи,mørk
609,schwarz::A,чӏулав,svart
610,weiß::A,лацу,hvit
611,rot::A,яру,rød
612,gelb::A,хъипи,gul
613,blau::A,вили,blå
614,grün::A,къацу,grønn
615,grau::A,рехи,grå
616,bunt::A,цӏару,broket
617,bunt::A,яру-цӏару,broket
618,billig::A,ужуз,billig
619,teuer::A,багьа,dyr
620,wertvoll::A,масан,verdifull
621,blind::A,буьркьуь,blind
622,taub::A,биши,døv
623,kräftig::A,гужлу,kraftig
624,stark::A,къуватлу,sterk
625,schwach::A,такьатсуз,svak
626,fett::A,куьк,fet
627,schlank::A,шумал,slank
628,hübsch::A,гуьрчег,pen
629,böse::A,пис,slem
630,dumm::A,ахмакь,dum
631,faul::A,тенпел,lat
632,faul::A,тенпел,doven
633,fleißig::A,сяй ийидай,flittig
634,fleißig::A,сяйи ийидай,flittig
635,geizig::A,мискьи,gjerrig
636,klug::A,акьуллу,klok
637,geschickt::A,магьир,hendig
638,geschickt::A,магьир,skikket
639,lieb::A,играми,kjær
640,lieb::A,играми,snill
641,lustig::A,шад,morsom
642,sanft::A,назик,blid
643,sanft::A,милайим,blid
644,hungrig::A,гишин,sulten
645,krank::A,кефсуз,syk
646,nackt::A,кьецӏил,naken
647,traurig::A,пашман,sørgmodig
648,lebendig::A,ччан алай,levende
649,gut::A,хъсан,god
650,gut::A,вижевай,god
651,schlecht::A,пис,dårlig
652,richtig::A,дуьз,riktig
653,schlimm::A,нифретлу,slem
654,wahr::A,гьакъикъи,sann
655,alt::A,эски,gammel
656,alt::A,куьгьне,gammel
657,neu::A,цӏийи,ny
658,ehemalig::A,виликан,forhenværende
659,alt[Lebewesen]::A,кьуьзуь,gammel
660,jung::A,жегьил,ung
661,arm::A,кесиб,fattig
662,reich::A,девлетлу,rik
663,bekannt::A,чидай,kjent
664,berühmt::A,машгьур,berømt
665,fremd::A,ччара,fremmed
666,verschieden::A,жуьреба-жуьре,forskjellig
667,nah::A,мукьвал,nær
668,fern::A,яргъал,fjern
669,linker::A,чапла,venstre
670,rechter::A,эрчӏи,høyre
671,anderer::A,маса,annen
672,anderer::A,муькуь,annen
673,erster::A,сад лагьай,første
674,zweiter::A,кьвед лагьай,annen
675,dritter::A,пуд лагьай,tredje
676,letzter::A,эхиримжи,sist
677,allein::ADV,кьилди,alene
678,zusammen::ADV,санал,sammen
679,lange::ADV,яргъалди,lenge
680,plötzlich::ADV,садлагьана,plutselig
681,sofort::ADV,гьасятда,straks
682,später::ADV,гуьгъуьнлай,senere
683,jetzt::ADV,гила,nå
684,heute::ADV,къе,i dag
685,morgen::ADV,пака,i morgen
686,bald::ADV,мукьва,snart
687,bald::ADV,мукьвара,snart
688,dann::ADV,ахпа,så
689,gestern::ADV,накь,i går
690,einst::ADV,садра,engang
691,damals::ADV,а чӏавуз,den gang
692,danach::ADV,ахпа,deretter
693,vorher::ADV,вилик,før
694,vorher::ADV,вилик,i forveien
695,zuerst::ADV,сифте,først
696,einmal::ADV,садра,en gang
697,manchmal::ADV,гагь-гагь,somme tider
698,oft::ADV,гзаф вахтара,ofte
699,immer::ADV,гьамиша,alltid
700,niemals::ADV,са чӏавузни,aldri
701,niemals::ADV,са вахтундани,aldri
702,hier::ADV,ина,her
703,hierhin::ADV,иниз,hit
704,von hier::ADV,инай,herfra
705,dort::ADV,ана,der
706,dorthin::ADV,аниз,dit
707,geradeaus::ADV,дуьз,rett fram
708,vorwärts::ADV,вилик,fram
709,vorwärts::ADV,вилик,framover
710,vorwärts::ADV,виликди,fram
711,vorwärts::ADV,виликди,framover
712,rückwärts::ADV,кьулухъ,baklengs
713,unten::ADV,агъада,nede
714,hinab::ADV,агъуз,ned
715,hinab::ADV,агъуз,nedover
716,oben::ADV,винел,oppe
717,oben::ADV,винел,ovenpå
718,hinauf::ADV,виниз,opp
719,hinauf::ADV,виниз,oppover
720,überall::ADV,вирина,overalt
721,nicht::ADV,ваъ,ikke
722,ein wenig::ADV,са тӏимил,litt
723,kaum::ADV,жизви,neppe
724,sehr::ADV,лап,svært
725,so::ADV,икӏ,så
726,noch::ADV,гьеле,enda
727,nur::ADV,анжах,bare
728,schon::ADV,хъувуна,alt
729,schon::ADV,хъувуна,allerede
730,schon::ADV,мадни дардиз,alt
731,schon::ADV,мадни дардиз,allerede
732,schon::ADV,мадни гуьтӏуьз,alt
733,schon::ADV,мадни гуьтӏуьз,allerede
734,schon::ADV,мадни гуьтӏуь я,alt
735,schon::ADV,мадни гуьтӏуь я,allerede
736,vergebens::ADV,нагьакь,forgjeves
737,vergebens::ADV,нагьакьа,forgjeves
738,vor::PRP,вилик,foran
739,vor::PRP,вилик,utenfor
740,hinter::PRP,кьулухъ,bak
741,hinter::PRP,кьулухъ,bakom
742,unter::PRP,кӏаник,under
743,durch::PRP,арадай,gjennom
744,durch::PRP,арадай,igjennom
745,durch::PRP,-кай хкатна,gjennom
746,durch::PRP,-кай хкатна,igjennom
747,neben::PRP,патав,ved siden av
748,neben::PRP,мукьув,ved siden av
749,zwischen::PRP,ара,mellom
750,zwischen::PRP,арада,mellom
751,wegen::PRP,гъиляй,på grunn av
752,dies::PRN,и,dette
753,dies::PRN,им,dette
754,das::PRN,а,det
755,das::PRN,ам,det
756,alles::PRN,вири,alt
757,alles::PRN,михьиз,alt
758,ich::PRN,за,jeg
759,ich::PRN,зун,jeg
760,du::PRN,вун,du
761,er::PRN,ам,han
762,er::PRN,гьа,han
763,wir::PRN,чун,vi
764,ihr::PRN,куьн,dere
765,sie::PRN,абур,de
766,was::FPRN,вуч,hva
767,wer::FPRN,вуж,hvem
768,wo::FADV,гьина,hvor
769,wohin::FADV,гьиниз,hvor ... hen
770,wie::FADV,гьикӏ,hvordan
771,warum::FADV,вучиз,hvorfor
772,wieviel::FNUM,шумуд,hvor mye
773,eins::NUM,са,en
774,eins::NUM,са,ett
775,zwei::NUM,кьвед,to
776,drei::NUM,пуд,tre
777,vier::NUM,кьуд,fire
778,fünf::NUM,вад,fem
779,sechs::NUM,ругуд,seks
780,sieben::NUM,ирид,sju
781,acht::NUM,муьжуьд,åtte
782,neun::NUM,кӏуьд,ni
783,zehn::NUM,цӏуд,ti
784,elf::NUM,цӏусад,elleve
785,zwölf::NUM,цӏикьвед,tolv
786,zwanzig::NUM,къад,tjue
787,dreißig::NUM,къанницӏуд,tretti
788,vierzig::NUM,яхцӏур,førti
789,fünfzig::NUM,яхцӏурни цӏуд,femti
790,sechzig::NUM,пудкъад,seksti
791,siebzig::NUM,пудкъанни цӏуд,sytti
792,achtzig::NUM,кьудкъад,åtti
793,neunzig::NUM,кьудкъанни цӏуд,nitti
794,hundert::NUM,виш,hundre
795,tausend::NUM,агъзур,tusen
796,und::CNJ,ва,og
797,oder::CNJ,я,eller
798,stehen::V,акъвазун,stå
799,sitzen::V,ацукьун,sitte
800,liegen::V,къаткун,ligge
801,hängen::V,куьрс хьун,henge
802,werden::V,хьун,bli
803,passieren::V,хьун,skje
804,passieren::V,хьун,hende
805,beginnen::V,башламиш хьун,begynne
806,enden::V,куьтягь хьун,ende
807,enden::V,куьтягь хьун,slutte
808,wechseln::V,дегиш хьун,veksle
809,aufgehen[Sonne]::V,экъечӏун,stå opp
