,Concept_ID,bg,ba
103,Regenbogen::N,дъга,йәйғор
104,Donner::N,гръм,күк күкрәү
105,Strömung::N,течение,ағым
106,Tropfen::N,капка,тамсы
107,Schaum::N,пяна,күбек
108,Schmutz::N,кал,батҡаҡ
109,Schmutz::N,мръсотия,батҡаҡ
110,See::N,езеро,күл
111,Sumpf::N,блато,һаҙлык
112,Moor::N,мочурище,һаҙ
113,Wiese::N,ливада,болон
114,Wald::N,гора,урман
115,Hügel::N,рид,түбә
116,Hügel::N,хълм,түбә
117,Anhöhe::N,могила,түбә
118,Anhöhe::N,могила,ҡалҡыулыҡ
119,Anhöhe::N,възвишение,түбә
120,Anhöhe::N,възвишение,ҡалҡыулыҡ
121,Berg::N,планина,тау
122,Gipfel::N,връх,түбә
123,Höhle::N,пещера,мәмерйә
124,Abhang::N,склон,ипкен
125,Abhang::N,стръмнина,ипкен
126,Quelle::N,извор,шишмә
127,Bach::N,поток,шишмә
128,Fluss::N,река,йылға
129,Ufer::N,бряг,яр
130,Küste::N,бряг,яр буйы
131,Küste::N,крайбрежие,яр буйы
132,Festland::N,суша,ҡоро ер
133,Meer::N,море,диңгез
134,Bucht::N,залив,бухта
135,Insel::N,остров,үтрау
136,Blume::N,цвете,сәскә
137,Gras::N,трева,үлән
138,Wurzel::N,корен,тамыр
139,Baum::N,дърво,ағас
140,Stamm::N,стъбло,олон
141,Stamm::N,стъбло,көбәк
142,Rinde::N,кора,ҡабыҡ
143,Ast::N,клон,ботаҡ
144,Zweig::N,клон,ботаҡ
145,Zweig::N,клон,тармаҡ
146,Blatt::N,лист,япраҡ
147,Birke::N,бреза,ҡайын
148,Kiefer[Baum]::N,бор,ҡарғай
149,Weide[Baum]::N,върба,тал
150,Tanne::N,ела,шыршы
151,Horn::N,рог,мөғөҙ
152,Feder::N,перо,ҡауырһын
153,Fell::N,кожа,тире
154,Flügel::N,крило,ҡанат
155,Klaue::N,нокът,тырнаҡ
156,Kralle::N,нокът,аяҡ
157,Schwanz::N,опашка,ҡойроҡ
158,Ei::N,яйце,йомортҡа
159,Nest::N,гнездо,оя
160,Bau::N,дупка,оң
161,Tier::N,животно,жайуан
162,Tier::N,животно,йыртҡыс
163,Herde::N,стадо,көтөү
164,Kuh::N,крава,һыйыр
165,Bulle::N,бик,үгеҙ
166,Pferd::N,кон,ат
167,Schaf::N,овца,һарыҡ
168,Schwein::N,свиня,сусҡа
169,Hund::N,куче,эт
170,Katze::N,котка,бесәй
171,Bär::N,мечка,айыу
172,Eichhörnchen::N,катерица,тейен
173,Elch::N,лос,мышы
174,Fuchs::N,лисица,төлкө
175,Hase::N,заек,ҡуян
176,Maus::N,мишка,сысҡан
177,Wolf::N,вълк,бүре
178,Vogel::N,птица,ҡош
179,Schwarm::N,рой,көтөү
180,Schwarm::N,рояк,көтөү
181,Huhn::N,кокошка,тауыҡ
182,Hahn::N,петел,әтәс
183,Gans::N,гъска,ҡаҙ
184,Adler::N,орел,бөркөт
185,Ente::N,патица,өйрәк
186,Eule::N,сова,өкө
187,Eule::N,сова,ябалаҡ
188,Kranich::N,жерав,торна
189,Krähe::N,врана,ҡарға
190,Kuckuck::N,кукувица,кәкүк
191,Schwan::N,лебед,аҡҡош
192,Fisch::N,риба,балыҡ
193,Barsch::N,костур,алабуға
194,Hecht::N,щука,суртан
195,Schlange[Tier]::N,змия,йылан
196,Wurm::N,червей,селяүсен
197,Spinne::N,паяк,үрмәксе
198,Ameise::N,мравка,ҡырмыҫҡа
199,Laus::N,въшка,бет
200,Mücke::N,комар,серәкәй
201,Fliege::N,муха,себен
202,Schmetterling::N,пеперуда,күбәләк
203,Beere::N,плод,еләк
204,Apfel::N,ябълка,алма
205,Pilz::N,гъба,бәшмәк
206,Zwiebel::N,лук,һуган
207,Zwiebel::N,кромид,һуган
208,Saat::N,семе,орлоҡ
209,Korn::N,зърно,иген
210,Heu::N,сено,бесән
211,Schale::N,кора,ҡабыҡ
212,Grube::N,яма,соҡор
213,Grube::N,дупка,соҡор
214,Falle::N,примка,тоҙак
215,Falle::N,примка,ҡапҡан
216,Schlinge::N,клуп,тоҙак
217,Spur::N,диря,әҫер
218,Spur::N,следа,әҫер
219,Asche::N,пепел,көл
220,Dreck::N,кал,батҡаҡ
221,Eisen::N,желязо,тимер
222,Gold::N,злато,алтын
223,Silber::N,сребро,көмөш
224,Kohle::N,въглища,күмер
225,Glas::N,стъкло,быяла
226,Lehm::N,глина,балсыҡ
227,Sand::N,пясък,ҡом
228,Mensch::N,човек,кеше
229,Mann::N,мъж,ир
230,Frau::N,жена,ҡатын
231,Kind::N,дете,бала
232,Junge::N,момче,малай
233,Mädchen::N,момиче,ҡыҙ
234,Mädchen::N,момиче,ҡыҙыҡай
235,Familie::N,фамилия,ғаилә
236,Familie::N,семейство,ғаилә
237,Großvater::N,дядо,олатай
238,Großmutter::N,баба,әбәй
239,Eltern::N,родители,ата-әсә
240,Vater::N,баща,атай
241,Mutter::N,майка,әсә
242,Sohn::N,син,ул
243,Tochter::N,дъщеря,ҡыҙ
244,Bruder::N,брат,агай
245,Schwester::N,сестра,алай
246,Schwester::N,сестра,һеңле
247,Onkel::N,чичо,ағай
248,Onkel::N,вуйчо,ағай
249,Tante::N,леля,апай
250,Ehemann::N,съпруг,ир
251,Ehefrau::N,съпруга,ҡатын
252,Freude::N,радост,шатлыҡ
253,Freude::N,радост,ҡыуаныс
254,Gelächter::N,смях,көлөү
255,Glück::N,щастие,бәхет
256,Kummer::N,тъга,ҡайғы
257,Wunsch::N,желание,теләк
258,Lust::N,желание,әүәҫлек
259,Geist::N,дух,аң
260,Geist::N,дух,рух
261,Gedanke::N,мисъл,уй
262,Gedanke::N,мисъл,фекер
263,Gedächtnis::N,памет,хәтер
264,Verstand::N,ум,аҡыл
265,Verstand::N,разум,аҡыл
266,Sinn::N,смисъл,мәғәня
267,Grund::N,причина,сәбәп
268,Wahrheit::N,правда,дөрөҫлөк
269,Gespräch::N,разговор,әңгәмә
270,Märchen::N,приказка,әкиәт
271,Erzählung::N,разказ,хикәйә
272,Nachricht::N,вест,хәбәр
273,Nachricht::N,известие,хәбәр
274,Neuigkeit::N,новина,яңылыҡ
275,Name::N,име,исем
276,Rätsel::N,гатанка,йомаҡ
277,Rede::N,реч,телмәр
278,Rede::N,слово,телмәр
279,Sprache::N,език,тел
280,Sprache::N,език,телмәр
281,Stimme::N,глас,тауыш
282,Wort::N,дума,һүҙ
283,Zeichen::N,знак,билдә
284,Ruf::N,зов,саҡырыу
285,Lärm::N,шум,шаулау
286,Lärm::N,глъчка,шаулау
287,Laut::N,звук,тауыш
288,Ton::N,тон,яңғырау
289,Lied::N,песен,йыр
290,Ruhe::N,тишина,ял
291,Ruhe::N,тишина,тыныслыҡ
292,Ruhe::N,спокойствие,ял
293,Ruhe::N,спокойствие,тыныслыҡ
294,Leute::N,хора,кешеләр
295,Volk::N,народ,халҡ
296,Arbeit::N,труд,эш
297,Arbeit::N,работа,эш
298,Gast::N,гост,ҡунаҡ
299,Geschenk::N,дар,бүләк
300,Geschenk::N,подарък,бүләк
301,Spiel::N,игра,уйын
302,Gesellschaft::N,общество,йәмғиәт
303,Hilfe::N,помощ,ярҙам
304,Freund::N,приятел,дуҫ
305,Kamerad::N,другар,иптәш
306,Angelegenheit::N,работа,әш
307,Anzahl::N,брой,һан
308,Anzahl::N,количество,һан
309,Art::N,вид,төр
310,Stück::N,къс,киҫәк
311,Stück::N,парче,киҫәк
312,Teil::N,дял,өлөш
313,Teil::N,част,өлөш
314,Hälfte::N,половина,ярты
315,Kreis::N,кръг,түңәрәк
316,Kreuz::N,кръст,тәре
317,Linie::N,черта,һыҙыҡ
318,Strich::N,щрих,һыҙат
319,Strich::N,черта,һыҙат
320,Abstand::N,дистанция,ара
321,Abstand::N,разстояние,ара
322,Entfernung::N,разстояние,алыҫлыҡ
323,Gegend::N,местност,урын
324,Platz::N,място,арауыҡ
325,Ort::N,място,ерҙәр
326,Ort::N,място,урындар
327,Ort::N,място,эш урыны
328,Seite::N,страна,яҡ
329,Mitte::N,среда,урталыҡ
330,Gegenstand::N,предмет,нәмә
331,Sache::N,вещ,нәмә
332,Sache::N,вещ,әйбер
333,Rand::N,ръб,сит
334,Kante::N,ръб,ҡабырға
335,Kante::N,ръб,ян
336,Kante::N,кант,ҡабырға
337,Kante::N,кант,ян
338,Ecke::N,ъгъл,мөйөш
339,Spitze::N,връх,ос
340,Spitze::N,острие,ос
341,Ende::N,край,аҙаҡ
342,Loch::N,дупка,тишек
343,Winkel::N,кът,мөйөш
344,Winkel::N,ъгъл,мөйөш
345,Muster::N,десен,биҙәк
346,Muster::N,образец,биҙәк
347,Größe::N,големина,ҙурлыҡ
348,Länge::N,дължина,оҙонлоҡ
349,Höhe::N,висота,бейеклек
350,Höhe::N,височина,бейеклек
351,Gewicht::N,тегло,үлсәү
352,Gewicht::N,тежест,үлсәү
353,Menge::N,количество,һан
354,Haufen::N,куп,өйөм
355,Haufen::N,грамада,өйөм
356,Reihe::N,ред,рәт
357,Reihe::N,редица,рәт
358,Boot::N,лодка,кәмә
359,Ruder::N,весло,ишкәк
360,Ruder::N,гребло,ишкәк
361,Schlitten::N,шейна,сана
362,Ski::N,ски,саңгы
363,Lagerfeuer::N,огнище,костер
364,Last::N,товар,ауырлыҡ
365,Gang::N,ход,барыу
366,Gang::N,вървеж,барыу
367,Schritt::N,стъпка,аҙым
368,Norden::N,север,төньяҡ
369,Süden::N,юг,көньяҡ
370,Westen::N,запад,көнбайыш
371,Osten::N,изток,көнсығыш
372,Holz::N,дърво,үағас
373,Brett::N,дъска,таҡта
374,Stange::N,прът,кәртә
375,Stange::N,върлина,кәртә
376,Stock::N,прът,таяҡ
377,Stock::N,тояга,таяҡ
378,Stab::N,прът,ҡолға
379,Rohr::N,цев,торба
380,Rohr::N,тръба,торба
381,Haus::N,къща,өй
382,Haus::N,къща,йорт
383,Heim::N,дом,өй
384,Ofen::N,печка,мейес
385,Fußboden::N,под,енес
386,Tisch::N,маса,өҫтәл
387,Stuhl::N,стол,ултырғыс
388,Wiege::N,люлка,бишек
389,Bett::N,легло,карауат
390,Bett::N,креват,карауат
391,Regal::N,рафт,кәштә
392,Regal::N,етажерка,кәштә
393,Kiste::N,кутия,йәшинк
394,Kiste::N,сандък,йәшинк
395,Fenster::N,прозорец,тәҙрә
396,Tür::N,врата,ишек
397,Tor::N,врата,ҡапҡа
398,Zaun::N,ограда,ҡойма
399,Dach::N,покрив,түбә
400,Dach::N,покрив,ҡыйыҡ
401,Leiter::N,стълба,баҫҡыс
402,Besen::N,метла,һепертке
403,Spaten::N,лопата,көрәк
404,Schaufel::N,лопата,көрәк
405,Gabel::N,вилица,сәнске
406,Löffel::N,лъжица,ҡалаҡ
407,Messer::N,нож,бысаҡ
408,Nagel::N,гвоздей,сөй
409,Netz::N,мрежа,ау
410,Haken::N,кука,ыргаҡ
411,Haken::N,закачалка,ыргаҡ
412,Griff::N,ръчка,тотҡа
413,Griff::N,дръжка,тотҡа
414,Schloss::N,брава,йоҙаҡ
415,Schloss::N,ключалка,йоҙаҡ
416,Bild::N,картина,картина
417,Figur::N,фигура,һын
418,Puppe::N,кукла,ҡурсаҡ
419,Beutel::N,кесия,тоҡ
420,Bündel::N,връзка,төргәк
421,Tasche::N,чанта,сумка
422,Eimer::N,кофа,биҙрә
423,Deckel::N,капак,ҡапҡас
424,Deckel::N,похлупак,ҡапҡас
425,Geschirr::N,съдове,һауыт-һаба
426,Sack::N,чувал,тоҡ
427,Tasse::N,чаша,сынаяҡ
428,Topf::N,гърне,кәстрүл
429,Topf::N,тенджера,кәстрүл
430,Kessel::N,котел,ҡаҙан
431,Essen::N,ядене,ашау
432,Nahrung::N,храна,аҙыҡ
433,Speise::N,ястие,аш
434,Fleisch::N,месо,ит
435,Getreide::N,зърнено храни,иген
436,Getreide::N,зърнено храни,ашлыҡ
437,Brei::N,каша,бутҡа
438,Brot::N,хляб,икмәк
439,Scheibe::N,резен,телем
440,Fett::N,мазнина,май
441,Butter::N,масло,май
442,Öl::N,олио,май буяуы
443,Öl::N,оливия,май буяуы
444,Salz::N,сол,тоҙ
445,Suppe::N,супа,һурпа
446,Honig::N,мед,бал
447,Milch::N,мляко,һөт
448,Tee::N,чай,сәй
449,Leder::N,кожа,күн
450,Wolle::N,вълна,йөн
451,Stoff::N,плат,туҡыма
452,Stoff::N,материал,туҡыма
453,Nadel::N,игла,энә
454,Faden::N,конец,еп
455,Knopf::N,копче,төймә
456,Knoten::N,възел,төйөн
457,Farbe::N,боя,буяу
458,Kleidung::N,дрехи,кейем
459,Kleidung::N,облекло,кейем
460,Hemd::N,риза,күлдәк
461,Kragen::N,яка,яға
462,Ärmel::N,ръкав,ең
463,Hose::N,панталони,салбар
464,Gürtel::N,пояс,ҡайыш
465,Gürtel::N,колан,ҡайыш
466,Mütze::N,каскет,бүрк
467,Mütze::N,фуражка,бүрк
468,Schuh::N,обувка,туфли
469,Stiefel::N,ботуш,итек
470,Ring::N,пръстен,йөҙөк
471,Ring::N,пръстен,балдаҡ
472,Band::N,лента,таҫма
473,Band::N,връзка,таҫма
474,Kamm::N,гребен,тараҡ
475,Spiegel::N,огледало,көзгө
476,Riemen::N,каиш,ҡайыш
477,Riemen::N,ремък,ҡайыш
478,Schnur::N,връв,бау
479,Leine::N,връв,бау
480,Leine::N,въже,бау
481,Decke::N,покривка,одеяд
482,Kissen::N,възглавница,мендәр
483,Tuch::N,сукно,яулыҡ
484,Handtuch::N,пешкир,таҫтамал
485,Handtuch::N,кърпа за лице,таҫтамал
486,Kraft::N,мощ,көс
487,Kraft::N,сила,көс
488,Stärke::N,сила,көс
489,Gesundheit::N,здраве,һаулыҡ
490,Krankheit::N,болест,сир
491,Krankheit::N,болест,ауырыу
492,Schmerz::N,болка,һыҙлау
493,Schmerz::N,болка,әрнеү
494,Wunde::N,рана,йәрәхәт
495,Fieber::N,треска,тапма
496,Fieber::N,треска,биҙгәк
497,Fieber::N,температура,тапма
498,Fieber::N,температура,биҙгәк
499,Arznei::N,лек,дарыу
500,Arznei::N,лекарство,дарыу
501,Brücke::N,мост,күпер
502,Brunnen::N,чешма,ҡоҙоҡ
503,Brunnen::N,кладенец,ҡоҙоҡ
504,Weide::N,паша,көтөүлек
505,Weide::N,пасище,көтөүлек
506,Pfad::N,пътека,һуҡмаҡ
507,Weg::N,път,юл
508,Straße::N,шосе,урам
509,Dorf::N,село,ауыл
510,Stadt::N,град,ҡала
511,Brief::N,писмо,хат
512,Buch::N,книга,китап
513,Buch::N,книга,кенәгә
514,Buchstabe::N,буква,хәреф
515,Zeitung::N,вестник,гәзит
516,Leben::N,живот,йәшәү
517,Tod::N,смърт,үлем
518,Grab::N,гроб,ҡәбер
519,Kirche::N,църква,сиркәү
520,Sünde::N,грях,гөнаһ
521,Gott::N,бог,алла
522,Gott::N,бог,хоҙай
523,Arbeiter::N,работник,эшсе
524,Chef::N,шеф,башлыҡ
525,Chef::N,началник,башлыҡ
526,Meister::N,майстор,оҫта
527,Arzt::N,лекар,врач
528,Lehrer::N,учител,уҡытыусы
529,Geld::N,пари,аҡса
530,Geschäft::N,сделка,эш
531,Laden::N,дюкян,магазин
532,Laden::N,магазин,магазин
533,Preis::N,цена,хаҡ
534,Ware::N,стока,тауар
535,Nutzen::N,полза,файҙа
536,Nutzen::N,облага,файҙа
537,Reichtum::N,богатство,байлыҡ
538,Welt::N,свят,донъя
539,Land::N,страна,ил
540,Staat::N,щат,дәүләт
541,Staat::N,държава,дәүләт
542,König::N,крал,король
543,Macht::N,мощ,власть
544,Macht::N,власт,власть
545,Grenze::N,граница,сик
546,Krieg::N,война,һуғыш
547,Feind::N,враг,йылан
548,Feind::N,неприятел,йылан
549,Gewalt::N,сила,көслөк
550,Gewalt::N,насилие,көслөк
551,Kampf::N,борба,көрәш
552,Kampf::N,сражение,көрәш
553,Bogen[Waffe]::N,лък,йәйә
554,Pfeil::N,стрела,уҡ
555,Gewehr::N,пушка,мылтыҡ
556,Fehler::N,грешка,хата
557,Lüge::N,лъжа,ялған
558,Schaden::N,повреда,зыян
559,Schaden::N,повреда,зарар
560,Unglück::N,нещастие,ҡаза
561,Schuld::N,вина,ғәйеп
562,Alter::N,възраст,йәш
563,Schluss::N,край,һуң
564,Schluss::N,край,аҙаҡ
565,Zeit::N,време,мәл
566,Zeit::N,време,заман
567,Tag::N,ден,көн
568,Morgen::N,утро,иртә
569,Morgen::N,утро,иртәнсәк
570,Morgen::N,сутрин,иртә
571,Morgen::N,сутрин,иртәнсәк
572,Mittag::N,обед,төш
573,Mittag::N,пладне,төш
574,Abend::N,вечер,кис
575,Nacht::N,нощ,төн
576,Woche::N,седмица,аҙна
577,Monat::N,месец,ай
578,Jahr::N,година,йыл
579,Frühling::N,пролет,яҙ
580,Sommer::N,лято,йәй
581,Herbst::N,есен,көз
582,Winter::N,зима,ҡыш
583,Januar::N,януари,ғинуар
584,Februar::N,февруари,февраль
585,März::N,март,март
586,April::N,април,апрель
587,Mai::N,май,май
588,Juni::N,юни,июнь
589,Juli::N,юли,июль
590,August::N,август,август
591,September::N,септември,сентябрь
592,Oktober::N,октомври,октябрь
593,November::N,ноември,ноябрь
594,Dezember::N,декември,декабрь
595,Montag::N,понеделник,дүшәмбе
596,Dienstag::N,вторник,шишәмбе
597,Mittwoch::N,сряда,шаршамбы
598,Donnerstag::N,четвъртък,кесаҙна
599,Freitag::N,петък,йома
600,Samstag::N,събота,шәмбе
601,Sonntag::N,неделя,йәкшәмбе
602,groß::A,едър,ҙур
603,groß::A,голям,ҙур
604,klein::A,малък,бәләкәс
605,klein::A,дребен,бәләкәс
606,lang::A,дълъг,оҙон
607,kurz::A,къс,ҡыҫҡа
608,breit::A,широк,киң
609,schmal::A,тесен,тар
610,dicht::A,гъст,йыш
611,dicht::A,гъст,ҡуйы
612,dick[Gegenstand]::A,дебел,ҡалын
613,dünn::A,тънък,йоҡа
614,dünn::A,тънък,нәҙек
615,fein::A,фин,нескә
616,fein::A,тънък,нескә
617,fest::A,твърд,ныҡ
618,fest::A,плътен,ныҡ
619,flach::A,равен,яҫы
620,flach::A,равен,ялпаҡ
621,flach::A,плосък,яҫы
622,flach::A,плосък,ялпаҡ
623,glatt::A,гладък,шыма
624,hart::A,твърд,ҡаты
625,hart::A,корав,ҡаты
626,weich::A,мек,йомшаҡ
627,rund::A,кръгъл,түңәрәк
628,spitz::A,островръх,осло түбәле
629,scharf::A,остър,үткер
630,stumpf::A,тъп,утмәҫ
631,schwer::A,тежък,ауыр
632,schön::A,хубав,матур
633,schön::A,красив,матур
634,heiß::A,жарък,эҫе
635,warm::A,топъл,йылы
636,kalt::A,студен,һыуыҡ
637,kühl::A,хладен,һалҡынса
638,frisch::A,свеж,һалҡынса
639,feucht::A,влажен,еүеш
640,feucht::A,влажен,дымлы
641,nass::A,мокър,еүеш
642,trocken::A,сух,кипкән
643,voll::A,пълен,тулы
644,leer::A,празен,буш
645,offen::A,откровен,асыҡ
646,geschlossen::A,закрит,ябыҡ
647,geschlossen::A,затворен,ябыҡ
648,sauber::A,чист,таҙа
649,schmutzig::A,мръсен,бысраҡ
650,roh::A,суров,сей
651,reif::A,зрял,өлгөрғән
652,lecker::A,вкусен,тәмле
653,süß::A,сладък,тямле
654,süß::A,сладък,тәм-том
655,bitter::A,горчив,әсе
656,sauer::A,кисел,әсе
657,hell::A,ясен,яҡты
658,hell::A,светъл,яҡты
659,dunkel::A,тъмен,ҡараңғы
660,schwarz::A,черен,ҡара
661,weiß::A,бял,аҡ
662,rot::A,червен,матур
663,rot::A,червен,һылыу
664,rot::A,червен,сибәр
665,gelb::A,жълт,һары
666,blau::A,син,күк
667,grün::A,зелен,йәшел
668,grau::A,сив,буҙ
669,bunt::A,шарен,сыбар
670,bunt::A,шарен,ала-ҡола
671,bunt::A,пъстър,сыбар
672,bunt::A,пъстър,ала-ҡола
673,billig::A,евтин,арзан
674,teuer::A,скъп,ҡыйбатлы
675,wertvoll::A,ценен,ҡиммәтле
676,blind::A,сляп,һуҡыр
677,taub::A,глух,һаңғырау
678,kräftig::A,силен,көслө
679,kräftig::A,силен,ҡеүәтле
680,stark::A,здрав,көслө
681,stark::A,здрав,ҡеүәтле
682,stark::A,силен,көслө
683,stark::A,силен,ҡеүәтле
684,schwach::A,слаб,көсһөҙ
685,fett::A,тлъст,һимеҙ
686,schlank::A,тънък,зифа
687,schlank::A,строен,зифа
688,hübsch::A,хубав,матур
689,böse::A,зъл,асыулы
690,dumm::A,глупав,иҫәр
691,faul::A,ленив,иренсәк
692,faul::A,мързелив,иренсәк
693,fleißig::A,прилежен,тырыш
694,geizig::A,скъпернически,һаран
695,klug::A,умен,аҡыллы
696,klug::A,разумен,аҡыллы
697,geschickt::A,умел,оҫта
698,geschickt::A,сръчен,оҫта
699,lieb::A,мил,яғымлы
700,lieb::A,драг,яғымлы
701,lustig::A,весел,күңелле
702,sanft::A,нежен,йыуаш
703,sanft::A,кротък,йыуаш
704,hungrig::A,гладен,ас
705,krank::A,болен,сирле
706,krank::A,болен,ауырыу
707,nackt::A,гол,яланғас
708,traurig::A,тъжен,яманһыу
709,traurig::A,печален,яманһыу
710,lebendig::A,жив,тере
711,lebendig::A,жив,йәнле
712,gut::A,добър,яҡшы
713,schlecht::A,лош,хөрт
714,schlecht::A,лош,алама
715,richtig::A,правилен,дөрөҫ
716,schlimm::A,лош,хөрт
717,schlimm::A,лош,алама
718,wahr::A,верен,дөрөҫ
719,wahr::A,истински,дөрөҫ
720,alt::A,стар,иҫке
721,alt::A,стар,боронғо
722,alt::A,древен,иҫке
723,alt::A,древен,боронғо
724,neu::A,нов,яңы
725,ehemalig::A,бивш,элекке
726,alt[Lebewesen]::A,стар,ҡарт
727,jung::A,млад,йәш
728,arm::A,беден,фәҡир
729,reich::A,богат,бай
730,bekannt::A,познат,таныш
731,bekannt::A,известен,таныш
732,berühmt::A,почут,атаҡлы
733,berühmt::A,почут,данлыҡлы
734,berühmt::A,известен,атаҡлы
735,berühmt::A,известен,данлыҡлы
736,fremd::A,чужд,ят
737,fremd::A,чужд,сит
738,verschieden::A,разен,төрлө
739,verschieden::A,различен,төрлө
740,nah::A,близък,яҡын
741,fern::A,далечен,алыҫ
742,fern::A,далечен,йыраҡ
743,linker::A,ляв,һул
744,rechter::A,прав,уң
745,anderer::A,друг,бутән
746,erster::A,пръв,тәүге
747,erster::A,първи,тәүге
748,zweiter::A,втори,икенсе
749,dritter::A,трети,өсөнсө
750,letzter::A,последен,һуңғы
751,allein::ADV,само,бер үҙе
752,allein::ADV,само,яңғыҙ
753,auf einmal::ADV,същевременно,бер юлы
754,zusammen::ADV,заедно,бергә
755,lange::ADV,дълго,оҙаҡ
756,plötzlich::ADV,изведнъж,ҡапыл
757,sofort::ADV,веднага,шунда уҡ
758,später::ADV,по-късно,һуңыраҡ
759,jetzt::ADV,сега,хәҙер
760,heute::ADV,днес,бөгөн
761,morgen::ADV,утре,иртәгә
762,bald::ADV,скоро,тиҙҙән
763,dann::ADV,после,һуңынан
764,dann::ADV,тогава,һуңынан
765,gestern::ADV,вчера,кисә
766,einst::ADV,някога,ҡасандыр
767,einst::ADV,някога,бер баҡыт
768,damals::ADV,тогава,ул саҡта
769,danach::ADV,после,һуңынан
770,danach::ADV,след това,һуңынан
771,vorher::ADV,преди,элек
772,vorher::ADV,преди това,элек
773,zuerst::ADV,най-напред,башта
774,einmal::ADV,веднъж,бер
775,einmal::ADV,един път,бер
776,manchmal::ADV,понякога,ҡайһы берҙә
777,oft::ADV,често,йыш
778,immer::ADV,винаги,һәр ҡасан
779,niemals::ADV,никога,бер ҡасан да
780,niemals::ADV,никога,бер ваҡытта ла
781,hier::ADV,тук,бында
782,hier::ADV,тука,бында
783,hierhin::ADV,насам,бында
784,von hier::ADV,оттук,бынан
785,von hier::ADV,оттук,ошонан
786,von hier::ADV,оттука,бынан
787,von hier::ADV,оттука,ошонан
788,dort::ADV,там,шунда
789,dort::ADV,там,тегендә
790,dorthin::ADV,натам,шунда
791,dorthin::ADV,натам,тегеләй
