,Concept_ID,br,myv
148,Herde::N,tropell,стада
149,Kuh::N,buoc'h,скал
150,Bulle::N,tarv,бука
151,Pferd::N,marc'h,лишме
152,Schaf::N,dañvad,реве
153,Schwein::N,pemoc'h,туво
154,Hund::N,ki,пине
155,Hund::N,ki,киска
156,Katze::N,kazh,псака
157,Bär::N,arzh,овто
158,Eichhörnchen::N,gwiñver,ур
159,Elch::N,karv-dour,сярдо
160,Fuchs::N,louarn,ривезь
161,Hase::N,gad,нумоло
162,Maus::N,logodenn,чеерь
163,Wolf::N,bleiz,верьгиз
164,Vogel::N,labous,нармунь
165,Schwarm::N,nijad,полк
166,Schwarm::N,nijad,стада
167,Huhn::N,yar,сараз
168,Hahn::N,kilhog,атякш
169,Gans::N,gwazenn,гала
170,Gans::N,gwazenn,мацей
171,Adler::N,erer,куцькан
172,Adler::N,erer,тумоатякш
173,Ente::N,houad,яксярго
174,Eule::N,toud,корж
175,Kranich::N,garan,карго
176,Krähe::N,bran,варака
177,Kuckuck::N,koukoug,куко
178,Schwan::N,alarc'h,локсей
179,Fisch::N,pesk,кал
180,Barsch::N,brell,окунь
181,Hecht::N,beked,щука
182,Schlange[Tier]::N,naer,гуй
183,Wurm::N,preñv,сукс
184,Spinne::N,kevnidenn,шанжав
185,Ameise::N,merion,коткудав
186,Laus::N,laouenn,сий
187,Mücke::N,moustik,сеське
188,Fliege::N,kelienenn,карво
189,Schmetterling::N,balafenn,нимиляв
190,Beere::N,hog,умарь
191,Apfel::N,aval,умарь
192,Pilz::N,kabell-touseg,панго
193,Zwiebel::N,ognonenn,чурька
194,Saat::N,had,видьметь
195,Korn::N,ed,сюро
196,Heu::N,foenn,тикше
197,Schale::N,peliadur,кедь
198,Schale::N,peliadur,ваткавкс
199,Falle::N,pech,тувор
200,Falle::N,pech,кундамка
201,Schlinge::N,krouglas,килькш
202,Asche::N,ludu,кулов
203,Dreck::N,fank,рудаз
204,Eisen::N,houarn,кшни
205,Gold::N,aour,сырне
206,Silber::N,arc'hant,сия
207,Kohle::N,glaou,сэдь
208,Kohle::N,glaou,уголия
209,Glas::N,gwer,сулика
210,Sand::N,traezh,човар
211,Mensch::N,den,ломань
212,Mann::N,den,аля
213,Mann::N,den,цёраломань
214,Frau::N,maouez,ава
215,Kind::N,bugel,эйкакш
216,Junge::N,paotr,цёрыне
217,Mädchen::N,plac'h,тейтерне
218,Familie::N,familh,семия
219,Großvater::N,tad-kozh,покштя
220,Großmutter::N,mamm-gozh,баба
221,Eltern::N,kerent,тетят-ават
222,Vater::N,tad,тетя
223,Mutter::N,mamm,ава
224,Sohn::N,mab,цёра
225,Tochter::N,merc'h,тейтерь
226,Bruder::N,breur,леля
227,Bruder::N,breur,ялакс
228,Schwester::N,c'hoar,сазор
229,Onkel::N,eontr,леля
230,Tante::N,moereb,патя
231,Ehemann::N,gwaz,мирде
232,Ehefrau::N,gwreg,ни
233,Freude::N,levenez,кеняркс
234,Gelächter::N,c'hoarzherezh,ракамо
235,Gelächter::N,c'hoarzherezh,пейдема
236,Glück::N,chañs,уцяска
237,Kummer::N,doan,рискс
238,Kummer::N,doan,мелявкс
239,Wunsch::N,c'hoant,мель
240,Wunsch::N,c'hoant,бажамо
241,Lust::N,c'hoant,бажамо
242,Geist::N,spered,ойме
243,Gedanke::N,soñj,мель
244,Gedächtnis::N,eñvor,мель
245,Verstand::N,skiant,прев
246,Sinn::N,ster,толк
247,Sinn::N,ster,смысла
248,Grund::N,kaoz,тувтал
249,Wahrheit::N,gwirionez,видечи
250,Gespräch::N,kaozeadenn,кортнема
251,Märchen::N,kaoz korriganez,ёвкс
252,Erzählung::N,kontadenn,ёвтнема
253,Nachricht::N,keloù,куля
254,Neuigkeit::N,kelaouenn,куля
255,Name::N,anv,лем
256,Rätsel::N,divinatez,содамоёвкс
257,Rede::N,diskour,кортамо
258,Sprache::N,yezh,кель
259,Stimme::N,mouezh,ваигель
260,Wort::N,ger,вал
261,Zeichen::N,sin,теште
262,Ruf::N,galv,тердема
263,Lärm::N,trouz,шалнома
264,Ton::N,ton,гайнема
265,Lied::N,kanaouenn,моро
266,Ruhe::N,sioulded,оймамо
267,Leute::N,tud,ломанть
268,Volk::N,pobl,народ
269,Arbeit::N,labour,тев
270,Gast::N,kouviad,инже
271,Geschenk::N,prof,казне
272,Spiel::N,c'hoari,налксема
273,Gesellschaft::N,kompagnunezh,община
274,Gesellschaft::N,kavandad,община
275,Hilfe::N,sikour,лездамо
276,Freund::N,mignon,оя
277,Freund::N,mignon,ялга
278,Kamerad::N,kamarad,оя
279,Kamerad::N,kamarad,ялга
280,Angelegenheit::N,afer,тев
281,Anzahl::N,niver,ламоксчи
282,Art::N,sort,вид
283,Stück::N,tamm,пакш
284,Stück::N,tamm,пелькс
285,Teil::N,pezh,часть
286,Teil::N,pezh,пелькс
287,Hälfte::N,hanterenn,пель
288,Hälfte::N,hanterenn,пелькс
289,Kreis::N,kelc'h,кирькс
290,Kreuz::N,kroaz,крёст
291,Linie::N,linenn,кикс
292,Strich::N,tenn,межа
293,Abstand::N,distok,ютко
294,Entfernung::N,keid,ютко
295,Entfernung::N,kehid,ютко
296,Gegend::N,korn-bro,тарка
297,Gegend::N,korn-bro,пертьпелькс
298,Platz::N,plasenn,васолкс
299,Ort::N,lec'h,тарка
300,Seite::N,tu,ён
301,Seite::N,tu,чире
302,Mitte::N,kreiz,куншка
303,Gegenstand::N,tra,предмет
304,Sache::N,tra,тев
305,Sache::N,tra,веща
306,Rand::N,kantenn,пе
307,Rand::N,kantenn,чире
308,Kante::N,kantenn,ирдез
309,Ecke::N,korn,ужо
310,Spitze::N,begell,пряне
311,Spitze::N,begell,пе
312,Ende::N,dibenn,пе
313,Loch::N,toull,варя
314,Muster::N,tresadenn,сёрма
315,Größe::N,ment,сэрь
316,Größe::N,ment,покшолма
317,Länge::N,hirder,кувалмо
318,Höhe::N,uhelder,сэрь
319,Höhe::N,uhelder,пандо
320,Gewicht::N,pouez,сталмо
321,Menge::N,bern,лововкс
322,Haufen::N,bern,мар
323,Haufen::N,bern,валявкс
324,Reihe::N,steud,ряд
325,Boot::N,bag,венч
326,Ruder::N,roeñv,милё
327,Schlitten::N,trainell,нурдт
328,Ski::N,ski,сокс
329,Last::N,karg,сталмо
330,Last::N,karg,кандома
331,Gang::N,kerzh,молема
332,Gang::N,kerzh,якамо
333,Schritt::N,paz,эскелькс
334,Norden::N,norzh,якшамо ёнкс
335,Norden::N,hanternoz,якшамо ёнкс
336,Süden::N,su,лембе ёнкс
337,Süden::N,kreisteiz,лембе ёнкс
338,Westen::N,kuzh-heol,чивалгома
339,Osten::N,reter,чилисема
340,Osten::N,sav-heol,чилисема
341,Holz::N,koad,чувто
342,Brett::N,plankenn,лаз
343,Platte::N,plakenn,плита
344,Stütze::N,harp,неже
345,Stange::N,sparl,олга
346,Stock::N,bazh,мандо
347,Stab::N,bazh,олога
348,Rohr::N,tub,турба
349,Rohr::N,korz,турба
350,Haus::N,ti,кудо
351,Heim::N,kêr,кудо
352,Ofen::N,forn,каштомо
353,Fußboden::N,plañchod,киякс
354,Tisch::N,taol,столь
355,Stuhl::N,kador,стул
356,Wiege::N,kavell,лавсь
357,Wiege::N,kavell,нурямот
358,Bett::N,gwele,ацамо
359,Regal::N,estajerenn,лався
360,Regal::N,estajerenn,лавсяланго
361,Kiste::N,kased,горобия
362,Kiste::N,kased,сундук
363,Fenster::N,prenestr,вальма
364,Tür::N,dor,кенкш
365,Tor::N,portal,ортат
366,Zaun::N,sklotur,пирявт
367,Zaun::N,sklotur,пирвякс
368,Dach::N,toenn,кудопря
369,Leiter::N,skeul,кузтема
370,Besen::N,skubell,тенсть
371,Spaten::N,pal,койме
372,Schaufel::N,pal,кече
373,Schaufel::N,pal,келей койме
374,Gabel::N,fourchetez,сянгине
375,Löffel::N,loa,пенч
376,Messer::N,kontell,пеель
377,Nagel::N,tach,эске
378,Netz::N,roued,алтыма
379,Haken::N,krog,кечказ
380,Griff::N,kemer,кедне
381,Schloss::N,potenn,замок
382,Schloss::N,potenn,панжома
383,Bild::N,skeudenn,картина
384,Figur::N,skeud,рунго
385,Figur::N,figur,рунго
386,Puppe::N,merc'hodenn,няка
387,Beutel::N,sac'h,кескав
388,Bündel::N,feskenn,керькс
389,Tasche::N,sac'h,юдма
390,Eimer::N,sailh,ведра
391,Deckel::N,pallenn,велькс
392,Geschirr::N,listriaj,кедьге
393,Sack::N,sac'h,кескав
394,Tasse::N,tas,чакш
395,Topf::N,pod,кастрюля
396,Kessel::N,chaodouron,котёл
397,Essen::N,pred,ярсамо
398,Nahrung::N,boued,ярсамопель
399,Speise::N,meuz,ярсамопель
400,Fleisch::N,kig,сывель
401,Getreide::N,ed,сюро
402,Brei::N,yod,каша
403,Brot::N,bara,кши
404,Scheibe::N,tailhenn,кочом
405,Scheibe::N,tailhenn,сускомо
406,Fett::N,lard,куя
407,Butter::N,amann,ой
408,Öl::N,eoul,ой
409,Salz::N,holen,сал
410,Suppe::N,soubenn,ям
411,Honig::N,mel,медь
412,Milch::N,laezh,ловсо
413,Tee::N,te,чай
414,Leder::N,lêr,киське
415,Wolle::N,gloan,пона
416,Stoff::N,danvez,коцт
417,Nadel::N,nadoz,салмукс
418,Faden::N,neudenn,суре
419,Knopf::N,bouton,пов
420,Knoten::N,skoulm,сюлмо
421,Farbe::N,liv,артомапель
422,Kleidung::N,dilhad,оршамот
423,Hemd::N,roc'hed,панар
424,Kragen::N,gouzoug,сиве
425,Ärmel::N,milgin,ожа
426,Hose::N,bragoù,понкст
427,Gürtel::N,gouriz,каркс
428,Mütze::N,boned,чапка
429,Schuh::N,botez,туфля
430,Stiefel::N,botez,кем
431,Ring::N,gwalenn,суркс
432,Band::N,bagad,лента
433,Kamm::N,krib,сурсеме
434,Spiegel::N,melezour,чавачамо
435,Riemen::N,lerenn,кшнань каркс
436,Schnur::N,kordenn,пикс
437,Leine::N,roll,ведьме
438,Decke::N,golo,вельтямо
439,Kissen::N,goubenner,тодов
440,Tuch::N,mezher,паця
441,Handtuch::N,toailhon,нардамо
442,Kraft::N,nerzh,вий
443,Stärke::N,nerzhder,виевчи
444,Gesundheit::N,yec'hed,шумбрачи
445,Krankheit::N,klañved,орма
446,Krankheit::N,klañved,сэредема
447,Schmerz::N,poan,сэредькс
448,Schmerz::N,droug,сэредькс
449,Wunde::N,gloazadenn,керявкс
450,Fieber::N,terzhienn,маштыкс
451,Arznei::N,louzoù,ормаменькс
452,Brücke::N,pont,сэдь
453,Brücke::N,pont,мадамо
454,Brunnen::N,puñs,лисьма
455,Weide::N,prad,ракшань ванома тарка
456,Pfad::N,gwenodenn,ян
457,Weg::N,hent,ки
458,Straße::N,ru,ки
459,Straße::N,hent,ки
460,Dorf::N,kêr,веле
461,Dorf::N,kêriadenn,веле
462,Stadt::N,kêr,ош
463,Brief::N,lizher,сёрма
464,Buch::N,levr,книга
465,Buchstabe::N,lizherenn,буква
466,Zeitung::N,kazetenn,газета
467,Leben::N,buhez,эрямо
468,Tod::N,marv,кулома
469,Grab::N,bez,калмо
470,Kirche::N,iliz,церькова
471,Sünde::N,pec'hed,чумочи
472,Gott::N,doue,паз
473,Arbeiter::N,labourer,робочей
474,Arbeiter::N,micherour,робочей
475,Chef::N,penn,прявт
476,Meister::N,mestr,кол тевень тенця
477,Arzt::N,mezeg,врач
478,Arzt::N,medisin,врач
479,Lehrer::N,skolaer,учитель
480,Lehrer::N,skolaer,тонавтыця
481,Lehrer::N,kelenner,учитель
482,Lehrer::N,kelenner,тонавтыця
483,Geld::N,arc'hant,ярмак
484,Geschäft::N,stal,ладязь тев
485,Laden::N,stal,лавка
486,Preis::N,priz,питне
487,Ware::N,marc'hadourezh,миевкс
488,Ware::N,marc'hadourezh,рамавкс
489,Nutzen::N,gounidegezh,паро
490,Nutzen::N,gounidegezh,лезэ
491,Nutzen::N,lañs,паро
492,Nutzen::N,lañs,лезэ
493,Nutzen::N,profit,паро
494,Nutzen::N,profit,лезэ
495,Nutzen::N,spleit,паро
496,Nutzen::N,spleit,лезэ
497,Reichtum::N,pinvidigezh,сюпавчи
498,Welt::N,douar,мир
499,Welt::N,douar,мастор ланго
500,Land::N,bro,мастор
501,Staat::N,stad,государства
502,König::N,roue,король
503,Macht::N,galloud,азорксчи
504,Grenze::N,harzoù,буен тешкс
505,Krieg::N,brezel,война
506,Feind::N,eneber,душман
507,Gewalt::N,tâerder,нарьгамо
508,Kampf::N,kann,тюрема
509,Bogen[Waffe]::N,gwareg,нал
510,Pfeil::N,saezh,нал
511,Gewehr::N,fuzuilh,ружия
512,Gewehr::N,fuzuilh,винтовка
513,Fehler::N,fazi,ильведькс
514,Fehler::N,fazi,ильведевкс
515,Lüge::N,gaou,манчема
516,Lüge::N,gaou,кенгелема
517,Schaden::N,gwall,зыян
518,Unglück::N,gwalleur,зыян
519,Schuld::N,kablusted,чумочи
520,Schuld::N,pec'hedigezh,чумочи
521,Alter::N,oad,шка
522,Schluss::N,diwezh,пе
523,Zeit::N,amzer,шка
524,Zeit::N,amzer,пинге
525,Tag::N,deizh,чи
526,Morgen::N,beure,валске
527,Morgen::N,mintin,валске
528,Mittag::N,kreisteiz,чикуншка
529,Abend::N,abardaez,чокшнэ
530,Nacht::N,noz,ве
531,Woche::N,sizhun,недля
532,Monat::N,miz,ков
533,Jahr::N,bloaz,ие
534,Frühling::N,nevezamzer,тундо
535,Sommer::N,hañv,кизэ
536,Herbst::N,diskaramzer,сёксь
537,Winter::N,goañv,теле
538,Januar::N,Genver,якшамков
539,Februar::N,C'hwevrer,февраль
540,März::N,Meurzh,март
541,April::N,Ebrel,апрель
542,Mai::N,Mae,май
543,Juni::N,Mezheven,июнь
544,Juli::N,Gouhere,июль
545,August::N,Eost,август
546,September::N,Gwengolo,сентября
547,Oktober::N,Here,октября
548,November::N,Du,ноября
549,Dezember::N,Kerzu,декабря
550,Montag::N,Lun,пондельник
551,Dienstag::N,Meurzh,овторник
552,Mittwoch::N,Merc'her,серёда
553,Donnerstag::N,Yaou,цетьверьг
554,Freitag::N,Gwener,пеця
555,Samstag::N,Sadorn,субута
556,Samstag::N,Sadorn,шлямочи
557,Sonntag::N,Sul,недлячи
558,groß::A,bras,ине
559,groß::A,bras,покш
560,klein::A,bihan,вишка
561,lang::A,hir,кувака
562,kurz::A,berr,нурькине
563,breit::A,ledan,келей
564,schmal::A,strizh,теине
565,dicht::A,stank,тусто
566,dick[Gegenstand]::A,tev,эчке
567,dünn::A,moan,човине
568,fein::A,munut,човине
569,fest::A,start,кеме
570,flach::A,plaen,лапужа
571,glatt::A,lintr,валаня
572,glatt::A,levn,валаня
573,hart::A,kalet,калгодо
574,weich::A,blot,чевте
575,rund::A,ront,кеверь
576,spitz::A,poentet,пшти
577,scharf::A,dremm,пшти
578,stumpf::A,talsoc'h,ношка
579,schwer::A,pounner,стака
580,schön::A,kaer,мазый
581,heiß::A,tomm,пси
582,warm::A,tomm,лембе
583,kalt::A,yen,якшамо
584,kühl::A,yen,экше
585,frisch::A,fresk,свежа
586,feucht::A,gleb,летьке
587,nass::A,gleb,начко
588,trocken::A,sec'h,коське
589,voll::A,leun,пешксе
590,leer::A,goullo,чаво
591,offen::A,digor,панжадо
592,offen::A,digor,виде
593,geschlossen::A,serr,пекстазь
594,geschlossen::A,serr,сёлгозь
595,sauber::A,naet,ванькс
596,schmutzig::A,lous,ливезев
597,roh::A,kriz,верек
598,reif::A,darev,кенерезь
599,lecker::A,lipous,тантей
600,lecker::A,saourus,тантей
601,süß::A,dous,ламбамо
602,bitter::A,c'hwerv,сэпей
603,sauer::A,trenk,чапамо
604,hell::A,sklaer,валдо
605,dunkel::A,teñval,чопода
606,schwarz::A,du,раужо
607,weiß::A,gwenn,ашо
608,rot::A,ruz,якстере
609,gelb::A,melen,ожо
610,blau::A,glas,сэнь
611,grün::A,gwer,пиже
612,grau::A,louet,шержев
613,bunt::A,liesliv,сёрмав
614,billig::A,marc'had-mat,аволь питней
615,teuer::A,ker,питней
616,wertvoll::A,prizius,питней
617,blind::A,dall,сокор
618,taub::A,bouzar,амариця
619,kräftig::A,start,пек виев
620,stark::A,kreñv,виев
621,schwach::A,gwan,лавшо
622,fett::A,lard,куя
623,schlank::A,sinkl,виде ронга
624,hübsch::A,koant,мазый
625,böse::A,gwall,кежей
626,dumm::A,glep,чавола
627,dumm::A,glep,превтеме
628,faul::A,lezirek,нузякс
629,fleißig::A,studius,мелень путыця
630,geizig::A,tost,скупой
631,klug::A,speredek,превей
632,geschickt::A,dornet,маштозь теезь
633,lieb::A,koant,вадря
634,lustig::A,laouen,весёла
635,sanft::A,flour,сэтьме
636,hungrig::A,marnaon,вачо
637,krank::A,klañv,сэредиця
638,nackt::A,noazh,штапо
639,traurig::A,trist,нусманя
640,lebendig::A,bev,эриця
641,gut::A,mad,паро
642,schlecht::A,fall,берянь
643,schlecht::A,gwall,берянь
644,richtig::A,reizh,виде
645,schlimm::A,gwall,берянь
646,wahr::A,gwir,алкуксонь
647,alt::A,kozh,ташто
648,neu::A,nevez,од
649,ehemalig::A,kozh,икелень
650,alt[Lebewesen]::A,kozh,сыре
651,jung::A,yaouank,од
652,arm::A,paour,кажов
653,reich::A,pinvidik,сюпав
654,bekannt::A,anavezet,содавикс
655,berühmt::A,brudet,содавикс
656,fremd::A,dizanav,лия
657,fremd::A,dizanav,асодавикс
658,verschieden::A,disheñel,эрьва
659,nah::A,nes,а васолонь
660,fern::A,diabell,умонь
661,fern::A,diabell,кезэрень
662,linker::A,kleiz,керш
663,rechter::A,dehoù,вить
664,anderer::A,all,лия
665,erster::A,kentañ,васень
666,erster::A,kentañ,васенце
667,zweiter::A,eil,омбоце
668,dritter::A,trede,колмоце
669,letzter::A,diwezhañ,меельце
670,allein::ADV,e-unan,башка
671,allein::ADV,e-unan,ськамонзо
672,auf einmal::ADV,ar un dro,вейсэ
673,zusammen::ADV,asambles,вейс
674,zusammen::ADV,asambles,вейсэ
675,lange::ADV,pell,кувать
676,plötzlich::ADV,en un taol,апак учо
677,sofort::ADV,diouzhtu,курок
678,sofort::ADV,diouzhtu,нейке
679,später::ADV,diwezhatoc'h,мейле
680,jetzt::ADV,bremañ,ней
681,heute::ADV,hiziv,течи
682,morgen::ADV,arc'hoazh,ванды
683,bald::ADV,hepdale,курок
684,dann::ADV,a-c'houde,мейле
685,dann::ADV,a-c'houde,седе мейле
686,gestern::ADV,dec'h,исяк
687,einst::ADV,gwechall,весть
688,einst::ADV,gwechall,зярдо-бути
689,damals::ADV,neuze,сестэ
690,danach::ADV,goude,мейле
691,danach::ADV,goude,седе мейле
692,vorher::ADV,diagent,васняяк
693,zuerst::ADV,da gentañ,васня
694,einmal::ADV,ur wech,весть
695,manchmal::ADV,a-wechoù,лиясто
696,oft::ADV,alies,сеетьстэ
697,immer::ADV,atav,свал
698,immer::ADV,bepred,свал
699,niemals::ADV,gwech ebet,а зярдояк
700,hier::ADV,amañ,тесэ
701,hierhin::ADV,dre amañ,тей
702,von hier::ADV,alemañ,тестэ
703,dort::ADV,aze,тосо
704,dort::ADV,ahont,тосо
705,dorthin::ADV,di,тов
706,dorthin::ADV,aze,тов
707,dorthin::ADV,ahont,тов
708,geradeaus::ADV,war-eeun,витьстэ
709,vorwärts::ADV,war-raok,икелев
710,rückwärts::ADV,war-lerc'h,мекев
711,zurück::ADV,war-dreñv,мекев
712,unten::ADV,en traoñ,ало
713,hinab::ADV,a-izel,алов
714,oben::ADV,en nec'h,вере
715,hinauf::ADV,e-krec'h,верев
716,überall::ADV,dre-holl,эрьва косо
717,nicht::ADV,ne ... ket,а
718,ein wenig::ADV,un tammig,аламошка
719,kaum::ADV,a-boan,ансяк
720,sehr::ADV,-tre,пек
721,sehr::ADV,-tre,вельть
722,sehr::ADV,-kenañ,пек
723,sehr::ADV,-kenañ,вельть
724,so::ADV,evel-se,истя
725,noch::ADV,c'hoazh,таго
726,nur::ADV,hepken,ансяк
727,schon::ADV,dija,уш
728,wieder::ADV,adarre,таго
729,vor::PRP,dirak,икеле
730,hinter::PRP,a-drek,вельде
731,hinter::PRP,a-dreñv,вельде
732,unter::PRP,dindan,ало
733,durch::PRP,dre,пачк
734,neben::PRP,e-kichen,вакссо
735,zwischen::PRP,etre,ютксо
736,wegen::PRP,abalamour da,кис
737,wegen::PRP,abalamour da,коряс
738,wegen::PRP,abalamour da,кувалт
739,dies::PRN,hemañ,те
740,das::PRN,se,те
741,das::PRN,se,тона
742,das::PRN,hennezh,те
743,das::PRN,hennezh,тона
744,alles::PRN,pep tra,весе
745,alles::PRN,pep tra,весемесь
746,ich::PRN,me,мон
747,du::PRN,te,тон
748,er::PRN,eñ,сон
749,wir::PRN,ni,минь
750,ihr::PRN,c'hwi,тынь
751,sie::PRN,int,сынь
752,was::FPRN,petra,мезе
753,wer::FPRN,piv,ки
754,wo::FADV,pelec'h,косо
755,wohin::FADV,da belec'h,ков
756,wohin::FADV,da belec'h,козо
757,wie::FADV,penaos,кода
758,warum::FADV,perak,мекс
759,wieviel::FNUM,pet,зяро
760,eins::NUM,unan,вейке
761,zwei::NUM,daou,кавто
762,drei::NUM,tri,колмо
763,vier::NUM,pevar,ниле
764,fünf::NUM,pemp,вете
765,sechs::NUM,c'hwec'h,кото
766,sieben::NUM,seizh,сисем
767,acht::NUM,eizh,кавксо
768,neun::NUM,nav,вейксэ
769,zehn::NUM,dek,кемень
770,elf::NUM,unnek,кевейкее
771,zwölf::NUM,daouzek,кемгавтово
772,zwanzig::NUM,ugent,комсь
773,dreißig::NUM,tregont,колоньгемень
774,vierzig::NUM,daou-ugent,ниленьгемень
775,fünfzig::NUM,hanter-kant,ведьгемень
776,sechzig::NUM,tri-ugent,кодгемень
777,siebzig::NUM,dek ha tri-ugent,сизьгемень
778,achtzig::NUM,pevar-ugent,кавксоньгемень
779,neunzig::NUM,dek ha pevar-ugent,вейксэньгемень
780,hundert::NUM,kant,сядо
781,tausend::NUM,mil,тыща
782,und::CNJ,ha,ды
783,oder::CNJ,pe,или
784,stehen::V,bezañ a-sav,аштемс стядо
785,sitzen::V,azezañ,аштемс озадо
786,sitzen::V,bezañ en e goazez,аштемс озадо
787,liegen::V,bezañ en e c'hourvez,мадезь аштемс
788,hängen::V,krougañ,нурьгемс
789,werden::V,dazonet,арамс
790,passieren::V,c'hoarvezout,лисэмс
791,beginnen::V,stagañ,ушодомс
792,enden::V,achuiñ,лоткамс
793,wechseln::V,cheñch,полавтнемс
794,aufgehen[Sonne]::V,dirouzañ,лисемс
795,aufgehen[Sonne]::V,dirouzañ,стямс
796,scheinen[Sonne]::V,lugernañ,валдомтомс
797,donnern::V,taranal,цярномс
