,Concept_ID,pl,br
623,dumm::A,głupi,glep
624,faul::A,leniwy,lezirek
625,fleißig::A,pilny,studius
626,geizig::A,skąpy,tost
627,klug::A,mądry,speredek
628,geschickt::A,zręczny,dornet
629,lieb::A,miły,koant
630,lustig::A,wesoły,laouen
631,sanft::A,łagodny,flour
632,hungrig::A,głodny,marnaon
633,krank::A,chory,klañv
634,nackt::A,nagi,noazh
635,traurig::A,smutny,trist
636,lebendig::A,żywy,bev
637,gut::A,dobry,mad
638,schlecht::A,zły,fall
639,schlecht::A,zły,gwall
640,richtig::A,słuszny,reizh
641,richtig::A,właściwy,reizh
642,schlimm::A,zły,gwall
643,wahr::A,prawdziwy,gwir
644,alt::A,stary,kozh
645,neu::A,nowy,nevez
646,ehemalig::A,były,kozh
647,alt[Lebewesen]::A,stary,kozh
648,jung::A,młody,yaouank
649,arm::A,ubogi,paour
650,arm::A,biedny,paour
651,reich::A,bogaty,pinvidik
652,bekannt::A,znany,anavezet
653,berühmt::A,słynny,brudet
654,fremd::A,obcy,dizanav
655,fremd::A,cudzy,dizanav
656,verschieden::A,różny,disheñel
657,nah::A,bliski,nes
658,fern::A,daleki,diabell
659,linker::A,lewy,kleiz
660,rechter::A,prawy,dehoù
661,anderer::A,inny,all
662,erster::A,pierwszy,kentañ
663,zweiter::A,drugi,eil
664,dritter::A,trzeci,trede
665,letzter::A,ostatni,diwezhañ
666,allein::ADV,sam,e-unan
667,auf einmal::ADV,naraz,ar un dro
668,zusammen::ADV,razem,asambles
669,lange::ADV,długo,pell
670,plötzlich::ADV,nagle,en un taol
671,sofort::ADV,natychmiast,diouzhtu
672,später::ADV,później,diwezhatoc'h
673,jetzt::ADV,teraz,bremañ
674,jetzt::ADV,obecnie,bremañ
675,heute::ADV,dziś,hiziv
676,heute::ADV,dzisiaj,hiziv
677,morgen::ADV,jutro,arc'hoazh
678,bald::ADV,wkrótce,hepdale
679,dann::ADV,potem,a-c'houde
680,gestern::ADV,wczoraj,dec'h
681,einst::ADV,kiedyś,gwechall
682,einst::ADV,niegdyś,gwechall
683,damals::ADV,wtedy,neuze
684,damals::ADV,wówczas,neuze
685,danach::ADV,następnie,goude
686,vorher::ADV,przedtem,diagent
687,zuerst::ADV,naprzód,da gentañ
688,zuerst::ADV,najpierw,da gentañ
689,einmal::ADV,raz,ur wech
690,manchmal::ADV,czasem,a-wechoù
691,oft::ADV,często,alies
692,immer::ADV,zawsze,atav
693,immer::ADV,zawsze,bepred
694,niemals::ADV,nigdy,gwech ebet
695,hier::ADV,tu,amañ
696,hier::ADV,tutaj,amañ
697,hierhin::ADV,tu,dre amañ
698,von hier::ADV,stąd,alemañ
699,dort::ADV,tam,aze
700,dort::ADV,tam,ahont
701,dorthin::ADV,tam,di
702,dorthin::ADV,tam,aze
703,dorthin::ADV,tam,ahont
704,geradeaus::ADV,prosto,war-eeun
705,vorwärts::ADV,naprzód,war-raok
706,rückwärts::ADV,wstecz,war-lerc'h
707,zurück::ADV,z powrotem,war-dreñv
708,unten::ADV,u dołu,en traoñ
709,unten::ADV,na dole,en traoñ
710,hinab::ADV,na_dół,a-izel
711,hinab::ADV,w_dół,a-izel
712,oben::ADV,w górze,en nec'h
713,oben::ADV,na górze,en nec'h
714,hinauf::ADV,w górę,e-krec'h
715,hinauf::ADV,na górę,e-krec'h
716,überall::ADV,wszędzie,dre-holl
717,nicht::ADV,nie,ne ... ket
718,ein wenig::ADV,trochę,un tammig
719,kaum::ADV,ledwie,a-boan
720,kaum::ADV,prawie nie,a-boan
721,sehr::ADV,bardzo,-tre
722,sehr::ADV,bardzo,-kenañ
723,so::ADV,tak,evel-se
724,noch::ADV,jeszcze,c'hoazh
725,nur::ADV,tylko,hepken
726,schon::ADV,już,dija
727,wieder::ADV,znów,adarre
728,wieder::ADV,znowu,adarre
729,vergebens::ADV,na próżno,
730,vor::PRP,przed,dirak
731,hinter::PRP,za,a-drek
732,hinter::PRP,za,a-dreñv
733,unter::PRP,pod,dindan
734,durch::PRP,przez,dre
735,neben::PRP,obok,e-kichen
736,zwischen::PRP,między,etre
737,wegen::PRP,z powodu,abalamour da
738,dies::PRN,to,hemañ
739,das::PRN,to,se
740,das::PRN,to,hennezh
741,alles::PRN,wszystko,pep tra
742,ich::PRN,ja,me
743,du::PRN,ty,te
744,er::PRN,on,eñ
745,wir::PRN,my,ni
746,ihr::PRN,wy,c'hwi
747,sie::PRN,oni,int
748,was::FPRN,co,petra
749,wer::FPRN,kto,piv
750,wo::FADV,gdzie,pelec'h
751,wohin::FADV,dokąd,da belec'h
752,wie::FADV,jak,penaos
753,warum::FADV,dlaczego,perak
754,wieviel::FNUM,ile,pet
755,eins::NUM,jeden,unan
756,zwei::NUM,dwa,daou
757,drei::NUM,trzy,tri
758,vier::NUM,cztery,pevar
759,fünf::NUM,pięć,pemp
760,sechs::NUM,sześć,c'hwec'h
761,sieben::NUM,siedem,seizh
762,acht::NUM,osiem,eizh
763,neun::NUM,dziewięć,nav
764,zehn::NUM,dziesięć,dek
765,elf::NUM,jedenaście,unnek
766,zwölf::NUM,dwanaście,daouzek
767,zwanzig::NUM,dwadzieścia,ugent
768,dreißig::NUM,trzydzieści,tregont
769,vierzig::NUM,czterdzieści,daou-ugent
770,fünfzig::NUM,pięćdziesiąt,hanter-kant
771,sechzig::NUM,sześćdziesiąt,tri-ugent
772,siebzig::NUM,siedemdziesiąt,dek ha tri-ugent
773,achtzig::NUM,osiemdziesiąt,pevar-ugent
774,neunzig::NUM,dziewięćdziesiąt,dek ha pevar-ugent
775,hundert::NUM,sto,kant
776,tausend::NUM,tysiąc,mil
777,und::CNJ,i,ha
778,oder::CNJ,lub,pe
779,oder::CNJ,albo,pe
780,stehen::V,stać,bezañ a-sav
781,sitzen::V,siedzieć,azezañ
782,sitzen::V,siedzieć,bezañ en e goazez
783,liegen::V,leżeć,bezañ en e c'hourvez
784,hängen::V,wisieć,krougañ
785,werden::V,zostać,dazonet
786,werden::V,stać się,dazonet
787,passieren::V,dziać się,c'hoarvezout
788,passieren::V,zdarzyć się,c'hoarvezout
789,beginnen::V,zacząć się,stagañ
790,enden::V,kończyć się,achuiñ
791,wechseln::V,zmienić się,cheñch
792,aufgehen[Sonne]::V,wzejść,dirouzañ
793,untergehen[Sonne]::V,zajść,
794,scheinen[Sonne]::V,świecić,lugernañ
795,donnern::V,grzmieć,taranal
796,wehen::V,wiać,c'hwezhañ
797,strömen::V,płynąć,deredek
798,strömen::V,lać się,deredek
799,fließen::V,ciec,redek
800,fließen::V,płynąć,redek
801,sich drehen::V,obracać się,troiñ
802,schwanken::V,chwiać się,trantellat
