,Concept_ID,myv,sq
75,Welle::N,толкун,dallgë
76,Wasser::N,ведь,ujë
77,Stein::N,кев,gur
78,Boden::N,мода,tokë
79,Boden::N,мода,truall
80,Erde::N,мастор,dhe
81,Erde::N,мастор,baltë
82,Staub::N,пуль,pluhur
83,Rauch::N,качамо,tym
84,Funke::N,сятко,xixë
85,Funke::N,сятко,shkëndijë
86,Feuer::N,тол,zjarr
87,Licht::N,валдо,dritë
88,Schatten::N,сулей,hije
89,Schatten::N,сулейкс,hije
90,Wetter::N,ушо,mot
91,Nebel::N,сув,mjegull
92,Wolke::N,пель,re
93,Regen::N,пиземс,shi
94,Schnee::N,лов,borë
95,Eis::N,эй,akull
96,Frost::N,кельме,ngricë
97,Kälte::N,якшамо,të ftohtë
98,Hitze::N,пси,vapë
99,Hitze::N,пси,nxehtësi
100,Raureif::N,лекш,cikmë
101,Regenbogen::N,пурьгинечирьке,ylber
102,Regenbogen::N,пурьгинеёнкс,ylber
103,Donner::N,пурьгине,gjëmim
104,Donner::N,пурьгине,bubullimë
105,Strömung::N,чудема,rrymë
106,Strömung::N,чудевкс,rrymë
107,Tropfen::N,петнявкс,pikë
108,Schaum::N,чов,shkumë
109,Schmutz::N,рудаз,baltë
110,See::N,эрьке,liqen
111,Sumpf::N,чей,batak
112,Moor::N,чей,kënetë
113,Wiese::N,луга,livadh
114,Wald::N,вирь,pyll
115,Hügel::N,губорь,kodër
116,Hügel::N,пандыне,kodër
117,Anhöhe::N,губорь,bregore
118,Anhöhe::N,пандыне,bregore
119,Berg::N,пандо,mal
120,Gipfel::N,пря,kulm
121,Höhle::N,пещера,shpellë
122,Höhle::N,пещера,zgafelle
123,Abhang::N,пандочама,shpat
124,Abhang::N,пандочама,tatëpjetë
125,Quelle::N,ушодкс,krua
126,Quelle::N,ушодкс,burim
127,Bach::N,чудикерькс,virua
128,Fluss::N,лей,lumë
129,Ufer::N,чире,breg
130,Küste::N,лейчире,anëdet
131,Küste::N,лейчире,bregdet
132,Festland::N,мода,kontinent
133,Meer::N,моря,det
134,Bucht::N,усия,gji deti
135,Insel::N,усия,ishull
136,Insel::N,усия,ujdhesë
137,Blume::N,цеця,lule
138,Gras::N,тикше,bar
139,Wurzel::N,юр,rrënjë
140,Wurzel::N,ундокс,rrënjë
141,Baum::N,чувто,pemë
142,Stamm::N,рунго,trung
143,Rinde::N,суд,lëvore
144,Rinde::N,керь,lëvore
145,Ast::N,морго,degë
146,Zweig::N,тарад,bisk
147,Blatt::N,лопа,fletë
148,Blatt::N,лопа,gjethe
149,Birke::N,килей,mështekën
150,Kiefer[Baum]::N,пиче,pishë
151,Weide[Baum]::N,каль,shelg
152,Tanne::N,куз,bredh
153,Horn::N,сюро,bri
154,Feder::N,толга,pupël
155,Fell::N,пона,lëkurë
156,Flügel::N,сёлмо,krah
157,Flügel::N,сёлмо,fletë
158,Klaue::N,кенже,kthetër
159,Kralle::N,кенже,thua
160,Kralle::N,кенже,kthetër
161,Schwanz::N,пуло,bisht
162,Ei::N,ал,vezë
163,Nest::N,пизэ,fole
164,Bau::N,варя,strofkë
165,Bau::N,пизе,strofkë
166,Tier::N,ракша,kafshë
167,Herde::N,стада,kope
168,Herde::N,стада,grigjë
169,Kuh::N,скал,lopë
170,Bulle::N,бука,dem
171,Pferd::N,лишме,kalë
172,Schaf::N,реве,dele
173,Schwein::N,туво,derr
174,Hund::N,пине,qen
175,Hund::N,киска,qen
176,Katze::N,псака,mace
177,Bär::N,овто,ari
178,Eichhörnchen::N,ур,ketër
179,Elch::N,сярдо,dre brilopatë
180,Fuchs::N,ривезь,dhelpër
181,Hase::N,нумоло,lepur
182,Maus::N,чеерь,mi
183,Wolf::N,верьгиз,ujk
184,Vogel::N,нармунь,zog
185,Vogel::N,нармунь,shpend
186,Schwarm::N,полк,luzmë
187,Schwarm::N,стада,luzmë
188,Huhn::N,сараз,pulë
189,Hahn::N,атякш,gjel
190,Hahn::N,атякш,këndes
191,Gans::N,гала,patë
192,Gans::N,мацей,patë
193,Adler::N,куцькан,shqiponjë
194,Adler::N,тумоатякш,shqiponjë
195,Ente::N,яксярго,rosë
196,Eule::N,корж,buf
197,Kranich::N,карго,lejlek
198,Kranich::N,карго,kurrillë
199,Krähe::N,варака,sorrë
200,Kuckuck::N,куко,qyqe
201,Schwan::N,локсей,mjellmë
202,Fisch::N,кал,peshk
203,Barsch::N,окунь,purtekë
204,Hecht::N,щука,mlysh
205,Schlange[Tier]::N,гуй,gjarpër
206,Wurm::N,сукс,krimb
207,Spinne::N,шанжав,marimangë
208,Ameise::N,коткудав,thnegël
209,Ameise::N,коткудав,milingonë
210,Laus::N,сий,morr
211,Mücke::N,сеське,kunup
212,Mücke::N,сеське,mushkonjë
213,Fliege::N,карво,mizë
214,Schmetterling::N,нимиляв,flutur
215,Beere::N,умарь,frutë
216,Beere::N,умарь,manaferrë
217,Apfel::N,умарь,mollë
218,Pilz::N,панго,kërpudhë
219,Zwiebel::N,чурька,qepë
220,Saat::N,видьметь,farë
221,Korn::N,сюро,grurë
222,Korn::N,сюро,kokërr
223,Heu::N,тикше,sanë
224,Schale::N,кедь,lëkurë
225,Schale::N,ваткавкс,lëkurë
226,Grube::N,латко,gropë
227,Falle::N,тувор,kurth
228,Falle::N,тувор,grackë
229,Falle::N,кундамка,kurth
230,Falle::N,кундамка,grackë
231,Schlinge::N,килькш,nyjë
232,Spur::N,челькс,gjurmë
233,Spur::N,пильгеки,gjurmë
234,Asche::N,кулов,hi
235,Dreck::N,рудаз,baltë
236,Eisen::N,кшни,hekur
237,Gold::N,сырне,ar
238,Gold::N,сырне,flori
239,Silber::N,сия,argjend
240,Kohle::N,сэдь,qymyr
241,Kohle::N,уголия,qymyr
242,Glas::N,сулика,qelq
243,Lehm::N,сёвонь,argjilë
244,Sand::N,човар,rërë
245,Mensch::N,ломань,njeri
246,Mann::N,аля,burrë
247,Mann::N,аля,mashkull
248,Mann::N,цёраломань,burrë
249,Mann::N,цёраломань,mashkull
250,Frau::N,ава,grua
251,Frau::N,ава,femër
252,Kind::N,эйкакш,kalama
253,Junge::N,цёрыне,djalë
254,Mädchen::N,тейтерне,gocë
255,Mädchen::N,тейтерне,vajzë
256,Familie::N,семия,familje
257,Großvater::N,покштя,gjysh
258,Großmutter::N,баба,gjyshe
259,Eltern::N,тетят-ават,prindër
260,Vater::N,тетя,atë
261,Mutter::N,ава,nënë
262,Sohn::N,цёра,bir
263,Tochter::N,тейтерь,bijë
264,Bruder::N,леля,vëlla
265,Bruder::N,ялакс,vëlla
266,Schwester::N,сазор,motër
267,Onkel::N,леля,dajë
268,Onkel::N,леля,xhaxha
269,Tante::N,патя,teze
270,Tante::N,патя,hallë
271,Ehemann::N,мирде,burrë
272,Ehemann::N,мирде,bashkëshort
273,Ehefrau::N,ни,grua
274,Ehefrau::N,ни,bashkëshorte
275,Freude::N,кеняркс,gaz
276,Freude::N,кеняркс,gëzim
277,Gelächter::N,ракамо,qeshje
278,Gelächter::N,пейдема,qeshje
279,Glück::N,уцяска,lumturi
280,Kummer::N,рискс,brengë
281,Kummer::N,рискс,pikëllim
282,Kummer::N,мелявкс,brengë
283,Kummer::N,мелявкс,pikëllim
284,Wunsch::N,мель,dëshirë
285,Wunsch::N,бажамо,dëshirë
286,Lust::N,бажамо,epsh
287,Lust::N,бажамо,dashuri
288,Geist::N,ойме,frymë
289,Geist::N,ойме,shpirt
290,Gedanke::N,мель,ide
291,Gedanke::N,мель,mendim
292,Gedächtnis::N,мель,kujtesë
293,Verstand::N,прев,mend
294,Sinn::N,толк,kuptim
295,Sinn::N,смысла,kuptim
296,Grund::N,тувтал,arsye
297,Wahrheit::N,видечи,vërtetë
298,Gespräch::N,кортнема,bisedim
299,Märchen::N,ёвкс,përrallë
300,Erzählung::N,ёвтнема,tregim
301,Nachricht::N,куля,lajm
302,Neuigkeit::N,куля,risi
303,Name::N,лем,emër
304,Rätsel::N,содамоёвкс,gjëzë
305,Rätsel::N,содамоёвкс,gjëegjëzë
306,Rede::N,кортамо,fjalim
307,Sprache::N,кель,gjuhë
308,Stimme::N,ваигель,zë
309,Wort::N,вал,fjalë
310,Zeichen::N,теште,shenjë
311,Ruf::N,тердема,thirrmë
312,Lärm::N,шалнома,zhurmë
313,Laut::N,вайгель,tingull
314,Ton::N,гайнема,ton
315,Lied::N,моро,këngë
316,Ruhe::N,оймамо,qetësi
317,Leute::N,ломанть,botë
318,Leute::N,ломанть,njerëz
319,Volk::N,народ,popull
320,Arbeit::N,тев,punë
321,Gast::N,инже,mik
322,Gast::N,инже,mysafir
323,Geschenk::N,казне,dhuratë
324,Geschenk::N,казне,peshqesh
325,Spiel::N,налксема,lojë
326,Gesellschaft::N,община,shoqëri
327,Hilfe::N,лездамо,ndihmë
328,Freund::N,оя,mik
329,Freund::N,ялга,mik
330,Kamerad::N,оя,shok
331,Kamerad::N,ялга,shok
332,Angelegenheit::N,тев,punë
333,Anzahl::N,ламоксчи,sasi
334,Art::N,вид,lloj
335,Stück::N,пакш,copë
336,Stück::N,пелькс,copë
337,Teil::N,часть,pjesë
338,Teil::N,пелькс,pjesë
339,Hälfte::N,пель,gjysmë
340,Hälfte::N,пелькс,gjysmë
341,Kreis::N,кирькс,qark
342,Kreis::N,кирькс,rreth
343,Kreuz::N,крёст,kryq
344,Linie::N,кикс,vijë
345,Strich::N,межа,vizë
346,Abstand::N,ютко,distancë
347,Entfernung::N,ютко,largim
348,Gegend::N,тарка,vise
349,Gegend::N,тарка,krahinë
350,Gegend::N,пертьпелькс,vise
351,Gegend::N,пертьпелькс,krahinë
352,Platz::N,васолкс,shesh
353,Ort::N,тарка,vend
354,Seite::N,ён,anë
355,Seite::N,чире,anë
356,Mitte::N,куншка,mes
357,Gegenstand::N,предмет,send
358,Sache::N,тев,gjë
359,Sache::N,тев,send
360,Sache::N,веща,gjë
361,Sache::N,веща,send
362,Rand::N,пе,qoshe
363,Rand::N,чире,qoshe
364,Kante::N,ирдез,teh
365,Ecke::N,ужо,qoshe
366,Spitze::N,пряне,majë
367,Spitze::N,пе,majë
368,Ende::N,пе,skaj
369,Ende::N,пе,bisht
370,Loch::N,варя,vrimë
371,Winkel::N,ужо,kënd
372,Muster::N,сёрма,mostër
373,Größe::N,сэрь,madhësi
374,Größe::N,покшолма,madhësi
375,Länge::N,кувалмо,gjatësi
376,Höhe::N,сэрь,lartësi
377,Höhe::N,пандо,lartësi
378,Gewicht::N,сталмо,peshë
379,Menge::N,лововкс,sasi
380,Haufen::N,мар,grumbull
381,Haufen::N,валявкс,grumbull
382,Reihe::N,ряд,radhë
383,Reihe::N,ряд,rresht
384,Boot::N,венч,barkë
385,Boot::N,венч,lundër
386,Ruder::N,милё,rrem
387,Schlitten::N,нурдт,sajë
388,Ski::N,сокс,ski
389,Lagerfeuer::N,толбандя,flakadan
390,Lagerfeuer::N,толбандя,zjarr i madh
391,Last::N,сталмо,barrë
392,Last::N,кандома,barrë
393,Gang::N,молема,ecje
394,Gang::N,якамо,ecje
395,Schritt::N,эскелькс,hap
396,Norden::N,якшамо ёнкс,veri
397,Süden::N,лембе ёнкс,jug
398,Westen::N,чивалгома,perëndim
399,Osten::N,чилисема,lindje
400,Holz::N,чувто,dru
401,Brett::N,лаз,dërrasë
402,Platte::N,плита,pllakë
403,Stütze::N,неже,shtyllë
404,Stütze::N,неже,mbështetesë
405,Stange::N,олга,shufër
406,Stock::N,мандо,dajak
407,Stab::N,олога,shkop
408,Rohr::N,турба,tub
409,Haus::N,кудо,shtëpi
410,Heim::N,кудо,konak
411,Heim::N,кудо,shtëpi
412,Ofen::N,каштомо,sobë
413,Ofen::N,каштомо,stufë
414,Fußboden::N,киякс,dysheme
415,Tisch::N,столь,tryezë
416,Stuhl::N,стул,karrige
417,Wiege::N,лавсь,djep
418,Wiege::N,нурямот,djep
419,Bett::N,ацамо,shtrat
420,Regal::N,лався,raft
421,Regal::N,лавсяланго,raft
422,Kiste::N,горобия,kuti
423,Kiste::N,сундук,kuti
424,Fenster::N,вальма,dritare
425,Tür::N,кенкш,derë
426,Tor::N,ортат,portë
427,Zaun::N,пирявт,gardh
428,Zaun::N,пирвякс,gardh
429,Dach::N,кудопря,çati
430,Leiter::N,кузтема,shkallë
431,Besen::N,тенсть,fshesë
432,Spaten::N,койме,lopatë
433,Schaufel::N,кече,qyrek
434,Schaufel::N,келей койме,qyrek
435,Gabel::N,сянгине,pirun
436,Löffel::N,пенч,lugë
437,Messer::N,пеель,thikë
438,Nagel::N,эске,gozhdë
439,Netz::N,алтыма,rrjetë
440,Haken::N,кечказ,grep
441,Haken::N,кечказ,grremç
442,Griff::N,кедне,dorak
443,Griff::N,кедне,dorezë
444,Schloss::N,замок,bravë
445,Schloss::N,панжома,bravë
446,Bild::N,картина,tablo
447,Bild::N,картина,pikturë
448,Figur::N,рунго,figurë
449,Puppe::N,няка,kukull
450,Beutel::N,кескав,qese
451,Beutel::N,кескав,trastë
452,Bündel::N,керькс,deng
453,Tasche::N,юдма,çantë
454,Eimer::N,ведра,kovë
455,Deckel::N,велькс,kapak
456,Deckel::N,велькс,mbulesë
457,Geschirr::N,кедьге,enë
458,Sack::N,кескав,thes
459,Sack::N,кескав,torbë
460,Tasse::N,чакш,filxhan
461,Topf::N,кастрюля,kusi
462,Topf::N,кастрюля,tenxhere
463,Kessel::N,котёл,kazan
464,Essen::N,ярсамо,ngrënie
465,Nahrung::N,ярсамопель,ushqim
466,Speise::N,ярсамопель,gatesë
467,Fleisch::N,сывель,mish
468,Getreide::N,сюро,drithë
469,Brei::N,каша,qull
470,Brot::N,кши,bukë
471,Scheibe::N,кочом,fetë
472,Scheibe::N,сускомо,fetë
473,Fett::N,куя,lyrë
474,Fett::N,куя,yndyrë
475,Butter::N,ой,gjalpë
476,Öl::N,ой,vaj
477,Salz::N,сал,kripë
478,Suppe::N,ям,supë
479,Suppe::N,ям,çorbë
480,Honig::N,медь,mjaltë
481,Milch::N,ловсо,qumësht
482,Tee::N,чай,çaj
483,Leder::N,киське,lëkurë
484,Wolle::N,пона,lesh
485,Stoff::N,коцт,pëlhurë
486,Nadel::N,салмукс,gjilpërë
487,Faden::N,суре,pe
488,Faden::N,суре,fije
489,Knopf::N,пов,kopsë
490,Knoten::N,сюлмо,komb
491,Farbe::N,артомапель,bojë
492,Kleidung::N,оршамот,veshje
493,Hemd::N,панар,këmishë
494,Kragen::N,сиве,jakë
495,Ärmel::N,ожа,mëngë
496,Hose::N,понкст,brekë
497,Gürtel::N,каркс,rrip
498,Mütze::N,чапка,kësulë
499,Schuh::N,туфля,këpucë
500,Stiefel::N,кем,çizme
501,Ring::N,суркс,unazë
502,Band::N,лента,shirit
503,Kamm::N,сурсеме,krehër
504,Spiegel::N,чавачамо,pasqyrë
505,Riemen::N,кшнань каркс,rrip
506,Schnur::N,пикс,litar
507,Schnur::N,пикс,cikomë
508,Leine::N,ведьме,rrip
509,Decke::N,вельтямо,batanije
510,Kissen::N,тодов,jastëk
511,Tuch::N,паця,shami
512,Handtuch::N,нардамо,peshqir
513,Kraft::N,вий,forcë
514,Stärke::N,виевчи,koll
515,Gesundheit::N,шумбрачи,shëndet
516,Krankheit::N,орма,sëmundje
517,Krankheit::N,сэредема,sëmundje
518,Schmerz::N,сэредькс,dhimbje
519,Wunde::N,керявкс,plagë
520,Fieber::N,маштыкс,ethe
521,Arznei::N,ормаменькс,ilaç
522,Brücke::N,сэдь,urë
523,Brücke::N,мадамо,urë
524,Brunnen::N,лисьма,pus
525,Weide::N,ракшань ванома тарка,kullotë
526,Pfad::N,ян,ravë
527,Pfad::N,ян,shteg
528,Weg::N,ки,udhë
529,Weg::N,ки,shteg
530,Straße::N,ки,rrugë
531,Dorf::N,веле,fshat
532,Dorf::N,веле,katund
533,Stadt::N,ош,qytet
534,Brief::N,сёрма,letër
535,Buch::N,книга,libër
536,Buchstabe::N,буква,shkronjë
537,Zeitung::N,газета,gazetë
538,Leben::N,эрямо,jetë
539,Tod::N,кулома,mortje
540,Grab::N,калмо,varr
541,Kirche::N,церькова,kishë
542,Sünde::N,чумочи,mëkat
543,Sünde::N,чумочи,gjynah
544,Gott::N,паз,hy
545,Gott::N,паз,zot
546,Arbeiter::N,робочей,punëtor
547,Chef::N,прявт,shef
548,Chef::N,прявт,drejtues
549,Meister::N,кол тевень тенця,mjeshtër
550,Arzt::N,врач,mjek
551,Arzt::N,врач,doktor
552,Lehrer::N,учитель,mësues
553,Lehrer::N,учитель,arsimtar
554,Lehrer::N,тонавтыця,mësues
555,Lehrer::N,тонавтыця,arsimtar
556,Geld::N,ярмак,para
557,Geld::N,ярмак,holla
558,Geschäft::N,ладязь тев,ujdi
559,Geschäft::N,ладязь тев,biznes
560,Laden::N,лавка,dyqan
561,Preis::N,питне,çmim
562,Ware::N,миевкс,mall
563,Ware::N,рамавкс,mall
564,Nutzen::N,паро,dobi
565,Nutzen::N,паро,leverdi
566,Nutzen::N,лезэ,dobi
567,Nutzen::N,лезэ,leverdi
568,Reichtum::N,сюпавчи,kamje
569,Reichtum::N,сюпавчи,pasuri
570,Welt::N,мир,botë
571,Welt::N,мастор ланго,botë
572,Land::N,мастор,vend
573,Staat::N,государства,shtet
574,König::N,король,mbret
575,Macht::N,азорксчи,fuqi
576,Macht::N,азорксчи,pushtet
577,Grenze::N,буен тешкс,kufi
578,Krieg::N,война,luftë
579,Feind::N,душман,armik
580,Gewalt::N,нарьгамо,dhunë
581,Kampf::N,тюрема,luftim
582,Bogen[Waffe]::N,нал,hark
583,Pfeil::N,нал,shigjetë
584,Gewehr::N,ружия,pushkë
585,Gewehr::N,винтовка,pushkë
586,Fehler::N,ильведькс,gafë
587,Fehler::N,ильведькс,gabim
588,Fehler::N,ильведевкс,gafë
589,Fehler::N,ильведевкс,gabim
590,Lüge::N,манчема,gënjeshtër
591,Lüge::N,кенгелема,gënjeshtër
592,Schaden::N,зыян,dëm
593,Schaden::N,зыян,zarar
594,Unglück::N,зыян,fatkeqësi
595,Schuld::N,чумочи,faj
596,Alter::N,шка,moshë
597,Schluss::N,пе,fund
598,Zeit::N,шка,kohë
599,Zeit::N,пинге,kohë
600,Tag::N,чи,ditë
601,Morgen::N,валске,mëngjes
602,Mittag::N,чикуншка,mesditë
603,Abend::N,чокшнэ,mbrëmje
604,Nacht::N,ве,natë
605,Woche::N,недля,javë
606,Monat::N,ков,muaj
607,Jahr::N,ие,vit
608,Frühling::N,тундо,pranverë
609,Sommer::N,кизэ,verë
610,Herbst::N,сёксь,vjeshtë
611,Winter::N,теле,dimër
612,Januar::N,якшамков,janar
613,Februar::N,февраль,shkurt
614,März::N,март,mars
615,April::N,апрель,prill
616,Mai::N,май,maj
617,Juni::N,июнь,qershor
618,Juli::N,июль,korrik
619,August::N,август,gusht
620,September::N,сентября,shtator
621,Oktober::N,октября,tetor
622,November::N,ноября,nëntor
623,Dezember::N,декабря,dhjetor
624,Montag::N,пондельник,hënë
625,Dienstag::N,овторник,martë
626,Mittwoch::N,серёда,mërkurë
627,Donnerstag::N,цетьверьг,enjte
628,Freitag::N,пеця,premte
629,Samstag::N,субута,shtunë
630,Samstag::N,шлямочи,shtunë
631,Sonntag::N,недлячи,diel
632,groß::A,ине,madh
633,groß::A,покш,madh
634,klein::A,вишка,vogël
635,lang::A,кувака,gjatë
636,kurz::A,нурькине,shkurtër
637,breit::A,келей,gjerë
638,schmal::A,теине,ngushtë
639,dicht::A,тусто,dendur
640,dick[Gegenstand]::A,эчке,trashë
641,dünn::A,човине,hollë
642,fein::A,човине,imët
643,fest::A,кеме,fortë
644,flach::A,лапужа,sheshtë
645,glatt::A,валаня,rrafshët
646,hart::A,калгодо,fortë
647,weich::A,чевте,butë
648,rund::A,кеверь,rrumbullakët
649,spitz::A,пшти,majëmprehtë
650,scharf::A,пшти,mprehtë
651,stumpf::A,ношка,topitur
652,schwer::A,стака,rëndë
653,schön::A,мазый,bukur
654,heiß::A,пси,nxehtë
655,warm::A,лембе,ngrohtë
656,kalt::A,якшамо,ftohtë
657,kühl::A,экше,freskët
658,frisch::A,свежа,pastër
659,feucht::A,летьке,lagësht
660,nass::A,начко,lagur
661,trocken::A,коське,thatë
662,voll::A,пешксе,plotë
663,leer::A,чаво,bosh
664,leer::A,чаво,zbrazët
665,offen::A,панжадо,hapur
666,offen::A,виде,hapur
667,geschlossen::A,пекстазь,mbyllur
668,geschlossen::A,сёлгозь,mbyllur
669,sauber::A,ванькс,dëlirë
670,schmutzig::A,ливезев,ndyrë
671,roh::A,верек,gjallë
672,reif::A,кенерезь,arrirë
673,lecker::A,тантей,shijshëm
674,süß::A,ламбамо,ëmbël
675,bitter::A,сэпей,hidhur
676,sauer::A,чапамо,thartë
677,hell::A,валдо,me dritë
678,dunkel::A,чопода,errët
679,schwarz::A,раужо,i zi
680,weiß::A,ашо,bardhë
681,rot::A,якстере,kuq
682,gelb::A,ожо,verdhë
683,blau::A,сэнь,blu
684,blau::A,сэнь,kaltër
685,grün::A,пиже,blertë
686,grün::A,пиже,gjelbër
687,grau::A,шержев,hirtë
688,grau::A,шержев,bojë hiri
689,bunt::A,сёрмав,shumëngjyrëshëm
690,billig::A,аволь питней,lirë
691,teuer::A,питней,shtrenjtë
692,wertvoll::A,питней,çmuar
693,wertvoll::A,питней,vlershëm
694,blind::A,сокор,qorr
695,blind::A,сокор,verbër
696,taub::A,амариця,shurdhër
697,kräftig::A,пек виев,fuqishëm
698,stark::A,виев,fortë
699,schwach::A,лавшо,dobët
700,fett::A,куя,dhjamur
701,schlank::A,виде ронга,hollë
702,hübsch::A,мазый,bukur
703,hübsch::A,мазый,hijshëm
704,böse::A,кежей,keq
705,dumm::A,чавола,teveqel
706,dumm::A,превтеме,teveqel
707,faul::A,нузякс,dembel
708,fleißig::A,мелень путыця,zellshëm
709,geizig::A,скупой,kurnac
710,geizig::A,скупой,dorështrënguar
711,klug::A,превей,mençur
712,geschickt::A,маштозь теезь,aftë
713,lieb::A,вадря,dashur
714,lustig::A,весёла,gëzuar
715,sanft::A,сэтьме,butë
716,hungrig::A,вачо,uritur
717,krank::A,сэредиця,sëmurë
718,nackt::A,штапо,lakuriq
719,nackt::A,штапо,zhveshur
720,traurig::A,нусманя,trishtuar
721,lebendig::A,эриця,gjallë
722,gut::A,паро,mirë
723,schlecht::A,берянь,keq
724,richtig::A,виде,drejtë
725,schlimm::A,берянь,keq
726,wahr::A,алкуксонь,vërtetë
727,alt::A,ташто,vjetër
728,neu::A,од,i ri
729,ehemalig::A,икелень,dikurshëm
730,alt[Lebewesen]::A,сыре,plak
731,jung::A,од,i ri
732,arm::A,кажов,varfër
733,arm::A,кажов,vobektë
734,reich::A,сюпав,pasur
735,bekannt::A,содавикс,njohur
736,berühmt::A,содавикс,famshëm
737,fremd::A,лия,huaj
738,fremd::A,асодавикс,huaj
739,verschieden::A,эрьва,ndryshëm
740,nah::A,а васолонь,afërt
741,fern::A,умонь,largët
742,fern::A,кезэрень,largët
743,linker::A,керш,majtë
744,rechter::A,вить,djathtë
745,anderer::A,лия,tjetër
746,erster::A,васень,parë
747,erster::A,васенце,parë
748,zweiter::A,омбоце,dytë
749,dritter::A,колмоце,i tretë
750,letzter::A,меельце,fundit
751,allein::ADV,башка,vetëm
752,allein::ADV,ськамонзо,vetëm
753,auf einmal::ADV,вейсэ,njëkohësisht
754,zusammen::ADV,вейс,bashkë
755,zusammen::ADV,вейс,së bashku
756,zusammen::ADV,вейсэ,bashkë
757,zusammen::ADV,вейсэ,së bashku
758,lange::ADV,кувать,për një kohë të gjatë
759,plötzlich::ADV,апак учо,befas
760,sofort::ADV,курок,menjëherë
761,sofort::ADV,курок,aty për aty
762,sofort::ADV,нейке,menjëherë
763,sofort::ADV,нейке,aty për aty
764,später::ADV,мейле,më vonë
765,jetzt::ADV,ней,tash
766,heute::ADV,течи,sot
767,morgen::ADV,ванды,nesër
768,bald::ADV,курок,shpejt
769,bald::ADV,курок,së shpejti
770,dann::ADV,мейле,pastaj
771,dann::ADV,седе мейле,pastaj
772,gestern::ADV,исяк,dje
773,einst::ADV,весть,dikur
774,einst::ADV,зярдо-бути,dikur
775,damals::ADV,сестэ,atëherë
776,danach::ADV,мейле,mandej
777,danach::ADV,седе мейле,mandej
778,vorher::ADV,васняяк,më parë
779,zuerst::ADV,васня,së pari
780,einmal::ADV,весть,njëherë
781,manchmal::ADV,лиясто,nganjëherë
782,oft::ADV,сеетьстэ,shpesh
783,immer::ADV,свал,përherë
784,immer::ADV,свал,gjithnjë
785,niemals::ADV,а зярдояк,kurrë
786,niemals::ADV,а зярдояк,asnjëherë
787,hier::ADV,тесэ,këtu
788,hierhin::ADV,тей,knej
789,von hier::ADV,тестэ,që këtej
790,von hier::ADV,тестэ,prej këtej
791,dort::ADV,тосо,aty
792,dort::ADV,тосо,atje
793,dorthin::ADV,тов,anej
794,geradeaus::ADV,витьстэ,drejt
795,vorwärts::ADV,икелев,mbroth
796,vorwärts::ADV,икелев,përpara
797,rückwärts::ADV,мекев,mbrapsht
798,zurück::ADV,мекев,prapa
799,zurück::ADV,мекев,mbrapsht
