,Concept_ID,ady,ga
1319,malen::V,шӏын,péinteáil
1320,zeichnen::V,шӏын,línigh
1321,zeichnen::V,шӏын,tarraing
1322,schreiben::V,тхын,scríobh
1323,besitzen::V,иӏэн,is le
1324,kaufen::V,щэфы́н,ceannaigh
1325,verkaufen::V,щэн,díol
1326,bezahlen::V,птын,íoc as
1327,bezahlen::V,лъыптын,íoc as
1328,bezahlen::V,птыжьы́н,íoc as
1329,zahlen::V,птын,íoc
1330,zahlen::V,лъыптын,íoc
1331,beherrschen::V,иунаеу иӏэн,rialaigh
1332,ertragen::V,щэчы́н,seas
1333,ertragen::V,щэчы́н,fulaing
1334,ertragen::V,щэчы́н,foighnigh
1335,Schnurrbart::N,,croiméal
1336,Nabel::N,,imleacán
1337,Wetter::N,,aimsir
1338,Frost::N,,sioc
1339,Raureif::N,,sioc bán
1340,Adler::N,,iolar
1341,Schwan::N,,eala
1342,Ton::N,,ton
1343,Sache::N,,ní
1344,Sache::N,,rud
1345,Schlitten::N,,carr sleamhnáin
1346,Last::N,,ualach
1347,Figur::N,,fíor
1348,Bündel::N,,beart
1349,Schuh::N,,bróg
1350,Arzt::N,,lia
1351,Arzt::N,,dochtúir
1352,lebendig::A,,beo
1353,zuerst::ADV,,ar dtús
1354,manchmal::ADV,,uaireanta
1355,niemals::ADV,,riamh
1356,hier::ADV,,anseo
1357,hierhin::ADV,,anseo
1358,von hier::ADV,,an áit seo
1359,schon::ADV,,cheana
1360,schon::ADV,,cheana féin
1361,sinken::V,,tit
1362,sinken::V,,ísligh
1363,klirren::V,,cling
1364,fliehen::V,,teith
1365,flüchten::V,,éalaigh
1366,geraten::V,,tá deireadh ar
1367,aufheben::V,,tóg
1368,aufheben::V,,ardaigh
1369,beugen::V,,crom
1370,umdrehen::V,,iompaigh
1371,umdrehen::V,,tiontaigh
1372,bekommen::V,,faigh
1373,erhalten::V,,faigh
1374,treten::V,,ciceáil
