,Concept_ID,tt,fi
134,Küste::N,яр буе,rannikko
135,Festland::N,коры җир,manner
136,Meer::N,диңгез,meri
137,Bucht::N,бухта,lahti
138,Bucht::N,култык,lahti
139,Insel::N,атау,saari
140,Insel::N,утрау,saari
141,Blume::N,чәчкә,kukka
142,Gras::N,үлән,ruoho
143,Wurzel::N,тамыр,juuri
144,Baum::N,агач,puu
145,Stamm::N,кәүсә,runko
146,Rinde::N,кабык,kuori
147,Rinde::N,кабык,parkki
148,Ast::N,ботак,oksa
149,Zweig::N,ботак,haara
150,Zweig::N,тармак,haara
151,Blatt::N,яфрак,lehti
152,Birke::N,каен,koivu
153,Kiefer[Baum]::N,нарат,mänty
154,Kiefer[Baum]::N,нарат,petäjä
155,Weide[Baum]::N,тал,paju
156,Tanne::N,чыршы,kuusi
157,Horn::N,мөгез,sarvi
158,Feder::N,йон,sulka
159,Feder::N,йон,höyhen
160,Fell::N,тире,talja
161,Flügel::N,канат,siipi
162,Klaue::N,тырнак,kynsi
163,Kralle::N,тырнак,kynsi
164,Schwanz::N,койрык,häntä
165,Schwanz::N,койрык,pyrstö
166,Ei::N,күкәй,muna
167,Ei::N,йомырка,muna
168,Nest::N,оя,pesä
169,Bau::N,өн,pesä
170,Tier::N,хайван,eläin
171,Herde::N,көтү,lauma
172,Kuh::N,сыер,lehmä
173,Bulle::N,үгез,sonni
174,Pferd::N,ат,hevonen
175,Schaf::N,сарык,lammas
176,Schwein::N,дуңгыз,sika
177,Hund::N,эт,koira
178,Katze::N,песи,kissa
179,Bär::N,аю,karhu
180,Eichhörnchen::N,тиен,orava
181,Elch::N,поши,hirvi
182,Fuchs::N,төлке,kettu
183,Hase::N,куян,jänis
184,Maus::N,тычкан,hiiri
185,Wolf::N,бүре,susi
186,Vogel::N,кош,lintu
187,Schwarm::N,көтү,parvi
188,Huhn::N,тавык,kana
189,Hahn::N,әтәч,kukko
190,Gans::N,каз,hanhi
191,Adler::N,каракош,kotka
192,Ente::N,үрдәк,ankka
193,Eule::N,ябалак,pöllö
194,Kranich::N,торна,kurki
195,Krähe::N,карга,varis
196,Kuckuck::N,күке,käki
197,Kuckuck::N,кәккүк,käki
198,Schwan::N,аккош,joutsen
199,Fisch::N,балык,kala
200,Barsch::N,алабуга,ahven
201,Hecht::N,чуртан,hauki
202,Schlange[Tier]::N,елан,käärme
203,Wurm::N,корт,mato
204,Spinne::N,үрмәкүч,hämähäkki
205,Ameise::N,кырмыска,muurahainen
206,Laus::N,бет,täi
207,Mücke::N,черки,sääski
208,Mücke::N,черки,hyttynen
209,Mücke::N,озынборын,sääski
210,Mücke::N,озынборын,hyttynen
211,Fliege::N,чебен,kärpänen
212,Schmetterling::N,күбәләк,perhonen
213,Beere::N,җиләк,marja
214,Apfel::N,алма,omena
215,Pilz::N,гөмбә,sieni
216,Zwiebel::N,суган,sipuli
217,Zwiebel::N,суганбаш,sipuli
218,Saat::N,орлык,siemenet
219,Korn::N,иген,jyvä
220,Korn::N,иген,vilja
221,Korn::N,орлык,jyvä
222,Korn::N,орлык,vilja
223,Heu::N,печән,heinä
224,Schale::N,кабык,kuori
225,Grube::N,баз,kuoppa
226,Grube::N,чокыр,kuoppa
227,Falle::N,тозак,loukku
228,Falle::N,капкын,loukku
229,Schlinge::N,элмәк,ansa
230,Spur::N,эз,jälki
231,Asche::N,көл,tuhka
232,Dreck::N,пычрак,lika
233,Eisen::N,тимер,rauta
234,Gold::N,алтын,kulta
235,Silber::N,көмеш,hopea
236,Kohle::N,күмер,hiili
237,Glas::N,пыяла,lasi
238,Lehm::N,балчык,savi
239,Sand::N,ком,hiekka
240,Mensch::N,адәм,ihminen
241,Mensch::N,инсан,ihminen
242,Mann::N,ир,mies
243,Frau::N,хатын,nainen
244,Kind::N,бала,lapsi
245,Junge::N,малай,poika
246,Mädchen::N,кыз,tyttö
247,Familie::N,гаилә,perhe
248,Großvater::N,бабай,isoisä
249,Großmutter::N,әби,isoäiti
250,Eltern::N,ата-ана,vanhemmat
251,Vater::N,ата,isä
252,Mutter::N,ана,äiti
253,Sohn::N,ул,poika
254,Tochter::N,кыз,tytär
255,Bruder::N,кардәш,veli
256,Schwester::N,апа,sisko
257,Schwester::N,сеңел,sisko
258,Onkel::N,дәдә,eno
259,Onkel::N,дәдә,setä
260,Onkel::N,дәдәй,eno
261,Onkel::N,дәдәй,setä
262,Tante::N,түти,täti
263,Tante::N,тәтәй,täti
264,Ehemann::N,ир,mies
265,Ehemann::N,ир,aviomies
266,Ehefrau::N,хатын,vaimo
267,Ehefrau::N,хатын,aviovaimo
268,Freude::N,сөенеч,ilo
269,Freude::N,сөенеч,riemu
270,Gelächter::N,көлү,nauru
271,Gelächter::N,көлеш,nauru
272,Glück::N,бәхет,onni
273,Kummer::N,хәсрәт,suru
274,Kummer::N,хәсрәт,murhe
275,Wunsch::N,теләк,toive
276,Wunsch::N,теләк,toivomus
277,Lust::N,теләк,himo
278,Lust::N,теләү,himo
279,Geist::N,рух,henki
280,Gedanke::N,уй,aate
281,Gedanke::N,уй,ajatus
282,Gedanke::N,фикер,aate
283,Gedanke::N,фикер,ajatus
284,Gedächtnis::N,хәтер,muisti
285,Verstand::N,акыл,äly
286,Verstand::N,акыл,järki
287,Verstand::N,акыл,ymmärrys
288,Sinn::N,мәгънә,merkitys
289,Grund::N,сәбәп,syy
290,Grund::N,сәбәп,peruste
291,Wahrheit::N,хак,tosi
292,Wahrheit::N,хак,totuus
293,Gespräch::N,әңгәмә,puhelu
294,Gespräch::N,әңгәмә,keskustelu
295,Märchen::N,әкият,satu
296,Erzählung::N,хикәя,tarina
297,Erzählung::N,хикәя,kertomus
298,Nachricht::N,хәбәр,tieto
299,Nachricht::N,хәбәр,ilmoitus
300,Neuigkeit::N,яңалык,uutinen
301,Name::N,исем,nimi
302,Rätsel::N,табышмак,arvoitus
303,Rede::N,нотык,puhe
304,Sprache::N,тел,kieli
305,Stimme::N,тавыш,ääni
306,Wort::N,сүз,sana
307,Zeichen::N,ишарә,merkki
308,Ruf::N,дәшү,kutsu
309,Lärm::N,шау,melu
310,Lärm::N,шау,hälinä
311,Laut::N,аваз,ääni
312,Ton::N,шалтырату,sävel
313,Lied::N,җыр,laulu
314,Ruhe::N,тынлык,lepo
315,Ruhe::N,тынлык,rauha
316,Leute::N,халык,väki
317,Leute::N,халык,ihmiset
318,Volk::N,халык,kansa
319,Arbeit::N,эш,työ
320,Arbeit::N,хезмәт,työ
321,Gast::N,кунак,vieras
322,Geschenk::N,бүләк,lahja
323,Spiel::N,уен,peli
324,Spiel::N,уен,leikki
325,Gesellschaft::N,җәмгыять,seura
326,Hilfe::N,ярдәм,apu
327,Hilfe::N,булышлык,apu
328,Freund::N,дус,ystävä
329,Kamerad::N,иптәш,toveri
330,Angelegenheit::N,эш,asia
331,Anzahl::N,микъдар,lukumäärä
332,Art::N,төр,laji
333,Stück::N,кисәк,pala
334,Stück::N,кисәк,kappale
335,Teil::N,өлеш,osa
336,Hälfte::N,ярым,puoli
337,Kreis::N,түгәрәк,ympyrä
338,Kreuz::N,хач,risti
339,Kreuz::N,тәре,risti
340,Linie::N,сызык,viiva
341,Strich::N,сызык,piirto
342,Abstand::N,ара,väli
343,Abstand::N,ара,väljyys
344,Entfernung::N,ераклык,etäisyys
345,Gegend::N,урын,seutu
346,Platz::N,бушлык,tila
347,Ort::N,урын,kohta
348,Ort::N,урын,paikka
349,Seite::N,як,sivu
350,Seite::N,як,kylki
351,Mitte::N,урта,keskus
352,Mitte::N,урта,puoliväli
353,Gegenstand::N,нәрсә,kalu
354,Gegenstand::N,нәрсә,esine
355,Sache::N,нәрсә,asia
356,Rand::N,чит,ääri
357,Rand::N,чит,syrjä
358,Kante::N,кырый,särmä
359,Ecke::N,почмак,nurkka
360,Spitze::N,оч,terä
361,Spitze::N,оч,kärki
362,Ende::N,азак,pää
363,Ende::N,азак,perä
364,Loch::N,тишек,kolo
365,Loch::N,тишек,reikä
366,Winkel::N,почмак,kulma
367,Muster::N,парча,kuvio
368,Größe::N,зурлык,koko
369,Größe::N,зурлык,suuruus
370,Länge::N,озынлык,pituus
371,Höhe::N,биеклек,korkeus
372,Gewicht::N,авырлык,paino
373,Menge::N,микъдар,määrä
374,Haufen::N,өем,kasa
375,Reihe::N,рәт,rivi
376,Boot::N,каек,vene
377,Boot::N,көймә,vene
378,Ruder::N,ишкәк,airo
379,Schlitten::N,чана,reki
380,Schlitten::N,чана,kelkka
381,Ski::N,чаңгы,suksi
382,Lagerfeuer::N,костёр,nuotio
383,Last::N,йөк,kuorma
384,Gang::N,йөреш,kulku
385,Gang::N,йөреш,käynti
386,Schritt::N,адым,askel
387,Norden::N,төньяк,pohjoinen
388,Süden::N,көньяк,etelä
389,Westen::N,көнбатыш,länsi
390,Osten::N,шәрык,itä
391,Osten::N,көнчыгыш,itä
392,Holz::N,агач,puu
393,Brett::N,такта,lauta
394,Platte::N,плитә,levy
395,Stütze::N,таяу,noja
396,Stange::N,колга,tanko
397,Stock::N,таяк,keppi
398,Stab::N,таяк,sauva
399,Stab::N,таяк,seiväs
400,Rohr::N,торба,putki
401,Haus::N,өй,talo
402,Haus::N,йорт,talo
403,Heim::N,гаилә,koti
404,Heim::N,нәсел,koti
405,Ofen::N,мич,uuni
406,Fußboden::N,идән,lattia
407,Tisch::N,өстәл,pöytä
408,Stuhl::N,утыргыч,tuoli
409,Wiege::N,бишек,kehto
410,Bett::N,ятак,sänky
411,Bett::N,урын-җир,sänky
412,Regal::N,киштә,hylly
413,Regal::N,шүрлек,hylly
414,Kiste::N,әрҗә,arkku
415,Kiste::N,әрҗә,kirstu
416,Kiste::N,әрҗә,laatikko
417,Fenster::N,тәрәзә,ikkuna
418,Tür::N,ишек,ovi
419,Tor::N,капка,portti
420,Zaun::N,койма,aita
421,Dach::N,түбә,katto
422,Leiter::N,баскыч,tikkaat
423,Leiter::N,баскыч,tikapuut
424,Besen::N,себерке,luuta
425,Spaten::N,көрәк,lapio
426,Schaufel::N,көрәк,lapio
427,Gabel::N,чәннечке,haarukka
428,Löffel::N,кашык,lusikka
429,Messer::N,пычак,veitsi
430,Nagel::N,кадак,naula
431,Netz::N,челтәр,verkko
432,Haken::N,ыргак,haka
433,Haken::N,ыргак,koukku
434,Griff::N,тотка,ripa
435,Griff::N,тотка,kahva
436,Schloss::N,йозак,lukko
437,Bild::N,рәсем,kuva
438,Bild::N,картина,kuva
439,Figur::N,сын,kuvio
440,Figur::N,фигура,kuvio
441,Puppe::N,курчак,nukke
442,Beutel::N,луза,pussi
443,Bündel::N,бәйләм,nippu
444,Bündel::N,бәйләм,kimppu
445,Tasche::N,букча,laukku
446,Eimer::N,чиләк,sanko
447,Eimer::N,чиләк,ämpäri
448,Deckel::N,капкач,kansi
449,Geschirr::N,савыт-саба,astia
450,Geschirr::N,кашык-аяк,astia
451,Sack::N,капчык,säkki
452,Tasse::N,чынаяк,kuppi
453,Topf::N,чүлмәк,pata
454,Kessel::N,казан,kattila
455,Essen::N,ашау,syönti
456,Nahrung::N,азык,ruoka
457,Nahrung::N,азык,ravinto
458,Nahrung::N,тәгам,ruoka
459,Nahrung::N,тәгам,ravinto
460,Nahrung::N,ашамлык,ruoka
461,Nahrung::N,ашамлык,ravinto
462,Speise::N,ризык,ruoka
463,Fleisch::N,ит,liha
464,Getreide::N,ашлык,vilja
465,Brei::N,ботка,puuro
466,Brot::N,ипи,leipä
467,Brot::N,икмәк,leipä
468,Scheibe::N,телем,viipale
469,Fett::N,май,rasva
470,Butter::N,май,voi
471,Öl::N,май,öljy
472,Salz::N,тоз,suola
473,Suppe::N,шулпа,keitto
474,Honig::N,бал,hunaja
475,Milch::N,сөт,maito
476,Tee::N,чәй,tee
477,Leder::N,күн,nahka
478,Wolle::N,йон,villa
479,Stoff::N,тукыма,kangas
480,Nadel::N,энә,neula
481,Faden::N,җеп,lanka
482,Knopf::N,төймә,nappi
483,Knoten::N,төен,solmu
484,Farbe::N,буяу,maali
485,Kleidung::N,кием,vaatteet
486,Hemd::N,күлмәк,paita
487,Kragen::N,яка,kaulus
488,Ärmel::N,җиң,hiha
489,Hose::N,чалбар,housut
490,Gürtel::N,билбау,vyö
491,Mütze::N,бүрек,lakki
492,Schuh::N,башмак,kenkä
493,Stiefel::N,итек,saapas
494,Ring::N,балдак,sormus
495,Band::N,тасма,nauha
496,Kamm::N,тарак,kampa
497,Spiegel::N,көзге,peili
498,Riemen::N,каеш,hihna
499,Schnur::N,бау,naru
500,Schnur::N,бау,nuora
501,Leine::N,тезген,talutushihna
502,Decke::N,юрган,peite
503,Kissen::N,мендәр,tyyny
504,Kissen::N,мендәр,pielus
505,Tuch::N,яулык,huivi
506,Handtuch::N,сөлгә,pyyheliina
507,Kraft::N,егәр,väki
508,Kraft::N,егәр,voima
509,Kraft::N,дәрман,väki
510,Kraft::N,дәрман,voima
511,Stärke::N,көч,vahvuus
512,Stärke::N,дәрман,vahvuus
513,Gesundheit::N,саулык,terveys
514,Krankheit::N,чир,tauti
515,Krankheit::N,чир,sairaus
516,Krankheit::N,хаста,tauti
517,Krankheit::N,хаста,sairaus
518,Krankheit::N,сырхау,tauti
519,Krankheit::N,сырхау,sairaus
520,Schmerz::N,авырту,kipu
521,Schmerz::N,авырту,särky
522,Wunde::N,яра,haava
523,Wunde::N,җәрәхәт,haava
524,Fieber::N,бизгәк,kuume
525,Arznei::N,дару,lääke
526,Brücke::N,күпер,silta
527,Brunnen::N,кое,kaivo
528,Weide::N,утлавык,laidun
529,Pfad::N,сукмак,polku
530,Weg::N,юл,tie
531,Straße::N,урам,katu
532,Dorf::N,авыл,kylä
533,Stadt::N,шәһәр,kaupunki
534,Brief::N,хат,kirje
535,Buch::N,китап,kirja
536,Buchstabe::N,хәреф,kirjain
537,Zeitung::N,газет,lehti
538,Zeitung::N,газет,sanomalehti
539,Zeitung::N,газета,lehti
540,Zeitung::N,газета,sanomalehti
541,Leben::N,гомер,elo
542,Leben::N,гомер,elämä
543,Leben::N,тормыш,elo
544,Leben::N,тормыш,elämä
545,Leben::N,тереклек,elo
546,Leben::N,тереклек,elämä
547,Tod::N,үлем,kuolema
548,Grab::N,гүр,hauta
549,Grab::N,кабер,hauta
550,Kirche::N,чиркәү,kirkko
551,Sünde::N,язык,synti
552,Sünde::N,гөнаһ,synti
553,Gott::N,алла,jumala
554,Gott::N,ходай,jumala
555,Arbeiter::N,эшче,työläinen
556,Chef::N,башлык,päällikkö
557,Meister::N,оста,mestari
558,Arzt::N,врач,lääkäri
559,Arzt::N,табиб,lääkäri
560,Lehrer::N,укытучы,opettaja
561,Lehrer::N,мөгаллим,opettaja
562,Geld::N,акча,raha
563,Geschäft::N,эш,liike
564,Laden::N,кибет,puoti
565,Laden::N,кибет,kauppa
566,Laden::N,магазин,puoti
567,Laden::N,магазин,kauppa
568,Preis::N,бәя,hinta
569,Preis::N,бәһа,hinta
570,Ware::N,товар,tavara
571,Nutzen::N,файда,hyöty
572,Reichtum::N,байлык,rikkaus
573,Welt::N,дөнья,maailma
574,Land::N,ил,maa
575,Staat::N,дәүләт,valtio
576,König::N,патша,kuningas
577,Macht::N,хакимият,mahti
578,Grenze::N,чик,raja
579,Krieg::N,сугыш,sota
580,Feind::N,дошман,vihollinen
581,Gewalt::N,көчләү,väkivalta
582,Kampf::N,көрәш,taistelu
583,Bogen[Waffe]::N,җәя,jousi
584,Pfeil::N,ук,nuoli
585,Gewehr::N,мылтык,kivääri
586,Fehler::N,хата,vika
587,Fehler::N,хата,virhe
588,Lüge::N,ялган,valhe
589,Schaden::N,зыян,vaurio
590,Schaden::N,зыян,vahinko
591,Schaden::N,зарар,vaurio
592,Schaden::N,зарар,vahinko
593,Unglück::N,бәла,vahinko
594,Unglück::N,бәла,onnettomuus
595,Schuld::N,гаеп,syy
596,Alter::N,яшь,ikä
597,Schluss::N,ахыр,loppu
598,Zeit::N,заман,aika
599,Tag::N,көн,päivä
600,Morgen::N,иртә,aamu
601,Morgen::N,иртә,huomen
602,Mittag::N,өйлә,keskipäivä
603,Abend::N,кич,ilta
604,Nacht::N,төн,yö
605,Woche::N,атна,viikko
606,Monat::N,ай,kuukausi
607,Jahr::N,ел,vuosi
608,Frühling::N,яз,kevät
609,Sommer::N,җәй,kesä
610,Herbst::N,көз,syksy
611,Winter::N,кыш,talvi
612,Januar::N,гыйнвар,tammikuu
613,Februar::N,февраль,helmikuu
614,März::N,март,maaliskuu
615,April::N,апрель,huhtikuu
616,Mai::N,май,toukokuu
617,Juni::N,июнь,kesäkuu
618,Juli::N,июль,heinäkuu
619,August::N,август,elokuu
620,September::N,сентябрь,syyskuu
621,Oktober::N,октябрь,lokakuu
622,November::N,ноябрь,marraskuu
623,Dezember::N,декабрь,joulukuu
624,Montag::N,дүшәмбе,maanantai
625,Dienstag::N,сишәмбе,tiistai
626,Mittwoch::N,чәршәмбе,keskiviikko
627,Donnerstag::N,атнакич,torstai
628,Donnerstag::N,пәнҗешәмбе,torstai
629,Freitag::N,җомга,perjantai
630,Samstag::N,шимбә,lauantai
631,Sonntag::N,якшәмбе,sunnuntai
632,groß::A,зур,iso
633,groß::A,зур,suuri
634,klein::A,кечкенә,pieni
635,lang::A,озын,pitkä
636,kurz::A,кыска,lyhyt
637,breit::A,киң,leveä
638,schmal::A,кысык,kapea
639,dicht::A,куе,taaja
640,dick[Gegenstand]::A,калын,paksu
641,dünn::A,нечкә,ohut
642,fein::A,нәзакәтле,hieno
643,fest::A,нык,luja
644,flach::A,яссы,litteä
645,flach::A,яссы,tasainen
646,flach::A,ялпак,litteä
647,flach::A,ялпак,tasainen
648,glatt::A,шома,sileä
649,glatt::A,шома,siloinen
650,hart::A,каты,kova
651,weich::A,йомшак,pehmeä
652,rund::A,түгәрәк,pyöreä
653,spitz::A,очлы,terävä
654,scharf::A,үткен,terävä
655,stumpf::A,үтмәс,tylsä
656,schwer::A,салмак,raskas
657,schwer::A,салмак,painava
658,schön::A,гүзәл,kaunis
659,heiß::A,эссе,kuuma
660,warm::A,җылы,lämmin
661,kalt::A,суык,kylmä
662,kalt::A,суык,viluinen
663,kalt::A,салкын,kylmä
664,kalt::A,салкын,viluinen
665,kühl::A,салкынча,viileä
666,frisch::A,салкынча,tuore
667,feucht::A,юеш,kostea
668,nass::A,дымлы,märkä
669,trocken::A,коры,kuiva
670,voll::A,тулы,täysi
671,leer::A,буш,tyhjä
672,offen::A,ачык,avonainen
673,geschlossen::A,йомык,suljettu
674,sauber::A,пакь,puhdas
675,sauber::A,чиста,puhdas
676,schmutzig::A,керле,likainen
677,schmutzig::A,пычрак,likainen
678,roh::A,чи,raaka
679,reif::A,өлгергән,kypsä
680,lecker::A,тәмле,herkullinen
681,süß::A,татлы,makea
682,bitter::A,ачы,karvas
683,bitter::A,ачы,kitkerä
684,sauer::A,әче,hapan
685,hell::A,якты,kirkas
686,hell::A,якты,valoisa
687,dunkel::A,кара,pimeä
688,schwarz::A,кара,musta
689,weiß::A,ак,valkea
690,rot::A,кызыл,punainen
691,gelb::A,сары,keltainen
692,blau::A,күк,sininen
693,grün::A,яшел,vihreä
694,grau::A,соры,harmaa
695,bunt::A,чуар,kirjava
696,billig::A,арзан,halpa
697,billig::A,арзан,huokea
698,teuer::A,хаклы,kallis
699,wertvoll::A,кыйммәтле,arvokas
700,blind::A,сукыр,sokea
701,blind::A,күзсез,sokea
702,taub::A,чукрак,kuuro
703,taub::A,саңгырау,kuuro
704,kräftig::A,егәрле,väkevä
705,kräftig::A,егәрле,voimakas
706,stark::A,нык,vahva
707,stark::A,базык,vahva
708,schwach::A,зәгыйфь,heikko
709,fett::A,симез,lihava
710,schlank::A,нәзек,hoikka
711,schlank::A,нәзек,solakka
712,hübsch::A,чибәр,soma
713,hübsch::A,чибәр,sievä
714,böse::A,усал,paha
715,böse::A,усал,häijy
716,dumm::A,акылсыз,tyhmä
717,dumm::A,акылсыз,typerä
718,faul::A,ялкау,laiska
719,faul::A,иренчәк,laiska
720,fleißig::A,тырыш,ahkera
721,fleißig::A,тырышучан,ahkera
722,geizig::A,саран,saita
723,klug::A,акыллы,älykäs
724,geschickt::A,маһир,taitava
725,lieb::A,сөекле,rakas
726,lustig::A,күңелле,hauska
727,lustig::A,күңелле,iloinen
728,sanft::A,басынкы,lauha
729,sanft::A,басынкы,lempeä
730,hungrig::A,ач,nälkäinen
731,krank::A,чирле,sairas
732,krank::A,сырхау,sairas
733,nackt::A,шәрә,alaston
734,traurig::A,ямансу,surullinen
735,traurig::A,ямансу,murheellinen
736,lebendig::A,тере,elävä
737,gut::A,яхшы,hyvä
738,schlecht::A,начар,paha
739,schlecht::A,начар,huono
740,richtig::A,дөрес,oikea
741,schlimm::A,әшәкә,paha
742,wahr::A,чып-чын,tosi
743,alt::A,иске,vanha
744,neu::A,яңа,uusi
745,ehemalig::A,элекке,entinen
746,ehemalig::A,элекке,muinainen
747,alt[Lebewesen]::A,карт,vanha
748,jung::A,яшь,nuori
749,arm::A,фәкыйрь,köyhä
750,reich::A,бай,rikas
751,bekannt::A,таныш,tuttu
752,bekannt::A,таныш,tunnettu
753,berühmt::A,атаклы,kuuluisa
754,fremd::A,ят,vieras
755,verschieden::A,төрле,eri
756,verschieden::A,төрле,erilainen
757,nah::A,якын,läheinen
758,fern::A,ерак,etäinen
759,linker::A,сул,vasen
760,rechter::A,уң,oikea
761,anderer::A,бүтән,muu
762,anderer::A,бүтән,toinen
763,erster::A,беренче,ensimmäinen
764,zweiter::A,икенче,toinen
765,dritter::A,өченче,kolmas
766,letzter::A,ахыргы,viimeinen
767,allein::ADV,ялгыз,yksin
768,auf einmal::ADV,бердән,yhdellä kertaa
769,zusammen::ADV,бергә,yhdessä
770,lange::ADV,озак,kauan
771,lange::ADV,озак,pitkään
772,plötzlich::ADV,искәрмәстән,äkkiä
773,sofort::ADV,хәзер,heti
774,später::ADV,соңрак,myöhemmin
775,jetzt::ADV,хәзер,nyt
776,heute::ADV,бүген,tänään
777,morgen::ADV,иртәгә,huomenna
778,bald::ADV,тиздән,pian
779,dann::ADV,аннары,sitten
780,gestern::ADV,кичә,eilen
781,einst::ADV,берчак,aikanaan
782,damals::ADV,ул вакытта,silloin
783,damals::ADV,ул вакытта,siihen aikaan
784,damals::ADV,ул чакта,silloin
785,damals::ADV,ул чакта,siihen aikaan
786,danach::ADV,да,sen jälkeen
787,vorher::ADV,элек,ennen
788,zuerst::ADV,башта,ensin
789,zuerst::ADV,башта,ensiksi
790,einmal::ADV,бер,kerran
791,einmal::ADV,бер мәртәбә,kerran
792,manchmal::ADV,кайчакта,joskus
793,oft::ADV,еш,usein
794,immer::ADV,һәркайчан,aina
795,niemals::ADV,hичбер вакыт,ei koskaan
796,hier::ADV,монда,tässä
797,hier::ADV,монда,täällä
798,hier::ADV,биредә,tässä
799,hier::ADV,биредә,täällä
800,hierhin::ADV,монда,tähän
801,von hier::ADV,моннан,tästä
802,von hier::ADV,моннан,täältä
803,dort::ADV,анда,siinä
804,dort::ADV,анда,siellä
805,dorthin::ADV,тегеләй,sinne
806,dorthin::ADV,тегеләй,tuonne
807,geradeaus::ADV,турыдан-туры,suoraan
808,vorwärts::ADV,алга,eteenpäin
