,Concept_ID,ca,kv
483,Weide::N,pastura,пода йирсян
484,Pfad::N,senda,туй
485,Pfad::N,sender,туй
486,Weg::N,camí,туй
487,Straße::N,carretera,туй
488,Dorf::N,poble,деревня
489,Stadt::N,ciutāt,город
490,Brief::N,carta,гижӧт
491,Buch::N,llibre,книга
492,Buchstabe::N,lletra,буква
493,Zeitung::N,diāri,газета
494,Leben::N,vida,олан
495,Tod::N,mort,кулӧм
496,Grab::N,tomba,гу
497,Kirche::N,església,вичку
498,Sünde::N,pecat,грек
499,Gott::N,déu,ен
500,Arbeiter::N,obrer,уджалiсь
501,Chef::N,cap,начальник
502,Meister::N,mestre,мастер
503,Arzt::N,metge,врач
504,Lehrer::N,mestre,велӧтісь
505,Geld::N,dinērs,деньга
506,Geschäft::N,negoci,удж
507,Laden::N,tenda,магазин
508,Laden::N,botiga,магазин
509,Preis::N,preu,дон
510,Ware::N,mercaderia,товар
511,Nutzen::N,profit,путь
512,Reichtum::N,riquesa,богатство
513,Welt::N,món,му
514,Land::N,país,страна
515,Staat::N,estat,государство
516,König::N,rei,кан
517,Macht::N,poder,власть
518,Macht::N,potència,власть
519,Grenze::N,frontera,граница
520,Krieg::N,guerra,война
521,Feind::N,enemic,враг
522,Gewalt::N,violència,
523,Kampf::N,lluita,нярасьӧм
524,Kampf::N,lluita,вермасьӧм
525,Bogen[Waffe]::N,arc,лук
526,Pfeil::N,fletxa,ньӧв
527,Gewehr::N,fusell,ружьё
528,Gewehr::N,escopeta,ружьё
529,Fehler::N,falta,ошибка
530,Lüge::N,mentida,ылӧтӧм
531,Lüge::N,mentida,пӧрьялӧм
532,Schaden::N,dany,лёк
533,Unglück::N,desgràcia,пик
534,Unglück::N,desgràcia,оказзё
535,Schuld::N,culpa,вина
536,Alter::N,edat,
537,Schluss::N,fi,ком
538,Schluss::N,final,ком
539,Zeit::N,temps,кад
540,Tag::N,dia,лун
541,Morgen::N,matí,асыв
542,Mittag::N,migdia,луншӧр кад
543,Abend::N,vespre,рыт
544,Nacht::N,nit,ой
545,Woche::N,setmana,неделя
546,Monat::N,mes,тӧлicь
547,Jahr::N,any,год
548,Frühling::N,primavera,тулыс
549,Sommer::N,estīu,гожум
550,Herbst::N,tardor,ар
551,Winter::N,hivērn,тӧв
552,Januar::N,gener,январ
553,Februar::N,febrer,февраль
554,März::N,març,март
555,April::N,abril,апрель
556,Mai::N,maig,май
557,Juni::N,juny,юнь
558,Juli::N,juliol,юль
559,August::N,agost,август
560,September::N,setembre,сентяб
561,Oktober::N,octubre,октяб
562,November::N,novembre,нояб
563,Dezember::N,desembre,декаб
564,Montag::N,dilluns,вильлун
565,Dienstag::N,dimarts,мӧдӧдзлун
566,Mittwoch::N,dimecres,шӧрлун
567,Donnerstag::N,dijous,нёльӧдзлун
568,Freitag::N,divendres,витӧдзлун
569,Samstag::N,dissabte,пывсянлун
570,Sonntag::N,diumenge,кресення
571,groß::A,gros,ыджыт
572,klein::A,petīt,учӧтик
573,lang::A,llarg,кузь
574,kurz::A,curt,дженыт
575,breit::A,ample,ота
576,schmal::A,estret,векнит
577,dicht::A,dens,тшӧк
578,dick[Gegenstand]::A,gruixūt,кыз
579,dünn::A,prim,вӧснит
580,fein::A,fi,вӧснит
581,fest::A,ferm,крепыт
582,fest::A,sòlid,крепыт
583,flach::A,pla,лапкӧса
584,glatt::A,llis,волькыт
585,hart::A,dur,чӧрыт
586,weich::A,tou,небыт
587,rund::A,rodó,гӧгрӧса
588,spitz::A,punxegut,ёся
589,scharf::A,agut,лэчыт
590,stumpf::A,rom,ныж
591,stumpf::A,esmussat,ныж
592,schwer::A,pesāt,сьӧкыт
593,schön::A,bonīc,басӧк
594,heiß::A,calēnt,жар
595,warm::A,càlid,шоныт
596,kalt::A,fred,кӧдзыт
597,kühl::A,fresc,сайкыт
598,frisch::A,fresc,виль
599,feucht::A,humit,вакодь
600,nass::A,mullat,ва
601,trocken::A,sec,кӧс
602,voll::A,ple,тыра
603,leer::A,buit,тыртӧм
604,offen::A,obert,оссьӧм
605,geschlossen::A,tancat,игана
606,geschlossen::A,tancat,пӧдана
607,sauber::A,net,сӧдз
608,sauber::A,net,сӧстӧм
609,schmutzig::A,brut,нятьӧсь
610,roh::A,cru,путӧм
611,reif::A,madur,кисьмалӧм
612,lecker::A,deliciós,кӧра 
613,süß::A,dolç,чӧскыт
614,bitter::A,amarg,курыт
615,sauer::A,agre,шӧма 
616,hell::A,clar,югыт
617,dunkel::A,fosc,пемыт
618,schwarz::A,negre,сьӧд
619,weiß::A,blanc,чочком
620,rot::A,vermēll,гӧрд
621,gelb::A,groc,веж
622,blau::A,blau,лӧз
623,grün::A,verd,веж
624,grau::A,gris,руд
625,grau::A,gris,бусӧй
626,bunt::A,multicolor,быдрӧма
627,billig::A,barat,донтӧм
628,teuer::A,car,дона
629,wertvoll::A,preciós,дона
630,blind::A,cec,синтӧм
631,taub::A,sord,пельтӧм
632,kräftig::A,fort,вына
633,kräftig::A,vigorós,вына
634,stark::A,fort,вына
635,schwach::A,feble,некодя
636,fett::A,gras,госа
637,schlank::A,esvelt,статя
638,hübsch::A,maco,басӧк
639,böse::A,dolent,лёк
640,dumm::A,ximple,бӧбӧв
641,dumm::A,ximple,вежӧртӧм
642,dumm::A,estúpid,бӧбӧв
643,dumm::A,estúpid,вежӧртӧм
644,faul::A,gandūl,дыш
645,faul::A,mandrós,дыш
646,fleißig::A,diligēnt,уджалicь
647,geizig::A,avar,жикмӧра
648,geizig::A,avar,горшаліcь
649,klug::A,intel·ligent,авья
650,klug::A,intel·ligent,вежӧра
651,geschickt::A,hàbil,кипода
652,lieb::A,amat,муса
653,lieb::A,amat,дзулиньӧй
654,lieb::A,estimat,муса
655,lieb::A,estimat,дзулиньӧй
656,lustig::A,alegre,гажа
657,sanft::A,suau,лебезнӧй
658,hungrig::A,afamat,тшыг
659,krank::A,malālt,шогалiсь
660,nackt::A,nu,куш
661,traurig::A,trist,жугыль
662,lebendig::A,viu,ловья
663,gut::A,bo,бур
664,schlecht::A,dolēnt,умӧль
665,richtig::A,just,
666,richtig::A,correcte,
667,schlimm::A,greu,нештӧм
668,wahr::A,vertader,
669,wahr::A,veritable,
670,alt::A,vell,важ
671,neu::A,nou,виль
672,ehemalig::A,antic,вӧвлӧм
673,alt[Lebewesen]::A,vell,года
674,alt[Lebewesen]::A,vell,годдэза
675,jung::A,jove,том
676,arm::A,pobre,гов
677,arm::A,pobre,беднӧй
678,reich::A,ric,эма
679,bekannt::A,conegut,тӧдса
680,berühmt::A,famós,
681,fremd::A,estrany,чужӧй
682,verschieden::A,diferent,быдкодь
683,nah::A,pròxim,матiсь
684,fern::A,llunyà,ылicь
685,fern::A,distant,ылicь
686,linker::A,esquerre,шульга
687,rechter::A,dret,веськытланись
688,anderer::A,altre,мукӧд
689,erster::A,primer,медодзза
690,zweiter::A,segon,кыкӧт
691,dritter::A,tercer,куимӧт
692,dritter::A,tercer,куимӧдз
693,letzter::A,últim,бӧрья
694,letzter::A,últim,мёдбӧрья
695,allein::ADV,sol,
696,auf einmal::ADV,d'una vegada,тшӧтш
697,zusammen::ADV,junt,ӧтлаын
698,lange::ADV,molt de temps,дыр
699,plötzlich::ADV,de cop,друг
700,plötzlich::ADV,de sobte,друг
701,sofort::ADV,de seguida,тшӧтш
702,später::ADV,més tard,медбӧрын
703,jetzt::ADV,ara,ӧні
704,heute::ADV,avūi,талун
705,morgen::ADV,demà,ашын
706,bald::ADV,aviāt,чожа
707,dann::ADV,després,сыбӧрын
708,gestern::ADV,ahir,тӧн
709,einst::ADV,anteriorment,ӧтпыр
710,damals::ADV,llavōrs,сэк
711,damals::ADV,llavōrs,сэки
712,damals::ADV,aleshores,сэк
713,damals::ADV,aleshores,сэки
714,danach::ADV,després,сэсся
715,vorher::ADV,abāns,одзжык
716,zuerst::ADV,primer,наперво
717,einmal::ADV,una vegada,ӧтпыр
718,manchmal::ADV,de vegades,мукӧдпыр
719,oft::ADV,sovint,-лы-
720,immer::ADV,sempre,быдпыр
721,immer::ADV,sempre,быдпырся
722,niemals::ADV,no ... mai,некӧр
723,hier::ADV,aquí,татӧн
724,hierhin::ADV,per aquí,татчӧ
725,von hier::ADV,des d'aquí,тасянь
726,dort::ADV,allí,сэтӧн
727,dorthin::ADV,hi,сэтчин
728,geradeaus::ADV,tot dret,веськыта
729,vorwärts::ADV,endavānt,одзӧ
730,rückwärts::ADV,endarrera,бӧр
731,zurück::ADV,darrere,бӧр
732,unten::ADV,a baix,увтын
733,hinab::ADV,cap avall,увтас
734,oben::ADV,dalt,вевдӧрас
735,hinauf::ADV,cap amunt,вывлань
736,hinauf::ADV,cap amunt,вывланьӧ
737,überall::ADV,pertot,быдлан
738,überall::ADV,per tot arreu,быдлан
739,nicht::ADV,no,ог
740,ein wenig::ADV,una mica,-ышт
741,ein wenig::ADV,una mica,невна
742,kaum::ADV,a penes,ӧдва
743,sehr::ADV,molt,вывтi
744,so::ADV,així,сiдз
745,noch::ADV,encara,эшӧ
746,nur::ADV,només,только
747,schon::ADV,ja,ни
748,wieder::ADV,de nou,бӧра
749,vergebens::ADV,en va,весись
750,vor::PRP,davānt,одзас
751,vor::PRP,enfront de,одзас
752,hinter::PRP,darrera,бӧрӧ
753,unter::PRP,sota,увтын
754,durch::PRP,per,пыр
755,neben::PRP,al costāt de,бокам
756,neben::PRP,al costāt de,боксиным
757,zwischen::PRP,entre,коласас
758,wegen::PRP,a causa de,понда
759,dies::PRN,aquest,эта
760,das::PRN,això,сiя
761,alles::PRN,tot,быдӧс
762,ich::PRN,jo,ме
763,du::PRN,tu,тэ
764,er::PRN,ell,сiя
765,wir::PRN,nosaltres,мийӧ
766,ihr::PRN,vosaltres,ті
767,sie::PRN,ells,нія
768,sie::PRN,elles,нія
769,was::FPRN,què,мый
770,wer::FPRN,qui,кин
771,wo::FADV,on,кытӧн
772,wohin::FADV,cap a on,кытчӧ
773,wie::FADV,com,дзик
774,warum::FADV,per què,мыля
775,warum::FADV,per què,мыйсянь
776,wieviel::FNUM,quant,мымда
777,eins::NUM,u,ӧт
778,zwei::NUM,dos,кык
779,drei::NUM,tres,куим
780,vier::NUM,quatre,нёль
781,fünf::NUM,cinc,вит
782,sechs::NUM,sis,квать
783,sieben::NUM,set,сизим
784,acht::NUM,vuit,кыкьямыс
785,neun::NUM,nou,ӧкмыс
786,zehn::NUM,deu,дас
787,elf::NUM,onze,дасотік
788,zwölf::NUM,dotze,даскык
789,zwanzig::NUM,vint,кыкдас
790,dreißig::NUM,trenta,куимдас
791,vierzig::NUM,quaranta,нёльдас
792,fünfzig::NUM,cinquanta,витдас
793,sechzig::NUM,seixanta,кватьдас
794,siebzig::NUM,setanta,сизимдас
795,achtzig::NUM,vuitanta,кыкьямысдас
796,neunzig::NUM,noranta,ӧкмысдас
797,hundert::NUM,cent,сто
798,tausend::NUM,mil,тысяча
799,und::CNJ,i,и
800,und::CNJ,i,да
801,oder::CNJ,o,или
802,stehen::V,estar de peu,сулавны
803,sitzen::V,seure,пукавны
804,liegen::V,jeure,куйлыны
805,hängen::V,penjar,ӧшавны
806,werden::V,fer-se,лоны
807,werden::V,posar-se,лоны
808,passieren::V,succeir,аркмыны
809,beginnen::V,iniciar-se,петны
810,enden::V,acabar-se,-сь
811,enden::V,acabar-se,бырны
812,enden::V,terminar-se,-сь
813,enden::V,terminar-se,бырны
814,wechseln::V,canviar,вежсьыны
815,aufgehen[Sonne]::V,sortir,петавны
816,untergehen[Sonne]::V,posar-se,пуксьыны
817,scheinen[Sonne]::V,brillar,югьявны
818,donnern::V,tronar,гымавны
819,wehen::V,bufar,пӧлявны
820,strömen::V,afluir,киссьыны
821,fließen::V,fluir,визывтны
