,Concept_ID,br,ku
95,Moor::N,taouarc'heg,mafêl
96,Wiese::N,prad,sûrik
97,Wald::N,koad,çiya
98,Wald::N,koad,daristan
99,Hügel::N,torgenn,gir
100,Anhöhe::N,run,sere gir
101,Berg::N,menez,kaş
102,Gipfel::N,barr,sere gir
103,Höhle::N,kav,şikeft
104,Abhang::N,naou,kaş
105,Quelle::N,feunteun,kanî
106,Bach::N,gwazh,çem
107,Fluss::N,stêr,çem
108,Fluss::N,stêr,rûbar
109,Ufer::N,ribl,kevî
110,Küste::N,aod,berav
111,Festland::N,douar,bejahî
112,Meer::N,mor,behr
113,Bucht::N,mor-bihan,derav
114,Insel::N,enez,girav
115,Blume::N,bleunienn,kulînk
116,Gras::N,geot,giha
117,Wurzel::N,gwrizienn,reh
118,Baum::N,gwezenn,dar
119,Stamm::N,kef,bavik
120,Rinde::N,rusk,qaqil
121,Ast::N,barr,gulî
122,Zweig::N,bod,şax
123,Blatt::N,delienn,pel
124,Birke::N,bezvenn,dara sipî
125,Kiefer[Baum]::N,pinenn,dara bî
126,Weide[Baum]::N,halegenn,dara belalûk
127,Tanne::N,sapenn,merx
128,Horn::N,korn,strô
129,Feder::N,pluñv,pîrtîk
130,Fell::N,kreoñ,heyar
131,Flügel::N,askell,per
132,Klaue::N,skilf,napîk
133,Kralle::N,skilf,dinik
134,Kralle::N,skilf,dirnax
135,Schwanz::N,lost,dûv
136,Ei::N,vi,hêk
137,Nest::N,neizh,hêlîn
138,Bau::N,douarenn,avahî
139,Tier::N,loen,heywan
140,Herde::N,tropell,hoz
141,Kuh::N,buoc'h,çêlek
142,Bulle::N,tarv,ga
143,Pferd::N,marc'h,hesp
144,Schaf::N,dañvad,mîh
145,Schwein::N,pemoc'h,beraz
146,Hund::N,ki,seh
147,Katze::N,kazh,pişîk
148,Bär::N,arzh,hirç
149,Eichhörnchen::N,gwiñver,pilûr
150,Elch::N,karv-dour,pazkovî
151,Fuchs::N,louarn,rovî
152,Hase::N,gad,kîroşk
153,Maus::N,logodenn,mişk
154,Wolf::N,bleiz,gur
155,Vogel::N,labous,çûk
156,Schwarm::N,nijad,lufik
157,Huhn::N,yar,mirîşk
158,Hahn::N,kilhog,dîk
159,Gans::N,gwazenn,qaz
160,Adler::N,erer,eylo
161,Ente::N,houad,werdek
162,Eule::N,toud,bûm
163,Eule::N,toud,kund
164,Kranich::N,garan,quling
165,Krähe::N,bran,qijik
166,Kuckuck::N,koukoug,pepûk
167,Schwan::N,alarc'h,qû
168,Fisch::N,pesk,masî
169,Barsch::N,brell,okûn
170,Hecht::N,beked,mesîyê lûf
171,Schlange[Tier]::N,naer,mar
172,Wurm::N,preñv,kurm
173,Spinne::N,kevnidenn,pîrê
174,Ameise::N,merion,mîro
175,Ameise::N,merion,gêrîk
176,Laus::N,laouenn,spi
177,Mücke::N,moustik,mêş
178,Fliege::N,kelienenn,mêş
179,Schmetterling::N,balafenn,perperîk
180,Beere::N,hog,hirç
181,Apfel::N,aval,sêv
182,Pilz::N,kabell-touseg,bîrov
183,Zwiebel::N,ognonenn,pîvaz
184,Saat::N,had,tov
185,Korn::N,ed,dexl
186,Heu::N,foenn,sap
187,Schale::N,peliadur,qaşik
188,Falle::N,pech,dafik
189,Schlinge::N,krouglas,dahf
190,Asche::N,ludu,xweli
191,Dreck::N,fank,gemarî
192,Eisen::N,houarn,hesing
193,Gold::N,aour,zêr
194,Silber::N,arc'hant,zîv
195,Kohle::N,glaou,komir
196,Glas::N,gwer,qedeh
197,Sand::N,traezh,qûm
198,Mensch::N,den,mirov
199,Mann::N,den,mêr
200,Frau::N,maouez,jin
201,Kind::N,bugel,zarok
202,Junge::N,paotr,kur
203,Mädchen::N,plac'h,keç
204,Mädchen::N,plac'h,keçik
205,Familie::N,familh,malbat
206,Großvater::N,tad-kozh,bapîr
207,Großmutter::N,mamm-gozh,pîrik
208,Eltern::N,kerent,bavudê
209,Vater::N,tad,bav
210,Mutter::N,mamm,dê
211,Mutter::N,mamm,dayik
212,Sohn::N,mab,kur
213,Tochter::N,merc'h,keç
214,Bruder::N,breur,bira
215,Schwester::N,c'hoar,xweh
216,Onkel::N,eontr,am
217,Onkel::N,eontr,xal
218,Tante::N,moereb,metik
219,Tante::N,moereb,xaltîk
220,Ehemann::N,gwaz,mêr
221,Ehefrau::N,gwreg,kulfet
222,Freude::N,levenez,kêfxweşî
223,Gelächter::N,c'hoarzherezh,pîrqînî
224,Glück::N,chañs,bext
225,Kummer::N,doan,derd
226,Wunsch::N,c'hoant,daxwaz
227,Wunsch::N,c'hoant,xwestek
228,Lust::N,c'hoant,şewq
229,Geist::N,spered,aqil
230,Gedanke::N,soñj,fikir
231,Gedächtnis::N,eñvor,aqil
232,Verstand::N,skiant,fêm
233,Sinn::N,ster,aqil
234,Grund::N,kaoz,asas
235,Wahrheit::N,gwirionez,rastî
236,Gespräch::N,kaozeadenn,guftûgo
237,Märchen::N,kaoz korriganez,çirok
238,Erzählung::N,kontadenn,çirok
239,Erzählung::N,kontadenn,vegotin
240,Nachricht::N,keloù,nûçe
241,Neuigkeit::N,kelaouenn,hewal
242,Name::N,anv,nav
243,Name::N,anv,paşnav
244,Rätsel::N,divinatez,tiştonek
245,Rede::N,diskour,gotar
246,Rede::N,diskour,axavtin
247,Sprache::N,yezh,ziman
248,Stimme::N,mouezh,pejn
249,Wort::N,ger,gotin
250,Zeichen::N,sin,şanek
251,Ruf::N,galv,hawar
252,Lärm::N,trouz,xarbalix
253,Ton::N,ton,awaz
254,Lied::N,kanaouenn,sitran
255,Ruhe::N,sioulded,rihetî
256,Leute::N,tud,xelk
257,Volk::N,pobl,xelk
258,Arbeit::N,labour,xebat
259,Gast::N,kouviad,mêvan
260,Geschenk::N,prof,diyarî
261,Spiel::N,c'hoari,lîstik
262,Gesellschaft::N,kompagnunezh,komal
263,Gesellschaft::N,kavandad,komal
264,Hilfe::N,sikour,alîkarî
265,Freund::N,mignon,heval
266,Kamerad::N,kamarad,heval
267,Angelegenheit::N,afer,pirsgirêk
268,Anzahl::N,niver,çend
269,Art::N,sort,çeh
270,Stück::N,tamm,lib
271,Stück::N,tamm,parçe
272,Teil::N,pezh,parçe
273,Hälfte::N,hanterenn,nîvî
274,Kreis::N,kelc'h,çemil
275,Kreuz::N,kroaz,xaç
276,Linie::N,linenn,xezik
277,Strich::N,tenn,xezik
278,Abstand::N,distok,dûrahî
279,Entfernung::N,keid,dûrahî
280,Entfernung::N,kehid,dûrahî
281,Gegend::N,korn-bro,dever
282,Platz::N,plasenn,çih
283,Ort::N,lec'h,dever
284,Seite::N,tu,rûpel
285,Mitte::N,kreiz,nav
286,Mitte::N,kreiz,nabênê
287,Gegenstand::N,tra,tişt
288,Sache::N,tra,tişt
289,Rand::N,kantenn,kevî
290,Kante::N,kantenn,kevî
291,Ecke::N,korn,qunç
292,Spitze::N,begell,derzî
293,Ende::N,dibenn,talî
294,Loch::N,toull,qul
295,Muster::N,tresadenn,desen
296,Größe::N,ment,mezinî
297,Länge::N,hirder,dirêjahî
298,Höhe::N,uhelder,bilindayî
299,Gewicht::N,pouez,giranî
300,Menge::N,bern,qas
301,Haufen::N,bern,lod
302,Reihe::N,steud,rêz
303,Boot::N,bag,kelek
304,Ruder::N,roeñv,bêrik
305,Schlitten::N,trainell,xîjik
306,Ski::N,ski,lakan
307,Last::N,karg,bar
308,Gang::N,kerzh,fîtêz
309,Schritt::N,paz,gav
310,Norden::N,norzh,bakur
311,Norden::N,hanternoz,bakur
312,Süden::N,su,başur
313,Süden::N,kreisteiz,başur
314,Westen::N,kuzh-heol,rojava
315,Osten::N,reter,rojhilat
316,Osten::N,sav-heol,rojhilat
317,Holz::N,koad,dep
318,Brett::N,plankenn,dep
319,Platte::N,plakenn,dep
320,Stütze::N,harp,destek
321,Stange::N,sparl,sing
322,Stock::N,bazh,çam
323,Stab::N,bazh,qat
324,Rohr::N,tub,borî
325,Rohr::N,korz,borî
326,Haus::N,ti,mal
327,Haus::N,ti,xanî
328,Heim::N,kêr,mal
329,Ofen::N,forn,sobe
330,Fußboden::N,plañchod,binpê
331,Tisch::N,taol,mase
332,Stuhl::N,kador,kursî
333,Wiege::N,kavell,derguş
334,Bett::N,gwele,qerewêle
335,Regal::N,estajerenn,rêbaz
336,Kiste::N,kased,sindoq
337,Fenster::N,prenestr,çam
338,Fenster::N,prenestr,şibeke
339,Tür::N,dor,derî
340,Tor::N,portal,derge
341,Zaun::N,sklotur,hejik
342,Dach::N,toenn,sere xanî
343,Leiter::N,skeul,pêling
344,Besen::N,skubell,melkes
345,Spaten::N,pal,mer
346,Schaufel::N,pal,bêr
347,Gabel::N,fourchetez,çetel
348,Löffel::N,loa,kevçî
349,Messer::N,kontell,kêr
350,Nagel::N,tach,bizmar
351,Netz::N,roued,tor
352,Haken::N,krog,çenqel
353,Griff::N,kemer,destî
354,Schloss::N,potenn,qonax
355,Bild::N,skeudenn,dimen
356,Figur::N,skeud,figûr
357,Figur::N,figur,figûr
358,Puppe::N,merc'hodenn,bûk
359,Beutel::N,sac'h,kîsik
360,Bündel::N,feskenn,pêçek
361,Tasche::N,sac'h,bêrîk
362,Eimer::N,sailh,dewl
363,Deckel::N,pallenn,devik
364,Geschirr::N,listriaj,ferax
365,Sack::N,sac'h,tûr
366,Tasse::N,tas,kada
367,Topf::N,pod,beroş
368,Kessel::N,chaodouron,şîril
369,Essen::N,pred,xwarin
370,Nahrung::N,boued,xwarin
371,Speise::N,meuz,xwarin
372,Fleisch::N,kig,goşt
373,Getreide::N,ed,zad
374,Brei::N,yod,hewdêl
375,Brot::N,bara,
376,Scheibe::N,tailhenn,parçe
377,Fett::N,lard,rûn
378,Butter::N,amann,rûn
379,Öl::N,eoul,rûn
380,Salz::N,holen,xwe
381,Suppe::N,soubenn,şorbe
382,Honig::N,mel,hingiv
383,Milch::N,laezh,şîr
384,Tee::N,te,çay
385,Leder::N,lêr,çerm
386,Wolle::N,gloan,herî
387,Stoff::N,danvez,paç
388,Nadel::N,nadoz,derzî
389,Faden::N,neudenn,ta
390,Knopf::N,bouton,bişkok
391,Knoten::N,skoulm,girêk
392,Farbe::N,liv,boyax
393,Kleidung::N,dilhad,çil
394,Hemd::N,roc'hed,qutik
395,Hemd::N,roc'hed,miltan
396,Kragen::N,gouzoug,stûvang
397,Ärmel::N,milgin,hûçik
398,Hose::N,bragoù,şewel
399,Gürtel::N,gouriz,qayiş
400,Mütze::N,boned,fîno
401,Schuh::N,botez,şêkal
402,Stiefel::N,botez,gizme
403,Stiefel::N,botez,çizme
404,Ring::N,gwalenn,xelek
405,Band::N,bagad,band
406,Kamm::N,krib,şeh
407,Spiegel::N,melezour,eynik
408,Riemen::N,lerenn,qayiş
409,Schnur::N,kordenn,doxin
410,Leine::N,roll,şirît
411,Decke::N,golo,bataniye
412,Kissen::N,goubenner,balgî
413,Tuch::N,mezher,şar
414,Handtuch::N,toailhon,dezmal
415,Kraft::N,nerzh,hêz
416,Kraft::N,nerzh,qewet
417,Stärke::N,nerzhder,xurtî
418,Gesundheit::N,yec'hed,nojdarî
419,Krankheit::N,klañved,nexweşî
420,Schmerz::N,poan,êş
421,Schmerz::N,droug,êş
422,Wunde::N,gloazadenn,kul
423,Fieber::N,terzhienn,ta
424,Arznei::N,louzoù,derman
425,Brücke::N,pont,kopî
426,Brunnen::N,puñs,çal
427,Brunnen::N,puñs,kani
428,Weide::N,prad,beyar
429,Pfad::N,gwenodenn,xaçirek
430,Weg::N,hent,rê
431,Straße::N,ru,rê
432,Straße::N,hent,rê
433,Dorf::N,kêr,gund
434,Dorf::N,kêriadenn,gund
435,Stadt::N,kêr,baçar
436,Brief::N,lizher,name
437,Buch::N,levr,kitêb
438,Buch::N,levr,pirtûk
439,Buchstabe::N,lizherenn,herf
440,Zeitung::N,kazetenn,rojname
441,Leben::N,buhez,jiyan
442,Tod::N,marv,mirin
443,Grab::N,bez,mezel
444,Kirche::N,iliz,gilyas
445,Sünde::N,pec'hed,guneh
446,Gott::N,doue,xwedê
447,Arbeiter::N,labourer,hîşçî
448,Arbeiter::N,micherour,hîşçî
449,Chef::N,penn,bêg
450,Meister::N,mestr,hoste
451,Arzt::N,mezeg,doktor
452,Arzt::N,medisin,doktor
453,Lehrer::N,skolaer,mamoste
454,Lehrer::N,kelenner,mamoste
455,Geld::N,arc'hant,pere
456,Geschäft::N,stal,firoşgeh
457,Laden::N,stal,dikan
458,Preis::N,priz,buha
459,Ware::N,marc'hadourezh,tişt
460,Nutzen::N,gounidegezh,fêde
461,Nutzen::N,lañs,fêde
462,Nutzen::N,profit,fêde
463,Nutzen::N,spleit,fêde
464,Reichtum::N,pinvidigezh,serwet
465,Welt::N,douar,dinya
466,Land::N,bro,welat
467,Staat::N,stad,dewlet
468,König::N,roue,şah
469,König::N,roue,qral
470,Macht::N,galloud,qewet
471,Macht::N,galloud,destihilat
472,Grenze::N,harzoù,kevî
473,Krieg::N,brezel,çeng
474,Krieg::N,brezel,sêwaş
475,Feind::N,eneber,dijmin
476,Gewalt::N,tâerder,zor
477,Kampf::N,kann,şer
478,Bogen[Waffe]::N,gwareg,kêvan
479,Pfeil::N,saezh,çîrik
480,Gewehr::N,fuzuilh,tifing
481,Fehler::N,fazi,şaşî
482,Lüge::N,gaou,derew
483,Schaden::N,gwall,xisar
484,Unglück::N,gwalleur,bêbextî
485,Schuld::N,kablusted,suç
486,Schuld::N,pec'hedigezh,suç
487,Alter::N,oad,temen
488,Schluss::N,diwezh,girtin
489,Zeit::N,amzer,çax
490,Tag::N,deizh,roj
491,Morgen::N,beure,sibeh
492,Morgen::N,mintin,sibeh
493,Mittag::N,kreisteiz,nîro
494,Abend::N,abardaez,êvar
495,Nacht::N,noz,şev
496,Woche::N,sizhun,heftî
497,Monat::N,miz,meh
498,Jahr::N,bloaz,sal
499,Frühling::N,nevezamzer,bihar
500,Sommer::N,hañv,havîn
501,Herbst::N,diskaramzer,payîz
502,Winter::N,goañv,zistan
503,Januar::N,Genver,çile
504,Februar::N,C'hwevrer,sibat
505,März::N,Meurzh,adar
506,April::N,Ebrel,nîsan
507,Mai::N,Mae,gûlan
508,Juni::N,Mezheven,hezîran
509,Juli::N,Gouhere,tîmeh
510,August::N,Eost,tebax
511,September::N,Gwengolo,îlon
512,Oktober::N,Here,çotmeh
513,November::N,Du,mijdar
514,Dezember::N,Kerzu,kanûn
515,Montag::N,Lun,duşemb
516,Dienstag::N,Meurzh,sêşem
517,Mittwoch::N,Merc'her,çarşemb
518,Donnerstag::N,Yaou,pêşemb
519,Freitag::N,Gwener,în
520,Samstag::N,Sadorn,şemî
521,Sonntag::N,Sul,yekşemb
522,groß::A,bras,mezin
523,klein::A,bihan,çûçik
524,lang::A,hir,dirêj
525,kurz::A,berr,kin
526,breit::A,ledan,fireh
527,schmal::A,strizh,tenik
528,dicht::A,stank,gir
529,dick[Gegenstand]::A,tev,şîşman
530,dünn::A,moan,zirav
531,fein::A,munut,tenik
532,fest::A,start,saxlem
533,flach::A,plaen,pahn
534,glatt::A,lintr,dûz
535,glatt::A,lintr,şayîk
536,glatt::A,levn,dûz
537,glatt::A,levn,şayîk
538,hart::A,kalet,hişk
539,weich::A,blot,nerm
540,rund::A,ront,gilover
541,spitz::A,poentet,pîj
542,scharf::A,dremm,tûj
543,stumpf::A,talsoc'h,ne tûj
544,schwer::A,pounner,giran
545,schön::A,kaer,xweş
546,schön::A,kaer,xweşik
547,heiß::A,tomm,kelandî
548,warm::A,tomm,germ
549,kalt::A,yen,sar
550,kühl::A,yen,jemîrî
551,frisch::A,fresk,ter
552,feucht::A,gleb,şil
553,nass::A,gleb,şilek
554,trocken::A,sec'h,zuwa
555,voll::A,leun,tijî
556,leer::A,goullo,vala
557,offen::A,digor,vekirî
558,geschlossen::A,serr,asê
559,sauber::A,naet,pakij
560,schmutzig::A,lous,lewitî
561,roh::A,kriz,xav
562,reif::A,darev,gihaştî
563,lecker::A,lipous,xweş
564,lecker::A,saourus,xweş
565,süß::A,dous,şîrîn
566,bitter::A,c'hwerv,tahl
567,sauer::A,trenk,tirş
568,hell::A,sklaer,ronî
569,dunkel::A,teñval,tarî
570,schwarz::A,du,reş
571,weiß::A,gwenn,sipî
572,rot::A,ruz,sor
573,gelb::A,melen,zer
574,blau::A,glas,şîn
575,grün::A,gwer,şîn
576,grau::A,louet,gewr
577,bunt::A,liesliv,rengîn
578,billig::A,marc'had-mat,erzan
579,teuer::A,ker,biha
580,wertvoll::A,prizius,hêja
581,wertvoll::A,prizius,giranbiha
582,blind::A,dall,kor
583,taub::A,bouzar,kerr
584,kräftig::A,start,gir
585,kräftig::A,start,xurt
586,stark::A,kreñv,xurt
587,schwach::A,gwan,kesad
588,fett::A,lard,qelew
589,schlank::A,sinkl,zirav
590,hübsch::A,koant,xweşik
591,böse::A,gwall,xerab
592,böse::A,gwall,aciz
593,dumm::A,glep,gêj
594,faul::A,lezirek,têmbêl
595,fleißig::A,studius,jêhatî
596,geizig::A,tost,destgirtî
597,klug::A,speredek,baqil
598,geschickt::A,dornet,zîrek
599,geschickt::A,dornet,ziring
600,lieb::A,koant,delal
601,lustig::A,laouen,kêfxweş
602,sanft::A,flour,nazenîn
603,hungrig::A,marnaon,birçî
604,krank::A,klañv,nexweş
605,nackt::A,noazh,rût
606,nackt::A,noazh,tazî
607,traurig::A,trist,xemgîn
608,lebendig::A,bev,bisaxî
609,gut::A,mad,baş
610,schlecht::A,fall,xerab
611,schlecht::A,gwall,xerab
612,richtig::A,reizh,rast
613,richtig::A,reizh,saxlem
614,schlimm::A,gwall,nebaş
615,wahr::A,gwir,rast
616,alt::A,kozh,pîr
617,alt::A,kozh,kevn
618,neu::A,nevez,nû
619,ehemalig::A,kozh,kevnar
620,ehemalig::A,kozh,peşidar
621,alt[Lebewesen]::A,kozh,pîr
622,jung::A,yaouank,xort
623,arm::A,paour,feqîr
624,arm::A,paour,desteng
625,reich::A,pinvidik,dewlemend
626,bekannt::A,anavezet,naskirî
627,berühmt::A,brudet,navdar
628,fremd::A,dizanav,xerîb
629,verschieden::A,disheñel,çîhê
630,nah::A,nes,nêzîk
631,fern::A,diabell,dûr
632,linker::A,kleiz,çepê
633,rechter::A,dehoù,rastê
634,anderer::A,all,yê din
635,erster::A,kentañ,yekemîn
636,zweiter::A,eil,duda
637,dritter::A,trede,sisêya
638,letzter::A,diwezhañ,paşîn
639,allein::ADV,e-unan,tenê
640,auf einmal::ADV,ar un dro,jar kê
641,zusammen::ADV,asambles,tev
642,zusammen::ADV,asambles,bi hev re
643,lange::ADV,pell,dirêj
644,plötzlich::ADV,en un taol,ji nişkave
645,sofort::ADV,diouzhtu,yekser
646,später::ADV,diwezhatoc'h,paşiyê
647,jetzt::ADV,bremañ,nuha
648,heute::ADV,hiziv,îro
649,morgen::ADV,arc'hoazh,sibeh
650,bald::ADV,hepdale,nêzîk
651,dann::ADV,a-c'houde,paşê
652,gestern::ADV,dec'h,do
653,einst::ADV,gwechall,jar ke
654,damals::ADV,neuze,hîngî
655,danach::ADV,goude,piştra
656,vorher::ADV,diagent,pîşî
657,zuerst::ADV,da gentañ,bere
658,einmal::ADV,ur wech,çarik
659,manchmal::ADV,a-wechoù,çarna
660,oft::ADV,alies,gelek çaran
661,immer::ADV,atav,daîm
662,immer::ADV,bepred,daîm
663,niemals::ADV,gwech ebet,tu çar
664,hier::ADV,amañ,li vir
665,hierhin::ADV,dre amañ,vir
666,von hier::ADV,alemañ,ji vir
667,dort::ADV,aze,li wê derê
668,dort::ADV,ahont,li wê derê
669,dorthin::ADV,di,wêda
670,dorthin::ADV,aze,wêda
671,dorthin::ADV,ahont,wêda
672,geradeaus::ADV,war-eeun,rastê rast
673,vorwärts::ADV,war-raok,ber bi pêş
674,rückwärts::ADV,war-lerc'h,paşpê
675,zurück::ADV,war-dreñv,paşdo
676,zurück::ADV,war-dreñv,paşvê
677,unten::ADV,en traoñ,jêrî
678,hinab::ADV,a-izel,berjêr
679,oben::ADV,en nec'h,banî
680,hinauf::ADV,e-krec'h,banî
681,überall::ADV,dre-holl,li her derê
682,nicht::ADV,ne ... ket,ne
683,nicht::ADV,ne ... ket,nîn
684,nicht::ADV,ne ... ket,tine
685,ein wenig::ADV,un tammig,hebkî
686,kaum::ADV,a-boan,tema
687,kaum::ADV,a-boan,himangi
688,sehr::ADV,-tre,gelek
689,sehr::ADV,-kenañ,gelek
690,so::ADV,evel-se,weha
691,noch::ADV,c'hoazh,hêj
692,noch::ADV,c'hoazh,dîsa
693,nur::ADV,hepken,tenê
694,nur::ADV,hepken,bes
695,schon::ADV,dija,hew
696,wieder::ADV,adarre,jar din
697,wieder::ADV,adarre,dîsa
698,vor::PRP,dirak,li ber
699,hinter::PRP,a-drek,li pişt
700,hinter::PRP,a-dreñv,li pişt
701,unter::PRP,dindan,li bin
702,durch::PRP,dre,kura
703,neben::PRP,e-kichen,li ba
704,zwischen::PRP,etre,nabeyne
705,zwischen::PRP,etre,di nav...da
706,wegen::PRP,abalamour da,ji bo
707,wegen::PRP,abalamour da,ji ber
708,dies::PRN,hemañ,ev
709,das::PRN,se,ev
710,das::PRN,hennezh,ev
711,alles::PRN,pep tra,hemû
712,ich::PRN,me,ez
713,du::PRN,te,tu
714,er::PRN,eñ,wî
715,wir::PRN,ni,êm
716,ihr::PRN,c'hwi,hûn
717,sie::PRN,int,we
718,was::FPRN,petra,çi
719,wer::FPRN,piv,ki
720,wo::FADV,pelec'h,li ku dere
721,wohin::FADV,da belec'h,li ku dere
722,wie::FADV,penaos,çawa
723,warum::FADV,perak,çima
724,wieviel::FNUM,pet,çend
725,eins::NUM,unan,yek
726,zwei::NUM,daou,didu
727,drei::NUM,tri,sisê
728,vier::NUM,pevar,çar
729,fünf::NUM,pemp,penç
730,sechs::NUM,c'hwec'h,şeş
731,sieben::NUM,seizh,heft
732,acht::NUM,eizh,heşt
733,neun::NUM,nav,neh
734,zehn::NUM,dek,deh
735,elf::NUM,unnek,yazdeh
736,zwölf::NUM,daouzek,diwazdeh
737,zwanzig::NUM,ugent,bîst
738,dreißig::NUM,tregont,sih
739,vierzig::NUM,daou-ugent,çil
740,fünfzig::NUM,hanter-kant,pençi
741,sechzig::NUM,tri-ugent,şêst
742,siebzig::NUM,dek ha tri-ugent,heftê
743,achtzig::NUM,pevar-ugent,heştê
744,neunzig::NUM,dek ha pevar-ugent,nod
745,hundert::NUM,kant,sêd
746,tausend::NUM,mil,hezar
747,und::CNJ,ha,û
748,oder::CNJ,pe,an
749,oder::CNJ,pe,yan
750,stehen::V,bezañ a-sav,sekinîn
751,sitzen::V,azezañ,rûniştin
752,sitzen::V,bezañ en e goazez,rûniştin
753,liegen::V,bezañ en e c'hourvez,paldan
754,hängen::V,krougañ,darve kirin
755,werden::V,dazonet,bûn
756,passieren::V,c'hoarvezout,hatin holê
757,passieren::V,c'hoarvezout,hatin serê kesî
758,beginnen::V,stagañ,li dest pêkirin
759,enden::V,achuiñ,xalas bû
760,wechseln::V,cheñch,guherandin
761,wechseln::V,cheñch,dêgiş kirin
762,aufgehen[Sonne]::V,dirouzañ,hilatin
763,scheinen[Sonne]::V,lugernañ,şewk de
764,donnern::V,taranal,gire-gir
765,wehen::V,c'hwezhañ,ba le de
766,strömen::V,deredek,xwe girtin
767,fließen::V,redek,herikîn
768,sich drehen::V,troiñ,xwe zivirandin
769,schwanken::V,trantellat,hejandin
770,schwingen::V,froumal,libakirin
771,fallen::V,kouezhañ,ketin
772,brennen::V,deviñ,şewitîn
773,rauchen::V,divogedañ,kişandin
774,regnen::V,glavañ,bahran tê
775,gefrieren::V,reviñ,qefilandin
776,tauen::V,diskornañ,helandin
777,schmelzen::V,teuziñ,helandin
778,trocknen::V,sec'hañ,zuwabûn
779,sieden::V,berviñ,kelîn
780,faulen::V,breinañ,xerabûn
781,verfaulen::V,breinañ,xerabûn
782,reißen::V,darnaouiñ,jêkirin
783,versinken::V,sodellañ,xerq bûn
784,vergehen::V,tremen,derbas bûn
785,erscheinen::V,donet war-wel,peyda bûn
786,verschwinden::V,monet diwar wel,wendabûn
787,sinken::V,en em izelat,noq bûn
788,abnehmen::V,nebeutaat,kêm bûn
789,zunehmen::V,kreskiñ,qelew bûn
790,steigen::V,sevel,hildan
791,wachsen::V,kreskiñ,mezin bûn
792,glänzen::V,lugernañ,biriqîn
793,funkeln::V,elieniñ,çikisîn
794,lärmen::V,rabotat,guşîn
795,klirren::V,diridignat,zingzing hat
796,klirren::V,sterlinkañ,zingzing hat
797,brausen::V,gwegal,guşîn
798,rauschen::V,trouzal,guşîn
