,Concept_ID,fa,mn
141,Bach::N,نهر,горхи
142,Fluss::N,رود,гол
143,Fluss::N,رود,мөрөн
144,Ufer::N,ساحل,эрэг
145,Ufer::N,کرانه,эрэг
146,Küste::N,ساحل,эрэг
147,Festland::N,خشکی,хуурай газар
148,Meer::N,دریا,далай
149,Meer::N,دریا,тэнгис
150,Bucht::N,خلیج,булан
151,Bucht::N,خلیج,далайн тохой
152,Insel::N,جزیره,арал
153,Blume::N,گل,цэцэг
154,Gras::N,علف,өвс
155,Gras::N,علف,ногоо
156,Wurzel::N,ریشه,үндэс
157,Baum::N,درخت,мод
158,Stamm::N,تنه,иш
159,Stamm::N,تنه,гуалин
160,Rinde::N,توژ,холтос
161,Rinde::N,پوست,холтос
162,Ast::N,شاخه,гишүү
163,Zweig::N,شاخه,салаа
164,Blatt::N,برگ,навч
165,Birke::N,غان,хус
166,Kiefer[Baum]::N,کاج,нарс
167,Weide[Baum]::N,بید,уд
168,Weide[Baum]::N,بید,бургас
169,Tanne::N,صنوبر,гачуур
170,Horn::N,شاخ,эвэр
171,Feder::N,پر,өд
172,Fell::N,خز,арьс
173,Flügel::N,پر,жигүүр
174,Flügel::N,پر,далавч
175,Flügel::N,بال,жигүүр
176,Flügel::N,بال,далавч
177,Klaue::N,چنگ,савар
178,Klaue::N,چنگ,хумс
179,Klaue::N,پنجه,савар
180,Klaue::N,پنجه,хумс
181,Kralle::N,پنجه,савар
182,Schwanz::N,دم,сүүл
183,Ei::N,تخم,өндөг
184,Nest::N,لانه,үүр
185,Bau::N,بنا,нүх
186,Bau::N,بنا,элүү
187,Bau::N,ساختمان,нүх
188,Bau::N,ساختمان,элүү
189,Tier::N,هیوان,амьтан
190,Tier::N,هیوان,адгуус
191,Herde::N,رمه,сүрэг
192,Kuh::N,گاو,үнээ
193,Bulle::N,گاو نر,бух
194,Pferd::N,اسب,морь
195,Pferd::N,اسب,адуу
196,Schaf::N,گوسفند,хонь
197,Schwein::N,خوک,гахай
198,Hund::N,سگ,нохой
199,Katze::N,گربه,муур
200,Katze::N,گربه,мигуй
201,Bär::N,خرس,баавгай
202,Eichhörnchen::N,سنجاب,хэрэм
203,Elch::N,گوزن شمالی,хандгай
204,Fuchs::N,روباه,үнэг
205,Hase::N,خرگوش,туулай
206,Maus::N,موش,хулгана
207,Wolf::N,گرگ,чоно
208,Vogel::N,پرنده,шувуу
209,Schwarm::N,دسته,сүрэг
210,Huhn::N,مرغ,тахиа
211,Hahn::N,خروس,эр тахиа
212,Gans::N,غاز,галуу
213,Adler::N,عقاب,бүргэд
214,Ente::N,اردک,нугас
215,Ente::N,مرغابی,нугас
216,Eule::N,جغد,ууль
217,Kranich::N,درنا,тогоруу
218,Krähe::N,زاغ,хэрээ
219,Krähe::N,کلاغ,хэрээ
220,Kuckuck::N,فاخته,хөхөө
221,Schwan::N,قو,хун
222,Fisch::N,ماهی,загас
223,Barsch::N,ماهی خاردار,алгана
224,Hecht::N,اردک ماهی,цурхай
225,Schlange[Tier]::N,مار,могой
226,Wurm::N,کرم,өт
227,Wurm::N,کرم,хорхой
228,Spinne::N,عنکبوت,аалз
229,Ameise::N,مورچه,шоргоолж
230,Laus::N,شپش,бөөс
231,Mücke::N,پشه,шумуул
232,Fliege::N,مگس,ялаа
233,Schmetterling::N,پروانه,эрвээхэй
234,Beere::N,گیله,жимсгэнэ
235,Apfel::N,سیب,алим
236,Pilz::N,قارچ,мөөг
237,Zwiebel::N,پیاز,сонгино
238,Saat::N,بذر,тариа
239,Korn::N,تخم,үр
240,Korn::N,تخم,мөхлөг
241,Korn::N,دانه,үр
242,Korn::N,دانه,мөхлөг
243,Heu::N,علف خشک,өвс
244,Schale::N,پوست,хальс
245,Grube::N,گودال,алам
246,Grube::N,گودال,нүх
247,Falle::N,دام,хавх
248,Falle::N,دام,занга
249,Schlinge::N,حلقه,урхи
250,Spur::N,رد,мөр
251,Asche::N,خاکستر,үнс
252,Dreck::N,کثافت,хир
253,Eisen::N,آهن,төмөр
254,Gold::N,زر,алт
255,Gold::N,طلا,алт
256,Silber::N,نقره,мөнгө
257,Kohle::N,زغال,нүүрс
258,Glas::N,شیشه,шил
259,Lehm::N,گل,шавар
260,Sand::N,شن,элс
261,Sand::N,ماسه,элс
262,Mensch::N,آدم,хүн
263,Mensch::N,انسان,хүн
264,Mann::N,مرد,эр
265,Mann::N,مرد,эрэгтэй
266,Frau::N,زن,эмэгтэй
267,Frau::N,زن,хатагтай
268,Kind::N,بچه,хүүхэд
269,Kind::N,کودک,хүүхэд
270,Junge::N,پسر,хүү
271,Mädchen::N,دختر,охин
272,Mädchen::N,دختر,бүсгүй
273,Familie::N,فامیل,айл
274,Familie::N,خانواده,айл
275,Großvater::N,پدربزرگ,өвгөн аав
276,Großmutter::N,مادر‌بزرگ,эмэг эх
277,Großmutter::N,مادر‌بزرگ,эмгээ
278,Eltern::N,والدین,эцэг эх
279,Eltern::N,پدر‌و‌مادر,эцэг эх
280,Vater::N,پدر,аав
281,Vater::N,پدر,эцэг
282,Mutter::N,مادر,эх
283,Mutter::N,مادر,ээж
284,Sohn::N,پسر,хүү
285,Tochter::N,دختر,охин
286,Bruder::N,برادر,ах
287,Bruder::N,برادر,дүү
288,Schwester::N,خواهر,эгч
289,Schwester::N,خواهر,охин дүү
290,Onkel::N,عمو,авга ах
291,Onkel::N,عمو,нагац ах
292,Onkel::N,دایی,авга ах
293,Onkel::N,دایی,нагац ах
294,Tante::N,عمه,авга эгч
295,Tante::N,عمه,нагац эгч
296,Tante::N,خاله,авга эгч
297,Tante::N,خاله,нагац эгч
298,Ehemann::N,همسر,нөхөр
299,Ehefrau::N,همسر,эхнэр
300,Ehefrau::N,همسر,гэргий
301,Freude::N,شادی,баяр
302,Freude::N,شادی,баясгалан
303,Gelächter::N,خنده,инээдэм
304,Gelächter::N,قاه‌قاه,инээдэм
305,Glück::N,اقبال,жаргалан
306,Kummer::N,غم,гаслан
307,Kummer::N,غصه,гаслан
308,Wunsch::N,آرزو,ерөөл
309,Lust::N,هوس,дур
310,Lust::N,هوس,хүсэл
311,Geist::N,روح,оюун
312,Gedanke::N,فکر,сэтгэл
313,Gedächtnis::N,حافظه,ой
314,Gedächtnis::N,حافظه,цээж
315,Verstand::N,هوش,ухаан
316,Sinn::N,معنا,утга
317,Sinn::N,مفهوم,утга
318,Grund::N,سبب,учир
319,Grund::N,دلیل,учир
320,Wahrheit::N,حقیقت,үнэн
321,Gespräch::N,صحبت,яриа
322,Gespräch::N,گفتگو,яриа
323,Märchen::N,قصه,явган үлгэр
324,Märchen::N,افسانه,явган үлгэр
325,Erzählung::N,داستان,тууж
326,Nachricht::N,خبر,мэдээ
327,Neuigkeit::N,خبر تازه,сонин
328,Name::N,اسم,нэр
329,Rätsel::N,معما,оньсого
330,Rede::N,سخن,хэлсэн үг
331,Sprache::N,زبان,хэл
332,Stimme::N,صدا,дуу
333,Wort::N,کلمه,үг
334,Zeichen::N,نشان,тамга
335,Zeichen::N,نشان,тэмдэг
336,Zeichen::N,علامت,тамга
337,Zeichen::N,علامت,тэмдэг
338,Ruf::N,صدا,дуудлага
339,Lärm::N,هیاهو,шуугиан
340,Lärm::N,هیاهو,чимээ
341,Laut::N,صدا,анир
342,Laut::N,صدا,дуу
343,Ton::N,آهنگ,авиа
344,Ton::N,آهنگ,аялгуу
345,Lied::N,آواز,дуу
346,Lied::N,ترانه,дуу
347,Ruhe::N,آرامش,энх
348,Ruhe::N,آرامش,тайван
349,Leute::N,مردم,хүмүүс
350,Volk::N,خلق,улс
351,Arbeit::N,کار,ажил
352,Arbeit::N,کار,хөдөлмөр
353,Gast::N,مهمان,зочин
354,Gast::N,مهمان,айлчин
355,Geschenk::N,هدیه,бэлэг
356,Spiel::N,بازی,наадам
357,Spiel::N,بازی,тоглоом
358,Gesellschaft::N,جمعیت,хамт байх
359,Hilfe::N,کمک,тусламж
360,Freund::N,دوست,найз
361,Freund::N,دوست,нөхөр
362,Kamerad::N,رفیق,хань
363,Kamerad::N,رفیق,нөхөр
364,Angelegenheit::N,امر,хэрэг
365,Angelegenheit::N,قضیه,хэрэг
366,Anzahl::N,عده,тоо
367,Anzahl::N,شمار,тоо
368,Art::N,نوع,төрөл
369,Art::N,نوع,янз
370,Stück::N,تکه,хэсэг
371,Stück::N,قطعه,хэсэг
372,Teil::N,بخش,хувь
373,Teil::N,بخش,хэсэг
374,Teil::N,قسمت,хувь
375,Teil::N,قسمت,хэсэг
376,Hälfte::N,نیم,хагас
377,Kreis::N,حلقه,тойрог
378,Kreis::N,حلقه,хүрээ
379,Kreis::N,دایره,тойрог
380,Kreis::N,دایره,хүрээ
381,Kreuz::N,صلیب,загалмай
382,Linie::N,خط,шугам
383,Linie::N,سطر,шугам
384,Strich::N,خط,зураас
385,Abstand::N,فاصله,зай
386,Entfernung::N,مسافت,зай
387,Entfernung::N,مسافت,хол ойр
388,Gegend::N,منطقه,хавь
389,Gegend::N,منطقه,газар
390,Platz::N,گنجایش,зай
391,Platz::N,گنجایش,завсар
392,Ort::N,جا,газар
393,Ort::N,جا,байр
394,Ort::N,محل,газар
395,Ort::N,محل,байр
396,Ort::N,مکان,газар
397,Ort::N,مکان,байр
398,Seite::N,طرف,тал
399,Seite::N,طرف,этгээд
400,Mitte::N,وسط,төв
401,Mitte::N,وسط,дунд
402,Mitte::N,میان,төв
403,Mitte::N,میان,дунд
404,Gegenstand::N,چیز,юм
405,Sache::N,چیز,үйл
406,Sache::N,چیز,хэрэг
407,Rand::N,کنار,зах
408,Rand::N,کنار,хөвөө
409,Rand::N,حاشیه,зах
410,Rand::N,حاشیه,хөвөө
411,Kante::N,لبه,ирмэг
412,Ecke::N,گوشه,өнцөг
413,Spitze::N,سر,үзүүр
414,Spitze::N,نوک,үзүүр
415,Ende::N,ته,зах
416,Ende::N,ته,үзүүр
417,Ende::N,آخر,зах
418,Ende::N,آخر,үзүүр
419,Loch::N,سوراخ,цоорхой
420,Loch::N,سوراخ,онгорхой
421,Winkel::N,کنج,өнцөг
422,Muster::N,نقش,хээ
423,Muster::N,نقش,угалз
424,Größe::N,قد,хэмжээ
425,Größe::N,بزرگی,хэмжээ
426,Länge::N,طول,урт
427,Höhe::N,بلندی,өндөр
428,Gewicht::N,وزن,жин
429,Menge::N,مقدار,тоо
430,Menge::N,اندازه,тоо
431,Haufen::N,توده,бөөн
432,Reihe::N,ردیف,эгнээ
433,Boot::N,قایق,завь
434,Ruder::N,پارو,сэлүүр
435,Schlitten::N,سورتمه,чарга
436,Ski::N,اسکی,цана
437,Lagerfeuer::N,آتش,түүдэг
438,Last::N,بار,ачаа
439,Last::N,سنگینی,ачаа
440,Gang::N,راه رفتن,явдал
441,Schritt::N,قدم,алхам
442,Norden::N,شمال,умар
443,Süden::N,جنوب,урд
444,Süden::N,جنوب,өмнө
445,Westen::N,غرب,өрнө
446,Westen::N,غرب,баруун
447,Osten::N,شرق,зүүн
448,Osten::N,شرق,дорно
449,Holz::N,چوب,мод
450,Brett::N,تخته,банз
451,Platte::N,صفحه,хавтан
452,Stütze::N,تکیه,тулгуур
453,Stütze::N,تکیه,тулга
454,Stange::N,میله,сургааг
455,Stock::N,چوب,саваа
456,Stab::N,عصا,таяг
457,Rohr::N,لوله,хоолой
458,Haus::N,منزل,гэр
459,Haus::N,منزل,байшин
460,Heim::N,خانه,гэр
461,Heim::N,کاشانه,гэр
462,Ofen::N,بخاری,зуух
463,Ofen::N,بخاری,пийшин
464,Fußboden::N,کف اتاق,шал
465,Tisch::N,میز,ширээ
466,Stuhl::N,صندلی,сандал
467,Wiege::N,گهواره,өлгий
468,Bett::N,تختخواب,ор
469,Regal::N,قفسه,тавиур
470,Kiste::N,صندوق,авдар
471,Kiste::N,صندوق,хайрцаг
472,Fenster::N,پنجره,гэгээвч
473,Tür::N,در,үүд
474,Tür::N,در,хаалга
475,Tür::N,درب,үүд
476,Tür::N,درب,хаалга
477,Tor::N,دروازه,хаалга
478,Zaun::N,حصار,хашаа
479,Dach::N,بام,дээвэр
480,Leiter::N,نردبان,шат
481,Besen::N,جارو,хамуур
482,Besen::N,جارو,туужуу
483,Spaten::N,بیل,хүрз
484,Schaufel::N,بیل,хүрз
485,Schaufel::N,پارو,хүрз
486,Gabel::N,چنگال,сэрээ
487,Löffel::N,قاشق,халбага
488,Messer::N,کارد,хутга
489,Nagel::N,میخ,хадаас
490,Netz::N,تور,өөш
491,Netz::N,تور,тор
492,Netz::N,شبکه,өөш
493,Netz::N,شبکه,тор
494,Haken::N,قلاب,гох
495,Griff::N,دسته,иш
496,Griff::N,دسته,сэнж
497,Schloss::N,قفل,цуурга
498,Schloss::N,قفل,цоож
499,Bild::N,عکس,зураг
500,Bild::N,تصویر,зураг
501,Figur::N,تندیس,баримал
502,Puppe::N,عروسک,хүүхэлдэй
503,Beutel::N,کیسه,агсаа
504,Beutel::N,کیسه,уут
505,Bündel::N,بسته,боодол
506,Tasche::N,کیف,цүнх
507,Eimer::N,سطل,хөнөг
508,Eimer::N,سطل,хувин
509,Deckel::N,در,таг
510,Deckel::N,در,хавхаг
511,Geschirr::N,ظرف,сав суулга
512,Sack::N,گونی,шуудай
513,Tasse::N,فنجان,аяга
514,Topf::N,دیگ,тогоо
515,Topf::N,قابلمه,тогоо
516,Kessel::N,دیگ,тогоо
517,Essen::N,خوراک,идээ
518,Nahrung::N,غذا,хүнс
519,Speise::N,خوراک,идээ
520,Fleisch::N,گوشت,мах
521,Getreide::N,غله,будаа
522,Brei::N,فرنی,богшмол
523,Brei::N,فرنی,будаа
524,Brei::N,حریره,богшмол
525,Brei::N,حریره,будаа
526,Brot::N,نان,талх
527,Scheibe::N,قاچ,зүсэм
528,Scheibe::N,قاچ,хэрчим
529,Scheibe::N,لزگه,зүсэм
530,Scheibe::N,لزگه,хэрчим
531,Fett::N,چربی,өөх
532,Butter::N,کره,тос
533,Öl::N,روغن,тос
534,Salz::N,نمک,давс
535,Suppe::N,آش,шөл
536,Suppe::N,سوپ,шөл
537,Honig::N,عسل,бал
538,Milch::N,شیر,сүү
539,Tee::N,چای,цай
540,Leder::N,چرم,арьс
541,Leder::N,چرم,савхи
542,Wolle::N,پشم,ноос
543,Wolle::N,پشم,унгас
544,Stoff::N,پارچه,бөс
545,Nadel::N,سوزن,зүү
546,Faden::N,نخ,боолт
547,Faden::N,نخ,утас
548,Knopf::N,دکمه,товч
549,Knoten::N,گره,зангилаа
550,Farbe::N,رنگ,будаг
551,Kleidung::N,لباس,хувцас
552,Kleidung::N,پوشاک,хувцас
553,Hemd::N,پیراهن,цамц
554,Kragen::N,یقه,зах заам
555,Ärmel::N,آستین,ханцуй
556,Hose::N,شلوار,өмд
557,Gürtel::N,کمر‌بند,бүс
558,Mütze::N,کلاه,малгай
559,Mütze::N,کلاه,бүрх
560,Schuh::N,کفش,туфли
561,Stiefel::N,چکمه,гутал
562,Ring::N,حلقه,бөгж
563,Ring::N,انگشتر,бөгж
564,Band::N,نوار,тууз
565,Band::N,روبان,тууз
566,Kamm::N,شانه,сам
567,Spiegel::N,آینه,толь
568,Riemen::N,تسمه,тасам
569,Riemen::N,تسمه,сур
570,Schnur::N,ریسمان,татлага
571,Leine::N,قلاده,оосор
572,Decke::N,پتو,хөнжил
573,Decke::N,پتو,хучлага
574,Kissen::N,بالش,дэр
575,Tuch::N,شال,алчуур
576,Tuch::N,شال,даавуу
577,Handtuch::N,حوله,алчуур
578,Kraft::N,نیرو,чадал
579,Kraft::N,نیرو,хүч
580,Stärke::N,زور,эрч
581,Stärke::N,زور,тэнхээ
582,Gesundheit::N,سلامتی,бие
583,Gesundheit::N,سلامتی,эрүүл мэнд
584,Gesundheit::N,تندرستی,бие
585,Gesundheit::N,تندرستی,эрүүл мэнд
586,Krankheit::N,بیماری,эмгэг
587,Schmerz::N,درد,өвчин
588,Wunde::N,زخم,шарх
589,Fieber::N,تب,халуун
590,Arznei::N,دارو,эм
591,Brücke::N,پل,гүүр
592,Brunnen::N,چاه,худаг
593,Weide::N,چراگاه,бэлчээр
594,Pfad::N,راه,жим
595,Pfad::N,راه,зөрөг
596,Weg::N,راه,зам
597,Weg::N,راه,харгуй
598,Weg::N,طریق,зам
599,Weg::N,طریق,харгуй
600,Straße::N,راه,зам
601,Straße::N,راه,харгуй
602,Straße::N,جاده,зам
603,Straße::N,جاده,харгуй
604,Dorf::N,ده,тосгон
605,Dorf::N,ده,гацаа
606,Dorf::N,روستا,тосгон
607,Dorf::N,روستا,гацаа
608,Stadt::N,شهر,хот
609,Brief::N,نامه,захидал
610,Brief::N,نامه,захиа
611,Buch::N,کتاب,ном
612,Buch::N,کتاب,бичиг
613,Buchstabe::N,حرف,үсэг
614,Zeitung::N,روزنامه,сонин
615,Leben::N,عمر,амь
616,Leben::N,عمر,амьдрал
617,Leben::N,زندگی,амь
618,Leben::N,زندگی,амьдрал
619,Tod::N,مرگ,үхэл
620,Grab::N,گور,булш
621,Grab::N,مزار,булш
622,Kirche::N,کلیسا,сүм
623,Sünde::N,بزه,нүгэл
624,Sünde::N,بزه,хилэнц
625,Sünde::N,گناه,нүгэл
626,Sünde::N,گناه,хилэнц
627,Gott::N,خدا,бурхан
628,Arbeiter::N,کارگر,ажилчин
629,Arbeiter::N,کارگر,хөдөлмөрчин
630,Chef::N,رئیس,дарга
631,Meister::N,استاد,дархан
632,Arzt::N,پزشک,эмч
633,Lehrer::N,معلم,багш
634,Lehrer::N,آموزگار,багш
635,Geld::N,پول,цаас
636,Geld::N,پول,мөнгө
637,Geschäft::N,کار,наймаа
638,Geschäft::N,بیزنس,наймаа
639,Laden::N,دکان,дэлгүүр
640,Laden::N,مغازه,дэлгүүр
641,Preis::N,بها,үнэ
642,Preis::N,قیمت,үнэ
643,Ware::N,جنس,таваар
644,Ware::N,جنس,бараа
645,Ware::N,کالا,таваар
646,Ware::N,کالا,бараа
647,Nutzen::N,مزیت,ашиг
648,Nutzen::N,امتیاز,ашиг
649,Reichtum::N,مال,баялаг
650,Reichtum::N,ثروت,баялаг
651,Welt::N,دنیا,дэлхий
652,Welt::N,دنیا,орчлон
653,Land::N,کشور,улс
654,Land::N,کشور,орон
655,Land::N,مملکت,улс
656,Land::N,مملکت,орон
657,Staat::N,دولت,төр
658,Staat::N,دولت,гүрэн
659,König::N,شاه,ван
660,König::N,پادشاه,ван
661,Macht::N,قدرت,засаг
662,Macht::N,اختیار,засаг
663,Grenze::N,مرز,хил
664,Krieg::N,جنگ,дайн
665,Feind::N,دشمن,дайсан
666,Gewalt::N,زور,хүчирхэх
667,Gewalt::N,خشونت,хүчирхэх
668,Kampf::N,نبرد,тэмцэл
669,Kampf::N,نبرد,байлдаан
670,Kampf::N,مبارزه,тэмцэл
671,Kampf::N,مبارزه,байлдаан
672,Bogen[Waffe]::N,کمان,нум
673,Pfeil::N,تیر,годил
674,Pfeil::N,تیر,сум
675,Gewehr::N,تفنگ,буу
676,Fehler::N,غلط,эндэл
677,Fehler::N,غلط,алдаа
678,Fehler::N,اشتباه,эндэл
679,Fehler::N,اشتباه,алдаа
680,Lüge::N,دروغ,худал
681,Schaden::N,آسیب,хор
682,Schaden::N,آسیب,хөнөөл
683,Schaden::N,خسارت,хор
684,Schaden::N,خسارت,хөнөөл
685,Unglück::N,بلا,гай
686,Unglück::N,بلا,гамшиг
687,Schuld::N,گناه,гэм
688,Schuld::N,گناه,буруу
689,Schuld::N,تقصیر,гэм
690,Schuld::N,تقصیر,буруу
691,Alter::N,سن,нас
692,Alter::N,عمر,нас
693,Schluss::N,انتها,эцэс
694,Schluss::N,انتها,төгсгөл
695,Zeit::N,وقت,цаг
696,Zeit::N,زمان,цаг
697,Tag::N,روز,өдөр
698,Morgen::N,صبح,өглөө
699,Mittag::N,ظهر,үд
700,Abend::N,شب,үдэш
701,Abend::N,عصر,үдэш
702,Nacht::N,شب,шөнө
703,Woche::N,هفته,долоо хоног
704,Monat::N,ماه,сар
705,Jahr::N,سال,жил
706,Frühling::N,بهار,хавар
707,Sommer::N,تابستان,зун
708,Herbst::N,پاییز,намар
709,Winter::N,زمستان,өвөл
710,Januar::N,ژانویه,нэгдүгээр сар
711,Februar::N,فوریه,хоёрдугаар сар
712,März::N,مارس,гуравдугаар сар
713,April::N,آوریل,дөрөвдүгээр сар
714,Mai::N,مه,тавдугаар сар
715,Juni::N,ژوئن,зургаадугаар сар
716,Juli::N,ژویه,долдугаар сар
717,August::N,اوت,наймдугаар сар
718,September::N,سپتامبر,есдүгээр сар
719,Oktober::N,اکتبر,аравдугаар сар
720,November::N,نوامبر,арван нэгдүгээр сар
721,Dezember::N,دسامبر,арван хоёрдугаар сар
722,Montag::N,دو‌شنبه,даваа
723,Dienstag::N,سه‌شنبه,мягмар
724,Mittwoch::N,چهار‌شنبه,лхагва
725,Donnerstag::N,پنج شنبه,пүрэв
726,Freitag::N,جمعه,баасан
727,Samstag::N,شنبه,бямба
728,Sonntag::N,یکشنبه,ням
729,groß::A,بزرگ,их
730,groß::A,بزرگ,том
731,klein::A,کوچک,бага
732,klein::A,کوچک,жаахан
733,lang::A,بلند,урт
734,kurz::A,کوتاه,охор
735,kurz::A,کوتاه,богино
736,breit::A,پهن,өргөн
737,schmal::A,تنگ,уйтан
738,schmal::A,تنگ,нарийн
739,schmal::A,نازک,уйтан
740,schmal::A,نازک,нарийн
741,dicht::A,چگال,нягт
742,dicht::A,چگال,чигжүү
743,dicht::A,انبوه,нягт
744,dicht::A,انبوه,чигжүү
745,dick[Gegenstand]::A,ضخیم,зузаан
746,dünn::A,نازک,нимгэн
747,fein::A,ریز,нарийн
748,fein::A,باریک,нарийн
749,fest::A,محکم,бөх
750,fest::A,محکم,хатуу
751,flach::A,صاف,хавтгай
752,flach::A,مسطح,хавтгай
753,glatt::A,لیز,цагаан
754,hart::A,سفت,хатуу
755,weich::A,نرم,зөөлөн
756,weich::A,ملایم,зөөлөн
757,rund::A,گرد,дугуй
758,rund::A,گرد,дугариг
759,spitz::A,تیز,шовх
760,spitz::A,تیز,шовгор
761,spitz::A,نوک‌تیز,шовх
762,spitz::A,نوک‌تیز,шовгор
763,scharf::A,تیز,хурц
764,scharf::A,تیز,иртэй
765,scharf::A,برنده,хурц
766,scharf::A,برنده,иртэй
767,stumpf::A,کند,мохоо
768,schwer::A,سنگین,хүнд
769,schön::A,زیبا,гуа
770,schön::A,زیبا,сайхан
771,heiß::A,داغ,халуун
772,warm::A,گرم,дулаан
773,kalt::A,سرد,хүйтэн
774,kühl::A,خنک,сэрүүн
775,frisch::A,تازه,эрүүл
776,frisch::A,تازه,жихүүн
777,feucht::A,مرطوب,чийгтэй
778,nass::A,تر,нойтон
779,nass::A,خیش,нойтон
780,trocken::A,خشک,хатсан
781,voll::A,پر,дүүрэн
