,Concept_ID,ka,pl
92,Regen::N,წვიმა,deszcz
93,Schnee::N,თოვლი,śnieg
94,Eis::N,თოში,lód
95,Eis::N,ყინული,lód
96,Frost::N,ყინვა,mróz
97,Kälte::N,სიცივე,chłód
98,Hitze::N,სიცხე,gorąco
99,Raureif::N,ჭირხლი,szron
100,Raureif::N,თრთვილი,szron
101,Regenbogen::N,ცისარტყელა,tęcza
102,Donner::N,ქუხილი,grzmot
103,Strömung::N,დინება,nurt
104,Tropfen::N,წვეთი,kropla
105,Schaum::N,ქაფი,piana
106,Schaum::N,დორბლი,piana
107,Schmutz::N,ჭუჭყი,brud
108,Schmutz::N,ტალახი,brud
109,See::N,ტბა,jezioro
110,Sumpf::N,ჭაობი,bagno
111,Moor::N,ტორფნარი,bagno
112,Wiese::N,ველი,łąka
113,Wiese::N,მდელო,łąka
114,Wald::N,ტყე,las
115,Hügel::N,ბორცვი,pagórek
116,Anhöhe::N,მაღლობი,wzgórze
117,Berg::N,მთა,góra
118,Gipfel::N,მწვერვალი,szczyt
119,Gipfel::N,მწვერვალი,wierzchołek
120,Höhle::N,მღვიმე,pieczara
121,Höhle::N,გამოქვებული,pieczara
122,Abhang::N,ფერდობი,stok
123,Abhang::N,ფერდობი,zbocze
124,Quelle::N,წყარო,zdrój
125,Quelle::N,წყარო,źródło
126,Quelle::N,სათავე,zdrój
127,Quelle::N,სათავე,źródło
128,Bach::N,რუ,potok
129,Bach::N,რუ,strumień
130,Bach::N,ნაკადული,potok
131,Bach::N,ნაკადული,strumień
132,Fluss::N,მდინარე,rzeka
133,Ufer::N,კიდე,brzeg
134,Ufer::N,ნაპირი,brzeg
135,Küste::N,ნაპირი,wybrzeże
136,Festland::N,ხმელეთი,ląd
137,Meer::N,ზღვა,morze
138,Bucht::N,ყურე,zatoka
139,Insel::N,კუნძული,wyspa
140,Blume::N,ყვავილი,kwiat
141,Gras::N,ბალახი,trawa
142,Wurzel::N,ძირი,korzeń
143,Wurzel::N,ფესვი,korzeń
144,Baum::N,ხე,drzewo
145,Stamm::N,ტანი,pień
146,Rinde::N,ქერქი,kora
147,Ast::N,ტოტი,gałąź
148,Zweig::N,შტო,gałąź
149,Blatt::N,ფოთოლი,liść
150,Birke::N,არყი,brzoza
151,Kiefer[Baum]::N,ფიჭვი,sosna
152,Weide[Baum]::N,ტირიფი,wierzba
153,Tanne::N,ნაძვი,jodła
154,Horn::N,რქა,róg
155,Feder::N,ფრთა,pióro
156,Fell::N,ტყავი,futro
157,Flügel::N,ფრთა,skrzydło
158,Klaue::N,კლანჭი,szpon
159,Kralle::N,ტორი,pazur
160,Schwanz::N,კუდი,ogon
161,Ei::N,კვერცხი,jajko
162,Nest::N,ბუდე,gniazdo
163,Bau::N,სორო,nora
164,Tier::N,ნადირი,zwierzę
165,Tier::N,ცხოველი,zwierzę
166,Herde::N,ფარა,stado
167,Herde::N,ფარა,trzoda
168,Kuh::N,ფური,krowa
169,Kuh::N,ძროხა,krowa
170,Bulle::N,ხარი,byk
171,Pferd::N,რაში,koń
172,Pferd::N,ცხენი,koń
173,Schaf::N,ცხვარი,owca
174,Schwein::N,ღორი,świnia
175,Hund::N,ძაღლი,pies
176,Katze::N,კატა,kot
177,Katze::N,კატა,kotka
178,Bär::N,დათვი,niedźwiedż
179,Eichhörnchen::N,ციყვი,wiewiórka
180,Elch::N,ცხენ-ირემი,łóś
181,Fuchs::N,მელა,lis
182,Hase::N,კურდღელი,zając
183,Maus::N,თაგვი,mysz
184,Wolf::N,მგელი,wilk
185,Vogel::N,ჩიტი,ptak
186,Vogel::N,ფრინველი,ptak
187,Schwarm::N,გუნდი,stado
188,Huhn::N,დედალი,kura
189,Hahn::N,მამალი,kogut
190,Gans::N,ბატი,gęś
191,Adler::N,არწივი,orzeł
192,Ente::N,იხვი,kaczka
193,Eule::N,ბუ,sowa
194,Kranich::N,წერო,żuraw
195,Krähe::N,ყვავი,wrona
196,Kuckuck::N,გუგული,kukułka
197,Schwan::N,გედი,łabędż
198,Fisch::N,თევზი,ryba
199,Barsch::N,ქორჭილა,okoń
200,Hecht::N,ქარიყლაპია,szczupak
201,Schlange[Tier]::N,გველი,wąż
202,Schlange[Tier]::N,გველი,żmija
203,Wurm::N,ჭია,robak
204,Spinne::N,ობობა,pająk
205,Ameise::N,ჭიანჭველა,mrówka
206,Laus::N,ტილი,wesz
207,Laus::N,მკბენარი,wesz
208,Mücke::N,კოღო,komar
209,Fliege::N,ბუზი,mucha
210,Schmetterling::N,პეპელა,motyl
211,Beere::N,კენკრა,jagoda
212,Apfel::N,ვაშლი,jabłko
213,Pilz::N,სოკო,grzyb
214,Zwiebel::N,ხახვი,cebula
215,Saat::N,თესლი,siew
216,Korn::N,მარცვალი,ziarno
217,Heu::N,თივა,siano
218,Schale::N,ჩენჩო,łupina
219,Grube::N,ორმო,dół
220,Grube::N,ორმო,jama
221,Falle::N,ხაფანგი,pułapka
222,Schlinge::N,მახე,sidła
223,Spur::N,კვალი,ślad
224,Asche::N,ფერფლი,popiół
225,Dreck::N,ტალახი,brud
226,Dreck::N,სიბინძურე,brud
227,Eisen::N,რკინა,żelazo
228,Gold::N,ოქრო,złoto
229,Silber::N,ვერცხლი,srebro
230,Kohle::N,ნახშირი,węgiel
231,Glas::N,მინა,szkło
232,Lehm::N,თიხა,glina
233,Sand::N,ქვიშა,piasek
234,Mensch::N,ადამიანი,człowiek
235,Mann::N,კაცი,mężczyzna
236,Frau::N,ქალი,kobieta
237,Kind::N,ბავშვი,dziecko
238,Junge::N,ვაჟი,chłopak
239,Junge::N,ვაჟი,chłopiec
240,Mädchen::N,გოგო,dziewczynka
241,Familie::N,ოჯახი,rodzina
242,Großvater::N,პაპა,dziadek
243,Großvater::N,ბაბუა,dziadek
244,Großmutter::N,ბებია,babka
245,Großmutter::N,დიდედა,babka
246,Eltern::N,მშობლები,rodzice
247,Vater::N,მამა,ojciec
248,Mutter::N,დედა,matka
249,Sohn::N,ვაჟიშვილი,syn
250,Tochter::N,ქალიშვილი,córka
251,Bruder::N,ძმა,brat
252,Schwester::N,და,siostra
253,Onkel::N,ბიძა,wuj
254,Onkel::N,ბიძა,stryj
255,Tante::N,დეიდა,ciotka
256,Tante::N,მამიდა,ciotka
257,Ehemann::N,ქმარი,mąż
258,Ehefrau::N,ცოლი,żona
259,Freude::N,სიხარული,radość
260,Gelächter::N,სიცილი,śmiech
261,Glück::N,ბედნიერება,szczęście
262,Kummer::N,მწუხარება,zmartwienie
263,Wunsch::N,წადილი,życzenie
264,Wunsch::N,სურვილი,życzenie
265,Lust::N,წადილი,chęć
266,Lust::N,წადილი,ochota
267,Geist::N,სული,duch
268,Gedanke::N,ფიქრი,myśl
269,Gedächtnis::N,მეხსიერება,pamięć
270,Verstand::N,ჭკუა,rozum
271,Verstand::N,გონება,rozum
272,Sinn::N,მნიშვნელობა,zmysł
273,Grund::N,მიზეზი,powód
274,Wahrheit::N,სიმართლე,prawda
275,Wahrheit::N,ჭეშმარიტება,prawda
276,Gespräch::N,ბაასი,rozmowa
277,Gespräch::N,საუბარი,rozmowa
278,Märchen::N,არაკი,bajka
279,Märchen::N,ზღაპარი,bajka
280,Erzählung::N,თქმულება,opowiadanie
281,Nachricht::N,ცნობა,wiadomość
282,Nachricht::N,ამბავი,wiadomość
283,Neuigkeit::N,სიახლე,nowina
284,Name::N,სახელი,imię
285,Rätsel::N,გამოცანა,zagadka
286,Rede::N,სიტყვა,mowa
287,Sprache::N,ენა,język
288,Stimme::N,ხმა,głos
289,Wort::N,სიტყვა,słowo
290,Zeichen::N,ნიშანი,znak
291,Ruf::N,ძახილი,wołanie
292,Lärm::N,ხმაური,hałas
293,Lärm::N,ხმაური,zgiełk
294,Laut::N,ხმა,dźwięk
295,Laut::N,ბგერა,dźwięk
296,Ton::N,ტონი,ton
297,Ton::N,ტონი,dźwięk
298,Lied::N,სიმღერა,pieśń
299,Lied::N,სიმღერა,piosenka
300,Ruhe::N,სიწყნარე,spokój
301,Leute::N,ადამიანები,ludzie
302,Volk::N,ერი,naród
303,Volk::N,ხალხი,naród
304,Arbeit::N,მუშაობა,praca
305,Arbeit::N,მუშაობა,robota
306,Gast::N,სტუმარი,gość
307,Geschenk::N,საჩუქარი,prezent
308,Geschenk::N,საჩუქარი,podarunek
309,Spiel::N,თამაში,gra
310,Spiel::N,თამაში,zabawa
311,Gesellschaft::N,საზოგადოება,towarzystwo
312,Hilfe::N,შველა,pomoc
313,Hilfe::N,დახმარება,pomoc
314,Freund::N,მეგობარი,przyjaciel
315,Kamerad::N,ამხანაგი,kolega
316,Angelegenheit::N,საქმე,sprawa
317,Anzahl::N,ოდენობა,ilość
318,Art::N,სახეობა,rodzaj
319,Stück::N,ნატეხი,kawałek
320,Teil::N,წილი,część
321,Hälfte::N,ნახევარი,połowa
322,Kreis::N,წრე,krąg
323,Kreuz::N,ჯვარი,krzyż
324,Linie::N,ხაზი,linia
325,Strich::N,შტრიხი,kreska
326,Abstand::N,მანძილი,odstęp
327,Entfernung::N,სიშორე,odległość
328,Gegend::N,არე,okolica
329,Gegend::N,მხარე,okolica
330,Platz::N,ფართობი,miejsce
331,Ort::N,ადგილი,miejsce
332,Seite::N,მხარე,bok
333,Seite::N,მხარე,strona
334,Mitte::N,შუა,środek
335,Gegenstand::N,საგანი,przedmiot
336,Sache::N,ნივთი,rzecz
337,Rand::N,კიდე,skraj
338,Rand::N,კიდე,krawędź
339,Kante::N,ნაწიბული,kant
340,Kante::N,ნაწიბული,krawędź
341,Ecke::N,კუთხე,róg
342,Spitze::N,წვეტი,ostrze
343,Ende::N,ბოლო,koniec
344,Loch::N,ხვრელი,dziura
345,Winkel::N,კუთხე,kąt
346,Winkel::N,კუთხე,kącik
347,Muster::N,მოხატულობა,wzór
348,Größe::N,ზომა,rozmiar
349,Größe::N,ზომა,wielkość
350,Größe::N,სიდიდე,rozmiar
351,Größe::N,სიდიდე,wielkość
352,Länge::N,სიგრძე,długość
353,Höhe::N,სიმაღლე,wysokość
354,Gewicht::N,წონა,ciężar
355,Menge::N,რაოდენობა,ilość
356,Haufen::N,გროვა,kupa
357,Reihe::N,რიგი,rząd
358,Reihe::N,რიგი,szereg
359,Reihe::N,წყება,rząd
360,Reihe::N,წყება,szereg
361,Boot::N,გემი,łódź
362,Boot::N,გემი,łódka
363,Ruder::N,ხოფი,wiosło
364,Ruder::N,ნიჩაბი,wiosło
365,Schlitten::N,მარხილი,sanki
366,Ski::N,თხილამური,narta
367,Lagerfeuer::N,კოცონი,ognisko
368,Last::N,ტვირთი,ciężar
369,Last::N,ტვირთი,brzemię
370,Gang::N,სვლა,chód
371,Schritt::N,ბიჯი,krok
372,Norden::N,ჩრდილოეთი,północ
373,Süden::N,სამხრეთი,południe
374,Westen::N,დასავლეთი,zachód
375,Osten::N,აღმოსავლეთი,wschód
376,Holz::N,ხე,drzewo
377,Brett::N,დაფა,deska
378,Brett::N,ფიცარი,deska
379,Platte::N,თლილი ქვა,płyta
380,Stütze::N,საყრდენი,podpora
381,Stange::N,ჭოკი,drąg
382,Stange::N,ჭოკი,żerdź
383,Stock::N,კეტი,kij
384,Stock::N,კეტი,laska
385,Stab::N,ლატანი,pręt
386,Rohr::N,მილაკი,rura
387,Haus::N,სახლი,dom
388,Heim::N,ოჯახის კერა,dom
389,Ofen::N,ღუმელი,piec
390,Fußboden::N,იატაკი,podłoga
391,Tisch::N,სუფრა,stół
392,Tisch::N,მაგიდა,stół
393,Stuhl::N,სკამი,krzesło
394,Wiege::N,აკვანი,kołyska
395,Bett::N,საწოლი,łóżko
396,Bett::N,საწოლი,pościel
397,Bett::N,სარეცელი,łóżko
398,Bett::N,სარეცელი,pościel
399,Regal::N,თაროები,regał
400,Kiste::N,ყუთი,skrzynia
401,Kiste::N,სკივრი,skrzynia
402,Fenster::N,ფანჯარა,okno
403,Fenster::N,სარკმელი,okno
404,Tür::N,ბჭე,drzwi
405,Tür::N,კარი,drzwi
406,Tor::N,ჭიშკარი,brama
407,Zaun::N,ღობე,płot
408,Zaun::N,ღობე,parkan
409,Zaun::N,გალავანი,płot
410,Zaun::N,გალავანი,parkan
411,Dach::N,სახურავი,dach
412,Leiter::N,კიბე,drabina
413,Besen::N,ცოცხი,miotła
414,Spaten::N,ნიჩაბი,rydel
415,Schaufel::N,ბარი,łopata
416,Gabel::N,ჩანგალი,widelec
417,Löffel::N,კოვზი,łyżka
418,Messer::N,დანა,nóż
419,Nagel::N,ლურსმანი,gwóźdź
420,Netz::N,ბადე,sieć
421,Haken::N,კავი,hak
422,Haken::N,კაუჭი,hak
423,Griff::N,ტარი,chwyt
424,Schloss::N,კლიტე,zamek
425,Schloss::N,საკეტი,zamek
426,Bild::N,სურათი,obraz
427,Figur::N,ფიგურა,figura
428,Puppe::N,თოჯინა,lalka
429,Beutel::N,პარკი,torba
430,Bündel::N,გალა,wiązka
431,Bündel::N,ასხმა,wiązka
432,Tasche::N,ჩანთა,torba
433,Eimer::N,ჩამჩა,kubeł
434,Eimer::N,ჩამჩა,wiadro
435,Deckel::N,ხუფი,przykrywka
436,Deckel::N,სარქველი,przykrywka
437,Geschirr::N,ჭურჭელი,statki
438,Geschirr::N,ჭურჭელი,naczynia
439,Sack::N,ტომარა,worek
440,Tasse::N,ფინჯანი,filiżanka
441,Topf::N,ქოთანი,garnek
442,Kessel::N,ქვაბი,kocioł
443,Essen::N,ჭამა,jedzenie
444,Nahrung::N,საზრდო,pokarm
445,Nahrung::N,საზრდო,pożywienie
446,Nahrung::N,საკვები,pokarm
447,Nahrung::N,საკვები,pożywienie
448,Speise::N,საჭმელი,potrawa
449,Speise::N,საჭმელი,jedzenie
450,Fleisch::N,ხორცი,mięso
451,Getreide::N,მარცვლოვანი,zboże
452,Brei::N,ფაფა,kasza
453,Brot::N,პური,chleb
454,Scheibe::N,ნაჭერი,kromka
455,Fett::N,ქონი,tłuszcz
456,Fett::N,ცხიმი,tłuszcz
457,Butter::N,კარაქი,masło
458,Öl::N,ზეთი,olej
459,Salz::N,მარილი,sól
460,Suppe::N,სუფი,zupa
461,Honig::N,თაფლი,miód
462,Milch::N,რძე,mleko
463,Tee::N,ჩაი,herbata
464,Leder::N,ტყავი,skóra
465,Wolle::N,მატყლი,wełna
466,Stoff::N,ქსოვილი,tkanina
467,Stoff::N,ქსოვილი,materiał
468,Nadel::N,ნემსი,igła
469,Faden::N,ძაფი,nić
470,Faden::N,ძაფი,nitka
471,Faden::N,მკედი,nić
472,Faden::N,მკედი,nitka
473,Knopf::N,ღილი,guzik
474,Knoten::N,ნასკვი,węzeł
475,Farbe::N,საღებავი,farba
476,Kleidung::N,ტანსაცმელი,odzież
477,Hemd::N,ხალათი,koszula
478,Hemd::N,პერანგი,koszula
479,Kragen::N,საყელო,kołnierz
480,Ärmel::N,სახელო,rękaw
481,Hose::N,შარვალი,spodnie
482,Gürtel::N,ქამარი,pasek
483,Mütze::N,ქუდი,czapka
484,Schuh::N,ფეხსაცმელი,but
485,Schuh::N,ფეხსაცმელი,bucik
486,Stiefel::N,ჩექმა,but
487,Stiefel::N,ჩექმა,kozak
488,Ring::N,ბეჭედი,pierścień
489,Band::N,ბაფთი,wstęga
490,Kamm::N,სავარცხელი,grzebień
491,Spiegel::N,სარკე,lustro
492,Riemen::N,ღვედი,rzemień
493,Schnur::N,ლარი,sznur
494,Leine::N,ჯაჭვი,smycz
495,Decke::N,საბანი,kołdra
496,Kissen::N,ბალიში,poduszka
497,Tuch::N,მაუდი,chustka
498,Tuch::N,თავშალი,chustka
499,Handtuch::N,ხელსახოცი,ręcznik
500,Kraft::N,ძალა,moc
501,Kraft::N,ძალა,siła
502,Stärke::N,ღონე,moc
503,Stärke::N,ღონე,siła
504,Gesundheit::N,ჯანმრთელობა,zdrowie
505,Krankheit::N,სენი,choroba
506,Krankheit::N,ავადმყოფობა,choroba
507,Schmerz::N,ტკივილი,ból
508,Wunde::N,იარი,rana
509,Wunde::N,ჭრილობა,rana
510,Fieber::N,ციება,gorączka
511,Arznei::N,წამალი,lekarstwo
512,Brücke::N,ხიდი,most
513,Brunnen::N,ჭა,studnia
514,Weide::N,საძოვარი,pastwisko
515,Pfad::N,ბილიკი,ścieżka
516,Weg::N,გზა,droga
517,Straße::N,შარაგზა,ulica
518,Dorf::N,დაბა,wieś
519,Dorf::N,სოფელი,wieś
520,Stadt::N,ქალაქი,miasto
521,Brief::N,წერილი,list
522,Buch::N,წიგნი,książka
523,Buchstabe::N,ასო,litera
524,Zeitung::N,გაზეთი,gazeta
525,Zeitung::N,გაზეთი,dziennik
526,Leben::N,სიცოცხლე,życie
527,Tod::N,სიკვდილი,śmierć
528,Grab::N,სამარე,grób
529,Grab::N,საფლავი,grób
530,Kirche::N,ეკლესია,kościół
531,Sünde::N,ცოდვა,grzech
532,Gott::N,ღმერთი,bóg
533,Arbeiter::N,მუშა,robotnik
534,Chef::N,გამგე,szef
535,Meister::N,ოსტატი,mistrz
536,Meister::N,ოსტატი,majster
537,Arzt::N,ექიმი,lekarz
538,Arzt::N,მკურნალი,lekarz
539,Lehrer::N,მასწავლებელი,nauczyciel
540,Geld::N,ფული,pieniądze
541,Geschäft::N,საქმე,sprawa
542,Geschäft::N,საქმე,interes
543,Geschäft::N,ბიზნესი,sprawa
544,Geschäft::N,ბიზნესი,interes
545,Laden::N,დუქანი,sklep
546,Laden::N,მაღაზია,sklep
547,Preis::N,ფასი,cena
548,Ware::N,საქონელი,towar
549,Nutzen::N,ხეირი,pożytek
550,Reichtum::N,სიმდიდრე,bogactwo
551,Welt::N,მსოფლიო,świat
552,Land::N,მხარე,kraj
553,Land::N,ქვეყანა,kraj
554,Staat::N,სახელმწიფო,państwo
555,König::N,მეფე,król
556,Macht::N,ძლიერება,władza
557,Grenze::N,ზღვარი,granica
558,Krieg::N,ომი,wojna
559,Feind::N,მტერი,wróg
560,Gewalt::N,სისასტიკე,władza
561,Kampf::N,ბრძოლა,bój
562,Kampf::N,ბრძოლა,walka
563,Bogen[Waffe]::N,მშვილდი,łuk
564,Pfeil::N,ისარი,strzała
565,Pfeil::N,მახვილი,strzała
566,Gewehr::N,თოფი,karabin
567,Gewehr::N,შაშხანა,karabin
568,Fehler::N,შეცდომა,błąd
569,Lüge::N,სიცრუე,kłamstwo
570,Schaden::N,ვნება,szkoda
571,Unglück::N,ხიფათი,nieszczęście
572,Unglück::N,უბედურება,nieszczęście
573,Schuld::N,ბრალი,wina
574,Alter::N,ასაკი,wiek
575,Schluss::N,ბოლო,koniec
576,Schluss::N,ბოლო,zakończenie
577,Schluss::N,დასასრული,koniec
578,Schluss::N,დასასრული,zakończenie
579,Zeit::N,დრო,czas
580,Tag::N,დღე,dzień
581,Morgen::N,დილა,ranek
582,Morgen::N,დილა,poranek
583,Mittag::N,შუადღე,południe
584,Abend::N,საღამო,wieczór
585,Nacht::N,ღამე,noc
586,Woche::N,კვირა,tydzień
587,Monat::N,თვე,miesiąc
588,Jahr::N,წელი,rok
589,Frühling::N,გაზაფხული,wiosna
590,Sommer::N,ზაფხული,lato
591,Herbst::N,შემოდგომა,jesień
592,Winter::N,ზამთარი,zima
593,Januar::N,იანვარი,styczeń
594,Februar::N,თებერვალი,luty
595,März::N,მარტი,marzec
596,April::N,აპრილი,kwiecień
597,Mai::N,მაისი,maj
598,Juni::N,ივნისი,czerwiec
599,Juli::N,ივლისი,lipiec
600,August::N,აგვისტო,sierpień
601,September::N,სექტემბერი,wrzesień
602,Oktober::N,ოქტომბერი,październik
603,November::N,ნოემბერი,listopad
604,Dezember::N,დეკემბერი,grudzień
605,Montag::N,ორშაბათი,poniedziałek
606,Dienstag::N,სამშაბათი,wtorek
607,Mittwoch::N,ოთხშაბათი,środa
608,Donnerstag::N,ხუთშაბათი,czwartek
609,Freitag::N,პარასკევი,piątek
610,Samstag::N,შაბათი,sobota
611,Sonntag::N,კვირა,niedziela
612,groß::A,დიდი,duży
613,groß::A,დიდი,wielki
614,klein::A,მცირე,mały
615,klein::A,პატარა,mały
616,lang::A,გრძელი,długi
617,kurz::A,მოკლე,krótki
618,breit::A,ფართო,szeroki
619,breit::A,განიერი,szeroki
620,schmal::A,ვიწრო,wąski
621,schmal::A,წვრილი,wąski
622,dicht::A,მჭიდრო,gęsty
623,dick[Gegenstand]::A,სქელი,gruby
624,dünn::A,წვრილი,cienki
625,fein::A,თხელი,drobny
626,fest::A,მყარი,mocny
627,fest::A,მყარი,twardy
628,flach::A,ბრტყელი,płaski
629,glatt::A,გლუ,gładki
630,hart::A,მაგარი,twardy
631,weich::A,რბილი,miękki
632,rund::A,მრგვალი,okrągły
633,spitz::A,წვეტიანი,spiczasty
634,scharf::A,მჭრელი,ostry
635,stumpf::A,ბლაგვი,tępy
636,schwer::A,მძიმე,ciężki
637,schön::A,ლამაზი,ładny
638,schön::A,ლამაზი,piękny
639,heiß::A,ცხელი,gorący
640,warm::A,თბილი,ciepły
641,kalt::A,ცივი,zimny
642,kühl::A,გრილი,chłodny
643,frisch::A,სუფთა,świeży
644,feucht::A,ნოტიო,wilgotny
645,nass::A,სველი,mokry
646,trocken::A,მშრალი,suchy
647,voll::A,სავსე,pełny
648,leer::A,ცარიელი,pusty
649,leer::A,ცარიელი,próżny
650,offen::A,ღია,otwarty
651,offen::A,გაშლილი,otwarty
652,geschlossen::A,დახურული,zamknięty
653,sauber::A,სუფთა,czysty
654,sauber::A,წმინდა,czysty
655,schmutzig::A,ტალახიანი,brudny
656,roh::A,უმი,surowy
657,reif::A,მწიფე,dojrzały
658,lecker::A,გემრიელი,smaczny
659,süß::A,ტკბილი,słodki
660,bitter::A,მწარე,gorzki
661,sauer::A,მჟავე,kwaśny
662,hell::A,ნათელი,jasny
663,dunkel::A,ბნელი,ciemny
664,schwarz::A,შავი,czarny
665,weiß::A,თეთრი,biały
666,rot::A,წითელი,czerwony
667,gelb::A,ყვითელი,żółty
668,blau::A,ლურჯი,błękitny
669,blau::A,ლურჯი,niebieski
670,blau::A,ცისფერი,błękitny
671,blau::A,ცისფერი,niebieski
672,grün::A,მწვანე,zielony
673,grau::A,რუხი,szary
674,grau::A,ნაცრისფერი,szary
675,bunt::A,ჭრელი,barwny
676,bunt::A,ფერადი,barwny
677,billig::A,იაფი,tani
678,teuer::A,ძვირი,drogi
679,wertvoll::A,ღირსიანი,cenny
680,blind::A,ბრმა,ślepy
681,taub::A,ყრუ,głuchy
682,kräftig::A,ძალავანი,mocny
683,stark::A,ძლიერი,silny
684,stark::A,ღონიერი,silny
685,schwach::A,სუსტი,słaby
686,fett::A,სქელი,tłusty
687,schlank::A,გამხდარი,smukły
688,hübsch::A,ეშხიანი,ładny
689,hübsch::A,მშვენიერი,ładny
690,böse::A,ავი,zły
691,böse::A,ბოროტი,zły
692,dumm::A,ბოთე,głupi
693,dumm::A,სულელი,głupi
694,faul::A,ზანტი,leniwy
695,faul::A,ზარმაცი,leniwy
696,fleißig::A,ბეჯითი,pilny
697,fleißig::A,მუყაითი,pilny
698,geizig::A,ძუნწი,skąpy
699,klug::A,ჭკვიანი,mądry
700,geschickt::A,მარჯვე,zręczny
701,geschickt::A,გაწაფული,zręczny
702,lieb::A,სატრფიალო,miły
703,lustig::A,მხიარული,wesoły
704,sanft::A,ალერსიანი,łagodny
705,sanft::A,გრძნობიერი,łagodny
706,hungrig::A,მშიერი,głodny
707,krank::A,სნეული,chory
708,krank::A,ავადმყოფი,chory
709,nackt::A,ტიტველი,nagi
710,traurig::A,მწუხარე,smutny
711,traurig::A,სევდიანი,smutny
712,lebendig::A,ცოცხალი,żywy
713,gut::A,კარგი,dobry
714,schlecht::A,უხეირო,zły
715,richtig::A,ნამდვილი,słuszny
716,richtig::A,ნამდვილი,właściwy
717,schlimm::A,ცუდი,zły
718,wahr::A,სწორი,prawdziwy
719,wahr::A,ჭეშმარიტი,prawdziwy
720,alt::A,ძველი,stary
721,neu::A,ახალი,nowy
722,ehemalig::A,ყოფილი,były
723,alt[Lebewesen]::A,ბებერი,stary
724,jung::A,ნორჩი,młody
725,jung::A,ახალგაზრდა,młody
726,arm::A,ღარიბი,ubogi
727,arm::A,ღარიბი,biedny
728,reich::A,მდიდარი,bogaty
729,bekannt::A,ცნობილი,znany
730,berühmt::A,გამოჩენილი,słynny
731,fremd::A,უცხო,obcy
