,Concept_ID,uz,mn
55,Leber::N,bag'ir,элэг
56,Atem::N,dam,амьсгаа
57,Hunger::N,ochlik,өлсгөлөн
58,Träne::N,yosh,нулимс
59,Geschmack::N,tam,амт
60,Geruch::N,jid,үнэр
61,Schlaf::N,uyqu,нойр
62,Traum::N,tush,зүүд
63,Himmel::N,osmon,тэнгэр
64,Himmel::N,osmon,огторгуй
65,Sonne::N,quyosh,нар
66,Mond::N,oy,сар
67,Stern::N,yulduz,од
68,Luft::N,havo,агаар
69,Wind::N,el,салхи
70,Welle::N,to'lqin,долгио
71,Welle::N,to'lqin,давалгаа
72,Wasser::N,suv,ус
73,Stein::N,tosh,чулуу
74,Boden::N,tuproq,хөрс
75,Erde::N,er,газар
76,Erde::N,er,шороо
77,Staub::N,chang,тоос
78,Rauch::N,tutun,утаа
79,Funke::N,yalt,оч
80,Feuer::N,o't,гал
81,Licht::N,yorug',гэрэл
82,Licht::N,yorug',гэгээ
83,Schatten::N,soya,сүүдэр
84,Wetter::N,havo,тэнгэр
85,Wetter::N,havo,цаг уур
86,Nebel::N,tuman,будан
87,Wolke::N,bulut,үүл
88,Regen::N,yomg'ir,бороо
89,Schnee::N,qor,цас
90,Eis::N,muz,мөс
91,Frost::N,ajoz,хүйт
92,Kälte::N,ajoz,хүйт
93,Hitze::N,issiq,халуун
94,Raureif::N,qirov,цан
95,Raureif::N,qirov,хяруу
96,Regenbogen::N,kamalak,солонго
97,Donner::N,guldur,тэнгэрийн дуу
98,Strömung::N,oqim,урсгал
99,Tropfen::N,tomchi,дусал
100,Schaum::N,ko'pik,хөөс
101,Schmutz::N,gard,хир
102,Schmutz::N,gard,шавхай
103,See::N,ko'l,нуур
104,Sumpf::N,botqoq,намаг
105,Sumpf::N,botqoq,балчиг
106,Moor::N,qir-adir,хүлрийн намаг
107,Wiese::N,o'tzor,нуга
108,Wald::N,o'rmon,ой
109,Hügel::N,tepa,болдог
110,Anhöhe::N,adir,гүвээ
111,Berg::N,tog',уул
112,Gipfel::N,cho'qqi,орой
113,Gipfel::N,cho'qqi,оргил
114,Höhle::N,kavak,агуй
115,Abhang::N,to'sh,хүр
116,Quelle::N,buloq,булаг
117,Bach::N,o'zan,горхи
118,Fluss::N,daryo,гол
119,Fluss::N,daryo,мөрөн
120,Ufer::N,sohil,эрэг
121,Küste::N,qirg'oq,эрэг
122,Festland::N,materik,хуурай газар
123,Meer::N,dengiz,далай
124,Meer::N,dengiz,тэнгис
125,Bucht::N,qo'ltiq,булан
126,Bucht::N,qo'ltiq,далайн тохой
127,Insel::N,orol,арал
128,Blume::N,gul,цэцэг
129,Gras::N,sabza,өвс
130,Gras::N,sabza,ногоо
131,Wurzel::N,tub,үндэс
132,Wurzel::N,tomir,үндэс
133,Baum::N,daraxt,мод
134,Stamm::N,o'simta,иш
135,Stamm::N,o'simta,гуалин
136,Rinde::N,qobiq,холтос
137,Ast::N,shox,гишүү
138,Zweig::N,butoq,салаа
139,Blatt::N,barg,навч
140,Birke::N,qayin,хус
141,Kiefer[Baum]::N,qarag'ay,нарс
142,Weide[Baum]::N,shum,уд
143,Weide[Baum]::N,shum,бургас
144,Tanne::N,archa,гачуур
145,Horn::N,mugiz,эвэр
146,Feder::N,par,өд
147,Fell::N,mo'yna,арьс
148,Flügel::N,qanot,жигүүр
149,Flügel::N,qanot,далавч
150,Klaue::N,tirnoq,савар
151,Klaue::N,tirnoq,хумс
152,Kralle::N,tirnoq,савар
153,Schwanz::N,quyruq,сүүл
154,Ei::N,tuxum,өндөг
155,Nest::N,oshyon,үүр
156,Bau::N,o'pqon,нүх
157,Bau::N,o'pqon,элүү
158,Tier::N,hayvon,амьтан
159,Tier::N,hayvon,адгуус
160,Herde::N,gala,сүрэг
161,Kuh::N,inak,үнээ
162,Bulle::N,ho'kiz,бух
163,Pferd::N,ot,морь
164,Pferd::N,ot,адуу
165,Schaf::N,qo'y,хонь
166,Schwein::N,cho'chqa,гахай
167,Hund::N,it,нохой
168,Katze::N,mushuk,муур
169,Katze::N,mushuk,мигуй
170,Bär::N,ayiq,баавгай
171,Eichhörnchen::N,tiyin,хэрэм
172,Elch::N,los,хандгай
173,Fuchs::N,tulki,үнэг
174,Hase::N,kuyon,туулай
175,Maus::N,sichqon,хулгана
176,Wolf::N,bo'ri,чоно
177,Vogel::N,qush,шувуу
178,Schwarm::N,to'da,сүрэг
179,Huhn::N,tovuq,тахиа
180,Hahn::N,xo'roz,эр тахиа
181,Gans::N,g'oz,галуу
182,Adler::N,burgut,бүргэд
183,Ente::N,o'rdak,нугас
184,Eule::N,boyo'g'li,ууль
185,Kranich::N,turna,тогоруу
186,Krähe::N,qarg'a,хэрээ
187,Kuckuck::N,kakku,хөхөө
188,Schwan::N,oqkush,хун
189,Fisch::N,baliq,загас
190,Barsch::N,olabug'a,алгана
191,Hecht::N,cho'rtan,цурхай
192,Schlange[Tier]::N,ilon,могой
193,Wurm::N,qurt,өт
194,Wurm::N,qurt,хорхой
195,Spinne::N,o'rgimchak,аалз
196,Ameise::N,chumoli,шоргоолж
197,Laus::N,bit,бөөс
198,Mücke::N,chivin,шумуул
199,Fliege::N,pashsha,ялаа
200,Schmetterling::N,kapalak,эрвээхэй
201,Beere::N,meva,жимсгэнэ
202,Apfel::N,olma,алим
203,Pilz::N,qo'ziqorin,мөөг
204,Zwiebel::N,piyoz,сонгино
205,Saat::N,äkin,тариа
206,Korn::N,zarra,үр
207,Korn::N,zarra,мөхлөг
208,Heu::N,xashak,өвс
209,Schale::N,po'choq,хальс
210,Grube::N,co'ra,алам
211,Grube::N,co'ra,нүх
212,Falle::N,qopqon,хавх
213,Falle::N,qopqon,занга
214,Schlinge::N,sirtmoq,урхи
215,Spur::N,iz,мөр
216,Asche::N,kul,үнс
217,Dreck::N,kir,хир
218,Eisen::N,temir,төмөр
219,Gold::N,tilla,алт
220,Silber::N,kumush,мөнгө
221,Kohle::N,ko'mir,нүүрс
222,Glas::N,oyna,шил
223,Lehm::N,loy,шавар
224,Sand::N,qum,элс
225,Mensch::N,odam,хүн
226,Mann::N,ärkak,эр
227,Mann::N,ärkak,эрэгтэй
228,Frau::N,ayol,эмэгтэй
229,Frau::N,ayol,хатагтай
230,Kind::N,bola,хүүхэд
231,Kind::N,kichkintoy,хүүхэд
232,Junge::N,bola,хүү
233,Mädchen::N,qiz,охин
234,Mädchen::N,qiz,бүсгүй
235,Familie::N,oila,айл
236,Großvater::N,buva,өвгөн аав
237,Großvater::N,katta ota,өвгөн аав
238,Großmutter::N,buvi,эмэг эх
239,Großmutter::N,buvi,эмгээ
240,Großmutter::N,katta oyi,эмэг эх
241,Großmutter::N,katta oyi,эмгээ
242,Eltern::N,ota-ona,эцэг эх
243,Vater::N,ota,аав
244,Vater::N,ota,эцэг
245,Mutter::N,ona,эх
246,Mutter::N,ona,ээж
247,Sohn::N,o'g'il,хүү
248,Tochter::N,qiz,охин
249,Bruder::N,og'a,ах
250,Bruder::N,og'a,дүү
251,Bruder::N,uka,ах
252,Bruder::N,uka,дүү
253,Schwester::N,opa,эгч
254,Schwester::N,opa,охин дүү
255,Schwester::N,singil,эгч
256,Schwester::N,singil,охин дүү
257,Onkel::N,amaki,авга ах
258,Onkel::N,amaki,нагац ах
259,Tante::N,amma,авга эгч
260,Tante::N,amma,нагац эгч
261,Tante::N,xola,авга эгч
262,Tante::N,xola,нагац эгч
263,Ehemann::N,är,нөхөр
264,Ehefrau::N,rafiqa,эхнэр
265,Ehefrau::N,rafiqa,гэргий
266,Freude::N,ayish,баяр
267,Freude::N,ayish,баясгалан
268,Gelächter::N,kulgi,инээдэм
269,Glück::N,saodat,жаргалан
270,Kummer::N,g'am,гаслан
271,Wunsch::N,orzu,ерөөл
272,Lust::N,rag'bat,дур
273,Lust::N,rag'bat,хүсэл
274,Geist::N,ruh,оюун
275,Gedanke::N,fikr,сэтгэл
276,Gedächtnis::N,äs,ой
277,Gedächtnis::N,äs,цээж
278,Verstand::N,aql,ухаан
279,Sinn::N,ma'ni,утга
280,Grund::N,sabab,учир
281,Wahrheit::N,haq,үнэн
282,Gespräch::N,gap,яриа
283,Märchen::N,ärtak,явган үлгэр
284,Erzählung::N,rivoyat,тууж
285,Nachricht::N,xabar,мэдээ
286,Neuigkeit::N,yangilik,сонин
287,Name::N,ot,нэр
288,Rätsel::N,topishmoq,оньсого
289,Rede::N,nutq,хэлсэн үг
290,Sprache::N,til,хэл
291,Stimme::N,ovoz,дуу
292,Wort::N,so'z,үг
293,Zeichen::N,alomat,тамга
294,Zeichen::N,alomat,тэмдэг
295,Ruf::N,chaqiriq,дуудлага
296,Lärm::N,taraq,шуугиан
297,Lärm::N,taraq,чимээ
298,Laut::N,tovush,анир
299,Laut::N,tovush,дуу
300,Ton::N,un,авиа
301,Ton::N,un,аялгуу
302,Lied::N,ashula,дуу
303,Ruhe::N,tinchlik,энх
304,Ruhe::N,tinchlik,тайван
305,Leute::N,xaloyiq,хүмүүс
306,Volk::N,xalq,улс
307,Arbeit::N,ish,ажил
308,Arbeit::N,ish,хөдөлмөр
309,Gast::N,mehmon,зочин
310,Gast::N,mehmon,айлчин
311,Geschenk::N,hadya,бэлэг
312,Spiel::N,o'yin,наадам
313,Spiel::N,o'yin,тоглоом
314,Gesellschaft::N,jamiyat,хамт байх
315,Hilfe::N,yordam,тусламж
316,Freund::N,do'st,найз
317,Freund::N,do'st,нөхөр
318,Kamerad::N,yo'ldosh,хань
319,Kamerad::N,yo'ldosh,нөхөр
320,Angelegenheit::N,daxl,хэрэг
321,Anzahl::N,son,тоо
322,Art::N,tur,төрөл
323,Art::N,tur,янз
324,Stück::N,parcha,хэсэг
325,Teil::N,bo'lak,хувь
326,Teil::N,bo'lak,хэсэг
327,Hälfte::N,yarim,хагас
328,Kreis::N,aylana,тойрог
329,Kreis::N,aylana,хүрээ
330,Kreuz::N,xoch,загалмай
331,Linie::N,liniya,шугам
332,Strich::N,chiziq,зураас
333,Abstand::N,oralik,зай
334,Entfernung::N,uzoqlik,зай
335,Entfernung::N,uzoqlik,хол ойр
336,Gegend::N,yer,хавь
337,Gegend::N,yer,газар
338,Platz::N,oralig,зай
339,Platz::N,oralig,завсар
340,Ort::N,joy,газар
341,Ort::N,joy,байр
342,Seite::N,yon,тал
343,Seite::N,yon,этгээд
344,Mitte::N,o'rta,төв
345,Mitte::N,o'rta,дунд
346,Gegenstand::N,ashyo,юм
347,Sache::N,buyum,үйл
348,Sache::N,buyum,хэрэг
349,Rand::N,chek,зах
350,Rand::N,chek,хөвөө
351,Kante::N,tig',ирмэг
352,Ecke::N,burchak,өнцөг
353,Spitze::N,uch,үзүүр
354,Ende::N,oxir,зах
355,Ende::N,oxir,үзүүр
356,Loch::N,teshik,цоорхой
357,Loch::N,teshik,онгорхой
358,Winkel::N,go'sha,өнцөг
359,Muster::N,nusha,хээ
360,Muster::N,nusha,угалз
361,Größe::N,kattalik,хэмжээ
362,Länge::N,uzunlik,урт
363,Höhe::N,yuksaklik,өндөр
364,Gewicht::N,solmoq,жин
365,Menge::N,miqdor,тоо
366,Haufen::N,uyum,бөөн
367,Reihe::N,saf,эгнээ
368,Boot::N,qayiq,завь
369,Ruder::N,äshkak,сэлүүр
370,Schlitten::N,chana,чарга
371,Ski::N,chang'i,цана
372,Lagerfeuer::N,gulxan,түүдэг
373,Last::N,yuk,ачаа
374,Gang::N,yurish,явдал
375,Schritt::N,qadam,алхам
376,Norden::N,shimol,умар
377,Süden::N,janub,урд
378,Süden::N,janub,өмнө
379,Westen::N,g'arb,өрнө
380,Westen::N,g'arb,баруун
381,Osten::N,sharq,зүүн
382,Osten::N,sharq,дорно
383,Holz::N,yog'och,мод
384,Brett::N,taxta,банз
385,Platte::N,tabaqa,хавтан
386,Stütze::N,tayanchi,тулгуур
387,Stütze::N,tayanchi,тулга
388,Stange::N,qo'noq,сургааг
389,Stock::N,tayoq,саваа
390,Stab::N,gavron,таяг
391,Rohr::N,tarnov,хоолой
392,Haus::N,uy,гэр
393,Haus::N,uy,байшин
394,Heim::N,makon,гэр
395,Ofen::N,pechka,зуух
396,Ofen::N,pechka,пийшин
397,Fußboden::N,pol,шал
398,Tisch::N,mosa,ширээ
399,Stuhl::N,o'rindiq,сандал
400,Wiege::N,beshik,өлгий
401,Bett::N,yotoq,ор
402,Regal::N,tokcha,тавиур
403,Kiste::N,sandiq,авдар
404,Kiste::N,sandiq,хайрцаг
405,Fenster::N,deraza,гэгээвч
406,Tür::N,äshik,үүд
407,Tür::N,äshik,хаалга
408,Tor::N,darvoza,хаалга
409,Zaun::N,panjara,хашаа
410,Dach::N,tom,дээвэр
411,Leiter::N,narvon,шат
412,Besen::N,supurgi,хамуур
413,Besen::N,supurgi,туужуу
414,Spaten::N,bel,хүрз
415,Schaufel::N,kurak,хүрз
416,Gabel::N,bilka,сэрээ
417,Löffel::N,qoshiq,халбага
418,Messer::N,pichoq,хутга
419,Nagel::N,mix,хадаас
420,Netz::N,to'r,өөш
421,Netz::N,to'r,тор
422,Haken::N,ilgak,гох
423,Griff::N,sop,иш
424,Griff::N,sop,сэнж
425,Griff::N,tutqich,иш
426,Griff::N,tutqich,сэнж
427,Schloss::N,qulf,цуурга
428,Schloss::N,qulf,цоож
429,Bild::N,rasm,зураг
430,Figur::N,shakl,баримал
431,Puppe::N,ko'g'irchoq,хүүхэлдэй
432,Beutel::N,to'rva,агсаа
433,Beutel::N,to'rva,уут
434,Bündel::N,bog'lam,боодол
435,Tasche::N,kissa,цүнх
436,Eimer::N,chelak,хөнөг
437,Eimer::N,chelak,хувин
438,Deckel::N,qopqoq,таг
439,Deckel::N,qopqoq,хавхаг
440,Geschirr::N,idish,сав суулга
441,Sack::N,qop,шуудай
442,Tasse::N,piyola,аяга
443,Topf::N,tuvak,тогоо
444,Kessel::N,qozon,тогоо
445,Essen::N,tomoq,идээ
446,Nahrung::N,emak,хүнс
447,Speise::N,taom,идээ
448,Fleisch::N,go'sht,мах
449,Getreide::N,g'alla,будаа
450,Brei::N,bo'tqa,богшмол
451,Brei::N,bo'tqa,будаа
452,Brot::N,non,талх
453,Scheibe::N,disk,зүсэм
454,Scheibe::N,disk,хэрчим
455,Fett::N,moy,өөх
456,Butter::N,yog',тос
457,Öl::N,moy,тос
458,Salz::N,tuz,давс
459,Suppe::N,sho'rva,шөл
460,Honig::N,asal,бал
461,Milch::N,sut,сүү
462,Tee::N,choy,цай
463,Leder::N,charm,арьс
464,Leder::N,charm,савхи
465,Wolle::N,jun,ноос
466,Wolle::N,jun,унгас
467,Stoff::N,mato,бөс
468,Nadel::N,igna,зүү
469,Faden::N,ip,боолт
470,Faden::N,ip,утас
471,Knopf::N,tugma,товч
472,Knoten::N,tugun,зангилаа
473,Farbe::N,bo'yok,будаг
474,Kleidung::N,kiyim,хувцас
475,Hemd::N,ko'ylak,цамц
476,Kragen::N,yoqa,зах заам
477,Ärmel::N,yeng,ханцуй
478,Hose::N,shim,өмд
479,Gürtel::N,tasma,бүс
480,Mütze::N,shapka,малгай
481,Mütze::N,shapka,бүрх
482,Schuh::N,but,туфли
483,Stiefel::N,botinka,гутал
484,Ring::N,yuzuk,бөгж
485,Band::N,rishta,тууз
486,Kamm::N,taroq,сам
487,Spiegel::N,ko'zgu,толь
488,Riemen::N,qayish,тасам
489,Riemen::N,qayish,сур
490,Schnur::N,bog'ich,татлага
491,Leine::N,etak,оосор
492,Decke::N,odyol,хөнжил
493,Decke::N,odyol,хучлага
494,Kissen::N,yostiq,дэр
495,Tuch::N,gazlama,алчуур
496,Tuch::N,gazlama,даавуу
497,Handtuch::N,sochiq,алчуур
498,Kraft::N,kuch,чадал
499,Kraft::N,kuch,хүч
500,Stärke::N,quvvat,эрч
501,Stärke::N,quvvat,тэнхээ
502,Gesundheit::N,sog'lik,бие
503,Gesundheit::N,sog'lik,эрүүл мэнд
504,Krankheit::N,kasallik,эмгэг
505,Schmerz::N,og'riq,өвчин
506,Wunde::N,yara,шарх
507,Fieber::N,bezgak,халуун
508,Arznei::N,dori,эм
509,Brücke::N,ko'prik,гүүр
510,Brunnen::N,buloq,худаг
511,Weide::N,yaylov,бэлчээр
512,Pfad::N,dorojka,жим
513,Pfad::N,dorojka,зөрөг
514,Weg::N,yo'l,зам
515,Weg::N,yo'l,харгуй
516,Straße::N,ko'cha,зам
517,Straße::N,ko'cha,харгуй
518,Dorf::N,ovul,тосгон
519,Dorf::N,ovul,гацаа
520,Stadt::N,shahar,хот
521,Brief::N,maktub,захидал
522,Brief::N,maktub,захиа
523,Buch::N,kitob,ном
524,Buch::N,kitob,бичиг
525,Buchstabe::N,harf,үсэг
526,Zeitung::N,gazet,сонин
527,Leben::N,hayot,амь
528,Leben::N,hayot,амьдрал
529,Tod::N,o'lim,үхэл
530,Grab::N,go'r,булш
531,Kirche::N,cherkov,сүм
532,Sünde::N,gunoh,нүгэл
533,Sünde::N,gunoh,хилэнц
534,Gott::N,olloh,бурхан
535,Arbeiter::N,ishchi,ажилчин
536,Arbeiter::N,ishchi,хөдөлмөрчин
537,Chef::N,rais,дарга
538,Meister::N,usta,дархан
539,Arzt::N,hakim,эмч
540,Lehrer::N,muallim,багш
541,Geld::N,pul,цаас
542,Geld::N,pul,мөнгө
543,Geschäft::N,savdo,наймаа
544,Laden::N,do'kon,дэлгүүр
545,Preis::N,baho,үнэ
546,Ware::N,mol,таваар
547,Ware::N,mol,бараа
548,Nutzen::N,foyda,ашиг
549,Reichtum::N,boylik,баялаг
550,Welt::N,olam,дэлхий
551,Welt::N,olam,орчлон
552,Land::N,o'lka,улс
553,Land::N,o'lka,орон
554,Staat::N,davlat,төр
555,Staat::N,davlat,гүрэн
556,König::N,qirol,ван
557,Macht::N,iqtidor,засаг
558,Grenze::N,chegara,хил
559,Krieg::N,harb,дайн
560,Feind::N,dushman,дайсан
561,Gewalt::N,zo'rlik,хүчирхэх
562,Kampf::N,kurash,тэмцэл
563,Kampf::N,kurash,байлдаан
564,Bogen[Waffe]::N,yoy,нум
565,Pfeil::N,o'q,годил
566,Pfeil::N,o'q,сум
567,Gewehr::N,vintovka,буу
568,Fehler::N,xato,эндэл
569,Fehler::N,xato,алдаа
570,Lüge::N,yolg'on,худал
571,Schaden::N,ziyon,хор
572,Schaden::N,ziyon,хөнөөл
573,Unglück::N,balo,гай
574,Unglück::N,balo,гамшиг
575,Schuld::N,ayb,гэм
576,Schuld::N,ayb,буруу
577,Alter::N,yosh,нас
578,Schluss::N,tamom,эцэс
579,Schluss::N,tamom,төгсгөл
580,Zeit::N,vaqt,цаг
581,Tag::N,kun,өдөр
582,Morgen::N,saboh,өглөө
583,Mittag::N,kun tushlik,үд
584,Abend::N,oqshom,үдэш
585,Nacht::N,tun,шөнө
586,Woche::N,hafta,долоо хоног
587,Monat::N,oy,сар
588,Jahr::N,yil,жил
589,Frühling::N,bahor,хавар
590,Sommer::N,yoz,зун
591,Herbst::N,kuz,намар
592,Herbst::N,xazon,намар
593,Winter::N,qish,өвөл
594,Januar::N,yanvar',нэгдүгээр сар
595,Februar::N,fevral',хоёрдугаар сар
596,März::N,mart,гуравдугаар сар
597,April::N,aprel',дөрөвдүгээр сар
598,Mai::N,may,тавдугаар сар
599,Juni::N,iyun',зургаадугаар сар
600,Juli::N,iyul',долдугаар сар
601,August::N,avgust,наймдугаар сар
602,September::N,sentyabr',есдүгээр сар
603,Oktober::N,oktyabr',аравдугаар сар
604,November::N,noyabr',арван нэгдүгээр сар
605,Dezember::N,dekabr',арван хоёрдугаар сар
606,Montag::N,dushanba,даваа
607,Dienstag::N,seshanba,мягмар
608,Mittwoch::N,chorshanba,лхагва
609,Donnerstag::N,payshanba,пүрэв
610,Freitag::N,juma,баасан
611,Samstag::N,shanba,бямба
612,Sonntag::N,yakshanba,ням
613,groß::A,buyuk,их
614,groß::A,buyuk,том
615,klein::A,kichik,бага
616,klein::A,kichik,жаахан
617,lang::A,uzun,урт
618,kurz::A,qisqa,охор
619,kurz::A,qisqa,богино
620,breit::A,keng,өргөн
621,schmal::A,änsiz,уйтан
622,schmal::A,änsiz,нарийн
623,dicht::A,quyuq,нягт
624,dicht::A,quyuq,чигжүү
625,dick[Gegenstand]::A,qalin,зузаан
626,dünn::A,ingichka,нимгэн
627,fein::A,mayin,нарийн
628,fest::A,qattiq,бөх
629,fest::A,qattiq,хатуу
630,flach::A,yalpoq,хавтгай
631,glatt::A,tekis,цагаан
632,hart::A,qattiq,хатуу
633,weich::A,yumshoq,зөөлөн
634,rund::A,yumaloq,дугуй
635,rund::A,yumaloq,дугариг
636,spitz::A,uchli,шовх
637,spitz::A,uchli,шовгор
638,scharf::A,keskir,хурц
639,scharf::A,keskir,иртэй
640,stumpf::A,to'mtoq,мохоо
641,schwer::A,salmoqli,хүнд
642,schön::A,go'zal,гуа
643,schön::A,go'zal,сайхан
644,heiß::A,qiziq,халуун
645,warm::A,issiq,дулаан
646,kalt::A,sovuq,хүйтэн
647,kühl::A,salqin,сэрүүн
648,frisch::A,toza,эрүүл
649,frisch::A,toza,жихүүн
650,feucht::A,namli,чийгтэй
651,nass::A,nam,нойтон
652,trocken::A,quruq,хатсан
653,voll::A,to'la,дүүрэн
654,leer::A,puch,хоосон
655,offen::A,ochiq,онгорхой
656,geschlossen::A,berk,битүү
657,geschlossen::A,berk,хаалтай
658,sauber::A,ozoda,цэвэр
659,sauber::A,ozoda,хиргүй
660,schmutzig::A,kir,бохир
661,schmutzig::A,kir,хиртэй
662,roh::A,xom,түүхий
663,reif::A,pishiq,болсон
664,lecker::A,shirin,амттай
665,süß::A,shirin,амттай
666,süß::A,shirin,чихэрлэг
667,bitter::A,achchiq,гашуун
668,sauer::A,achchiq,эсгэлэн
669,hell::A,yorug',гэгээн
670,hell::A,yorug',гэрэлтэй
671,dunkel::A,qorong'i,бараан
672,dunkel::A,qorong'i,харанхуй
673,schwarz::A,qora,хар
674,weiß::A,oq,цагаан
675,rot::A,qizil,улаан
676,gelb::A,sariq,шар
677,blau::A,zangori,хөх
678,blau::A,zangori,цэнхэр
679,grün::A,yashil,ногоон
680,grau::A,bo'z,орог
681,grau::A,bo'z,саарал
682,bunt::A,ola,эрээн
683,billig::A,arzon,хямд
684,teuer::A,qimmat,үнэтэй
685,wertvoll::A,qimmat,үнэт
686,blind::A,ko'r,сохор
687,taub::A,garang,чих хатуу
688,kräftig::A,kuchli,чийрэг
689,stark::A,quvvatli,хүчтэй
690,stark::A,quvvatli,чадалтай
691,schwach::A,kuchsiz,сул
692,fett::A,semiz,тарган
693,fett::A,semiz,голигор
694,schlank::A,ingichka,голшиг
695,hübsch::A,ko'rkam,сайхан
696,hübsch::A,ko'rkam,хөөрхөн
697,böse::A,yovuz,муу
698,böse::A,yovuz,хортой
699,dumm::A,aqlsiz,тэнэг
700,faul::A,ärinchak,залхуу
701,fleißig::A,ishchan,чармайлтгай
702,geizig::A,qurumsoq,харамч
703,klug::A,oqil,цэцэн
704,geschickt::A,äpchil,дүйтэй
705,lieb::A,aziz,хайрт
706,lustig::A,chaqchaq,цэнгэлтэй
707,sanft::A,asta,наалинхай
708,hungrig::A,och,өлөн
709,hungrig::A,och,өлссөн
710,krank::A,kasal,өвчтэй
711,nackt::A,yalang,нүцгэн
712,traurig::A,xafa,гунигт
713,lebendig::A,hayotiy,амьд
714,lebendig::A,hayotiy,амьтай
715,gut::A,soz,сайн
716,schlecht::A,yomon,муу
717,schlecht::A,yomon,өөдгүй
718,richtig::A,rost,зөв
719,richtig::A,rost,зүйтэй
720,schlimm::A,yovuz,муухай
721,wahr::A,haqiqiy,үнэн
722,wahr::A,haqiqiy,жинхэнэ
723,alt::A,äski,хуучин
724,neu::A,yangi,шинэ
725,ehemalig::A,sobiq,агсан
726,ehemalig::A,sobiq,байсан
727,alt[Lebewesen]::A,qari,өвгөн
728,alt[Lebewesen]::A,qari,хижээл
729,jung::A,navqiron,залуу
730,arm::A,abgor,ядуу
731,reich::A,boy,баян
732,reich::A,boy,баялаг
733,bekannt::A,ma'lum,танил
734,berühmt::A,mashhur,цуутай
735,berühmt::A,mashhur,алдартай
736,fremd::A,yot,харь
737,fremd::A,yot,гадаад
738,verschieden::A,turli,ондоо
739,verschieden::A,turli,янз янзын
740,nah::A,yaqindagi,ойрын
741,nah::A,yaqindagi,дөтийн
742,fern::A,uzoq,холын
743,linker::A,so'l,буруу
744,rechter::A,o'ng,баруун
745,anderer::A,boshqa,өөр
746,anderer::A,boshqa,нөгөө
747,erster::A,birinchi,нэгдэх
748,erster::A,birinchi,нэгдүгээр
749,zweiter::A,ikkinchi,хоёрдугаар
750,dritter::A,uchinchi,гуравдугаар
751,letzter::A,oxirgi,сүүлийн
752,allein::ADV,o'zicha,ганцаараа
753,auf einmal::ADV,varakay,нэгмөсөн
754,zusammen::ADV,barobar,цуг
755,zusammen::ADV,barobar,хамт
756,lange::ADV,uzoq,удаан
757,plötzlich::ADV,qo'qqisdan,гэнэт
758,sofort::ADV,darrov,дороо
759,später::ADV,so'ngra,дараа
760,jetzt::ADV,hozirgina,өнөө
761,heute::ADV,bugun,өнөө
762,heute::ADV,bugun,өнөөдөр
763,morgen::ADV,ärta,маргааш
764,morgen::ADV,ärta,маргаадар
765,bald::ADV,toz,түргэн
766,bald::ADV,toz,удахгүй
767,dann::ADV,keyin,хожим
768,dann::ADV,keyin,тэгээд
769,gestern::ADV,kecha,өчигдөр
770,einst::ADV,avvallari,нэг
771,damals::ADV,ugal,тэгэхэд
772,danach::ADV,so'ngra,тэгээд
773,danach::ADV,so'ngra,дараа нь
774,vorher::ADV,avval,урьд
775,zuerst::ADV,avval,анх
776,zuerst::ADV,avval,эхлээд
777,einmal::ADV,bir marta,нэг удаа
778,manchmal::ADV,onda-sonda,хааяа
779,manchmal::ADV,onda-sonda,заримдаа
