,Concept_ID,ca,kl
322,Rätsel::N,endevinalla,nalorsitsaarut
323,Rede::N,discurs,oqaluuseq
324,Sprache::N,llēngua,oqaatsit
325,Stimme::N,veu,erinaq
326,Stimme::N,veu,qarluuseq
327,Wort::N,mot,oqaasii
328,Wort::N,paraula,oqaasii
329,Zeichen::N,signe,nalunaaqqut
330,Zeichen::N,senyal,nalunaaqqut
331,Ruf::N,crida,qaaqqussut
332,Lärm::N,sorōll,perpaluk
333,Laut::N,so,torsukattak
334,Ton::N,to,erinaq
335,Lied::N,cançó,taalliaq
336,Lied::N,cançó,erinarsuut
337,Ruhe::N,calma,qatsunganeq
338,Ruhe::N,silenci,qatsunganeq
339,Leute::N,gent,inuiak
340,Leute::N,gent,inuiaqatigiit
341,Volk::N,poble,inuiaat
342,Arbeit::N,labor,suliaq
343,Arbeit::N,treball,suliaq
344,Gast::N,hoste,qaaqqusaq
345,Geschenk::N,regal,pajugut
346,Geschenk::N,obsequi,pajugut
347,Spiel::N,joc,
348,Gesellschaft::N,companyia,
349,Hilfe::N,ajut,annertoqqut
350,Freund::N,amīc,tiliaq
351,Freund::N,amīc,ikinngut
352,Kamerad::N,company,tiliaq
353,Kamerad::N,company,ikinngut
354,Kamerad::N,camarada,tiliaq
355,Kamerad::N,camarada,ikinngut
356,Angelegenheit::N,afer,
357,Angelegenheit::N,assumpte,
358,Anzahl::N,nombre,
359,Anzahl::N,quantitat,
360,Art::N,tipus,ileqquuseq
361,Art::N,classe,ileqquuseq
362,Stück::N,peça,nakkaalaniku
363,Teil::N,part,tassiaasat
364,Hälfte::N,meitat,affaq
365,Kreis::N,cercle,kaajaluinneq or kaajaluitsoq
366,Kreuz::N,creu,sanningasulik
367,Linie::N,línia,tittaq
368,Linie::N,línia,titarneq
369,Strich::N,traç,
370,Strich::N,ratlla,
371,Abstand::N,distància,aku
372,Abstand::N,distància,ikiaq
373,Entfernung::N,distància,asi
374,Gegend::N,regió,nuna
375,Gegend::N,contrada,nuna
376,Platz::N,cabuda,ini
377,Platz::N,cabuda,inissaq
378,Ort::N,lloc,sumiiffik
379,Seite::N,banda,saneraq
380,Seite::N,costāt,saneraq
381,Mitte::N,mig,qiteq
382,Mitte::N,centre,qiteq
383,Gegenstand::N,objecte,
384,Sache::N,cosa,pigisaq
385,Rand::N,vora,sini
386,Rand::N,vora,akerfineq
387,Rand::N,marge,sini
388,Rand::N,marge,akerfineq
389,Kante::N,caire,akerfineq
390,Kante::N,cantell,akerfineq
391,Ecke::N,cantonada,teqeqqoq
392,Ecke::N,cantonada,tikeqqoq
393,Spitze::N,punta,inngik
394,Ende::N,cap,isu
395,Loch::N,forāt,putu
396,Winkel::N,racó,teqeqqorissaat
397,Muster::N,dibuix,ilisserut
398,Muster::N,disseny,ilisserut
399,Größe::N,grandària,angissuseq
400,Länge::N,longitud,takissuseq
401,Höhe::N,altura,
402,Höhe::N,altitud,
403,Gewicht::N,pes,oqimaalutaq
404,Menge::N,quantitat,amerlassuseq
405,Haufen::N,pila,eqimattat
406,Reihe::N,fila,allunaasaq
407,Boot::N,bot,qajaq
408,Boot::N,bot,angallat
409,Boot::N,bot,umiatsiaq
410,Boot::N,barca,qajaq
411,Boot::N,barca,angallat
412,Boot::N,barca,umiatsiaq
413,Ruder::N,rem,iput
414,Schlitten::N,trineu,qamutit
415,Schlitten::N,trineu,qimusseq
416,Ski::N,esquí,ataarut
417,Lagerfeuer::N,foc de campament,
418,Last::N,càrrega,nammagaq
419,Gang::N,marxa,
420,Schritt::N,pas,allorneq
421,Norden::N,nord,avannaq
422,Süden::N,sud,qava
423,Süden::N,sud,kujat
424,Süden::N,sud,kujataa
425,Westen::N,oest,kitaa
426,Westen::N,occident,kitaa
427,Osten::N,est,kangi
428,Osten::N,orient,kangi
429,Holz::N,fusta,qisuk
430,Brett::N,taula,salliligaq
431,Platte::N,placa,qaateq
432,Stütze::N,suport,ajagutaq
433,Stütze::N,suport,ajaagutaq
434,Stange::N,vara,kaaviffik
435,Stock::N,pal,ajaappissat
436,Stab::N,bastó,ajaappissat
437,Rohr::N,tub,sullulik
438,Haus::N,casa,illu
439,Heim::N,llar,
440,Ofen::N,estufa,kissarsuut
441,Fußboden::N,terra,nateq
442,Tisch::N,taula,allattarfik
443,Stuhl::N,cadira,issiavik
444,Stuhl::N,cadira,issiaffik
445,Wiege::N,bressol,uaasoq
446,Bett::N,llit,nallavik
447,Regal::N,prestatgeria,ilisivik
448,Kiste::N,caixa,sakissat
449,Kiste::N,caixa,illerfiusaq
450,Fenster::N,finestra,aki
451,Fenster::N,finestra,igalaaq
452,Tür::N,porta,matu
453,Tor::N,portal,isaaffik
454,Zaun::N,tanca,saputit
455,Dach::N,teulada,qaliaq
456,Leiter::N,escala,tummeqqat
457,Leiter::N,escala,majuartarfiit
458,Leiter::N,escala de mà,tummeqqat
459,Leiter::N,escala de mà,majuartarfiit
460,Besen::N,escombra,saligutit
461,Spaten::N,pala,nivaataq
462,Schaufel::N,pala,nivaataq
463,Gabel::N,forquilla,qilluaq
464,Gabel::N,forquilla,ajassaatit
465,Löffel::N,cullera,alussaat
466,Messer::N,coltell,savik
467,Nagel::N,clau,kukik
468,Netz::N,filat,anguffaseq
469,Haken::N,ganxo,nissik
470,Haken::N,ganxo,qarsorsaq
471,Haken::N,ganxo,qarsorsartoq
472,Griff::N,puny,ipi
473,Griff::N,mànec,ipi
474,Schloss::N,pany,illussaarsuaq
475,Bild::N,imatge,assiliaq
476,Figur::N,figura,kisitsit
477,Puppe::N,nina,inuusaq
478,Beutel::N,bossa,
479,Bündel::N,feix,qilertaq
480,Bündel::N,paquet,qilertaq
481,Tasche::N,bossa,pooqattaq
482,Eimer::N,galleda,
483,Deckel::N,tapa,matu
484,Deckel::N,tapadora,matu
485,Geschirr::N,vaixella,anut
486,Sack::N,sac,
487,Sack::N,saca,
488,Tasse::N,tassa,tiitorfik
489,Tasse::N,tassa,tiitorfiup ilorlia
490,Topf::N,pot,qoqqoq
491,Topf::N,olla,qoqqoq
492,Kessel::N,caldera,uunnaavik
493,Essen::N,àpat,igaaq
494,Essen::N,menjada,igaaq
495,Nahrung::N,aliment,neqissaq
496,Speise::N,plat,nerisassat
497,Fleisch::N,carn,neqi
498,Getreide::N,cereals,maannineq
499,Brei::N,puré,
500,Brot::N,pa,iffit
501,Brot::N,pa,iffiaq
502,Scheibe::N,tall,igalaassiaq
503,Scheibe::N,llesca,igalaassiaq
504,Fett::N,greix,tarnutissaq
505,Fett::N,greix,tarnutissiaq
506,Butter::N,mantega,punneq
507,Öl::N,oli,uulia
508,Salz::N,sal,taratsut
509,Suppe::N,sopa,qajoq
510,Honig::N,mel,tungusunnitsuut
511,Milch::N,llet,immuk
512,Tee::N,te,tii
513,Tee::N,te,teeq
514,Leder::N,cuir,
515,Wolle::N,llana,nuersagassiaq
516,Stoff::N,tela,milliaq
517,Stoff::N,tela,qarlissiaq
518,Nadel::N,agulla,meqqut
519,Faden::N,fil,ujalussiaq
520,Knopf::N,botó,attat
521,Knoten::N,nus,akeroq
522,Knoten::N,nus,qilerneq
523,Farbe::N,pintura,qalipaat
524,Kleidung::N,roba,atisat
525,Kleidung::N,roba,annoraaq
526,Kleidung::N,vestits,atisat
527,Kleidung::N,vestits,annoraaq
528,Hemd::N,camisa,ilupaaq
529,Kragen::N,coll,qungasiinnaq
530,Ärmel::N,màniga,aaq
531,Hose::N,pantalōns,qarliit
532,Gürtel::N,cinturó,qiterut
533,Gürtel::N,cinturó,unngersaq
534,Mütze::N,gorra,nasaq
535,Schuh::N,sabata,skuu
536,Schuh::N,sabata,ikernuk
537,Schuh::N,sabata,ateraasaq
538,Stiefel::N,bota,kamik
539,Ring::N,anell,assammiu
540,Band::N,veta,qilerutissiaq
541,Band::N,cinta,qilerutissiaq
542,Kamm::N,pinta,illaagutit
543,Kamm::N,pinta,illaajaatit pl.
544,Spiegel::N,mirāll,tarrarsuut
545,Riemen::N,corretja,allunaaq
546,Schnur::N,corda,kujaaq
547,Schnur::N,corda,allunaasaq
548,Leine::N,corretja,aleq
549,Decke::N,manta,qipik
550,Decke::N,flassada,qipik
551,Kissen::N,coixí,akit
552,Tuch::N,mocador,qarlissiaq
553,Handtuch::N,tovallola,allarut
554,Handtuch::N,tovallola,allarterut
555,Kraft::N,força,pissak
556,Stärke::N,vigor,qerattarsaat
557,Gesundheit::N,salut,peqqisusseq
558,Krankheit::N,malaltia,nappaat
559,Schmerz::N,dolor,anniaat
560,Wunde::N,ferida,iki
561,Fieber::N,febre,nappaat qanimanartoq
562,Arznei::N,medicament,imigassaq
563,Brücke::N,pont,ikaartarfik
564,Brunnen::N,pou,tissaluttuliaq
565,Weide::N,pastura,masarsuk
566,Pfad::N,senda,aqqut
567,Pfad::N,sender,aqqut
568,Weg::N,camí,aggerfik
569,Straße::N,carretera,aqqusineq
570,Dorf::N,poble,nunaqarfik
571,Stadt::N,ciutāt,illorpaat
572,Stadt::N,ciutāt,illorpalik
573,Brief::N,carta,allagarsiaq
574,Buch::N,llibre,atuakkat
575,Buch::N,llibre,mappersagaq
576,Buchstabe::N,lletra,naqinneq
577,Zeitung::N,diāri,aviisi
578,Leben::N,vida,inuussuseq
579,Tod::N,mort,toqu
580,Tod::N,mort,toquneq
581,Grab::N,tomba,iliveq
582,Grab::N,tomba,illissat
583,Kirche::N,església,oqaluffik
584,Sünde::N,pecat,ajorti
585,Gott::N,déu,
586,Arbeiter::N,obrer,sulisoq
587,Chef::N,cap,ittoqut
588,Meister::N,mestre,naalagaq
589,Arzt::N,metge,katsorsaasoq
590,Lehrer::N,mestre,ilinniartitsisoq
591,Geld::N,dinērs,aningaasat
592,Geschäft::N,negoci,niuertarfik
593,Laden::N,tenda,niuertarfik
594,Laden::N,botiga,niuertarfik
595,Preis::N,preu,aki
596,Ware::N,mercaderia,qaliata pii
597,Ware::N,mercaderia,nioqqutissaq
598,Nutzen::N,profit,iluaqut
599,Reichtum::N,riquesa,
600,Welt::N,món,nunarsuaq
601,Land::N,país,nuna
602,Staat::N,estat,
603,König::N,rei,kunngi
604,Macht::N,poder,pissaassuseq
605,Macht::N,potència,pissaassuseq
606,Grenze::N,frontera,killik
607,Krieg::N,guerra,sorsunneq
608,Feind::N,enemic,akeraq
609,Feind::N,enemic,akerartorti
610,Feind::N,enemic,qinngarsuisoq
611,Gewalt::N,violència,
612,Kampf::N,lluita,sorsunneq
613,Bogen[Waffe]::N,arc,
614,Pfeil::N,fletxa,qalugiusaq
615,Gewehr::N,fusell,aallaat
616,Gewehr::N,escopeta,aallaat
617,Fehler::N,falta,kukkuneq
618,Fehler::N,falta,paarlaappaa
619,Lüge::N,mentida,
620,Schaden::N,dany,
621,Unglück::N,desgràcia,perluut
622,Schuld::N,culpa,akiitsugaq
623,Schuld::N,culpa,akiligassaq
624,Alter::N,edat,utoqqaq
625,Schluss::N,fi,isu
626,Schluss::N,final,isu
627,Zeit::N,temps,ulloq
628,Zeit::N,temps,akuttoqatigiinneq
629,Tag::N,dia,ulloq
630,Morgen::N,matí,ullaaq
631,Mittag::N,migdia,ulloqeqqa
632,Abend::N,vespre,unnuk
633,Nacht::N,nit,unnuaq
634,Woche::N,setmana,sapaatip akunnera
635,Monat::N,mes,qaammat
636,Jahr::N,any,ukioq
637,Frühling::N,primavera,upernaaq
638,Sommer::N,estīu,aasaq
639,Herbst::N,tardor,ukiaq
640,Winter::N,hivērn,ukioq
641,Januar::N,gener,siulleeq
642,Januar::N,gener,qaammaliaq
643,Februar::N,febrer,aarlaat
644,März::N,març,marsi
645,März::N,març,martsi
646,April::N,abril,
647,Mai::N,maig,maaji
648,Juni::N,juny,juuni
649,Juli::N,juliol,juuli
650,August::N,agost,aggusti
651,September::N,setembre,septembari
652,Oktober::N,octubre,oktobari
653,November::N,novembre,novembari
654,Dezember::N,desembre,detsembari
655,Montag::N,dilluns,ataasinngortoq
656,Dienstag::N,dimarts,marlunngorneq
657,Mittwoch::N,dimecres,pingasunngorneq
658,Donnerstag::N,dijous,sisamanngorneq
659,Freitag::N,divendres,tallimanngorneq
660,Samstag::N,dissabte,arfininngorneq
661,Sonntag::N,diumenge,sapaat
662,Sonntag::N,diumenge,sapaati
663,groß::A,gros,angivoq
664,klein::A,petīt,mikivoq
665,lang::A,llarg,takisooq
666,kurz::A,curt,naatsoq
667,breit::A,ample,silippoq
668,schmal::A,estret,amitsoq
669,dicht::A,dens,torsusooq
670,dick[Gegenstand]::A,gruixūt,issuvoq
671,dick[Gegenstand]::A,gruixūt,issusooq
672,dünn::A,prim,amitsoq
673,fein::A,fi,mamarpoq
674,fest::A,ferm,tangeqarpoq
675,fest::A,sòlid,tangeqarpoq
676,flach::A,pla,nalimmappoq
677,glatt::A,llis,quasak
678,hart::A,dur,mattusooq
679,hart::A,dur,manngerpoq
680,hart::A,dur,titeqquluppoq
681,weich::A,tou,nerumaarpoq
682,rund::A,rodó,ammallorippoq
683,spitz::A,punxegut,qummukujooq
684,scharf::A,agut,ipippoq
685,stumpf::A,rom,anngerpoq
686,stumpf::A,esmussat,anngerpoq
687,schwer::A,pesāt,oqimaappoq
688,schön::A,bonīc,kusanarpoq
689,heiß::A,calēnt,kiappoq
690,warm::A,càlid,oqorpoq
691,kalt::A,fred,issippoq
692,kühl::A,fresc,pueqqortippoq
693,frisch::A,fresc,
694,feucht::A,humit,isugutavoq
695,feucht::A,humit,qaasernarpoq
696,nass::A,mullat,imerorpoq
697,trocken::A,sec,panerpoq
698,voll::A,ple,ulikkaarpoq
699,leer::A,buit,imaattuarpoq
700,offen::A,obert,ammavoq
701,geschlossen::A,tancat,matuvoq
702,sauber::A,net,eqqippoq
703,sauber::A,net,sukuluippoq
704,sauber::A,net,ipeqanngilaq
705,schmutzig::A,brut,tapappoq
706,schmutzig::A,brut,minguppoq
707,roh::A,cru,aapavoq
708,reif::A,madur,qaarulerpoq
709,lecker::A,deliciós,
710,süß::A,dolç,tungusunnippoq
711,bitter::A,amarg,qasilippoq
712,sauer::A,agre,
713,hell::A,clar,qaamavoq
714,dunkel::A,fosc,qernerpoq
715,schwarz::A,negre,qernerpoq
716,weiß::A,blanc,qaqorpoq
717,rot::A,vermēll,aappaluppoq
718,gelb::A,groc,sungaarpoq
719,blau::A,blau,tungujorpoq
720,grün::A,verd,qorsooqqippoq
721,grau::A,gris,qaserpoq
722,bunt::A,multicolor,
723,billig::A,barat,akikippoq
724,teuer::A,car,
725,wertvoll::A,preciós,erlinnarpoq
726,blind::A,cec,tappiippoq
727,blind::A,cec,isigisaqanngilaq
728,taub::A,sord,tusilarpoq
729,kräftig::A,fort,pissaq
730,kräftig::A,fort,pissarsuaq
731,kräftig::A,vigorós,pissaq
732,kräftig::A,vigorós,pissarsuaq
733,stark::A,fort,sanngivoq
734,schwach::A,feble,nakuippoq
735,fett::A,gras,pualavoq
736,schlank::A,esvelt,tuappoq
737,hübsch::A,maco,aatsialaq
738,böse::A,dolent,ajorpoq
739,dumm::A,ximple,taqajak
740,dumm::A,ximple,sikkilluppoq
741,dumm::A,ximple,qaatusimasaqanngilaq
742,dumm::A,estúpid,taqajak
743,dumm::A,estúpid,sikkilluppoq
744,dumm::A,estúpid,qaatusimasaqanngilaq
745,faul::A,gandūl,eqiasuppoq
746,faul::A,gandūl,eqiattortuvoq
747,faul::A,mandrós,eqiasuppoq
748,faul::A,mandrós,eqiattortuvoq
749,fleißig::A,diligēnt,eqiasuippoq
750,geizig::A,avar,iasilaarpoq
751,geizig::A,avar,tukkuippoq
752,klug::A,intel·ligent,mallak
753,klug::A,intel·ligent,ittanneq
754,klug::A,intel·ligent,kutaappoq
755,klug::A,intel·ligent,kuttaappoq
756,klug::A,intel·ligent,qarasagippoq
757,geschickt::A,hàbil,
758,lieb::A,amat,akisooq
759,lieb::A,estimat,akisooq
760,lustig::A,alegre,piikulavoq
761,sanft::A,suau,isumagippoq
762,hungrig::A,afamat,kaappoq
763,hungrig::A,afamat,perlilerpoq
764,krank::A,malālt,napparsimavoq
765,nackt::A,nu,
766,traurig::A,trist,aliasuppoq
767,lebendig::A,viu,uumavoq
768,gut::A,bo,ajunngilaq
769,schlecht::A,dolēnt,sualuppoq
770,richtig::A,just,iluarpoq
771,richtig::A,correcte,iluarpoq
772,schlimm::A,greu,amiilaarnarpoq
773,wahr::A,vertader,ilumoorpoq
774,wahr::A,veritable,ilumoorpoq
775,alt::A,vell,pisoqaq
