,Concept_ID,hi,no
143,Wolke::N,मेघ,sky
144,Wolke::N,अभ्र,sky
145,Regen::N,मेंह,regn
146,Regen::N,बारिश,regn
147,Schnee::N,हिम,snø
148,Schnee::N,बर्फ़,snø
149,Eis::N,हिम,is
150,Eis::N,बर्फ़,is
151,Frost::N,ठंड,frost
152,Kälte::N,सर्दी,kulde
153,Kälte::N,शीतलता,kulde
154,Hitze::N,ताप,hete
155,Hitze::N,गरमी,hete
156,Raureif::N,पाला,rimfrost
157,Regenbogen::N,इंद्र-धनुष,regnbue
158,Donner::N,गरज,torden
159,Donner::N,मेघ-गर्जन,torden
160,Strömung::N,बहाव,strømning
161,Strömung::N,प्रवाह,strømning
162,Tropfen::N,बूँद,dråpe
163,Schaum::N,झाग,skum
164,Schmutz::N,गंद,søl
165,Schmutz::N,गंद,skitt
166,Schmutz::N,कीचड़,søl
167,Schmutz::N,कीचड़,skitt
168,See::N,झील,sjø
169,See::N,सरोवर,sjø
170,Sumpf::N,दलदल,sump
171,Sumpf::N,दलदल,myrlende
172,Sumpf::N,धँसान,sump
173,Sumpf::N,धँसान,myrlende
174,Moor::N,झाबर,myr
175,Moor::N,झाबर,myrhei
176,Moor::N,धँसान,myr
177,Moor::N,धँसान,myrhei
178,Wiese::N,घास-स्थल,eng
179,Wald::N,जंगल,skog
180,Hügel::N,टीला,haug
181,Hügel::N,टीला,bakke
182,Hügel::N,पहाड़,haug
183,Hügel::N,पहाड़,bakke
184,Anhöhe::N,टीला,haug
185,Anhöhe::N,टीला,bakke
186,Anhöhe::N,पहाड़ी,haug
187,Anhöhe::N,पहाड़ी,bakke
188,Berg::N,पहाड़,berg
189,Berg::N,पहाड़,fjell
190,Gipfel::N,शिखर,topp
191,Höhle::N,गुहा,hule
192,Höhle::N,गुफ़ा,hule
193,Abhang::N,ढाल,li
194,Abhang::N,ढाल,skråning
195,Abhang::N,ढलान,li
196,Abhang::N,ढलान,skråning
197,Quelle::N,चश्मा,kilde
198,Bach::N,सोता,bekk
199,Bach::N,नदिका,bekk
200,Fluss::N,नदी,elv
201,Fluss::N,सरिता,elv
202,Ufer::N,तट,bredd
203,Ufer::N,किनारा,bredd
204,Küste::N,समुद्र-तट,kyst
205,Festland::N,महाद्वीप,fastland
206,Meer::N,सागर,hav
207,Meer::N,समुद्र,hav
208,Bucht::N,खाड़ी,bukt
209,Insel::N,टापू,øy
210,Insel::N,द्वीप,øy
211,Blume::N,फूल,blomst
212,Blume::N,पुष्प,blomst
213,Gras::N,घास,gress
214,Wurzel::N,मूल,rot
215,Baum::N,पेड़,tre
216,Baum::N,वृक्ष,tre
217,Stamm::N,धड़,stamme
218,Rinde::N,छाल,bark
219,Rinde::N,वल्कल,bark
220,Ast::N,डाल,gren
221,Ast::N,शाखा,gren
222,Zweig::N,टहनी,kvist
223,Blatt::N,पत्र,blad
224,Blatt::N,पत्ता,blad
225,Birke::N,भूर्ज,bjørk
226,Kiefer[Baum]::N,पाइन-वृक्ष,furu
227,Weide[Baum]::N,बेंत,selje
228,Weide[Baum]::N,बेंत,piletre
229,Tanne::N,फ़र,gran
230,Horn::N,सींग,horn
231,Horn::N,विषाण,horn
232,Feder::N,पर,fjær
233,Feder::N,पंख,fjær
234,Fell::N,खाल,skinn
235,Fell::N,पशु-चर्म,skinn
236,Flügel::N,पंख,vinge
237,Flügel::N,डैना,vinge
238,Klaue::N,पंजा,klauv
239,Kralle::N,पंजा,klo
240,Kralle::N,नाख़ून,klo
241,Schwanz::N,पूँछ,hale
242,Ei::N,अंडा,egg
243,Nest::N,नीड़,rede
244,Nest::N,घोंसला,rede
245,Bau::N,बिल,hi
246,Bau::N,माँद,hi
247,Tier::N,पशु,dyr
248,Tier::N,जानवर,dyr
249,Herde::N,गल्ला,flokk
250,Kuh::N,गौ,ku
251,Kuh::N,गाय,ku
252,Bulle::N,साँड़,tyr
253,Pferd::N,अश्व,hest
254,Pferd::N,घोड़ा,hest
255,Schaf::N,भेड़,får
256,Schwein::N,शूकर,gris
257,Hund::N,श्वान,hund
258,Hund::N,कुत्ता,hund
259,Katze::N,बिल्ली,katt
260,Bär::N,रीछ,bjørn
261,Bär::N,भालू,bjørn
262,Eichhörnchen::N,गिलहरी,ekorn
263,Elch::N,एल्क,elg
264,Fuchs::N,लोमड़ी,rev
265,Hase::N,खरहा,hare
266,Hase::N,ख़रगोश,hare
267,Maus::N,मूष,mus
268,Maus::N,चूहा,mus
269,Wolf::N,वृक,ulv
270,Wolf::N,वृक,varg
271,Wolf::N,भेड़िया,ulv
272,Wolf::N,भेड़िया,varg
273,Vogel::N,पक्षी,fugl
274,Vogel::N,चिड़िया,fugl
275,Schwarm::N,झुंड,sverm
276,Huhn::N,मुर्ग़ी,høne
277,Hahn::N,मुर्ग़ा,hane
278,Gans::N,हंस,gås
279,Gans::N,हंसिनी,gås
280,Adler::N,उक़ाब,ørn
281,Ente::N,बतख़,and
282,Ente::N,बत्तक,and
283,Eule::N,उल्लू,ugle
284,Kranich::N,सारस,trane
285,Kranich::N,क्रौंंच,trane
286,Krähe::N,काक,kråke
287,Kuckuck::N,कोयल,gjøk
288,Kuckuck::N,कोकिल,gjøk
289,Schwan::N,हंस,svane
290,Schwan::N,मराल,svane
291,Fisch::N,मछली,fisk
292,Fisch::N,मत्स्य,fisk
293,Barsch::N,पर्च,abbor
294,Hecht::N,पाइक,gjedde
295,Schlange[Tier]::N,सर्प,orm
296,Schlange[Tier]::N,सर्प,slange
297,Wurm::N,कृमि,orm
298,Wurm::N,कृमि,mark
299,Wurm::N,कीड़ा,orm
300,Wurm::N,कीड़ा,mark
301,Spinne::N,लूता,edderkopp
302,Spinne::N,मकड़ी,edderkopp
303,Ameise::N,चींटी,maur
304,Laus::N,जूँ,lus
305,Mücke::N,डाँस,mygg
306,Fliege::N,मक्खी,flue
307,Fliege::N,मक्षिका,flue
308,Schmetterling::N,तितली,sommerfugl
309,Beere::N,बेरी,bær
310,Apfel::N,सेब,eple
311,Pilz::N,खुंबी,sopp
312,Zwiebel::N,प्याज़,løk
313,Saat::N,बीज,sæd
314,Korn::N,दाना,korn
315,Heu::N,मूखी घास,høy
316,Schale::N,बकला,skall
317,Schale::N,छिलका,skall
318,Grube::N,गड्ढा,grop
319,Falle::N,जाल,felle
320,Falle::N,फँदा,felle
321,Schlinge::N,फँदा,snare
322,Spur::N,सुराग़,spor
323,Spur::N,पद-चिह्न,spor
324,Asche::N,राख,aske
325,Dreck::N,मैल,møkk
326,Dreck::N,मैल,skitt
327,Dreck::N,गंदगी,møkk
328,Dreck::N,गंदगी,skitt
329,Eisen::N,लोहा,jern
330,Gold::N,सोना,gull
331,Gold::N,स्वर्ण,gull
332,Silber::N,रजत,sølv
333,Silber::N,चाँदी,sølv
334,Kohle::N,कोयला,kol
335,Kohle::N,कोयला,kull
336,Glas::N,काँच,glass
337,Lehm::N,चिकनी मिट्टी,leire
338,Sand::N,रेत,sand
339,Sand::N,बालू,sand
340,Mensch::N,मानव,menneske
341,Mensch::N,इनसान,menneske
342,Mensch::N,मनुष्य,menneske
343,Mann::N,आदमी,mann
344,Mann::N,पुरुष,mann
345,Frau::N,औरत,kvinne
346,Frau::N,महिला,kvinne
347,Frau::N,स्त्री,kvinne
348,Kind::N,बाल,barn
349,Kind::N,बच्चा,barn
350,Junge::N,लड़का,gutt
351,Mädchen::N,लड़की,pike
352,Mädchen::N,लड़की,jente
353,Mädchen::N,कुमारी,pike
354,Mädchen::N,कुमारी,jente
355,Familie::N,परिवार,familie
356,Großvater::N,दादा,bestefar
357,Großmutter::N,नानी,bestemor
358,Eltern::N,माँ-बाप,foreldre
359,Eltern::N,माता-पिता,foreldre
360,Vater::N,बाप,far
361,Vater::N,पिता,far
362,Mutter::N,माँ,mor
363,Mutter::N,माता,mor
364,Sohn::N,बेटा,sønn
365,Sohn::N,पुत्र,sønn
366,Tochter::N,बेटी,datter
367,Tochter::N,पुत्री,datter
368,Bruder::N,भाई,bror
369,Bruder::N,भ्राता,bror
370,Schwester::N,बहन,søster
371,Schwester::N,भगिनी,søster
372,Onkel::N,ताऊ,onkel
373,Onkel::N,काका,onkel
374,Tante::N,बूआ,tante
375,Tante::N,फूफी,tante
376,Tante::N,ख़ाला,tante
377,Ehemann::N,पति,ektemann
378,Ehemann::N,शौहर,ektemann
379,Ehefrau::N,बीवी,hustru
380,Freude::N,आनंद,glede
381,Freude::N,प्रसन्नता,glede
382,Gelächter::N,हँसी,latter
383,Gelächter::N,क़हक़हा,latter
384,Glück::N,आनंद,lykke
385,Glück::N,ख़ुशी,lykke
386,Kummer::N,शोक,sorg
387,Kummer::N,दुःख,sorg
388,Wunsch::N,इच्छा,ønske
389,Wunsch::N,अभिलाषा,ønske
390,Lust::N,चाह,lyst
391,Lust::N,कामना,lyst
392,Geist::N,जान,ånd
393,Geist::N,प्राण,ånd
394,Gedanke::N,विचार,tanke
395,Gedächtnis::N,याददाश्त,minne
396,Gedächtnis::N,याददाश्त,hukommelse
397,Gedächtnis::N,स्मरण-शक्ति,minne
398,Gedächtnis::N,स्मरण-शक्ति,hukommelse
399,Verstand::N,समझ,forstand
400,Verstand::N,अक़्ल,forstand
401,Verstand::N,बुद्धि,forstand
402,Sinn::N,अर्थ,mening
403,Sinn::N,अर्थ,betydning
404,Grund::N,वजह,grunn
405,Grund::N,कारण,grunn
406,Wahrheit::N,सत्य,sannhet
407,Wahrheit::N,सच्चाई,sannhet
408,Gespräch::N,चर्चा,samtale
409,Gespräch::N,वार्ता,samtale
410,Gespräch::N,बात-चीत,samtale
411,Märchen::N,क़िस्सा,eventyr
412,Erzählung::N,कथा,fortelling
413,Erzählung::N,कहानी,fortelling
414,Nachricht::N,सूचना,melding
415,Nachricht::N,समाचार,melding
416,Neuigkeit::N,ख़बर,nyhet
417,Neuigkeit::N,समाचार,nyhet
418,Name::N,नाम,navn
419,Rätsel::N,पहेली,gåte
420,Rede::N,वचन,tale
421,Rede::N,भाषण,tale
422,Sprache::N,भाषा,språk
423,Sprache::N,ज़बान,språk
424,Stimme::N,स्वर,stemme
425,Stimme::N,आवाज़,stemme
426,Wort::N,शब्द,ord
427,Wort::N,लफ़्ज़,ord
428,Zeichen::N,निशान,tegn
429,Ruf::N,पुकार,rop
430,Ruf::N,आह्वान,rop
431,Lärm::N,शोर,bråk
432,Lärm::N,हुल्लड़,bråk
433,Laut::N,स्वर,lyd
434,Laut::N,ध्वनि,lyd
435,Ton::N,सुर,tone
436,Ton::N,स्वर,tone
437,Lied::N,गीत,vise
438,Ruhe::N,आराम,ro
439,Ruhe::N,ख़ामोशी,ro
440,Leute::N,लोग,folk
441,Volk::N,क़ौम,folk
442,Volk::N,प्रजा,folk
443,Arbeit::N,काम,arbeid
444,Gast::N,अतिथि,gjest
445,Gast::N,मेहमान,gjest
446,Geschenk::N,उपहार,gave
447,Geschenk::N,तोहफ़ा,gave
448,Spiel::N,खेल,lek
449,Spiel::N,खेल,spill
450,Spiel::N,क्रीड़ा,lek
451,Spiel::N,क्रीड़ा,spill
452,Gesellschaft::N,साथ,selskap
453,Hilfe::N,मदद,hjelp
454,Hilfe::N,सहायता,hjelp
455,Freund::N,मित्र,venn
456,Kamerad::N,साथी,kamerat
457,Kamerad::N,कामरेड,kamerat
458,Angelegenheit::N,बात,sak
459,Angelegenheit::N,बात,anliggende
460,Angelegenheit::N,मामला,sak
461,Angelegenheit::N,मामला,anliggende
462,Anzahl::N,तादाद,antall
463,Anzahl::N,संख्या,antall
464,Art::N,तरह,art
465,Art::N,तरह,slag
466,Art::N,क़िस्म,art
467,Art::N,क़िस्म,slag
468,Stück::N,फाँक,stykke
469,Stück::N,टुकड़ा,stykke
470,Teil::N,भाग,del
471,Teil::N,हिस्सा,del
472,Hälfte::N,अर्धभाग,halvdel
473,Kreis::N,चक्कर,ring
474,Kreis::N,चक्कर,sirkel
475,Kreuz::N,सलीब,kors
476,Kreuz::N,सलीब,kryss
477,Kreuz::N,क्रूस,kors
478,Kreuz::N,क्रूस,kryss
479,Linie::N,लाइन,linje
480,Strich::N,लकीर,strek
481,Abstand::N,अंतर,avstand
482,Abstand::N,फ़ासला,avstand
483,Entfernung::N,दूरी,avstand
484,Entfernung::N,फ़ासला,avstand
485,Gegend::N,इलाक़ा,strøk
486,Platz::N,जगह,plass
487,Platz::N,स्थान,plass
488,Ort::N,स्थल,sted
489,Ort::N,स्थान,sted
490,Seite::N,ओर,side
491,Seite::N,तरफ़,side
492,Mitte::N,बीच,midte
493,Mitte::N,मध्य,midte
494,Gegenstand::N,चीज़,gjenstand
495,Gegenstand::N,पदार्थ,gjenstand
496,Sache::N,चीज़,sak
497,Sache::N,वस्तु,sak
498,Rand::N,छोर,rand
499,Rand::N,उपांत,rand
500,Kante::N,कोर,kant
501,Kante::N,किनारा,kant
502,Ecke::N,कोना,hjørne
503,Ecke::N,नुक्कड़,hjørne
504,Spitze::N,नोक,spiss
505,Ende::N,छोर,ende
506,Ende::N,सिरा,ende
507,Loch::N,छेद,hull
508,Loch::N,सूराख़,hull
509,Winkel::N,कोण,vinkel
510,Winkel::N,कोना,vinkel
511,Muster::N,नमूना,mønster
512,Muster::N,डिज़ाइन,mønster
513,Größe::N,परिमाण,størrelse
514,Größe::N,विस्तार,størrelse
515,Länge::N,लंबाई,lengde
516,Höhe::N,ऊँचाई,høyde
517,Höhe::N,उच्चता,høyde
518,Gewicht::N,भार,vekt
519,Gewicht::N,वज़न,vekt
520,Menge::N,मात्रा,mengde
521,Haufen::N,ढेर,haug
522,Haufen::N,ढेर,bunke
523,Haufen::N,अंबार,haug
524,Haufen::N,अंबार,bunke
525,Reihe::N,क़तार,rekke
526,Reihe::N,पंक्ति,rekke
527,Boot::N,नाव,båt
528,Boot::N,नौका,båt
529,Ruder::N,चप्पू,åre
530,Schlitten::N,बर्फ़-गाड़ी,slede
531,Schlitten::N,बर्फ़-गाड़ी,kjelke
532,Ski::N,स्की,ski
533,Lagerfeuer::N,अलाव,leirbål
534,Lagerfeuer::N,कैंप-फ़ायर,leirbål
535,Last::N,भार,bør
536,Last::N,भार,last
537,Gang::N,चाल,gang
538,Schritt::N,डग,steg
539,Schritt::N,डग,skritt
540,Schritt::N,क़दम,steg
541,Schritt::N,क़दम,skritt
542,Norden::N,उत्तर,nord
543,Süden::N,दक्खिन,sør
544,Westen::N,पश्चिम,vest
545,Osten::N,पूरब,øst
546,Holz::N,काठ,tre
547,Holz::N,काष्ठ,tre
548,Brett::N,पटरा,fjøl
549,Brett::N,पटरा,brett
550,Brett::N,तख़्ता,fjøl
551,Brett::N,तख़्ता,brett
552,Platte::N,फलक,plate
553,Platte::N,तख़्ता,plate
554,Stütze::N,टेक,støtte
555,Stütze::N,थूनी,støtte
556,Stange::N,छड़,stang
557,Stange::N,बाँस,stang
558,Stock::N,लाठी,pinne
559,Stab::N,लग्गा,stav
560,Stab::N,लग्गा,kjepp
561,Rohr::N,नल,rør
562,Haus::N,घर,hus
563,Haus::N,मकान,hus
564,Heim::N,घर,hjem
565,Heim::N,गृह,hjem
566,Ofen::N,चूल्हा,ovn
567,Fußboden::N,फ़र्श,gulv
568,Tisch::N,मेज़,bord
569,Stuhl::N,कुरसी,stol
570,Wiege::N,पालना,vogge
571,Wiege::N,हिंडोला,vogge
572,Bett::N,खाट,seng
573,Bett::N,पलंग,seng
574,Regal::N,शेल्फ़,reol
575,Regal::N,शेल्फ़,hylle
576,Kiste::N,पेटी,kasse
577,Kiste::N,डिब्बा,kasse
578,Fenster::N,खिड़की,vindu
579,Tür::N,द्वार,dør
580,Tür::N,दरवाज़ा,dør
581,Tor::N,फाटक,port
582,Zaun::N,बाड़ा,gjerde
583,Dach::N,छत,tak
584,Dach::N,छप्पर,tak
585,Leiter::N,सीढ़ी,stige
586,Besen::N,झाड़ू,kost
587,Besen::N,बुहारी,kost
588,Spaten::N,कुदाल,spade
589,Schaufel::N,बेलचा,skuffe
590,Schaufel::N,फावड़ा,skuffe
591,Gabel::N,काँटा,gaffel
592,Löffel::N,चम्मच,skje
593,Messer::N,छुरा,kniv
594,Messer::N,चाक़ू,kniv
595,Nagel::N,कील,spiker
596,Nagel::N,मेख़,spiker
597,Netz::N,जाल,nett
598,Haken::N,अंकुश,krok
599,Griff::N,मूठ,tak
600,Griff::N,मूठ,håndtak
601,Griff::N,हत्था,tak
602,Griff::N,हत्था,håndtak
603,Schloss::N,ताला,lås
604,Bild::N,चित्र,bilde
605,Figur::N,मूर्ति,figur
606,Puppe::N,पुतली,dukke
607,Puppe::N,गुड़िया,dukke
608,Beutel::N,झोला,pose
609,Bündel::N,पुलिंदा,bylt
610,Tasche::N,बेग,veske
611,Tasche::N,बस्ता,veske
612,Eimer::N,बाल्टी,bøtte
613,Deckel::N,ढक्कन,lokk
614,Geschirr::N,बरतन-भाँड़े,kjøkkentøy
615,Sack::N,बोरा,sekk
616,Tasse::N,प्याला,kopp
617,Topf::N,देग़चा,gryte
618,Kessel::N,देग़,kjele
619,Kessel::N,बटलोई,kjele
620,Essen::N,खाना,mål
621,Nahrung::N,भोजन,mat
622,Nahrung::N,भोजन,næring
623,Speise::N,खाना,matrett
624,Speise::N,व्यंजन,matrett
625,Fleisch::N,मांस,kjøtt
626,Fleisch::N,गोश्त,kjøtt
627,Getreide::N,अनाज,korn
628,Brei::N,भरता,grøt
629,Brei::N,दलिया,grøt
630,Brot::N,रोटी,brød
631,Scheibe::N,कतला,skive
632,Fett::N,वसा,fett
633,Fett::N,चरबी,fett
634,Butter::N,मक्खन,smør
635,Öl::N,तेल,olje
636,Salz::N,नमक,salt
637,Suppe::N,सूप,suppe
638,Suppe::N,शोरबा,suppe
639,Honig::N,शहद,honning
640,Milch::N,दूध,melk
641,Tee::N,चाय,te
642,Leder::N,चमड़ा,lær
643,Leder::N,चमड़ा,skinn
644,Wolle::N,ऊन,ull
645,Stoff::N,कपड़ा,tøy
646,Stoff::N,कपड़ा,stoff
647,Nadel::N,सूई,nål
648,Faden::N,डोरा,tråd
649,Knopf::N,बटन,knapp
650,Knopf::N,घुंडी,knapp
651,Knoten::N,गाँठ,knute
652,Knoten::N,गुत्थी,knute
653,Farbe::N,रंग,farge
654,Farbe::N,वर्ण,farge
655,Kleidung::N,पहनावा,påkledning
656,Hemd::N,कुरता,skjorte
657,Hemd::N,क़मीज़,skjorte
658,Kragen::N,गरदनी,krage
659,Kragen::N,गरेबान,krage
660,Ärmel::N,आस्तीन,erme
661,Hose::N,पैंट,bukse
662,Hose::N,पतलून,bukse
663,Gürtel::N,पेटी,belte
664,Gürtel::N,मेखला,belte
665,Mütze::N,टोपी,lue
666,Schuh::N,जूता,sko
667,Stiefel::N,बूट,støvel
668,Ring::N,अँगूठी,ring
669,Band::N,पट्टी,band
670,Kamm::N,कंघी,kam
671,Spiegel::N,आईना,speil
672,Spiegel::N,दर्पण,speil
673,Riemen::N,तसमा,rem
674,Riemen::N,पट्टा,rem
675,Schnur::N,डोरी,snor
676,Schnur::N,सुतली,snor
677,Leine::N,रस्सी,line
678,Decke::N,रज़ाई,teppe
679,Kissen::N,तकिया,pute
680,Kissen::N,गाद्दा,pute
681,Tuch::N,रूमाल,tøy
682,Tuch::N,वस्त्र,tøy
683,Handtuch::N,अँगोछा,håndkle
684,Kraft::N,ज़ोर,kraft
685,Kraft::N,शक्ति,kraft
686,Stärke::N,बल,styrke
687,Stärke::N,ताक़त,styrke
688,Gesundheit::N,स्वास्थ्य,helse
689,Gesundheit::N,स्वास्थ्य,sunnhet
690,Gesundheit::N,तंदुरुस्ती,helse
691,Gesundheit::N,तंदुरुस्ती,sunnhet
692,Krankheit::N,रोग,syke
693,Krankheit::N,रोग,sykdom
694,Krankheit::N,बीमारी,syke
695,Krankheit::N,बीमारी,sykdom
696,Schmerz::N,दर्द,smerte
697,Schmerz::N,पीड़ा,smerte
698,Wunde::N,घाव,sår
699,Wunde::N,ज़ख़्म,sår
700,Fieber::N,ज्वर,feber
701,Fieber::N,बुख़ार,feber
702,Arznei::N,दवा,medisin
703,Arznei::N,दवा,legemiddel
704,Arznei::N,औषाधि,medisin
705,Arznei::N,औषाधि,legemiddel
706,Brücke::N,पुल,bro
707,Brücke::N,सेतु,bro
708,Brunnen::N,कुआँ,brønn
709,Weide::N,चरागाह,beite
710,Pfad::N,पथ,sti
711,Pfad::N,पगडंडी,sti
712,Weg::N,मार्ग,vei
713,Straße::N,राह,gate
714,Straße::N,रास्ता,gate
715,Dorf::N,गाँव,landsby
716,Dorf::N,ग्राम,landsby
717,Stadt::N,शहर,by
718,Brief::N,ख़त,brev
719,Brief::N,पत्र,brev
720,Brief::N,चिट्ठी,brev
721,Buch::N,किताब,bok
722,Buch::N,पुस्तक,bok
723,Buchstabe::N,अक्षर,bokstav
724,Zeitung::N,अख़बार,avis
725,Zeitung::N,समाचार-पत्र,avis
726,Leben::N,जीवन,liv
727,Leben::N,ज़िंदगी,liv
728,Tod::N,मौत,død
729,Tod::N,मृत्यु,død
730,Grab::N,क़ब्र,grav
731,Kirche::N,चर्च,kirke
732,Kirche::N,गिरजा,kirke
733,Sünde::N,पाप,synd
734,Sünde::N,गुनाह,synd
735,Gott::N,देव,gud
736,Gott::N,ईश्वर,gud
737,Arbeiter::N,मज़दूर,arbeider
738,Chef::N,अध्यक्ष,sjef
739,Meister::N,शिल्पज्ञ,mester
740,Arzt::N,वैद्य,lege
741,Arzt::N,डॉक्टर,lege
742,Arzt::N,चिकित्सक,lege
743,Lehrer::N,शिक्षक,lærer
744,Lehrer::N,अध्यापक,lærer
745,Geld::N,धन,penger
746,Geld::N,पैसा,penger
747,Geschäft::N,सौदा,forretning
748,Geschäft::N,व्यापार,forretning
749,Laden::N,दुकान,butikk
750,Preis::N,दाम,pris
751,Preis::N,मूल्य,pris
752,Ware::N,माल,vare
753,Ware::N,पण्य,vare
754,Nutzen::N,लाभ,nytte
755,Nutzen::N,फ़ायदा,nytte
756,Reichtum::N,धन,rikdom
757,Reichtum::N,दौलत,rikdom
758,Welt::N,विश्व,verden
759,Welt::N,दुनिया,verden
760,Land::N,देश,land
761,Land::N,मुल्क,land
762,Staat::N,राज्य,stat
763,Staat::N,राष्ट्र,stat
764,König::N,राजा,konge
765,König::N,बादशाह,konge
766,Macht::N,शासन,makt
767,Macht::N,सत्ता,makt
768,Grenze::N,सरहद,grense
769,Krieg::N,जंग,krig
770,Krieg::N,युद्ध,krig
771,Feind::N,शत्रु,fiende
772,Feind::N,दुश्मन,fiende
773,Gewalt::N,हिंसा,vold
774,Kampf::N,लड़ाई,kamp
775,Kampf::N,संघर्ष,kamp
776,Bogen[Waffe]::N,कमान,bue
777,Pfeil::N,बान,pil
778,Gewehr::N,बंदूक़,gevær
779,Fehler::N,भूल,feil
