,Concept_ID,hi,no
1513,stoßen::V,धक्का देना,støte
1514,stoßen::V,झटका देना,støte
1515,stehlen::V,चोरी करना,stjele
1516,stören::V,बुरा लगना,forstyrre
1517,belästigen::V,तंग करना,plage
1518,belästigen::V,तंग करना,sjenere
1519,verbergen::V,लुकाना,gjemme
1520,täuschen::V,धोखा देना,villede
1521,betrügen::V,धोखा देना,bedra
1522,töten::V,मारना,drepe
1523,töten::V,मार डालना,drepe
1524,wohnen::V,रहना,bo
1525,arbeiten::V,काम करना,arbeide
1526,sammeln::V,जमा करना,samle
1527,pflücken::V,चुनना,plukke
1528,pflücken::V,तोड़ना,plukke
1529,jagen::V,आखेट करना,jage
1530,jagen::V,शिकार करना,jage
1531,fischen::V,मछली पकड़ना,fiske
1532,fassen::V,पकड़ना,fange
1533,hüten::V,चराना,vokte
1534,treiben::V,हाँकना,drive
1535,anbinden::V,बाँधना,feste
1536,füttern::V,खिलाना,fore
1537,melken::V,दुहना,melke
1538,hacken::V,काटना,hakke
1539,gießen::V,सींचना,helle
1540,reifen::V,पकना,modne
1541,zubereiten::V,पकाना,lage
1542,zubereiten::V,पकाना,tilberede
1543,kochen::V,पकाना,koke
1544,kochen::V,राँधना,koke
1545,backen::V,पकाना,bake
1546,braten::V,तलना,steke
1547,braten::V,भूनना,steke
1548,umrühren::V,फेंटना,røre om
1549,stricken::V,बुनना,strikke
1550,nähen::V,सीना,sy
1551,färben::V,रँगना,farge
1552,reinigen::V,साफ़ करना,rense
1553,reinigen::V,साफ़ करना,gjøre ren
1554,reinigen::V,शुद्ध करना,rense
1555,reinigen::V,शुद्ध करना,gjøre ren
1556,waschen::V,धोना,vaske
1557,abwischen::V,पोंछ्ना,tørke av
1558,spülen::V,माँजना,spyle
1559,spülen::V,माँजना,skylle
1560,spülen::V,खँगालना,spyle
1561,spülen::V,खँगालना,skylle
1562,fegen::V,बुहारना,feie
1563,kehren::V,झाड़ना,koste
1564,baden::V,स्नान करना,bade
1565,sich waschen::V,नहाना,vaske seg
1566,sich waschen::V,हाथ-मुँह धोना,vaske seg
1567,ausziehen::V,उतारना,ta av
1568,anziehen::V,पहनना,ta på
1569,sich anziehen::V,कपड़े पहनना,kle på seg
1570,kämmen::V,कंघी करना,gre
1571,kämmen::V,कंघी करना,kjemme
1572,schmücken::V,सजाना,pynte
1573,schmücken::V,सजाना,smykke
1574,schmücken::V,सँवारना,pynte
1575,schmücken::V,सँवारना,smykke
1576,sagen::V,कहना,si
1577,sagen::V,बताना,si
1578,sprechen::V,बोलना,snakke
1579,reden::V,बोलना,tale
1580,reden::V,बोलना,snakke
1581,reden::V,बात करना,tale
1582,reden::V,बात करना,snakke
1583,sich unterhalten::V,बात करना,samtale
1584,sich unterhalten::V,बातचीत करना,samtale
1585,fragen::V,पूछ्ना,spørre
1586,fragen::V,प्रश्न करना,spørre
1587,bitten::V,माँगना से,be
1588,erzählen::V,बताना,fortelle
1589,mitteilen::V,ख़बर देना,meddele
1590,mitteilen::V,सूचना देना,meddele
1591,nennen::V,नाम देना,kalle
1592,rufen::V,बुलाना,rope
1593,prahlen::V,शेख़ी बघारना,skryte
1594,übersetzen::V,अनुवाद करना,oversette
1595,denken::V,सोचना,tenke
1596,glauben::V,विश्वास करना,tro
1597,bemerken::V,ध्यान देना पर,bemerke
1598,bemerken::V,ध्यान देना पर,legge merke til
1599,erkennen::V,पहचानना,gjenkjenne
1600,begreifen::V,समझना,begripe
1601,verstehen::V,सुनना,forstå
1602,verstehen::V,सुनना,skjønne
1603,lernen::V,पढ़ना,lære
1604,wissen::V,जानना,vite
1605,wissen::V,मालूम होना,vite
1606,sich erinnern an::V,याद करना,huske på
1607,vergessen::V,भूलना,glemme
1608,vergessen::V,बिसारना,glemme
1609,messen::V,नापना,måle
1610,zählen::V,गिनना,telle
1611,rechnen::V,गणना करना,regne
1612,rechnen::V,हिसाब करना,regne
1613,lesen::V,पढ़ना,lese
1614,malen::V,कींचना,male
1615,zeichnen::V,चित्र कींचना,tegne
1616,schreiben::V,लिखना,skrive
1617,besitzen::V,मालिक होना,eie
1618,besitzen::V,मालिक होना,inneha
1619,besitzen::V,स्वामी होना,eie
1620,besitzen::V,स्वामी होना,inneha
1621,kaufen::V,ख़रीदना,kjøpe
1622,verkaufen::V,बेचना,selge
1623,bezahlen::V,चुकाना,betale
1624,bezahlen::V,अदा करना,betale
1625,zahlen::V,अदा करना,betale
1626,beherrschen::V,शासन करना पर,beherske
1627,ertragen::V,सहना,orke
