,Concept_ID,pt,ru
140,Kiefer[Baum]::N,pinheiro,сосна
141,Weide[Baum]::N,salgueiro,ива
142,Tanne::N,abeto,ель
143,Horn::N,corno,рог
144,Horn::N,chifre,рог
145,Feder::N,pena,перо
146,Fell::N,pele,шкура
147,Flügel::N,asa,крыло
148,Klaue::N,pata,коготь
149,Kralle::N,unha,лапа
150,Kralle::N,garra,лапа
151,Schwanz::N,rabo,хвост
152,Schwanz::N,cauda,хвост
153,Ei::N,ovo,яйцо
154,Nest::N,ninho,гнездо
155,Bau::N,toca,нора
156,Bau::N,covil,нора
157,Tier::N,animal,животное
158,Herde::N,rebanho,стадо
159,Kuh::N,vaca,корова
160,Bulle::N,touro,бык
161,Pferd::N,cavalo,лошадь
162,Schaf::N,ovelha,овца
163,Schwein::N,porco,свинья
164,Hund::N,cão,собака
165,Katze::N,gata,кошка
166,Bär::N,urso,медведь
167,Eichhörnchen::N,esquilo,белка
168,Elch::N,alce,лось
169,Fuchs::N,raposa,лиса
170,Hase::N,lebre,заяц
171,Maus::N,rato,мышь
172,Wolf::N,lobo,волк
173,Vogel::N,ave,птица
174,Vogel::N,pássaro,птица
175,Schwarm::N,bando,стая
176,Schwarm::N,enxame,стая
177,Huhn::N,galinha,курица
178,Hahn::N,galo,петух
179,Gans::N,ganso,гусь
180,Adler::N,águia,орел
181,Ente::N,pata,утка
182,Eule::N,mocho,сова
183,Eule::N,coruja,сова
184,Kranich::N,grou,журавль
185,Krähe::N,gralha,ворона
186,Kuckuck::N,cuco,кукушка
187,Schwan::N,cisne,лебедь
188,Fisch::N,peixe,рыба
189,Barsch::N,perca,окунь
190,Hecht::N,lúcio,щука
191,Schlange[Tier]::N,serpente,змея
192,Wurm::N,verme,червяк
193,Spinne::N,aranha,паук
194,Ameise::N,formiga,муравей
195,Laus::N,piolho,вошь
196,Mücke::N,mosquito,комар
197,Fliege::N,mosca,муха
198,Schmetterling::N,borboleta,бабочка
199,Beere::N,bago,ягода
200,Apfel::N,maçã,яблоко
201,Pilz::N,fungo,гриб
202,Pilz::N,cogumelo,гриб
203,Zwiebel::N,cebola,луковица
204,Saat::N,sementeira,семя
205,Korn::N,grão,зерно
206,Heu::N,feno,сено
207,Schale::N,casca,шелуха
208,Grube::N,cova,яма
209,Grube::N,fossa,яма
210,Falle::N,armadilha,ловушка
211,Schlinge::N,laço,силок
212,Spur::N,pista,след
213,Spur::N,vestígio,след
214,Asche::N,cinza,зола
215,Asche::N,cinza,пепел
216,Dreck::N,sujidade,грязь
217,Eisen::N,ferro,железо
218,Gold::N,ouro,золото
219,Silber::N,prata,серебро
220,Kohle::N,carvão,уголь
221,Glas::N,vidro,стекло
222,Lehm::N,barro,глина
223,Lehm::N,argila,глина
224,Sand::N,areia,песок
225,Mensch::N,homem,человек
226,Mensch::N,pessoa,человек
227,Mann::N,homem,мужчина
228,Frau::N,mulher,женщина
229,Kind::N,filho,ребенок
230,Kind::N,criança,ребенок
231,Junge::N,rapaz,мальчик
232,Junge::N,menino,мальчик
233,Mädchen::N,menina,девочка
234,Mädchen::N,rapariga,девочка
235,Familie::N,família,семья
236,Großvater::N,avô,дедушка
237,Großmutter::N,avó,бабушка
238,Eltern::N,pais,родители
239,Vater::N,pai,отец
240,Mutter::N,mãe,мать
241,Sohn::N,filho,сын
242,Tochter::N,filha,дочь
243,Bruder::N,irmão,брат
244,Schwester::N,irmã,сестра
245,Onkel::N,tio,дядя
246,Tante::N,tia,тетя
247,Ehemann::N,esposo,муж
248,Ehefrau::N,esposa,жена
249,Freude::N,prazer,радость
250,Freude::N,alegria,радость
251,Gelächter::N,risada,смех
252,Gelächter::N,gargalhada,смех
253,Glück::N,felicidade,счастье
254,Kummer::N,aflição,горе
255,Kummer::N,desgosto,горе
256,Wunsch::N,desejo,желание
257,Lust::N,vontade,влечение
258,Geist::N,mente,дух
259,Geist::N,espírito,дух
260,Gedanke::N,ideia,мысль
261,Gedanke::N,pensamento,мысль
262,Gedächtnis::N,memória,память
263,Verstand::N,razão,ум
264,Verstand::N,inteligência,ум
265,Sinn::N,sentido,смысл
266,Sinn::N,significado,смысл
267,Grund::N,causa,повод
268,Grund::N,motivo,повод
269,Wahrheit::N,verdade,правда
270,Gespräch::N,conversa,беседа
271,Gespräch::N,conversação,беседа
272,Märchen::N,conto,сказка
273,Erzählung::N,conto,рассказ
274,Erzählung::N,narrativa,рассказ
275,Nachricht::N,mensagem,сообщение
276,Neuigkeit::N,notícia,новость
277,Neuigkeit::N,novidade,новость
278,Name::N,nome,имя
279,Rätsel::N,adivinha,загадка
280,Rede::N,oração,речь
281,Rede::N,discurso,речь
282,Sprache::N,língua,язык
283,Stimme::N,voz,голос
284,Wort::N,palavra,слово
285,Zeichen::N,marca,знак
286,Ruf::N,grito,зов
287,Ruf::N,chamada,зов
288,Lärm::N,ruído,шум
289,Lärm::N,barulho,шум
290,Laut::N,som,звук
291,Ton::N,tom,звучание
292,Lied::N,canção,песня
293,Ruhe::N,calma,покой
294,Ruhe::N,silêncio,покой
295,Leute::N,gente,люди
296,Leute::N,pessoas,люди
297,Volk::N,povo,народ
298,Volk::N,nação,народ
299,Arbeit::N,trabalho,работа
300,Gast::N,hóspede,гость
301,Gast::N,convidado,гость
302,Geschenk::N,prenda,подарок
303,Geschenk::N,presente,подарок
304,Spiel::N,jogo,игра
305,Gesellschaft::N,companhia,общество
306,Hilfe::N,ajuda,помощь
307,Hilfe::N,socorro,помощь
308,Freund::N,amigo,друг
309,Kamerad::N,camarada,приятель
310,Angelegenheit::N,assunto,дело
311,Anzahl::N,número,количество
312,Anzahl::N,quantidade,количество
313,Art::N,tipo,вид
314,Art::N,espécie,вид
315,Stück::N,pedaço,кусок
316,Teil::N,peça,часть
317,Teil::N,parte,часть
318,Hälfte::N,metade,половина
319,Kreis::N,círculo,круг
320,Kreuz::N,cruz,крест
321,Linie::N,linha,линия
322,Strich::N,traço,черта
323,Abstand::N,distância,промежуток
324,Entfernung::N,distância,расстояние
325,Gegend::N,área,местность
326,Gegend::N,região,местность
327,Platz::N,lugar,пространство
328,Ort::N,sítio,место
329,Seite::N,lado,сторона
330,Mitte::N,meio,середина
331,Gegenstand::N,objecto,предмет
332,Sache::N,coisa,вещь
333,Rand::N,bordo,край
334,Rand::N,margem,край
335,Kante::N,borda,ребро
336,Kante::N,aresta,ребро
337,Ecke::N,esquina,угол
338,Spitze::N,ponta,кончик
339,Ende::N,cabo,конец
340,Ende::N,extremo,конец
341,Loch::N,furo,дыра
342,Loch::N,buraco,дыра
343,Winkel::N,canto,угол
344,Winkel::N,ângulo,угол
345,Muster::N,padrão,узор
346,Muster::N,desenho,узор
347,Größe::N,tamanho,размер
348,Länge::N,comprimento,длина
349,Höhe::N,altura,высота
350,Höhe::N,altitude,высота
351,Gewicht::N,peso,вес
352,Menge::N,quantidade,количество
353,Haufen::N,pilha,куча
354,Reihe::N,fila,ряд
355,Boot::N,barco,лодка
356,Ruder::N,remo,весло
357,Schlitten::N,trenó,сани
358,Ski::N,esqui,лыжа
359,Lagerfeuer::N,fogueira,костер
360,Last::N,carga,тяжесть
361,Gang::N,curso,ход
362,Gang::N,caminhada,ход
363,Schritt::N,passo,шаг
364,Norden::N,norte,север
365,Süden::N,sul,юг
366,Westen::N,oeste,запад
367,Westen::N,ocidente,запад
368,Osten::N,este,восток
369,Osten::N,leste,восток
370,Osten::N,oriente,восток
371,Holz::N,madeira,древесина
372,Brett::N,tábua,доска
373,Brett::N,prancha,доска
374,Platte::N,laje,плита
375,Platte::N,chapa,плита
376,Stütze::N,apoio,подпорка
377,Stütze::N,suporte,подпорка
378,Stange::N,vara,жердь
379,Stange::N,barra,жердь
380,Stock::N,pau,палка
381,Stock::N,bengala,палка
382,Stab::N,bastão,шест
383,Rohr::N,cano,труба
384,Haus::N,casa,дом
385,Heim::N,lar,дом
386,Heim::N,casa,дом
387,Ofen::N,estufa,печь
388,Ofen::N,aquecedor,печь
389,Fußboden::N,piso,пол
390,Tisch::N,mesa,стол
391,Stuhl::N,cadeira,стул
392,Wiege::N,berço,колыбель
393,Bett::N,cama,постель
394,Regal::N,estante,полка
395,Regal::N,prateleira,полка
396,Kiste::N,caixa,ящик
397,Fenster::N,janela,окно
398,Tür::N,porta,дверь
399,Tor::N,portão,ворота
400,Zaun::N,cerca,забор
401,Zaun::N,vedação,забор
402,Dach::N,telhado,крыша
403,Leiter::N,escada,лестница
404,Leiter::N,escada móvel,лестница
405,Besen::N,vassoura,метла
406,Spaten::N,pá,лопата
407,Schaufel::N,pá,совок
408,Gabel::N,garfo,вилка
409,Löffel::N,colher,ложка
410,Messer::N,faca,нож
411,Nagel::N,cravo,гвоздь
412,Netz::N,rede,сеть
413,Haken::N,gancho,крюк
414,Griff::N,asa,ручка
415,Griff::N,cabo,ручка
416,Schloss::N,fechadura,замок
417,Bild::N,imagem,картина
418,Figur::N,figura,фигура
419,Puppe::N,boneca,кукла
420,Beutel::N,saco,мешок
421,Beutel::N,bolsa,мешок
422,Bündel::N,fardo,связка
423,Tasche::N,saco,сумка
424,Tasche::N,bolso,сумка
425,Eimer::N,balde,ведро
426,Deckel::N,tampa,крышка
427,Geschirr::N,louça,посуда
428,Sack::N,saca,мешок
429,Tasse::N,chávena,чашка
430,Topf::N,tacho,кастрюля
431,Topf::N,panela,кастрюля
432,Kessel::N,caldeira,котел
433,Essen::N,refeição,еда
434,Nahrung::N,comida,пища
435,Nahrung::N,alimento,пища
436,Speise::N,prato,блюдо
437,Speise::N,prato,кушанье
438,Fleisch::N,carne,мясо
439,Getreide::N,cereais,хлеб
440,Brei::N,puré,каша
441,Brot::N,pão,хлеб
442,Scheibe::N,fatia,ломоть
443,Fett::N,banha,жир
444,Fett::N,gordura,жир
445,Butter::N,manteiga,масло
446,Öl::N,azeite,масло
447,Salz::N,sal,соль
448,Suppe::N,sopa,суп
449,Suppe::N,caldo,суп
450,Honig::N,mel,мед
451,Milch::N,leite,молоко
452,Tee::N,chá,чай
453,Leder::N,couro,кожа
454,Wolle::N,lã,шерсть
455,Stoff::N,pano,ткань
456,Stoff::N,tecido,ткань
457,Nadel::N,agulha,игла
458,Faden::N,fio,нитка
459,Knopf::N,botão,пуговица
460,Knoten::N,nó,узел
461,Farbe::N,corante,краска
462,Kleidung::N,roupa,одежда
463,Kleidung::N,vestuário,одежда
464,Hemd::N,camisa,рубашка
465,Kragen::N,gola,воротник
466,Ärmel::N,manga,рукав
467,Hose::N,calça,брюки
468,Gürtel::N,cinto,пояс
469,Mütze::N,boné,шапка
470,Mütze::N,barrete,шапка
471,Schuh::N,sapato,ботинок
472,Stiefel::N,bota,сапог
473,Ring::N,anel,кольцо
474,Band::N,fita,лента
475,Band::N,faixa,лента
476,Kamm::N,pente,расческа
477,Spiegel::N,espelho,зеркало
478,Riemen::N,correia,ремень
479,Schnur::N,corda,веревка
480,Schnur::N,cordel,веревка
481,Leine::N,trela,поводок
482,Decke::N,cobertor,одеяло
483,Kissen::N,almofada,подушка
484,Tuch::N,pano,платок
485,Handtuch::N,toalha,полотенце
486,Kraft::N,força,сила
487,Stärke::N,força,крепость
488,Gesundheit::N,saúde,здоровье
489,Krankheit::N,doença,болезнь
490,Krankheit::N,enfermidade,болезнь
491,Schmerz::N,dor,боль
492,Wunde::N,chaga,рана
493,Wunde::N,ferida,рана
494,Fieber::N,febre,лихорадка
495,Fieber::N,febre,температура
496,Arznei::N,remédio,лекарство
497,Brücke::N,ponte,мост
498,Brunnen::N,poço,колодец
499,Weide::N,pastagem,пастбище
500,Pfad::N,senda,тропа
501,Pfad::N,trilho,тропа
502,Weg::N,caminho,путь
503,Weg::N,caminho,дорога
504,Straße::N,via,улица
505,Straße::N,via,дорога
506,Straße::N,estrada,улица
507,Straße::N,estrada,дорога
508,Dorf::N,aldeia,деревня
509,Stadt::N,cidade,город
510,Brief::N,carta,письмо
511,Buch::N,livro,книга
512,Buchstabe::N,letra,буква
513,Zeitung::N,jornal,газета
514,Leben::N,vida,жизнь
515,Tod::N,morte,смерть
516,Grab::N,túmulo,могила
517,Grab::N,sepultura,могила
518,Kirche::N,igreja,церковь
519,Sünde::N,pecado,грех
520,Gott::N,deus,бог
521,Arbeiter::N,operário,рабочий
522,Arbeiter::N,trabalhador,рабочий
523,Chef::N,chefe,начальник
524,Chef::N,patrão,начальник
525,Meister::N,mestre,мастер
526,Arzt::N,médico,врач
527,Lehrer::N,professor,учитель
528,Geld::N,dinheiro,деньги
529,Geschäft::N,negócio,занятие
530,Laden::N,loja,магазин
531,Preis::N,preço,цена
532,Ware::N,mercadoria,товар
533,Nutzen::N,proveito,выгода
534,Reichtum::N,riqueza,богатство
535,Welt::N,mundo,мир
536,Land::N,país,страна
537,Staat::N,Estado,государство
538,König::N,rei,король
539,Macht::N,poder,власть
540,Macht::N,potência,власть
541,Grenze::N,fronteira,граница
542,Krieg::N,guerra,война
543,Feind::N,inimigo,враг
544,Gewalt::N,violência,насилие
545,Kampf::N,luta,борьба
546,Kampf::N,combate,борьба
547,Bogen[Waffe]::N,arco,лук
548,Pfeil::N,seta,стрела
549,Pfeil::N,flecha,стрела
550,Gewehr::N,espingarda,ружье
551,Fehler::N,erro,ошибка
552,Fehler::N,falha,ошибка
553,Lüge::N,mentira,ложь
554,Schaden::N,dano,вред
555,Schaden::N,estrago,вред
556,Unglück::N,desgraça,беда
557,Schuld::N,culpa,вина
558,Alter::N,idade,возраст
559,Schluss::N,fim,окончание
560,Zeit::N,tempo,время
561,Tag::N,dia,день
562,Morgen::N,manhã,утро
563,Mittag::N,meio-dia,полдень
564,Abend::N,noite,вечер
565,Abend::N,tardinha,вечер
566,Nacht::N,noite,ночь
567,Woche::N,semana,неделя
568,Monat::N,mês,месяц
569,Jahr::N,ano,год
570,Frühling::N,primavera,весна
571,Sommer::N,verão,лето
572,Herbst::N,outono,осень
573,Winter::N,inverno,зима
574,Januar::N,Janeiro,январь
575,Februar::N,Fevereiro,февраль
576,März::N,Março,март
577,April::N,Abril,апрель
578,Mai::N,Maio,май
579,Juni::N,Junho,июнь
580,Juli::N,Julho,июль
581,August::N,Agosto,август
582,September::N,Setembro,сентябрь
583,Oktober::N,Outubro,октябрь
584,November::N,Novembro,ноябрь
585,Dezember::N,Dezembro,декабрь
586,Montag::N,segunda-feira,понедельник
587,Dienstag::N,terça-feira,вторник
588,Mittwoch::N,quarta-feira,среда
589,Donnerstag::N,quinta-feira,четверг
590,Freitag::N,sexta-feira,пятница
591,Samstag::N,sábado,суббота
592,Sonntag::N,domingo,воскресенье
593,groß::A,grande,большой
594,klein::A,pequeno,маленький
595,lang::A,comprido,длинный
596,kurz::A,curto,короткий
597,breit::A,largo,широкий
598,schmal::A,estreito,узкий
599,dicht::A,denso,густой
600,dick[Gegenstand]::A,grosso,толстый
601,dünn::A,delgado,тонкий
602,fein::A,fino,тонкий
603,fein::A,subtil,тонкий
604,fest::A,firme,крепкий
605,fest::A,sólido,крепкий
606,flach::A,plano,плоский
607,glatt::A,liso,гладкий
608,hart::A,duro,твердый
609,weich::A,mole,мягкий
610,rund::A,redondo,круглый
611,spitz::A,agudo,остроконечный
612,scharf::A,afiado,острый
613,stumpf::A,rombo,тупой
614,schwer::A,pesado,тяжелый
615,schön::A,belo,красивый
616,schön::A,bonito,красивый
617,heiß::A,quente,жаркий
618,warm::A,quente,теплый
619,kalt::A,frio,холодный
620,kühl::A,fresco,прохладный
621,frisch::A,fresco,свежий
622,feucht::A,húmido,влажный
623,nass::A,molhado,мокрый
624,trocken::A,seco,сухой
625,voll::A,cheio,полный
626,voll::A,cheio,наполненный
627,leer::A,vazio,пустой
628,offen::A,aberto,открытый
629,geschlossen::A,fechado,закрытый
630,sauber::A,limpo,чистый
631,schmutzig::A,sujo,грязный
632,roh::A,cru,сырой
633,reif::A,maduro,зрелый
634,lecker::A,delicioso,вкусный
635,süß::A,doce,сладкий
636,bitter::A,amargo,горький
637,sauer::A,azedo,кислый
638,hell::A,claro,светлый
639,dunkel::A,escuro,темный
640,dunkel::A,sombrio,темный
641,schwarz::A,preto,черный
642,weiß::A,branco,белый
643,rot::A,vermelho,красный
644,gelb::A,amarelo,желтый
645,blau::A,azul,синий
646,grün::A,verde,зеленый
647,grau::A,cinzento,серый
648,bunt::A,colorido,пестрый
649,billig::A,barato,дешевый
650,teuer::A,caro,дорогой
651,wertvoll::A,valioso,ценный
652,wertvoll::A,precioso,ценный
653,blind::A,cego,слепой
654,taub::A,surdo,глухой
655,kräftig::A,forte,могучий
656,kräftig::A,poderoso,могучий
657,stark::A,forte,сильный
658,stark::A,robusto,сильный
659,schwach::A,débil,слабый
660,fett::A,gordo,жирный
661,schlank::A,esbelto,стройный
662,hübsch::A,giro,прелестный
663,hübsch::A,bonito,прелестный
664,böse::A,mau,злой
665,dumm::A,parvo,глупый
666,dumm::A,estúpido,глупый
667,faul::A,preguiçoso,ленивый
668,fleißig::A,aplicado,прилежный
669,fleißig::A,diligente,прилежный
670,geizig::A,avarento,жадный
671,klug::A,prudente,умный
672,klug::A,inteligente,умный
673,geschickt::A,hábil,искусный
674,lieb::A,caro,милый
675,lieb::A,querido,милый
676,lustig::A,alegre,веселый
677,sanft::A,suave,нежный
678,sanft::A,brando,нежный
679,hungrig::A,faminto,голодный
680,krank::A,doente,больной
681,krank::A,enfermo,больной
682,nackt::A,nu,голый
683,nackt::A,despido,голый
684,traurig::A,triste,грустный
685,lebendig::A,vivo,живой
686,gut::A,bom,хороший
687,schlecht::A,mau,плохой
688,schlecht::A,ruim,плохой
689,richtig::A,justo,правильный
690,richtig::A,correcto,правильный
691,schlimm::A,mau,отвратительный
692,schlimm::A,mau,мерзкий
693,schlimm::A,grave,отвратительный
694,schlimm::A,grave,мерзкий
695,wahr::A,verdadeiro,настоящий
696,alt::A,velho,старый
697,alt::A,antigo,старый
698,neu::A,novo,новый
699,ehemalig::A,antigo,бывший
700,alt[Lebewesen]::A,velho,пожилой
701,jung::A,jovem,молодой
702,arm::A,pobre,бедный
703,reich::A,rico,богатый
704,bekannt::A,conhecido,знакомый
705,berühmt::A,famoso,знаменитый
706,berühmt::A,célebre,знаменитый
707,fremd::A,alheio,чужой
708,fremd::A,estranho,чужой
709,verschieden::A,diverso,разный
710,verschieden::A,diferente,разный
711,nah::A,próximo,близкий
712,fern::A,remoto,далекий
713,fern::A,distante,далекий
714,linker::A,esquerdo,левый
715,rechter::A,direito,правый
716,anderer::A,outro,другой
717,erster::A,primeiro,первый
718,zweiter::A,segundo,второй
719,dritter::A,terceiro,третий
720,letzter::A,final,последний
721,letzter::A,último,последний
722,allein::ADV,só,один
723,auf einmal::ADV,de vez,сразу
724,zusammen::ADV,juntos,вместе
725,lange::ADV,muito tempo,долго
726,plötzlich::ADV,de repente,вдруг
727,sofort::ADV,imediatamente,тотчас
728,später::ADV,mais tarde,позже
729,jetzt::ADV,agora,сейчас
730,heute::ADV,hoje,сегодня
731,morgen::ADV,amanhã,завтра
732,bald::ADV,logo,скоро
733,bald::ADV,breve,скоро
734,dann::ADV,então,потом
735,dann::ADV,depois,потом
736,gestern::ADV,ontem,вчера
737,einst::ADV,antigamente,однажды
738,damals::ADV,então,тогда
739,danach::ADV,logo,затем
740,danach::ADV,depois,затем
741,vorher::ADV,antes,раньше
742,zuerst::ADV,primeiro,сперва
743,einmal::ADV,uma vez,раз
744,manchmal::ADV,às vezes,иногда
745,oft::ADV,muitas vezes,часто
746,immer::ADV,sempre,всегда
747,niemals::ADV,nunca,никогда
748,hier::ADV,cá,здесь
749,hier::ADV,aqui,здесь
750,hierhin::ADV,para cá,сюда
751,von hier::ADV,daqui,отсюда
752,dort::ADV,lá,там
753,dort::ADV,ali,там
754,dorthin::ADV,lá,туда
755,dorthin::ADV,para lá,туда
756,geradeaus::ADV,em frente,прямо
757,vorwärts::ADV,avante,вперед
758,rückwärts::ADV,para trás,назад
759,zurück::ADV,atrás,обратно
760,unten::ADV,debaixo,внизу
761,unten::ADV,em baixo,внизу
762,hinab::ADV,para baixo,вниз
763,oben::ADV,em cima,наверху
764,hinauf::ADV,para cima,вверх
765,überall::ADV,em toda parte,везде
766,nicht::ADV,não,не
767,ein wenig::ADV,um pouco,немного
768,ein wenig::ADV,um bocado,немного
769,kaum::ADV,apenas,едва
770,sehr::ADV,muito,очень
771,so::ADV,tão,так
772,so::ADV,assim,так
773,noch::ADV,ainda,еще
774,nur::ADV,só,только
775,nur::ADV,apenas,только
776,nur::ADV,somente,только
777,schon::ADV,já,уже
778,wieder::ADV,outra vez,опять
779,vergebens::ADV,em vão,напрасно
780,vor::PRP,diante de,перед
781,hinter::PRP,atrás de,за
782,hinter::PRP,atrás de,позади
783,unter::PRP,sob,под
784,unter::PRP,debaixo de,под
785,durch::PRP,por,сквозь
786,durch::PRP,através de,сквозь
787,neben::PRP,junto de,возле
788,neben::PRP,ao lado de,возле
789,zwischen::PRP,entre,между
790,wegen::PRP,por,из-за
791,wegen::PRP,por causa de,из-за
792,dies::PRN,isto,это
793,das::PRN,isso,то
794,das::PRN,aquilo,то
795,alles::PRN,todo,все
796,ich::PRN,eu,я
797,du::PRN,tu,ты
798,er::PRN,ele,он
799,wir::PRN,nós,мы
800,ihr::PRN,vós,вы
801,ihr::PRN,vocês,вы
802,sie::PRN,eles,они
803,was::FPRN,quê,что
804,wer::FPRN,quem,кто
805,wo::FADV,onde,где
806,wohin::FADV,aonde,куда
807,wohin::FADV,para onde,куда
808,wie::FADV,como,как
809,warum::FADV,porquê,почему
810,warum::FADV,por que,почему
811,wieviel::FNUM,quanto,сколько
812,eins::NUM,um,один
813,zwei::NUM,dois,два
814,drei::NUM,três,три
815,vier::NUM,quatro,четыре
816,fünf::NUM,cinco,пять
817,sechs::NUM,seis,шесть
818,sieben::NUM,sete,семь
819,acht::NUM,oito,восемь
820,neun::NUM,nove,девять
821,zehn::NUM,dez,десять
822,elf::NUM,onze,одиннадцать
823,zwölf::NUM,doze,двенадцать
824,zwanzig::NUM,vinte,двадцать
825,dreißig::NUM,trinta,тридцать
826,vierzig::NUM,quarenta,сорок
827,fünfzig::NUM,cinquenta,пятьдесят
828,sechzig::NUM,sessenta,шестьдесят
829,siebzig::NUM,setenta,семьдесят
830,achtzig::NUM,oitenta,восемьдесят
831,neunzig::NUM,noventa,девяносто
832,hundert::NUM,cem,сто
833,hundert::NUM,cento,сто
834,tausend::NUM,mil,тысяча
835,und::CNJ,e,и
836,oder::CNJ,ou,или
837,oder::CNJ,ou,либо
838,stehen::V,estar em pé,стоять
839,sitzen::V,estar sentado,сидеть
840,liegen::V,jazer,лежать
841,liegen::V,estar deitado,лежать
842,hängen::V,pender,висеть
843,hängen::V,estar pendurado,висеть
844,werden::V,tornar-se,стать
845,passieren::V,acontecer,случиться
846,beginnen::V,começar,начаться
847,enden::V,acabar,кончиться
848,enden::V,terminar,кончиться
849,wechseln::V,variar,меняться
850,wechseln::V,alternar,меняться
851,aufgehen[Sonne]::V,nascer,взойти
852,untergehen[Sonne]::V,pôr-se,зайти
853,scheinen[Sonne]::V,brilhar,светить
854,donnern::V,trovejar,греметь
855,wehen::V,soprar,дуть
856,strömen::V,correr,литься
857,fließen::V,fluir,течь
858,sich drehen::V,girar,вращаться
