,Concept_ID,kn,os
47,Knochen::N,ಮೂಳೆ,стӕг
48,Gehirn::N,ಮಿದುಳು,магъз
49,Herz::N,ಹೃದಯ,зӕрдӕ
50,Magen::N,ಉದರ,ахсӕн
51,Leber::N,ಯಕೃತ್ತು,игæр
52,Atem::N,ಉಸಿರು,улӕфт
53,Hunger::N,ಹಸಿವು,стонг
54,Träne::N,ಕಣ್ಣೀರು,цæссыг
55,Geschmack::N,ರುಚಿ,ад
56,Geruch::N,ವಾಸನೆ,смаг
57,Schlaf::N,ನಿದ್ರೆ,хуыссӕг
58,Traum::N,ಕನಸು,фын
59,Himmel::N,ಬಾನು,арв
60,Himmel::N,ಬಾನು,уӕларв
61,Sonne::N,ಸೂರ್ಯ,хур
62,Mond::N,ಚಂದ್ರ,мӕй
63,Stern::N,ಚುಕ್ಕಿ,стъалы
64,Luft::N,ವಾಯು,уӕлдӕф
65,Wind::N,ಗಾಳಿ,дымгӕ
66,Welle::N,ಅಲೆ,уылӕн
67,Wasser::N,ನೀರು,дон
68,Stein::N,ಕಲ್ಲು,дур
69,Boden::N,ನೆಲ,зӕхх
70,Erde::N,ಭೂಮಿ,сыджыт
71,Staub::N,ದೂಳು,рыг
72,Rauch::N,ಹೊಗೆ,фӕздӕг
73,Funke::N,ಕಿಡಿ,цӕхӕр
74,Feuer::N,ಬೆಂಕಿ,зынг
75,Licht::N,ಬೆಳಕು,рухс
76,Schatten::N,ನೆರಳು,аууон
77,Wetter::N,ಹವ,боныхъӕд
78,Nebel::N,ಮಂಜು,мигъ
79,Wolke::N,ಮೋಡ,ӕврагъ
80,Regen::N,ಮಳೆ,уарын
81,Schnee::N,ಹಿಮ,мит
82,Eis::N,ಮಂಜುಗಡ್ಡೆ,их
83,Frost::N,ಮಂಜು,ихæн
84,Kälte::N,ಹಿಮ,уазал
85,Hitze::N,ಉಷ್ಣ,ӕнтӕф
86,Raureif::N,ಇಬ್ಬನಿ,халас
87,Regenbogen::N,ಇಂದ್ರಚಾಪ,арвырон
88,Regenbogen::N,ಇಂದ್ರಚಾಪ,арвырдын
89,Donner::N,ಗುಡುಗು,æрвнæрын
90,Strömung::N,ಪ್ರವಾಹ,цыд
91,Tropfen::N,ತೊಟ್ಟು,æртах
92,Schaum::N,ನೊರೆ,фынк
93,Schmutz::N,ಕಸ,цъыф
94,See::N,ಸರೋವರ,цад
95,Sumpf::N,ಜೌಗುಸ್ಥಳ,цъыфдзаст
96,Moor::N,ಬಂಜರು ಭೂಮಿ,цъыфдзаст
97,Wiese::N,ಹುಲ್ಲುಗಾವಲು,уыгӕрдӕн
98,Wald::N,ಕಾಡು,хъӕд
99,Hügel::N,ಗುಡ್ಡೆ,обау
100,Hügel::N,ಗುಡ್ಡೆ,къуыбыр
101,Anhöhe::N,ದಿಬ್ಬ,уæлвæз
102,Anhöhe::N,ದಿಬ್ಬ,уæлхох
103,Berg::N,ಮಲೆ,хох
104,Berg::N,ಪರ್ವತ,хох
105,Gipfel::N,ಶೃಂಗ,цъупп
106,Höhle::N,ಗುಹೆ,лӕгӕт
107,Abhang::N,ಇಳಿಜಾರು,къул
108,Quelle::N,ಮೂಲ,суадон
109,Bach::N,ತೊರೆ,мӕсчъыдон
110,Fluss::N,ನದಿ,дон
111,Fluss::N,ನದಿ,цӕугӕдон
112,Ufer::N,ತೀರ,был
113,Küste::N,ದಂಡೆ,донбыл
114,Festland::N,ಭೂಮಿ,сурзæхх
115,Meer::N,ಕಡಲು,денджыз
116,Bucht::N,ಖಾರಿ,донбакæлæн
117,Insel::N,ದ್ವೀಪ,сакъадах
118,Blume::N,ಸುಮ,дидинӕг
119,Gras::N,ಹುಲ್ಲು,кӕрдӕг
120,Wurzel::N,ಬೇರು,уидаг
121,Baum::N,ಮರ,бӕлас
122,Stamm::N,ಕಾಂಡ,хӕтӕл
123,Rinde::N,ತೂಗಟಿ,цъар
124,Ast::N,ಶಾಖೆ,арх
125,Zweig::N,ರೆಂಬೆ,къалиу
126,Blatt::N,ಎಲೆ,сыф
127,Birke::N,ಬರ್ಚ್ ಮರ,бæрз
128,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,нӕзы
129,Weide[Baum]::N,ವಿಲೋಮರ,хӕрис
130,Tanne::N,ಭದ್ರದಾರು,наз
131,Horn::N,ಕೊಂಬು,сыкъа
132,Feder::N,ಪುಕ್ಕ,сис
133,Fell::N,ರೋಮ,царм
134,Flügel::N,ರೆಕ್ಕೆ,базыр
135,Klaue::N,ಪಂಜ,ных
136,Kralle::N,ಉಗುರು,дзӕмбы
137,Schwanz::N,ಬಾಲ,къӕдзил
138,Ei::N,ಮೊಟ್ಟೆ,айк
139,Nest::N,ಗೂಡು,ахстон
140,Bau::N,ಅಡಗುದಾಣ,хуынкъ
141,Tier::N,ಪ್ರಾಣಿ,сырд
142,Tier::N,ಪ್ರಾಣಿ,цӕрӕгой
143,Herde::N,ಗುಂಪು,дзуг
144,Herde::N,ಗುಂಪು,рӕгъау
145,Kuh::N,ಹಸು,хъуг
146,Bulle::N,ಗೂಳಿ,гал
147,Pferd::N,ಕುದುರೆ,бӕх
148,Schaf::N,ಕುರಿ,фыс
149,Schwein::N,ಹಂದಿ,хуы
150,Hund::N,ನಾಯಿ,куыдз
151,Katze::N,ಬೆಕ್ಕು,гӕды
152,Bär::N,ಕರಡಿ,арс
153,Eichhörnchen::N,ಉಡುತೆ,æхсæрæг
154,Elch::N,ಕಡವೆ,цæгатаг саг
155,Fuchs::N,ನರಿ,рувас
156,Hase::N,ಮೊಲ,тæрхъус
157,Maus::N,ಇಲಿ,мыст
158,Wolf::N,ತೋಳ,бирӕгъ
159,Vogel::N,ಪಕ್ಷಿ,цъиу
160,Vogel::N,ಪಕ್ಷಿ,маргъ
161,Schwarm::N,ಗುಂಪು,бал
162,Huhn::N,ಚಿಕ್,карк
163,Hahn::N,ಹುಂಜ,уасӕг
164,Gans::N,ವರಟೆ,хъаз
165,Adler::N,ಗರುಡ,цӕргӕс
166,Ente::N,ಬಾತು,ацц
167,Eule::N,ಗೂಬೆ, уыг
168,Eule::N,ಗೂಬೆ,сидахъ
169,Kranich::N,ಕೊಕ್ಕರ,зырнæг
170,Kranich::N,ಕೊಕ್ಕರ,хърихъупп
171,Krähe::N,ಕಾಗೆ,халон
172,Kuckuck::N,ಕೋಗಿಲೆ,гаккук
173,Schwan::N,ಹಂಸಪಕ್ಷಿ,доныхъаз
174,Fisch::N,ಮೀನು,кӕсаг
175,Barsch::N,ಪರ್ಚ್ ಮೀನು,окунь
176,Hecht::N,ಪೈಕ್ ಮೀನು,хихор кӕсаг
177,Schlange[Tier]::N,ಹಾವು,калм
178,Wurm::N,ಹುಳು,зулкъ
179,Wurm::N,ಹುಳು,къуыдыргалм
180,Spinne::N,ಊರ್ಣನಾಭ,хӕлуарӕг
181,Ameise::N,ಇರುವೆ,мæлдзыг
182,Laus::N,ಹೇನು,сыст
183,Mücke::N,ಸೊಳ್ಳೆ,къогъо
184,Fliege::N,ನೊಣ,бындз
185,Schmetterling::N,ಪತಂಗ,гæлæбу
186,Beere::N,ನಯವಣ್ಣು,гагадыргъ
187,Apfel::N,ಸೇಬು,фӕткъуы
188,Pilz::N,ಅಣಬೆ,зокъо
189,Pilz::N,ಅಣಬೆ,къозо
190,Zwiebel::N,ನೀರುಳ್ಳಿ,хъӕдындз
191,Saat::N,ಬಿತ್ತ,тауинаг
192,Saat::N,ಬಿತ್ತ,мыггаг
193,Korn::N,ಬೀಜ,мыггаг
194,Korn::N,ಬೀಜ,тауинаг
195,Heu::N,ಕರಡ,хос
196,Schale::N,ಹೊಟ್ಟು,цъар
197,Grube::N,ಗುಂಡಿ,урм
198,Grube::N,ಗುಂಡಿ,къахт
199,Grube::N,ಗುಂಡಿ,дзыхъхъ
200,Falle::N,ಬೋನು,цъысым
201,Falle::N,ಬೋನು,къӕппӕг
202,Schlinge::N,ಉರುಲು,цасм
203,Spur::N,ಜಾಡು,фæд
204,Asche::N,ಬೂದಿ,фӕнык
205,Asche::N,ಬೂದಿ,ӕртхутӕг
206,Dreck::N,ಹೊಲಸು,цъыф
207,Eisen::N,ಕಬ್ಬಿಣ,ӕфсӕйнаг
208,Gold::N,ಚಿನ್ನ,сыгъзӕрин
209,Silber::N,ಬೆಳ್ಳಿ,ӕвзист
210,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ӕвзалы
211,Glas::N,ಗಾಜು,авг
212,Lehm::N,ಜೇಡಿಮಣ್ಣು,ӕлыг
213,Sand::N,ಮರಳು,змис
214,Mensch::N,ಪುರುಷ,лӕг
215,Mensch::N,ಪುರುಷ,адӕймаг
216,Mensch::N,ಪುರುಷ,удгоймаг
217,Mann::N,ಆಳು,лӕг
218,Mann::N,ಆಳು,нӕлгоймаг
219,Frau::N,ಹೆಣ್ಣು,сылгоймаг
220,Kind::N,ಮಗು,сывӕллон
221,Junge::N,ಹುಡುಗ,лӕппу
222,Mädchen::N,ಹುಡುಗಿ,чызг
223,Familie::N,ಕುಟುಂಬ,бинонтæ
224,Großvater::N,ಅಜ್ಜ,фыдыфыд
225,Großvater::N,ಅಜ್ಜ,мадыфыд
226,Großmutter::N,ಅಮ್ಮ,фыды мад
227,Großmutter::N,ಅಮ್ಮ,мады мад
228,Eltern::N,ಹೆತ್ತವರು,ныййарджытæ
229,Vater::N,ತಂದೆ,фыд
230,Mutter::N,ಅಮ್ಮ,мад
231,Sohn::N,ಮಗ ,фырт
232,Tochter::N,ಮಗಳು,чызг
233,Bruder::N,ತಮ್ಮ,ӕфсымӕр
234,Schwester::N,ತಂಗಿ,хо
235,Onkel::N,ಸೋದರಮಾವ,фыдыфсымӕр
236,Onkel::N,ದೊಡ್ಡಪ್ಪ,фыдыфсымӕр
237,Tante::N,ಚಿಕ್ಕಮ್ಮ,мадыхо
238,Ehemann::N,ಗಂಡ,мой
239,Ehefrau::N,ಹೆಂಡತಿ,ус
240,Freude::N,ನಲಿವು,цин
241,Freude::N,ನಲಿವು,циндзинад
242,Gelächter::N,ನಗೆ,худын
243,Gelächter::N,ನಗೆ,худт
244,Gelächter::N,ನಗೆ,худæг
245,Glück::N,ಆನಂದ,амонд
246,Kummer::N,ದುಃಖ,хъыг
247,Wunsch::N,ಬಯಕೆ,бӕллиц
248,Lust::N,ಇಷ್ಟ,монц
249,Geist::N,ಆತ್ಮ,уд
250,Gedanke::N,ಯೋಚನೆ,хъуыды
251,Gedächtnis::N,ಸ್ಮರಣೆ,мысæн
252,Gedächtnis::N,ಸ್ಮರಣೆ,мысын
253,Gedächtnis::N,ಸ್ಮರಣೆ,зæрдылдарын
254,Verstand::N,ಮನಸ್ಸು,зонд
255,Sinn::N,ಅರ್ಥ,нысаниуæг
256,Grund::N,ಕಾರಣ,ӕфсон
257,Wahrheit::N,ಸತ್ಯ,æцæг
258,Gespräch::N,ಸಂಭಾಷಣೆ,ныхас
259,Märchen::N,ಸುಳ್ಳು ಕಥೆ,аргъау
260,Erzählung::N,ಕಥೆ,радзырд
261,Nachricht::N,ಸಂದೇಶ,уац
262,Neuigkeit::N,ಸುದ್ದಿ,хабар
263,Name::N,ಹೆಸರು,ном
264,Rätsel::N,ಒಗಟು,уыци-уыци
265,Rätsel::N,ಒಗಟು,базон-базон
266,Rede::N,ಮಾತು,раныхас
267,Sprache::N,ಭಾಷೆ,ӕвзаг
268,Stimme::N,ಧ್ವನಿ,хъӕлӕс
269,Wort::N,ಮಾತು,дзырд
270,Zeichen::N,ಗುರುತು,нысан
271,Ruf::N,ಕೂಗು,сидт
272,Lärm::N,ಸದ್ದು,уынæр
273,Laut::N,ಶಬ್ದ,зӕл
274,Laut::N,ಶಬ್ದ,мыр
275,Ton::N,ನಾದ,мыр
276,Lied::N,ಗಾನ,зарӕг
277,Ruhe::N,ಶಾಂತಿ,æнцой
278,Leute::N,ಮಂದಿ,адӕм
279,Volk::N,ಜನಾಂಗ,адӕм
280,Arbeit::N,ಕೆಲಸ,фӕллой
281,Gast::N,ಅತಿಥಿ,уазӕг
282,Geschenk::N,ಕಾಣಿಕೆ,хуын
283,Spiel::N,ಆಟ,хъазт
284,Gesellschaft::N,ಸಂಗ,дзыллæ
285,Gesellschaft::N,ಸಂಗ,æхсæнад
286,Hilfe::N,ಸಹಾಯ,æххуыс
287,Hilfe::N,ಸಹಾಯ,ахъаз
288,Freund::N,ಸ್ನೇಹಿತ,лымӕн
289,Kamerad::N,ಜೊತೆಗಾರ,ӕмбал
290,Angelegenheit::N,ವಿಚಾರ,хъуыддаг
291,Anzahl::N,ಎಣಿಕೆ,бӕрц
292,Art::N,ತರ,хуыз
293,Art::N,ತರ,хуызад
294,Stück::N,ತುಂಡು,кæрдих
295,Stück::N,ತುಂಡು,комдзаг
296,Teil::N,ಭಾಗ,хай
297,Hälfte::N,ಅರ್ಧ,æрдæг
298,Hälfte::N,ಅರ್ಧ,æмбис
299,Kreis::N,ವೃತ್ತ,зиллакк
300,Kreuz::N,ಶಿಲುಬೆ,дзуар
301,Linie::N,ರೀಖೆ,хахх
302,Strich::N,ಗೀಟು,хахх
303,Abstand::N,ಅಂತರ,æхсæнуат
304,Entfernung::N,ದೂರ,дæрддзæг
305,Entfernung::N,ದೂರ,дардцæг
306,Gegend::N,ವಿಸ್ತೀರ್ಣ,ран
307,Platz::N,ಅಂತರ,бууат
308,Ort::N,ಸ್ಥಳ,ран
309,Ort::N,ಸ್ಥಳ,бынат
310,Seite::N,ಪಕ್ಷ,фахс
311,Mitte::N,ನಡು,астӕу
312,Gegenstand::N,ವಸ್ತು,дзаума
313,Sache::N,ವಸ್ತು,дзаума
314,Rand::N,ಅಂಚು,кӕрон
315,Kante::N,ಅಂಚು,фӕрск
316,Ecke::N,ಮೂಲೆ,тигъ
317,Ecke::N,ಮೂಲೆ,фисын
318,Spitze::N,ತುದಿ,бырынкъ
319,Ende::N,ಕೊನೆ,кӕрон
320,Loch::N,ತೂತು,хуынкъ
321,Winkel::N,ಕೋನ,къуым
322,Muster::N,ನಮೂನೆ,нывæфтыд
323,Muster::N,ನಮೂನೆ,кæдзист
324,Größe::N,ಪ್ರಮಾಣ,ас
325,Länge::N,ಉದ್ದ,дӕргъ
326,Höhe::N,ಎತ್ತರ,бæрзонд
327,Höhe::N,ಎತ್ತರ,бæрзæнд
328,Höhe::N,ಎತ್ತರ,бæрзонддзинад
329,Gewicht::N,ತೂಕ,уӕз
330,Menge::N,ಮೊತ್ತ,бӕрц
331,Haufen::N,ರಾಶಿ,кӕри
332,Reihe::N,ಸಾಲು,рӕнхъ
333,Boot::N,ದೋಣಿ,чема
334,Ruder::N,ಹುಟ್ಟು,къохар
335,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,дзоныгъ
336,Ski::N,ಜಾರುಪಟ್ಟಿ,къахдзоныгътæ
337,Ski::N,ಜಾರುಪಟ್ಟಿ,лыжæтæ
338,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,арт
339,Last::N,ಹೊರೆ,уаргъ
340,Gang::N,ತಿರುಗಾಟ,цыд
341,Schritt::N,ಹೆಜ್ಜೆ,санчъех
342,Schritt::N,ಹೆಜ್ಜೆ,къахдзӕф
343,Norden::N,ಉತ್ತರ,цæгат
344,Süden::N,ದಕ್ಷಿಣ,хуссар
345,Westen::N,ಪಶ್ಚಿಮ,ныгуылæн
346,Osten::N,ಮೂಡಲು,скæсæн
347,Holz::N,ಚೌಬೀನೆ,хъӕдӕрмӕг
348,Brett::N,ಹಲಗೆ,фæйнæг
349,Platte::N,ಹಲಗೆ,къӕй
350,Stütze::N,ಆಸರೆ,быцæу
351,Stange::N,ಕಂಬ,хъил
352,Stock::N,ಕೋಲು,лӕдзӕг
353,Stab::N,ದೊಣ್ಣೆ,хъил
354,Rohr::N,ನಳಿಕೆ,хӕтӕл
355,Haus::N,ಮನೆ,хӕдзар
356,Heim::N,ಗೃಹ,къона
357,Ofen::N,ಒಲೆ,пец
358,Fußboden::N,ನೆಲ,астӕрд
359,Tisch::N,ಮೇಜು,стъол
360,Stuhl::N,ಕುರ್ಚಿ,бандон
361,Wiege::N,ತೊಟ್ಟಿಲು,авдæн
362,Bett::N,ಹಾಸಿಗೆ,сынтӕг
363,Regal::N,ಬೀರು,тӕрхӕг
364,Regal::N,ಬೀರು,уӕлвӕйнӕг
365,Kiste::N,ಪಟ್ಟಿಗೆ,асыкк
366,Fenster::N,ಕಿಟಕಿ,рудзынг
367,Fenster::N,ಕಿಟಕಿ,фæрссаг
368,Tür::N,ಬಾಗಿಲು,дуар
369,Tor::N,ಹೆಬ್ಬಾಗಿಲು,кулдуар
370,Zaun::N,ಬೇಲಿ,æмбонд
371,Zaun::N,ಬೇಲಿ,быру
372,Zaun::N,ಬೇಲಿ,гæрæн
373,Dach::N,ಮಾಳಿಗೆ,уӕлхӕдзар
374,Leiter::N,ಏಣಿ,асин
375,Besen::N,ಪೊರಕೆ,уисой
376,Spaten::N,ಗುದ್ದಲಿ,бел
377,Schaufel::N,ಸನಿಕೆ,æвгæнæн
378,Schaufel::N,ಸನಿಕೆ,кæфой
379,Gabel::N,ಕವಲು,вилкæ
380,Löffel::N,ಚಮಚ,уидыг
381,Messer::N,ಚಾಕು,кард
382,Nagel::N,ಆಣಿ,зӕгӕл
383,Netz::N,ಬಲೆ,хыз
384,Haken::N,ಕೊಂಡಿ,хæдз
385,Haken::N,ಕೊಂಡಿ,хæбырæгъ
386,Griff::N,ಹಿಡಿ,фистон
387,Schloss::N,ವೀಗ,гуыдыр
388,Bild::N,ಚಿತ್ರ,ныв
389,Figur::N,ಆಕಾರ,кæрдгæныв
390,Puppe::N,ಗೊಂಬೆ,чындз
391,Beutel::N,ಸಂಚಿ,дзӕкъул
392,Bündel::N,ಕಟ್ಟು,баст
393,Tasche::N,ಚೀಲ,хызын
394,Tasche::N,ಚೀಲ,дзæкъул
395,Eimer::N,ಬಾನೆ,къæрта
396,Eimer::N,ಬಾನೆ,чъыбыла
397,Eimer::N,ಬಾನೆ,ведра
398,Deckel::N,ಮುಚ್ಚಳ,сæр
399,Deckel::N,ಮುಚ್ಚಳ,æмбæрзæн
400,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,мигæнæн
401,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,мигæнæнтæ
402,Sack::N,ಮೂಟೆ,голлаг
403,Tasse::N,ಬಟ್ಟಲು,пиала
404,Tasse::N,ಬಟ್ಟಲು,къус
405,Topf::N,ಮಡಕೆ,аг
406,Topf::N,ಮಡಕೆ,чысыл аг
407,Kessel::N,ಕೆಟಲ್,аг
408,Essen::N,ಊಟ,хӕрд
409,Nahrung::N,ಆಹಾರ,хойраг
410,Speise::N,ಊಟ,хӕринаг
411,Fleisch::N,ಮಾಂಸ,дзидза
412,Fleisch::N,ಮಾಂಸ,фыдызгъӕл
413,Getreide::N,ಧಾನ್ಯ,халсар
414,Brei::N,ಗಂಜಿ,кас
415,Brot::N,ರೊಟ್ಟಿ,дзул
416,Scheibe::N,ಹೋಳು,къӕбӕр
417,Fett::N,ಕೊಬ್ಬು,сой
418,Butter::N,ಬೆಣ್ಣೆ,нӕлхӕ
419,Öl::N,ಎಣ್ಣೆ,зети
420,Salz::N,ಉಪ್ಪು,цӕхх
421,Suppe::N,ಎಸರು,бас
422,Honig::N,ಮಧು,мыд
423,Milch::N,ಹಾಲು,ӕхсыр
424,Tee::N,ಚಹ,цай
425,Leder::N,ಚಕ್ಕಳ,мæскуы
426,Wolle::N,ಉಣ್ಣೆ,фӕсмын
427,Stoff::N,ಬಟ್ಟೆ,хъуымац
428,Nadel::N,ಸೂಜಿ,судзин
429,Faden::N,ದಾರ,ӕндах
430,Knopf::N,ಗುಂಡು,цӕппӕр
431,Knoten::N,ಗಂಟು,ӕлхынцъ
432,Farbe::N,ಬಣ್ಣ,ахорæн
433,Kleidung::N,ಅರಿವೆ,дарӕс
434,Hemd::N,ಅಂಗಿ,хӕдон
435,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,æфцæггот
436,Ärmel::N,ತೋಳು,дыс
437,Hose::N,ಇಜಾರ,хæлаф
438,Hose::N,ಇಜಾರ,æддаг хæлаф
439,Hose::N,ಇಜಾರ,салбар
440,Gürtel::N,ಬೆಲ್ಟು,рон
441,Mütze::N,ಟೋಪಿ,худ
442,Schuh::N,ಪಾದರಕ್ಷೆ,басмахъ
443,Stiefel::N,ಬೂಟು,цырыхъхъ
444,Ring::N,ಉಂಗುರ,къухдарӕн
445,Band::N,ರಿಬ್ಬನ್,лент
446,Kamm::N,ಹಣಿಗೆ,сӕрвасӕн
447,Spiegel::N,ಕನ್ನಡಿ,айдæн
448,Spiegel::N,ಕನ್ನಡಿ,кæсæн
449,Riemen::N,ಬಾರು,гӕрз
450,Schnur::N,ಹುರಿ,бӕндӕн
451,Leine::N,ಹಗ್ಗ,
452,Decke::N,ಕಂಬಳಿ,хъӕццул
453,Kissen::N,ದಿಂಬು,баз
454,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,кæлмæрзæн
455,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,кæрдæн
456,Handtuch::N,ಚೌಕ,хисæрфæн
457,Kraft::N,ಬಲ,тых
458,Kraft::N,ಬಲ,хъомыс
459,Stärke::N,ಶಕ್ತಿ,тых
460,Stärke::N,ಶಕ್ತಿ,æхсар
461,Gesundheit::N,ಆರೋಗ್ಯ,æнæниздзинад
462,Krankheit::N,ರೋಗ,низ
463,Krankheit::N,ರೋಗ,рын
464,Schmerz::N,ನೋವು,рис
465,Wunde::N,ಗಾಯ,цӕф
466,Fieber::N,ಜ್ವರ,ризӕг
467,Fieber::N,ಜ್ವರ,тӕфсӕг
468,Arznei::N,ಔಷಧ,хос
469,Brücke::N,ಸೇತುವೆ,хид
470,Brunnen::N,ಬಾವಿ,цъай
471,Weide::N,ಗೋಮಾಳ,хизæн
472,Weide::N,ಗೋಮಾಳ,хизæнуат
473,Weide::N,ಗೋಮಾಳ,сæрвæт
474,Pfad::N,ದಾರಿ,къахвæндаг
475,Pfad::N,ದಾರಿ,къахвæд
476,Weg::N,ಹಾದಿ,фӕндаг
477,Straße::N,ರಸ್ತೆ,фӕндаг
478,Dorf::N,ಹಳ್ಳಿ,хъӕу
479,Stadt::N,ಪಟ್ಟಣ,сахар
480,Brief::N,ಕಾಗದ,фыстӕг
481,Buch::N,ಪುಸ್ತಕ,чиныг
482,Buchstabe::N,ಅಕ್ಷರ,дамгъӕ
483,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газет
484,Leben::N,ಜೀವನ,цард
485,Leben::N,ಜೀವನ,цӕрӕнбон
486,Tod::N,ಮರಣ,мæлæт
487,Tod::N,ಮರಣ,адзал
488,Grab::N,ಗೋರಿ,ингӕн
489,Kirche::N,ಚರ್ಚು,аргъуан
490,Sünde::N,ಪಾಪ,тæригъæд
491,Gott::N,ದೇವರು,хуыцау
492,Arbeiter::N,ಕೆಲಸಗಾರ,кусæг
493,Chef::N,ದಣಿ,ӕмцег
494,Meister::N,ಶಿಕ್ಷಕ,мастер
495,Meister::N,ಶಿಕ್ಷಕ,дæсны
496,Arzt::N,ವೈದ್ಯ,хосгæнæг
497,Arzt::N,ವೈದ್ಯ,дохтыр
498,Lehrer::N,ಉಪಾಧ್ಯಾಯ,ахуыргæнæг
499,Geld::N,ಹಣ,ӕхца
500,Geschäft::N,ವಾಣಿಜ್ಯ,бизнес
501,Geschäft::N,ವಾಣಿಜ್ಯ,хъуыддаг
502,Laden::N,ಅಂಗಡಿ,дукани
503,Preis::N,ಬೆಲೆ,аргъ
504,Ware::N,ಸರಕು,базайраг
505,Nutzen::N,ಲಾಭ,пайда
506,Reichtum::N,ಸಂಪತ್ತು,хъæздыгдзинад
507,Reichtum::N,ಸಂಪತ್ತು,исбон
508,Reichtum::N,ಸಂಪತ್ತು,мулк
509,Welt::N,ಭೂಲೋಕ,дуне
510,Land::N,ದೇಶ,бӕстӕ
511,Staat::N,ರಾಜ್ಯ,паддзахад
512,König::N,ರಾಜ,къарол
513,Macht::N,ಅಧಿಕಾರ,хицаудзинад
514,Grenze::N,ಗಡಿ,арӕн
515,Krieg::N,ಯುದ್ಧ,хӕст
516,Feind::N,ಶತ್ರು,знаг
517,Feind::N,ಶತ್ರು,фыдгул
518,Feind::N,ಶತ್ರು,фыдзæрдæ
519,Feind::N,ಶತ್ರು,сон
520,Gewalt::N,ಹಿಂಸೆ,тыхми
521,Gewalt::N,ಹಿಂಸೆ,тыхдзинад
522,Kampf::N,ಹೋರಾಟ,хæст
523,Kampf::N,ಹೋರಾಟ,хъæбысæйхæст
524,Kampf::N,ಹೋರಾಟ,тох
525,Bogen[Waffe]::N,ಬಿಲ್ಲು,ӕрдын
526,Pfeil::N,ಅಂಬು,фат
527,Gewehr::N,ಬಂದೂಕು,топп
528,Fehler::N,ತಪ್ಪು,рӕдыд
529,Lüge::N,ಸುಳ್ಳು,мӕнг
530,Lüge::N,ಸುಳ್ಳು,гӕдыдзинад
531,Schaden::N,ಹಾನಿ,зиан
532,Unglück::N,ಅಪಾಯ,бæллæх
533,Schuld::N,ದೋಷ,азым
534,Alter::N,ಮುಪ್ಪು,кар
535,Schluss::N,ಮುಕ್ತಾಯ,кæрон
536,Zeit::N,ಕಾಲ,рӕстӕг
537,Tag::N,ದಿನ,бон
