,Concept_ID,cy,ml
1179,zählen::V,cyfrif,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1180,rechnen::V,cyfrifo,ഗണിക്കുക
1181,lesen::V,darllen,വായിക്കുക
1182,malen::V,peintio,ചിത്രം വരയ്ക്കുക
1183,zeichnen::V,tynnu,വരയ്ക്കുക
1184,schreiben::V,ysgrifennu,എഴുതുക
1185,besitzen::V,meddu,സ്വന്തമാക്കുക
1186,kaufen::V,prynu,വാങ്ങുക
1187,verkaufen::V,gwerthu,വിൽക്കുക
1188,bezahlen::V,talu am,പരിഹാരം ചെയ്യുക
1189,zahlen::V,talu,പണം അടയ്ക്കുക
1190,beherrschen::V,rheoli,ഭരിക്കുക
1191,beherrschen::V,llywodraethu,ഭരിക്കുക
1192,ertragen::V,dioddef,താങ്ങുക
